table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
12474,r011,All states -> Florida,All states,Florida,2,"['193,038', '&nbsp;']","['137,044', '&nbsp;']","['3,168', 'r']","['26,733', 'r']","['720', 'r']","['971', '&nbsp;']","['0', '&nbsp;']","['24,402', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r012,All states -> Georgia,All states,Georgia,2,"['91,533', '&nbsp;']","['62,084', '&nbsp;']","['0', '&nbsp;']","['2,738', '&nbsp;']","['705', 'r']","['13', 'r']","['0', '&nbsp;']","['25,994', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r013,All states -> Hawaii,All states,Hawaii,2,"['5,627', '&nbsp;']","['2,836', '&nbsp;']","['0', '&nbsp;']","['426', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,365', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r014,All states -> Idaho,All states,Idaho,2,"['12,073', '&nbsp;']","['10,685', '&nbsp;']","['0', '&nbsp;']","['318', '&nbsp;']","['90', '&nbsp;']","['45', '&nbsp;']","['38', '&nbsp;']","['897', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r015,All states -> Illinois,All states,Illinois,2,"['89,869', '&nbsp;']","['57,189', '&nbsp;']","['2,716', 'r']","['11,932', '&nbsp;']","['0', '&nbsp;']","['2,934', 'r']","['1,508', 'r']","['13,592', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r016,All states -> Indiana,All states,Indiana,2,"['31,235', '&nbsp;']","['21,434', '&nbsp;']","['499', 'r']","['375', '&nbsp;']","['0', '&nbsp;']","['72', '&nbsp;']","['538', 'r']","['8,186', '&nbsp;']","['130', 'r']","['0', '&nbsp;']"
12474,r017,All states -> Iowa,All states,Iowa,2,"['24,498', '&nbsp;']","['19,143', '&nbsp;']","['0', '&nbsp;']","['406', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4,950', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r018,All states -> Kansas,All states,Kansas,2,"['42,745', '&nbsp;']","['33,009', '&nbsp;']","['13', 'r']","['5,953', 'r']","['0', '&nbsp;']","['125', '&nbsp;']","['0', '&nbsp;']","['3,645', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r019,All states -> Kentucky,All states,Kentucky,2,"['15,715', '&nbsp;']","['10,535', '&nbsp;']","['0', '&nbsp;']","['1,352', 'r']","['0', '&nbsp;']","['285', '&nbsp;']","['0', '&nbsp;']","['1,727', '&nbsp;']","['68', '&nbsp;']","['1,749', '&nbsp;']"
12474,r020,All states -> Louisiana,All states,Louisiana,2,"['10,000', '&nbsp;']","['7,686', '&nbsp;']","['0', '&nbsp;']","['1,050', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['983', '&nbsp;']","['64', '&nbsp;']","['217', '&nbsp;']"
12474,r021,All states -> Maine,All states,Maine,2,"['5,582', '&nbsp;']","['3,337', '&nbsp;']","['0', '&nbsp;']","['728', 'r']","['0', '&nbsp;']","['1,517', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r022,All states -> Maryland,All states,Maryland,2,"['136,339', '&nbsp;']","['98,212', '&nbsp;']","['3,002', 'r']","['3,908', '&nbsp;']","['108', 'r']","['127', '&nbsp;']","['478', '&nbsp;']","['29,973', '&nbsp;']","['531', '&nbsp;']","['0', '&nbsp;']"
12474,r023,All states -> Massachusetts,All states,Massachusetts,2,"['426,081', '&nbsp;']","['344,732', '&nbsp;']","['5,114', '&nbsp;']","['8,005', '&nbsp;']","['647', '&nbsp;']","['278', '&nbsp;']","['3,330', '&nbsp;']","['56,748', '&nbsp;']","['1,514', 'r']","['5,714', 'r']"
12474,r024,All states -> Michigan,All states,Michigan,2,"['111,092', '&nbsp;']","['62,172', '&nbsp;']","['4,677', '&nbsp;']","['26,935', 'r']","['943', '&nbsp;']","['214', '&nbsp;']","['0', '&nbsp;']","['16,011', '&nbsp;']","['140', '&nbsp;']","['0', '&nbsp;']"
12474,r025,All states -> Minnesota,All states,Minnesota,2,"['68,927', '&nbsp;']","['54,335', '&nbsp;']","['3,522', 'r']","['3,262', '&nbsp;']","['442', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['6,164', '&nbsp;']","['0', '&nbsp;']","['1,202', '&nbsp;']"
12474,r026,All states -> Mississippi,All states,Mississippi,2,"['7,800', '&nbsp;']","['7,544', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['256', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r027,All states -> Missouri,All states,Missouri,2,"['42,205', '&nbsp;']","['33,628', '&nbsp;']","['838', 'r']","['3,992', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['139', 'r']","['3,609', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r028,All states -> Montana,All states,Montana,2,"['7,154', '&nbsp;']","['4,729', '&nbsp;']","['0', '&nbsp;']","['786', '&nbsp;']","['19', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,091', 'r']","['514', '&nbsp;']","['15', '&nbsp;']"
12474,r029,All states -> Nebraska,All states,Nebraska,2,"['11,981', '&nbsp;']","['11,282', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['90', '&nbsp;']","['90', '&nbsp;']","['0', '&nbsp;']","['519', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r030,All states -> Nevada,All states,Nevada,2,"['40,849', '&nbsp;']","['29,840', '&nbsp;']","['1,833', 'r']","['1,310', '&nbsp;']","['1,526', 'r']","['130', '&nbsp;']","['0', '&nbsp;']","['6,210', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r031,All states -> New Hampshire,All states,New Hampshire,2,"['69,041', '&nbsp;']","['52,746', '&nbsp;']","['0', '&nbsp;']","['13,903', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,393', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r032,All states -> New Jersey,All states,New Jersey,2,"['133,129', '&nbsp;']","['88,794', '&nbsp;']","['24,025', '&nbsp;']","['5,976', '&nbsp;']","['466', 'r']","['634', 'r']","['5', '&nbsp;']","['12,699', '&nbsp;']","['531', 'r']","['0', '&nbsp;']"
12474,r033,All states -> New Mexico,All states,New Mexico,2,"['31,797', '&nbsp;']","['13,533', '&nbsp;']","['0', '&nbsp;']","['1,922', '&nbsp;']","['223', '&nbsp;']","['221', '&nbsp;']","['31', 'r']","['15,867', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r034,All states -> New York,All states,New York,2,"['249,247', '&nbsp;']","['225,221', '&nbsp;']","['0', '&nbsp;']","['1,458', 'r']","['990', '&nbsp;']","['178', 'r']","['273', 'r']","['17,091', '&nbsp;']","['4,036', 'r']","['0', '&nbsp;']"
12474,r035,All states -> North Carolina,All states,North Carolina,2,"['175,418', '&nbsp;']","['131,668', '&nbsp;']","['521', 'r']","['7,727', 'r']","['794', 'r']","['957', 'r']","['1,115', '&nbsp;']","['32,204', '&nbsp;']","['431', 'r']","['0', '&nbsp;']"
12474,r036,All states -> North Dakota,All states,North Dakota,2,"['2,317', '&nbsp;']","['1,425', '&nbsp;']","['0', '&nbsp;']","['513', '&nbsp;']","['109', '&nbsp;']","['19', '&nbsp;']","['0', '&nbsp;']","['251', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r037,All states -> Ohio,All states,Ohio,2,"['112,155', '&nbsp;']","['83,901', '&nbsp;']","['206', 'r']","['1,918', '&nbsp;']","['8,237', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['13,568', '&nbsp;']","['4,325', '&nbsp;']","['0', '&nbsp;']"
12474,r038,All states -> Oklahoma,All states,Oklahoma,2,"['12,267', '&nbsp;']","['8,118', '&nbsp;']","['0', '&nbsp;']","['1,575', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,365', 'r']","['209', 'r']","['0', '&nbsp;']"
12474,r039,All states -> Oregon,All states,Oregon,2,"['94,917', '&nbsp;']","['69,786', '&nbsp;']","['2,392', 'r']","['7,929', 'r']","['565', 'r']","['557', 'r']","['0', '&nbsp;']","['13,631', '&nbsp;']","['56', '&nbsp;']","['0', '&nbsp;']"
12474,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['320,652', '&nbsp;']","['201,636', '&nbsp;']","['8,595', 'r']","['77,505', 'r']","['0', '&nbsp;']","['2,919', 'r']","['218', '&nbsp;']","['26,580', '&nbsp;']","['830', 'r']","['2,369', 'r']"
12474,r041,All states -> Rhode Island,All states,Rhode Island,2,"['12,207', '&nbsp;']","['3,683', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['8,396', 'r']","['128', 'r']","['0', '&nbsp;']"
12474,r042,All states -> South Carolina,All states,South Carolina,2,"['54,636', 'r']","['45,003', 'r']","['0', '&nbsp;']","['1,420', '&nbsp;']","['1,405', 'r']","['971', 'r']","['13', '&nbsp;']","['3,379', '&nbsp;']","['0', '&nbsp;']","['2,445', '&nbsp;']"
12474,r043,All states -> South Dakota,All states,South Dakota,2,"['10,374', 'r']","['10,223', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['151', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r044,All states -> Tennessee,All states,Tennessee,2,"['29,129', '&nbsp;']","['19,659', '&nbsp;']","['0', '&nbsp;']","['4,522', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4,696', '&nbsp;']","['252', 'r']","['0', '&nbsp;']"
12474,r045,All states -> Texas,All states,Texas,2,"['257,925', '&nbsp;']","['219,368', '&nbsp;']","['1,061', 'r']","['5,537', '&nbsp;']","['0', '&nbsp;']","['311', '&nbsp;']","['0', '&nbsp;']","['31,372', '&nbsp;']","['0', '&nbsp;']","['276', '&nbsp;']"
12474,r046,All states -> Utah,All states,Utah,2,"['48,445', '&nbsp;']","['43,342', '&nbsp;']","['625', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4,478', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r047,All states -> Vermont,All states,Vermont,2,"['2,292', '&nbsp;']","['1,306', '&nbsp;']","['0', '&nbsp;']","['287', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['698', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r048,All states -> Virginia,All states,Virginia,2,"['155,932', '&nbsp;']","['121,289', '&nbsp;']","['264', '&nbsp;']","['3,418', '&nbsp;']","['60', 'r']","['117', 'r']","['0', '&nbsp;']","['30,186', '&nbsp;']","['509', 'r']","['88', 'r']"
12474,r049,All states -> Washington,All states,Washington,2,"['218,824', '&nbsp;']","['194,201', '&nbsp;']","['3,395', '&nbsp;']","['1,733', 'r']","['53', 'r']","['1,222', 'r']","['378', '&nbsp;']","['17,284', '&nbsp;']","['323', 'r']","['234', '&nbsp;']"
12474,r050,All states -> West Virginia,All states,West Virginia,2,"['1,531', '&nbsp;']","['1,235', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['296', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r051,All states -> Wisconsin,All states,Wisconsin,2,"['51,428', '&nbsp;']","['24,974', '&nbsp;']","['0', '&nbsp;']","['8,208', '&nbsp;']","['525', 'r']","['0', '&nbsp;']","['853', '&nbsp;']","['16,471', '&nbsp;']","['398', 'r']","['0', '&nbsp;']"
12474,r052,All states -> Wyoming,All states,Wyoming,2,"['3,363', '&nbsp;']","['3,363', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12474,r053,All states -> Undistributed,All states,Undistributed,2,"['15,423', '&nbsp;']","['12,769', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,522', '&nbsp;']","['132', '&nbsp;']","['0', '&nbsp;']"
