table_id,row_id,time_period,longer_term_trends_level_1,longer_term_trends_level_2,longer_term_trends_hierarchy_depth,value
6301,r093,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2000–10,2,6.6
6301,r094,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2010–19,2,4.6
6301,r095,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2010–11,2,-1.3
6301,r096,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2011–12,2,-0.3
6301,r097,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2012–13,2,4.1
6301,r098,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2013–14,2,6.1
6301,r099,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2014–15,2,5.0
6301,r100,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2015–16,2,9.6
6301,r101,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2016–17,2,6.0
6301,r102,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2017–18,2,6.0
6301,r103,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2018–19,2,6.7
6301,r104,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2019–20a,2,5.5
6301,r105,Gross domestic product,Longer-term trends,1990–2000,2,5.6
6301,r106,Gross domestic product,Longer-term trends,2000–10,2,3.9
6301,r107,Gross domestic product,Longer-term trends,2010–19,2,4.0
6301,r108,Gross domestic product,Most recent years,2010–11,2,3.7
6301,r109,Gross domestic product,Most recent years,2011–12,2,4.2
6301,r110,Gross domestic product,Most recent years,2012–13,2,3.6
6301,r111,Gross domestic product,Most recent years,2013–14,2,4.2
6301,r112,Gross domestic product,Most recent years,2014–15,2,3.7
6301,r113,Gross domestic product,Most recent years,2015–16,2,2.7
6301,r114,Gross domestic product,Most recent years,2016–17,2,4.2
6301,r115,Gross domestic product,Most recent years,2017–18,2,5.4
6301,r116,Gross domestic product,Most recent years,2018–19,2,4.1
6301,r117,Gross domestic product,Most recent years,2019–20a,2,-2.2
6301,r118,"Total R&D, all performers",Longer-term trends,1990–2000,2,3.7
6301,r119,"Total R&D, all performers",Longer-term trends,2000–10,2,2.1
6301,r120,"Total R&D, all performers",Longer-term trends,2010–19,2,3.8
6301,r121,"Total R&D, all performers",Most recent years,2010–11,2,2.7
6301,r122,"Total R&D, all performers",Most recent years,2011–12,2,-0.1
6301,r123,"Total R&D, all performers",Most recent years,2012–13,2,2.9
6301,r124,"Total R&D, all performers",Most recent years,2013–14,2,2.9
6301,r125,"Total R&D, all performers",Most recent years,2014–15,2,2.9
6301,r126,"Total R&D, all performers",Most recent years,2015–16,2,4.5
6301,r127,"Total R&D, all performers",Most recent years,2016–17,2,4.2
6301,r128,"Total R&D, all performers",Most recent years,2017–18,2,6.6
6301,r129,"Total R&D, all performers",Most recent years,2018–19,2,8.3
6301,r130,"Total R&D, all performers",Most recent years,2019–20a,2,4.9
6301,r131,"Total R&D, all performers -> Business",Longer-term trends,1990–2000,2,4.3
6301,r132,"Total R&D, all performers -> Business",Longer-term trends,2000–10,2,1.2
6301,r133,"Total R&D, all performers -> Business",Longer-term trends,2010–19,2,4.8
6301,r134,"Total R&D, all performers -> Business",Most recent years,2010–11,2,3.3
6301,r135,"Total R&D, all performers -> Business",Most recent years,2011–12,2,0.9
6301,r136,"Total R&D, all performers -> Business",Most recent years,2012–13,2,4.9
6301,r137,"Total R&D, all performers -> Business",Most recent years,2013–14,2,3.7
6301,r138,"Total R&D, all performers -> Business",Most recent years,2014–15,2,3.4
6301,r139,"Total R&D, all performers -> Business",Most recent years,2015–16,2,5.6
6301,r140,"Total R&D, all performers -> Business",Most recent years,2016–17,2,4.9
6301,r141,"Total R&D, all performers -> Business",Most recent years,2017–18,2,7.2
6301,r142,"Total R&D, all performers -> Business",Most recent years,2018–19,2,9.8
6301,r143,"Total R&D, all performers -> Business",Most recent years,2019–20a,2,5.5
6301,r144,"Total R&D, all performers -> Federal government",Longer-term trends,1990–2000,2,-0.1
6301,r145,"Total R&D, all performers -> Federal government",Longer-term trends,2000–10,2,3.8
6301,r146,"Total R&D, all performers -> Federal government",Longer-term trends,2010–19,2,0.6
6301,r147,"Total R&D, all performers -> Federal government",Most recent years,2010–11,2,3.2
6301,r148,"Total R&D, all performers -> Federal government",Most recent years,2011–12,2,-4.4
6301,r149,"Total R&D, all performers -> Federal government",Most recent years,2012–13,2,-3.7
6301,r150,"Total R&D, all performers -> Federal government",Most recent years,2013–14,2,1.2
6301,r151,"Total R&D, all performers -> Federal government",Most recent years,2014–15,2,-0.7
6301,r152,"Total R&D, all performers -> Federal government",Most recent years,2015–16,2,-4.1
6301,r153,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,0.8
6301,r154,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,8.5
6301,r155,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,5.7
6301,r156,"Total R&D, all performers -> Federal government",Most recent years,2019–20a,2,3.3
6301,r157,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,1990–2000,2,0.0
6301,r158,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,2000–10,2,3.0
6301,r159,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,2010–19,2,0.7
6301,r160,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2010–11,2,7.1
6301,r161,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2011–12,2,-4.5
6301,r162,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2012–13,2,-3.5
6301,r163,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2013–14,2,2.2
6301,r164,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2014–15,2,-2.7
6301,r165,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2015–16,2,-8.0
6301,r166,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2016–17,2,-0.4
6301,r167,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2017–18,2,11.5
6301,r168,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2018–19,2,6.5
6301,r169,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2019–20a,2,3.9
6301,r170,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,1990–2000,2,-0.4
6301,r171,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2000–10,2,5.1
6301,r172,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2010–19,2,0.5
6301,r173,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-3.4
6301,r174,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-4.2
6301,r175,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-4.1
6301,r176,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,-0.6
6301,r177,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2014–15,2,3.1
6301,r178,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2015–16,2,3.1
6301,r179,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2016–17,2,2.7
6301,r180,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2017–18,2,3.6
6301,r181,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2018–19,2,4.5
6301,r182,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2019–20a,2,2.3
6301,r183,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,1990–2000,2,NA
6301,r184,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2000–10,2,NA
6301,r185,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2010–19,2,-2.0
6301,r186,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2010–11,2,-1.7
6301,r187,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2011–12,2,-5.9
6301,r188,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2012–13,2,-8.4
6301,r189,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2013–14,2,-7.6
6301,r190,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2014–15,2,0.9
6301,r191,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2015–16,2,3.3
6301,r192,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2016–17,2,0.0
6301,r193,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2017–18,2,-0.7
6301,r194,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2018–19,2,3.2
6301,r195,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2019–20a,2,1.9
6301,r196,"Total R&D, all performers -> Higher education",Longer-term trends,1990–2000,2,3.7
6301,r197,"Total R&D, all performers -> Higher education",Longer-term trends,2000–10,2,4.6
6301,r198,"Total R&D, all performers -> Higher education",Longer-term trends,2010–19,2,1.6
6301,r199,"Total R&D, all performers -> Higher education",Most recent years,2010–11,2,1.3
6301,r200,"Total R&D, all performers -> Higher education",Most recent years,2011–12,2,-0.5
6301,r201,"Total R&D, all performers -> Higher education",Most recent years,2012–13,2,-0.7
6301,r202,"Total R&D, all performers -> Higher education",Most recent years,2013–14,2,-0.6
6301,r203,"Total R&D, all performers -> Higher education",Most recent years,2014–15,2,2.6
6301,r204,"Total R&D, all performers -> Higher education",Most recent years,2015–16,2,3.8
6301,r205,"Total R&D, all performers -> Higher education",Most recent years,2016–17,2,2.9
6301,r206,"Total R&D, all performers -> Higher education",Most recent years,2017–18,2,2.9
6301,r207,"Total R&D, all performers -> Higher education",Most recent years,2018–19,2,2.5
6301,r208,"Total R&D, all performers -> Higher education",Most recent years,2019–20a,2,2.5
6301,r209,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,1990–2000,2,6.6
6301,r210,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2000–10,2,4.4
6301,r211,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2010–19,2,2.8
6301,r212,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2010–11,2,-3.3
6301,r213,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2011–12,2,-2.1
6301,r214,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2012–13,2,2.3
6301,r215,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2013–14,2,4.2
6301,r216,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2014–15,2,4.0
6301,r217,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2015–16,2,8.5
6301,r218,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2016–17,2,4.0
6301,r219,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2017–18,2,3.5
6301,r220,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2018–19,2,4.8
6301,r221,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2019–20a,2,4.2
6301,r222,Gross domestic product,Longer-term trends,1990–2000,2,3.4
6301,r223,Gross domestic product,Longer-term trends,2000–10,2,1.8
6301,r224,Gross domestic product,Longer-term trends,2010–19,2,2.2
6301,r225,Gross domestic product,Most recent years,2010–11,2,1.5
6301,r226,Gross domestic product,Most recent years,2011–12,2,2.3
6301,r227,Gross domestic product,Most recent years,2012–13,2,1.8
6301,r228,Gross domestic product,Most recent years,2013–14,2,2.3
6301,r229,Gross domestic product,Most recent years,2014–15,2,2.7
6301,r230,Gross domestic product,Most recent years,2015–16,2,1.7
6301,r231,Gross domestic product,Most recent years,2016–17,2,2.3
6301,r232,Gross domestic product,Most recent years,2017–18,2,2.9
6301,r233,Gross domestic product,Most recent years,2018–19,2,2.3
6301,r234,Gross domestic product,Most recent years,2019–20a,2,-3.4
