table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
5407,r013,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,12,"['689,125', '']","['100,321', '']","['18,488', '']","['339,488', '']","['68,963', '']","['56,545', '']","['24,124', '']","['81,196', '']"
5407,r014,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,13,"['676,331', '']","['36,517', '']","['1,107', '']","['624,363', '']","['623', '']","['8,151', '']","['0', '']","['5,570', '']"
5407,r015,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,14,"['655,030', '']","['49,615', '']","['28,888', '']","['466,272', '']","['23,858', '']","['59,478', '']","['384', '']","['26,535', '']"
5407,r016,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,15,"['638,930', '']","['330,115', '']","['33,203', '']","['142,227', '']","['17,901', '']","['65,585', '']","['33,490', '']","['16,409', '']"
5407,r017,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,16,"['632,558', '']","['37,336', '']","['69,108', '']","['364,173', '']","['13,109', '']","['89,371', '']","['22,764', '']","['36,697', '']"
5407,r018,All institutions -> Harvard U.,All institutions,Harvard U.,2,17,"['605,603', '']","['63,252', '']","['16,016', '']","['452,679', '']","['9,824', '']","['48,684', '']","['196', '']","['14,952', '']"
5407,r019,All institutions -> Yale U.,All institutions,Yale U.,2,18,"['585,170', '']","['25,104', '']","['10,864', '']","['507,423', '']","['3,984', '']","['27,645', '']","['119', '']","['10,031', '']"
5407,r020,All institutions -> U. Southern California,All institutions,U. Southern California,2,19,"['562,120', '']","['130,708', '']","['8,018', '']","['348,029', '']","['2,874', '']","['56,035', '']","['449', '']","['16,007', '']"
5407,r021,All institutions -> Cornell U.,All institutions,Cornell U.,2,20,"['562,021', '']","['47,799', '']","['23,795', '']","['316,779', '']","['8,724', '']","['110,447', '']","['39,077', '']","['15,400', '']"
5407,r022,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,21,"['559,882', '']","['15,787', '']","['6,569', '']","['506,937', '']","['7,150', '']","['21,551', '']","['122', '']","['1,766', '']"
5407,r023,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,22,"['539,359', '']","['38,504', '']","['27,688', '']","['309,204', '']","['9,913', '']","['57,879', '']","['37,563', '']","['58,608', '']"
5407,r024,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,23,"['531,654', '']","['43,595', '']","['22,672', '']","['402,269', '']","['3,457', '']","['49,659', '']","['448', '']","['9,554', '']"
5407,r025,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,24,"['517,489', '']","['40,392', '']","['33,824', '']","['230,038', '']","['9,219', '']","['108,498', '']","['39,135', '']","['56,383', '']"
5407,r026,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,25,"['514,299', '']","['31,004', '']","['12,422', '']","['428,884', '']","['2,185', '']","['23,791', '']","['802', '']","['15,211', '']"
5407,r027,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,26,"['514,092', '']","['33,686', '']","['22,855', '']","['337,054', '']","['8,609', '']","['66,439', '']","['31,472', '']","['13,977', '']"
5407,r028,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,27,"['500,409', '']","['178,548', '']","['43,372', '']","['88,179', '']","['15,134', '']","['144,693', '']","['489', '']","['29,994', '']"
5407,r029,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,28,"['488,741', '']","['134,685', '']","['66,436', '']","['134,831', '']","['36,610', '']","['98,283', '']","['0', '']","['17,896', '']"
5407,r030,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,29,"['480,452', '']","['27,216', '']","['0', '']","['449,744', '']","['816', '']","['1,274', '']","['0', '']","['1,402', '']"
5407,r031,All institutions -> Emory U.,All institutions,Emory U.,2,30,"['452,636', '']","['14,235', '']","['2,025', '']","['416,675', '']","['1,584', '']","['12,065', '']","['166', '']","['5,886', '']"
5407,r032,All institutions -> New York U.,All institutions,New York U.,2,31,"['448,850', '']","['21,608', '']","['4,453', '']","['368,652', '']","['1,033', '']","['40,824', '']","['854', '']","['11,426', '']"
5407,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['427,869', '']","['40,468', '']","['25,970', '']","['56,267', '']","['126,185', '']","['82,731', '']","['1,705', '']","['94,543', '']"
5407,r034,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,33,"['400,110', '']","['37,281', '']","['5,945', '']","['332,215', '']","['11,153', '']","['6,680', '']","['74', '']","['6,762', '']"
5407,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['397,202', '']","['33,813', '']","['16,627', '']","['211,978', '']","['7,064', '']","['48,114', '']","['43,720', '']","['35,886', '']"
5407,r036,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,35,"['387,853', '']","['52,163', '']","['75,459', '']","['78,416', '']","['8,430', '']","['127,552', '']","['18,648', '']","['27,185', '']"
5407,r037,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,36,"['380,965', '']","['19,757', '']","['15,436', '']","['235,290', '']","['4,579', '']","['36,165', '']","['35,042', '']","['34,696', '']"
5407,r038,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,37,"['357,589', '']","['14,648', '']","['5,277', '']","['323,192', '']","['4,049', '']","['9,097', '']","['274', '']","['1,052', '']"
5407,r039,All institutions -> U. Chicago,All institutions,U. Chicago,2,38,"['352,447', '']","['24,834', '']","['9,697', '']","['258,415', '']","['6,542', '']","['47,157', '']","['0', '']","['5,802', '']"
5407,r040,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,39,"['349,989', '']","['39,226', '']","['43,606', '']","['138,471', '']","['38,006', '']","['68,052', '']","['3,129', '']","['19,499', '']"
5407,r041,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,40,"['348,724', '']","['12,993', '']","['0', '']","['319,196', '']","['506', '']","['5,745', '']","['123', '']","['10,161', '']"
5407,r042,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,41,"['343,876', '']","['15,214', '']","['5,922', '']","['265,696', '']","['952', '']","['43,122', '']","['531', '']","['12,439', '']"
5407,r043,All institutions -> Boston U.,All institutions,Boston U.,2,42,"['339,172', '']","['20,249', '']","['6,403', '']","['261,969', '']","['8,621', '']","['32,444', '']","['560', '']","['8,926', '']"
5407,r044,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,43,"['329,748', '']","['15,237', '']","['86,992', '']","['80,965', '']","['3,865', '']","['78,931', '']","['32,081', '']","['31,677', '']"
5407,r045,All institutions -> U. Arizona,All institutions,U. Arizona,2,44,"['328,807', '']","['29,232', '']","['9,821', '']","['148,731', '']","['60,541', '']","['48,163', '']","['15,712', '']","['16,607', '']"
5407,r046,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,45,"['321,572', '']","['13,163', '']","['135', '']","['304,884', '']","['207', '']","['1,849', '']","['82', '']","['1,252', '']"
5407,r047,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,46,"['316,519', '']","['34,756', '']","['20,937', '']","['81,136', '']","['76,296', '']","['96,277', '']","['0', '']","['7,117', '']"
5407,r048,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,47,"['315,101', '']","['15,890', '']","['0', '']","['262,649', '']","['19,410', '']","['1,803', '']","['14,847', '']","['502', '']"
5407,r049,All institutions -> U. Utah,All institutions,U. Utah,2,48,"['314,023', '']","['30,944', '']","['24,872', '']","['215,237', '']","['3,718', '']","['34,587', '']","['635', '']","['4,030', '']"
5407,r050,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,49,"['311,743', '']","['14,023', '']","['10,951', '']","['186,903', '']","['3,690', '']","['44,032', '']","['25,408', '']","['26,736', '']"
5407,r051,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,50,"['300,348', '']","['41,234', '']","['13,533', '']","['188,838', '']","['4,580', '']","['31,618', '']","['1,292', '']","['19,253', '']"
5407,r052,All institutions -> U. Rochester,All institutions,U. Rochester,2,51,"['296,241', '']","['13,201', '']","['83,859', '']","['180,292', '']","['1,729', '']","['16,881', '']","['157', '']","['122', '']"
5407,r053,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,52,"['287,100', '']","['96,624', '']","['15,198', '']","['47,156', '']","['8,518', '']","['29,078', '']","['42,736', '']","['47,790', '']"
5407,r054,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,53,"['285,899', '']","['13,220', '']","['2,295', '']","['252,177', '']","['582', '']","['7,959', '']","['63', '']","['9,603', '']"
5407,r055,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,54,"['278,150', '']","['45,400', '']","['16,407', '']","['59,939', '']","['58,226', '']","['69,146', '']","['2,000', '']","['27,032', '']"
5407,r056,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,55,"['270,605', '']","['45,016', '']","['28,811', '']","['66,259', '']","['9,935', '']","['70,426', '']","['21,983', '']","['28,175', '']"
5407,r057,All institutions -> U. Iowa,All institutions,U. Iowa,2,56,"['259,639', '']","['14,506', '']","['3,249', '']","['207,042', '']","['11,649', '']","['9,691', '']","['798', '']","['12,704', '']"
5407,r058,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,57,"['243,502', '']","['2,606', '']","['153', '']","['236,093', '']","['304', '']","['3,550', '']","['0', '']","['796', '']"
5407,r059,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,58,"['242,679', '']","['7,973', '']","['109', '']","['230,283', '']","['2,090', '']","['1,482', '']","['0', '']","['742', '']"
5407,r060,All institutions -> Utah State U.,All institutions,Utah State U.,2,59,"['242,156', '']","['153,330', '']","['3,749', '']","['9,460', '']","['30,067', '']","['7,940', '']","['11,169', '']","['26,441', '']"
5407,r061,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,60,"['241,734', '']","['14,181', '']","['15,400', '']","['150,368', '']","['8,078', '']","['45,598', '']","['146', '']","['7,963', '']"
5407,r062,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,61,"['235,202', '']","['218,434', '']","['0', '']","['16,526', '']","['0', '']","['0', '']","['0', '']","['242', '']"
5407,r063,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,62,"['232,110', '']","['35,434', '']","['38,530', '']","['35,769', '']","['2,939', '']","['55,600', '']","['40,652', '']","['23,186', '']"
5407,r064,All institutions -> U. Miami,All institutions,U. Miami,2,63,"['224,184', '']","['14,610', '']","['1,020', '']","['167,054', '']","['3,537', '']","['10,214', '']","['26', '']","['27,723', '']"
5407,r065,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,64,"['223,030', '']","['10,406', '']","['7,080', '']","['170,807', '']","['1,284', '']","['21,625', '']","['374', '']","['11,454', '']"
5407,r066,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,65,"['217,625', '']","['90,117', '']","['16,129', '']","['35,063', '']","['3,094', '']","['59,177', '']","['538', '']","['13,507', '']"
5407,r067,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,66,"['210,792', '']","['49,263', '']","['24,180', '']","['38,223', '']","['4,951', '']","['46,235', '']","['18,511', '']","['29,429', '']"
5407,r068,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,67,"['204,635', '']","['4,693', '']","['0', '']","['199,660', '']","['0', '']","['0', '']","['0', '']","['282', '']"
5407,r069,All institutions -> Princeton U.,All institutions,Princeton U.,2,68,"['203,259', '']","['30,324', '']","['19,178', '']","['58,191', '']","['15,145', '']","['68,930', '']","['271', '']","['11,220', '']"
5407,r070,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,69,"['200,664', '']","['7,198', '']","['11,563', '']","['142,692', '']","['1,662', '']","['15,661', '']","['13,226', '']","['8,662', '']"
5407,r071,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,70,"['200,155', '']","['37,862', '']","['5,248', '']","['115,134', '']","['692', '']","['30,334', '']","['280', '']","['10,605', '']"
5407,r072,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,71,"['192,938', '']","['6,772', '']","['0', '']","['183,561', '']","['0', '']","['857', '']","['369', '']","['1,379', '']"
5407,r073,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,72,"['191,186', '']","['55,879', '']","['2,359', '']","['1,352', '']","['6,640', '']","['105,458', '']","['16', '']","['19,482', '']"
5407,r074,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,73,"['186,488', '']","['7,839', '']","['0', '']","['176,515', '']","['438', '']","['734', '']","['28', '']","['934', '']"
5407,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,"['185,676', '']","['19,546', '']","['5,935', '']","['126,373', '']","['3,539', '']","['25,460', '']","['0', '']","['4,823', '']"
5407,r076,All institutions -> U. Kansas,All institutions,U. Kansas,2,75,"['185,007', '']","['7,246', '']","['4,046', '']","['124,882', '']","['1,838', '']","['18,369', '']","['849', '']","['27,777', '']"
5407,r077,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,76,"['183,728', '']","['9,809', '']","['5,658', '']","['73,735', '']","['33,581', '']","['12,520', '']","['1,354', '']","['47,071', '']"
5407,r078,All institutions -> U. Georgia,All institutions,U. Georgia,2,77,"['171,351', '']","['3,039', '']","['12,910', '']","['81,511', '']","['1,340', '']","['28,103', '']","['30,754', '']","['13,694', '']"
5407,r079,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,78,"['167,494', '']","['18,278', '']","['16,185', '']","['24,499', '']","['6,593', '']","['47,950', '']","['30,810', '']","['23,179', '']"
5407,r080,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,79,"['166,596', '']","['16,115', '']","['352', '']","['144,220', '']","['967', '']","['2,484', '']","['153', '']","['2,305', '']"
5407,r081,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,80,"['165,912', '']","['12,666', '']","['33,159', '']","['23,498', '']","['1,873', '']","['29,570', '']","['35,066', '']","['30,080', '']"
5407,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['164,848', '']","['13,660', '']","['6,731', '']","['93,640', '']","['1,647', '']","['24,383', '']","['5,757', '']","['19,030', '']"
5407,r083,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,82,"['163,694', '']","['29,458', '']","['5,441', '']","['46,924', '']","['14,141', '']","['29,444', '']","['10,321', '']","['27,965', '']"
5407,r084,All institutions -> Florida State U.,All institutions,Florida State U.,2,83,"['162,296', '']","['17,546', '']","['10,788', '']","['43,151', '']","['3,919', '']","['63,396', '']","['1,160', '']","['22,336', '']"
5407,r085,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,84,"['161,627', '']","['20,057', '']","['11,452', '']","['91,018', '']","['2,623', '']","['29,197', '']","['588', '']","['6,692', '']"
5407,r086,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,85,"['158,958', '']","['4,148', '']","['2,180', '']","['101,327', '']","['2,984', '']","['12,607', '']","['688', '']","['35,024', '']"
5407,r087,All institutions -> George Washington U.,All institutions,George Washington U.,2,86,"['157,533', '']","['7,873', '']","['4,603', '']","['119,565', '']","['1,282', '']","['14,795', '']","['305', '']","['9,110', '']"
5407,r088,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,87,"['156,190', '']","['17,161', '']","['5,582', '']","['73,447', '']","['645', '']","['18,313', '']","['20,423', '']","['20,619', '']"
5407,r089,All institutions -> Washington State U.,All institutions,Washington State U.,2,88,"['154,623', '']","['8,962', '']","['19,553', '']","['49,065', '']","['1,104', '']","['17,807', '']","['36,033', '']","['22,099', '']"
5407,r090,All institutions -> Temple U.,All institutions,Temple U.,2,89,"['154,600', '']","['9,097', '']","['4,990', '']","['121,646', '']","['905', '']","['11,136', '']","['80', '']","['6,746', '']"
5407,r091,All institutions -> U. Dayton,All institutions,U. Dayton,2,90,"['154,101', '']","['90,417', '']","['4,142', '']","['236', '']","['991', '']","['899', '']","['10', '']","['57,406', '']"
5407,r092,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,91,"['153,802', '']","['2,640', '']","['0', '']","['138,140', '']","['0', '']","['622', '']","['0', '']","['12,400', '']"
5407,r093,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,92,"['152,751', '']","['13,929', '']","['2,231', '']","['114,538', '']","['545', '']","['7,586', '']","['86', '']","['13,836', '']"
5407,r094,All institutions -> Tufts U.,All institutions,Tufts U.,2,93,"['148,320', '']","['11,639', '']","['2,172', '']","['78,768', '']","['1,385', '']","['14,208', '']","['14,929', '']","['25,219', '']"
5407,r095,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,94,"['146,478', '']","['6,009', '']","['21,900', '']","['74,364', '']","['2,911', '']","['36,027', '']","['123', '']","['5,144', '']"
5407,r096,All institutions -> U. Delaware,All institutions,U. Delaware,2,95,"['144,142', '']","['18,040', '']","['13,993', '']","['41,787', '']","['4,276', '']","['31,843', '']","['5,316', '']","['28,887', '']"
5407,r097,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,96,"['142,219', '']","['8,404', '']","['2,756', '']","['106,809', '']","['4,757', '']","['17,832', '']","['557', '']","['1,104', '']"
5407,r098,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,97,"['138,402', '']","['13,702', '']","['60,980', '']","['8,533', '']","['4,731', '']","['23,561', '']","['16,486', '']","['10,409', '']"
5407,r099,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,98,"['136,273', '']","['32,845', '']","['4,041', '']","['44,959', '']","['826', '']","['40,700', '']","['20', '']","['12,882', '']"
5407,r100,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,99,"['133,624', '']","['7,857', '']","['0', '']","['120,716', '']","['216', '']","['1,179', '']","['2,051', '']","['1,605', '']"
5407,r101,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,100,"['128,783', '']","['6,418', '']","['0', '']","['118,331', '']","['562', '']","['356', '']","['0', '']","['3,116', '']"
5407,r102,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,101,"['123,198', '']","['34,900', '']","['14,629', '']","['17,409', '']","['5,053', '']","['44,669', '']","['410', '']","['6,128', '']"
5407,r103,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,102,"['120,616', '']","['35,757', '']","['6,205', '']","['11,112', '']","['1,050', '']","['9,986', '']","['29,349', '']","['27,157', '']"
5407,r104,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,103,"['116,170', '']","['16,361', '']","['5,775', '']","['34,939', '']","['3,347', '']","['38,314', '']","['8,480', '']","['8,954', '']"
5407,r105,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,104,"['114,575', '']","['35,966', '']","['6,666', '']","['19,042', '']","['8,869', '']","['22,704', '']","['1,067', '']","['20,261', '']"
5407,r106,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,105,"['114,103', '']","['6,042', '']","['0', '']","['105,937', '']","['1,108', '']","['494', '']","['6', '']","['516', '']"
5407,r107,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,106,"['113,137', '']","['6,346', '']","['2,034', '']","['92,303', '']","['154', '']","['8,358', '']","['333', '']","['3,609', '']"
5407,r108,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,107,"['107,299', '']","['8,390', '']","['10,041', '']","['25,370', '']","['585', '']","['28,026', '']","['20,474', '']","['14,413', '']"
5407,r109,All institutions -> Tulane U.,All institutions,Tulane U.,2,108,"['107,290', '']","['4,274', '']","['774', '']","['88,504', '']","['84', '']","['5,614', '']","['47', '']","['7,993', '']"
5407,r110,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,109,"['105,158', '']","['5,403', '']","['0', '']","['97,199', '']","['116', '']","['861', '']","['376', '']","['1,203', '']"
5407,r111,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,110,"['104,288', '']","['61,157', '']","['416', '']","['578', '']","['27,270', '']","['8,210', '']","['189', '']","['6,468', '']"
5407,r112,All institutions -> George Mason U.,All institutions,George Mason U.,2,111,"['104,070', '']","['60,459', '']","['527', '']","['9,327', '']","['6,947', '']","['11,173', '']","['153', '']","['15,484', '']"
5407,r113,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,112,"['104,030', '']","['26,047', '']","['14,028', '']","['25,188', '']","['1,016', '']","['27,578', '']","['272', '']","['9,901', '']"
5407,r114,All institutions -> Florida International U.,All institutions,Florida International U.,2,113,"['103,366', '']","['10,180', '']","['6,827', '']","['36,501', '']","['1,212', '']","['24,368', '']","['1,172', '']","['23,106', '']"
5407,r115,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,114,"['102,959', '']","['7,444', '']","['0', '']","['91,671', '']","['317', '']","['53', '']","['0', '']","['3,474', '']"
5407,r116,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,115,"['101,414', '']","['10,747', '']","['5,453', '']","['8,139', '']","['20,627', '']","['32,660', '']","['1,979', '']","['21,809', '']"
5407,r117,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,116,"['100,373', '']","['4,758', '']","['2,999', '']","['19,871', '']","['20,865', '']","['18,563', '']","['8,822', '']","['24,495', '']"
5407,r118,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,117,"['98,682', '']","['9,875', '']","['1,197', '']","['68,060', '']","['3,689', '']","['6,952', '']","['0', '']","['8,909', '']"
5407,r119,All institutions -> U. Vermont,All institutions,U. Vermont,2,118,"['97,981', '']","['2,321', '']","['1,175', '']","['69,411', '']","['1,278', '']","['10,774', '']","['10,145', '']","['2,877', '']"
5407,r120,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,119,"['97,143', '']","['4,488', '']","['8,836', '']","['54,660', '']","['3,619', '']","['16,712', '']","['378', '']","['8,450', '']"
5407,r121,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,120,"['93,759', '']","['28,685', '']","['3,351', '']","['21,729', '']","['6,803', '']","['12,179', '']","['11,034', '']","['9,978', '']"
5407,r122,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,121,"['92,503', '']","['6,934', '']","['8,395', '']","['30,883', '']","['3,057', '']","['24,384', '']","['12,507', '']","['6,343', '']"
5407,r123,All institutions -> Rice U.,All institutions,Rice U.,2,122,"['88,768', '']","['19,702', '']","['7,998', '']","['18,786', '']","['3,525', '']","['36,060', '']","['179', '']","['2,518', '']"
5407,r124,All institutions -> U. Louisville,All institutions,U. Louisville,2,123,"['88,251', '']","['3,236', '']","['951', '']","['73,563', '']","['463', '']","['7,586', '']","['6', '']","['2,446', '']"
5407,r125,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,124,"['87,895', '']","['9,664', '']","['6,397', '']","['31,189', '']","['3,551', '']","['15,899', '']","['8,545', '']","['12,650', '']"
5407,r126,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,125,"['86,280', '']","['2,561', '']","['0', '']","['81,391', '']","['0', '']","['2,131', '']","['32', '']","['165', '']"
5407,r127,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,126,"['85,746', '']","['20,760', '']","['645', '']","['17,730', '']","['3,302', '']","['9,925', '']","['436', '']","['32,948', '']"
