table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
2752,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['180', '&nbsp;']","['748', '&nbsp;']","['853', '&nbsp;']","['408', 'i']","['257', 'i']","['339', 'i']","['103', '&nbsp;']","['117', '  ']","['87', '  ']","['99', '  ']","['175', '  ']"
2752,r074,All business activities -> Software publishers (except Internet)<sup>e</sup>,All business activities,Software publishers (except Internet)<sup>e</sup>,2,51120,"['31,369', '&nbsp;']","['26,362', '&nbsp;']","['28,457', '&nbsp;']","['29,992', '&nbsp;']","['31,209', '&nbsp;']","['35,047', '&nbsp;']","['41,052', '&nbsp;']","['36,040', '  ']","['34,699', '  ']","['31,400', '  ']","['32,921', '  ']"
2752,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['104', '&nbsp;']","['135', '&nbsp;']","['93', '&nbsp;']","['67', '&nbsp;']","['67', '&nbsp;']","['38', '&nbsp;']","['83', 'i']","['12', '  ']","['20', '  ']","['42', 'i ']","['155', '  ']"
2752,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['NA', '&nbsp;']","['89', '&nbsp;']","['100', '&nbsp;']","['115', '&nbsp;']","['165', 'i']","['179', '&nbsp;']","['206', '&nbsp;']","['306', '  ']","['347', '  ']","['460', '  ']","['424', '  ']"
2752,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['673', '&nbsp;']","['D', '&nbsp;']","['1,499', 'i']","['1,685', '&nbsp;']","['1,631', 'i']","['1,012', 'i']","['1,166', '&nbsp;']","['1,269', 'i ']","['1,180', '  ']","['1,027', '  ']","['476', '  ']"
2752,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['532', 'i']","['186', '&nbsp;']","['724', 'i']","['815', 'i']","['860', 'i']","['1,732', 'i']","['2,500', '&nbsp;']","['1,192', 'i ']","['1,458', 'i ']","['1,969', '  ']","['2,439', '  ']"
2752,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['153', '&nbsp;']","['108', '&nbsp;']","['229', '&nbsp;']","['114', '&nbsp;']","['163', '&nbsp;']","['176', '&nbsp;']","['134', '&nbsp;']","['705', 'i ']","['746', '  ']","['625', '  ']","['474', '  ']"
2752,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['501', '&nbsp;']","['351', '&nbsp;']","['338', '&nbsp;']","['462', '&nbsp;']","['399', '&nbsp;']","['377', '&nbsp;']","['330', '&nbsp;']","['536', '  ']","['362', '  ']","['381', '  ']","['741', '  ']"
2752,r081,"All business activities -> Data processing, hosting, and related services<sup>e</sup>",All business activities,"Data processing, hosting, and related services<sup>e</sup>",2,51800,"['NA', '&nbsp;']","['2,889', '&nbsp;']","['3,051', '&nbsp;']","['5,293', '&nbsp;']","['4,406', '&nbsp;']","['4,381', '&nbsp;']","['5,402', '&nbsp;']","['6,895', '  ']","['7,040', '  ']","['6,975', '  ']","['7,709', '  ']"
2752,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['4,344', '&nbsp;']","['6,730', '&nbsp;']","['6,801', '  ']","['11,913', '  ']","['19,581', '  ']","['24,408', '  ']"
2752,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",2,51910,"['NA', '&nbsp;']","['5,519', '&nbsp;']","['7,270', '&nbsp;']","['9,456', '&nbsp;']","['12,998', '&nbsp;']","['15,433', '&nbsp;']","['17,443', '&nbsp;']","['25,330', '  ']","['27,524', '  ']","['32,484', '  ']","['43,243', '  ']"
2752,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['NA', '&nbsp;']","['D', '&nbsp;']","['1,235', '&nbsp;']","['1,703', '&nbsp;']","['2,454', '&nbsp;']","['3,238', '&nbsp;']","['3,553', '&nbsp;']","['3,299', '  ']","['5,171', '  ']","['5,657', '  ']","['4,975', '  ']"
2752,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['NA', '&nbsp;']","['678', '&nbsp;']","['903', '&nbsp;']","['1,347', '&nbsp;']","['1,110', '&nbsp;']","['1,323', '&nbsp;']","['1,147', '&nbsp;']","['1,597', '  ']","['1,683', '  ']","['1,785', '  ']","['1,445', '  ']"
2752,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['NA', '&nbsp;']","['798', '&nbsp;']","['611', '&nbsp;']","['872', '&nbsp;']","['1,429', '&nbsp;']","['1,772', '&nbsp;']","['1,069', '&nbsp;']","['1,573', '  ']","['1,444', '  ']","['1,430', '  ']","['2,147', '  ']"
2752,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['20', '&nbsp;']","['32', '&nbsp;']","['3', '&nbsp;']","['13', '&nbsp;']","['27', '&nbsp;']","['105', '&nbsp;']","['199', '&nbsp;']","['288', '  ']","['440', '  ']","['253', '  ']","['380', '  ']"
2752,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['NA', '&nbsp;']","['129', '&nbsp;']","['146', '&nbsp;']","['51', '&nbsp;']","['59', '&nbsp;']","['94', '&nbsp;']","['80', '&nbsp;']","['80', '  ']","['106', 'i ']","['571', 'i ']","['699', '  ']"
2752,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['80', '&nbsp;']","['259', '&nbsp;']","['268', '&nbsp;']","['369', '&nbsp;']","['437', '&nbsp;']","['100', '&nbsp;']","['97', '&nbsp;']","['104', '  ']","['45', '  ']","['97', '  ']","['24', 'i ']"
2752,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['NA', '&nbsp;']","['D', '&nbsp;']","['505', '&nbsp;']","['705', 'i']","['535', '&nbsp;']","['696', '&nbsp;']","['1,128', '&nbsp;']","['1,587', '  ']","['1,052', '  ']","['1,130', '  ']","['1,440', '  ']"
2752,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['1,742', '&nbsp;']","['1,115', '&nbsp;']","['1,390', '&nbsp;']","['1,380', '&nbsp;']","['1,232', '&nbsp;']","['1,495', '&nbsp;']","['1,649', '&nbsp;']","['2,449', '  ']","['1,975', '  ']","['1,795', '  ']","['2,551', '  ']"
2752,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['75', '&nbsp;']","['76', '&nbsp;']","['65', '&nbsp;']","['283', '&nbsp;']","['157', 'i']","['81', '&nbsp;']","['42', '&nbsp;']","['13', '  ']","['26', '  ']","['133', '  ']","['285', '  ']"
2752,r093,All business activities -> Computer systems design and related services<sup>e</sup>,All business activities,Computer systems design and related services<sup>e</sup>,2,54150,"['11,476', '&nbsp;']","['12,292', '&nbsp;']","['11,528', '&nbsp;']","['13,673', '&nbsp;']","['13,909', 'i']","['12,577', '&nbsp;']","['13,288', '&nbsp;']","['14,090', '  ']","['14,864', '  ']","['13,998', '  ']","['18,118', '  ']"
2752,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,110', '&nbsp;']","['2,246', '&nbsp;']","['1,380', '&nbsp;']","['1,618', '&nbsp;']","['2,066', 'i']","['1,428', '&nbsp;']","['1,681', '&nbsp;']","['1,531', '  ']","['1,668', '  ']","['1,591', '  ']","['2,425', '  ']"
2752,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['NA', '&nbsp;']","['96', '&nbsp;']","['8', '&nbsp;']","['19', '&nbsp;']","['64', '&nbsp;']","['36', '&nbsp;']","['47', '&nbsp;']","['15', '  ']","['0 - 7,094', 'i ']","['348', '  ']","['27', '  ']"
2752,r096,All business activities -> Research and development services in biotechnology<sup>c</sup>,All business activities,Research and development services in biotechnology<sup>c</sup>,2,54173,"['NA', '&nbsp;']","['6,850', '&nbsp;']","['2,601', '&nbsp;']","['6,238', '&nbsp;']","['6,294', '&nbsp;']","['1,723', '&nbsp;']","['1,344', '&nbsp;']","['2,387', '  ']","['1,176', '  ']","['930', '  ']","['1,123', '  ']"
2752,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['NA', '&nbsp;']","['3,208', '&nbsp;']","['1,447', '&nbsp;']","['2,751', '&nbsp;']","['3,166', '&nbsp;']","['2,143', '&nbsp;']","['3,040', '&nbsp;']","['3,197', '  ']","['2,767', '  ']","['2,226', '  ']","['2,319', '  ']"
2752,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['37', '&nbsp;']","['1,950', '&nbsp;']","['422', '&nbsp;']","['97', '&nbsp;']","['375', 'i']","['390', '&nbsp;']","['424', '&nbsp;']","['452', '  ']","['373', '  ']","['412', '  ']","['1,164', 'i ']"
2752,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['439', '&nbsp;']","['1,036', '&nbsp;']","['543', '&nbsp;']","['1,242', '&nbsp;']","['1,199', '&nbsp;']","['1,627', '&nbsp;']","['810', '&nbsp;']","['944', '  ']","['622', '  ']","['695', '  ']","['870', '  ']"
2752,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['11', '&nbsp;']","['40', '&nbsp;']","['23', '&nbsp;']","['43', '&nbsp;']","['18', '&nbsp;']","['76', '&nbsp;']","['43', '&nbsp;']","['D', '  ']","['20', '  ']","['71', '  ']","['0 - 13,324', '  ']"
2752,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['NA', '&nbsp;']","['419', '&nbsp;']","['640', '&nbsp;']","['348', '&nbsp;']","['609', '&nbsp;']","['589', '&nbsp;']","['459', '&nbsp;']","['375', '  ']","['588', '  ']","['1,558', '  ']","['2,673', '  ']"
2752,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['NA', '&nbsp;']","['15', '&nbsp;']","['684', '&nbsp;']","['20', '&nbsp;']","['D', '&nbsp;']","['23', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['8', '  ']","['0 - 12,866', '  ']","['0 - 3,913', '  ']"
2752,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['40', '&nbsp;']","['37', '&nbsp;']","['371', '&nbsp;']","['36', '&nbsp;']","['42', 'i']","['43', '&nbsp;']","['39', '&nbsp;']","['28', '  ']","['70', '  ']","['102', 'i ']","['113', '  ']"
2752,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['903', '&nbsp;']","['246', '&nbsp;']","['409', '&nbsp;']","['287', '&nbsp;']","['364', '&nbsp;']","['347', '&nbsp;']","['410', '&nbsp;']","['424', '  ']","['0 - 7,094', 'i ']","['855', '  ']","['1,739', 'i ']"
2752,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['NA', '&nbsp;']","['47', '&nbsp;']","['145', 'i']","['15', '&nbsp;']","['45', 'i']","['52', '&nbsp;']","['37', '&nbsp;']","['39', '  ']","['23', '  ']","['70', '  ']","['48', '  ']"
2752,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['NA', '&nbsp;']","['62', 'i']","['68', '&nbsp;']","['2', '&nbsp;']","['2', 'i']","['2', '&nbsp;']","['2', '&nbsp;']","['4', '  ']","['6', '  ']","['18', '  ']","['0 - 13,324', '  ']"
2752,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['NA', '&nbsp;']","['D', '&nbsp;']","['15', '&nbsp;']","['13', '&nbsp;']","['36', '&nbsp;']","['47', '&nbsp;']","['17', '&nbsp;']","['2', '  ']","['2', '  ']","['6', '  ']","['13', '  ']"
2752,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['NA', '&nbsp;']","['161', '&nbsp;']","['137', '&nbsp;']","['85', '&nbsp;']","['70', '&nbsp;']","['29', '&nbsp;']","['103', 'i']","['50', '  ']","['45', '  ']","['42', '  ']","['45', '  ']"
2752,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['NA', '&nbsp;']","['50', '&nbsp;']","['119', '&nbsp;']","['84', '&nbsp;']","['149', 'i']","['163', '&nbsp;']","['D', '&nbsp;']","['106', '  ']","['76', '  ']","['62', '  ']","['126', '  ']"
2752,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['NA', '&nbsp;']","['89', '&nbsp;']","['465', '&nbsp;']","['345', '&nbsp;']","['484', '&nbsp;']","['405', '&nbsp;']","['550', '&nbsp;']","['669', '  ']","['0 - 7,094', '  ']","['0 - 12,866', '  ']","['458 - 4,352', '  ']"
2752,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['10,660', '&nbsp;']","['14,175', '&nbsp;']","['5,373', 'i']","['D', '&nbsp;']","['491', '&nbsp;']","['359', 'i']","['69', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
