table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_expensed_machinery_and_equipment,field_materials_and_supplies,field_payments_to_others_for_r_d,field_depreciation_on_r_d_property_and_equipment,field_all_other_costs
7893,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['21,106', '&nbsp;']","['9,811', '&nbsp;']","['2,089', 'r']","['2,644', '&nbsp;']","['3,007', 'r']","['240', '&nbsp;']","['3,314', 'r']"
7893,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['133', '&nbsp;']","['67', '&nbsp;']","['0', '&nbsp;']","['67', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7893,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['9,299', 'r']","['4,141', 'r']","['3,577', 'r']","['723', 'r']","['223', 'r']","['0', '&nbsp;']","['635', '&nbsp;']"
7893,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['59,474', 'r']","['23,070', 'r']","['227', 'r']","['1,358', '&nbsp;']","['22,182', 'r']","['1,709', 'r']","['10,927', 'r']"
7893,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['66,843', '&nbsp;']","['39,225', '&nbsp;']","['2,771', 'r']","['11,546', 'r']","['4,003', 'r']","['5,365', 'r']","['3,934', '&nbsp;']"
7893,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['229,604', '&nbsp;']","['124,147', '&nbsp;']","['9,798', '&nbsp;']","['26,029', '&nbsp;']","['40,378', 'r']","['5,221', 'r']","['24,030', '&nbsp;']"
7893,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['40,448', '&nbsp;']","['19,514', '&nbsp;']","['2,567', 'r']","['8,144', '&nbsp;']","['4,076', '&nbsp;']","['738', '&nbsp;']","['5,409', '&nbsp;']"
7893,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['170,228', '&nbsp;']","['92,117', '&nbsp;']","['5,282', '&nbsp;']","['16,196', '&nbsp;']","['34,576', 'r']","['4,275', 'r']","['17,781', '&nbsp;']"
7893,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['18,928', '&nbsp;']","['12,515', '&nbsp;']","['1,949', '&nbsp;']","['1,690', '&nbsp;']","['1,727', '&nbsp;']","['208', '&nbsp;']","['840', '&nbsp;']"
7893,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['29,119', 'r']","['12,067', '&nbsp;']","['1,281', 'r']","['4,591', '&nbsp;']","['4,161', 'r']","['546', 'r']","['6,472', 'r']"
7893,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['40,380', '&nbsp;']","['21,158', '&nbsp;']","['829', '&nbsp;']","['9,477', '&nbsp;']","['2,134', 'r']","['80', 'r']","['6,703', '&nbsp;']"
7893,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['21,292', '&nbsp;']","['11,962', '&nbsp;']","['465', '&nbsp;']","['5,288', 'r']","['1,985', 'r']","['34', '&nbsp;']","['1,557', '&nbsp;']"
7893,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['19,089', 'r']","['9,196', 'r']","['364', 'r']","['4,189', 'r']","['148', 'r']","['46', 'r']","['5,145', 'r']"
7893,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['124', '&nbsp;']","['34', '&nbsp;']","['0', '&nbsp;']","['69', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['21', '&nbsp;']"
7893,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['87,395', '&nbsp;']","['37,567', '&nbsp;']","['2,434', '&nbsp;']","['11,124', 'r']","['10,118', '&nbsp;']","['778', '&nbsp;']","['25,373', 'r']"
7893,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['5,990,959', '&nbsp;']","['3,141,776', '&nbsp;']","['225,449', '&nbsp;']","['578,800', '&nbsp;']","['1,017,678', '&nbsp;']","['52,066', '&nbsp;']","['975,190', '&nbsp;']"
7893,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['488,544', '&nbsp;']","['177,230', '&nbsp;']","['88,087', 'r']","['46,004', '&nbsp;']","['96,128', 'r']","['3,686', 'r']","['77,409', '&nbsp;']"
7893,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['716,501', '&nbsp;']","['579,885', '&nbsp;']","['15,978', '&nbsp;']","['10,137', '&nbsp;']","['26,735', '&nbsp;']","['1,342', '&nbsp;']","['82,424', '&nbsp;']"
7893,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['483,848', '&nbsp;']","['389,464', '&nbsp;']","['8,581', 'r']","['4,634', '&nbsp;']","['15,291', '&nbsp;']","['859', '&nbsp;']","['65,019', '&nbsp;']"
7893,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['232,654', '&nbsp;']","['190,421', '&nbsp;']","['7,397', 'r']","['5,504', '&nbsp;']","['11,444', '&nbsp;']","['483', '&nbsp;']","['17,405', '&nbsp;']"
7893,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['620,222', '&nbsp;']","['338,355', '&nbsp;']","['35,706', 'r']","['101,741', 'r']","['45,856', '&nbsp;']","['7,978', '&nbsp;']","['90,586', '&nbsp;']"
7893,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['1,177,772', '&nbsp;']","['901,881', '&nbsp;']","['15,981', '&nbsp;']","['33,389', '&nbsp;']","['55,150', '&nbsp;']","['7,444', '&nbsp;']","['163,927', '&nbsp;']"
7893,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['2,987,920', '&nbsp;']","['1,144,425', '&nbsp;']","['69,698', '&nbsp;']","['387,529', '&nbsp;']","['793,810', '&nbsp;']","['31,615', '&nbsp;']","['560,843', '&nbsp;']"
7893,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['190,087', '&nbsp;']","['100,804', '&nbsp;']","['5,116', '&nbsp;']","['23,117', '&nbsp;']","['27,091', '&nbsp;']","['3,210', '&nbsp;']","['30,749', '&nbsp;']"
7893,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,404,908', '&nbsp;']","['431,633', '&nbsp;']","['31,844', '&nbsp;']","['193,664', '&nbsp;']","['491,394', '&nbsp;']","['12,072', '&nbsp;']","['244,300', '&nbsp;']"
7893,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,369,996', '&nbsp;']","['599,340', '&nbsp;']","['32,205', '&nbsp;']","['169,598', '&nbsp;']","['270,625', '&nbsp;']","['16,237', '&nbsp;']","['281,990', '&nbsp;']"
7893,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['22,929', '&nbsp;']","['12,647', '&nbsp;']","['533', 'r']","['1,150', 'r']","['4,700', '&nbsp;']","['96', 'r']","['3,804', '&nbsp;']"
