table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
12723,r040,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['108', '']","['21', '']","['0', '']","['11', '']","['76', '']","['76', '']","['0', '']","['0', '']","['0', '']","['76', '']"
12723,r041,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['413', '']","['353', '']","['0', '']","['60', '']","['0', '']","['348', '']","['288', '']","['0', '']","['60', '']","['0', '']"
12723,r042,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['951', '']","['726', '']","['0', '']","['0', '']","['225', '']","['712', '']","['712', '']","['0', '']","['0', '']","['0', '']"
12723,r043,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['1,409', '']","['394', '']","['41', '']","['18', '']","['956', '']","['394', '']","['394', '']","['0', '']","['0', '']","['0', '']"
12723,r044,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['884', '']","['463', '']","['82', '']","['84', '']","['255', '']","['587', '']","['226', '']","['55', '']","['69', '']","['237', '']"
12723,r045,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['3,379', '']","['2,732', '']","['134', '']","['86', '']","['427', '']","['857', '']","['391', '']","['52', '']","['0', '']","['414', '']"
12723,r046,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['685', '']","['627', '']","['30', '']","['28', '']","['0', '']","['643', '']","['585', '']","['30', '']","['28', '']","['0', '']"
12723,r047,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['2,579', '']","['1,908', '']","['80', '']","['423', '']","['168', '']","['1,328', '']","['1,105', '']","['80', '']","['48', '']","['95', '']"
12723,r048,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['1,279', '']","['1,130', '']","['0', '']","['149', '']","['0', '']","['978', '']","['829', '']","['0', '']","['149', '']","['0', '']"
12723,r049,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['3,875', '']","['1,530', '']","['5', '']","['1,653', '']","['687', '']","['2,716', '']","['670', '']","['0', '']","['1,625', '']","['421', '']"
12723,r050,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['2,926', '']","['1,994', '']","['83', '']","['458', '']","['391', '']","['1,805', '']","['1,116', '']","['83', '']","['215', '']","['391', '']"
12723,r051,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['5,947', '']","['1,017', '']","['0', '']","['56', '']","['4,874', '']","['5,711', '']","['781', '']","['0', '']","['56', '']","['4,874', '']"
12723,r052,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['1,016', '']","['890', '']","['0', '']","['0', '']","['126', '']","['955', '']","['829', '']","['0', '']","['0', '']","['126', '']"
12723,r053,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['974', '']","['590', '']","['0', '']","['239', '']","['145', '']","['915', '']","['562', '']","['0', '']","['208', '']","['145', '']"
12723,r054,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['171', '']","['171', '']","['0', '']","['0', '']","['0', '']","['171', '']","['171', '']","['0', '']","['0', '']","['0', '']"
12723,r055,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['912', '']","['191', '']","['654', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r056,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['13,557', '']","['9,895', '']","['840', '']","['2,293', '']","['529', '']","['11,627', '']","['7,965', '']","['840', '']","['2,293', '']","['529', '']"
12723,r057,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['3,348', '']","['2,396', '']","['145', '']","['342', '']","['465', '']","['2,581', '']","['2,097', '']","['145', '']","['166', '']","['173', '']"
12723,r058,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['5,280', '']","['4,174', '']","['11', '']","['444', '']","['651', '']","['5,221', '']","['4,174', '']","['11', '']","['385', '']","['651', '']"
12723,r059,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['786', '']","['720', '']","['1', '']","['40', '']","['25', '']","['531', '']","['483', '']","['1', '']","['40', '']","['7', '']"
12723,r060,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['81,555', '']","['53,868', '']","['6,581', '']","['11,560', '']","['9,546', '']","['67,687', '']","['45,550', '']","['5,657', '']","['7,651', '']","['8,829', '']"
12723,r061,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['74,941', '']","['42,919', '']","['6,432', '']","['17,388', '']","['8,202', '']","['65,969', '']","['40,407', '']","['5,253', '']","['12,618', '']","['7,691', '']"
12723,r062,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['38,032', '']","['24,385', '']","['5,900', '']","['7,205', '']","['542', '']","['31,180', '']","['22,824', '']","['2,265', '']","['5,642', '']","['449', '']"
12723,r063,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['116,695', '']","['66,469', '']","['11,660', '']","['27,793', '']","['10,773', '']","['103,076', '']","['61,646', '']","['10,686', '']","['23,587', '']","['7,157', '']"
12723,r064,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['4,777', '']","['1,746', '']","['366', '']","['988', '']","['1,677', '']","['3,109', '']","['1,384', '']","['366', '']","['278', '']","['1,081', '']"
12723,r065,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r066,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['18,880', '']","['11,413', '']","['1,885', '']","['3,828', '']","['1,754', '']","['16,552', '']","['10,361', '']","['1,528', '']","['3,009', '']","['1,654', '']"
12723,r067,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['221,144', '']","['89,696', '']","['32,763', '']","['51,911', '']","['46,774', '']","['171,765', '']","['77,691', '']","['16,067', '']","['44,537', '']","['33,470', '']"
12723,r068,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['170,122', '']","['66,635', '']","['6,659', '']","['94,256', '']","['2,572', '']","['154,995', '']","['62,001', '']","['5,788', '']","['84,649', '']","['2,557', '']"
12723,r069,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['31,878', '']","['18,200', '']","['4,432', '']","['8,472', '']","['774', '']","['28,881', '']","['17,014', '']","['4,412', '']","['6,899', '']","['556', '']"
12723,r070,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['16,714', '']","['8,963', '']","['1,193', '']","['4,097', '']","['2,461', '']","['16,069', '']","['8,604', '']","['1,014', '']","['3,993', '']","['2,458', '']"
12723,r071,United States -> California -> Private,United States,California,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r072,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['85', '']","['28', '']","['0', '']","['10', '']","['47', '']","['27', '']","['10', '']","['0', '']","['10', '']","['7', '']"
12723,r073,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['132', 'i']","['73', 'i']","['18', 'i']","['31', 'i']","['10', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12723,r074,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['43,224', '']","['29,584', '']","['2,231', '']","['11,409', '']","['0', '']","['39,526', '']","['27,384', '']","['2,231', '']","['9,911', '']","['0', '']"
12723,r075,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['2,185', '']","['1,453', '']","['82', '']","['417', '']","['233', '']","['1,711', '']","['1,453', '']","['64', '']","['194', '']","['0', '']"
12723,r076,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['2,545', '']","['2,545', '']","['0', '']","['0', '']","['0', '']","['2,069', '']","['2,069', '']","['0', '']","['0', '']","['0', '']"
12723,r077,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['125', '']","['101', '']","['0', '']","['24', '']","['0', '']","['72', '']","['72', '']","['0', '']","['0', '']","['0', '']"
12723,r078,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['171', '']","['171', '']","['0', '']","['0', '']","['0', '']","['162', '']","['162', '']","['0', '']","['0', '']","['0', '']"
12723,r079,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['202', '']","['202', '']","['0', '']","['0', '']","['0', '']","['202', '']","['202', '']","['0', '']","['0', '']","['0', '']"
12723,r080,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r081,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['55', '']","['55', '']","['0', '']","['0', '']","['0', '']","['55', '']","['55', '']","['0', '']","['0', '']","['0', '']"
12723,r082,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12723,r083,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['2,568', '']","['1,179', '']","['1,314', '']","['75', '']","['0', '']","['2,138', '']","['1,112', '']","['951', '']","['75', '']","['0', '']"
12723,r084,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['475', '']","['208', '']","['0', '']","['263', '']","['4', '']","['54', '']","['54', '']","['0', '']","['0', '']","['0', '']"
12723,r085,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['53', 'i']","['53', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['53', 'i']","['53', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12723,r086,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['215', 'i']","['155', 'i']","['0', 'i']","['0', 'i']","['60', 'i']","['87', 'i']","['27', 'i']","['0', 'i']","['0', 'i']","['60', 'i']"
12723,r087,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['184', '']","['181', '']","['0', '']","['3', '']","['0', '']","['106', '']","['103', '']","['0', '']","['3', '']","['0', '']"
12723,r088,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['262', '']","['262', '']","['0', '']","['0', '']","['0', '']","['208', '']","['208', '']","['0', '']","['0', '']","['0', '']"
12723,r089,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['652', '']","['369', '']","['216', '']","['67', '']","['0', '']","['585', '']","['369', '']","['216', '']","['0', '']","['0', '']"
12723,r090,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['26,785', '']","['16,509', '']","['1,437', '']","['8,261', '']","['578', '']","['24,790', '']","['14,798', '']","['1,437', '']","['7,977', '']","['578', '']"
12723,r091,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['163,351', '']","['111,050', '']","['11,980', '']","['33,898', '']","['6,423', '']","['125,964', '']","['92,773', '']","['7,343', '']","['25,600', '']","['248', '']"
12723,r092,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['505', '']","['505', '']","['0', '']","['0', '']","['0', '']","['505', '']","['505', '']","['0', '']","['0', '']","['0', '']"
12723,r093,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['113', '']","['113', '']","['0', '']","['0', '']","['0', '']","['113', '']","['113', '']","['0', '']","['0', '']","['0', '']"
12723,r094,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['717', '']","['387', '']","['84', '']","['163', '']","['83', '']","['625', '']","['387', '']","['53', '']","['131', '']","['54', '']"
12723,r095,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['78', '']","['57', '']","['0', '']","['21', '']","['0', '']","['78', '']","['57', '']","['0', '']","['21', '']","['0', '']"
12723,r096,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['139,014', '']","['72,037', '']","['14,644', '']","['48,387', '']","['3,946', '']","['126,372', '']","['64,919', '']","['13,529', '']","['44,556', '']","['3,368', '']"
12723,r097,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['191', '']","['131', '']","['9', '']","['51', '']","['0', '']","['190', '']","['130', '']","['9', '']","['51', '']","['0', '']"
12723,r098,United States -> Colorado,United States,Colorado,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r099,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r100,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['16,891', '']","['8,294', '']","['5,351', '']","['3,008', '']","['238', '']","['15,846', '']","['7,450', '']","['5,302', '']","['2,994', '']","['100', '']"
