table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
5458,r063,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['64,631', '']","['36,247', 'i']","['12,336', 'i']","['8,649', 'i']","['7,399', 'i']","['53,430', '']","['30,407', 'i']","['10,127', 'i']","['7,148', 'i']","['5,748', 'i']"
5458,r064,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['26,727', '']","['22,645', 'i']","['1,409', 'i']","['2,489', 'i']","['184', 'i']","['23,068', '']","['19,609', 'i']","['1,152', 'i']","['2,307', 'i']","['0', 'i']"
5458,r065,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['144,105', '']","['80,041', 'i']","['27,861', 'i']","['19,550', 'i']","['16,653', 'i']","['122,269', '']","['69,590', 'i']","['23,172', 'i']","['16,359', 'i']","['13,148', 'i']"
5458,r066,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['2,320', '']","['450', 'i']","['160', 'i']","['112', 'i']","['1,598', 'i']","['815', '']","['450', 'i']","['160', 'i']","['112', 'i']","['93', 'i']"
5458,r067,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['12', '']","['0', 'i']","['0', 'i']","['0', 'i']","['12', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r068,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['10,714', '']","['10,070', 'i']","['264', 'i']","['380', 'i']","['0', 'i']","['8,752', '']","['8,181', 'i']","['191', 'i']","['380', 'i']","['0', 'i']"
5458,r069,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['99,348', '']","['55,387', 'i']","['18,970', 'i']","['13,251', 'i']","['11,740', 'i']","['71,540', '']","['40,716', 'i']","['13,558', 'i']","['9,570', 'i']","['7,696', 'i']"
5458,r070,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['133,529', '']","['74,218', 'i']","['25,683', 'i']","['17,978', 'i']","['15,650', 'i']","['103,999', '']","['59,190', 'i']","['19,709', 'i']","['13,913', 'i']","['11,187', 'i']"
5458,r071,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['27,888', '']","['21,014', 'i']","['2,479', 'i']","['902', 'i']","['3,493', 'i']","['20,287', '']","['16,455', 'i']","['2,479', 'i']","['902', 'i']","['451', 'i']"
5458,r072,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['10,136', '']","['7,270', 'i']","['1,699', 'i']","['1,167', 'i']","['0', 'i']","['9,050', '']","['6,326', 'i']","['1,557', 'i']","['1,167', 'i']","['0', 'i']"
5458,r073,United States -> California -> Private,United States,California,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5458,r074,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r075,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['94', 'i']","['49', 'i']","['14', 'i']","['24', 'i']","['7', 'i']","['81', 'i']","['45', 'i']","['10', 'i']","['21', 'i']","['5', 'i']"
5458,r076,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['42,697', '']","['35,739', '']","['1,265', '']","['3,189', '']","['2,504', '']","['39,531', '']","['33,237', '']","['1,099', '']","['2,907', '']","['2,288', '']"
5458,r077,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r078,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['1,794', '']","['1,325', '']","['0', '']","['201', '']","['268', '']","['1,357', '']","['1,185', '']","['0', '']","['146', '']","['26', '']"
5458,r079,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['1,058', '']","['0', '']","['0', '']","['1,058', '']","['0', '']","['1,058', '']","['0', '']","['0', '']","['1,058', '']","['0', '']"
5458,r080,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['412', '']","['297', '']","['0', '']","['0', '']","['115', '']","['115', '']","['0', '']","['0', '']","['0', '']","['115', '']"
5458,r081,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['58', '']","['58', '']","['0', '']","['0', '']","['0', '']"
5458,r082,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['98', '']","['98', '']","['0', '']","['0', '']","['0', '']","['98', '']","['98', '']","['0', '']","['0', '']","['0', '']"
5458,r083,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r084,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['403', 'i']","['128', 'i']","['264', 'i']","['0', 'i']","['11', 'i']","['403', 'i']","['128', 'i']","['264', 'i']","['0', 'i']","['11', 'i']"
5458,r085,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r086,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['898', 'i']","['606', 'i']","['0', 'i']","['77', 'i']","['215', 'i']","['633', 'i']","['602', 'i']","['0', 'i']","['31', 'i']","['0', 'i']"
5458,r087,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['269', '']","['218', '']","['0', '']","['51', '']","['0', '']","['201', '']","['201', '']","['0', '']","['0', '']","['0', '']"
5458,r088,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5458,r089,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['156', '']","['0', '']","['0', '']","['0', '']","['156', '']","['156', '']","['0', '']","['0', '']","['0', '']","['156', '']"
5458,r090,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['202', '']","['146', '']","['0', '']","['0', '']","['56', '']","['146', '']","['146', '']","['0', '']","['0', '']","['0', '']"
5458,r091,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['174', '']","['61', '']","['0', '']","['113', '']","['0', '']","['149', '']","['36', '']","['0', '']","['113', '']","['0', '']"
5458,r092,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['8', '']","['0', '']","['0', '']","['0', '']"
5458,r093,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['104', '']","['5', '']","['53', '']","['0', '']","['46', '']","['20', '']","['5', '']","['0', '']","['0', '']","['15', '']"
5458,r094,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['51,652', '']","['15,079', '']","['20,838', '']","['15,438', '']","['297', '']","['51,144', '']","['14,837', '']","['20,838', '']","['15,249', '']","['220', '']"
5458,r095,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['78,143', '']","['51,942', '']","['5,543', '']","['11,039', '']","['9,619', '']","['60,954', '']","['42,227', '']","['3,528', '']","['9,456', '']","['5,743', '']"
5458,r096,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['60', '']","['60', '']","['0', '']","['0', '']","['0', '']","['60', '']","['60', '']","['0', '']","['0', '']","['0', '']"
5458,r097,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r098,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['393', '']","['208', '']","['0', '']","['185', '']","['0', '']","['316', '']","['131', '']","['0', '']","['185', '']","['0', '']"
5458,r099,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['150', '']","['150', '']","['0', '']","['0', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
5458,r100,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['116,581', '']","['75,009', '']","['19,641', '']","['19,027', '']","['2,904', '']","['96,356', '']","['65,521', '']","['12,251', '']","['16,150', '']","['2,434', '']"
5458,r101,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['637', '']","['358', '']","['187', '']","['20', '']","['72', '']","['608', '']","['349', '']","['187', '']","['0', '']","['72', '']"
5458,r102,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5458,r103,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5458,r104,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['6,991', '']","['4,544', '']","['2,175', '']","['272', '']","['0', '']","['6,754', '']","['4,492', '']","['1,990', '']","['272', '']","['0', '']"
5458,r105,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['25,750', '']","['19,836', '']","['2,837', '']","['1,250', '']","['1,827', '']","['23,609', '']","['18,214', '']","['2,837', '']","['1,250', '']","['1,308', '']"
5458,r106,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r107,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['258', '']","['258', '']","['0', '']","['0', '']","['0', '']","['258', '']","['258', '']","['0', '']","['0', '']","['0', '']"
5458,r108,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['55,714', '']","['30,741', '']","['16,481', '']","['2,701', '']","['5,791', '']","['46,379', '']","['27,265', '']","['11,719', '']","['2,212', '']","['5,183', '']"
5458,r109,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['334', '']","['271', '']","['50', '']","['0', '']","['13', '']","['289', '']","['248', '']","['28', '']","['0', '']","['13', '']"
5458,r110,United States -> Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,United States,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,4,"['47,768', '']","['25,836', '']","['3,034', '']","['14,160', '']","['4,738', '']","['39,339', '']","['22,916', '']","['2,086', '']","['10,650', '']","['3,687', '']"
5458,r111,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['122', '']","['51', '']","['71', '']","['0', '']","['0', '']","['122', '']","['51', '']","['71', '']","['0', '']","['0', '']"
5458,r112,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r113,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5458,r114,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5458,r115,United States -> Colorado -> Private -> U. Denver,United States,Colorado,Private,U. Denver,4,"['6,147', '']","['2,015', '']","['1,061', '']","['3,044', '']","['27', '']","['5,572', '']","['1,838', '']","['948', '']","['2,759', '']","['27', '']"
