table_id,row_id,citing_region_country_or_economy,canada,mexico,united_states,argentina,brazil,chile,austria,belgium,czechia,denmark,finland,france,germany,greece,ireland,italy,netherlands,poland,portugal,spain,sweden,united_kingdom,norway,russia,switzerland,turkey,iran,israel,saudi_arabia,egypt,south_africa,china,india,japan,malaysia,pakistan,singapore,south_korea,taiwan,thailand,australia,new_zealand
10021,r018,Netherlands,0.97,0.36,0.83,0.15,0.2,0.26,1.56,2.68,0.25,1.93,1.28,0.73,1.63,0.77,1.48,1.01,12.66,0.3,0.69,0.49,1.56,1.49,1.49,0.1,2.08,0.35,0.26,0.73,0.22,0.28,0.44,0.58,0.21,0.36,0.18,0.32,0.87,0.38,0.5,0.25,1.15,0.79
10021,r019,Poland,0.76,0.29,0.52,0.2,0.23,0.24,1.55,1.25,2.26,0.82,1.22,0.69,1.15,1.67,0.72,1.5,1.34,13.71,1.52,0.91,1.1,1.02,1.02,0.3,1.36,0.77,0.73,0.5,0.87,0.8,0.31,0.82,0.55,0.62,0.43,0.95,0.46,0.75,0.51,0.22,0.81,0.83
10021,r020,Portugal,0.86,0.3,0.68,0.23,0.83,0.62,1.26,1.28,0.41,0.9,1.43,0.67,1.05,1.56,1.01,1.45,1.54,0.67,19.7,1.51,1.2,1.11,1.15,0.22,1.46,0.61,0.72,0.66,1.27,0.45,0.39,0.72,0.54,0.38,0.66,0.96,1.03,0.98,0.86,0.56,1.06,1.11
10021,r021,Spain,0.75,1.01,0.62,0.6,0.33,1.31,1.08,1.42,0.39,0.88,1.17,0.52,0.9,1.39,1.12,1.04,1.29,0.34,1.62,7.31,1.01,0.93,1.03,0.14,0.9,0.75,0.48,0.7,0.87,0.78,0.45,0.61,0.36,0.32,0.51,0.92,0.67,0.46,0.98,0.42,0.87,0.74
10021,r022,Sweden,1.0,0.16,0.78,0.17,0.19,0.28,1.54,1.68,0.39,2.36,2.54,0.63,1.17,0.63,1.45,0.78,2.31,0.23,0.59,0.58,18.43,1.5,2.88,0.13,1.67,0.35,0.24,0.64,0.22,0.51,0.55,0.41,0.29,0.39,0.24,0.23,0.65,0.33,0.27,0.23,1.28,0.88
10021,r023,Norway,0.92,0.18,0.78,0.1,0.14,0.28,1.35,1.57,0.35,2.37,2.09,0.53,1.21,0.92,1.92,0.82,2.35,0.28,0.79,0.62,3.35,1.53,21.0,0.11,1.61,0.39,0.28,0.59,0.17,0.1,0.39,0.41,0.34,0.27,0.42,0.48,0.81,0.45,0.38,0.18,1.21,1.29
10021,r024,Russia,0.62,0.35,0.49,0.19,0.27,0.24,0.71,0.77,0.67,0.58,0.96,0.49,0.92,1.68,0.56,0.8,0.83,0.68,0.8,0.79,0.78,0.67,0.91,13.18,1.03,0.61,0.75,0.62,1.63,1.33,0.36,0.83,0.47,0.52,0.66,1.11,0.74,0.94,0.65,0.46,0.77,0.71
10021,r025,Switzerland,0.99,0.2,0.94,0.27,0.18,0.19,2.62,1.71,0.51,1.47,1.34,1.23,2.4,0.78,1.56,0.99,2.32,0.27,0.66,0.51,1.85,1.35,1.67,0.13,18.72,0.25,0.31,0.73,0.49,0.26,0.4,0.43,0.28,0.26,0.11,0.34,0.91,0.41,0.35,0.16,0.9,0.66
10021,r026,Turkey,1.12,0.26,0.75,0.17,0.26,0.39,0.68,0.94,0.35,0.8,0.95,0.48,0.76,1.9,0.85,0.73,0.96,0.35,1.09,0.9,0.91,0.82,1.02,0.19,0.6,11.54,1.54,0.8,2.02,1.39,0.77,1.42,0.88,0.65,1.34,2.0,0.91,1.04,1.86,0.87,1.23,0.84
10021,r027,Iran,0.97,0.29,0.7,0.15,0.24,0.28,1.29,0.95,0.33,0.48,0.9,0.38,0.78,1.2,0.62,0.89,1.36,0.61,0.86,0.73,0.74,0.84,0.73,0.23,0.81,1.46,23.16,0.7,3.08,1.94,0.51,1.89,0.7,0.79,1.29,1.44,0.97,1.5,2.41,1.1,1.12,1.03
10021,r028,Israel,1.1,0.43,1.15,0.22,0.19,0.26,0.85,1.25,0.19,0.83,1.17,0.41,1.1,0.55,1.13,0.6,1.66,0.38,0.88,0.42,0.95,1.16,0.94,0.09,1.39,0.59,0.32,29.02,0.91,0.29,0.42,0.49,0.2,0.39,0.27,0.54,0.95,0.41,0.54,0.27,1.07,0.97
10021,r029,Saudi Arabia,0.95,0.42,0.67,0.02,0.21,0.23,0.63,0.88,0.46,0.38,1.07,0.36,0.54,1.7,0.69,0.58,0.68,0.35,1.08,0.91,0.55,0.84,0.7,0.26,0.7,1.65,2.18,0.55,32.58,6.81,0.77,1.41,1.66,0.61,2.78,3.78,0.91,1.24,1.63,1.05,1.16,0.81
10021,r030,Egypt,1.05,0.37,0.64,0.01,0.36,0.37,0.93,0.46,0.65,0.63,0.66,0.63,0.77,1.42,0.67,1.46,1.24,0.62,1.29,0.65,0.91,1.0,0.84,0.17,1.09,1.57,1.82,0.61,6.32,67.57,0.88,1.37,1.84,1.74,0.97,1.2,0.41,0.92,1.84,0.4,1.15,1.42
10021,r031,South Africa,0.97,0.35,0.63,0.06,0.27,0.27,0.57,1.45,0.27,0.83,0.87,0.32,0.76,0.96,0.9,0.54,1.15,0.23,0.83,0.47,0.98,1.26,0.89,0.16,0.94,0.77,0.44,0.51,1.65,0.84,19.01,0.64,0.78,0.36,1.01,1.37,0.7,0.46,0.39,0.64,1.11,1.19
10021,r032,China,0.66,0.22,0.64,0.1,0.23,0.23,0.67,0.75,0.31,0.56,0.71,0.41,0.76,0.97,0.59,0.68,0.84,0.31,0.64,0.5,0.51,0.7,0.56,0.14,0.75,0.87,1.14,0.42,1.15,0.73,0.36,7.25,0.65,0.77,0.64,1.71,1.42,1.1,1.84,0.5,0.99,0.99
10021,r033,India,0.92,0.47,0.65,0.18,0.31,0.12,0.52,0.63,0.57,0.51,0.72,0.48,0.86,1.69,0.71,0.79,0.89,0.35,0.72,0.66,0.6,0.92,0.85,0.21,0.95,1.07,0.96,0.38,2.8,3.0,0.68,1.32,12.77,0.75,1.17,2.63,0.93,0.64,1.06,0.64,1.1,0.83
10021,r034,Japan,1.06,0.28,0.89,0.06,0.3,0.17,1.07,1.13,0.57,0.85,0.85,0.64,1.08,0.7,1.18,0.93,1.11,0.27,0.55,0.52,1.06,0.98,1.04,0.19,1.12,0.4,0.6,0.5,1.11,1.06,0.42,1.41,0.73,15.91,0.55,0.75,1.56,1.43,1.44,0.88,1.06,0.94
10021,r035,Malaysia,0.8,0.37,0.6,0.08,0.25,0.23,0.74,0.7,0.41,0.35,0.83,0.37,0.62,1.64,0.69,0.68,0.86,0.27,1.05,0.69,0.68,0.63,0.72,0.19,0.72,1.53,1.36,0.52,4.98,2.75,0.82,1.53,1.21,0.69,16.94,3.51,1.52,1.2,2.24,1.66,1.26,1.42
10021,r036,Pakistan,0.88,0.39,0.54,0.05,0.27,0.12,0.58,0.71,0.28,0.43,0.65,0.68,0.65,1.98,0.56,0.86,0.62,0.39,0.89,0.58,0.54,0.8,0.62,0.27,0.96,1.74,1.49,0.37,3.84,2.33,0.94,2.33,2.2,0.95,2.39,31.85,0.99,1.11,1.33,0.94,1.32,1.32
10021,r037,Singapore,1.32,0.15,1.04,0.06,0.19,0.36,1.0,0.98,0.22,0.77,0.8,0.42,0.91,0.62,1.2,0.6,1.56,0.17,0.4,0.43,0.86,1.31,1.0,0.11,1.25,0.44,0.67,0.74,0.61,0.94,0.37,1.58,0.54,0.87,0.86,0.91,29.51,1.03,1.33,1.22,1.68,1.08
10021,r038,South Korea,0.94,0.17,1.05,0.1,0.17,0.26,0.89,0.82,0.41,0.64,0.76,0.51,0.93,0.96,0.78,0.91,1.08,0.44,0.62,0.61,0.99,0.9,1.07,0.15,0.89,1.01,1.11,0.5,1.55,1.01,0.26,1.7,0.66,1.23,0.73,1.66,1.79,13.65,1.48,0.52,0.99,0.88
10021,r039,Taiwan,0.91,0.2,0.76,0.17,0.23,0.31,0.47,0.7,0.5,0.34,1.25,0.4,0.84,1.28,0.73,0.61,1.06,0.31,0.77,0.82,0.64,0.74,1.05,0.11,0.85,1.35,1.19,0.93,1.82,0.99,0.41,2.39,0.66,1.21,1.08,1.92,1.87,1.44,19.97,0.64,1.13,0.98
10021,r040,Thailand,0.68,0.47,0.66,0.07,0.29,0.34,0.72,0.92,0.56,0.69,0.89,0.26,0.66,1.56,0.23,0.61,0.77,0.49,0.82,0.69,0.74,0.75,0.79,0.26,0.88,1.17,1.66,0.56,3.35,3.39,0.86,1.49,0.99,1.08,2.55,2.06,2.09,1.1,2.26,31.01,1.25,1.15
10021,r041,Australia,1.25,0.13,0.84,0.07,0.19,0.28,0.62,0.88,0.21,1.07,1.07,0.38,0.81,0.48,1.29,0.53,1.3,0.17,0.6,0.42,0.97,1.54,0.92,0.07,0.9,0.41,0.46,0.61,0.62,0.57,0.54,0.81,0.43,0.53,0.42,0.77,1.2,0.48,0.61,0.4,8.47,2.25
10021,r042,New Zealand,1.36,0.14,0.87,0.21,0.17,0.29,0.47,0.89,0.21,0.77,1.25,0.55,0.76,0.6,1.13,0.51,1.15,0.11,0.59,0.31,1.04,1.38,0.75,0.04,0.91,0.37,0.38,0.52,0.3,0.27,0.53,1.12,0.36,0.72,0.47,0.19,1.35,0.43,0.84,0.3,2.91,33.22
