table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_d,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
6545,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,540', '']","['44', '']","['135', '']","['2631', '']","['91', '&nbsp;']","['3.6', '&nbsp;']"
6545,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['180,858', '']","['5,690', '']","['11,432', '']","['186,601', '']","['5,743', '&nbsp;']","['3.2', '&nbsp;']"
6545,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['2,535', '']","['86', '']","['441', '']","['2,889', '']","['355', '&nbsp;']","['14.0', '&nbsp;']"
6545,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['237', '']","['0 - 96', '']","['210', 'i']","['351 - 456', '']","['113 - 220', 'i']","['D', '&nbsp;']"
6545,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,104', '']","['16', '']","['66 - 155', 'i']","['1,153 - 1,244', 'i']","['49 - 140', 'i']","['D', '&nbsp;']"
6545,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,088 - 15,775', 'i']","['0 - 793', 'i']","['77 - 89', 'i']","['1,828 - 15,719', 'i']","['-1260 - -55', 'i']","['D', '&nbsp;']"
6545,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['9,504', 'i']","['71', 'i']","['495', '']","['9,928', 'i']","['424', 'i']","['4.5', '&nbsp;']"
6545,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['109,062', '']","['3,075', '']","['5,270', '']","['111,257', '']","['2,195', '&nbsp;']","['2.0', '&nbsp;']"
6545,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,447', '']","['372', '']","['1,166', '']","['33,241', '']","['794', '&nbsp;']","['2.4', '&nbsp;']"
6545,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['61', '']","['*', '']","['1', '']","['62', '']","['1', '&nbsp;']","['1.7', '&nbsp;']"
6545,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,386', '']","['371', '']","['1,165', '']","['33,180', '']","['793', '&nbsp;']","['2.4', '&nbsp;']"
6545,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,700', '']","['33', '']","['241', 'i']","['3,909', 'i']","['209', 'i']","['5.6', '&nbsp;']"
6545,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['30,154', '']","['492', '']","['2,260', '']","['31,922', '']","['1,768', '&nbsp;']","['5.9', '&nbsp;']"
6545,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['42,761', '']","['2,179', '']","['1,603', '']","['42,185', '']","['-576', '&nbsp;']","['-1.3', '&nbsp;']"
6545,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['8,890', '']","['534', 'i']","['1,548', 'i']","['9,903', 'i']","['1,014', 'i']","['11.4', '&nbsp;']"
6545,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,371', '']","['2 - 258', '']","['5 - 78', '']","['1,380', '']","['9', '&nbsp;']","['0.7', '&nbsp;']"
6545,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['45', '']","['3', '']","['*', '']","['42', '']","['-3', '&nbsp;']","['-6.4', '&nbsp;']"
6545,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,326', '']","['0 - 255', '']","['5 - 78', '']","['1,338', '']","['12', '&nbsp;']","['0.9', '&nbsp;']"
6545,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['29,131', '']","['1,081', '']","['2,371', '']","['30,421', '']","['1,290', '&nbsp;']","['4.4', '&nbsp;']"
6545,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,288', '']","['11', '']","['153', '']","['2,430', '']","['142', '&nbsp;']","['6.2', '&nbsp;']"
6545,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['18,395', '']","['707', '']","['935', '']","['18,623', '']","['228', '&nbsp;']","['1.2', '&nbsp;']"
6545,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,265', '']","['161', '']","['944', '']","['4,049', '']","['783', '&nbsp;']","['24.0', '&nbsp;']"
6545,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['1,083', '']","['60', '']","['228', 'i']","['1,252', '']","['168', 'i']","['15.5', '&nbsp;']"
6545,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['2,155', '']","['101', '']","['707', '']","['2,761', '']","['606', '&nbsp;']","['28.1', '&nbsp;']"
6545,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '']","['*', '']","['9', '']","['36', '']","['9', '&nbsp;']","['33.4', '&nbsp;']"
6545,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,182', '']","['203', '']","['340', '']","['5,319', 'i']","['137', '&nbsp;']","['2.6', '&nbsp;']"
6545,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,928', '']","['34', '']","['385', 'i']","['2,279', '']","['351', 'i']","['18.2', '&nbsp;']"
6545,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,322 - 14,012', '']","['0 - 793', '']","['480', '']","['1,322 - 15,210', 'i']","['0 - 1,202', '&nbsp;']","['D', '&nbsp;']"
6545,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['428,968', '']","['17,058', '']","['29,106', '']","['441,016', '']","['12,048', '&nbsp;']","['2.8', '&nbsp;']"
6545,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '&nbsp;']","['&nbsp;', '&nbsp;']"
6545,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,432', '']","['102', '']","['610', '']","['4,940', '']","['508', '&nbsp;']","['11.5', '&nbsp;']"
6545,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['10,040', '']","['187', '']","['1,086', '']","['10,939', '']","['899', '&nbsp;']","['9.0', '&nbsp;']"
6545,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '&nbsp;']","['&nbsp;', '&nbsp;']"
6545,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['11,492', '']","['221', '']","['958', '']","['12,229', '']","['737', '&nbsp;']","['6.4', '&nbsp;']"
6545,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['16,520', '']","['397', '']","['1,492', '']","['17,615', '']","['1,095', '&nbsp;']","['6.6', '&nbsp;']"
6545,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '&nbsp;']","['&nbsp;', '&nbsp;']"
6545,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['15,356', '']","['336', '']","['1,502', '']","['16,522', '']","['1,167', '&nbsp;']","['7.6', '&nbsp;']"
6545,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['21,549', '']","['662', '']","['1,612', '']","['22,499', '']","['950', '&nbsp;']","['4.4', '&nbsp;']"
6545,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['64,475', '']","['2,191', '']","['5,382', '']","['67,665', '']","['3,190', '&nbsp;']","['4.9', '&nbsp;']"
6545,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['44,728', '']","['1,969', '']","['3,100', '']","['45,859', '']","['1,131', '&nbsp;']","['2.5', '&nbsp;']"
6545,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['74,385', '']","['3,673', '']","['4,606', '']","['75,318', '']","['932', 'i']","['1.3', '&nbsp;']"
6545,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['165,991', '']","['7,320', '']","['8,758', '']","['167,429', '']","['1,439', '&nbsp;']","['0.9', '&nbsp;']"
