table_id,row_id,time_period,_b_all_science_engineering_and_health_graduate_students_b_level_1,_b_all_science_engineering_and_health_graduate_students_b_level_2,_b_all_science_engineering_and_health_graduate_students_b_level_3,_b_all_science_engineering_and_health_graduate_students_b_hierarchy_depth,value
6064,r078,1978<sup>a</sup>,All health graduate students,Full time,Percent,3,59.7
6064,r079,1978<sup>a</sup>,All health graduate students,Part time,Number,3,14367
6064,r080,1978<sup>a</sup>,All health graduate students,Part time,Percent,3,40.3
6064,r081,1979,"All science, engineering, and health graduate students",Total,,2,357578
6064,r082,1979,"All science, engineering, and health graduate students",Full time,Number,3,231760
6064,r083,1979,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
6064,r084,1979,"All science, engineering, and health graduate students",Part time,Number,3,125818
6064,r085,1979,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
6064,r086,1979,All science graduate students,Total,,2,247235
6064,r087,1979,All science graduate students,Full time,Number,3,168959
6064,r088,1979,All science graduate students,Full time,Percent,3,68.3
6064,r089,1979,All science graduate students,Part time,Number,3,78276
6064,r090,1979,All science graduate students,Part time,Percent,3,31.7
6064,r091,1979,All engineering graduate students,Total,,2,71808
6064,r092,1979,All engineering graduate students,Full time,Number,3,40041
6064,r093,1979,All engineering graduate students,Full time,Percent,3,55.8
6064,r094,1979,All engineering graduate students,Part time,Number,3,31767
6064,r095,1979,All engineering graduate students,Part time,Percent,3,44.2
6064,r096,1979,All health graduate students,Total,,2,38535
6064,r097,1979,All health graduate students,Full time,Number,3,22760
6064,r098,1979,All health graduate students,Full time,Percent,3,59.1
6064,r099,1979,All health graduate students,Part time,Number,3,15775
6064,r100,1979,All health graduate students,Part time,Percent,3,40.9
6064,r101,1980,"All science, engineering, and health graduate students",Total,,2,367078
6064,r102,1980,"All science, engineering, and health graduate students",Full time,Number,3,238416
6064,r103,1980,"All science, engineering, and health graduate students",Full time,Percent,3,64.9
6064,r104,1980,"All science, engineering, and health graduate students",Part time,Number,3,128662
6064,r105,1980,"All science, engineering, and health graduate students",Part time,Percent,3,35.1
6064,r106,1980,All science graduate students,Total,,2,251265
6064,r107,1980,All science graduate students,Full time,Number,3,171767
6064,r108,1980,All science graduate students,Full time,Percent,3,68.4
6064,r109,1980,All science graduate students,Part time,Number,3,79498
6064,r110,1980,All science graduate students,Part time,Percent,3,31.6
6064,r111,1980,All engineering graduate students,Total,,2,74335
6064,r112,1980,All engineering graduate students,Full time,Number,3,42650
6064,r113,1980,All engineering graduate students,Full time,Percent,3,57.4
6064,r114,1980,All engineering graduate students,Part time,Number,3,31685
6064,r115,1980,All engineering graduate students,Part time,Percent,3,42.6
6064,r116,1980,All health graduate students,Total,,2,41478
6064,r117,1980,All health graduate students,Full time,Number,3,23999
6064,r118,1980,All health graduate students,Full time,Percent,3,57.9
6064,r119,1980,All health graduate students,Part time,Number,3,17479
6064,r120,1980,All health graduate students,Part time,Percent,3,42.1
6064,r121,1981,"All science, engineering, and health graduate students",Total,,2,375130
6064,r122,1981,"All science, engineering, and health graduate students",Full time,Number,3,242049
6064,r123,1981,"All science, engineering, and health graduate students",Full time,Percent,3,64.5
6064,r124,1981,"All science, engineering, and health graduate students",Part time,Number,3,133081
6064,r125,1981,"All science, engineering, and health graduate students",Part time,Percent,3,35.5
6064,r126,1981,All science graduate students,Total,,2,252404
6064,r127,1981,All science graduate students,Full time,Number,3,172200
6064,r128,1981,All science graduate students,Full time,Percent,3,68.2
6064,r129,1981,All science graduate students,Part time,Number,3,80204
6064,r130,1981,All science graduate students,Part time,Percent,3,31.8
6064,r131,1981,All engineering graduate students,Total,,2,79585
6064,r132,1981,All engineering graduate students,Full time,Number,3,45752
6064,r133,1981,All engineering graduate students,Full time,Percent,3,57.5
6064,r134,1981,All engineering graduate students,Part time,Number,3,33833
6064,r135,1981,All engineering graduate students,Part time,Percent,3,42.5
6064,r136,1981,All health graduate students,Total,,2,43141
6064,r137,1981,All health graduate students,Full time,Number,3,24097
6064,r138,1981,All health graduate students,Full time,Percent,3,55.9
6064,r139,1981,All health graduate students,Part time,Number,3,19044
6064,r140,1981,All health graduate students,Part time,Percent,3,44.1
6064,r141,1982,"All science, engineering, and health graduate students",Total,,2,382291
6064,r142,1982,"All science, engineering, and health graduate students",Full time,Number,3,244757
6064,r143,1982,"All science, engineering, and health graduate students",Full time,Percent,3,64.0
6064,r144,1982,"All science, engineering, and health graduate students",Part time,Number,3,137534
6064,r145,1982,"All science, engineering, and health graduate students",Part time,Percent,3,36.0
6064,r146,1982,All science graduate students,Total,,2,255146
6064,r147,1982,All science graduate students,Full time,Number,3,172090
6064,r148,1982,All science graduate students,Full time,Percent,3,67.4
6064,r149,1982,All science graduate students,Part time,Number,3,83056
6064,r150,1982,All science graduate students,Part time,Percent,3,32.6
6064,r151,1982,All engineering graduate students,Total,,2,83720
6064,r152,1982,All engineering graduate students,Full time,Number,3,49784
6064,r153,1982,All engineering graduate students,Full time,Percent,3,59.5
6064,r154,1982,All engineering graduate students,Part time,Number,3,33936
6064,r155,1982,All engineering graduate students,Part time,Percent,3,40.5
6064,r156,1982,All health graduate students,Total,,2,43425
6064,r157,1982,All health graduate students,Full time,Number,3,22883
6064,r158,1982,All health graduate students,Full time,Percent,3,52.7
6064,r159,1982,All health graduate students,Part time,Number,3,20542
6064,r160,1982,All health graduate students,Part time,Percent,3,47.3
6064,r161,1983,"All science, engineering, and health graduate students",Total,,2,390432
6064,r162,1983,"All science, engineering, and health graduate students",Full time,Number,3,252017
6064,r163,1983,"All science, engineering, and health graduate students",Full time,Percent,3,64.5
6064,r164,1983,"All science, engineering, and health graduate students",Part time,Number,3,138415
6064,r165,1983,"All science, engineering, and health graduate students",Part time,Percent,3,35.5
6064,r166,1983,All science graduate students,Total,,2,255820
6064,r167,1983,All science graduate students,Full time,Number,3,175472
6064,r168,1983,All science graduate students,Full time,Percent,3,68.6
6064,r169,1983,All science graduate students,Part time,Number,3,80348
6064,r170,1983,All science graduate students,Part time,Percent,3,31.4
6064,r171,1983,All engineering graduate students,Total,,2,91146
6064,r172,1983,All engineering graduate students,Full time,Number,3,53932
6064,r173,1983,All engineering graduate students,Full time,Percent,3,59.2
6064,r174,1983,All engineering graduate students,Part time,Number,3,37214
6064,r175,1983,All engineering graduate students,Part time,Percent,3,40.8
6064,r176,1983,All health graduate students,Total,,2,43466
6064,r177,1983,All health graduate students,Full time,Number,3,22613
6064,r178,1983,All health graduate students,Full time,Percent,3,52.0
6064,r179,1983,All health graduate students,Part time,Number,3,20853
6064,r180,1983,All health graduate students,Part time,Percent,3,48.0
6064,r181,1984,"All science, engineering, and health graduate students",Total,,2,394670
6064,r182,1984,"All science, engineering, and health graduate students",Full time,Number,3,253922
6064,r183,1984,"All science, engineering, and health graduate students",Full time,Percent,3,64.3
6064,r184,1984,"All science, engineering, and health graduate students",Part time,Number,3,140748
6064,r185,1984,"All science, engineering, and health graduate students",Part time,Percent,3,35.7
6064,r186,1984,All science graduate students,Total,,2,256903
6064,r187,1984,All science graduate students,Full time,Number,3,175766
6064,r188,1984,All science graduate students,Full time,Percent,3,68.4
6064,r189,1984,All science graduate students,Part time,Number,3,81137
6064,r190,1984,All science graduate students,Part time,Percent,3,31.6
6064,r191,1984,All engineering graduate students,Total,,2,92739
6064,r192,1984,All engineering graduate students,Full time,Number,3,55191
6064,r193,1984,All engineering graduate students,Full time,Percent,3,59.5
6064,r194,1984,All engineering graduate students,Part time,Number,3,37548
6064,r195,1984,All engineering graduate students,Part time,Percent,3,40.5
6064,r196,1984,All health graduate students,Total,,2,45028
6064,r197,1984,All health graduate students,Full time,Number,3,22965
6064,r198,1984,All health graduate students,Full time,Percent,3,51.0
6064,r199,1984,All health graduate students,Part time,Number,3,22063
6064,r200,1984,All health graduate students,Part time,Percent,3,49.0
6064,r201,1985,"All science, engineering, and health graduate students",Total,,2,404021
6064,r202,1985,"All science, engineering, and health graduate students",Full time,Number,3,257287
6064,r203,1985,"All science, engineering, and health graduate students",Full time,Percent,3,63.7
6064,r204,1985,"All science, engineering, and health graduate students",Part time,Number,3,146734
6064,r205,1985,"All science, engineering, and health graduate students",Part time,Percent,3,36.3
6064,r206,1985,All science graduate students,Total,,2,261973
6064,r207,1985,All science graduate students,Full time,Number,3,178020
6064,r208,1985,All science graduate students,Full time,Percent,3,68.0
6064,r209,1985,All science graduate students,Part time,Number,3,83953
6064,r210,1985,All science graduate students,Part time,Percent,3,32.0
6064,r211,1985,All engineering graduate students,Total,,2,96018
6064,r212,1985,All engineering graduate students,Full time,Number,3,55918
6064,r213,1985,All engineering graduate students,Full time,Percent,3,58.2
6064,r214,1985,All engineering graduate students,Part time,Number,3,40100
6064,r215,1985,All engineering graduate students,Part time,Percent,3,41.8
6064,r216,1985,All health graduate students,Total,,2,46030
6064,r217,1985,All health graduate students,Full time,Number,3,23349
6064,r218,1985,All health graduate students,Full time,Percent,3,50.7
6064,r219,1985,All health graduate students,Part time,Number,3,22681
6064,r220,1985,All health graduate students,Part time,Percent,3,49.3
6064,r221,1986,"All science, engineering, and health graduate students",Total,,2,415520
6064,r222,1986,"All science, engineering, and health graduate students",Full time,Number,3,266168
6064,r223,1986,"All science, engineering, and health graduate students",Full time,Percent,3,64.1
6064,r224,1986,"All science, engineering, and health graduate students",Part time,Number,3,149352
6064,r225,1986,"All science, engineering, and health graduate students",Part time,Percent,3,35.9
6064,r226,1986,All science graduate students,Total,,2,266077
6064,r227,1986,All science graduate students,Full time,Number,3,182532
6064,r228,1986,All science graduate students,Full time,Percent,3,68.6
6064,r229,1986,All science graduate students,Part time,Number,3,83545
6064,r230,1986,All science graduate students,Part time,Percent,3,31.4
6064,r231,1986,All engineering graduate students,Total,,2,101905
6064,r232,1986,All engineering graduate students,Full time,Number,3,60197
6064,r233,1986,All engineering graduate students,Full time,Percent,3,59.1
6064,r234,1986,All engineering graduate students,Part time,Number,3,41708
6064,r235,1986,All engineering graduate students,Part time,Percent,3,40.9
6064,r236,1986,All health graduate students,Total,,2,47538
6064,r237,1986,All health graduate students,Full time,Number,3,23439
6064,r238,1986,All health graduate students,Full time,Percent,3,49.3
6064,r239,1986,All health graduate students,Part time,Number,3,24099
6064,r240,1986,All health graduate students,Part time,Percent,3,50.7
6064,r241,1987,"All science, engineering, and health graduate students",Total,,2,421497
6064,r242,1987,"All science, engineering, and health graduate students",Full time,Number,3,271056
6064,r243,1987,"All science, engineering, and health graduate students",Full time,Percent,3,64.3
6064,r244,1987,"All science, engineering, and health graduate students",Part time,Number,3,150441
6064,r245,1987,"All science, engineering, and health graduate students",Part time,Percent,3,35.7
6064,r246,1987,All science graduate students,Total,,2,269256
6064,r247,1987,All science graduate students,Full time,Number,3,185143
6064,r248,1987,All science graduate students,Full time,Percent,3,68.8
6064,r249,1987,All science graduate students,Part time,Number,3,84113
6064,r250,1987,All science graduate students,Part time,Percent,3,31.2
6064,r251,1987,All engineering graduate students,Total,,2,103983
6064,r252,1987,All engineering graduate students,Full time,Number,3,61962
6064,r253,1987,All engineering graduate students,Full time,Percent,3,59.6
6064,r254,1987,All engineering graduate students,Part time,Number,3,42021
6064,r255,1987,All engineering graduate students,Part time,Percent,3,40.4
6064,r256,1987,All health graduate students,Total,,2,48258
6064,r257,1987,All health graduate students,Full time,Number,3,23951
6064,r258,1987,All health graduate students,Full time,Percent,3,49.6
6064,r259,1987,All health graduate students,Part time,Number,3,24307
6064,r260,1987,All health graduate students,Part time,Percent,3,50.4
6064,r261,1988,"All science, engineering, and health graduate students",Total,,2,424523
6064,r262,1988,"All science, engineering, and health graduate students",Full time,Number,3,275127
6064,r263,1988,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
6064,r264,1988,"All science, engineering, and health graduate students",Part time,Number,3,149396
6064,r265,1988,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
6064,r266,1988,All science graduate students,Total,,2,272309
6064,r267,1988,All science graduate students,Full time,Number,3,187525
6064,r268,1988,All science graduate students,Full time,Percent,3,68.9
6064,r269,1988,All science graduate students,Part time,Number,3,84784
6064,r270,1988,All science graduate students,Part time,Percent,3,31.1
6064,r271,1988,All engineering graduate students,Total,,2,102854
6064,r272,1988,All engineering graduate students,Full time,Number,3,63032
6064,r273,1988,All engineering graduate students,Full time,Percent,3,61.3
6064,r274,1988,All engineering graduate students,Part time,Number,3,39822
6064,r275,1988,All engineering graduate students,Part time,Percent,3,38.7
6064,r276,1988,All health graduate students,Total,,2,49360
6064,r277,1988,All health graduate students,Full time,Number,3,24570
6064,r278,1988,All health graduate students,Full time,Percent,3,49.8
6064,r279,1988,All health graduate students,Part time,Number,3,24790
6064,r280,1988,All health graduate students,Part time,Percent,3,50.2
6064,r281,1989,"All science, engineering, and health graduate students",Total,,2,434478
6064,r282,1989,"All science, engineering, and health graduate students",Full time,Number,3,282648
6064,r283,1989,"All science, engineering, and health graduate students",Full time,Percent,3,65.1
6064,r284,1989,"All science, engineering, and health graduate students",Part time,Number,3,151830
6064,r285,1989,"All science, engineering, and health graduate students",Part time,Percent,3,34.9
6064,r286,1989,All science graduate students,Total,,2,278577
6064,r287,1989,All science graduate students,Full time,Number,3,192424
6064,r288,1989,All science graduate students,Full time,Percent,3,69.1
6064,r289,1989,All science graduate students,Part time,Number,3,86153
6064,r290,1989,All science graduate students,Part time,Percent,3,30.9
6064,r291,1989,All engineering graduate students,Total,,2,104065
6064,r292,1989,All engineering graduate students,Full time,Number,3,64396
6064,r293,1989,All engineering graduate students,Full time,Percent,3,61.9
6064,r294,1989,All engineering graduate students,Part time,Number,3,39669
6064,r295,1989,All engineering graduate students,Part time,Percent,3,38.1
6064,r296,1989,All health graduate students,Total,,2,51836
6064,r297,1989,All health graduate students,Full time,Number,3,25828
6064,r298,1989,All health graduate students,Full time,Percent,3,49.8
6064,r299,1989,All health graduate students,Part time,Number,3,26008
6064,r300,1989,All health graduate students,Part time,Percent,3,50.2
6064,r301,1990,"All science, engineering, and health graduate students",Total,,2,452113
6064,r302,1990,"All science, engineering, and health graduate students",Full time,Number,3,292782
6064,r303,1990,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
6064,r304,1990,"All science, engineering, and health graduate students",Part time,Number,3,159331
6064,r305,1990,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
6064,r306,1990,All science graduate students,Total,,2,289383
6064,r307,1990,All science graduate students,Full time,Number,3,199313
6064,r308,1990,All science graduate students,Full time,Percent,3,68.9
6064,r309,1990,All science graduate students,Part time,Number,3,90070
6064,r310,1990,All science graduate students,Part time,Percent,3,31.1
6064,r311,1990,All engineering graduate students,Total,,2,107658
6064,r312,1990,All engineering graduate students,Full time,Number,3,66010
6064,r313,1990,All engineering graduate students,Full time,Percent,3,61.3
6064,r314,1990,All engineering graduate students,Part time,Number,3,41648
6064,r315,1990,All engineering graduate students,Part time,Percent,3,38.7
6064,r316,1990,All health graduate students,Total,,2,55072
6064,r317,1990,All health graduate students,Full time,Number,3,27459
6064,r318,1990,All health graduate students,Full time,Percent,3,49.9
6064,r319,1990,All health graduate students,Part time,Number,3,27613
6064,r320,1990,All health graduate students,Part time,Percent,3,50.1
6064,r321,1991,"All science, engineering, and health graduate students",Total,,2,471212
6064,r322,1991,"All science, engineering, and health graduate students",Full time,Number,3,307010
6064,r323,1991,"All science, engineering, and health graduate students",Full time,Percent,3,65.2
6064,r324,1991,"All science, engineering, and health graduate students",Part time,Number,3,164202
6064,r325,1991,"All science, engineering, and health graduate students",Part time,Percent,3,34.8
6064,r326,1991,All science graduate students,Total,,2,299057
6064,r327,1991,All science graduate students,Full time,Number,3,206036
6064,r328,1991,All science graduate students,Full time,Percent,3,68.9
6064,r329,1991,All science graduate students,Part time,Number,3,93021
6064,r330,1991,All science graduate students,Part time,Percent,3,31.1
6064,r331,1991,All engineering graduate students,Total,,2,113535
6064,r332,1991,All engineering graduate students,Full time,Number,3,71034
6064,r333,1991,All engineering graduate students,Full time,Percent,3,62.6
6064,r334,1991,All engineering graduate students,Part time,Number,3,42501
6064,r335,1991,All engineering graduate students,Part time,Percent,3,37.4
6064,r336,1991,All health graduate students,Total,,2,58620
6064,r337,1991,All health graduate students,Full time,Number,3,29940
6064,r338,1991,All health graduate students,Full time,Percent,3,51.1
6064,r339,1991,All health graduate students,Part time,Number,3,28680
6064,r340,1991,All health graduate students,Part time,Percent,3,48.9
6064,r341,1992,"All science, engineering, and health graduate students",Total,,2,493522
6064,r342,1992,"All science, engineering, and health graduate students",Full time,Number,3,322555
6064,r343,1992,"All science, engineering, and health graduate students",Full time,Percent,3,65.4
6064,r344,1992,"All science, engineering, and health graduate students",Part time,Number,3,170967
6064,r345,1992,"All science, engineering, and health graduate students",Part time,Percent,3,34.6
6064,r346,1992,All science graduate students,Total,,2,312478
6064,r347,1992,All science graduate students,Full time,Number,3,215965
6064,r348,1992,All science graduate students,Full time,Percent,3,69.1
6064,r349,1992,All science graduate students,Part time,Number,3,96513
6064,r350,1992,All science graduate students,Part time,Percent,3,30.9
6064,r351,1992,All engineering graduate students,Total,,2,118039
6064,r352,1992,All engineering graduate students,Full time,Number,3,74443
6064,r353,1992,All engineering graduate students,Full time,Percent,3,63.1
6064,r354,1992,All engineering graduate students,Part time,Number,3,43596
6064,r355,1992,All engineering graduate students,Part time,Percent,3,36.9
6064,r356,1992,All health graduate students,Total,,2,63005
6064,r357,1992,All health graduate students,Full time,Number,3,32147
6064,r358,1992,All health graduate students,Full time,Percent,3,51.0
6064,r359,1992,All health graduate students,Part time,Number,3,30858
6064,r360,1992,All health graduate students,Part time,Percent,3,49.0
6064,r361,1993,"All science, engineering, and health graduate students",Total,,2,504304
6064,r362,1993,"All science, engineering, and health graduate students",Full time,Number,3,329644
6064,r363,1993,"All science, engineering, and health graduate students",Full time,Percent,3,65.4
6064,r364,1993,"All science, engineering, and health graduate students",Part time,Number,3,174660
6064,r365,1993,"All science, engineering, and health graduate students",Part time,Percent,3,34.6
6064,r366,1993,All science graduate students,Total,,2,318851
6064,r367,1993,All science graduate students,Full time,Number,3,220097
6064,r368,1993,All science graduate students,Full time,Percent,3,69.0
6064,r369,1993,All science graduate students,Part time,Number,3,98754
6064,r370,1993,All science graduate students,Part time,Percent,3,31.0
6064,r371,1993,All engineering graduate students,Total,,2,116872
6064,r372,1993,All engineering graduate students,Full time,Number,3,73808
6064,r373,1993,All engineering graduate students,Full time,Percent,3,63.2
6064,r374,1993,All engineering graduate students,Part time,Number,3,43064
6064,r375,1993,All engineering graduate students,Part time,Percent,3,36.8
6064,r376,1993,All health graduate students,Total,,2,68581
6064,r377,1993,All health graduate students,Full time,Number,3,35739
6064,r378,1993,All health graduate students,Full time,Percent,3,52.1
6064,r379,1993,All health graduate students,Part time,Number,3,32842
6064,r380,1993,All health graduate students,Part time,Percent,3,47.9
6064,r381,1994,"All science, engineering, and health graduate students",Total,,2,504399
6064,r382,1994,"All science, engineering, and health graduate students",Full time,Number,3,332088
6064,r383,1994,"All science, engineering, and health graduate students",Full time,Percent,3,65.8
6064,r384,1994,"All science, engineering, and health graduate students",Part time,Number,3,172311
6064,r385,1994,"All science, engineering, and health graduate students",Part time,Percent,3,34.2
6064,r386,1994,All science graduate students,Total,,2,318118
6064,r387,1994,All science graduate students,Full time,Number,3,221409
6064,r388,1994,All science graduate students,Full time,Percent,3,69.6
6064,r389,1994,All science graduate students,Part time,Number,3,96709
6064,r390,1994,All science graduate students,Part time,Percent,3,30.4
6064,r391,1994,All engineering graduate students,Total,,2,113024
6064,r392,1994,All engineering graduate students,Full time,Number,3,71570
6064,r393,1994,All engineering graduate students,Full time,Percent,3,63.3
6064,r394,1994,All engineering graduate students,Part time,Number,3,41454
6064,r395,1994,All engineering graduate students,Part time,Percent,3,36.7
6064,r396,1994,All health graduate students,Total,,2,73257
6064,r397,1994,All health graduate students,Full time,Number,3,39109
6064,r398,1994,All health graduate students,Full time,Percent,3,53.4
6064,r399,1994,All health graduate students,Part time,Number,3,34148
6064,r400,1994,All health graduate students,Part time,Percent,3,46.6
6064,r401,1995,"All science, engineering, and health graduate students",Total,,2,499640
6064,r402,1995,"All science, engineering, and health graduate students",Full time,Number,3,329283
6064,r403,1995,"All science, engineering, and health graduate students",Full time,Percent,3,65.9
6064,r404,1995,"All science, engineering, and health graduate students",Part time,Number,3,170357
6064,r405,1995,"All science, engineering, and health graduate students",Part time,Percent,3,34.1
6064,r406,1995,All science graduate students,Total,,2,315265
6064,r407,1995,All science graduate students,Full time,Number,3,219389
6064,r408,1995,All science graduate students,Full time,Percent,3,69.6
6064,r409,1995,All science graduate students,Part time,Number,3,95876
6064,r410,1995,All science graduate students,Part time,Percent,3,30.4
6064,r411,1995,All engineering graduate students,Total,,2,107201
6064,r412,1995,All engineering graduate students,Full time,Number,3,67782
6064,r413,1995,All engineering graduate students,Full time,Percent,3,63.2
6064,r414,1995,All engineering graduate students,Part time,Number,3,39419
6064,r415,1995,All engineering graduate students,Part time,Percent,3,36.8
6064,r416,1995,All health graduate students,Total,,2,77174
6064,r417,1995,All health graduate students,Full time,Number,3,42112
6064,r418,1995,All health graduate students,Full time,Percent,3,54.6
6064,r419,1995,All health graduate students,Part time,Number,3,35062
6064,r420,1995,All health graduate students,Part time,Percent,3,45.4
6064,r421,1996,"All science, engineering, and health graduate students",Total,,2,494079
6064,r422,1996,"All science, engineering, and health graduate students",Full time,Number,3,328536
6064,r423,1996,"All science, engineering, and health graduate students",Full time,Percent,3,66.5
6064,r424,1996,"All science, engineering, and health graduate students",Part time,Number,3,165543
6064,r425,1996,"All science, engineering, and health graduate students",Part time,Percent,3,33.5
6064,r426,1996,All science graduate students,Total,,2,311957
6064,r427,1996,All science graduate students,Full time,Number,3,218180
6064,r428,1996,All science graduate students,Full time,Percent,3,69.9
6064,r429,1996,All science graduate students,Part time,Number,3,93777
6064,r430,1996,All science graduate students,Part time,Percent,3,30.1
6064,r431,1996,All engineering graduate students,Total,,2,103224
6064,r432,1996,All engineering graduate students,Full time,Number,3,65859
6064,r433,1996,All engineering graduate students,Full time,Percent,3,63.8
6064,r434,1996,All engineering graduate students,Part time,Number,3,37365
6064,r435,1996,All engineering graduate students,Part time,Percent,3,36.2
6064,r436,1996,All health graduate students,Total,,2,78898
6064,r437,1996,All health graduate students,Full time,Number,3,44497
6064,r438,1996,All health graduate students,Full time,Percent,3,56.4
6064,r439,1996,All health graduate students,Part time,Number,3,34401
6064,r440,1996,All health graduate students,Part time,Percent,3,43.6
6064,r441,1997,"All science, engineering, and health graduate students",Total,,2,487208
