table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022_all_engineering,field_2022_aerospace_aeronautical_and_astronautical_engineering,field_2022_bioengineering_and_biomedical_engineering,field_2022_chemical_engineering,field_2022_civil_engineering,field_2022_electrical_electronic_and_communications_engineering,field_2022_industrial_and_manufacturing_engineering,field_2022_mechanical_engineering,field_2022_metallurgical_and_materials_engineering,field_2022_engineering_nec_
10149,r023,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,22,"['46,023', '']","['64,692', '']","['88,257', '']","['86,506', '']","['0', '']","['0', '']","['0', '']","['841', '']","['487', '']","['395', '']","['0', '']","['28', '']"
10149,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['73,412', '']","['75,104', '']","['85,549', '']","['0', '']","['7,721', '']","['9,328', '']","['5,739', '']","['11,794', '']","['2,732', '']","['11,612', '']","['7,565', '']","['29,058', '']"
10149,r025,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,24,"['80,121', '']","['73,746', '']","['85,208', '']","['0', '']","['8,935', '']","['4,872', '']","['16,853', '']","['27,343', '']","['8,774', '']","['6,962', '']","['3,347', '']","['8,122', '']"
10149,r026,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,25,"['56,175', '']","['63,083', '']","['84,680', '']","['1,773', '']","['13,835', '']","['6,043', '']","['3,109', '']","['17,467', '']","['2,393', '']","['27,722', '']","['6,389', '']","['5,949', '']"
10149,r027,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,26,"['74,167', '']","['78,808', '']","['84,060', '']","['8,568', '']","['22,600', '']","['13,713', '']","['5,489', '']","['13,011', '']","['670', '']","['15,300', '']","['4,709', '']","['0', '']"
10149,r028,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,27,"['75,442', '']","['93,266', '']","['82,286', 'i']","['8,414', 'i']","['0', 'i']","['0', 'i']","['8,665', 'i']","['43,112', 'i']","['0', 'i']","['22,095', 'i']","['0', 'i']","['0', 'i']"
10149,r029,All institutions -> Duke U.,All institutions,Duke U.,2,28,"['73,605', '']","['74,308', '']","['80,356', '']","['0', '']","['36,517', '']","['0', '']","['4,669', '']","['28,986', '']","['0', '']","['8,419', '']","['1,723', '']","['42', '']"
10149,r030,All institutions -> U. Florida,All institutions,U. Florida,2,29,"['62,573', '']","['72,191', '']","['79,991', '']","['3,150', '']","['12,360', '']","['3,287', '']","['14,279', '']","['25,232', '']","['1,082', '']","['11,848', '']","['8,179', '']","['574', '']"
10149,r031,All institutions -> Cornell U.,All institutions,Cornell U.,2,30,"['69,870', '']","['72,771', '']","['73,646', '']","['1,114', '']","['14,003', '']","['10,409', '']","['7,198', '']","['11,580', '']","['2,808', '']","['13,110', '']","['10,877', '']","['2,547', '']"
10149,r032,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,31,"['62,020', '']","['64,962', '']","['73,487', '']","['1,961', '']","['24,055', '']","['9,263', '']","['2,347', '']","['3,579', '']","['1,122', '']","['4,080', '']","['0', '']","['27,080', '']"
10149,r033,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,32,"['66,614', '']","['69,550', '']","['72,409', '']","['0', '']","['6,009', '']","['3,662', '']","['9,663', '']","['29,564', '']","['6,981', '']","['12,575', '']","['0', '']","['3,955', '']"
10149,r034,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,33,"['66,562', '']","['66,556', '']","['70,892', '']","['20,634', '']","['1,631', '']","['3,413', '']","['6,223', '']","['11,446', '']","['5,967', '']","['0', '']","['5,782', '']","['15,796', '']"
10149,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['61,140', '']","['66,790', '']","['67,985', '']","['10,385', '']","['4,474', '']","['7,527', '']","['3,648', '']","['3,387', '']","['5,208', '']","['22,039', '']","['1,333', '']","['9,984', '']"
10149,r036,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,35,"['43,340', '']","['44,958', '']","['67,267', '']","['0', '']","['17,891', '']","['4,765', '']","['0', '']","['34,129', '']","['0', '']","['6,577', '']","['3,478', '']","['427', '']"
10149,r037,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,36,"['62,369', '']","['62,113', '']","['66,024', '']","['5,017', '']","['12,096', '']","['4,252', '']","['8,706', '']","['5,734', '']","['0', '']","['4,933', '']","['6,638', '']","['18,648', '']"
10149,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['49,163', '']","['53,761', '']","['65,455', '']","['0', '']","['6,850', '']","['4,932', '']","['5,399', '']","['24,999', '']","['0', '']","['14,643', '']","['4,229', '']","['4,403', '']"
10149,r039,All institutions -> Clemson U.,All institutions,Clemson U.,2,38,"['38,214', '']","['46,693', '']","['62,349', '']","['0', '']","['9,397', '']","['2,962', '']","['7,818', '']","['10,271', '']","['1,472', '']","['18,985', '']","['6,860', '']","['4,584', '']"
10149,r040,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,39,"['49,383', '']","['55,739', '']","['56,993', '']","['0', '']","['12,224', '']","['8,794', '']","['4,082', '']","['5,896', '']","['2,673', '']","['5,633', '']","['11,910', '']","['5,781', '']"
10149,r041,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,40,"['37,203', '']","['43,175', '']","['56,254', '']","['0', '']","['24,545', '']","['205', '']","['6,237', '']","['11,849', '']","['0', '']","['7,169', '']","['0', '']","['6,249', '']"
10149,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['53,265', '']","['48,537', '']","['54,675', '']","['1,837', '']","['23,600', '']","['0', '']","['0', '']","['10,524', '']","['4,659', '']","['7,252', '']","['0', '']","['6,803', '']"
10149,r043,All institutions -> U. Southern California,All institutions,U. Southern California,2,42,"['55,089', '']","['51,948', '']","['54,438', '']","['3,861', '']","['7,044', '']","['4,875', '']","['3,400', '']","['28,797', '']","['2,537', '']","['0', '']","['0', '']","['3,924', '']"
10149,r044,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,43,"['44,542', '']","['49,526', '']","['54,427', '']","['0', '']","['18,092', '']","['5,593', '']","['0', '']","['15,464', '']","['0', '']","['15,229', '']","['0', '']","['49', '']"
10149,r045,All institutions -> Rice U.,All institutions,Rice U.,2,44,"['42,085', '']","['46,799', '']","['53,851', '']","['0', '']","['16,490', '']","['4,417', '']","['6,595', '']","['19,865', '']","['0', '']","['2,980', '']","['3,466', '']","['38', '']"
10149,r046,All institutions -> Princeton U.,All institutions,Princeton U.,2,45,"['40,829', '']","['44,201', '']","['52,615', '']","['1,621', '']","['2,285', '']","['5,274', '']","['3,271', '']","['25,259', '']","['2,990', '']","['3,786', '']","['648', '']","['7,481', '']"
10149,r047,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,46,"['52,373', '']","['43,570', '']","['52,364', '']","['0', '']","['14,751', '']","['6,104', '']","['9,299', '']","['13,374', '']","['0', '']","['6,963', '']","['0', '']","['1,873', '']"
10149,r048,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,47,"['41,771', '']","['42,501', '']","['50,651', '']","['16,112', '']","['0', '']","['6,694', '']","['10,420', '']","['17,175', '']","['0', '']","['0', '']","['0', '']","['250', '']"
10149,r049,All institutions -> George Mason U.,All institutions,George Mason U.,2,48,"['45,977', '']","['44,086', '']","['50,246', '']","['0', '']","['4,573', '']","['0', '']","['4,324', '']","['19,952', '']","['19,287', '']","['819', '']","['788', '']","['503', '']"
10149,r050,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,49,"['53,702', '']","['50,822', '']","['48,863', '']","['0', '']","['4,575', '']","['4,477', '']","['14,162', '']","['2,195', '']","['0', '']","['504', '']","['0', '']","['22,950', '']"
10149,r051,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,50,"['45,520', '']","['44,188', '']","['48,255', '']","['14,275', '']","['669', '']","['4,045', '']","['1,045', '']","['3,564', '']","['3,386', '']","['3,450', '']","['296', '']","['17,525', '']"
10149,r052,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,51,"['28,796', '']","['40,288', '']","['47,059', '']","['2,609', '']","['582', '']","['3,919', '']","['8,937', '']","['4,035', '']","['8,026', '']","['10,008', '']","['286', '']","['8,657', '']"
10149,r053,All institutions -> Harvard U.,All institutions,Harvard U.,2,52,"['52,801', '']","['50,918', '']","['47,017', '']","['0', '']","['26,699', '']","['1,491', '']","['604', '']","['2,923', '']","['0', '']","['292', '']","['15,008', '']","['0', '']"
10149,r054,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,53,"['11,869', '']","['10,164', '']","['45,940', '']","['340', '']","['0', '']","['1,581', '']","['0', '']","['316', '']","['0', '']","['1,697', '']","['1,260', '']","['40,746', '']"
10149,r055,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,54,"['35,946', '']","['38,914', '']","['44,377', '']","['0', '']","['689', '']","['2,058', '']","['11,509', '']","['12,250', '']","['4,232', '']","['5,042', '']","['326', '']","['8,271', '']"
10149,r056,All institutions -> U. Maine,All institutions,U. Maine,2,55,"['18,038', '']","['27,452', '']","['44,010', '']","['0', '']","['0', '']","['5,209', '']","['624', '']","['345', '']","['32', '']","['567', '']","['37,079', '']","['154', '']"
10149,r057,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,56,"['36,623', '']","['37,749', '']","['43,571', '']","['0', '']","['14,308', '']","['7,475', '']","['3,246', '']","['6,530', '']","['1,522', '']","['10,489', '']","['0', '']","['1', '']"
10149,r058,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,57,"['22,817', '']","['33,002', '']","['43,539', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,141', '']","['0', '']","['0', '']","['0', '']","['37,398', '']"
10149,r059,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,58,"['42,499', '']","['44,780', '']","['43,390', '']","['29,143', '']","['14', '']","['401', '']","['3,084', '']","['4,039', '']","['3,317', '']","['1,889', '']","['519', '']","['984', '']"
10149,r060,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,59,"['28,753', '']","['39,190', '']","['42,936', '']","['0', '']","['3,856', '']","['1,289', '']","['5,009', '']","['5,211', '']","['0', '']","['5,239', '']","['0', '']","['22,332', '']"
10149,r061,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,60,"['33,432', '']","['37,909', '']","['42,745', '']","['1,170', '']","['1,657', '']","['2,937', '']","['10,665', '']","['270', '']","['2,457', '']","['2,352', '']","['9,756', '']","['11,481', '']"
10149,r062,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,61,"['41,454', '']","['37,143', '']","['42,481', '']","['0', '']","['10,622', '']","['4,725', '']","['0', '']","['9,165', '']","['0', '']","['8,388', '']","['9,045', '']","['536', '']"
10149,r063,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,62,"['30,450', '']","['37,988', '']","['42,418', '']","['0', '']","['4,715', '']","['4,795', '']","['13,601', '']","['5,879', '']","['0', '']","['5,903', '']","['7,344', '']","['181', '']"
10149,r064,All institutions -> U. Arizona,All institutions,U. Arizona,2,63,"['34,459', '']","['34,360', '']","['42,072', '']","['1,821', '']","['4,004', '']","['4,094', '']","['494', '']","['20,447', '']","['2,861', '']","['2,619', '']","['2,495', '']","['3,237', '']"
10149,r065,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,64,"['27,421', '']","['29,315', '']","['40,869', '']","['0', '']","['11,242', '']","['4,428', '']","['3,746', '']","['6,599', '']","['0', '']","['8,254', '']","['6,563', '']","['37', '']"
10149,r066,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,65,"['26,818', '']","['33,001', '']","['38,078', '']","['0', '']","['2,429', '']","['2,268', '']","['6,988', '']","['1,521', '']","['934', '']","['4,922', '']","['3,053', '']","['15,963', '']"
10149,r067,All institutions -> Florida State U.,All institutions,Florida State U.,2,66,"['38,126', '']","['34,492', '']","['37,798', '']","['690', '']","['2,026', '']","['890', '']","['2,400', '']","['13,663', '']","['2,182', '']","['14,128', '']","['1,534', '']","['285', '']"
10149,r068,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,67,"['34,825', '']","['36,318', '']","['37,217', '']","['12,141', '']","['0', '']","['0', '']","['3,402', '']","['4,923', '']","['2,049', '']","['7,118', '']","['2,355', '']","['5,229', '']"
10149,r069,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,68,"['34,153', '']","['33,001', '']","['37,091', '']","['7,771', '']","['603', '']","['3,224', '']","['6,986', '']","['9,944', '']","['493', '']","['1,259', '']","['480', '']","['6,331', '']"
10149,r070,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,69,"['30,860', '']","['30,424', '']","['36,428', '']","['0', '']","['1,109', '']","['3,585', '']","['11,475', '']","['7,934', '']","['1,011', '']","['10,078', '']","['0', '']","['1,236', '']"
10149,r071,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,70,"['40,629', '']","['35,691', '']","['35,877', '']","['0', '']","['2,914', '']","['3,770', '']","['481', '']","['5,888', '']","['33', '']","['5,212', '']","['1,972', '']","['15,607', '']"
10149,r072,All institutions -> U. Chicago,All institutions,U. Chicago,2,71,"['20,168', '']","['25,909', '']","['35,751', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35,751', '']"
10149,r073,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,72,"['28,635', '']","['32,063', '']","['35,204', '']","['0', '']","['2,447', '']","['13,477', '']","['6,201', '']","['5,857', '']","['0', '']","['4,997', '']","['0', '']","['2,225', '']"
10149,r074,All institutions -> U. Utah,All institutions,U. Utah,2,73,"['34,915', '']","['29,330', '']","['35,141', '']","['0', '']","['8,540', '']","['3,340', '']","['8,967', '']","['7,635', '']","['0', '']","['1,968', '']","['472', '']","['4,219', '']"
10149,r075,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,74,"['23,906', '']","['26,766', '']","['34,630', '']","['0', '']","['1,564', '']","['911', '']","['5,840', '']","['2,811', '']","['18,399', '']","['3,234', '']","['0', '']","['1,871', '']"
10149,r076,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,75,"['31,431', '']","['31,314', '']","['34,356', '']","['0', '']","['4,261', '']","['4,571', '']","['5,866', '']","['9,170', '']","['0', '']","['5,608', '']","['0', '']","['4,880', '']"
10149,r077,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,76,"['20,330', '']","['35,155', '']","['33,233', '']","['0', '']","['0', '']","['747', '']","['23,663', '']","['721', '']","['0', '']","['807', '']","['132', '']","['7,163', '']"
10149,r078,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,77,"['29,812', '']","['28,914', '']","['32,709', '']","['1,572', '']","['0', '']","['0', '']","['479', '']","['272', '']","['890', '']","['28,240', '']","['306', '']","['950', '']"
10149,r079,All institutions -> Florida International U.,All institutions,Florida International U.,2,78,"['21,747', '']","['23,801', '']","['31,994', '']","['0', '']","['3,660', '']","['0', '']","['11,484', '']","['8,541', '']","['27', '']","['7,204', '']","['197', '']","['881', '']"
10149,r080,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,79,"['27,954', '']","['30,483', '']","['31,686', '']","['0', '']","['13,861', '']","['8,373', '']","['747', '']","['2,192', '']","['0', '']","['6,372', '']","['0', '']","['141', '']"
10149,r081,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,80,"['26,696', '']","['24,019', '']","['30,702', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34', '']","['0', '']","['30,668', '']"
10149,r082,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,81,"['19,679', '']","['25,859', '']","['30,544', '']","['3,448', '']","['0', '']","['4,155', '']","['5,631', '']","['8,551', '']","['0', '']","['4,850', '']","['3,909', '']","['0', '']"
10149,r083,All institutions -> Mercer U.,All institutions,Mercer U.,2,82,"['29,625', '']","['31,923', '']","['29,959', '']","['13,040', '']","['0', '']","['0', '']","['0', '']","['858', '']","['0', '']","['6,941', '']","['9,120', '']","['0', '']"
10149,r084,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,83,"['15,583', '']","['19,957', '']","['29,723', '']","['6,003', '']","['0', '']","['1,013', '']","['4,783', '']","['11,422', '']","['90', '']","['1,897', '']","['0', '']","['4,515', '']"
10149,r085,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,84,"['28,960', '']","['31,832', '']","['29,720', '']","['0', '']","['4,863', '']","['3,548', '']","['992', '']","['6,082', '']","['400', '']","['11,647', '']","['2,090', '']","['98', '']"
10149,r086,All institutions -> U. Houston,All institutions,U. Houston,2,85,"['24,929', '']","['26,599', '']","['28,251', '']","['0', '']","['8,152', '']","['6,453', '']","['3,684', '']","['4,818', '']","['210', '']","['3,147', '']","['0', '']","['1,787', '']"
10149,r087,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,86,"['22,163', '']","['23,581', '']","['28,177', '']","['3,191', '']","['2,509', '']","['0', '']","['3,169', '']","['3,749', '']","['9,684', '']","['3,191', '']","['0', '']","['2,684', '']"
10149,r088,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,87,"['18,073', '']","['26,183', '']","['27,554', '']","['161', '']","['4,798', '']","['1,143', '']","['10,357', '']","['5,349', '']","['968', '']","['2,659', '']","['0', '']","['2,119', '']"
10149,r089,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,88,"['23,332', '']","['26,289', '']","['27,496', '']","['0', '']","['1,548', '']","['2,232', '']","['1,405', '']","['5,855', '']","['0', '']","['15,704', '']","['639', '']","['113', '']"
10149,r090,All institutions -> Drexel U.,All institutions,Drexel U.,2,89,"['19,772', '']","['20,821', '']","['27,063', '']","['0', '']","['5,940', '']","['4,224', '']","['2,197', '']","['2,670', '']","['0', '']","['6,152', '']","['4,587', '']","['1,293', '']"
10149,r091,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,90,"['14,870', '']","['18,884', '']","['26,414', '']","['0', '']","['4,648', '']","['7,324', '']","['1,385', '']","['4,366', '']","['0', '']","['8,592', '']","['0', '']","['99', '']"
10149,r092,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,91,"['11,812', '']","['15,602', '']","['26,326', '']","['0', '']","['1,026', '']","['0', '']","['2,638', '']","['3,050', '']","['1,404', '']","['17,333', '']","['94', '']","['781', '']"
10149,r093,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,92,"['15,329', '']","['17,613', '']","['25,968', '']","['0', '']","['5,757', '']","['0', '']","['921', '']","['9,232', '']","['0', '']","['1,408', '']","['8,150', '']","['500', '']"
10149,r094,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,93,"['26,324', '']","['24,011', '']","['25,812', '']","['4,594', '']","['460', '']","['5,304', '']","['7,180', '']","['2,989', '']","['0', '']","['183', '']","['96', '']","['5,006', '']"
10149,r095,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,94,"['21,064', '']","['24,126', '']","['25,052', '']","['0', '']","['9,421', '']","['3,304', '']","['1,461', '']","['6,219', '']","['0', '']","['4,647', '']","['0', '']","['0', '']"
10149,r096,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,95,"['21,594', '']","['24,793', '']","['24,404', '']","['0', '']","['8,829', '']","['0', '']","['0', '']","['3,915', '']","['720', '']","['7,282', '']","['2,299', '']","['1,359', '']"
10149,r097,All institutions -> U. Iowa,All institutions,U. Iowa,2,96,"['20,687', '']","['23,116', '']","['24,367', '']","['0', '']","['486', '']","['70', '']","['9,935', '']","['824', '']","['444', '']","['762', '']","['0', '']","['11,846', '']"
10149,r098,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,97,"['17,537', '']","['21,610', '']","['24,287', '']","['0', '']","['8,801', '']","['1,659', '']","['2,797', '']","['2,938', '']","['0', '']","['8,092', '']","['0', '']","['0', '']"
