table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_medical_school_r_d_expenditures
12719,r102,Maryland -> Private,Maryland,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r103,Maryland -> Private -> Johns Hopkins U.<sup>c</sup>,Maryland,Private,Johns Hopkins U.<sup>c</sup>,3,"['3,801,585', '']","['918,583', '']"
12719,r104,Massachusetts,Massachusetts,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r105,Massachusetts -> Public,Massachusetts,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r106,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['326,731', '']","['326,731', '']"
12719,r107,Massachusetts -> Private,Massachusetts,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r108,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['773,200', '']","['224,416', '']"
12719,r109,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,435,218', '']","['450,321', '']"
12719,r110,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['247,276', '']","['73,701', '']"
12719,r111,Michigan,Michigan,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r112,Michigan -> Public,Michigan,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r113,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['25,363', '']","['13,597', '']"
12719,r114,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['844,076', '']","['116,665', '']"
12719,r115,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['37,263', '']","['996', '']"
12719,r116,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,925,875', '']","['797,034', '']"
12719,r117,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['250,911', '']","['168,570', '']"
12719,r118,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['45,157', '']","['5,292', '']"
12719,r119,Minnesota,Minnesota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r120,Minnesota -> Public,Minnesota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r121,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,320,183', '']","['454,543', '']"
12719,r122,Mississippi,Mississippi,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r123,Mississippi -> Public,Mississippi,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r124,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['172,176', '']","['73,159', '']"
12719,r125,Missouri,Missouri,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r126,Missouri -> Public,Missouri,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r127,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['462,435', '']","['108,579', '']"
12719,r128,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['54,565', '']","['9,752', '']"
12719,r129,Missouri -> Private,Missouri,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r130,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['85,921', '']","['42,297', '']"
12719,r131,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['1,168,861', '']","['1,028,501', '']"
12719,r132,Nebraska,Nebraska,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r133,Nebraska -> Public,Nebraska,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r134,"Nebraska -> Public -> U. Nebraska, Lincoln and Medical Center<sup>d</sup>",Nebraska,Public,"U. Nebraska, Lincoln and Medical Center<sup>d</sup>",3,"['617,372', '']","['132,935', '']"
12719,r135,Nebraska -> Private,Nebraska,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r136,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['28,443', '']","['20,517', 'i']"
12719,r137,Nevada,Nevada,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r138,Nevada -> Public,Nevada,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r139,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['98,751', '']","['5,881', '']"
12719,r140,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['188,505', '']","['35,731', '']"
12719,r141,New Hampshire,New Hampshire,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r142,New Hampshire -> Private,New Hampshire,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r143,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['366,856', '']","['158,047', '']"
12719,r144,New Jersey,New Jersey,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r145,New Jersey -> Public,New Jersey,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r146,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['47,810', '']","['7,400', '']"
12719,r147,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['831,719', '']","['445,828', '']"
12719,r148,New Mexico,New Mexico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r149,New Mexico -> Public,New Mexico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r150,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['316,026', '']","['110,512', '']"
12719,r151,New York,New York,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r152,New York -> Public,New York,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r153,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['63,159', '']","['3,142', '']"
12719,r154,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['35,600', '']","['32,752', '']"
12719,r155,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['324,531', '']","['137,593', '']"
12719,r156,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['471,569', '']","['190,520', '']"
12719,r157,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['53,219', '']","['41,916', '']"
12719,r158,New York -> Private,New York,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r159,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['23,259', '']","['23,259', '']"
12719,r160,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['336,238', '']","['336,238', '']"
12719,r161,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,341,952', '']","['693,569', '']"
12719,r162,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,451,971', '']","['630,700', '']"
12719,r163,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['8,162', '']","['667', '']"
12719,r164,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['972,476', '']","['972,476', '']"
12719,r165,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['5,790', '']","['3,461', '']"
12719,r166,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['17,113', '']","['16,981', '']"
12719,r167,New York -> Private -> New York U.,New York,Private,New York U.,3,"['1,457,424', '']","['979,152', '']"
12719,r168,"New York -> Private -> Touro U., New York",New York,Private,"Touro U., New York",3,"['100,547', '']","['340', '']"
12719,r169,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['481,227', '']","['284,296', '']"
12719,r170,North Carolina,North Carolina,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r171,North Carolina -> Public,North Carolina,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r172,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['67,082', '']","['19,023', '']"
12719,r173,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,549,617', '']","['854,094', '']"
12719,r174,North Carolina -> Private,North Carolina,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r175,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,507,996', '']","['1,222,339', '']"
12719,r176,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['308,972', '']","['284,809', '']"
12719,r177,North Dakota,North Dakota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r178,North Dakota -> Public,North Dakota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r179,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['182,195', '']","['33,924', '']"
12719,r180,Ohio,Ohio,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r181,Ohio -> Public,Ohio,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r182,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['13,116', '']","['11,263', '']"
12719,r183,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['1,449,188', '']","['738,693', '']"
12719,r184,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['59,877', '']","['13,120', '']"
12719,r185,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['698,642', '']","['574,269', '']"
12719,r186,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['67,656', '']","['28,303', '']"
12719,r187,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['26,189', '']","['10,289', '']"
12719,r188,Ohio -> Private,Ohio,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r189,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['553,740', '']","['439,776', '']"
12719,r190,Oklahoma,Oklahoma,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r191,Oklahoma -> Public,Oklahoma,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r192,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['12,500', '']","['12,500', '']"
12719,r193,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['436,964', '']","['131,160', '']"
12719,r194,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['5,826', '']","['1,638', '']"
12719,r195,Oregon,Oregon,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r196,Oregon -> Public,Oregon,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r197,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['517,742', '']","['297,168', '']"
12719,r198,Pennsylvania,Pennsylvania,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r199,Pennsylvania -> Public,Pennsylvania,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r200,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['1,206,793', '']","['157,488', '']"
12719,r201,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['292,029', '']","['114,653', '']"
12719,r202,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,398,078', '']","['1,024,601', '']"
12719,r203,Pennsylvania -> Private,Pennsylvania,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r204,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['169,583', '']","['42,349', '']"
12719,r205,Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,3,"['7,459', '']","['2,848', '']"
12719,r206,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['258,345', '']","['241,652', '']"
12719,r207,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,953,617', '']","['1,367,371', '']"
12719,r208,Rhode Island,Rhode Island,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r209,Rhode Island -> Private,Rhode Island,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r210,Rhode Island -> Private -> Brown U.,Rhode Island,Private,Brown U.,3,"['353,591', '']","['130,592', '']"
12719,r211,South Carolina,South Carolina,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r212,South Carolina -> Public,South Carolina,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
