table_id,row_id,sex_and_major_field_of_study_full_path,sex_and_major_field_of_study_level_1,sex_and_major_field_of_study_level_2,sex_and_major_field_of_study_level_3,sex_and_major_field_of_study_level_4,sex_and_major_field_of_study_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field__change_2009_18
1750,r042,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Business management and administration,,3,1405,1366,1327,1404,1551,1584,1582,1509,1565,1481,5.4
1750,r043,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Communication,,3,627,638,650,595,645,663,667,672,622,631,0.6
1750,r044,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Non-S&E fields nec,,3,775,725,706,735,827,796,770,760,962,877,13.2
1750,r045,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Unknown field,,3,0,0,0,0,0,0,0,0,4,0,0.0
1750,r046,All doctorate recipients<sup>a</sup> -> Male,All doctorate recipients<sup>a</sup>,Male,,,2,26331,25524,26188,27362,28326,29009,29535,29568,29085,29798,13.2
1750,r047,All doctorate recipients<sup>a</sup> -> Male -> Life sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,,3,5183,5101,5243,5335,5492,5514,5564,5626,5613,5659,9.2
1750,r048,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Male,Life sciences,Agricultural sciences and natural resources,4,722,609,652,698,702,691,746,755,756,746,3.3
1750,r049,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Biological and biomedical sciences,4,3834,3823,3878,3891,3941,4088,4101,4152,4056,4089,6.7
1750,r050,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Health sciences,4,627,669,713,746,849,735,717,719,801,824,31.4
1750,r051,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,,3,3533,3379,3629,3684,3717,3968,3929,4285,4069,4214,19.3
1750,r052,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Chemistry,4,1490,1440,1508,1521,1497,1642,1593,1712,1668,1743,17.0
1750,r053,"All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,539,496,522,538,539,622,600,716,644,659,22.3
1750,r054,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Physics and astronomy,4,1504,1443,1599,1625,1681,1704,1736,1857,1757,1812,20.5
1750,r055,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,,3,2327,2409,2456,2638,2792,2912,2877,2994,2867,3043,30.8
1750,r056,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Computer and information sciences,4,1260,1286,1312,1419,1502,1580,1581,1662,1548,1568,24.4
1750,r057,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Mathematics and statistics,4,1067,1123,1144,1219,1290,1332,1296,1332,1319,1475,38.2
1750,r058,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,,3,3297,3357,3332,3539,3501,3508,3758,3740,3670,3641,10.4
1750,r059,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Psychology,4,991,1031,1003,1040,997,1063,1057,1133,1123,1097,10.7
1750,r060,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Anthropology,4,195,201,223,187,188,195,185,171,155,126,-35.4
1750,r061,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Economics,4,735,703,734,840,767,785,821,819,812,850,15.6
1750,r062,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Political science and government,4,409,434,389,420,469,434,527,462,449,429,4.9
1750,r063,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Sociology,4,263,250,254,230,259,247,284,257,263,250,-4.9
1750,r064,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Other social sciences,4,704,738,729,822,821,784,884,898,868,889,26.3
1750,r065,All doctorate recipients<sup>a</sup> -> Male -> Engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,,3,6006,5829,6242,6565,6946,7401,7578,7266,7342,7726,28.6
1750,r066,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,255,215,228,268,293,330,308,314,336,337,32.2
1750,r067,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Bioengineering and biomedical engineering,4,525,509,563,608,684,660,698,686,605,688,31.0
1750,r068,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Chemical engineering,4,591,574,566,583,566,682,685,624,659,688,16.4
1750,r069,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Civil engineering,4,559,473,486,388,417,465,457,437,508,507,-9.3
1750,r070,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Electrical, electronics, and communications engineering",4,1433,1462,1579,1594,1616,1614,1704,1528,1525,1606,12.1
1750,r071,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Industrial and manufacturing engineering,4,186,159,180,164,176,209,154,185,168,204,9.7
1750,r072,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Materials science engineering,4,466,495,496,556,598,617,648,721,688,720,54.5
1750,r073,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Mechanical engineering,4,942,858,934,1042,1081,1126,1265,1096,1160,1286,36.5
1750,r074,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Other engineering,4,1049,1084,1210,1362,1515,1698,1659,1675,1693,1690,61.1
1750,r075,All doctorate recipients<sup>a</sup> -> Male -> Education,All doctorate recipients<sup>a</sup>,Male,Education,,3,2161,1661,1432,1500,1570,1468,1605,1545,1519,1496,-30.8
1750,r076,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Male,Education,Education administration,4,838,547,349,389,372,371,344,304,344,323,-61.5
1750,r077,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education research,All doctorate recipients<sup>a</sup>,Male,Education,Education research,4,819,706,699,761,826,723,849,718,772,764,-6.7
1750,r078,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Male,Education,Teacher education,4,92,59,38,43,22,35,36,43,21,18,-80.4
1750,r079,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Male,Education,Teaching fields,4,275,233,250,229,275,265,294,313,263,272,-1.1
1750,r080,All doctorate recipients<sup>a</sup> -> Male -> Education -> Other education,All doctorate recipients<sup>a</sup>,Male,Education,Other education,4,137,116,96,78,75,74,82,167,119,119,-13.1
1750,r081,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,,3,2404,2462,2571,2741,2829,2760,2763,2639,2580,2567,6.8
1750,r082,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Foreign languages and literature,4,224,218,248,238,271,248,238,228,237,247,10.3
1750,r083,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,History,4,608,556,586,602,632,664,632,621,594,513,-15.6
1750,r084,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Letters,4,524,625,615,659,665,657,647,600,591,585,11.6
1750,r085,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Other humanities and arts,4,1048,1063,1122,1242,1261,1191,1246,1190,1158,1222,16.6
1750,r086,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,,3,1420,1326,1283,1360,1479,1478,1461,1473,1425,1452,2.3
1750,r087,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Business management and administration,4,872,814,792,837,909,909,934,932,872,869,-0.3
1750,r088,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Communication,4,263,247,233,244,244,277,256,261,197,234,-11.0
1750,r089,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Non-S&E fields nec,4,285,265,258,279,326,292,271,280,353,349,22.5
1750,r090,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,3,0,0.0
1750,r091,All doctorate recipients<sup>a</sup> -> Female,All doctorate recipients<sup>a</sup>,Female,,,2,23187,22488,22700,23526,24365,24815,25347,25215,25452,25368,9.4
1750,r092,All doctorate recipients<sup>a</sup> -> Female -> Life sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,,3,6210,6213,6289,6614,6712,6930,6928,6907,6937,7114,14.6
1750,r093,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Female,Life sciences,Agricultural sciences and natural resources,4,559,490,554,554,622,646,688,622,736,696,24.5
1750,r094,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Biological and biomedical sciences,4,4185,4219,4272,4422,4410,4747,4681,4707,4508,4709,12.5
1750,r095,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Health sciences,4,1466,1504,1463,1638,1680,1537,1559,1578,1693,1709,16.6
1750,r096,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,,3,1618,1615,1640,1730,1864,1924,1987,1963,2014,2118,30.9
1750,r097,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Chemistry,4,895,864,922,894,985,1021,1074,991,1032,1067,19.2
1750,r098,"All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,338,366,330,403,449,475,457,510,525,526,55.6
1750,r099,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Physics and astronomy,4,385,385,388,433,430,428,456,462,457,525,36.4
1750,r100,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,,3,832,814,813,855,868,934,939,959,974,983,18.1
1750,r101,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Computer and information sciences,4,349,347,353,374,341,400,422,420,450,435,24.6
1750,r102,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Mathematics and statistics,4,483,467,460,481,527,534,517,539,524,548,13.5
1750,r103,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,,3,4646,4524,4888,4955,5077,5219,5316,5294,5362,5256,13.1
1750,r104,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Psychology,4,2481,2389,2573,2558,2594,2648,2718,2776,2803,2740,10.4
1750,r105,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Anthropology,4,308,306,330,360,362,328,307,289,291,298,-3.2
1750,r106,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Economics,4,382,369,387,402,416,404,434,416,425,397,3.9
1750,r107,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Political science and government,4,272,294,296,303,333,342,332,283,294,304,11.8
1750,r108,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Sociology,4,399,389,403,402,377,432,458,356,419,419,5.0
1750,r109,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Other social sciences,4,804,777,899,930,995,1065,1067,1174,1130,1098,36.6
1750,r110,All doctorate recipients<sup>a</sup> -> Female -> Engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,,3,1631,1746,1782,1887,2052,2184,2297,2189,2429,2453,50.4
1750,r111,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,41,37,34,39,55,55,53,56,43,46,12.2
1750,r112,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Bioengineering and biomedical engineering,4,308,315,335,335,355,384,427,403,427,445,44.5
1750,r113,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Chemical engineering,4,216,248,256,256,258,290,317,296,271,293,35.6
1750,r114,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Civil engineering,4,148,169,147,106,125,147,175,127,203,170,14.9
1750,r115,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Electrical, electronics, and communications engineering",4,260,315,301,336,279,325,293,293,355,345,32.7
1750,r116,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Industrial and manufacturing engineering,4,65,55,78,62,65,89,89,71,80,68,4.6
1750,r117,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Materials science engineering,4,159,175,166,184,217,211,223,262,249,275,73.0
1750,r118,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Mechanical engineering,4,152,125,150,177,196,197,201,201,239,216,42.1
1750,r119,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Other engineering,4,282,307,315,392,502,486,519,480,562,595,111.0
1750,r120,All doctorate recipients<sup>a</sup> -> Female -> Education,All doctorate recipients<sup>a</sup>,Female,Education,,3,4366,3624,3234,3298,3364,3311,3492,3598,3305,3337,-23.6
1750,r121,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Female,Education,Education administration,4,1308,892,574,665,593,522,576,519,578,575,-56.0
1750,r122,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education research,All doctorate recipients<sup>a</sup>,Female,Education,Education research,4,1844,1736,1736,1807,1877,1828,1922,1665,1645,1742,-5.5
1750,r123,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Female,Education,Teacher education,4,240,186,166,113,87,117,120,137,92,79,-67.1
1750,r124,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Female,Education,Teaching fields,4,630,566,555,527,617,649,659,852,662,691,9.7
1750,r125,All doctorate recipients<sup>a</sup> -> Female -> Education -> Other education,All doctorate recipients<sup>a</sup>,Female,Education,Other education,4,344,244,203,186,190,195,215,425,328,250,-27.3
