table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_r_d_program_size_all_companies,field_r_d_program_size_less_than_1_million,field_r_d_program_size_1_million_9_999_million,field_r_d_program_size_10_million_49_999_million,field_r_d_program_size_50_million_99_999_million,field_r_d_program_size_100_million_or_more
12279,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,413', '  ']","['D', '  ']","['197', '  ']","['284', '  ']","['0', '  ']","['D', '  ']"
12279,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['13', '  ']","['D', '  ']","['163', '  ']","['0', '  ']","['D', '  ']"
12279,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['104,720', '  ']","['D', '  ']","['1,355', '  ']","['7,202', '  ']","['D', '  ']","['89,275', '  ']"
12279,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['D', '  ']","['66', '  ']","['204', '  ']","['D', '  ']","['76', 'i ']","['2,146', '  ']"
12279,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,195', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['98', '  ']","['D', '  ']"
12279,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,251', '  ']","['150', '  ']","['662', '  ']","['930', '  ']","['415', '  ']","['1,094', '  ']"
12279,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,435', '  ']","['69', '  ']","['115', '  ']","['161', '  ']","['77', '  ']","['1,014', '  ']"
12279,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['1,099', '  ']","['57', '  ']","['193', '  ']","['311', '  ']","['128', '  ']","['410', '  ']"
12279,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,304', '  ']","['D', '  ']","['1,306', '  ']","['612', '  ']","['D', '  ']","['528', 'i ']"
12279,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['18,246', '  ']","['387', '  ']","['1,992', '  ']","['2,107', '  ']","['1,474', '  ']","['12,286', '  ']"
12279,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '  ']","['D', '  ']","['141', '  ']","['166', '  ']","['D', '&nbsp;']","['D', '  ']"
12279,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,390', '  ']","['6', '  ']","['31', '  ']","['145', '  ']","['317', '  ']","['4,892', '  ']"
12279,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['D', '  ']","['D', '  ']","['123', '  ']","['138', '  ']","['D', '  ']","['2,396', '  ']"
12279,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,987', '  ']","['D', '  ']","['1,697', '  ']","['1,658', '  ']","['D', '  ']","['D', '  ']"
12279,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['99,234', '  ']","['457', '  ']","['1,800', '  ']","['4,309', '  ']","['2,930', '  ']","['89,738', '  ']"
12279,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['10,870', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12279,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['47,380', '  ']","['D', '  ']","['D', '  ']","['2,142', 'r ']","['D', '  ']","['43,576', '  ']"
12279,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,105', '  ']","['D', '  ']","['833', '  ']","['1,273', '  ']","['D', '  ']","['7,095', '  ']"
12279,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,959', '  ']","['14', '  ']","['291', '  ']","['394', '  ']","['349', '  ']","['2,911', '  ']"
12279,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['2,170', '  ']","['D', '  ']","['D', '  ']","['214', '  ']","['1', '  ']","['1,847', '  ']"
12279,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['3,976', '  ']","['D', '  ']","['D', '  ']","['665', '  ']","['D', '  ']","['2,337', '  ']"
12279,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['30,879', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['407', '  ']","['D', '  ']"
12279,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['6,657', '  ']","['58', '  ']","['880', '  ']","['1,082', '  ']","['1,032', '  ']","['3,605', '  ']"
12279,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['46,468', '  ']","['193', '  ']","['1,002', '  ']","['1,866', '  ']","['2,009', '  ']","['41,400', '  ']"
12279,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['30,722', '  ']","['101', '  ']","['499', '  ']","['1,081', '  ']","['1,106', '  ']","['27,936', '  ']"
12279,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['13,786', '  ']","['D', '  ']","['247', '  ']","['626', '  ']","['681', '  ']","['D', '  ']"
12279,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['9,303', '  ']","['D', '  ']","['217', '  ']","['549', '  ']","['D', '  ']","['8,033', '  ']"
12279,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['4,483', '  ']","['D', '  ']","['29', '  ']","['78', 'i ']","['D', '  ']","['D', '  ']"
12279,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['26', '  ']","['D', '  ']","['14', '  ']","['D', '  ']","['0', '  ']","['0', '  ']"
12279,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,935', '  ']","['D', '  ']","['242', '  ']","['D', '  ']","['221', '  ']","['D', '  ']"
12279,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['405', '  ']","['38', '  ']","['115', '  ']","['186', '  ']","['65', '  ']","['0', '  ']"
12279,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['23,032', '  ']","['237', '  ']","['D', '  ']","['2,200', '  ']","['D', '  ']","['D', '  ']"
12279,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['20,112', '  ']","['114', '  ']","['948', '  ']","['1,628', '  ']","['1,514', '  ']","['15,908', '  ']"
12279,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,921', '  ']","['123', '  ']","['D', '  ']","['573', '  ']","['D', '  ']","['D', '  ']"
12279,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['281,060', '  ']","['2,618', '  ']","['17,295', '  ']","['23,524', '  ']","['10,478', '  ']","['227,144', '  ']"
12279,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['17', '  ']","['306', 'i ']","['336', 'i ']","['D', '  ']","['D', '  ']"
12279,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['3', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['231', '  ']"
12279,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['D', '  ']","['344', '  ']","['1,243', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']"
12279,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['D', '&nbsp;']","['88', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']"
12279,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['D', '  ']","['D', '  ']","['70', '  ']","['393', '  ']","['0', '  ']","['D', '  ']"
12279,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['181,392', '  ']","['424', '  ']","['5,848', '  ']","['11,208', '  ']","['5,382', '  ']","['158,530', '  ']"
12279,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['49,674', '  ']","['D', '  ']","['2,332', '  ']","['3,041', '  ']","['1,093', '  ']","['D', '  ']"
12279,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['72', '  ']","['10', '  ']","['6', '  ']","['55', '  ']","['0', '  ']","['0', '  ']"
12279,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['49,602', '  ']","['D', '  ']","['2,325', '  ']","['2,985', '  ']","['1,093', '  ']","['D', '  ']"
12279,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,614', '  ']","['D', '&nbsp;']","['139', '  ']","['D', '  ']","['85', '  ']","['2,803', '  ']"
12279,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['49,270', '  ']","['106', '  ']","['3,079', '  ']","['6,930', '  ']","['3,767', '  ']","['35,389', '  ']"
12279,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['78,834', '  ']","['53', '  ']","['298', '  ']","['D', '  ']","['438', '  ']","['D', '  ']"
12279,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['17,173', '  ']","['9', '  ']","['D', '&nbsp;']","['1,155', '  ']","['702', '  ']","['D', '  ']"
12279,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,398', 'i ']","['D', '  ']","['32', '  ']","['D', '  ']","['0', '  ']","['2,145', 'i ']"
12279,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5', 'i ']","['5', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12279,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,393', 'i ']","['D', '  ']","['32', '  ']","['D', '  ']","['0', '  ']","['2,145', 'i ']"
12279,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['38,633', '  ']","['1,352', '  ']","['6,782', '  ']","['8,429', '  ']","['2,908', '  ']","['19,161', '  ']"
12279,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,912', '  ']","['187', '  ']","['1,340', '  ']","['1,185', '  ']","['200', '  ']","['0', '  ']"
12279,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['18,878', '  ']","['647', '  ']","['2,763', '  ']","['3,529', '  ']","['1,266', '  ']","['10,672', '  ']"
12279,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['9,297', '  ']","['85', '  ']","['1,897', '  ']","['2,248', '  ']","['1,023', '  ']","['4,045', '  ']"
12279,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['179', '  ']","['7', '  ']","['130', '  ']","['42', '  ']","['0', '  ']","['0', '  ']"
12279,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['2,916', '  ']","['23', '  ']","['639', '  ']","['682', '  ']","['530', '  ']","['1,042', '  ']"
12279,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['6,176', '  ']","['55', '  ']","['1,121', '  ']","['1,504', '  ']","['493', '  ']","['3,003', '  ']"
12279,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '  ']","['1', '  ']","['6', '  ']","['20', '  ']","['0', '  ']","['0', '  ']"
12279,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,547', '  ']","['433', 'r ']","['783', '  ']","['1,467', '  ']","['419', '  ']","['4,444', '  ']"
12279,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['D', '  ']","['D', '  ']","['D', '  ']","['481', '  ']","['691', '  ']","['1,299', '  ']"
12279,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,300', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12279,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['608,058', '  ']","['5,382', '  ']","['30,478', '  ']","['49,030', '  ']","['29,517', '  ']","['493,651', '  ']"
12279,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12279,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,009', '  ']","['1,409', '  ']","['2,168', '  ']","['377', '  ']","['55', '  ']","['0', '  ']"
12279,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['12,788', '  ']","['D', '  ']","['7,973', '  ']","['3,127', '  ']","['D', '  ']","['0', '  ']"
12279,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12279,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['13,274', '  ']","['D', '  ']","['5,594', '  ']","['5,042', '  ']","['D', '  ']","['127', '  ']"
12279,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['24,844', '  ']","['926', '  ']","['6,717', '  ']","['9,844', '  ']","['4,369', '  ']","['2,988', '  ']"
12279,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12279,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['26,469', '  ']","['227', '  ']","['3,235', '  ']","['9,401', '  ']","['4,257', '  ']","['9,349', '  ']"
12279,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['29,007', '  ']","['121', '  ']","['2,282', '  ']","['7,324', '  ']","['6,149', '  ']","['13,130', '  ']"
12279,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['94,615', '  ']","['66', '  ']","['2,100', '  ']","['9,916', '  ']","['7,956', '  ']","['74,578', '  ']"
12279,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['54,018', '  ']","['7', '  ']","['160', '  ']","['2,054', '  ']","['2,797', '  ']","['49,000', '  ']"
12279,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['96,071', '  ']","['2', '  ']","['165', '  ']","['1,291', '  ']","['1,857', '  ']","['92,756', '  ']"
12279,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['252,964', '  ']","['2', 'i ']","['84', '  ']","['654', '  ']","['499', '  ']","['251,724', '  ']"
