table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_physical_sciences,field_2021_astronomy_and_astrophysics,field_2021_chemistry,field_2021_materials_science,field_2021_physics,field_2021_physical_sciences_nec
7989,r021,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,20,"['63,010', '']","['65,942', '']","['69,662', '']","['69,817', '']","['0', '']","['68,492', '']","['0', '']","['1,325', '']","['0', '']"
7989,r022,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,21,"['59,815', '']","['61,017', '']","['60,824', '']","['66,041', '']","['5,831', '']","['33,006', '']","['0', '']","['27,204', '']","['0', '']"
7989,r023,All institutions -> Florida State U.,All institutions,Florida State U.,2,22,"['67,753', '']","['61,706', '']","['68,454', '']","['63,481', '']","['738', '']","['20,686', '']","['3,270', '']","['38,309', '']","['478', '']"
7989,r024,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,23,"['55,476', '']","['60,150', '']","['58,157', '']","['59,246', '']","['1,305', '']","['23,124', '']","['14,089', '']","['20,728', '']","['0', '']"
7989,r025,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,24,"['54,074', '']","['58,166', '']","['60,477', '']","['58,664', '']","['11,176', '']","['23,508', '']","['1,629', '']","['18,479', '']","['3,872', '']"
7989,r026,All institutions -> Yale U.,All institutions,Yale U.,2,25,"['63,981', '']","['62,247', '']","['56,046', '']","['56,847', '']","['5,472', '']","['21,464', '']","['0', '']","['29,911', '']","['0', '']"
7989,r027,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,26,"['55,568', '']","['60,067', '']","['54,697', '']","['56,624', '']","['0', '']","['24,038', '']","['0', '']","['30,227', '']","['2,359', '']"
7989,r028,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,27,"['54,890', '']","['55,920', '']","['54,574', '']","['56,029', '']","['11,106', '']","['23,182', '']","['4,703', '']","['16,238', '']","['800', '']"
7989,r029,All institutions -> U. Chicago,All institutions,U. Chicago,2,28,"['51,285', '']","['52,656', '']","['51,122', '']","['55,032', '']","['9,618', '']","['24,034', '']","['5,628', '']","['15,752', '']","['0', '']"
7989,r030,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,29,"['49,160', '']","['65,929', '']","['58,534', '']","['54,435', '']","['4,379', '']","['8,346', '']","['14,586', '']","['26,695', '']","['429', '']"
7989,r031,All institutions -> U. Houston,All institutions,U. Houston,2,30,"['32,572', '']","['43,378', '']","['50,164', '']","['52,230', '']","['85', '']","['43,502', '']","['322', '']","['7,385', '']","['936', '']"
7989,r032,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,31,"['42,506', '']","['45,062', '']","['44,855', '']","['47,332', '']","['0', '']","['30,859', '']","['0', '']","['16,473', '']","['0', '']"
7989,r033,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,32,"['32,070', '']","['35,369', '']","['37,384', '']","['46,386', '']","['7,983', '']","['16,528', '']","['4,472', '']","['17,403', '']","['0', '']"
7989,r034,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,33,"['39,938', '']","['41,679', '']","['41,224', '']","['43,101', '']","['2,491', '']","['13,646', '']","['0', '']","['26,964', '']","['0', '']"
7989,r035,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,34,"['37,542', '']","['38,081', '']","['42,370', '']","['42,663', '']","['0', '']","['26,272', '']","['0', '']","['16,391', '']","['0', '']"
7989,r036,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,35,"['39,527', '']","['45,573', '']","['43,946', '']","['41,812', '']","['1,989', '']","['20,661', '']","['0', '']","['19,162', '']","['0', '']"
7989,r037,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,36,"['39,895', '']","['46,223', '']","['57,083', '']","['40,010', '']","['4,357', '']","['15,540', '']","['394', '']","['19,719', '']","['0', '']"
7989,r038,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,37,"['35,118', '']","['37,055', '']","['39,979', '']","['38,809', '']","['796', '']","['23,102', '']","['0', '']","['10,003', '']","['4,908', '']"
7989,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['37,914', '']","['40,872', '']","['40,964', '']","['38,794', '']","['0', '']","['18,924', '']","['0', '']","['19,684', '']","['186', '']"
7989,r040,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,39,"['27,810', '']","['30,415', '']","['34,493', '']","['37,144', '']","['0', '']","['4,027', '']","['0', '']","['33,116', '']","['1', '']"
7989,r041,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,40,"['29,547', '']","['32,576', '']","['36,262', '']","['35,606', '']","['17,827', '']","['10,689', '']","['0', '']","['6,919', '']","['171', '']"
7989,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['29,879', '']","['30,805', '']","['30,909', '']","['35,094', '']","['2,256', '']","['17,695', '']","['0', '']","['15,143', '']","['0', '']"
7989,r043,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,42,"['37,983', '']","['38,229', '']","['34,215', '']","['33,914', '']","['0', '']","['22,555', '']","['0', '']","['11,359', '']","['0', '']"
7989,r044,All institutions -> Rice U.,All institutions,Rice U.,2,43,"['29,448', '']","['34,759', '']","['33,656', '']","['33,015', '']","['2,183', '']","['15,332', '']","['1,034', '']","['14,466', '']","['0', '']"
7989,r045,All institutions -> U. Iowa,All institutions,U. Iowa,2,44,"['25,142', '']","['24,300', '']","['23,226', '']","['32,013', '']","['267', '']","['5,342', '']","['0', '']","['26,404', '']","['0', '']"
7989,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['24,919', 'i']","['54,131', 'i']","['30,170', 'i']","['30,441', 'i']","['0', 'i']","['19,435', 'i']","['2,061', 'i']","['8,945', 'i']","['0', 'i']"
7989,r047,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,46,"['26,019', '']","['31,099', '']","['33,608', '']","['30,322', '']","['1,405', '']","['17,500', '']","['0', '']","['11,417', '']","['0', '']"
7989,r048,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,47,"['29,053', '']","['28,951', '']","['28,017', '']","['30,077', '']","['0', '']","['16,401', '']","['0', '']","['13,676', '']","['0', '']"
7989,r049,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,48,"['21,204', '']","['22,753', '']","['23,464', '']","['28,455', '']","['0', '']","['16,108', '']","['0', '']","['12,217', '']","['130', '']"
7989,r050,All institutions -> U. Florida,All institutions,U. Florida,2,49,"['25,940', '']","['26,341', '']","['25,532', '']","['28,005', '']","['1,841', '']","['12,984', '']","['0', '']","['13,180', '']","['0', '']"
7989,r051,All institutions -> Florida International U.,All institutions,Florida International U.,2,50,"['18,688', '']","['24,968', '']","['27,354', '']","['27,997', '']","['0', '']","['22,439', '']","['0', '']","['5,218', '']","['340', '']"
7989,r052,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,51,"['30,869', '']","['30,196', '']","['27,652', '']","['27,919', '']","['3,695', '']","['15,518', '']","['0', '']","['8,706', '']","['0', '']"
7989,r053,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,52,"['23,212', '']","['26,589', '']","['26,495', '']","['27,906', '']","['0', '']","['14,017', '']","['0', '']","['9,032', '']","['4,857', '']"
7989,r054,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,53,"['25,154', '']","['26,742', '']","['27,628', '']","['27,304', '']","['3,780', '']","['12,853', '']","['0', '']","['10,671', '']","['0', '']"
7989,r055,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,54,"['24,779', '']","['26,050', '']","['25,619', '']","['26,742', '']","['0', '']","['11,762', '']","['0', '']","['14,980', '']","['0', '']"
7989,r056,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,55,"['42,277', '']","['40,040', '']","['27,216', '']","['26,696', '']","['0', '']","['11,950', '']","['0', '']","['14,746', '']","['0', '']"
7989,r057,All institutions -> New York U.,All institutions,New York U.,2,56,"['23,915', '']","['26,098', '']","['26,698', '']","['26,417', '']","['0', '']","['14,156', '']","['0', '']","['12,261', '']","['0', '']"
7989,r058,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,57,"['23,775', '']","['27,285', '']","['29,491', '']","['26,381', '']","['19,460', '']","['1,722', '']","['0', '']","['4,291', '']","['908', '']"
7989,r059,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,58,"['18,977', '']","['18,757', '']","['21,219', '']","['26,312', '']","['0', '']","['12,008', '']","['25', '']","['14,279', '']","['0', '']"
7989,r060,All institutions -> Washington State U.,All institutions,Washington State U.,2,59,"['31,387', '']","['32,628', '']","['24,243', '']","['26,256', '']","['166', '']","['13,478', '']","['1,598', '']","['10,978', '']","['36', '']"
7989,r061,All institutions -> U. Delaware,All institutions,U. Delaware,2,60,"['23,634', '']","['27,410', '']","['25,192', '']","['26,015', '']","['1,110', '']","['9,404', '']","['10,978', '']","['4,523', '']","['0', '']"
7989,r062,All institutions -> Emory U.,All institutions,Emory U.,2,61,"['22,517', '']","['23,150', '']","['22,505', '']","['25,676', '']","['0', '']","['20,841', '']","['0', '']","['4,835', '']","['0', '']"
7989,r063,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,62,"['28,112', '']","['26,100', '']","['25,853', '']","['25,194', '']","['0', '']","['10,171', '']","['406', '']","['14,617', '']","['0', '']"
7989,r064,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,63,"['21,049', '']","['26,835', '']","['24,214', '']","['24,374', '']","['130', '']","['14,389', '']","['1,184', '']","['7,913', '']","['758', '']"
7989,r065,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,64,"['22,345', '']","['24,852', '']","['23,401', '']","['24,320', '']","['0', '']","['11,696', '']","['6,944', '']","['5,680', '']","['0', '']"
7989,r066,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,65,"['17,483', '']","['19,445', '']","['20,709', '']","['24,279', '']","['0', '']","['8,833', '']","['0', '']","['15,248', '']","['198', '']"
7989,r067,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,66,"['24,133', '']","['23,944', '']","['22,366', '']","['23,438', '']","['0', '']","['10,020', '']","['0', '']","['12,979', '']","['439', '']"
7989,r068,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,67,"['10,912', '']","['15,021', '']","['17,990', '']","['23,329', '']","['0', '']","['13,389', '']","['0', '']","['9,940', '']","['0', '']"
7989,r069,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,68,"['26,313', '']","['29,660', '']","['25,703', '']","['23,111', '']","['1,730', '']","['5,579', '']","['2,320', '']","['13,193', '']","['289', '']"
7989,r070,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,69,"['24,443', '']","['31,623', '']","['28,757', '']","['22,250', '']","['4,116', '']","['10,139', '']","['0', '']","['7,995', '']","['0', '']"
7989,r071,All institutions -> Duke U.,All institutions,Duke U.,2,70,"['19,322', '']","['21,176', '']","['22,396', '']","['22,131', '']","['0', '']","['11,536', '']","['0', '']","['10,595', '']","['0', '']"
7989,r072,All institutions -> U. Southern California,All institutions,U. Southern California,2,71,"['17,751', '']","['20,109', '']","['23,644', '']","['21,413', '']","['2', '']","['12,687', '']","['2,965', '']","['5,759', '']","['0', '']"
7989,r073,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,72,"['20,096', '']","['19,508', '']","['21,580', '']","['21,109', '']","['0', '']","['8,696', '']","['600', '']","['11,111', '']","['702', '']"
7989,r074,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,73,"['24,307', '']","['25,677', '']","['21,239', '']","['20,809', '']","['0', '']","['6,532', '']","['0', '']","['14,277', '']","['0', '']"
7989,r075,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,74,"['25,776', '']","['25,535', '']","['26,366', '']","['20,108', '']","['7,012', '']","['2,141', '']","['0', '']","['1,675', '']","['9,280', '']"
7989,r076,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,75,"['17,898', '']","['20,013', '']","['16,895', '']","['19,885', '']","['0', '']","['12,458', '']","['0', '']","['4,254', '']","['3,173', '']"
7989,r077,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,76,"['19,319', '']","['17,660', '']","['17,669', '']","['19,708', '']","['185', '']","['101', '']","['0', '']","['13,988', '']","['5,434', '']"
7989,r078,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,77,"['13,821', '']","['17,039', '']","['18,278', '']","['19,202', '']","['13,537', '']","['2,106', '']","['690', '']","['2,869', '']","['0', '']"
7989,r079,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,78,"['14,184', '']","['17,976', '']","['19,144', '']","['18,308', '']","['0', '']","['5,555', '']","['0', '']","['12,753', '']","['0', '']"
7989,r080,All institutions -> Temple U.,All institutions,Temple U.,2,79,"['15,235', '']","['16,205', '']","['18,447', '']","['17,979', '']","['0', '']","['9,251', '']","['0', '']","['6,242', '']","['2,486', '']"
7989,r081,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,80,"['12,602', '']","['14,456', '']","['15,752', '']","['17,718', '']","['0', '']","['9,326', '']","['0', '']","['8,392', '']","['0', '']"
7989,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['16,816', '']","['16,829', '']","['18,546', '']","['17,682', '']","['0', '']","['4,998', '']","['7,202', '']","['5,482', '']","['0', '']"
7989,r083,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,82,"['17,221', '']","['17,836', '']","['19,395', '']","['17,588', '']","['3,653', '']","['9,032', '']","['0', '']","['4,705', '']","['198', '']"
7989,r084,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,83,"['15,858', '']","['19,017', '']","['19,060', '']","['17,572', '']","['0', '']","['0', '']","['0', '']","['17,572', '']","['0', '']"
7989,r085,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,84,"['16,505', '']","['16,166', '']","['17,037', '']","['17,559', '']","['0', '']","['9,556', '']","['0', '']","['8,003', '']","['0', '']"
7989,r086,All institutions -> Brown U.,All institutions,Brown U.,2,85,"['20,720', '']","['19,259', '']","['17,745', '']","['17,072', '']","['0', '']","['5,495', '']","['0', '']","['8,542', '']","['3,035', '']"
7989,r087,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,86,"['16,067', '']","['15,590', '']","['17,257', '']","['16,864', '']","['0', '']","['5,631', '']","['0', '']","['10,373', '']","['860', '']"
7989,r088,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,87,"['14,899', '']","['15,362', '']","['18,739', '']","['16,497', '']","['0', '']","['10,051', '']","['0', '']","['6,446', '']","['0', '']"
7989,r089,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,88,"['12,433', '']","['15,515', '']","['17,759', '']","['16,444', '']","['3,767', '']","['6,253', '']","['39', '']","['4,550', '']","['1,835', '']"
7989,r090,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,89,"['13,107', '']","['13,534', '']","['15,551', '']","['16,441', '']","['16,237', '']","['87', '']","['0', '']","['0', '']","['117', '']"
7989,r091,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,90,"['5,871', '']","['8,478', '']","['7,796', '']","['15,999', '']","['0', '']","['0', '']","['0', '']","['15,999', '']","['0', '']"
7989,r092,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,91,"['15,455', '']","['14,408', '']","['15,103', '']","['15,784', '']","['0', '']","['7,686', '']","['545', '']","['7,553', '']","['0', '']"
7989,r093,All institutions -> U. Kansas,All institutions,U. Kansas,2,92,"['8,845', '']","['8,686', '']","['7,502', '']","['15,492', '']","['748', '']","['11,480', '']","['0', '']","['3,264', '']","['0', '']"
7989,r094,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,93,"['13,042', '']","['15,338', '']","['16,781', '']","['15,415', '']","['7,655', '']","['2,846', '']","['761', '']","['4,153', '']","['0', '']"
7989,r095,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,94,"['11,626', '']","['13,220', '']","['15,247', '']","['15,214', '']","['22', '']","['5,463', '']","['425', '']","['9,147', '']","['157', '']"
7989,r096,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,95,"['10,266', '']","['9,838', '']","['13,701', '']","['15,157', '']","['0', '']","['7,463', '']","['0', '']","['7,631', '']","['63', '']"
7989,r097,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,96,"['14,459', '']","['12,963', '']","['13,353', '']","['15,071', '']","['11,601', '']","['1,165', '']","['0', '']","['2,284', '']","['21', '']"
7989,r098,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,97,"['13,416', '']","['15,682', '']","['13,422', '']","['14,672', '']","['223', '']","['12,382', '']","['0', '']","['0', '']","['2,067', '']"
7989,r099,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,98,"['20,446', '']","['14,920', '']","['18,586', '']","['14,568', '']","['0', '']","['10,445', '']","['0', '']","['4,123', '']","['0', '']"
7989,r100,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,99,"['13,242', '']","['15,894', '']","['13,905', '']","['13,926', '']","['0', '']","['4,742', '']","['0', '']","['9,184', '']","['0', '']"
7989,r101,All institutions -> U. Oregon,All institutions,U. Oregon,2,100,"['13,908', '']","['14,773', '']","['12,984', '']","['13,881', '']","['0', '']","['6,477', '']","['834', '']","['3,462', '']","['3,108', '']"
7989,r102,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,101,"['13,301', '']","['11,644', '']","['11,161', '']","['13,431', '']","['0', '']","['10,122', '']","['26', '']","['3,283', '']","['0', '']"
7989,r103,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,102,"['13,908', '']","['14,464', '']","['11,356', '']","['12,947', '']","['0', '']","['8,806', '']","['737', '']","['2,956', '']","['448', '']"
7989,r104,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,103,"['13,475', '']","['14,413', '']","['12,583', '']","['12,736', '']","['0', '']","['3,977', '']","['0', '']","['8,759', '']","['0', '']"
7989,r105,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,104,"['15,392', '']","['14,339', '']","['12,678', '']","['12,431', '']","['3,035', '']","['4,509', '']","['0', '']","['4,887', '']","['0', '']"
7989,r106,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,105,"['12,578', '']","['18,059', '']","['13,830', '']","['12,388', '']","['0', '']","['492', '']","['0', '']","['3,585', '']","['8,311', '']"
7989,r107,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,106,"['14,662', '']","['15,038', '']","['12,143', '']","['12,251', '']","['0', '']","['6,355', '']","['444', '']","['2,883', '']","['2,569', '']"
7989,r108,All institutions -> Boston C.,All institutions,Boston C.,2,107,"['8,313', '']","['9,572', '']","['9,306', '']","['11,863', '']","['0', '']","['8,543', '']","['0', '']","['3,320', '']","['0', '']"
7989,r109,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,108,"['11,561', '']","['10,617', '']","['11,234', '']","['11,547', '']","['0', '']","['7,037', '']","['0', '']","['4,510', '']","['0', '']"
7989,r110,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,109,"['14,409', '']","['11,076', '']","['8,699', '']","['10,970', '']","['5,967', '']","['1,679', '']","['0', '']","['3,324', '']","['0', '']"
7989,r111,All institutions -> U. Georgia,All institutions,U. Georgia,2,110,"['19,257', '']","['13,275', '']","['11,295', '']","['10,896', '']","['339', '']","['8,057', '']","['1', '']","['2,499', '']","['0', '']"
7989,r112,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,111,"['8,980', '']","['8,796', '']","['11,346', '']","['10,812', '']","['47', '']","['3,333', '']","['1,699', '']","['5,336', '']","['397', '']"
7989,r113,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,112,"['10,951', '']","['14,617', '']","['11,652', '']","['10,803', '']","['0', '']","['3,235', '']","['0', '']","['7,568', '']","['0', '']"
7989,r114,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,113,"['10,131', '']","['11,312', '']","['10,381', '']","['10,755', '']","['5', '']","['4,790', '']","['2,117', '']","['3,675', '']","['168', '']"
7989,r115,All institutions -> U. Toledo,All institutions,U. Toledo,2,114,"['8,752', '']","['7,438', '']","['7,445', '']","['10,594', '']","['742', '']","['3,069', '']","['0', '']","['6,700', '']","['83', '']"
7989,r116,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,115,"['9,520', '']","['9,099', '']","['9,692', '']","['10,589', '']","['160', '']","['5,482', '']","['0', '']","['4,851', '']","['96', '']"
7989,r117,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,116,"['6,488', '']","['7,281', '']","['9,151', '']","['10,525', '']","['0', '']","['2,694', '']","['0', '']","['7,444', '']","['387', '']"
7989,r118,All institutions -> Clemson U.,All institutions,Clemson U.,2,117,"['12,320', '']","['11,401', '']","['10,823', '']","['10,139', '']","['0', '']","['3,121', '']","['107', '']","['5,915', '']","['996', '']"
7989,r119,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,118,"['6,900', '']","['6,903', '']","['6,502', '']","['10,077', '']","['0', '']","['3,801', '']","['5,306', '']","['970', '']","['0', '']"
7989,r120,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,119,"['12,725', '']","['14,060', '']","['11,433', '']","['9,900', '']","['0', '']","['5,647', '']","['0', '']","['3,623', '']","['630', '']"
