table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022,field_2023_all_social_sciences,field_2023_anthropology,field_2023_economics,field_2023_political_science_and_government,field_2023_sociology_demography_and_population_studies,field_2023_social_sciences_nec
12702,r025,All institutions -> George Washington U.,All institutions,George Washington U.,2,24,"['25,348', '']","['23,621', '']","['25,553', '']","['38,480', '']","['2,376', '']","['3,929', '']","['2,248', '']","['4,542', '']","['25,385', '']"
12702,r026,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,25,"['24,697', '']","['33,767', '']","['37,729', '']","['37,953', '']","['615', '']","['13,881', '']","['4,302', '']","['9,154', '']","['10,001', '']"
12702,r027,All institutions -> U. Chicago,All institutions,U. Chicago,2,26,"['23,750', '']","['22,088', '']","['26,781', '']","['34,694', '']","['84', '']","['10,105', '']","['1,191', '']","['2,169', '']","['21,145', '']"
12702,r028,All institutions -> U. South Florida<sup>b</sup>,All institutions,U. South Florida<sup>b</sup>,2,27,"['31,616', '']","['33,907', '']","['30,394', '']","['33,891', '']","['2,564', '']","['714', '']","['1,818', '']","['2,673', '']","['26,122', '']"
12702,r029,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,28,"['20,650', '']","['23,660', '']","['22,612', '']","['32,781', '']","['1,422', '']","['599', '']","['948', '']","['24,222', '']","['5,590', '']"
12702,r030,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,29,"['29,389', '']","['28,965', '']","['29,994', '']","['32,324', '']","['2,217', '']","['6,496', '']","['6,419', '']","['1,658', '']","['15,534', '']"
12702,r031,All institutions -> Cornell U.,All institutions,Cornell U.,2,30,"['25,622', '']","['22,269', '']","['23,814', '']","['30,044', '']","['395', '']","['3,451', '']","['2,333', '']","['6,846', '']","['17,019', '']"
12702,r032,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,31,"['7,187', '']","['8,539', '']","['21,601', '']","['28,357', '']","['2,126', '']","['5,229', '']","['8,924', '']","['1,085', '']","['10,993', '']"
12702,r033,All institutions -> U. Arizona,All institutions,U. Arizona,2,32,"['17,689', '']","['18,628', '']","['22,491', '']","['27,542', '']","['4,346', '']","['4,008', '']","['1,118', '']","['5,535', '']","['12,535', '']"
12702,r034,All institutions -> U. Delaware,All institutions,U. Delaware,2,33,"['12,936', '']","['13,326', '']","['22,727', '']","['26,345', '']","['0', '']","['4,405', '']","['2,586', '']","['6,177', '']","['13,177', '']"
12702,r035,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,34,"['32,157', '']","['25,601', '']","['25,716', '']","['25,913', '']","['486', '']","['748', '']","['1,233', '']","['3,448', '']","['19,998', '']"
12702,r036,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,35,"['25,117', '']","['22,854', '']","['22,375', '']","['25,241', '']","['1,078', '']","['45', '']","['318', '']","['9,758', '']","['14,042', '']"
12702,r037,All institutions -> Florida State U.,All institutions,Florida State U.,2,36,"['19,446', '']","['18,501', '']","['17,838', '']","['25,182', '']","['605', '']","['3,493', '']","['3,839', '']","['2,304', '']","['14,941', '']"
12702,r038,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,37,"['18,486', '']","['17,017', '']","['28,605', '']","['24,943', '']","['597', '']","['8,009', '']","['1,918', '']","['7,377', '']","['7,042', '']"
12702,r039,All institutions -> Rice U.,All institutions,Rice U.,2,38,"['19,959', '']","['21,092', '']","['21,779', '']","['24,172', '']","['736', '']","['773', '']","['10,382', '']","['11,279', '']","['1,002', '']"
12702,r040,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,39,"['15,458', '']","['13,491', '']","['16,490', '']","['23,577', '']","['68', '']","['92', '']","['9,969', '']","['7,140', '']","['6,308', '']"
12702,r041,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,40,"['19,942', '']","['22,940', '']","['31,031', '']","['23,568', '']","['239', '']","['4,672', '']","['3,767', '']","['5,359', '']","['9,531', '']"
12702,r042,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,41,"['18,762', '']","['21,988', '']","['24,515', '']","['23,363', '']","['1,577', '']","['8,318', '']","['834', '']","['493', '']","['12,141', '']"
12702,r043,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,42,"['12,591', '']","['13,819', '']","['18,340', '']","['23,237', '']","['0', '']","['0', '']","['0', '']","['23,237', '']","['0', '']"
12702,r044,All institutions -> Stanford U.,All institutions,Stanford U.,2,43,"['24,770', '']","['22,559', '']","['18,390', '']","['22,966', '']","['371', '']","['4,908', '']","['10,270', '']","['239', '']","['7,178', '']"
12702,r045,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,44,"['20,370', '']","['23,175', '']","['19,335', '']","['22,605', '']","['605', '']","['987', '']","['1,708', '']","['16,011', '']","['3,294', '']"
12702,r046,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,45,"['13,869', '']","['15,472', '']","['19,950', '']","['22,332', '']","['0', '']","['16,107', '']","['0', '']","['0', '']","['6,225', '']"
12702,r047,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,46,"['17,493', '']","['20,948', '']","['20,418', '']","['22,266', '']","['1,212', '']","['4,128', '']","['381', '']","['323', '']","['16,222', '']"
12702,r048,All institutions -> Florida International U.,All institutions,Florida International U.,2,47,"['17,828', '']","['19,172', '']","['20,526', '']","['21,873', '']","['0', '']","['2,743', '']","['2,939', '']","['1,800', '']","['14,391', '']"
12702,r049,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,48,"['15,131', '']","['17,832', '']","['19,583', '']","['21,393', '']","['3,710', '']","['0', '']","['1,410', '']","['11,354', '']","['4,919', '']"
12702,r050,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,49,"['16,907', '']","['19,706', '']","['22,172', '']","['20,938', '']","['2,687', '']","['6,759', '']","['2,292', '']","['4,244', '']","['4,956', '']"
12702,r051,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,50,"['11,597', '']","['14,413', '']","['17,891', '']","['20,411', '']","['146', '']","['1,295', '']","['1,004', '']","['1,173', '']","['16,793', '']"
12702,r052,All institutions -> Yale U.,All institutions,Yale U.,2,51,"['15,994', '']","['14,055', '']","['13,840', '']","['19,496', '']","['1,923', '']","['9,834', '']","['2,119', '']","['4,266', '']","['1,354', '']"
12702,r053,All institutions -> American U.,All institutions,American U.,2,52,"['20,632', '']","['16,428', '']","['17,191', '']","['18,962', '']","['0', '']","['2,385', '']","['8,928', '']","['698', '']","['6,951', '']"
12702,r054,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,53,"['14,784', '']","['11,332', '']","['13,157', '']","['18,686', '']","['35', '']","['0', '']","['2,529', '']","['8,679', '']","['7,443', '']"
12702,r055,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,54,"['15,556', '']","['11,605', '']","['11,122', '']","['18,507', '']","['98', '']","['119', '']","['9,761', '']","['5,605', '']","['2,924', '']"
12702,r056,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,55,"['25,818', '']","['11,396', '']","['13,702', '']","['17,870', '']","['4,458', '']","['1,560', '']","['4,803', '']","['1,290', '']","['5,759', '']"
12702,r057,All institutions -> Tufts U.,All institutions,Tufts U.,2,56,"['12,852', '']","['15,859', '']","['19,308', '']","['17,786', '']","['586', '']","['2,857', '']","['650', '']","['0', '']","['13,693', '']"
12702,r058,All institutions -> U. Florida,All institutions,U. Florida,2,57,"['13,552', '']","['16,015', '']","['16,987', '']","['17,586', '']","['1,196', '']","['6,073', '']","['2,997', '']","['127', '']","['7,193', '']"
12702,r059,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,58,"['11,344', '']","['13,329', '']","['15,906', '']","['17,256', '']","['373', '']","['4,365', '']","['733', '']","['5,756', '']","['6,029', '']"
12702,r060,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,59,"['21,150', '']","['14,611', '']","['14,770', '']","['17,096', '']","['915', '']","['13,799', '']","['819', '']","['1,563', '']","['0', '']"
12702,r061,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,60,"['16,443', '']","['14,018', '']","['15,231', '']","['16,815', '']","['986', '']","['425', '']","['350', '']","['10,932', '']","['4,122', '']"
12702,r062,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,61,"['20,551', '']","['12,288', '']","['16,133', '']","['16,605', '']","['1,651', '']","['2,397', '']","['9,368', '']","['2,217', '']","['972', '']"
12702,r063,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,62,"['8,860', '']","['10,334', '']","['12,729', '']","['16,096', '']","['629', '']","['5,694', '']","['5,228', '']","['1,521', '']","['3,024', '']"
12702,r064,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,63,"['14,165', '']","['14,920', '']","['19,097', '']","['15,676', '']","['1,050', '']","['3,200', '']","['3,257', '']","['2,323', '']","['5,846', '']"
12702,r065,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,64,"['2,238', '']","['1,325', '']","['1,067', '']","['14,400', '']","['5,468', '']","['1,429', '']","['2,300', '']","['4,215', '']","['988', '']"
12702,r066,All institutions -> U. Utah,All institutions,U. Utah,2,65,"['14,837', 'i']","['6,254', 'i']","['16,524', '']","['14,062', '']","['621', '']","['141', '']","['336', '']","['12,021', '']","['943', '']"
12702,r067,All institutions -> Boston U.,All institutions,Boston U.,2,66,"['7,931', '']","['9,041', '']","['12,084', '']","['14,027', '']","['777', '']","['3,270', '']","['301', '']","['1,546', '']","['8,133', '']"
12702,r068,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,67,"['13,082', '']","['11,574', '']","['14,507', '']","['13,608', '']","['0', '']","['6,332', '']","['507', '']","['3,054', '']","['3,715', '']"
12702,r069,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,68,"['4,595', '']","['9,556', '']","['12,938', '']","['13,350', '']","['792', '']","['3,707', '']","['898', '']","['2,908', '']","['5,045', '']"
12702,r070,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,69,"['14,787', '']","['11,988', '']","['15,024', '']","['13,333', '']","['4,596', '']","['1,701', '']","['833', '']","['808', '']","['5,395', '']"
12702,r071,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,70,"['11,877', '']","['11,235', '']","['12,411', '']","['13,213', '']","['0', '']","['6,536', '']","['1,169', '']","['1,389', '']","['4,119', '']"
12702,r072,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,71,"['10,624', '']","['10,544', '']","['13,611', '']","['13,113', '']","['2,181', '']","['608', '']","['39', '']","['3,358', '']","['6,927', '']"
12702,r073,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,72,"['12,741', '']","['12,606', '']","['13,324', '']","['13,104', '']","['1,380', '']","['885', '']","['1,561', '']","['743', '']","['8,535', '']"
12702,r074,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,73,"['16,948', '']","['18,063', '']","['17,920', '']","['12,798', '']","['396', '']","['1,732', '']","['7,010', '']","['1,157', '']","['2,503', '']"
12702,r075,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,74,"['12,461', '']","['12,392', '']","['12,720', '']","['12,649', '']","['0', '']","['1,752', '']","['180', '']","['0', '']","['10,717', '']"
12702,r076,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,75,"['12,734', '']","['12,178', '']","['12,312', '']","['12,589', '']","['658', '']","['59', '']","['2,546', '']","['5,590', '']","['3,736', '']"
12702,r077,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,76,"['9,447', '']","['9,393', '']","['10,456', '']","['12,152', '']","['1,651', '']","['894', '']","['906', '']","['3,866', '']","['4,835', '']"
12702,r078,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,77,"['4,386', '']","['5,880', '']","['790', '']","['11,687', '']","['84', '']","['0', '']","['0', '']","['966', '']","['10,637', '']"
12702,r079,All institutions -> William & Mary,All institutions,William & Mary,2,78,"['10,623', '']","['9,878', '']","['10,114', '']","['11,684', '']","['195', '']","['24', '']","['10,367', '']","['261', '']","['837', '']"
12702,r080,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,79,"['na', '']","['na', '']","['na', '']","['11,621', '']","['0', '']","['1,899', '']","['1,431', '']","['5,875', '']","['2,416', '']"
12702,r081,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,80,"['11,291', '']","['11,451', '']","['9,610', '']","['11,576', '']","['431', '']","['0', '']","['2,040', '']","['3,356', '']","['5,749', '']"
12702,r082,All institutions -> Boston C.,All institutions,Boston C.,2,81,"['11,862', '']","['10,756', '']","['9,261', '']","['11,542', '']","['0', '']","['502', '']","['145', '']","['4,853', '']","['6,042', '']"
12702,r083,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,82,"['7,905', '']","['8,351', '']","['8,851', '']","['11,499', '']","['273', '']","['976', '']","['624', '']","['345', '']","['9,281', '']"
12702,r084,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,83,"['11,615', '']","['13,062', '']","['9,361', '']","['11,463', '']","['0', '']","['256', '']","['3,609', '']","['4,825', '']","['2,773', '']"
12702,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['12,338', '']","['15,147', '']","['12,699', '']","['11,439', '']","['527', '']","['5,327', '']","['564', '']","['865', '']","['4,156', '']"
12702,r086,All institutions -> Johns Hopkins U.<sup>d</sup>,All institutions,Johns Hopkins U.<sup>d</sup>,2,85,"['6,221', 'i']","['5,305', 'i']","['9,118', 'i']","['11,336', 'i']","['96', 'i']","['463', 'i']","['229', 'i']","['9,117', 'i']","['1,431', 'i']"
12702,r087,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,86,"['7,631', '']","['8,231', '']","['10,473', '']","['11,052', '']","['23', '']","['589', '']","['14', '']","['206', '']","['10,220', '']"
12702,r088,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,87,"['12,171', '']","['10,596', '']","['9,813', '']","['10,761', '']","['1,360', '']","['5,054', '']","['1,333', '']","['1,262', '']","['1,752', '']"
12702,r089,All institutions -> Texas State U.,All institutions,Texas State U.,2,88,"['4,907', '']","['4,437', '']","['10,265', '']","['10,760', '']","['653', '']","['0', '']","['4', '']","['193', '']","['9,910', '']"
12702,r090,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,89,"['10,750', '']","['9,633', '']","['10,049', '']","['10,652', '']","['0', '']","['6,974', '']","['760', '']","['1,046', '']","['1,872', '']"
12702,r091,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,90,"['7,005', '']","['7,351', '']","['11,158', '']","['10,539', '']","['549', '']","['1,810', '']","['1,293', '']","['3,336', '']","['3,551', '']"
12702,r092,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,91,"['6,251', '']","['5,445', '']","['9,806', '']","['10,445', '']","['0', '']","['5,501', '']","['1,356', '']","['1,417', '']","['2,171', '']"
12702,r093,All institutions -> U. Memphis,All institutions,U. Memphis,2,92,"['7,750', '']","['7,319', '']","['8,068', '']","['10,088', '']","['575', '']","['194', '']","['2,057', '']","['2,798', '']","['4,464', '']"
12702,r094,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,93,"['5,132', '']","['5,224', '']","['6,764', '']","['10,057', '']","['0', '']","['126', '']","['178', '']","['1,998', '']","['7,755', '']"
12702,r095,All institutions -> U. Vermont,All institutions,U. Vermont,2,94,"['4,492', '']","['6,052', '']","['8,023', '']","['9,950', '']","['571', '']","['5,985', '']","['1,408', '']","['543', '']","['1,443', '']"
12702,r096,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,95,"['5,846', '']","['5,604', '']","['6,718', '']","['9,883', '']","['955', '']","['1,299', '']","['813', '']","['497', '']","['6,319', '']"
12702,r097,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,96,"['924', '']","['927', '']","['880', '']","['9,403', '']","['612', '']","['2,405', '']","['1,417', '']","['1,389', '']","['3,580', '']"
12702,r098,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,97,"['6,645', '']","['6,705', '']","['9,724', '']","['9,126', '']","['624', '']","['3,386', '']","['3,274', '']","['665', '']","['1,177', '']"
12702,r099,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,98,"['9,826', '']","['10,768', '']","['9,396', '']","['8,771', '']","['0', '']","['6,904', '']","['444', '']","['1,423', '']","['0', '']"
12702,r100,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,99,"['15,215', '']","['6,686', '']","['7,856', '']","['8,600', '']","['0', '']","['6,369', '']","['0', '']","['1,286', '']","['945', '']"
12702,r101,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,100,"['4,819', '']","['5,623', '']","['7,235', '']","['8,461', '']","['410', '']","['2,376', '']","['970', '']","['1,806', '']","['2,899', '']"
12702,r102,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,101,"['7,374', '']","['6,935', '']","['8,004', '']","['8,249', '']","['1,088', '']","['1,504', '']","['2,093', '']","['1,203', '']","['2,361', '']"
12702,r103,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,102,"['6,923', '']","['10,196', '']","['10,305', '']","['8,107', '']","['0', '']","['4,289', '']","['714', '']","['2,691', '']","['413', '']"
12702,r104,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,103,"['6,040', '']","['6,669', '']","['6,114', '']","['8,103', '']","['0', '']","['537', '']","['5,173', '']","['1,027', '']","['1,366', '']"
12702,r105,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,104,"['33,645', '']","['7,467', '']","['12,596', '']","['7,944', '']","['0', '']","['221', '']","['0', '']","['2,481', '']","['5,242', '']"
12702,r106,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,105,"['5,924', '']","['6,915', '']","['6,681', '']","['7,826', '']","['0', '']","['285', '']","['646', '']","['305', '']","['6,590', '']"
12702,r107,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,106,"['3,973', '']","['2,947', '']","['2,519', '']","['7,825', '']","['438', '']","['813', '']","['1,402', '']","['1,907', '']","['3,265', '']"
12702,r108,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,107,"['5,106', '']","['4,876', '']","['5,653', '']","['7,749', '']","['870', '']","['1,146', '']","['456', '']","['1,186', '']","['4,091', '']"
12702,r109,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,108,"['5,724', '']","['5,411', '']","['5,793', '']","['7,665', '']","['0', '']","['938', '']","['374', '']","['1,618', '']","['4,735', '']"
12702,r110,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,109,"['6,696', '']","['5,713', '']","['6,357', '']","['7,579', '']","['0', '']","['2,084', '']","['0', '']","['1,550', '']","['3,945', '']"
12702,r111,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,110,"['6,306', '']","['6,536', '']","['7,012', '']","['7,566', '']","['872', '']","['4,307', '']","['798', '']","['588', '']","['1,001', '']"
12702,r112,All institutions -> Clemson U.,All institutions,Clemson U.,2,111,"['6,680', '']","['6,298', '']","['6,858', '']","['7,532', '']","['0', '']","['333', '']","['222', '']","['1,961', '']","['5,016', '']"
12702,r113,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,112,"['7,186', '']","['4,212', '']","['6,866', '']","['7,479', '']","['3,185', '']","['460', '']","['2,815', '']","['760', '']","['259', '']"
12702,r114,All institutions -> New School,All institutions,New School,2,113,"['3,790', '']","['5,293', '']","['6,743', '']","['7,393', '']","['20', '']","['3,032', '']","['919', '']","['1,607', '']","['1,815', '']"
12702,r115,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,114,"['1,701', '']","['4,959', '']","['4,614', '']","['7,273', '']","['0', '']","['556', '']","['6,717', '']","['0', '']","['0', '']"
12702,r116,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,115,"['6,265', '']","['5,902', '']","['4,782', '']","['7,143', '']","['0', '']","['147', '']","['131', '']","['0', '']","['6,865', '']"
12702,r117,All institutions -> U. Denver,All institutions,U. Denver,2,116,"['2,092', '']","['1,678', '']","['3,542', '']","['7,023', '']","['95', '']","['56', '']","['420', '']","['115', '']","['6,337', '']"
12702,r118,All institutions -> Tulane U.,All institutions,Tulane U.,2,117,"['6,876', '']","['6,935', '']","['6,996', '']","['6,522', '']","['609', '']","['3,046', '']","['846', '']","['1,495', '']","['526', '']"
12702,r119,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,118,"['5,659', '']","['7,181', '']","['5,576', 'i']","['6,360', '']","['0', '']","['6,311', '']","['29', '']","['20', '']","['0', '']"
12702,r120,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,119,"['3,696', '']","['4,075', '']","['5,072', '']","['6,340', '']","['147', '']","['4,088', '']","['82', '']","['1,589', '']","['434', '']"
