table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10118,r015,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,14,"['750,447', '']","['130,164', '']","['26,309', '']","['355,651', '']","['73,862', '']","['59,499', '']","['27,187', '']","['77,775', '']"
10118,r016,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,15,"['740,854', '']","['42,075', '']","['78,676', '']","['423,835', '']","['13,728', '']","['109,834', '']","['30,025', '']","['42,681', '']"
10118,r017,All institutions -> Yale U.,All institutions,Yale U.,2,16,"['689,270', '']","['33,555', '']","['11,409', '']","['599,703', '']","['2,572', '']","['34,189', '']","['990', '']","['6,852', '']"
10118,r018,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,17,"['681,353', '']","['24,820', '']","['7,135', '']","['617,453', '']","['9,549', '']","['20,371', '']","['524', '']","['1,501', '']"
10118,r019,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,18,"['681,159', '']","['274,204', '']","['45,400', '']","['169,289', '']","['18,875', '']","['75,302', '']","['35,157', '']","['62,932', '']"
10118,r020,All institutions -> New York U.,All institutions,New York U.,2,19,"['668,381', '']","['19,381', '']","['5,322', '']","['583,692', '']","['1,572', '']","['43,497', '']","['840', '']","['14,077', '']"
10118,r021,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,20,"['666,282', '']","['37,196', '']","['10,858', '']","['570,513', '']","['3,032', '']","['27,889', '']","['880', '']","['15,914', '']"
10118,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['652,384', '']","['36,190', '']","['24,107', '']","['453,718', '']","['8,267', '']","['72,227', '']","['41,976', '']","['15,899', '']"
10118,r023,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,22,"['636,902', '']","['45,916', '']","['29,057', '']","['383,114', '']","['9,173', '']","['61,621', '']","['43,453', '']","['64,568', '']"
10118,r024,All institutions -> Cornell U.,All institutions,Cornell U.,2,23,"['636,481', '']","['49,918', '']","['24,801', '']","['389,731', '']","['8,604', '']","['107,958', '']","['41,219', '']","['14,250', '']"
10118,r025,All institutions -> Harvard U.,All institutions,Harvard U.,2,24,"['628,683', '']","['57,929', '']","['20,978', '']","['472,585', '']","['9,545', '']","['49,923', '']","['387', '']","['17,336', '']"
10118,r026,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,25,"['618,771', '']","['50,435', '']","['30,065', '']","['467,367', '']","['3,872', '']","['57,278', '']","['411', '']","['9,343', '']"
10118,r027,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,26,"['610,646', '']","['21,977', '']","['0', '']","['585,539', '']","['396', '']","['1,299', '']","['85', '']","['1,350', '']"
10118,r028,All institutions -> U. Southern California,All institutions,U. Southern California,2,27,"['601,747', '']","['122,075', '']","['10,556', '']","['397,767', '']","['3,539', '']","['46,412', '']","['77', '']","['21,321', '']"
10118,r029,All institutions -> Emory U.,All institutions,Emory U.,2,28,"['568,149', '']","['12,007', '']","['3,772', '']","['532,883', '']","['970', '']","['13,359', '']","['691', '']","['4,467', '']"
10118,r030,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,29,"['536,296', '']","['211,424', '']","['54,041', '']","['119,022', '']","['17,385', '']","['110,937', '']","['403', '']","['23,084', '']"
10118,r031,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,30,"['531,056', '']","['135,575', '']","['82,270', '']","['148,759', '']","['40,331', '']","['106,311', '']","['0', '']","['17,810', '']"
10118,r032,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,31,"['507,892', '']","['38,946', '']","['31,077', '']","['63,352', '']","['166,203', '']","['106,602', '']","['2,075', '']","['99,637', '']"
10118,r033,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,32,"['505,355', '']","['52,870', '']","['50,115', '']","['133,931', '']","['10,168', '']","['137,220', '']","['46,205', '']","['74,846', '']"
10118,r034,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,33,"['468,542', '']","['48,175', '']","['45,902', '']","['166,783', '']","['74,073', '']","['100,084', '']","['3,904', '']","['29,621', '']"
10118,r035,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,34,"['468,468', '']","['27,617', '']","['19,800', '']","['290,032', '']","['7,974', '']","['43,464', '']","['50,132', '']","['29,449', '']"
10118,r036,All institutions -> U. Florida,All institutions,U. Florida,2,35,"['467,739', '']","['47,390', '']","['17,469', '']","['249,511', '']","['11,394', '']","['58,242', '']","['45,735', '']","['37,998', '']"
10118,r037,All institutions -> U. Chicago,All institutions,U. Chicago,2,36,"['456,806', '']","['26,106', '']","['16,632', '']","['324,202', '']","['8,437', '']","['74,035', '']","['426', '']","['6,968', '']"
10118,r038,All institutions -> U. Colorado Anschutz Medical Campus<sup>d</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>d</sup>,2,37,"['429,949', '']","['18,448', '']","['0', '']","['395,404', '']","['0', '']","['4,081', '']","['25', '']","['11,991', '']"
10118,r039,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,38,"['421,223', '']","['24,013', '']","['2,484', '']","['380,585', '']","['2,244', '']","['6,387', '']","['104', '']","['5,406', '']"
10118,r040,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,39,"['420,953', '']","['62,791', '']","['90,166', '']","['83,915', '']","['10,846', '']","['117,743', '']","['24,588', '']","['30,904', '']"
10118,r041,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,40,"['420,054', '']","['19,239', '']","['0', '']","['358,696', '']","['16,360', '']","['4,400', '']","['15,671', '']","['5,688', '']"
10118,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['413,102', '']","['20,741', '']","['6,972', '']","['329,129', '']","['10,452', '']","['35,437', '']","['310', '']","['10,061', '']"
10118,r043,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,42,"['381,504', '']","['16,019', '']","['127,822', '']","['104,978', '']","['3,930', '']","['63,157', '']","['33,485', '']","['32,113', '']"
10118,r044,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,43,"['380,423', '']","['17,244', '']","['7,513', '']","['340,332', '']","['3,629', '']","['10,859', '']","['406', '']","['440', '']"
10118,r045,All institutions -> U. Arizona,All institutions,U. Arizona,2,44,"['374,936', '']","['34,437', '']","['10,616', '']","['187,114', '']","['60,760', '']","['51,132', '']","['15,395', '']","['15,482', '']"
10118,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['367,040', '']","['26,133', '']","['42,094', '']","['245,834', '']","['4,027', '']","['43,706', '']","['760', '']","['4,486', '']"
10118,r047,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,46,"['360,300', '']","['21,934', '']","['6,152', '']","['276,691', '']","['1,293', '']","['39,770', '']","['627', '']","['13,833', '']"
10118,r048,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,47,"['352,890', '']","['70,926', '']","['33,847', '']","['78,444', '']","['13,223', '']","['87,682', '']","['27,335', '']","['41,433', '']"
10118,r049,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,48,"['351,660', '']","['16,363', '']","['10,666', '']","['231,018', '']","['3,060', '']","['42,275', '']","['23,800', '']","['24,478', '']"
10118,r050,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,49,"['350,392', '']","['13,541', '']","['3,287', '']","['310,961', '']","['707', '']","['13,046', '']","['56', '']","['8,794', '']"
10118,r051,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,50,"['346,724', '']","['10,755', '']","['32', '']","['333,732', '']","['128', '']","['1,082', '']","['0', '']","['995', '']"
10118,r052,All institutions -> U. Rochester,All institutions,U. Rochester,2,51,"['334,503', '']","['12,329', '']","['91,685', '']","['207,285', '']","['1,825', '']","['20,026', '']","['20', '']","['1,333', '']"
10118,r053,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,52,"['332,993', '']","['36,141', '']","['14,154', '']","['212,368', '']","['4,419', '']","['40,851', '']","['1,190', '']","['23,870', '']"
10118,r054,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,53,"['326,401', '']","['28,973', '']","['23,564', '']","['89,631', '']","['83,886', '']","['94,888', '']","['0', '']","['5,459', '']"
10118,r055,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,54,"['316,727', '']","['100,464', '']","['20,904', '']","['57,818', '']","['10,455', '']","['33,534', '']","['44,464', '']","['49,088', '']"
10118,r056,All institutions -> U. Iowa,All institutions,U. Iowa,2,55,"['314,346', '']","['16,617', '']","['3,726', '']","['223,247', '']","['42,072', '']","['12,113', '']","['963', '']","['15,608', '']"
10118,r057,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,56,"['309,094', '']","['43,855', '']","['22,087', '']","['79,143', '']","['49,398', '']","['77,812', '']","['3,195', '']","['33,604', '']"
10118,r058,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,57,"['298,154', '']","['10,629', '']","['404', '']","['282,769', '']","['1,494', '']","['1,722', '']","['194', '']","['942', '']"
10118,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['291,393', '']","['19,376', '']","['19,058', '']","['185,563', '']","['5,167', '']","['49,528', '']","['395', '']","['12,306', '']"
10118,r060,All institutions -> Utah State U.,All institutions,Utah State U.,2,59,"['280,866', '']","['131,862', '']","['4,455', '']","['11,276', '']","['40,850', '']","['15,007', '']","['10,736', '']","['66,680', '']"
10118,r061,All institutions -> U. Miami,All institutions,U. Miami,2,60,"['265,212', '']","['26,703', '']","['1,284', '']","['189,650', '']","['3,246', '']","['9,985', '']","['241', '']","['34,103', '']"
10118,r062,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,61,"['259,160', '']","['111,193', '']","['16,658', '']","['42,840', '']","['7,239', '']","['69,614', '']","['1,259', '']","['10,357', '']"
10118,r063,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,62,"['258,147', '']","['6,900', '']","['396', '']","['247,901', '']","['0', '']","['1,286', '']","['151', '']","['1,513', '']"
10118,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['253,852', '']","['11,889', '']","['13,364', '']","['180,292', '']","['2,553', '']","['19,130', '']","['14,045', '']","['12,579', '']"
10118,r065,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,64,"['251,328', '']","['12,378', '']","['10,314', '']","['192,025', '']","['500', '']","['23,792', '']","['121', '']","['12,198', '']"
10118,r066,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,65,"['250,582', '']","['32,063', '']","['28,484', '']","['51,694', '']","['2,512', '']","['56,206', '']","['51,000', '']","['28,623', '']"
10118,r067,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,66,"['242,135', '']","['2,784', '']","['124', '']","['234,754', '']","['806', '']","['3,172', '']","['0', '']","['495', '']"
10118,r068,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,67,"['240,305', '']","['56,414', '']","['21,423', '']","['48,876', '']","['5,171', '']","['51,087', '']","['22,949', '']","['34,385', '']"
10118,r069,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,68,"['232,774', '']","['22,576', '']","['13,826', '']","['156,055', '']","['3,851', '']","['28,587', '']","['1,694', '']","['6,185', '']"
10118,r070,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,69,"['230,752', '']","['22,079', '']","['6,786', '']","['125,263', '']","['2,243', '']","['42,254', '']","['8,702', '']","['23,425', '']"
10118,r071,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,70,"['225,659', '']","['12,224', '']","['0', '']","['211,709', '']","['485', '']","['918', '']","['42', '']","['281', '']"
10118,r072,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,71,"['220,780', '']","['5,969', '']","['0', '']","['214,688', '']","['0', '']","['0', '']","['38', '']","['85', '']"
10118,r073,All institutions -> U. Georgia,All institutions,U. Georgia,2,72,"['220,343', '']","['6,816', '']","['14,581', '']","['95,248', '']","['1,413', '']","['39,153', '']","['44,862', '']","['18,270', '']"
10118,r074,All institutions -> Princeton U.,All institutions,Princeton U.,2,73,"['218,390', '']","['29,379', '']","['30,766', '']","['58,925', '']","['15,677', '']","['70,247', '']","['1,385', '']","['12,011', '']"
10118,r075,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,74,"['218,231', '']","['47,799', '']","['8,111', '']","['122,689', '']","['1,344', '']","['26,828', '']","['386', '']","['11,074', '']"
10118,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['215,067', '']","['19,511', '']","['6,583', '']","['149,308', '']","['4,764', '']","['28,913', '']","['110', '']","['5,878', '']"
10118,r077,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,76,"['211,550', '']","['44,908', 'i']","['1,661', 'i']","['1,682', 'i']","['8,406', 'i']","['130,016', 'i']","['13', 'i']","['24,864', 'i']"
10118,r078,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,77,"['210,994', '']","['14,075', '']","['7,212', '']","['85,136', '']","['37,076', '']","['19,652', '']","['814', '']","['47,029', '']"
10118,r079,All institutions -> U. South Florida<sup>e</sup>,All institutions,U. South Florida<sup>e</sup>,2,78,"['206,552', '']","['12,998', '']","['2,056', '']","['126,254', '']","['2,354', '']","['15,319', '']","['210', '']","['47,361', '']"
10118,r080,All institutions -> U. Dayton,All institutions,U. Dayton,2,79,"['203,206', '']","['192,587', '']","['1,209', '']","['969', '']","['546', '']","['1,190', '']","['8', '']","['6,697', '']"
10118,r081,All institutions -> U. Kansas,All institutions,U. Kansas,2,80,"['200,117', '']","['7,049', '']","['4,572', '']","['131,767', '']","['2,955', '']","['25,253', '']","['648', '']","['27,873', '']"
10118,r082,All institutions -> U. Delaware,All institutions,U. Delaware,2,81,"['194,775', '']","['25,879', '']","['17,218', '']","['54,711', '']","['5,475', '']","['39,581', '']","['5,134', '']","['46,777', '']"
10118,r083,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,82,"['194,187', '']","['182,363', '']","['30', '']","['11,523', '']","['0', '']","['0', '']","['115', '']","['156', '']"
10118,r084,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,83,"['192,621', '']","['19,049', '']","['17,862', '']","['28,146', '']","['6,492', '']","['52,117', '']","['38,302', '']","['30,653', '']"
10118,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['187,580', '']","['8,251', '']","['22,296', '']","['62,684', '']","['1,454', '']","['16,555', '']","['52,115', '']","['24,225', '']"
10118,r086,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,85,"['187,156', '']","['11,228', '']","['35,457', '']","['28,573', '']","['3,972', '']","['33,906', '']","['52,471', '']","['21,549', '']"
10118,r087,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,86,"['184,205', '']","['9,674', '']","['0', '']","['167,117', '']","['535', '']","['1,532', '']","['2,692', '']","['2,655', '']"
10118,r088,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,87,"['184,154', '']","['13,272', '']","['23,900', '']","['92,030', '']","['4,578', '']","['41,201', '']","['40', '']","['9,133', '']"
10118,r089,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,88,"['182,432', '']","['12,797', '']","['6,915', '']","['89,116', '']","['951', '']","['16,283', '']","['27,061', '']","['29,309', '']"
10118,r090,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,89,"['180,754', '']","['9,627', '']","['457', '']","['164,717', '']","['888', '']","['3,013', '']","['157', '']","['1,895', '']"
10118,r091,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,90,"['173,861', '']","['5,109', '']","['176', '']","['168,466', '']","['85', '']","['17', '']","['0', '']","['8', '']"
10118,r092,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,91,"['169,762', '']","['35,803', '']","['5,571', '']","['49,056', '']","['11,011', '']","['30,193', '']","['11,265', '']","['26,863', '']"
10118,r093,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,92,"['166,726', '']","['11,785', '']","['1,991', '']","['125,345', '']","['840', '']","['7,331', '']","['1,377', '']","['18,057', '']"
10118,r094,All institutions -> Florida State U.,All institutions,Florida State U.,2,93,"['163,744', '']","['21,806', '']","['11,990', '']","['41,010', '']","['3,160', '']","['58,432', '']","['782', '']","['26,564', '']"
10118,r095,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,94,"['163,395', '']","['1,162', '']","['0', '']","['154,901', '']","['0', '']","['409', '']","['0', '']","['6,923', '']"
10118,r096,All institutions -> George Washington U.,All institutions,George Washington U.,2,95,"['161,867', '']","['11,839', '']","['2,967', '']","['118,969', '']","['2,367', '']","['13,198', '']","['85', '']","['12,442', '']"
10118,r097,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,96,"['161,241', '']","['42,985', '']","['26,239', '']","['23,064', '']","['6,825', '']","['54,025', '']","['503', '']","['7,600', '']"
10118,r098,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,97,"['155,445', '']","['10,250', '']","['4,298', '']","['112,729', '']","['5,554', '']","['20,306', '']","['333', '']","['1,975', '']"
10118,r099,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,98,"['154,742', '']","['44,132', '']","['10,597', '']","['7,917', '']","['22,954', '']","['44,315', '']","['2,654', '']","['22,173', '']"
10118,r100,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,99,"['152,301', '']","['5,874', '']","['0', '']","['142,490', '']","['596', '']","['215', '']","['47', '']","['3,079', '']"
10118,r101,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,100,"['150,093', '']","['30,725', '']","['3,942', '']","['50,592', '']","['1,175', '']","['52,153', '']","['209', '']","['11,297', '']"
10118,r102,All institutions -> Tufts U.,All institutions,Tufts U.,2,101,"['150,081', '']","['12,255', '']","['4,042', '']","['83,882', '']","['702', '']","['13,418', '']","['16,090', '']","['19,692', '']"
10118,r103,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,102,"['149,260', '']","['27,848', '']","['55,570', '']","['12,103', '']","['4,277', '']","['22,317', '']","['17,554', '']","['9,591', '']"
10118,r104,All institutions -> Temple U.,All institutions,Temple U.,2,103,"['143,580', '']","['9,238', '']","['3,360', '']","['113,603', '']","['636', '']","['11,239', '']","['378', '']","['5,126', '']"
10118,r105,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,104,"['138,207', '']","['33,169', '']","['7,798', '']","['10,644', '']","['1,873', '']","['10,093', '']","['37,885', '']","['36,745', '']"
10118,r106,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,105,"['132,060', '']","['80,980', '']","['869', '']","['283', '']","['33,436', '']","['7,672', '']","['267', '']","['8,553', '']"
10118,r107,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,106,"['129,721', '']","['5,544', '']","['3,998', '']","['23,788', '']","['49,867', '']","['16,783', '']","['8,113', '']","['21,628', '']"
10118,r108,All institutions -> Florida International U.,All institutions,Florida International U.,2,107,"['129,683', '']","['24,093', '']","['8,389', '']","['44,561', '']","['1,948', '']","['23,519', '']","['738', '']","['26,435', '']"
10118,r109,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,108,"['129,044', '']","['18,086', '']","['7,195', '']","['42,807', '']","['3,520', '']","['36,895', '']","['7,395', '']","['13,146', '']"
10118,r110,All institutions -> Tulane U.,All institutions,Tulane U.,2,109,"['127,544', '']","['3,902', '']","['1,639', '']","['106,598', '']","['332', '']","['6,497', '']","['462', '']","['8,114', '']"
10118,r111,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,110,"['127,213', '']","['9,173', '']","['1,278', '']","['95,785', '']","['2,802', '']","['5,690', '']","['0', '']","['12,485', '']"
10118,r112,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,111,"['126,814', '']","['8,457', '']","['2,396', '']","['102,915', '']","['291', '']","['8,801', '']","['370', '']","['3,584', '']"
10118,r113,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,112,"['124,411', '']","['34,222', '']","['15,024', '']","['29,289', '']","['1,667', '']","['32,276', '']","['976', '']","['10,957', '']"
10118,r114,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,113,"['123,467', '']","['4,274', '']","['0', '']","['116,827', '']","['1,125', '']","['775', '']","['199', '']","['267', '']"
10118,r115,All institutions -> Clemson U.,All institutions,Clemson U.,2,114,"['119,512', '']","['11,729', '']","['8,174', '']","['16,596', '']","['1,886', '']","['21,701', '']","['9,177', '']","['50,249', '']"
10118,r116,All institutions -> George Mason U.,All institutions,George Mason U.,2,115,"['119,406', '']","['59,544', '']","['1,151', '']","['17,418', '']","['8,244', '']","['15,240', '']","['252', '']","['17,557', '']"
10118,r117,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,116,"['119,071', '']","['6,283', '']","['0', '']","['108,578', '']","['176', '']","['621', '']","['0', '']","['3,413', '']"
10118,r118,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,117,"['118,974', '']","['38,791', '']","['5,226', '']","['23,459', '']","['7,810', '']","['13,996', '']","['16,181', '']","['13,511', '']"
10118,r119,All institutions -> U. Louisville,All institutions,U. Louisville,2,118,"['117,363', '']","['12,225', '']","['2,052', '']","['91,269', '']","['998', '']","['7,884', '']","['516', '']","['2,419', '']"
10118,r120,All institutions -> U. Vermont,All institutions,U. Vermont,2,119,"['117,163', '']","['4,170', '']","['600', '']","['79,120', '']","['1,497', '']","['10,399', '']","['16,786', '']","['4,591', '']"
10118,r121,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,120,"['114,754', '']","['8,289', '']","['0', '']","['102,014', '']","['47', '']","['860', '']","['209', '']","['3,335', '']"
10118,r122,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,121,"['114,257', '']","['9,863', '']","['6,814', '']","['43,248', '']","['2,589', '']","['28,973', '']","['17,001', '']","['5,769', '']"
10118,r123,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,122,"['113,248', '']","['6,153', '']","['10,515', '']","['26,614', '']","['553', '']","['30,032', '']","['24,104', '']","['15,277', '']"
10118,r124,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,123,"['111,886', '']","['17,384', '']","['5,321', '']","['44,154', '']","['4,307', '']","['16,481', '']","['10,699', '']","['13,540', '']"
10118,r125,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,124,"['110,131', '']","['33,878', '']","['9,311', '']","['19,761', '']","['8,863', '']","['25,742', '']","['443', '']","['12,133', '']"
10118,r126,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,125,"['107,082', '']","['9,210', '']","['5,545', '']","['54,726', '']","['6,264', '']","['17,315', '']","['1,635', '']","['12,387', '']"
10118,r127,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,126,"['106,752', '']","['9,775', '']","['9,296', '']","['58,509', '']","['4,119', '']","['15,959', '']","['717', '']","['8,377', '']"
