table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
2031,r024,Company and financial information (US$millions) -> 2.9(3),Company and financial information (US$millions),2.9(3),2,Worldwide R&D paid for by the company and performed by others,"['53,597', '&#160;']"
2031,r025,Company and financial information (US$millions) -> 2.9(1),Company and financial information (US$millions),2.9(1),2,Domestic R&D paid for by the company and performed by others,"['42,704', '&#160;']"
2031,r026,Company and financial information (US$millions) -> 2.9(2),Company and financial information (US$millions),2.9(2),2,Foreign R&D paid for by the company and performed by others,"['10,894', '&#160;']"
2031,r027,Company and financial information (US$millions) -> 2.10(3),Company and financial information (US$millions),2.10(3),2,Worldwide R&D paid for and performed by the company,"['417,724', '&#160;']"
2031,r028,Company and financial information (US$millions) -> 2.10(1),Company and financial information (US$millions),2.10(1),2,Domestic R&D paid for and performed by the company,"['339,036', '&#160;']"
2031,r029,Company and financial information (US$millions) -> 2.10(2),Company and financial information (US$millions),2.10(2),2,Foreign R&D paid for and performed by the company,"['78,689', '&#160;']"
2031,r030,Company and financial information (US$millions) -> 2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),Company and financial information (US$millions),2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company and others,"['552,325', '&#160;']"
2031,r031,Company and financial information (US$millions) -> 2.10(3) + 3.5(3),Company and financial information (US$millions),2.10(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company,"['487,628', '&#160;']"
2031,r032,Company and financial information (US$millions) -> 2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),Company and financial information (US$millions),2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),2,Domestic R&D paid for by the company and others and performed by the company and others,"['452,593', '&#160;']"
2031,r033,Company and financial information (US$millions) -> 2.10(1) + 3.5 (1),Company and financial information (US$millions),2.10(1) + 3.5 (1),2,Domestic R&D paid for by the company and others and performed by the company,"['400,100', '&#160;']"
2031,r034,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for and performed by the company,"['&#160;', '&#160;']"
2031,r035,Company and financial information (US$millions) -> 2.14,Company and financial information (US$millions),2.14,2,Performed at largest domestic location,"['197,860', '&#160;']"
2031,r036,Company and financial information (US$millions) -> 2.16,Company and financial information (US$millions),2.16,2,Performed at second-largest domestic location,"['31,331', '&#160;']"
2031,r037,Company and financial information (US$millions) -> 2.18,Company and financial information (US$millions),2.18,2,Domestic R&D paid for by foreign operations or subsidiaries and performed by the company,"['19,240', '&#160;']"
2031,r038,Company and financial information (US$millions) -> 2.19,Company and financial information (US$millions),2.19,2,Foreign R&D paid for by domestic operations or subsidiaries and performed by the company,"['13,807', '&#160;']"
2031,r039,"Company and financial information (US$millions) -> 2.20i, 2.9(1)",Company and financial information (US$millions),"2.20i, 2.9(1)",2,Domestic R&D paid for by the company and performed by others,"['42,704', '&#160;']"
2031,r040,Company and financial information (US$millions) -> 2.20a,Company and financial information (US$millions),2.20a,2,Companies in the United States,"['36,081', '&#160;']"
2031,r041,Company and financial information (US$millions) -> 2.20b,Company and financial information (US$millions),2.20b,2,Your company's foreign parent or owner,"['1,727', 'i']"
2031,r042,Company and financial information (US$millions) -> 2.20c,Company and financial information (US$millions),2.20c,2,Companies outside the United States,"['3,444', '&#160;']"
2031,r043,Company and financial information (US$millions) -> 2.2,Company and financial information (US$millions),2.2,2,U.S. federal government agencies or laboratories,"['88', 'i']"
2031,r044,Company and financial information (US$millions) -> 2.20e,Company and financial information (US$millions),2.20e,2,U.S. state and local government agencies or laboratories,"['10', '&#160;']"
2031,r045,Company and financial information (US$millions) -> 2.2,Company and financial information (US$millions),2.2,2,"U.S. universities, colleges, and academic researchers","['498', '&#160;']"
2031,r046,Company and financial information (US$millions) -> 2.20g,Company and financial information (US$millions),2.20g,2,All other organizations in the United States,"['588', '&#160;']"
2031,r047,Company and financial information (US$millions) -> 2.20h,Company and financial information (US$millions),2.20h,2,All other organizations outside the United States,"['267', '&#160;']"
2031,r048,Company and financial information (US$millions) -> 2.22,Company and financial information (US$millions),2.22,2,Monetary gifts made by the company to U.S. universities and colleges,"['141', '&#160;']"
2031,r049,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Projected worldwide R&D expense paid for and performed by the company in 2018,"['&#160;', '&#160;']"
2031,r050,Company and financial information (US$millions) -> 2.23(3),Company and financial information (US$millions),2.23(3),2,Worldwide R&D to be paid for and performed by the company,"['493,548', '&#160;']"
2031,r051,Company and financial information (US$millions) -> 2.23(1),Company and financial information (US$millions),2.23(1),2,Domestic R&D to be paid for and performed by the company,"['396,799', '&#160;']"
2031,r052,Company and financial information (US$millions) -> 2.23(2),Company and financial information (US$millions),2.23(2),2,Foreign R&D to be paid for and performed by the company,"['96,749', '&#160;']"
2031,r053,Company and financial information (US$millions) -> 2.24,Company and financial information (US$millions),2.24,2,Projected R&D services and projected payments for collaborative R&D,"['37,782', '&#160;']"
2031,r054,"Company and financial information (US$millions) -> 3.1j, 3.2c",Company and financial information (US$millions),"3.1j, 3.2c",2,Worldwide R&D paid for by others and performed by the company and others,"['81,003', '&#160;']"
2031,r055,Company and financial information (US$millions) -> 3.1a,Company and financial information (US$millions),3.1a,2,R&D reimbursed by the company's foreign parent or owner,"['19,787', '&#160;']"
2031,r056,Company and financial information (US$millions) -> 3.1b,Company and financial information (US$millions),3.1b,2,Collaborative R&D reimbursed by business partners,"['8,799', '&#160;']"
2031,r057,Company and financial information (US$millions) -> 3.1c,Company and financial information (US$millions),3.1c,2,R&D paid for by government or private foundation grants,"['10,564', 'i']"
2031,r058,Company and financial information (US$millions) -> 3.1,Company and financial information (US$millions),3.1,2,"Defense RDT&E goods or services provided to the federal government or governmentcontractors","['16,427', '&#160;']"
2031,r059,Company and financial information (US$millions) -> 3.1,Company and financial information (US$millions),3.1,2,Medical nonclinical R&D services provided to others not owned by the company,"['3,956', 'i']"
2031,r060,Company and financial information (US$millions) -> 3.1e,Company and financial information (US$millions),3.1e,2,Medical clinical trial Phase I–III services provided to others not owned by the company,"['13,874', '&#160;']"
2031,r061,Company and financial information (US$millions) -> 3.1g,Company and financial information (US$millions),3.1g,2,Nondefense custom software development or computer systems designed for others not owned by the company,"['308', '&#160;']"
2031,r062,Company and financial information (US$millions) -> 3.1h,Company and financial information (US$millions),3.1h,2,"Prototype development, production, and testing for customer's products","['2,511', '&#160;']"
2031,r063,Company and financial information (US$millions) -> 3.1i,Company and financial information (US$millions),3.1i,2,"All other R&D services not included in 3.1a–3.1h provided to the federal governmentor to others not owned by the company ","['4,778', 'i']"
2031,r064,"Company and financial information (US$millions) -> 3.2c, 3.1j",Company and financial information (US$millions),"3.2c, 3.1j",2,Worldwide R&D paid for by others and performed by the company and others,"['81,003', '&#160;']"
2031,r065,Company and financial information (US$millions) -> 3.2a,Company and financial information (US$millions),3.2a,2,Domestic R&D paid for by others and performed by the company and others,"['70,854', '&#160;']"
2031,r066,Company and financial information (US$millions) -> 3.2b,Company and financial information (US$millions),3.2b,2,Foreign R&D paid for by others and performed by the company and others,"['10,150', '&#160;']"
2031,r067,Company and financial information (US$millions) -> 3.3m(1),Company and financial information (US$millions),3.3m(1),2,Domestic R&D paid for by others and performed by the company and others,"['70,854', '&#160;']"
2031,r068,Company and financial information (US$millions) -> 3.3a(1),Company and financial information (US$millions),3.3a(1),2,"Salaries, wages, and fringe benefits","['36,047', '&#160;']"
2031,r069,Company and financial information (US$millions) -> 3.3b(1),Company and financial information (US$millions),3.3b(1),2,Stock-based compensation,"['591', '&#160;']"
2031,r070,Company and financial information (US$millions) -> 3.3c(1),Company and financial information (US$millions),3.3c(1),2,"Leased or temporary staffing, including on-site contractors","['1,879', '&#160;']"
2031,r071,Company and financial information (US$millions) -> 3.3d(1),Company and financial information (US$millions),3.3d(1),2,Expensed equipment,"['375', '&#160;']"
2031,r072,Company and financial information (US$millions) -> 3.3e(1),Company and financial information (US$millions),3.3e(1),2,Materials and supplies,"['6,341', '&#160;']"
2031,r073,Company and financial information (US$millions) -> 3.3f(1),Company and financial information (US$millions),3.3f(1),2,Leased facilities and equipment rental payments,"['1,113', '&#160;']"
2031,r074,Company and financial information (US$millions) -> 3.3g(1),Company and financial information (US$millions),3.3g(1),2,Depreciation and amortization of R&D property and equipment,"['1,578', '&#160;']"
2031,r075,Company and financial information (US$millions) -> 3.3h(1),Company and financial information (US$millions),3.3h(1),2,Royalties and licensing fees,"['332', '&#160;']"
2031,r076,Company and financial information (US$millions) -> 3.3i(1),Company and financial information (US$millions),3.3i(1),2,Payments to business partners for collaborative R&D,"['2,188', 'i']"
2031,r077,Company and financial information (US$millions) -> 3.3j(1),Company and financial information (US$millions),3.3j(1),2,Purchased R&D services,"['7,601', 'i']"
2031,r078,Company and financial information (US$millions) -> 3.3k(1),Company and financial information (US$millions),3.3k(1),2,All other purchased services except R&D,"['2,825', 'i']"
2031,r079,Company and financial information (US$millions) -> 3.3l(1),Company and financial information (US$millions),3.3l(1),2,All other costs,"['9,986', 'i']"
2031,r080,Company and financial information (US$millions) -> 3.4(3),Company and financial information (US$millions),3.4(3),2,Worldwide R&D paid for and performed by others,"['11,099', 'i']"
2031,r081,Company and financial information (US$millions) -> 3.4(1),Company and financial information (US$millions),3.4(1),2,Domestic R&D paid for and performed by others,"['9,789', 'i']"
2031,r082,Company and financial information (US$millions) -> 3.4(2),Company and financial information (US$millions),3.4(2),2,Foreign R&D paid for and performed by others,"['1,311', '&#160;']"
2031,r083,Company and financial information (US$millions) -> 3.5(3),Company and financial information (US$millions),3.5(3),2,Worldwide R&D paid for by others and performed by the company,"['69,904', '&#160;']"
2031,r084,Company and financial information (US$millions) -> 3.5(2),Company and financial information (US$millions),3.5(2),2,Foreign R&D paid for by others and performed by the company,"['8,839', '&#160;']"
2031,r085,"Company and financial information (US$millions) -> 3.5(1), 3.8k",Company and financial information (US$millions),"3.5(1), 3.8k",2,Domestic R&D paid for by others and performed by the company,"['61,065', '&#160;']"
2031,r086,Company and financial information (US$millions) -> 3.8a,Company and financial information (US$millions),3.8a,2,Other companies in the United States,"['17,494', '&#160;']"
2031,r087,Company and financial information (US$millions) -> 3.8b,Company and financial information (US$millions),3.8b,2,Your company's foreign parent or owner,"['15,426', '&#160;']"
2031,r088,Company and financial information (US$millions) -> 3.8c,Company and financial information (US$millions),3.8c,2,Other companies outside the United States,"['2,978', '&#160;']"
2031,r089,"Company and financial information (US$millions) -> 3.8d, 3.11j, 3.12c",Company and financial information (US$millions),"3.8d, 3.11j, 3.12c",2,U.S. federal government agencies or laboratories,"['24,277', 'i']"
2031,r090,Company and financial information (US$millions) -> 3.8e,Company and financial information (US$millions),3.8e,2,U.S. state and local government agencies or laboratories,"['121', '&#160;']"
2031,r091,Company and financial information (US$millions) -> 3.8,Company and financial information (US$millions),3.8,2,Foreign government agencies or laboratories,"['7', '&#160;']"
2031,r092,Company and financial information (US$millions) -> 3.8g,Company and financial information (US$millions),3.8g,2,"U.S. universities, colleges, and academic researchers","['70', 'i']"
2031,r093,Company and financial information (US$millions) -> 3.8h,Company and financial information (US$millions),3.8h,2,"Universities, colleges, and academic researchers outside the United States","['24', 'i']"
2031,r094,Company and financial information (US$millions) -> 3.8i,Company and financial information (US$millions),3.8i,2,All other organizations in the United States,"['521', 'i']"
2031,r095,Company and financial information (US$millions) -> 3.8j,Company and financial information (US$millions),3.8j,2,All other organizations outside the United States,"['147', '&#160;']"
2031,r096,"Company and financial information (US$millions) -> 3.11j, 3.8d, 3.12c",Company and financial information (US$millions),"3.11j, 3.8d, 3.12c",2,Federally funded R&D performed by the company,"['24,277', 'i']"
2031,r097,Company and financial information (US$millions) -> 3.11a,Company and financial information (US$millions),3.11a,2,Department of Defense,"['16,632', 'i']"
2031,r098,Company and financial information (US$millions) -> 3.11b,Company and financial information (US$millions),3.11b,2,Department of Energy,"['570', 'i']"
2031,r099,Company and financial information (US$millions) -> 3.11c,Company and financial information (US$millions),3.11c,2,National Aeronautics and Space Administration,"['4,298', 'i']"
2031,r100,Company and financial information (US$millions) -> 3.11,Company and financial information (US$millions),3.11,2,National Institutes of Health,"['665', '&#160;']"
2031,r101,Company and financial information (US$millions) -> 3.11e,Company and financial information (US$millions),3.11e,2,Department of Homeland Security,"['52', '&#160;']"
2031,r102,Company and financial information (US$millions) -> 3.11,Company and financial information (US$millions),3.11,2,Department of Transportation,"['53', '&#160;']"
2031,r103,Company and financial information (US$millions) -> 3.11g,Company and financial information (US$millions),3.11g,2,Environmental Protection Agency,"['1', '&#160;']"
2031,r104,Company and financial information (US$millions) -> 3.11h,Company and financial information (US$millions),3.11h,2,National Science Foundation,"['10 - 46', '&#160;']"
2031,r105,Company and financial information (US$millions) -> 3.11i,Company and financial information (US$millions),3.11i,2,Other U.S. federal agencies,"['1,959 - 2,000', 'i']"
2031,r106,"Company and financial information (US$millions) -> 3.12c, 3.8d, 3.11j",Company and financial information (US$millions),"3.12c, 3.8d, 3.11j",2,"Federally funded R&D performed by the company, by type of agreement","['24,277', 'i']"
2031,r107,Company and financial information (US$millions) -> 3.12a,Company and financial information (US$millions),3.12a,2,Contracts,"['23,494', 'i']"
2031,r108,Company and financial information (US$millions) -> 3.12b,Company and financial information (US$millions),3.12b,2,Grants and all other agreements,"['784', '&#160;']"
2031,r109,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Domestic R&D paid for by others and performed by the company,"['&#160;', '&#160;']"
2031,r110,Company and financial information (US$millions) -> 3.16,Company and financial information (US$millions),3.16,2,Performed at largest domestic location,"['30,983', '&#160;']"
2031,r111,Company and financial information (US$millions) -> 3.18,Company and financial information (US$millions),3.18,2,Performed at second-largest domestic location,"['5,655', '&#160;']"
2031,r112,Company and financial information (US$millions) -> 3.19,Company and financial information (US$millions),3.19,2,Domestic R&D paid for by U.S. federal government agencies or laboratories and performed by others,"['3,198', 'i']"
2031,r113,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Projected R&D to be paid for by others and performed by the company in 2018,"['&#160;', '&#160;']"
2031,r114,Company and financial information (US$millions) -> 3.2,Company and financial information (US$millions),3.2,2,Worldwide R&D to be paid for by others and performed by the company,"['84,029', '&#160;']"
2031,r115,Company and financial information (US$millions) -> 3.21,Company and financial information (US$millions),3.21,2,Domestic R&D to be paid for by others and performed by the company,"['65,503', '&#160;']"
2031,r116,Company and financial information (US$millions) -> 3.22,Company and financial information (US$millions),3.22,2,Domestic R&D to be paid for by U.S. federal government and performed by the company,"['24,997', 'i']"
2031,r117,Company and financial information (US$millions) -> 4.1,Company and financial information (US$millions),4.1,2,Total domestic capital expenditures,"['587,332', '&#160;']"
2031,r118,"Company and financial information (US$millions) -> 4.2, 4.3e",Company and financial information (US$millions),"4.2, 4.3e",2,Domestic capital expenditures for R&D,"['31,885', '&#160;']"
2031,r119,Company and financial information (US$millions) -> 4.3a,Company and financial information (US$millions),4.3a,2,Land and structures,"['3,541', '&#160;']"
2031,r120,Company and financial information (US$millions) -> 4.3b,Company and financial information (US$millions),4.3b,2,Equipment,"['14,898', '&#160;']"
2031,r121,Company and financial information (US$millions) -> 4.3c,Company and financial information (US$millions),4.3c,2,Capitalized software,"['8,539', '&#160;']"
2031,r122,Company and financial information (US$millions) -> 4.3,Company and financial information (US$millions),4.3,2,All other capital expenditures for R&D,"['4,907', '&#160;']"
2031,r123,Company and financial information (US$millions) -> 5.1,Company and financial information (US$millions),5.1,2,Worldwide R&D paid for and performed by the company and others directed toward business areas or product lines new to company,"['54,555', '&#160;']"
2031,r124,"Company and financial information (US$millions) -> 5.2, 2.10(1)",Company and financial information (US$millions),"5.2, 2.10(1)",2,Domestic R&D paid for and performed by the company,"['339,036', '&#160;']"
2031,r125,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&#160;', '&#160;']"
2031,r126,Company and financial information (US$millions) -> 5.4b,Company and financial information (US$millions),5.4b,2,Basic research,"['18,732', '&#160;']"
2031,r127,Company and financial information (US$millions) -> 5.4a,Company and financial information (US$millions),5.4a,2,Applied research,"['49,149', '&#160;']"
2031,r128,Company and financial information (US$millions) -> 5.3b,Company and financial information (US$millions),5.3b,2,Development,"['271,155', '&#160;']"
2031,r129,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Application areas,"['&#160;', '&#160;']"
2031,r130,Company and financial information (US$millions) -> 5.5,Company and financial information (US$millions),5.5,2,Energy applications,"['20,981', '&#160;']"
2031,r131,Company and financial information (US$millions) -> 5.6,Company and financial information (US$millions),5.6,2,Environmental protection applications,"['6,976', '&#160;']"
2031,r132,Company and financial information (US$millions) -> 5.7,Company and financial information (US$millions),5.7,2,Defense applications,"['11,036', '&#160;']"
2031,r133,Company and financial information (US$millions) -> 5.8,Company and financial information (US$millions),5.8,2,Health or medical applications,"['78,495', '&#160;']"
2031,r134,Company and financial information (US$millions) -> 5.9,Company and financial information (US$millions),5.9,2,Agricultural applications,"['5,270', '&#160;']"
2031,r135,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&#160;', '&#160;']"
2031,r136,Company and financial information (US$millions) -> 5.1,Company and financial information (US$millions),5.1,2,Software products and software embedded in other projects or products,"['130,015', '&#160;']"
2031,r137,Company and financial information (US$millions) -> 5.11,Company and financial information (US$millions),5.11,2,Biotechnology,"['39,856', '&#160;']"
2031,r138,Company and financial information (US$millions) -> 5.12,Company and financial information (US$millions),5.12,2,Nanotechnology,"['16,689', 'i']"
2031,r139,Company and financial information (US$millions) -> 5.14c,Company and financial information (US$millions),5.14c,2,Foreign R&D paid for and performed by the company,"['78,689', '&#160;']"
2031,r140,Company and financial information (US$millions) -> 5.14a,Company and financial information (US$millions),5.14a,2,Research,"['15,175', 'i']"
2031,r141,Company and financial information (US$millions) -> 5.14b,Company and financial information (US$millions),5.14b,2,Development,"['63,514', '&#160;']"
2031,r142,"Company and financial information (US$millions) -> 5.15, 3.5(1)",Company and financial information (US$millions),"5.15, 3.5(1)",2,Domestic R&D paid for by others and performed by the company,"['61,065', '&#160;']"
2031,r143,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&#160;', '&#160;']"
2031,r144,Company and financial information (US$millions) -> 5.17b,Company and financial information (US$millions),5.17b,2,Basic research,"['6,097', '&#160;']"
2031,r145,Company and financial information (US$millions) -> 5.17a,Company and financial information (US$millions),5.17a,2,Applied research,"['12,984', '&#160;']"
2031,r146,Company and financial information (US$millions) -> 5.16b,Company and financial information (US$millions),5.16b,2,Development,"['41,984', '&#160;']"
2031,r147,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Application areas,"['&#160;', '&#160;']"
2031,r148,Company and financial information (US$millions) -> 5.18,Company and financial information (US$millions),5.18,2,Energy applications,"['2,333', '&#160;']"
2031,r149,Company and financial information (US$millions) -> 5.19,Company and financial information (US$millions),5.19,2,Environmental protection applications,"['949', '&#160;']"
2031,r150,Company and financial information (US$millions) -> 5.2,Company and financial information (US$millions),5.2,2,Defense applications,"['20,054', 'i']"
2031,r151,Company and financial information (US$millions) -> 5.21,Company and financial information (US$millions),5.21,2,Health or medical applications,"['22,171', '&#160;']"
2031,r152,Company and financial information (US$millions) -> 5.22,Company and financial information (US$millions),5.22,2,Agricultural applications,"['516', '&#160;']"
2031,r153,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&#160;', '&#160;']"
2031,r154,Company and financial information (US$millions) -> 5.23,Company and financial information (US$millions),5.23,2,Software products and software embedded in other projects or products,"['10,437', '&#160;']"
2031,r155,Company and financial information (US$millions) -> 5.24,Company and financial information (US$millions),5.24,2,Biotechnology,"['11,781', '&#160;']"
2031,r156,Company and financial information (US$millions) -> 5.25,Company and financial information (US$millions),5.25,2,Nanotechnology,"['1,548', '&#160;']"
2031,r157,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Federally funded R&D performed by the company,"['&#160;', '&#160;']"
2031,r158,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Type of R&D (character of work),"['&#160;', '&#160;']"
2031,r159,Company and financial information (US$millions) -> 5.28b,Company and financial information (US$millions),5.28b,2,Basic research,"['1,783', 'i']"
2031,r160,Company and financial information (US$millions) -> 5.28a,Company and financial information (US$millions),5.28a,2,Applied research,"['5,037', 'i']"
2031,r161,Company and financial information (US$millions) -> 5.27b,Company and financial information (US$millions),5.27b,2,Development,"['17,457', 'i']"
2031,r162,Company and financial information (US$millions) ->  - ,Company and financial information (US$millions), - ,2,Technology focus areas,"['&#160;', '&#160;']"
2031,r163,Company and financial information (US$millions) -> 5.29,Company and financial information (US$millions),5.29,2,Software products and software embedded in other projects or products,"['5,212', 'i']"
2031,r164,Company and financial information (US$millions) -> 5.31c,Company and financial information (US$millions),5.31c,2,Foreign R&D paid for by others and performed by the company,"['8,839', '&#160;']"
2031,r165,Company and financial information (US$millions) -> 5.31a,Company and financial information (US$millions),5.31a,2,Research,"['1,966', '&#160;']"
2031,r166,Company and financial information (US$millions) -> 5.31b,Company and financial information (US$millions),5.31b,2,Development,"['6,873', 'i']"
2031,r167,Employees (thousands),Employees (thousands),,1,,"['', '']"
2031,r168,Employees (thousands) ->  - ,Employees (thousands), - ,2,Worldwide,"['&#160;', '&#160;']"
2031,r169,"Employees (thousands) -> 1.7, 1.8(3)",Employees (thousands),"1.7, 1.8(3)",2,Total employees,"['30,450', '&#160;']"
2031,r170,Employees (thousands) -> 6.1b(3),Employees (thousands),6.1b(3),2,Non-R&D employees,"['28,101', '&#160;']"
2031,r171,Employees (thousands) -> 6.1a(3),Employees (thousands),6.1a(3),2,R&D employees,"['2,349', '&#160;']"
2031,r172,Employees (thousands) -> 6.2a(3),Employees (thousands),6.2a(3),2,Female,"['646', '&#160;']"
2031,r173,Employees (thousands) -> 6.2b(3),Employees (thousands),6.2b(3),2,Male,"['1,703', '&#160;']"
2031,r174,Employees (thousands) -> 6.3a(3),Employees (thousands),6.3a(3),2,Researchers,"['1,629', '&#160;']"
2031,r175,Employees (thousands) -> 6.3b(3),Employees (thousands),6.3b(3),2,Technicians,"['496', '&#160;']"
2031,r176,Employees (thousands) -> 6.3c(3),Employees (thousands),6.3c(3),2,Support staff,"['224', '&#160;']"
2031,r177,Employees (thousands) ->  - ,Employees (thousands), - ,2,Domestic,"['&#160;', '&#160;']"
2031,r178,Employees (thousands) -> 1.8(1),Employees (thousands),1.8(1),2,Total employees,"['19,893', '&#160;']"
2031,r179,Employees (thousands) -> 6.1b(1),Employees (thousands),6.1b(1),2,Non-R&D employees,"['18,284', '&#160;']"
2031,r180,Employees (thousands) -> 6.1a(1),Employees (thousands),6.1a(1),2,R&D employees,"['1,609', '&#160;']"
2031,r181,Employees (thousands) -> 6.2a(1),Employees (thousands),6.2a(1),2,Female,"['423', '&#160;']"
2031,r182,Employees (thousands) -> 6.2b(1),Employees (thousands),6.2b(1),2,Male,"['1,186', '&#160;']"
2031,r183,Employees (thousands) -> 6.3a(1),Employees (thousands),6.3a(1),2,Researchers,"['1,103', '&#160;']"
2031,r184,Employees (thousands) -> 6.3b(1),Employees (thousands),6.3b(1),2,Technicians,"['347', '&#160;']"
2031,r185,Employees (thousands) -> 6.3c(1),Employees (thousands),6.3c(1),2,Support staff,"['160', '&#160;']"
2031,r186,Employees (thousands) ->  - ,Employees (thousands), - ,2,Foreign,"['&#160;', '&#160;']"
2031,r187,Employees (thousands) -> 1.8(2),Employees (thousands),1.8(2),2,Total employees,"['10,557', '&#160;']"
2031,r188,Employees (thousands) -> 6.1b(2),Employees (thousands),6.1b(2),2,Non-R&D employees,"['9,817', '&#160;']"
2031,r189,Employees (thousands) -> 6.1a(2),Employees (thousands),6.1a(2),2,R&D employees,"['740', '&#160;']"
2031,r190,Employees (thousands) -> 6.2a(2),Employees (thousands),6.2a(2),2,Female,"['223', '&#160;']"
2031,r191,Employees (thousands) -> 6.2b(2),Employees (thousands),6.2b(2),2,Male,"['517', '&#160;']"
