table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_social_sciences,field_2019_anthropology,field_2019_economics,field_2019_political_science_and_government,field_2019_sociology_demography_and_population_studies,field_2019_social_sciences_nec
3153,r031,All institutions -> U. Chicago,All institutions,U. Chicago,2,30,"['22,356', '']","['22,546', '']","['20,285', '']","['21,578', '']","['80', '']","['3,779', '']","['1,361', '']","['3,685', '']","['12,673', '']"
3153,r032,All institutions -> U. Georgia,All institutions,U. Georgia,2,31,"['18,272', '']","['21,987', '']","['23,147', '']","['20,857', '']","['1,596', '']","['2,020', '']","['1,916', '']","['2,449', '']","['12,876', '']"
3153,r033,All institutions -> American U.,All institutions,American U.,2,32,"['13,273', '']","['12,757', '']","['16,040', '']","['20,802', '']","['0', '']","['3,584', '']","['6,775', '']","['2,792', '']","['7,651', '']"
3153,r034,All institutions -> Rice U.,All institutions,Rice U.,2,33,"['9,310', '']","['12,014', '']","['17,208', '']","['20,720', '']","['273', '']","['767', '']","['8,410', '']","['10,796', '']","['474', '']"
3153,r035,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,34,"['9,386', '']","['18,448', '']","['21,269', '']","['20,704', '']","['1,253', '']","['2,003', '']","['11,992', '']","['5,456', '']","['0', '']"
3153,r036,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,35,"['15,135', '']","['18,825', '']","['18,516', '']","['20,467', '']","['628', '']","['334', '']","['803', '']","['13,517', '']","['5,185', '']"
3153,r037,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,36,"['16,273', '']","['16,269', '']","['19,932', '']","['20,178', '']","['0', '']","['3,106', '']","['11,997', '']","['2,928', '']","['2,147', '']"
3153,r038,All institutions -> U. Arizona,All institutions,U. Arizona,2,37,"['22,458', '']","['20,086', '']","['19,835', '']","['19,450', '']","['3,926', '']","['2,422', '']","['866', '']","['4,722', '']","['7,514', '']"
3153,r039,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,38,"['10,079', '']","['12,763', '']","['18,674', '']","['19,050', '']","['0', '']","['0', '']","['1,047', '']","['8,588', '']","['9,415', '']"
3153,r040,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,39,"['12,904', '']","['16,568', '']","['17,707', '']","['18,635', '']","['79', '']","['799', '']","['191', '']","['14,254', '']","['3,312', '']"
3153,r041,All institutions -> Florida State U.,All institutions,Florida State U.,2,40,"['19,635', '']","['19,408', '']","['19,717', '']","['18,519', '']","['428', '']","['4,492', '']","['3,403', '']","['3,331', '']","['6,865', '']"
3153,r042,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,41,"['18,021', '']","['17,697', 'i']","['15,709', '']","['18,222', '']","['0', '']","['0', '']","['195', '']","['18,027', '']","['0', '']"
3153,r043,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,42,"['5,000', '']","['15,308', '']","['18,404', '']","['17,928', '']","['802', '']","['907', '']","['1,147', '']","['13,939', '']","['1,133', '']"
3153,r044,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,43,"['12,827', '']","['12,775', '']","['14,157', '']","['17,776', '']","['484', '']","['5,874', '']","['568', '']","['5,174', '']","['5,676', '']"
3153,r045,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,44,"['14,112', '']","['16,088', '']","['16,337', '']","['17,363', '']","['3,365', '']","['555', '']","['2,241', '']","['69', '']","['11,133', '']"
3153,r046,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,45,"['16,750', '']","['18,130', '']","['18,144', '']","['16,775', '']","['1,400', '']","['1,917', '']","['603', '']","['503', '']","['12,352', '']"
3153,r047,All institutions -> Florida International U.,All institutions,Florida International U.,2,46,"['10,092', '']","['9,792', '']","['10,866', '']","['16,551', '']","['257', '']","['2,760', '']","['1,247', '']","['1,101', '']","['11,186', '']"
3153,r048,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,47,"['19,336', '']","['21,852', '']","['21,497', '']","['16,437', '']","['142', '']","['2', '']","['6,446', '']","['7,328', '']","['2,519', '']"
3153,r049,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,48,"['16,924', '']","['16,447', '']","['15,007', '']","['16,211', '']","['963', '']","['1,556', '']","['801', '']","['523', '']","['12,368', '']"
3153,r050,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,49,"['16,138', '']","['16,867', '']","['15,566', '']","['15,875', '']","['0', '']","['12,145', '']","['0', '']","['0', '']","['3,730', '']"
3153,r051,All institutions -> Yale U.,All institutions,Yale U.,2,50,"['10,361', '']","['9,051', '']","['11,683', '']","['14,401', '']","['1,321', '']","['4,556', '']","['452', '']","['2,584', '']","['5,488', '']"
3153,r052,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,51,"['13,675', '']","['13,888', '']","['16,639', '']","['14,307', '']","['0', '']","['659', '']","['449', '']","['828', '']","['12,371', '']"
3153,r053,All institutions -> Tufts U.,All institutions,Tufts U.,2,52,"['13,818', '']","['8,696', '']","['15,495', '']","['14,063', '']","['1,606', '']","['459', '']","['0', '']","['1,419', '']","['10,579', '']"
3153,r054,All institutions -> U. Florida,All institutions,U. Florida,2,53,"['14,722', '']","['13,491', '']","['14,692', '']","['13,849', '']","['1,155', '']","['4,788', '']","['1,478', '']","['114', '']","['6,314', '']"
3153,r055,All institutions -> Washington State U.,All institutions,Washington State U.,2,54,"['16,300', '']","['12,866', '']","['15,811', '']","['13,701', '']","['352', '']","['5,993', '']","['1,474', '']","['420', '']","['5,462', '']"
3153,r056,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,55,"['9,690', '']","['11,646', '']","['11,388', '']","['13,457', '']","['200', '']","['1,363', '']","['2,846', '']","['3,163', '']","['5,885', '']"
3153,r057,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,56,"['4,684', '']","['19,922', '']","['15,241', '']","['13,440', '']","['4,061', '']","['391', '']","['164', '']","['5,741', '']","['3,083', '']"
3153,r058,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,57,"['11,442', '']","['14,547', '']","['16,909', '']","['13,274', '']","['793', '']","['4,812', '']","['1,396', '']","['934', '']","['5,339', '']"
3153,r059,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,58,"['10,919', '']","['11,990', '']","['12,684', '']","['13,250', '']","['2,594', '']","['2,931', '']","['1,623', '']","['2,476', '']","['3,626', '']"
3153,r060,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,59,"['9,589', '']","['9,696', '']","['11,610', '']","['13,140', '']","['426', '']","['1,960', '']","['1,025', '']","['9,018', '']","['711', '']"
3153,r061,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,60,"['9,907', '']","['9,104', '']","['10,521', '']","['13,139', '']","['0', '']","['202', '']","['462', '']","['725', '']","['11,750', '']"
3153,r062,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,61,"['12,139', '']","['11,668', '']","['13,373', '']","['13,123', '']","['259', '']","['284', '']","['7,659', '']","['4,160', '']","['761', '']"
3153,r063,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,62,"['11,474', '']","['10,572', '']","['12,368', '']","['13,071', '']","['1,311', '']","['1,580', '']","['3,551', '']","['1,236', '']","['5,393', '']"
3153,r064,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,63,"['6,762', '']","['12,497', '']","['12,728', '']","['12,954', '']","['1,117', '']","['2,275', '']","['4,709', '']","['2,569', '']","['2,284', '']"
3153,r065,All institutions -> U. Delaware,All institutions,U. Delaware,2,64,"['15,357', '']","['16,667', '']","['13,731', '']","['12,868', '']","['0', '']","['3,176', '']","['13', '']","['2,219', '']","['7,460', '']"
3153,r066,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,65,"['6,875', '']","['6,924', '']","['12,480', '']","['12,661', '']","['2,213', '']","['6,723', '']","['1,600', '']","['864', '']","['1,261', '']"
3153,r067,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,66,"['8,914', '']","['7,905', '']","['9,714', '']","['12,649', '']","['2,743', '']","['1,984', '']","['652', '']","['3,362', '']","['3,908', '']"
3153,r068,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,67,"['10,369', '']","['10,384', '']","['11,252', '']","['12,083', '']","['195', '']","['0', '']","['273', '']","['2,277', '']","['9,338', '']"
3153,r069,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,68,"['8,089', '']","['10,262', '']","['9,475', '']","['12,035', '']","['713', '']","['291', '']","['4,335', '']","['4,380', '']","['2,316', '']"
3153,r070,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,69,"['7,383', '']","['8,491', '']","['11,039', '']","['11,540', '']","['0', '']","['112', '']","['1,999', '']","['5,519', '']","['3,910', '']"
3153,r071,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,70,"['7,799', '']","['14,604', '']","['13,299', '']","['11,273', '']","['0', '']","['1,340', '']","['163', '']","['4,823', '']","['4,947', '']"
3153,r072,All institutions -> Boston C.,All institutions,Boston C.,2,71,"['10,917', '']","['10,950', '']","['11,278', '']","['11,141', '']","['0', '']","['702', '']","['150', '']","['3,989', '']","['6,300', '']"
3153,r073,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,72,"['9,822', '']","['10,215', '']","['9,784', '']","['10,707', '']","['1,697', '']","['394', '']","['97', '']","['3,181', '']","['5,338', '']"
3153,r074,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,73,"['7,800', '']","['9,374', '']","['7,523', '']","['10,463', '']","['0', '']","['5,090', '']","['1,048', '']","['1,276', '']","['3,049', '']"
3153,r075,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,74,"['7,987', '']","['8,644', '']","['8,306', '']","['10,294', '']","['0', '']","['0', '']","['0', '']","['10,294', '']","['0', '']"
3153,r076,All institutions -> William & Mary,All institutions,William & Mary,2,75,"['9,345', '']","['8,290', '']","['9,532', '']","['10,227', '']","['936', '']","['0', '']","['4,051', '']","['0', '']","['5,240', '']"
3153,r077,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,76,"['14,457', '']","['12,235', '']","['12,255', '']","['10,040', '']","['0', '']","['0', '']","['1,138', '']","['8,871', '']","['31', '']"
3153,r078,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,77,"['9,420', '']","['8,662', '']","['10,024', '']","['9,937', '']","['4,956', '']","['430', '']","['1,839', '']","['2,693', '']","['19', '']"
3153,r079,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,78,"['7,097', '']","['7,673', '']","['9,494', '']","['9,450', '']","['467', '']","['3,611', '']","['3,942', '']","['882', '']","['548', '']"
3153,r080,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,79,"['12,250', '']","['11,636', '']","['8,857', '']","['9,396', '']","['0', '']","['0', '']","['0', '']","['1,282', '']","['8,114', '']"
3153,r081,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,80,"['9,130', 'i']","['10,368', 'i']","['7,417', 'i']","['8,923', 'i']","['24', 'i']","['121', 'i']","['107', 'i']","['7,379', 'i']","['1,292', 'i']"
3153,r082,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,81,"['8,989', '']","['7,524', '']","['5,583', '']","['8,621', '']","['235', '']","['1,395', '']","['1,694', '']","['3,829', '']","['1,468', '']"
3153,r083,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,82,"['6,335', '']","['6,803', '']","['8,481', '']","['8,455', '']","['738', '']","['2,790', '']","['797', '']","['3,229', '']","['901', '']"
3153,r084,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,83,"['7,270', '']","['7,007', '']","['8,361', '']","['8,403', '']","['0', '']","['6,438', '']","['411', '']","['1,554', '']","['0', '']"
3153,r085,All institutions -> Boston U.,All institutions,Boston U.,2,84,"['4,013', '']","['5,022', '']","['7,983', '']","['7,962', '']","['710', '']","['1,736', '']","['422', '']","['571', '']","['4,523', '']"
3153,r086,All institutions -> U. West Florida,All institutions,U. West Florida,2,85,"['8,198', '']","['8,718', '']","['12,234', '']","['7,861', '']","['0', '']","['3,195', '']","['0', '']","['0', '']","['4,666', '']"
3153,r087,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,86,"['32,630', '']","['13,321', '']","['7,649', '']","['7,779', '']","['431', '']","['475', '']","['995', '']","['2,060', '']","['3,818', '']"
3153,r088,All institutions -> U. Iowa,All institutions,U. Iowa,2,87,"['13,457', '']","['6,625', '']","['6,913', '']","['7,575', '']","['118', '']","['564', '']","['338', '']","['651', '']","['5,904', '']"
3153,r089,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,88,"['11,096', '']","['6,228', '']","['5,912', '']","['7,450', '']","['225', '']","['780', '']","['604', '']","['965', '']","['4,876', '']"
3153,r090,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,89,"['1,245', '']","['1,681', '']","['5,981', '']","['7,331', '']","['237', '']","['136', '']","['234', '']","['5,817', '']","['907', '']"
3153,r091,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,90,"['1,093', '']","['956', '']","['5,521', '']","['7,113', '']","['1,693', '']","['2,482', '']","['1,100', '']","['715', '']","['1,123', '']"
3153,r092,All institutions -> U. Kansas,All institutions,U. Kansas,2,91,"['5,222', '']","['5,894', '']","['7,991', '']","['7,043', '']","['260', '']","['288', '']","['407', '']","['597', '']","['5,491', '']"
3153,r093,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,92,"['4,425', '']","['4,947', '']","['6,886', '']","['6,908', '']","['0', '']","['810', '']","['186', '']","['1,501', '']","['4,411', '']"
3153,r094,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,93,"['5,467', '']","['4,151', '']","['4,907', '']","['6,861', '']","['334', '']","['454', '']","['3,438', '']","['530', '']","['2,105', '']"
3153,r095,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,94,"['10,794', '']","['8,335', '']","['9,255', '']","['6,846', '']","['1,664', '']","['574', '']","['2,049', '']","['95', '']","['2,464', '']"
3153,r096,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,95,"['9,249', '']","['8,762', '']","['6,787', '']","['6,741', '']","['164', '']","['684', '']","['232', '']","['302', '']","['5,359', '']"
3153,r097,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,96,"['5,313', '']","['5,521', '']","['5,686', '']","['6,674', '']","['800', '']","['801', '']","['71', '']","['2,507', '']","['2,495', '']"
3153,r098,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,97,"['4,537', '']","['5,966', '']","['4,149', '']","['6,344', '']","['857', '']","['2,144', '']","['686', '']","['770', '']","['1,887', '']"
3153,r099,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,98,"['6,036', '']","['7,235', '']","['6,493', '']","['6,170', '']","['0', '']","['117', '']","['163', '']","['0', '']","['5,890', '']"
3153,r100,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,99,"['4,807', '']","['5,234', '']","['5,185', '']","['6,118', '']","['1,063', '']","['1,820', '']","['837', '']","['1,263', '']","['1,135', '']"
3153,r101,All institutions -> Clemson U.,All institutions,Clemson U.,2,100,"['5,180', '']","['5,584', '']","['5,711', '']","['5,991', '']","['0', '']","['47', '']","['98', '']","['341', '']","['5,505', '']"
3153,r102,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,101,"['9,388', '']","['4,871', '']","['5,764', '']","['5,773', '']","['0', '']","['832', '']","['0', '']","['1,658', '']","['3,283', '']"
3153,r103,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,102,"['257', '']","['170', '']","['1,343', '']","['5,746', '']","['17', '']","['1,807', '']","['678', '']","['494', '']","['2,750', '']"
3153,r104,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,103,"['5,064', '']","['5,701', '']","['5,795', '']","['5,550', '']","['3', '']","['2,034', '']","['23', '']","['1,035', '']","['2,455', '']"
3153,r105,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,104,"['4,999', '']","['5,839', '']","['5,010', '']","['5,469', '']","['0', '']","['2,083', '']","['1,152', '']","['1,829', '']","['405', '']"
3153,r106,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,105,"['2,459', '']","['4,652', '']","['4,461', '']","['5,428', '']","['0', '']","['5,428', '']","['0', '']","['0', '']","['0', '']"
3153,r107,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,106,"['1,519', '']","['7,361', '']","['2,453', '']","['5,425', '']","['0', '']","['1,566', '']","['873', '']","['1,430', '']","['1,556', '']"
3153,r108,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,107,"['1,277', '']","['1,897', '']","['1,372', '']","['5,413', '']","['285', '']","['861', '']","['1,689', '']","['1,350', '']","['1,228', '']"
3153,r109,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,108,"['4,217', '']","['4,619', '']","['5,940', '']","['5,387', '']","['6', '']","['40', '']","['1,661', '']","['359', '']","['3,321', '']"
3153,r110,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,109,"['1,908', '']","['2,976', '']","['2,734', '']","['5,373', '']","['0', '']","['0', '']","['10', '']","['0', '']","['5,363', '']"
3153,r111,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,110,"['3,822', '']","['4,458', '']","['5,069', '']","['5,328', '']","['203', '']","['583', '']","['267', '']","['1,205', '']","['3,070', '']"
3153,r112,All institutions -> Tulane U.,All institutions,Tulane U.,2,111,"['7,201', '']","['7,235', '']","['4,926', '']","['5,241', '']","['115', '']","['3,896', '']","['378', '']","['454', '']","['398', '']"
3153,r113,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,112,"['5,046', '']","['4,920', '']","['4,811', '']","['5,054', '']","['520', '']","['901', '']","['881', '']","['895', '']","['1,857', '']"
3153,r114,All institutions -> Kent State U.,All institutions,Kent State U.,2,113,"['4,369', '']","['5,142', '']","['4,529', '']","['5,031', '']","['249', '']","['871', '']","['865', '']","['1,077', '']","['1,969', '']"
3153,r115,All institutions -> Portland State U.,All institutions,Portland State U.,2,114,"['10,287', '']","['6,210', '']","['5,289', '']","['5,018', '']","['672', '']","['492', '']","['106', '']","['781', '']","['2,967', '']"
3153,r116,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,115,"['5,299', '']","['4,910', '']","['4,552', '']","['4,997', '']","['0', '']","['959', '']","['1,607', '']","['0', '']","['2,431', '']"
3153,r117,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,116,"['3,430', '']","['2,821', '']","['4,331', '']","['4,973', '']","['3,584', '']","['76', '']","['13', '']","['1,191', '']","['109', '']"
3153,r118,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,117,"['2,877', '']","['2,790', '']","['4,241', '']","['4,828', '']","['146', '']","['387', '']","['0', '']","['47', '']","['4,248', '']"
3153,r119,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,118,"['30', 'i']","['30', 'i']","['24', '']","['4,803', '']","['0', '']","['0', '']","['1', '']","['1,805', '']","['2,997', '']"
3153,r120,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,119,"['4,174', '']","['5,129', '']","['4,743', '']","['4,662', '']","['124', '']","['430', '']","['1,014', '']","['161', '']","['2,933', '']"
