table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5452,r042,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['7,053', '']","['0', '']","['176', '']","['245', '']","['3,173', '']","['91', '']","['504', '']","['264', '']","['0', '']","['1,449', '']","['1,151', '']"
5452,r043,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['1,497', '']","['0', '']","['0', '']","['901', '']","['181', '']","['39', '']","['0', '']","['45', '']","['233', '']","['0', '']","['98', '']"
5452,r044,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['4,305', '']","['10', '']","['395', '']","['1,466', '']","['57', '']","['182', '']","['15', '']","['426', '']","['0', '']","['1,120', '']","['634', '']"
5452,r045,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['2,065', '']","['700', '']","['13', '']","['144', '']","['116', '']","['556', '']","['95', '']","['186', '']","['0', '']","['0', '']","['255', '']"
5452,r046,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['9,072', '']","['329', '']","['1,029', '']","['1,103', '']","['896', '']","['939', '']","['410', '']","['677', '']","['0', '']","['132', '']","['3,557', '']"
5452,r047,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['8,856', '']","['117', '']","['147', '']","['4,306', '']","['412', '']","['1,127', '']","['34', '']","['456', '']","['0', '']","['1,748', '']","['509', '']"
5452,r048,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['5,929', '']","['83', '']","['329', '']","['2,440', '']","['11', '']","['1,254', '']","['106', '']","['110', '']","['508', '']","['616', '']","['472', '']"
5452,r049,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['16,684', '']","['102', '']","['514', '']","['4,816', '']","['691', '']","['2,670', '']","['1,465', '']","['625', '']","['284', '']","['4,733', '']","['784', '']"
5452,r050,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['10,590', '']","['36', '']","['0', '']","['2,299', '']","['10', '']","['5,241', '']","['110', '']","['1,570', '']","['0', '']","['922', '']","['402', '']"
5452,r051,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['3,202', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,202', '']","['0', '']"
5452,r052,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['5,874', '']","['1,023', '']","['1,281', '']","['3,225', '']","['234', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['111', '']"
5452,r053,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['21,228', '']","['201', '']","['2,158', '']","['6,822', '']","['980', '']","['5,407', '']","['473', '']","['559', '']","['1,690', '']","['1,115', '']","['1,823', '']"
5452,r054,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['24,939', '']","['178', '']","['839', '']","['1,328', '']","['94', '']","['296', '']","['310', '']","['7,680', '']","['2,956', '']","['7,744', '']","['3,514', '']"
5452,r055,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['10,819', '']","['472', '']","['87', '']","['948', '']","['633', '']","['1,569', '']","['1,775', '']","['320', '']","['13', '']","['1,598', '']","['3,404', '']"
5452,r056,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['13,250', '']","['987', '']","['47', '']","['1,888', '']","['82', '']","['1,667', '']","['1,261', '']","['884', '']","['2,694', '']","['2,408', '']","['1,332', '']"
5452,r057,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['1,843', '']","['331', '']","['1', '']","['1,169', '']","['194', '']","['17', '']","['13', '']","['44', '']","['0', '']","['0', '']","['74', '']"
5452,r058,United States -> California -> Public -> Humboldt State U.,United States,California,Public,Humboldt State U.,4,"['14,236', '']","['64', '']","['1,464', '']","['7,291', '']","['10', '']","['193', '']","['0', '']","['616', '']","['0', '']","['4,261', '']","['337', '']"
5452,r059,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['62,903', '']","['7,345', '']","['6,566', '']","['1,655', '']","['2,824', '']","['9,161', '']","['0', '']","['6,040', '']","['1,752', '']","['22,933', '']","['4,627', '']"
5452,r060,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['97,710', '']","['1,519', '']","['2,234', '']","['27,880', '']","['3,899', '']","['6,402', '']","['20,222', '']","['5,106', '']","['3,669', '']","['7,934', '']","['18,845', '']"
5452,r061,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['33,078', 'i']","['869', 'i']","['4,450', 'i']","['13,391', 'i']","['1,060', 'i']","['3,200', 'i']","['1,375', 'i']","['3,760', 'i']","['1,344', 'i']","['1,330', 'i']","['2,299', 'i']"
5452,r062,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['47,301', '']","['10', '']","['13,747', '']","['1,542', '']","['0', '']","['2,445', '']","['19,670', '']","['190', '']","['7', '']","['2,863', '']","['6,827', '']"
5452,r063,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['1,545', '']","['8', '']","['571', '']","['456', '']","['141', '']","['203', '']","['10', '']","['40', '']","['29', '']","['1', '']","['86', '']"
5452,r064,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['840,000', '']","['12,701', '']","['9,845', '']","['258,228', '']","['8,263', '']","['141,434', '']","['19,329', '']","['60,568', '']","['76,642', '']","['209,293', '']","['43,697', '']"
5452,r065,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['816,693', '']","['7,256', '']","['30,153', '']","['597,962', '']","['4,455', '']","['26,495', '']","['3,022', '']","['28,486', '']","['8,894', '']","['97,951', '']","['12,019', '']"
5452,r066,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['490,597', '']","['21,573', '']","['12,705', '']","['289,422', '']","['7,106', '']","['40,964', '']","['11,448', '']","['12,741', '']","['799', '']","['59,695', '']","['34,144', '']"
5452,r067,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['1,392,941', '']","['17,480', '']","['41,594', '']","['989,602', '']","['13,161', '']","['54,697', '']","['19,087', '']","['60,591', '']","['48,975', '']","['93,520', '']","['54,234', '']"
5452,r068,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['45,966', '']","['194', '']","['2,943', '']","['9,333', '']","['3,047', '']","['7,593', '']","['1,712', '']","['2,988', '']","['420', '']","['15,191', '']","['2,545', '']"
5452,r069,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['60,686', '']","['1,485', '']","['0', '']","['46,725', '']","['0', '']","['8,123', '']","['0', '']","['0', '']","['4,353', '']","['0', '']","['0', '']"
5452,r070,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['184,894', '']","['8,974', '']","['10,855', '']","['95,431', '']","['1,682', '']","['17,037', '']","['2,950', '']","['5,132', '']","['3,923', '']","['31,937', '']","['6,973', '']"
5452,r071,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['1,403,735', '']","['30,370', '']","['201,331', '']","['828,401', '']","['4,857', '']","['94,124', '']","['20,113', '']","['19,942', '']","['13,715', '']","['182,495', '']","['8,387', '']"
5452,r072,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['1,651,073', '']","['0', '']","['0', '']","['1,581,411', '']","['0', '']","['69,662', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5452,r073,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['254,434', '']","['9,231', '']","['40,396', '']","['30,838', '']","['1,416', '']","['58,534', '']","['4,929', '']","['7,631', '']","['867', '']","['87,681', '']","['12,911', '']"
5452,r074,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['150,400', '']","['5,009', '']","['29,389', '']","['27,565', '']","['236', '']","['36,262', '']","['487', '']","['5,724', '']","['347', '']","['41,752', '']","['3,629', '']"
5452,r075,United States -> California -> Private,United States,California,Private,,3,"['3,181,557', '']","['165,175', '']","['85,897', '']","['2,017,890', '']","['11,178', '']","['343,268', '']","['38,407', '']","['98,535', '']","['1,111', '']","['264,372', '']","['155,724', '']"
5452,r076,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['7,068', '']","['148', '']","['0', '']","['2,002', '']","['64', '']","['205', '']","['885', '']","['274', '']","['0', '']","['31', '']","['3,459', '']"
5452,r077,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['1,187', 'i']","['42', 'i']","['1', 'i']","['771', 'i']","['11', 'i']","['85', 'i']","['13', 'i']","['40', 'i']","['0', 'i']","['167', 'i']","['57', 'i']"
5452,r078,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['449,651', '']","['15,072', '']","['43,338', '']","['89,626', '']","['1,387', '']","['217,581', '']","['0', '']","['0', '']","['0', '']","['51,693', '']","['30,954', '']"
5452,r079,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['630', '']","['14', '']","['0', '']","['316', '']","['16', '']","['112', '']","['24', '']","['16', '']","['0', '']","['0', '']","['132', '']"
5452,r080,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['26,660', '']","['665', '']","['212', '']","['7,307', '']","['1', '']","['2,062', '']","['888', '']","['2,714', '']","['0', '']","['102', '']","['12,709', '']"
5452,r081,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['13,682', '']","['0', '']","['0', '']","['13,682', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5452,r082,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['9,403', '']","['207', '']","['0', '']","['0', '']","['70', '']","['0', '']","['966', '']","['3,122', '']","['0', '']","['0', '']","['5,038', '']"
5452,r083,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['5,846', '']","['0', '']","['29', '']","['400', '']","['85', '']","['144', '']","['157', '']","['4,545', '']","['43', '']","['0', '']","['443', '']"
5452,r084,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['2,916', '']","['791', '']","['0', '']","['520', '']","['174', '']","['543', '']","['0', '']","['0', '']","['194', '']","['628', '']","['66', '']"
5452,r085,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['3,304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,304', '']"
5452,r086,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['2,152', 'i']","['86', 'i']","['0', 'i']","['1,578', 'i']","['23', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['336', 'i']","['129', 'i']"
5452,r087,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['1,647', '']","['0', '']","['0', '']","['101', '']","['0', '']","['1', '']","['78', '']","['0', '']","['0', '']","['0', '']","['1,467', '']"
5452,r088,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['25,077', 'i']","['0', 'i']","['0', 'i']","['25,077', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5452,r089,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['7,193', '']","['24', '']","['489', '']","['591', '']","['187', '']","['233', '']","['1,515', '']","['1,285', '']","['0', '']","['165', '']","['2,704', '']"
5452,r090,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['1,357', 'i']","['0', 'i']","['0', 'i']","['1,357', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5452,r091,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['1,541', '']","['0', '']","['0', '']","['95', '']","['16', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['1,412', '']"
5452,r092,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['2,657', '']","['236', '']","['1,086', '']","['368', '']","['58', '']","['414', '']","['65', '']","['190', '']","['240', '']","['0', '']","['0', '']"
5452,r093,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['2,006', '']","['0', '']","['0', '']","['623', '']","['32', '']","['56', '']","['229', '']","['213', '']","['0', '']","['0', '']","['853', '']"
5452,r094,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['2,855', '']","['95', '']","['274', '']","['338', '']","['129', '']","['872', '']","['248', '']","['620', '']","['6', '']","['0', '']","['273', '']"
5452,r095,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['2,682', '']","['107', '']","['0', '']","['879', '']","['22', '']","['487', '']","['10', '']","['116', '']","['0', '']","['948', '']","['113', '']"
5452,r096,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['444,964', '']","['0', '']","['0', '']","['444,964', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5452,r097,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['1,203,950', '']","['26,512', '']","['20,216', '']","['836,401', '']","['7,036', '']","['94,954', '']","['18,866', '']","['24,770', '']","['104', '']","['130,950', '']","['44,141', '']"
5452,r098,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['3,551', '']","['0', '']","['0', '']","['3,539', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']"
5452,r099,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['1,713', '']","['0', '']","['0', '']","['982', '']","['0', '']","['307', '']","['0', '']","['0', '']","['312', '']","['89', '']","['23', '']"
5452,r100,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['8,607', '']","['0', '']","['163', '']","['217', '']","['225', '']","['1,496', '']","['190', '']","['289', '']","['68', '']","['1,252', '']","['4,707', '']"
5452,r101,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['2,161', '']","['60', '']","['106', '']","['308', '']","['25', '']","['72', '']","['39', '']","['397', '']","['144', '']","['6', '']","['1,004', '']"
5452,r102,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['941,198', '']","['121,116', '']","['19,983', '']","['580,982', '']","['1,617', '']","['23,644', '']","['14,234', '']","['59,926', '']","['0', '']","['78,005', '']","['41,691', '']"
5452,r103,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['5,899', '']","['0', '']","['0', '']","['4,866', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,033', '']"
5452,r104,United States -> Colorado,United States,Colorado,,,2,"['1,665,742', '']","['25,511', '']","['197,783', '']","['831,543', '']","['8,297', '']","['147,816', '']","['23,547', '']","['36,174', '']","['6,477', '']","['292,491', '']","['96,103', '']"
5452,r105,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,622,102', '']","['25,412', '']","['197,519', '']","['826,498', '']","['8,154', '']","['142,828', '']","['17,562', '']","['33,719', '']","['6,477', '']","['288,030', '']","['75,903', '']"
