table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
10168,r016,"United States -> Alaska -> Public -> U. Alaska, Anchorage",United States,Alaska,Public,"U. Alaska, Anchorage",4,"['1,475', '']","['976', '']","['39', '']","['75', '']","['385', '']","['1,350', '']","['872', '']","['39', '']","['75', '']","['364', '']"
10168,r017,"United States -> Alaska -> Public -> U. Alaska, Fairbanks",United States,Alaska,Public,"U. Alaska, Fairbanks",4,"['10,832', '']","['4,035', '']","['825', '']","['4,366', '']","['1,606', '']","['9,829', '']","['3,732', '']","['821', '']","['3,679', '']","['1,597', '']"
10168,r018,"United States -> Alaska -> Public -> U. Alaska, Southeast",United States,Alaska,Public,"U. Alaska, Southeast",4,"['323', '']","['57', '']","['0', '']","['266', '']","['0', '']","['259', '']","['57', '']","['0', '']","['202', '']","['0', '']"
10168,r019,United States -> Alaska -> Private,United States,Alaska,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r020,United States -> Alaska -> Private -> Alaska Pacific U.,United States,Alaska,Private,Alaska Pacific U.,4,"['291', '']","['287', '']","['0', '']","['0', '']","['4', '']","['287', '']","['287', '']","['0', '']","['0', '']","['0', '']"
10168,r021,United States -> Arizona,United States,Arizona,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r022,United States -> Arizona -> Public,United States,Arizona,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r023,United States -> Arizona -> Public -> Arizona State U.,United States,Arizona,Public,Arizona State U.,4,"['96,656', '']","['28,999', '']","['19,157', '']","['43,420', '']","['5,080', '']","['56,222', '']","['26,282', '']","['15,931', '']","['9,891', '']","['4,118', '']"
10168,r024,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['56', '']","['56', '']","['0', '']","['0', '']","['0', '']","['56', '']","['56', '']","['0', '']","['0', '']","['0', '']"
10168,r025,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['6,979', '']","['3,988', '']","['781', '']","['1,129', '']","['1,081', '']","['6,540', '']","['3,563', '']","['781', '']","['1,129', '']","['1,067', '']"
10168,r026,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['70,348', 'i']","['30,259', 'i']","['11,326', 'i']","['21,747', 'i']","['7,016', 'i']","['64,141', '']","['27,984', '']","['10,337', '']","['20,727', '']","['5,093', '']"
10168,r027,United States -> Arizona -> Private,United States,Arizona,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r028,United States -> Arizona -> Private -> Sonoran U. Health Sciences,United States,Arizona,Private,Sonoran U. Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r029,United States -> Arkansas,United States,Arkansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r030,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r031,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['1,429', '']","['737', '']","['0', '']","['0', '']","['692', '']","['1,428', '']","['736', '']","['0', '']","['0', '']","['692', '']"
10168,r032,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['17,360', '']","['5,084', '']","['2,783', '']","['3,074', '']","['6,419', '']","['17,360', '']","['5,084', '']","['2,783', '']","['3,074', '']","['6,419', '']"
10168,r033,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['15,776', '']","['6,710', '']","['2,891', '']","['884', '']","['5,291', '']","['14,418', '']","['5,845', '']","['2,745', '']","['543', '']","['5,285', '']"
10168,r034,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['3,601', '']","['1,553', '']","['954', '']","['0', '']","['1,094', '']","['3,601', '']","['1,553', '']","['954', '']","['0', '']","['1,094', '']"
10168,r035,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['320', '']","['218', '']","['0', '']","['0', '']","['102', '']","['320', '']","['218', '']","['0', '']","['0', '']","['102', '']"
10168,r036,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['1,251', '']","['619', '']","['263', '']","['56', '']","['313', '']","['1,190', '']","['619', '']","['258', '']","['0', '']","['313', '']"
10168,r037,United States -> California,United States,California,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r038,United States -> California -> Public,United States,California,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r039,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['4,484', '']","['2,226', '']","['554', '']","['513', '']","['1,191', '']","['3,665', '']","['1,862', '']","['389', '']","['397', '']","['1,017', '']"
10168,r040,"United States -> California -> Public -> California State Polytechnic U., Humboldt",United States,California,Public,"California State Polytechnic U., Humboldt",4,"['1,980', '']","['1,044', '']","['97', '']","['577', '']","['262', '']","['690', '']","['387', '']","['55', '']","['139', '']","['109', '']"
10168,r041,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['1,089', '']","['546', '']","['175', '']","['311', '']","['57', '']","['1,045', '']","['542', '']","['145', '']","['301', '']","['57', '']"
10168,r042,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['55', '']","['22', '']","['0', '']","['0', '']","['33', '']","['33', '']","['0', '']","['0', '']","['0', '']","['33', '']"
10168,r043,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['519', '']","['399', '']","['0', '']","['120', '']","['0', '']","['401', '']","['294', '']","['0', '']","['107', '']","['0', '']"
10168,r044,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['505', '']","['366', '']","['0', '']","['0', '']","['139', '']","['364', '']","['364', '']","['0', '']","['0', '']","['0', '']"
10168,r045,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['508', '']","['508', '']","['0', '']","['0', '']","['0', '']","['508', '']","['508', '']","['0', '']","['0', '']","['0', '']"
10168,r046,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['899', '']","['293', '']","['83', '']","['11', '']","['512', '']","['228', '']","['116', '']","['24', '']","['6', '']","['82', '']"
10168,r047,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['2,693', '']","['2,073', '']","['45', '']","['273', '']","['302', '']","['1,217', '']","['704', '']","['29', '']","['192', '']","['292', '']"
10168,r048,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['908', '']","['816', '']","['62', '']","['30', '']","['0', '']","['678', '']","['616', '']","['62', '']","['0', '']","['0', '']"
10168,r049,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['2,145', '']","['1,545', '']","['111', '']","['412', '']","['77', '']","['1,076', '']","['872', '']","['111', '']","['16', '']","['77', '']"
10168,r050,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['948', '']","['659', '']","['0', '']","['67', '']","['222', '']","['725', '']","['566', '']","['0', '']","['67', '']","['92', '']"
10168,r051,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['103', '']","['103', '']","['0', '']","['0', '']","['0', '']","['83', '']","['83', '']","['0', '']","['0', '']","['0', '']"
10168,r052,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['2,776', '']","['842', '']","['14', '']","['1,513', '']","['407', '']","['2,151', '']","['498', '']","['0', '']","['1,495', '']","['158', '']"
10168,r053,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['4,568', '']","['1,930', '']","['181', '']","['1,121', '']","['1,336', '']","['1,683', '']","['1,127', '']","['0', '']","['203', '']","['353', '']"
10168,r054,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['1,682', '']","['984', '']","['0', '']","['91', '']","['607', '']","['1,053', '']","['367', '']","['0', '']","['79', '']","['607', '']"
10168,r055,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['698', '']","['688', '']","['0', '']","['10', '']","['0', '']","['530', '']","['520', '']","['0', '']","['10', '']","['0', '']"
10168,r056,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['168', '']","['138', '']","['0', '']","['30', '']","['0', '']","['168', '']","['138', '']","['0', '']","['30', '']","['0', '']"
10168,r057,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['305', '']","['305', '']","['0', '']","['0', '']","['0', '']","['298', '']","['298', '']","['0', '']","['0', '']","['0', '']"
10168,r058,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['719', '']","['341', '']","['312', '']","['66', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r059,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['10,116', '']","['7,150', '']","['987', '']","['1,864', '']","['115', '']","['9,101', '']","['6,135', '']","['987', '']","['1,864', '']","['115', '']"
10168,r060,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['2,650', '']","['1,840', '']","['172', '']","['185', '']","['453', '']","['1,952', '']","['1,657', '']","['172', '']","['119', '']","['4', '']"
10168,r061,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['6,085', '']","['5,545', '']","['24', '']","['347', '']","['169', '']","['5,645', '']","['5,105', '']","['24', '']","['347', '']","['169', '']"
10168,r062,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['687', '']","['678', '']","['1', '']","['0', '']","['8', '']","['584', '']","['575', '']","['1', '']","['0', '']","['8', '']"
10168,r063,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['75,943', '']","['48,887', '']","['7,223', '']","['11,333', '']","['8,500', '']","['64,175', '']","['42,385', '']","['6,201', '']","['7,392', '']","['8,197', '']"
10168,r064,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['72,539', '']","['38,535', '']","['7,466', '']","['18,381', '']","['8,157', '']","['61,393', '']","['35,347', '']","['6,317', '']","['12,802', '']","['6,927', '']"
10168,r065,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['41,799', '']","['22,983', '']","['10,605', '']","['7,681', '']","['530', '']","['33,302', '']","['21,244', '']","['5,489', '']","['6,039', '']","['530', '']"
10168,r066,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['102,445', '']","['59,874', '']","['11,532', '']","['23,579', '']","['7,460', '']","['91,734', '']","['54,577', '']","['10,180', '']","['20,870', '']","['6,107', '']"
10168,r067,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['1,923', '']","['798', '']","['88', '']","['457', '']","['580', '']","['1,257', '']","['647', '']","['88', '']","['84', '']","['438', '']"
10168,r068,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['8', '']"
10168,r069,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['14,931', '']","['9,027', '']","['1,551', '']","['2,195', '']","['2,158', '']","['13,736', '']","['8,732', '']","['912', '']","['2,151', '']","['1,941', '']"
10168,r070,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['185,856', '']","['75,220', '']","['29,670', '']","['41,003', '']","['39,963', '']","['133,987', '']","['60,302', '']","['17,665', '']","['35,091', '']","['20,929', '']"
10168,r071,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['135,049', '']","['58,090', '']","['4,782', '']","['70,617', '']","['1,560', '']","['121,633', '']","['54,043', '']","['4,330', '']","['62,146', '']","['1,114', '']"
10168,r072,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['29,515', '']","['16,698', '']","['5,399', '']","['7,008', '']","['410', '']","['27,088', '']","['15,554', '']","['5,175', '']","['5,999', '']","['360', '']"
10168,r073,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['14,584', '']","['8,410', '']","['830', '']","['3,551', '']","['1,793', '']","['13,925', '']","['7,971', '']","['692', '']","['3,469', '']","['1,793', '']"
10168,r074,United States -> California -> Private,United States,California,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r075,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['84', '']","['6', '']","['0', '']","['7', '']","['71', '']","['6', '']","['6', '']","['0', '']","['0', '']","['0', '']"
10168,r076,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['123', 'i']","['66', 'i']","['17', 'i']","['30', 'i']","['10', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r077,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['39,121', '']","['29,460', '']","['1,284', '']","['8,377', '']","['0', '']","['35,306', '']","['26,604', '']","['1,284', '']","['7,418', '']","['0', '']"
10168,r078,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r079,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['2,380', 'i']","['1,883', 'i']","['363', 'i']","['134', 'i']","['0', 'i']","['2,170', '']","['1,789', '']","['363', '']","['18', '']","['0', '']"
10168,r080,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['1,098', '']","['0', '']","['0', '']","['0', '']","['1,098', '']","['1,098', '']","['0', '']","['0', '']","['0', '']","['1,098', '']"
10168,r081,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['891', '']","['199', '']","['0', '']","['445', '']","['247', '']","['451', '']","['199', '']","['0', '']","['5', '']","['247', '']"
10168,r082,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['126', '']","['126', '']","['0', '']","['0', '']","['0', '']","['117', '']","['117', '']","['0', '']","['0', '']","['0', '']"
10168,r083,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['210', '']","['210', '']","['0', '']","['0', '']","['0', '']","['210', '']","['210', '']","['0', '']","['0', '']","['0', '']"
10168,r084,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r085,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['100', '']","['100', '']","['0', '']","['0', '']","['0', '']","['100', '']","['100', '']","['0', '']","['0', '']","['0', '']"
10168,r086,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r087,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['958', '']","['588', '']","['355', '']","['15', '']","['0', '']","['786', '']","['440', '']","['331', '']","['15', '']","['0', '']"
10168,r088,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['235', '']","['206', '']","['0', '']","['29', '']","['0', '']","['82', '']","['82', '']","['0', '']","['0', '']","['0', '']"
10168,r089,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['37', 'i']","['37', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['37', 'i']","['37', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10168,r090,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['173', 'i']","['108', 'i']","['0', 'i']","['0', 'i']","['65', 'i']","['84', 'i']","['19', 'i']","['0', 'i']","['0', 'i']","['65', 'i']"
10168,r091,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['135', '']","['91', '']","['0', '']","['44', '']","['0', '']","['87', '']","['62', '']","['0', '']","['25', '']","['0', '']"
10168,r092,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['290', '']","['278', '']","['0', '']","['0', '']","['12', '']","['258', '']","['246', '']","['0', '']","['0', '']","['12', '']"
10168,r093,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['755', '']","['176', '']","['186', '']","['5', '']","['388', '']","['750', '']","['176', '']","['186', '']","['0', '']","['388', '']"
10168,r094,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['22,540', '']","['16,470', '']","['1,422', '']","['4,303', '']","['345', '']","['21,595', '']","['15,525', '']","['1,422', '']","['4,303', '']","['345', '']"
10168,r095,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['154,350', '']","['104,445', '']","['13,976', '']","['30,823', '']","['5,106', '']","['121,073', '']","['88,042', '']","['8,798', '']","['23,642', '']","['591', '']"
10168,r096,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['603', '']","['603', '']","['0', '']","['0', '']","['0', '']","['603', '']","['603', '']","['0', '']","['0', '']","['0', '']"
10168,r097,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['79', '']","['79', '']","['0', '']","['0', '']","['0', '']","['79', '']","['79', '']","['0', '']","['0', '']","['0', '']"
10168,r098,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['743', '']","['391', '']","['41', '']","['229', '']","['82', '']","['484', '']","['288', '']","['9', '']","['105', '']","['82', '']"
10168,r099,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['183', '']","['163', '']","['0', '']","['20', '']","['0', '']","['183', '']","['163', '']","['0', '']","['20', '']","['0', '']"
10168,r100,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['116,039', '']","['56,979', '']","['11,111', '']","['42,462', '']","['5,487', '']","['107,794', '']","['52,728', '']","['10,364', '']","['39,919', '']","['4,783', '']"
10168,r101,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['222', '']","['67', '']","['145', '']","['10', '']","['0', '']","['212', '']","['67', '']","['145', '']","['0', '']","['0', '']"
10168,r102,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r103,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r104,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['23,782', '']","['6,739', '']","['7,420', '']","['3,017', '']","['6,606', '']","['14,552', '']","['6,360', '']","['4,848', '']","['2,875', '']","['469', '']"
10168,r105,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['47,638', '']","['25,702', '']","['7,587', '']","['5,980', '']","['8,369', '']","['44,174', '']","['24,080', '']","['7,283', '']","['4,701', '']","['8,110', '']"
10168,r106,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['106', '']","['106', '']","['0', '']","['0', '']","['0', '']","['106', '']","['106', '']","['0', '']","['0', '']","['0', '']"
10168,r107,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['602', '']","['537', '']","['0', '']","['26', '']","['39', '']","['589', '']","['537', '']","['0', '']","['13', '']","['39', '']"
10168,r108,United States -> Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>a</sup>,United States,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>a</sup>,4,"['82,279', 'i']","['44,705', 'i']","['12,242', 'i']","['18,883', 'i']","['6,449', 'i']","['77,536', '']","['43,479', '']","['11,122', '']","['17,542', '']","['5,393', '']"
10168,r109,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['79,189', 'i']","['42,856', 'i']","['13,257', 'i']","['10,696', 'i']","['12,380', 'i']","['77,124', '']","['42,299', '']","['12,660', '']","['10,277', '']","['11,888', '']"
10168,r110,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['1,764', '']","['442', '']","['1,261', '']","['61', '']","['0', '']","['1,764', '']","['442', '']","['1,261', '']","['61', '']","['0', '']"
10168,r111,United States -> Colorado -> Public -> U. Colorado Denver<sup>a</sup>,United States,Colorado,Public,U. Colorado Denver<sup>a</sup>,4,"['2,979', 'i']","['1,576', 'i']","['904', 'i']","['173', 'i']","['326', 'i']","['2,838', '']","['1,539', '']","['871', '']","['134', '']","['294', '']"
10168,r112,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['295', '']","['126', '']","['137', '']","['0', '']","['32', '']","['295', '']","['126', '']","['137', '']","['0', '']","['32', '']"
10168,r113,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r114,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r115,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['8', '']","['0', '']","['0', '']","['0', '']"
