table_id,row_id,field_and_carnegie_category_full_path,field_and_carnegie_category_level_1,field_and_carnegie_category_level_2,field_and_carnegie_category_level_3,field_and_carnegie_category_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1737,r034,All doctorate recipients -> Education -> Doctoral: Moderate research,All doctorate recipients,Education,Doctoral: Moderate research,3,926,654,368,332,370,425,454,503,395,490
1737,r035,All doctorate recipients -> Education -> Other universities,All doctorate recipients,Education,Other universities,3,220,207,114,125,133,104,151,190,137,154
1737,r036,All doctorate recipients -> Humanities and arts,All doctorate recipients,Humanities and arts,,2,4904,5015,5225,5561,5715,5524,5594,5480,5286,5145
1737,r037,All doctorate recipients -> Humanities and arts -> Doctoral: Highest research,All doctorate recipients,Humanities and arts,Doctoral: Highest research,3,3930,4034,4194,4434,4664,4476,4524,4351,4202,4106
1737,r038,All doctorate recipients -> Humanities and arts -> Doctoral: Higher research,All doctorate recipients,Humanities and arts,Doctoral: Higher research,3,601,590,658,670,616,634,635,713,652,625
1737,r039,All doctorate recipients -> Humanities and arts -> Doctoral: Moderate research,All doctorate recipients,Humanities and arts,Doctoral: Moderate research,3,92,105,104,164,133,134,124,154,136,119
1737,r040,All doctorate recipients -> Humanities and arts -> Other universities,All doctorate recipients,Humanities and arts,Other universities,3,281,286,269,293,302,280,311,262,296,295
1737,r041,All doctorate recipients -> Other<sup>b</sup>,All doctorate recipients,Other<sup>b</sup>,,2,2807,2729,2683,2734,3023,3043,3019,2941,3153,2989
1737,r042,All doctorate recipients -> Other<sup>b</sup> -> Doctoral: Highest research,All doctorate recipients,Other<sup>b</sup>,Doctoral: Highest research,3,2121,2061,2038,2113,2268,2212,2215,2144,2197,2085
1737,r043,All doctorate recipients -> Other<sup>b</sup> -> Doctoral: Higher research,All doctorate recipients,Other<sup>b</sup>,Doctoral: Higher research,3,420,418,425,371,452,474,457,455,517,480
1737,r044,All doctorate recipients -> Other<sup>b</sup> -> Doctoral: Moderate research,All doctorate recipients,Other<sup>b</sup>,Doctoral: Moderate research,3,194,170,161,166,231,294,267,265,341,330
1737,r045,All doctorate recipients -> Other<sup>b</sup> -> Other universities,All doctorate recipients,Other<sup>b</sup>,Other universities,3,72,80,59,84,72,63,80,77,98,94
