table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_level_3,_b_total_in_survey_b_hierarchy_depth,value
6018,r038,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Part time,3,13447
6018,r039,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Full time,3,51107
6018,r040,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Part time,3,3798
6018,r041,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Full time,3,618
6018,r042,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Part time,3,383
6018,r043,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Full time,3,1650
6018,r044,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Part time,3,108
6018,r045,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Full time,3,2.3
6018,r046,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Part time,3,2.8
6018,r047,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Full time,3,3.2
6018,r048,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Part time,3,2.8
6018,r049,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Master's students,Full time,3,39929
6018,r050,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Master's students,Part time,3,40761
6018,r051,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Doctoral students,Full time,3,15473
6018,r052,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Doctoral students,Part time,3,2701
6018,r053,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Master's students,Full time,3,1970
6018,r054,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Master's students,Part time,3,692
6018,r055,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Doctoral students,Full time,3,560
6018,r056,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Doctoral students,Part time,3,109
6018,r057,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Full time,3,4.9
6018,r058,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Part time,3,1.7
6018,r059,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Full time,3,3.6
6018,r060,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Part time,3,4.0
6018,r061,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Full time,3,3649
6018,r062,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Part time,3,1628
6018,r063,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Full time,3,5807
6018,r064,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Part time,3,708
6018,r065,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Full time,3,90
6018,r066,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Part time,3,58
6018,r067,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Full time,3,216
6018,r068,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Part time,3,16
6018,r069,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Full time,3,2.5
6018,r070,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Part time,3,3.6
6018,r071,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Full time,3,3.7
6018,r072,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Part time,3,2.3
6018,r073,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Master's students,Full time,3,11622
6018,r074,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Master's students,Part time,3,6662
6018,r075,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Full time,3,12419
6018,r076,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Part time,3,1268
6018,r077,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Master's students,Full time,3,124
6018,r078,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Master's students,Part time,3,96
6018,r079,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Full time,3,316
6018,r080,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Part time,3,36
6018,r081,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Full time,3,1.1
6018,r082,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Part time,3,1.4
6018,r083,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Full time,3,2.5
6018,r084,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Part time,3,2.8
6018,r085,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Full time,3,6169
6018,r086,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Part time,3,4811
6018,r087,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Full time,3,2870
6018,r088,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Part time,3,683
6018,r089,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Full time,3,901
6018,r090,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Part time,3,609
6018,r091,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Full time,3,53
6018,r092,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Part time,3,7
6018,r093,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Full time,3,14.6
6018,r094,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Part time,3,12.7
6018,r095,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Full time,3,1.8
6018,r096,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Part time,3,1.0
6018,r097,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Master's students,Full time,3,5536
6018,r098,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Master's students,Part time,3,3257
6018,r099,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Full time,3,2912
6018,r100,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Part time,3,793
6018,r101,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Master's students,Full time,3,139
6018,r102,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Master's students,Part time,3,57
6018,r103,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Full time,3,107
6018,r104,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Part time,3,28
6018,r105,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Full time,3,2.5
6018,r106,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Part time,3,1.8
6018,r107,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Full time,3,3.7
6018,r108,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Part time,3,3.5
6018,r109,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Master's students,Full time,3,3686
6018,r110,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Master's students,Part time,3,2589
6018,r111,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Doctoral students,Full time,3,33952
6018,r112,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Doctoral students,Part time,3,2389
6018,r113,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Master's students,Full time,3,91
6018,r114,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Master's students,Part time,3,48
6018,r115,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Doctoral students,Full time,3,1065
6018,r116,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Doctoral students,Part time,3,27
6018,r117,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Master's students,Full time,3,2.5
6018,r118,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Master's students,Part time,3,1.9
6018,r119,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Full time,3,3.1
6018,r120,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Part time,3,1.1
6018,r121,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Master's students,Full time,3,28716
6018,r122,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Master's students,Part time,3,18563
6018,r123,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Doctoral students,Full time,3,17452
6018,r124,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Doctoral students,Part time,3,3663
6018,r125,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Master's students,Full time,3,559
6018,r126,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Master's students,Part time,3,422
6018,r127,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Doctoral students,Full time,3,364
6018,r128,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Doctoral students,Part time,3,131
6018,r129,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Master's students,Full time,3,1.9
6018,r130,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Master's students,Part time,3,2.3
6018,r131,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Doctoral students,Full time,3,2.1
6018,r132,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Doctoral students,Part time,3,3.6
6018,r133,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Master's students,Full time,3,25991
6018,r134,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Master's students,Part time,3,17928
6018,r135,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Doctoral students,Full time,3,29507
6018,r136,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Doctoral students,Part time,3,4927
6018,r137,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Master's students,Full time,3,311
6018,r138,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Master's students,Part time,3,295
6018,r139,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Doctoral students,Full time,3,1187
6018,r140,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Doctoral students,Part time,3,90
6018,r141,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Master's students,Full time,3,1.2
6018,r142,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Master's students,Part time,3,1.6
6018,r143,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Doctoral students,Full time,3,4.0
6018,r144,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Doctoral students,Part time,3,1.8
6018,r145,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Master's students,Full time,3,49179
6018,r146,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Master's students,Part time,3,37271
6018,r147,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Doctoral students,Full time,3,62061
6018,r148,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Doctoral students,Part time,3,9218
6018,r149,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Master's students,Full time,3,640
6018,r150,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Master's students,Part time,3,740
6018,r151,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Doctoral students,Full time,3,765
6018,r152,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Doctoral students,Part time,3,149
6018,r153,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Master's students,Full time,3,1.3
6018,r154,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Master's students,Part time,3,2.0
6018,r155,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Doctoral students,Full time,3,1.2
6018,r156,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Doctoral students,Part time,3,1.6
6018,r157,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Full time,3,2298
6018,r158,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Part time,3,2028
6018,r159,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Full time,3,2301
6018,r160,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Part time,3,344
6018,r161,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Full time,3,11
6018,r162,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Part time,3,1
6018,r163,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Full time,3,37
6018,r164,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Part time,3,0
6018,r165,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Master's students,Full time,3,0.5
6018,r166,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Master's students,Part time,3,0.05
6018,r167,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctoral students,Full time,3,1.6
6018,r168,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
6018,r169,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Master's students,Full time,3,3416
6018,r170,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Master's students,Part time,3,1120
6018,r171,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctoral students,Full time,3,7659
6018,r172,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctoral students,Part time,3,580
6018,r173,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Master's students,Full time,3,116
6018,r174,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Master's students,Part time,3,35
6018,r175,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctoral students,Full time,3,105
6018,r176,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctoral students,Part time,3,7
6018,r177,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Master's students,Full time,3,3.4
6018,r178,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Master's students,Part time,3,3.1
6018,r179,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctoral students,Full time,3,1.4
6018,r180,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctoral students,Part time,3,1.2
6018,r181,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Master's students,Full time,3,1898
6018,r182,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Master's students,Part time,3,1044
6018,r183,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctoral students,Full time,3,7132
6018,r184,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctoral students,Part time,3,480
6018,r185,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Master's students,Full time,3,24
6018,r186,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Master's students,Part time,3,5
6018,r187,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctoral students,Full time,3,104
6018,r188,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctoral students,Part time,3,9
6018,r189,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Master's students,Full time,3,1.3
6018,r190,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Master's students,Part time,3,0.5
6018,r191,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctoral students,Full time,3,1.5
6018,r192,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctoral students,Part time,3,1.9
6018,r193,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Master's students,Full time,3,6487
6018,r194,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Master's students,Part time,3,4332
6018,r195,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctoral students,Full time,3,6374
6018,r196,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctoral students,Part time,3,1111
6018,r197,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Master's students,Full time,3,31
6018,r198,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Master's students,Part time,3,26
6018,r199,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctoral students,Full time,3,48
