table_id,row_id,field_sex_race_ethnicity_and_disability_status_full_path,field_sex_race_ethnicity_and_disability_status_level_1,field_sex_race_ethnicity_and_disability_status_level_2,field_sex_race_ethnicity_and_disability_status_level_3,field_sex_race_ethnicity_and_disability_status_level_4,field_sex_race_ethnicity_and_disability_status_hierarchy_depth,field_total,field_full_time_student,field_employed_in_s_e_or_s_e_related_occupationsa,field_employed_in_non_s_e_occupationsb,field_not_employed,field_median_salary_for_full_time_employedc_
3300,r014,All S&E and health fields -> Science -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Underrepresented minority<sup>d</sup>,,3,105000,16000,36000,48000,6000,63000
3300,r015,All S&E and health fields -> Science -> Without disability,All S&E and health fields,Science,Without disability,,3,520000,73000,253000,173000,21000,70000
3300,r016,All S&E and health fields -> Science -> With disability,All S&E and health fields,Science,With disability,,3,42000,5000,18000,18000,2000,66000
3300,r017,All S&E and health fields -> Science -> Biological/ life sciences,All S&E and health fields,Science,Biological/ life sciences,,3,100000,19000,58000,22000,1000,51000
3300,r018,All S&E and health fields -> Science -> Biological/ life sciences -> Female,All S&E and health fields,Science,Biological/ life sciences,Female,4,64000,10000,40000,14000,1000,53000
3300,r019,All S&E and health fields -> Science -> Biological/ life sciences -> Male,All S&E and health fields,Science,Biological/ life sciences,Male,4,36000,9000,18000,S,,45000
3300,r020,All S&E and health fields -> Science -> Biological/ life sciences -> White,All S&E and health fields,Science,Biological/ life sciences,White,4,60000,9000,32000,18000,,49000
3300,r021,All S&E and health fields -> Science -> Biological/ life sciences -> Asian,All S&E and health fields,Science,Biological/ life sciences,Asian,4,23000,7000,13000,S,,59000
3300,r022,All S&E and health fields -> Science -> Biological/ life sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Biological/ life sciences,Underrepresented minority<sup>d</sup>,4,15000,2000,11000,S,,59000
3300,r023,All S&E and health fields -> Science -> Biological/ life sciences -> Without disability,All S&E and health fields,Science,Biological/ life sciences,Without disability,4,96000,19000,56000,20000,1000,51000
3300,r024,All S&E and health fields -> Science -> Biological/ life sciences -> With disability,All S&E and health fields,Science,Biological/ life sciences,With disability,4,4000,,2000,S,,49000
3300,r025,All S&E and health fields -> Science -> Computer and information sciences,All S&E and health fields,Science,Computer and information sciences,,3,134000,7000,99000,17000,11000,96000
3300,r026,All S&E and health fields -> Science -> Computer and information sciences -> Female,All S&E and health fields,Science,Computer and information sciences,Female,4,34000,S,20000,5000,8000,86000
3300,r027,All S&E and health fields -> Science -> Computer and information sciences -> Male,All S&E and health fields,Science,Computer and information sciences,Male,4,100000,6000,79000,12000,S,100000
3300,r028,All S&E and health fields -> Science -> Computer and information sciences -> White,All S&E and health fields,Science,Computer and information sciences,White,4,55000,S,45000,5000,S,93000
3300,r029,All S&E and health fields -> Science -> Computer and information sciences -> Asian,All S&E and health fields,Science,Computer and information sciences,Asian,4,57000,4000,43000,3000,S,100000
3300,r030,All S&E and health fields -> Science -> Computer and information sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Computer and information sciences,Underrepresented minority<sup>d</sup>,4,19000,S,7000,9000,,98000
3300,r031,All S&E and health fields -> Science -> Computer and information sciences -> Without disability,All S&E and health fields,Science,Computer and information sciences,Without disability,4,125000,7000,92000,15000,11000,96000
3300,r032,All S&E and health fields -> Science -> Computer and information sciences -> With disability,All S&E and health fields,Science,Computer and information sciences,With disability,4,10000,,7000,,,106000
3300,r033,All S&E and health fields -> Science -> Mathematical sciences,All S&E and health fields,Science,Mathematical sciences,,3,49000,6000,33000,S,1000,90000
3300,r034,All S&E and health fields -> Science -> Mathematical sciences -> Female,All S&E and health fields,Science,Mathematical sciences,Female,4,16000,S,12000,2000,,63000
3300,r035,All S&E and health fields -> Science -> Mathematical sciences -> Male,All S&E and health fields,Science,Mathematical sciences,Male,4,33000,5000,21000,S,,90000
3300,r036,All S&E and health fields -> Science -> Mathematical sciences -> White,All S&E and health fields,Science,Mathematical sciences,White,4,29000,S,19000,S,,87000
3300,r037,All S&E and health fields -> Science -> Mathematical sciences -> Asian,All S&E and health fields,Science,Mathematical sciences,Asian,4,16000,2000,11000,3000,,127000
3300,r038,All S&E and health fields -> Science -> Mathematical sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Mathematical sciences,Underrepresented minority<sup>d</sup>,4,S,,S,,,S
3300,r039,All S&E and health fields -> Science -> Mathematical sciences -> Without disability,All S&E and health fields,Science,Mathematical sciences,Without disability,4,47000,6000,32000,S,1000,90000
3300,r040,All S&E and health fields -> Science -> Mathematical sciences -> With disability,All S&E and health fields,Science,Mathematical sciences,With disability,4,S,,S,,,S
3300,r041,All S&E and health fields -> Science -> Physical and related sciences,All S&E and health fields,Science,Physical and related sciences,,3,37000,8000,23000,6000,S,61000
3300,r042,All S&E and health fields -> Science -> Physical and related sciences -> Female,All S&E and health fields,Science,Physical and related sciences,Female,4,10000,2000,8000,1000,,49000
3300,r043,All S&E and health fields -> Science -> Physical and related sciences -> Male,All S&E and health fields,Science,Physical and related sciences,Male,4,27000,6000,15000,5000,S,66000
3300,r044,All S&E and health fields -> Science -> Physical and related sciences -> White,All S&E and health fields,Science,Physical and related sciences,White,4,22000,4000,15000,S,,59000
3300,r045,All S&E and health fields -> Science -> Physical and related sciences -> Asian,All S&E and health fields,Science,Physical and related sciences,Asian,4,8000,3000,5000,,,S
3300,r046,All S&E and health fields -> Science -> Physical and related sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Physical and related sciences,Underrepresented minority<sup>d</sup>,4,7000,,3000,,,62000
3300,r047,All S&E and health fields -> Science -> Physical and related sciences -> Without disability,All S&E and health fields,Science,Physical and related sciences,Without disability,4,34000,7000,21000,4000,S,64000
3300,r048,All S&E and health fields -> Science -> Physical and related sciences -> With disability,All S&E and health fields,Science,Physical and related sciences,With disability,4,4000,,,,,S
3300,r049,All S&E and health fields -> Science -> Psychology,All S&E and health fields,Science,Psychology,,3,141000,21000,38000,79000,3000,54000
3300,r050,All S&E and health fields -> Science -> Psychology -> Female,All S&E and health fields,Science,Psychology,Female,4,113000,12000,31000,66000,3000,51000
3300,r051,All S&E and health fields -> Science -> Psychology -> Male,All S&E and health fields,Science,Psychology,Male,4,28000,9000,7000,13000,,60000
3300,r052,All S&E and health fields -> Science -> Psychology -> White,All S&E and health fields,Science,Psychology,White,4,92000,12000,26000,53000,S,55000
3300,r053,All S&E and health fields -> Science -> Psychology -> Asian,All S&E and health fields,Science,Psychology,Asian,4,4000,S,1000,3000,,40000
3300,r054,All S&E and health fields -> Science -> Psychology -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Psychology,Underrepresented minority<sup>d</sup>,4,38000,S,9000,21000,2000,54000
3300,r055,All S&E and health fields -> Science -> Psychology -> Without disability,All S&E and health fields,Science,Psychology,Without disability,4,123000,20000,33000,69000,2000,54000
3300,r056,All S&E and health fields -> Science -> Psychology -> With disability,All S&E and health fields,Science,Psychology,With disability,4,18000,,S,11000,S,55000
3300,r057,All S&E and health fields -> Science -> Social and related sciences,All S&E and health fields,Science,Social and related sciences,,3,101000,17000,21000,57000,S,65000
3300,r058,All S&E and health fields -> Science -> Social and related sciences -> Female,All S&E and health fields,Science,Social and related sciences,Female,4,43000,9000,7000,25000,2000,73000
3300,r059,All S&E and health fields -> Science -> Social and related sciences -> Male,All S&E and health fields,Science,Social and related sciences,Male,4,58000,8000,14000,32000,S,64000
3300,r060,All S&E and health fields -> Science -> Social and related sciences -> White,All S&E and health fields,Science,Social and related sciences,White,4,63000,7000,14000,38000,S,65000
3300,r061,All S&E and health fields -> Science -> Social and related sciences -> Asian,All S&E and health fields,Science,Social and related sciences,Asian,4,12000,4000,1000,6000,,89000
3300,r062,All S&E and health fields -> Science -> Social and related sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Social and related sciences,Underrepresented minority<sup>d</sup>,4,24000,5000,4000,13000,S,64000
3300,r063,All S&E and health fields -> Science -> Social and related sciences -> Without disability,All S&E and health fields,Science,Social and related sciences,Without disability,4,96000,15000,20000,56000,S,65000
3300,r064,All S&E and health fields -> Science -> Social and related sciences -> With disability,All S&E and health fields,Science,Social and related sciences,With disability,4,5000,2000,,2000,,65000
3300,r065,All S&E and health fields -> Engineering,All S&E and health fields,Engineering,,,2,211000,17000,162000,24000,S,88000
3300,r066,All S&E and health fields -> Engineering -> Female,All S&E and health fields,Engineering,Female,,3,43000,4000,34000,2000,2000,85000
3300,r067,All S&E and health fields -> Engineering -> Male,All S&E and health fields,Engineering,Male,,3,168000,13000,128000,21000,S,89000
3300,r068,All S&E and health fields -> Engineering -> White,All S&E and health fields,Engineering,White,,3,105000,7000,75000,17000,S,92000
3300,r069,All S&E and health fields -> Engineering -> Asian,All S&E and health fields,Engineering,Asian,,3,77000,8000,64000,4000,1000,85000
3300,r070,All S&E and health fields -> Engineering -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Engineering,Underrepresented minority<sup>d</sup>,,3,25000,2000,20000,S,,76000
3300,r071,All S&E and health fields -> Engineering -> Without disability,All S&E and health fields,Engineering,Without disability,,3,197000,16000,152000,21000,S,88000
3300,r072,All S&E and health fields -> Engineering -> With disability,All S&E and health fields,Engineering,With disability,,3,14000,,10000,S,,89000
3300,r073,All S&E and health fields -> Health,All S&E and health fields,Health,,,2,462000,18000,348000,83000,13000,78000
3300,r074,All S&E and health fields -> Health -> Female,All S&E and health fields,Health,Female,,3,359000,11000,279000,60000,8000,80000
3300,r075,All S&E and health fields -> Health -> Male,All S&E and health fields,Health,Male,,3,103000,6000,69000,22000,,73000
3300,r076,All S&E and health fields -> Health -> White,All S&E and health fields,Health,White,,3,304000,6000,243000,44000,10000,74000
3300,r077,All S&E and health fields -> Health -> Asian,All S&E and health fields,Health,Asian,,3,52000,7000,40000,4000,S,84000
3300,r078,All S&E and health fields -> Health -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Health,Underrepresented minority<sup>d</sup>,,3,86000,3000,51000,31000,,81000
3300,r079,All S&E and health fields -> Health -> Without disability,All S&E and health fields,Health,Without disability,,3,435000,16000,331000,79000,8000,79000
3300,r080,All S&E and health fields -> Health -> With disability,All S&E and health fields,Health,With disability,,3,27000,,17000,S,,73000
