table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12847,r026,Arkansas,Arkansas,,,1,"['1,497', '']","['425', '']","['401', '']","['28', '']","['241', '']","['32', '']","['157', '']","['11', '']","['36', '']","['120', '']","['21', '']","['27', '']","['0', '']"
12847,r027,Arkansas -> Public,Arkansas,Public,,2,"['1,497', '']","['425', '']","['401', '']","['28', '']","['241', '']","['32', '']","['157', '']","['11', '']","['36', '']","['120', '']","['21', '']","['27', '']","['0', '']"
12847,r028,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['126', '']","['21', '']","['51', '']","['1', '']","['14', '']","['0', '']","['20', '']","['1', '']","['0', '']","['14', '']","['1', '']","['4', '']","['0', '']"
12847,r029,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['274', '']","['0', '']","['174', '']","['0', '']","['0', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r030,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['785', '']","['360', '']","['85', '']","['7', '']","['168', '']","['27', '']","['21', '']","['5', '']","['8', '']","['75', '']","['11', '']","['17', '']","['0', '']"
12847,r031,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['102', '']","['*', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
12847,r032,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['120', '']","['43', '']","['40', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['26', '']","['5', '']","['1', '']","['4', '']","['0', '']"
12847,r033,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['90', '']","['0', '']","['37', '']","['4', '']","['4', '']","['3', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
12847,r034,California,California,,,1,"['25,963', '']","['1,490', '']","['6,219', '']","['558', '']","['3,952', '']","['1,205', '']","['5,367', '']","['267', '']","['562', '']","['3,253', '']","['679', '']","['1,080', '']","['1,330', '']"
12847,r035,California -> Public,California,Public,,2,"['20,558', '']","['1,471', '']","['4,281', '']","['326', '']","['3,132', '']","['991', '']","['4,473', '']","['217', '']","['512', '']","['2,351', '']","['582', '']","['952', '']","['1,270', '']"
12847,r036,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['272', '']","['40', '']","['43', '']","['4', '']","['87', '']","['9', '']","['15', '']","['7', '']","['8', '']","['53', '']","['2', '']","['2', '']","['4', '']"
12847,r037,"California -> Public -> California State Polytechnic U., Humboldt",California,Public,"California State Polytechnic U., Humboldt",3,"['101', '']","['0', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['29', '']","['7', '']","['4', '']","['4', '']","['0', '']"
12847,r038,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['19', '']","['2', '']","['5', '']","['3', '']","['4', '']","['2', '']","['1', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']"
12847,r039,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['18', '']","['0', '']","['4', '']","['1', '']","['3', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
12847,r040,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
12847,r041,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['32', '']","['1', '']","['10', '']","['2', '']","['3', '']","['3', '']","['1', '']","['1', '']","['1', '']","['5', '']","['1', '']","['5', '']","['*', '']"
12847,r042,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['27', '']","['2', '']","['3', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['14', '']","['3', '']","['*', '']","['0', '']"
12847,r043,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['33', '']","['0', '']","['11', '']","['1', '']","['3', '']","['1', '']","['2', '']","['*', '']","['3', '']","['8', '']","['2', '']","['2', '']","['0', '']"
12847,r044,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['113', '']","['59', '']","['17', '']","['0', '']","['11', '']","['2', '']","['5', '']","['0', '']","['0', '']","['12', '']","['5', '']","['2', '']","['0', '']"
12847,r045,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
12847,r046,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['165', '']","['0', '']","['44', '']","['6', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
12847,r047,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
12847,r048,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['8', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']"
12847,r049,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['119', '']","['0', '']","['26', '']","['4', '']","['36', '']","['4', '']","['12', '']","['0', '']","['0', '']","['23', '']","['12', '']","['2', '']","['0', '']"
12847,r050,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['89', '']","['0', '']","['5', '']","['20', '']","['28', '']","['2', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['8', '']","['5', '']"
12847,r051,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
12847,r052,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['28', '']","['0', '']","['9', '']","['1', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['4', '']","['9', '']","['1', '']","['0', '']"
12847,r053,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['12', '']","['3', '']","['2', '']","['4', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['*', '']","['2', '']","['0', '']","['0', '']"
12847,r054,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['393', '']","['0', '']","['66', '']","['8', '']","['45', '']","['20', '']","['62', '']","['1', '']","['0', '']","['38', '']","['83', '']","['12', '']","['58', '']"
12847,r055,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['87', '']","['0', '']","['51', '']","['*', '']","['3', '']","['4', '']","['0', '']","['1', '']","['3', '']","['18', '']","['9', '']","['*', '']","['0', '']"
12847,r056,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['240', '']","['13', '']","['64', '']","['9', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['59', '']","['3', '']","['4', '']","['0', '']"
12847,r057,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['86', '']","['0', '']","['24', '']","['10', '']","['8', '']","['8', '']","['2', '']","['5', '']","['1', '']","['15', '']","['5', '']","['8', '']","['0', '']"
12847,r058,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['2,708', '']","['74', '']","['722', '']","['80', '']","['612', '']","['72', '']","['58', '']","['36', '']","['288', '']","['387', '']","['44', '']","['219', '']","['117', '']"
12847,r059,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['3,244', '']","['911', '']","['964', '']","['*', '']","['350', '']","['30', '']","['402', '']","['15', '']","['103', '']","['174', '']","['37', '']","['70', '']","['187', '']"
12847,r060,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['1,741', '']","['0', '']","['465', '']","['62', '']","['315', '']","['49', '']","['445', '']","['17', '']","['0', '']","['246', '']","['50', '']","['93', '']","['0', '']"
12847,r061,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['2,877', '']","['0', '']","['406', '']","['31', '']","['264', '']","['124', '']","['1,216', '']","['40', '']","['19', '']","['322', '']","['81', '']","['148', '']","['226', '']"
12847,r062,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['501', '']","['14', '']","['72', '']","['4', '']","['131', '']","['3', '']","['12', '']","['12', '']","['17', '']","['115', '']","['26', '']","['45', '']","['49', '']"
12847,r063,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['1,170', '']","['344', '']","['206', '']","['5', '']","['179', '']","['40', '']","['41', '']","['17', '']","['0', '']","['154', '']","['40', '']","['23', '']","['121', '']"
12847,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['2,659', '']","['0', '']","['344', '']","['0', '']","['539', '']","['348', '']","['734', '']","['26', '']","['0', '']","['269', '']","['54', '']","['117', '']","['229', '']"
12847,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['1,947', '']","['0', '']","['335', '']","['0', '']","['0', '']","['0', '']","['1,396', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['211', '']"
12847,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['905', '']","['0', '']","['159', '']","['26', '']","['246', '']","['80', '']","['1', '']","['9', '']","['34', '']","['171', '']","['44', '']","['91', '']","['44', '']"
12847,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['678', '']","['0', '']","['140', '']","['25', '']","['96', '']","['132', '']","['0', '']","['14', '']","['0', '']","['176', '']","['24', '']","['53', '']","['19', '']"
12847,r068,California -> Private,California,Private,,2,"['5,404', '']","['19', '']","['1,938', '']","['232', '']","['820', '']","['215', '']","['894', '']","['50', '']","['49', '']","['902', '']","['96', '']","['128', '']","['60', '']"
12847,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
12847,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
12847,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['1,047', '']","['0', '']","['269', '']","['21', '']","['236', '']","['100', '']","['0', '']","['9', '']","['0', '']","['401', '']","['0', '']","['11', '']","['0', '']"
12847,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['64', '']","['4', '']","['30', '']","['2', '']","['2', '']","['1', '']","['3', '']","['*', '']","['*', '']","['6', '']","['7', '']","['8', '']","['0', '']"
12847,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['22', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
12847,r075,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['24', '']","['0', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['4', '']","['0', '']","['0', '']","['8', '']","['10', '']","['0', '']"
12847,r076,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['68', '']","['0', '']","['8', '']","['15', '']","['23', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
12847,r077,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['18', '']","['0', '']","['11', '']","['0', '']","['2', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r078,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r079,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['58', '']","['0', '']","['14', '']","['1', '']","['13', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['8', '']","['7', '']","['0', '']"
12847,r080,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['6', '']","['0', '']","['2', '']","['*', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r081,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
12847,r082,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['44', '']","['0', '']","['12', '']","['*', '']","['0', '']","['0', '']","['5', '']","['1', '']","['2', '']","['9', '']","['6', '']","['9', '']","['0', '']"
12847,r083,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['113', '']","['3', '']","['31', '']","['6', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
12847,r084,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['134', '']","['0', '']","['20', '']","['1', '']","['65', '']","['0', '']","['1', '']","['4', '']","['2', '']","['31', '']","['5', '']","['5', '']","['0', '']"
12847,r085,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['535', '']","['0', '']","['535', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r086,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['1,665', '']","['0', '']","['546', '']","['23', '']","['258', '']","['50', '']","['487', '']","['6', '']","['7', '']","['242', '']","['16', '']","['17', '']","['13', '']"
12847,r087,California -> Private -> Touro U.,California,Private,Touro U.,3,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r088,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['61', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['2', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
12847,r089,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['41', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
12847,r090,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['30', '']","['2', '']","['7', '']","['2', '']","['*', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['8', '']","['0', '']","['0', '']"
12847,r091,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['1,082', '']","['0', '']","['250', '']","['155', '']","['194', '']","['22', '']","['294', '']","['0', '']","['34', '']","['64', '']","['13', '']","['10', '']","['47', '']"
12847,r092,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['52', '']","['7', '']","['25', '']","['1', '']","['0', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r093,Colorado,Colorado,,,1,"['3,939', '']","['277', '']","['750', '']","['44', '']","['768', '']","['295', '']","['848', '']","['32', '']","['211', '']","['421', '']","['122', '']","['68', '']","['104', '']"
12847,r094,Colorado -> Public,Colorado,Public,,2,"['3,772', '']","['277', '']","['720', '']","['41', '']","['739', '']","['290', '']","['846', '']","['30', '']","['206', '']","['380', '']","['101', '']","['39', '']","['104', '']"
12847,r095,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['158', '']","['0', '']","['0', '']","['2', '']","['107', '']","['11', '']","['0', '']","['*', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']"
12847,r096,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['1,163', '']","['274', '']","['199', '']","['6', '']","['233', '']","['55', '']","['67', '']","['9', '']","['159', '']","['86', '']","['12', '']","['8', '']","['56', '']"
12847,r097,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['161', '']","['0', '']","['34', '']","['2', '']","['40', '']","['0', '']","['38', '']","['9', '']","['0', '']","['32', '']","['7', '']","['0', '']","['0', '']"
12847,r098,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12847,r099,Colorado -> Public -> U. Colorado Anschutz Medical Campus,Colorado,Public,U. Colorado Anschutz Medical Campus,3,"['882', '']","['0', '']","['198', '']","['0', '']","['17', '']","['0', '']","['667', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12847,r100,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['1,099', '']","['0', '']","['229', '']","['22', '']","['282', '']","['207', '']","['9', '']","['3', '']","['47', '']","['179', '']","['65', '']","['11', '']","['45', '']"
12847,r101,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['163', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['49', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
12847,r102,Colorado -> Public -> U. Colorado Denver,Colorado,Public,U. Colorado Denver,3,"['37', '']","['0', '']","['6', '']","['0', '']","['15', '']","['0', '']","['3', '']","['1', '']","['0', '']","['7', '']","['2', '']","['4', '']","['0', '']"
12847,r103,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['53', '']","['0', '']","['17', '']","['1', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
12847,r104,Colorado -> Private,Colorado,Private,,2,"['167', '']","['0', '']","['30', '']","['3', '']","['29', '']","['4', '']","['2', '']","['3', '']","['5', '']","['42', '']","['21', '']","['29', '']","['0', '']"
12847,r105,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['44', '']","['0', '']","['8', '']","['2', '']","['0', '']","['4', '']","['2', '']","['2', '']","['5', '']","['14', '']","['3', '']","['6', '']","['0', '']"
12847,r106,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
12847,r107,Connecticut,Connecticut,,,1,"['4,047', '']","['66', '']","['1,095', '']","['55', '']","['266', '']","['108', '']","['1,392', '']","['35', '']","['69', '']","['497', '']","['111', '']","['241', '']","['113', '']"
12847,r108,Connecticut -> Public,Connecticut,Public,,2,"['1,043', '']","['66', '']","['263', '']","['9', '']","['112', '']","['52', '']","['316', '']","['4', '']","['8', '']","['115', '']","['29', '']","['10', '']","['58', '']"
12847,r109,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['103', 'i']","['0', 'i']","['11', 'i']","['5', 'i']","['8', 'i']","['10', 'i']","['34', 'i']","['1', 'i']","['0', 'i']","['21', 'i']","['7', 'i']","['6', 'i']","['0', 'i']"
