table_id,row_id,_b_citizenship_ethnicity_and_race_b_full_path,_b_citizenship_ethnicity_and_race_b_level_1,_b_citizenship_ethnicity_and_race_b_level_2,_b_citizenship_ethnicity_and_race_b_level_3,_b_citizenship_ethnicity_and_race_b_level_4,_b_citizenship_ethnicity_and_race_b_level_5,_b_citizenship_ethnicity_and_race_b_hierarchy_depth,field_part_time_total,field_part_time_male,field_part_time_female,field_full_time_total,field_full_time_male,field_full_time_female,field_full_time_first_time_total,field_full_time_first_time_male,field_full_time_first_time_female
6020,r011,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,2.8,2.5,3.1,2.8,3.1,2.6,2.0,2.2,1.8
6020,r012,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,3.2,2.6,3.9,3.5,3.9,3.5,3.6,2.9,4.7
6020,r013,"Doctoral students, imputation rate (%) -> Temporary visa holders","Doctoral students, imputation rate (%)",Temporary visa holders,,,,2,3.5,3.5,3.8,3.3,3.4,4.2,4.8,4.9,5.5
6020,r014,"Doctoral students, number imputed<sup>b</sup>","Doctoral students, number imputed<sup>b</sup>",,,,,1,,,,,,,,,
6020,r015,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students","Doctoral students, number imputed<sup>b</sup>",All doctoral students,,,,2,993,584,539,6512,6679,5276,1609,1162,905
6020,r016,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup>","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
6020,r017,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,66,27,39,612,336,364,134,65,73
6020,r018,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
6020,r019,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,3,0,3,27,11,16,2,1,1
6020,r020,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,87,54,35,674,415,386,143,85,68
6020,r021,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,136,41,100,312,119,203,67,31,36
6020,r022,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,10,6,4,9,2,7,0,0,0
6020,r023,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,625,343,302,4180,2682,2296,806,485,398
6020,r024,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,22,9,13,158,84,79,23,12,11
6020,r025,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,49,21,28,239,145,108,47,20,29
6020,r026,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> Temporary visa holders","Doctoral students, number imputed<sup>b</sup>",All doctoral students,Temporary visa holders,,,3,346,225,133,3371,2214,1526,646,400,289
6020,r027,"Master's students, imputation rate (%)","Master's students, imputation rate (%)",,,,,1,,,,,,,,,
6020,r028,"Master's students, imputation rate (%) -> All master's students","Master's students, imputation rate (%)",All master's students,,,,2,2.2,2.8,2.5,2.7,4.2,3.7,3.0,4.2,3.7
6020,r029,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup>","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
6020,r030,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,4.2,2.7,5.6,4.4,3.8,5.1,3.4,3.6,3.3
6020,r031,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
6020,r032,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,4.1,4.1,4.1,3.7,4.1,3.5,3.6,4.8,3.0
6020,r033,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,3.1,2.9,3.7,3.7,3.9,4.5,3.6,4.5,4.7
6020,r034,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,5.2,4.4,5.8,4.9,5.3,5.0,4.0,4.8,4.1
6020,r035,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,4.9,5.3,4.6,6.5,12.0,2.8,4.4,9.1,1.3
6020,r036,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,2.8,3.0,3.1,3.8,4.2,4.2,3.9,4.1,4.3
6020,r037,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,2.2,1.6,2.7,2.8,2.7,2.9,2.2,2.8,1.8
6020,r038,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,6.6,5.6,7.7,6.8,6.2,8.5,7.0,5.8,9.6
6020,r039,"Master's students, imputation rate (%) -> Temporary visa holders","Master's students, imputation rate (%)",Temporary visa holders,,,,2,4.0,4.2,4.1,5.3,5.9,5.9,7.0,7.2,7.1
6020,r040,"Master's students, number imputed<sup>b</sup>","Master's students, number imputed<sup>b</sup>",,,,,1,,,,,,,,,
6020,r041,"Master's students, number imputed<sup>b</sup> -> All master's students","Master's students, number imputed<sup>b</sup>",All master's students,,,,2,3837,2519,2031,6582,4691,4816,3030,1913,2119
6020,r042,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup>","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
6020,r043,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,816,248,575,1083,347,787,389,159,233
6020,r044,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
6020,r045,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,23,10,13,27,11,16,11,5,6
6020,r046,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,507,273,258,684,331,454,348,199,245
6020,r047,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,779,281,498,786,268,548,305,116,216
6020,r048,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,14,7,7,19,14,5,6,5,1
6020,r049,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,2270,1296,1202,3516,1601,2319,1703,755,1107
6020,r050,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,101,37,65,177,69,112,67,35,33
6020,r051,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,581,242,346,532,200,389,237,86,181
6020,r052,"Master's students, number imputed<sup>b</sup> -> All master's students -> Temporary visa holders","Master's students, number imputed<sup>b</sup>",All master's students,Temporary visa holders,,,3,970,624,376,4065,2667,1808,1559,918,687
