table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021_all_engineering,field_2021_aerospace_aeronautical_and_astronautical_engineering,field_2021_bioengineering_and_biomedical_engineering,field_2021_chemical_engineering,field_2021_civil_engineering,field_2021_electrical_electronic_and_communications_engineering,field_2021_industrial_and_manufacturing_engineering,field_2021_mechanical_engineering,field_2021_metallurgical_and_materials_engineering,field_2021_engineering_nec_
8002,r015,All institutions -> U. Dayton,All institutions,U. Dayton,2,14,"['157,016', '']","['153,082', '']","['180,158', '']","['16,125', '']","['0', '']","['5,851', '']","['282', '']","['8,558', '']","['40,363', '']","['7,900', '']","['84,081', '']","['16,998', '']"
8002,r016,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,15,"['152,391', '']","['160,423', '']","['177,604', '']","['107,850', '']","['9,300', '']","['12,578', '']","['14,432', '']","['12,395', '']","['0', '']","['14,703', '']","['1,427', '']","['4,919', '']"
8002,r017,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,16,"['172,919', '']","['182,495', '']","['177,564', '']","['898', '']","['59,417', '']","['70', '']","['815', '']","['81,213', '']","['0', '']","['16,253', '']","['303', '']","['18,595', '']"
8002,r018,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,17,"['174,590', '']","['174,740', '']","['172,900', '']","['121', '']","['15,474', '']","['34,698', '']","['18,560', '']","['38,755', '']","['9,188', '']","['13,845', '']","['22,957', '']","['19,302', '']"
8002,r019,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,18,"['177,518', '']","['175,109', '']","['163,509', '']","['631', '']","['3,914', '']","['9,574', '']","['7,855', '']","['25,479', '']","['7,830', '']","['66,784', '']","['20,920', '']","['20,522', '']"
8002,r020,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,19,"['155,076', '']","['152,919', '']","['157,622', '']","['11,149', '']","['30,131', '']","['8,748', '']","['19,810', '']","['38,990', '']","['2,105', '']","['15,547', '']","['6,292', '']","['24,850', '']"
8002,r021,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,20,"['109,248', '']","['134,848', '']","['157,430', '']","['153,492', '']","['117', '']","['0', '']","['0', '']","['826', '']","['671', '']","['531', '']","['0', '']","['1,793', '']"
8002,r022,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,21,"['158,814', '']","['153,109', '']","['154,163', '']","['13,540', '']","['20,544', '']","['9,361', '']","['36,403', '']","['16,380', '']","['354', '']","['16,880', '']","['15,120', '']","['25,581', '']"
8002,r023,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,22,"['152,395', '']","['155,015', '']","['145,574', '']","['0', '']","['12,877', '']","['6,943', '']","['28,102', '']","['44,972', '']","['3,255', '']","['10,462', '']","['8,590', '']","['30,373', '']"
8002,r024,All institutions -> Stanford U.,All institutions,Stanford U.,2,23,"['134,585', '']","['130,950', '']","['136,251', '']","['14,894', '']","['23,021', '']","['19,090', '']","['12,950', '']","['25,665', '']","['6,338', '']","['23,900', '']","['8,947', '']","['1,446', '']"
8002,r025,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,24,"['126,587', '']","['133,600', '']","['131,709', '']","['0', '']","['16,836', '']","['10,886', '']","['13,124', '']","['15,878', '']","['4,997', '']","['12,365', '']","['12,706', '']","['44,917', '']"
8002,r026,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,25,"['116,528', '']","['128,542', '']","['128,579', '']","['22,796', '']","['2,064', '']","['6,997', '']","['13,080', '']","['19,825', '']","['32,467', '']","['0', '']","['12,479', '']","['18,871', '']"
8002,r027,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,26,"['104,798', '']","['109,473', '']","['123,428', '']","['6,391', '']","['13,461', '']","['7,640', '']","['25,188', '']","['11,018', '']","['0', '']","['7,849', '']","['8,868', '']","['43,013', '']"
8002,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['107,598', '']","['119,066', '']","['122,704', '']","['4,274', '']","['22,294', '']","['5,391', '']","['23,164', '']","['35,639', '']","['2,517', '']","['15,151', '']","['12,698', '']","['1,576', '']"
8002,r029,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,28,"['120,976', '']","['120,929', '']","['121,637', '']","['10,190', '']","['29,072', '']","['20,684', '']","['13,225', '']","['18,813', '']","['1,148', '']","['23,064', '']","['5,441', '']","['0', '']"
8002,r030,All institutions -> Cornell U.,All institutions,Cornell U.,2,29,"['110,545', '']","['123,703', '']","['118,621', '']","['3,070', '']","['21,468', '']","['13,962', '']","['8,420', '']","['22,815', '']","['4,214', '']","['18,104', '']","['18,557', '']","['8,011', '']"
8002,r031,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,30,"['95,496', '']","['102,955', '']","['112,597', '']","['1,418', '']","['12,620', '']","['12,744', '']","['7,985', '']","['28,010', '']","['0', '']","['21,721', '']","['11,557', '']","['16,542', '']"
8002,r032,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,31,"['92,277', '']","['97,951', '']","['102,370', '']","['0', '']","['27,314', '']","['257', '']","['45,387', '']","['12,249', '']","['0', '']","['10,640', '']","['0', '']","['6,523', '']"
8002,r033,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,32,"['83,974', '']","['84,333', '']","['101,989', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['101,989', '']"
8002,r034,All institutions -> Rice U.,All institutions,Rice U.,2,33,"['77,299', '']","['91,913', '']","['100,872', '']","['0', '']","['41,219', '']","['8,848', '']","['11,679', '']","['23,293', '']","['0', '']","['5,695', '']","['7,745', '']","['2,393', '']"
8002,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['95,040', '']","['112,843', '']","['100,194', '']","['15,010', '']","['9,847', '']","['13,887', '']","['7,680', '']","['7,382', '']","['8,562', '']","['19,203', '']","['3,079', '']","['15,544', '']"
8002,r036,All institutions -> New York U.,All institutions,New York U.,2,35,"['99,711', '']","['100,207', '']","['99,307', '']","['0', '']","['87', '']","['3,231', '']","['1,327', '']","['14,570', '']","['0', '']","['3,129', '']","['0', '']","['76,963', '']"
8002,r037,All institutions -> Duke U.,All institutions,Duke U.,2,36,"['100,379', '']","['95,657', '']","['94,483', '']","['0', '']","['45,357', '']","['0', '']","['9,086', '']","['28,351', '']","['0', '']","['10,058', '']","['1,461', '']","['170', '']"
8002,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['95,797', '']","['93,520', '']","['93,906', '']","['0', '']","['8,633', '']","['7,426', '']","['9,578', '']","['34,305', '']","['0', '']","['17,435', '']","['6,754', '']","['9,775', '']"
8002,r039,All institutions -> Harvard U.,All institutions,Harvard U.,2,38,"['95,651', '']","['97,884', '']","['92,782', '']","['0', '']","['60,912', '']","['1,398', '']","['3,339', '']","['5,783', '']","['0', '']","['614', '']","['19,474', '']","['1,262', '']"
8002,r040,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,39,"['79,836', '']","['89,954', '']","['92,723', '']","['0', '']","['8,310', '']","['4,279', '']","['11,238', '']","['32,958', '']","['9,796', '']","['18,259', '']","['0', '']","['7,883', '']"
8002,r041,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,40,"['89,702', '']","['84,478', '']","['90,572', '']","['35,176', '']","['0', '']","['18,988', '']","['13,987', '']","['21,743', '']","['0', '']","['0', '']","['3', '']","['675', '']"
8002,r042,All institutions -> U. Delaware,All institutions,U. Delaware,2,41,"['66,447', '']","['74,258', '']","['90,327', '']","['0', '']","['6,236', '']","['54,225', '']","['9,288', '']","['11,892', '']","['0', '']","['7,640', '']","['0', '']","['1,046', '']"
8002,r043,All institutions -> Clemson U.,All institutions,Clemson U.,2,42,"['76,739', '']","['76,971', '']","['90,038', '']","['0', '']","['20,574', '']","['5,711', '']","['14,579', '']","['10,732', '']","['1,960', '']","['20,325', '']","['10,330', '']","['5,827', '']"
8002,r044,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,43,"['78,444', '']","['82,299', '']","['88,937', '']","['0', '']","['25,127', '']","['10,192', '']","['0', '']","['19,676', '']","['0', '']","['20,591', '']","['0', '']","['13,351', '']"
8002,r045,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,44,"['54,760', '']","['52,511', '']","['86,578', '']","['0', '']","['0', '']","['1,188', '']","['49,227', '']","['2,656', '']","['0', '']","['1,434', '']","['902', '']","['31,171', '']"
8002,r046,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,45,"['94,340', '']","['94,674', '']","['86,541', '']","['0', '']","['17,168', '']","['13,397', '']","['18,394', '']","['22,593', '']","['0', '']","['11,685', '']","['0', '']","['3,304', '']"
8002,r047,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,46,"['67,395', '']","['87,681', '']","['86,303', '']","['0', '']","['13,983', '']","['7,199', '']","['1,672', '']","['44,065', '']","['0', '']","['8,076', '']","['10,842', '']","['466', '']"
8002,r048,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,47,"['78,455', '']","['85,445', '']","['82,240', '']","['0', '']","['11,274', '']","['8,434', '']","['22,210', '']","['4,264', '']","['529', '']","['2,695', '']","['74', '']","['32,760', '']"
8002,r049,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,48,"['80,413', '']","['77,150', '']","['80,735', '']","['0', '']","['14,826', '']","['15,296', '']","['4,883', '']","['8,204', '']","['3,995', '']","['6,274', '']","['16,709', '']","['10,548', '']"
8002,r050,All institutions -> Boston U.,All institutions,Boston U.,2,49,"['78,154', '']","['85,651', '']","['79,757', '']","['1,582', '']","['33,185', '']","['232', '']","['0', '']","['18,580', '']","['5,260', '']","['10,930', '']","['1,220', '']","['8,768', '']"
8002,r051,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,50,"['79,638', '']","['82,690', '']","['79,360', '']","['0', '']","['20,095', '']","['13,601', '']","['9,254', '']","['16,405', '']","['0', '']","['11,976', '']","['0', '']","['8,029', '']"
8002,r052,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,51,"['59,742', '']","['70,593', '']","['78,720', '']","['4,196', '']","['1,019', '']","['9,320', '']","['11,869', '']","['10,771', '']","['6,100', '']","['21,501', '']","['564', '']","['13,380', '']"
8002,r053,All institutions -> U. Southern California,All institutions,U. Southern California,2,52,"['76,180', '']","['78,005', '']","['78,179', '']","['1,234', '']","['7,307', '']","['2,768', '']","['13,481', '']","['40,794', '']","['2,528', '']","['5,585', '']","['2', '']","['4,480', '']"
8002,r054,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,53,"['72,596', '']","['72,758', '']","['75,457', '']","['2,074', '']","['24,939', '']","['8,027', '']","['2,059', '']","['3,865', '']","['543', '']","['4,561', '']","['0', '']","['29,389', '']"
8002,r055,All institutions -> U. Arizona,All institutions,U. Arizona,2,54,"['75,555', '']","['79,463', '']","['72,158', '']","['1,623', '']","['8,351', '']","['5,642', '']","['1,578', '']","['34,712', '']","['4,100', '']","['3,858', '']","['8,397', '']","['3,897', '']"
8002,r056,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,55,"['59,831', '']","['70,156', '']","['67,810', '']","['0', '']","['9,421', '']","['10,365', '']","['4,669', '']","['14,323', '']","['493', '']","['19,888', '']","['5,697', '']","['2,954', '']"
8002,r057,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,56,"['60,183', '']","['69,220', '']","['67,472', '']","['13,204', '']","['1,484', '']","['5,450', '']","['4,619', '']","['7,891', '']","['7,021', '']","['14,245', '']","['1,098', '']","['12,460', '']"
8002,r058,All institutions -> Princeton U.,All institutions,Princeton U.,2,57,"['65,000', '']","['67,014', '']","['67,231', '']","['2,029', '']","['6,069', '']","['5,304', '']","['3,830', '']","['17,483', '']","['2,734', '']","['8,114', '']","['14,256', '']","['7,412', '']"
8002,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['55,995', '']","['59,695', '']","['65,454', '']","['0', '']","['12,086', '']","['5,718', '']","['9,317', '']","['12,743', '']","['0', '']","['15,403', '']","['7,220', '']","['2,967', '']"
8002,r060,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,59,"['83,072', '']","['72,602', '']","['62,271', '']","['0', '']","['14,121', '']","['5,853', '']","['275', '']","['13,670', '']","['0', '']","['8,080', '']","['9,385', '']","['10,887', '']"
8002,r061,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,60,"['49,745', '']","['58,804', '']","['60,065', '']","['0', '']","['4,848', '']","['21,100', '']","['13,904', '']","['9,787', '']","['0', '']","['8,152', '']","['0', '']","['2,274', '']"
8002,r062,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,61,"['54,450', '']","['59,395', '']","['58,154', '']","['4,249', '']","['4,520', '']","['0', '']","['12,925', '']","['5,936', '']","['12,949', '']","['4,249', '']","['0', '']","['13,326', '']"
8002,r063,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,62,"['62,258', '']","['59,627', '']","['57,620', '']","['15,455', '']","['20', '']","['3', '']","['7,217', '']","['9,022', '']","['4,152', '']","['9,220', '']","['4,475', '']","['8,056', '']"
8002,r064,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,63,"['48,028', '']","['53,343', '']","['56,685', '']","['243', '']","['1,646', '']","['947', '']","['5,584', '']","['7,519', '']","['790', '']","['3,938', '']","['98', '']","['35,920', '']"
8002,r065,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,64,"['46,075', '']","['53,586', '']","['56,681', '']","['0', '']","['15,435', '']","['10,326', '']","['4,629', '']","['9,017', '']","['1,986', '']","['10,710', '']","['0', '']","['4,578', '']"
8002,r066,All institutions -> U. Houston,All institutions,U. Houston,2,65,"['51,806', '']","['55,210', '']","['56,555', '']","['2,016', '']","['11,156', '']","['12,136', '']","['8,173', '']","['8,927', '']","['405', '']","['5,890', '']","['1,714', '']","['6,138', '']"
8002,r067,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,66,"['40,733', '']","['51,198', '']","['55,510', '']","['35,286', '']","['151', '']","['1,020', '']","['2,965', '']","['5,092', '']","['4,568', '']","['5,285', '']","['635', '']","['508', '']"
8002,r068,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,67,"['44,044', '']","['46,751', '']","['54,185', '']","['0', '']","['4,486', '']","['7,486', '']","['17,982', '']","['7,267', '']","['0', '']","['7,914', '']","['7,597', '']","['1,453', '']"
8002,r069,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,68,"['44,195', '']","['46,694', '']","['54,062', '']","['956', '']","['1,213', '']","['4,467', '']","['11,742', '']","['262', '']","['1,688', '']","['3,389', '']","['12,605', '']","['17,740', '']"
8002,r070,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,69,"['49,587', '']","['50,900', '']","['52,731', '']","['0', '']","['1,734', '']","['2,535', '']","['11,938', '']","['14,914', '']","['3,834', '']","['7,331', '']","['572', '']","['9,873', '']"
8002,r071,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,70,"['50,743', '']","['46,976', '']","['52,361', '']","['548', '']","['2,522', '']","['3,360', '']","['10,230', '']","['2,366', '']","['809', '']","['3,834', '']","['4,508', '']","['24,184', '']"
8002,r072,All institutions -> Florida State U.,All institutions,Florida State U.,2,71,"['56,352', '']","['56,493', '']","['52,153', '']","['2,403', '']","['2,509', '']","['1,112', '']","['5,631', '']","['16,958', '']","['2,538', '']","['17,755', '']","['2,001', '']","['1,246', '']"
8002,r073,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,72,"['36,521', '']","['38,833', '']","['51,785', '']","['0', '']","['5,575', '']","['2,544', '']","['6,942', '']","['5,168', '']","['18', '']","['7,540', '']","['0', '']","['23,998', '']"
8002,r074,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,73,"['46,972', '']","['51,693', '']","['51,630', 'i']","['6,149', 'i']","['6,210', 'i']","['7,524', 'i']","['11,644', 'i']","['5,501', 'i']","['0', 'i']","['220', 'i']","['44', 'i']","['14,338', 'i']"
8002,r075,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,74,"['92,937', '']","['55,880', '']","['51,289', '']","['0', '']","['6,195', '']","['5,396', '']","['1,200', '']","['6,146', '']","['147', '']","['6,606', '']","['2,521', '']","['23,078', '']"
8002,r076,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,75,"['53,932', '']","['51,685', '']","['51,287', '']","['0', '']","['10,699', '']","['3,318', '']","['18,503', '']","['7,635', '']","['275', '']","['4,764', '']","['5,237', '']","['856', '']"
8002,r077,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,76,"['48,666', '']","['50,812', '']","['50,646', '']","['0', '']","['14,441', '']","['0', '']","['0', '']","['13,460', '']","['986', '']","['9,155', '']","['5,672', '']","['6,932', '']"
8002,r078,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,77,"['45,508', '']","['37,162', '']","['50,547', '']","['814', '']","['5,262', '']","['3,273', '']","['20,584', '']","['11,968', '']","['1,203', '']","['6,108', '']","['0', '']","['1,335', '']"
8002,r079,All institutions -> George Mason U.,All institutions,George Mason U.,2,78,"['36,101', '']","['52,423', '']","['49,826', '']","['0', '']","['6,615', '']","['0', '']","['4,814', '']","['18,265', '']","['17,285', '']","['1,948', '']","['290', '']","['609', '']"
8002,r080,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,79,"['39,111', '']","['41,752', '']","['49,576', '']","['0', '']","['1,354', '']","['0', '']","['0', '']","['5,136', '']","['0', '']","['0', '']","['0', '']","['43,086', '']"
8002,r081,All institutions -> U. Utah,All institutions,U. Utah,2,80,"['55,478', 'i']","['57,608', 'i']","['48,225', 'i']","['0', 'i']","['6,433', 'i']","['7,795', 'i']","['5,500', 'i']","['12,354', 'i']","['0', 'i']","['10,970', 'i']","['2,688', 'i']","['2,485', 'i']"
8002,r082,All institutions -> Washington State U.,All institutions,Washington State U.,2,81,"['39,578', '']","['39,533', '']","['48,031', '']","['207', '']","['3,414', '']","['5,720', '']","['8,508', '']","['9,684', '']","['98', '']","['9,163', '']","['4,162', '']","['7,075', '']"
8002,r083,All institutions -> U. Iowa,All institutions,U. Iowa,2,82,"['50,377', '']","['48,433', '']","['47,722', '']","['0', '']","['1,021', '']","['699', '']","['21,349', '']","['2,457', '']","['973', '']","['1,879', '']","['0', '']","['19,344', '']"
8002,r084,All institutions -> U. Maine,All institutions,U. Maine,2,83,"['32,368', '']","['37,127', '']","['46,986', '']","['0', '']","['99', '']","['10,771', '']","['1,159', '']","['1,795', '']","['1,101', '']","['2,195', '']","['27,956', '']","['1,910', '']"
8002,r085,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,84,"['47,555', '']","['53,030', '']","['46,844', '']","['6,538', '']","['5,957', '']","['942', '']","['609', '']","['6,491', '']","['0', '']","['11,323', '']","['14,693', '']","['291', '']"
8002,r086,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,85,"['47,435', '']","['45,263', '']","['46,733', '']","['0', '']","['2,774', '']","['2,313', '']","['3,488', '']","['8,628', '']","['0', '']","['22,845', '']","['3,993', '']","['2,692', '']"
8002,r087,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,86,"['31,845', '']","['33,019', '']","['43,941', '']","['2,139', '']","['0', '']","['4,895', '']","['12,506', '']","['10,368', '']","['0', '']","['7,321', '']","['6,615', '']","['97', '']"
8002,r088,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,87,"['37,912', '']","['36,447', '']","['43,470', '']","['1,131', '']","['11', '']","['2,350', '']","['6,899', '']","['6,958', '']","['1,073', '']","['5,535', '']","['18,105', '']","['1,408', '']"
8002,r089,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,88,"['46,889', '']","['43,098', '']","['42,434', '']","['6,742', '']","['2,573', '']","['3,221', '']","['7,395', '']","['9,718', '']","['0', '']","['10,250', '']","['0', '']","['2,535', '']"
8002,r090,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,89,"['44,057', '']","['42,856', '']","['41,962', '']","['0', '']","['0', '']","['8,695', '']","['8,904', '']","['10,032', '']","['2,042', '']","['6,036', '']","['0', '']","['6,253', '']"
8002,r091,All institutions -> Florida International U.,All institutions,Florida International U.,2,90,"['35,138', '']","['39,826', '']","['41,740', '']","['0', '']","['4,543', '']","['0', '']","['14,140', '']","['12,317', '']","['553', '']","['5,436', '']","['937', '']","['3,814', '']"
8002,r092,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,91,"['42,609', '']","['42,839', '']","['41,575', '']","['0', '']","['859', '']","['3,119', '']","['13,574', '']","['8,479', '']","['962', '']","['12,428', '']","['0', '']","['2,154', '']"
8002,r093,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,92,"['37,950', '']","['42,739', '']","['41,317', '']","['7,900', '']","['522', '']","['2,708', '']","['8,030', '']","['11,693', '']","['841', '']","['1,307', '']","['530', '']","['7,786', '']"
8002,r094,All institutions -> Mercer U.,All institutions,Mercer U.,2,93,"['32,624', '']","['37,450', '']","['40,439', '']","['15,276', '']","['0', '']","['0', '']","['8', '']","['2,152', '']","['0', '']","['12,062', '']","['10,341', '']","['600', '']"
8002,r095,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,94,"['42,516', '']","['40,786', '']","['39,855', '']","['429', '']","['0', '']","['8,043', '']","['3,668', '']","['3,868', '']","['4,437', '']","['11,661', '']","['1,930', '']","['5,819', '']"
8002,r096,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,95,"['26,569', '']","['36,643', '']","['39,785', '']","['5,873', '']","['2,879', '']","['4,148', '']","['5,747', '']","['14,186', '']","['1,728', '']","['0', '']","['0', '']","['5,224', '']"
8002,r097,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,96,"['30,434', '']","['32,668', '']","['39,529', '']","['0', '']","['3,403', '']","['0', '']","['0', '']","['6,175', '']","['17,624', '']","['8,750', '']","['0', '']","['3,577', '']"
