table_id,row_id,time_period,_b_all_full_time_graduate_students_b_level_1,_b_all_full_time_graduate_students_b_level_2,_b_all_full_time_graduate_students_b_level_3,_b_all_full_time_graduate_students_b_hierarchy_depth,value
8298,r078,1983,Full-time master's students,First time,Percent,3,na
8298,r079,1983,Full-time doctoral students,Total,,2,na
8298,r080,1983,Full-time doctoral students,First time,Number,3,na
8298,r081,1983,Full-time doctoral students,First time,Percent,3,na
8298,r082,1984,All full-time graduate students,Total,,2,253922
8298,r083,1984,All full-time graduate students,First time,Number,3,80186
8298,r084,1984,All full-time graduate students,First time,Percent,3,31.6
8298,r085,1984,Full-time master's students,Total,,2,na
8298,r086,1984,Full-time master's students,First time,Number,3,na
8298,r087,1984,Full-time master's students,First time,Percent,3,na
8298,r088,1984,Full-time doctoral students,Total,,2,na
8298,r089,1984,Full-time doctoral students,First time,Number,3,na
8298,r090,1984,Full-time doctoral students,First time,Percent,3,na
8298,r091,1985,All full-time graduate students,Total,,2,257287
8298,r092,1985,All full-time graduate students,First time,Number,3,80678
8298,r093,1985,All full-time graduate students,First time,Percent,3,31.4
8298,r094,1985,Full-time master's students,Total,,2,na
8298,r095,1985,Full-time master's students,First time,Number,3,na
8298,r096,1985,Full-time master's students,First time,Percent,3,na
8298,r097,1985,Full-time doctoral students,Total,,2,na
8298,r098,1985,Full-time doctoral students,First time,Number,3,na
8298,r099,1985,Full-time doctoral students,First time,Percent,3,na
8298,r100,1986,All full-time graduate students,Total,,2,266168
8298,r101,1986,All full-time graduate students,First time,Number,3,82548
8298,r102,1986,All full-time graduate students,First time,Percent,3,31.0
8298,r103,1986,Full-time master's students,Total,,2,na
8298,r104,1986,Full-time master's students,First time,Number,3,na
8298,r105,1986,Full-time master's students,First time,Percent,3,na
8298,r106,1986,Full-time doctoral students,Total,,2,na
8298,r107,1986,Full-time doctoral students,First time,Number,3,na
8298,r108,1986,Full-time doctoral students,First time,Percent,3,na
8298,r109,1987,All full-time graduate students,Total,,2,271056
8298,r110,1987,All full-time graduate students,First time,Number,3,80843
8298,r111,1987,All full-time graduate students,First time,Percent,3,29.8
8298,r112,1987,Full-time master's students,Total,,2,na
8298,r113,1987,Full-time master's students,First time,Number,3,na
8298,r114,1987,Full-time master's students,First time,Percent,3,na
8298,r115,1987,Full-time doctoral students,Total,,2,na
8298,r116,1987,Full-time doctoral students,First time,Number,3,na
8298,r117,1987,Full-time doctoral students,First time,Percent,3,na
8298,r118,1988,All full-time graduate students,Total,,2,275127
8298,r119,1988,All full-time graduate students,First time,Number,3,80580
8298,r120,1988,All full-time graduate students,First time,Percent,3,29.3
8298,r121,1988,Full-time master's students,Total,,2,na
8298,r122,1988,Full-time master's students,First time,Number,3,na
8298,r123,1988,Full-time master's students,First time,Percent,3,na
8298,r124,1988,Full-time doctoral students,Total,,2,na
8298,r125,1988,Full-time doctoral students,First time,Number,3,na
8298,r126,1988,Full-time doctoral students,First time,Percent,3,na
8298,r127,1989,All full-time graduate students,Total,,2,282648
8298,r128,1989,All full-time graduate students,First time,Number,3,84532
8298,r129,1989,All full-time graduate students,First time,Percent,3,29.9
8298,r130,1989,Full-time master's students,Total,,2,na
8298,r131,1989,Full-time master's students,First time,Number,3,na
8298,r132,1989,Full-time master's students,First time,Percent,3,na
8298,r133,1989,Full-time doctoral students,Total,,2,na
8298,r134,1989,Full-time doctoral students,First time,Number,3,na
8298,r135,1989,Full-time doctoral students,First time,Percent,3,na
8298,r136,1990,All full-time graduate students,Total,,2,292782
8298,r137,1990,All full-time graduate students,First time,Number,3,87401
8298,r138,1990,All full-time graduate students,First time,Percent,3,29.9
8298,r139,1990,Full-time master's students,Total,,2,na
8298,r140,1990,Full-time master's students,First time,Number,3,na
8298,r141,1990,Full-time master's students,First time,Percent,3,na
8298,r142,1990,Full-time doctoral students,Total,,2,na
8298,r143,1990,Full-time doctoral students,First time,Number,3,na
8298,r144,1990,Full-time doctoral students,First time,Percent,3,na
8298,r145,1991,All full-time graduate students,Total,,2,307010
8298,r146,1991,All full-time graduate students,First time,Number,3,93147
8298,r147,1991,All full-time graduate students,First time,Percent,3,30.3
8298,r148,1991,Full-time master's students,Total,,2,na
8298,r149,1991,Full-time master's students,First time,Number,3,na
8298,r150,1991,Full-time master's students,First time,Percent,3,na
8298,r151,1991,Full-time doctoral students,Total,,2,na
8298,r152,1991,Full-time doctoral students,First time,Number,3,na
8298,r153,1991,Full-time doctoral students,First time,Percent,3,na
8298,r154,1992,All full-time graduate students,Total,,2,322555
8298,r155,1992,All full-time graduate students,First time,Number,3,95802
8298,r156,1992,All full-time graduate students,First time,Percent,3,29.7
8298,r157,1992,Full-time master's students,Total,,2,na
8298,r158,1992,Full-time master's students,First time,Number,3,na
8298,r159,1992,Full-time master's students,First time,Percent,3,na
8298,r160,1992,Full-time doctoral students,Total,,2,na
8298,r161,1992,Full-time doctoral students,First time,Number,3,na
8298,r162,1992,Full-time doctoral students,First time,Percent,3,na
8298,r163,1993,All full-time graduate students,Total,,2,329644
8298,r164,1993,All full-time graduate students,First time,Number,3,92748
8298,r165,1993,All full-time graduate students,First time,Percent,3,28.1
8298,r166,1993,Full-time master's students,Total,,2,na
8298,r167,1993,Full-time master's students,First time,Number,3,na
8298,r168,1993,Full-time master's students,First time,Percent,3,na
8298,r169,1993,Full-time doctoral students,Total,,2,na
8298,r170,1993,Full-time doctoral students,First time,Number,3,na
8298,r171,1993,Full-time doctoral students,First time,Percent,3,na
8298,r172,1994,All full-time graduate students,Total,,2,332088
8298,r173,1994,All full-time graduate students,First time,Number,3,92171
8298,r174,1994,All full-time graduate students,First time,Percent,3,27.8
8298,r175,1994,Full-time master's students,Total,,2,na
8298,r176,1994,Full-time master's students,First time,Number,3,na
8298,r177,1994,Full-time master's students,First time,Percent,3,na
8298,r178,1994,Full-time doctoral students,Total,,2,na
8298,r179,1994,Full-time doctoral students,First time,Number,3,na
8298,r180,1994,Full-time doctoral students,First time,Percent,3,na
8298,r181,1995,All full-time graduate students,Total,,2,329283
8298,r182,1995,All full-time graduate students,First time,Number,3,89482
8298,r183,1995,All full-time graduate students,First time,Percent,3,27.2
8298,r184,1995,Full-time master's students,Total,,2,na
8298,r185,1995,Full-time master's students,First time,Number,3,na
8298,r186,1995,Full-time master's students,First time,Percent,3,na
8298,r187,1995,Full-time doctoral students,Total,,2,na
8298,r188,1995,Full-time doctoral students,First time,Number,3,na
8298,r189,1995,Full-time doctoral students,First time,Percent,3,na
8298,r190,1996,All full-time graduate students,Total,,2,328536
8298,r191,1996,All full-time graduate students,First time,Number,3,88984
8298,r192,1996,All full-time graduate students,First time,Percent,3,27.1
8298,r193,1996,Full-time master's students,Total,,2,na
8298,r194,1996,Full-time master's students,First time,Number,3,na
8298,r195,1996,Full-time master's students,First time,Percent,3,na
8298,r196,1996,Full-time doctoral students,Total,,2,na
8298,r197,1996,Full-time doctoral students,First time,Number,3,na
8298,r198,1996,Full-time doctoral students,First time,Percent,3,na
8298,r199,1997,All full-time graduate students,Total,,2,327289
8298,r200,1997,All full-time graduate students,First time,Number,3,89177
8298,r201,1997,All full-time graduate students,First time,Percent,3,27.2
8298,r202,1997,Full-time master's students,Total,,2,na
8298,r203,1997,Full-time master's students,First time,Number,3,na
8298,r204,1997,Full-time master's students,First time,Percent,3,na
8298,r205,1997,Full-time doctoral students,Total,,2,na
8298,r206,1997,Full-time doctoral students,First time,Number,3,na
8298,r207,1997,Full-time doctoral students,First time,Percent,3,na
8298,r208,1998,All full-time graduate students,Total,,2,327389
8298,r209,1998,All full-time graduate students,First time,Number,3,90828
8298,r210,1998,All full-time graduate students,First time,Percent,3,27.7
8298,r211,1998,Full-time master's students,Total,,2,na
8298,r212,1998,Full-time master's students,First time,Number,3,na
8298,r213,1998,Full-time master's students,First time,Percent,3,na
8298,r214,1998,Full-time doctoral students,Total,,2,na
8298,r215,1998,Full-time doctoral students,First time,Number,3,na
8298,r216,1998,Full-time doctoral students,First time,Percent,3,na
8298,r217,1999,All full-time graduate students,Total,,2,334423
8298,r218,1999,All full-time graduate students,First time,Number,3,92214
8298,r219,1999,All full-time graduate students,First time,Percent,3,27.6
8298,r220,1999,Full-time master's students,Total,,2,na
8298,r221,1999,Full-time master's students,First time,Number,3,na
8298,r222,1999,Full-time master's students,First time,Percent,3,na
8298,r223,1999,Full-time doctoral students,Total,,2,na
8298,r224,1999,Full-time doctoral students,First time,Number,3,na
8298,r225,1999,Full-time doctoral students,First time,Percent,3,na
8298,r226,2000,All full-time graduate students,Total,,2,341283
8298,r227,2000,All full-time graduate students,First time,Number,3,94340
8298,r228,2000,All full-time graduate students,First time,Percent,3,27.6
8298,r229,2000,Full-time master's students,Total,,2,na
8298,r230,2000,Full-time master's students,First time,Number,3,na
8298,r231,2000,Full-time master's students,First time,Percent,3,na
8298,r232,2000,Full-time doctoral students,Total,,2,na
8298,r233,2000,Full-time doctoral students,First time,Number,3,na
8298,r234,2000,Full-time doctoral students,First time,Percent,3,na
8298,r235,2001,All full-time graduate students,Total,,2,354522
8298,r236,2001,All full-time graduate students,First time,Number,3,98112
8298,r237,2001,All full-time graduate students,First time,Percent,3,27.7
8298,r238,2001,Full-time master's students,Total,,2,na
8298,r239,2001,Full-time master's students,First time,Number,3,na
8298,r240,2001,Full-time master's students,First time,Percent,3,na
8298,r241,2001,Full-time doctoral students,Total,,2,na
8298,r242,2001,Full-time doctoral students,First time,Number,3,na
8298,r243,2001,Full-time doctoral students,First time,Percent,3,na
8298,r244,2002,All full-time graduate students,Total,,2,378991
8298,r245,2002,All full-time graduate students,First time,Number,3,104184
8298,r246,2002,All full-time graduate students,First time,Percent,3,27.5
8298,r247,2002,Full-time master's students,Total,,2,na
8298,r248,2002,Full-time master's students,First time,Number,3,na
8298,r249,2002,Full-time master's students,First time,Percent,3,na
8298,r250,2002,Full-time doctoral students,Total,,2,na
8298,r251,2002,Full-time doctoral students,First time,Number,3,na
8298,r252,2002,Full-time doctoral students,First time,Percent,3,na
8298,r253,2003,All full-time graduate students,Total,,2,397420
8298,r254,2003,All full-time graduate students,First time,Number,3,107715
8298,r255,2003,All full-time graduate students,First time,Percent,3,27.1
8298,r256,2003,Full-time master's students,Total,,2,na
8298,r257,2003,Full-time master's students,First time,Number,3,na
8298,r258,2003,Full-time master's students,First time,Percent,3,na
8298,r259,2003,Full-time doctoral students,Total,,2,na
8298,r260,2003,Full-time doctoral students,First time,Number,3,na
8298,r261,2003,Full-time doctoral students,First time,Percent,3,na
8298,r262,2004,All full-time graduate students,Total,,2,402573
8298,r263,2004,All full-time graduate students,First time,Number,3,106544
8298,r264,2004,All full-time graduate students,First time,Percent,3,26.5
8298,r265,2004,Full-time master's students,Total,,2,na
8298,r266,2004,Full-time master's students,First time,Number,3,na
8298,r267,2004,Full-time master's students,First time,Percent,3,na
8298,r268,2004,Full-time doctoral students,Total,,2,na
8298,r269,2004,Full-time doctoral students,First time,Number,3,na
8298,r270,2004,Full-time doctoral students,First time,Percent,3,na
8298,r271,2005,All full-time graduate students,Total,,2,406620
8298,r272,2005,All full-time graduate students,First time,Number,3,110219
8298,r273,2005,All full-time graduate students,First time,Percent,3,27.1
8298,r274,2005,Full-time master's students,Total,,2,na
8298,r275,2005,Full-time master's students,First time,Number,3,na
8298,r276,2005,Full-time master's students,First time,Percent,3,na
8298,r277,2005,Full-time doctoral students,Total,,2,na
8298,r278,2005,Full-time doctoral students,First time,Number,3,na
8298,r279,2005,Full-time doctoral students,First time,Percent,3,na
8298,r280,2006,All full-time graduate students,Total,,2,419015
8298,r281,2006,All full-time graduate students,First time,Number,3,116482
8298,r282,2006,All full-time graduate students,First time,Percent,3,27.8
8298,r283,2006,Full-time master's students,Total,,2,na
8298,r284,2006,Full-time master's students,First time,Number,3,na
8298,r285,2006,Full-time master's students,First time,Percent,3,na
8298,r286,2006,Full-time doctoral students,Total,,2,na
8298,r287,2006,Full-time doctoral students,First time,Number,3,na
8298,r288,2006,Full-time doctoral students,First time,Percent,3,na
8298,r289,2007old<sup>b</sup>,All full-time graduate students,Total,,2,430860
8298,r290,2007old<sup>b</sup>,All full-time graduate students,First time,Number,3,120236
8298,r291,2007old<sup>b</sup>,All full-time graduate students,First time,Percent,3,27.9
8298,r292,2007old<sup>b</sup>,Full-time master's students,Total,,2,na
8298,r293,2007old<sup>b</sup>,Full-time master's students,First time,Number,3,na
8298,r294,2007old<sup>b</sup>,Full-time master's students,First time,Percent,3,na
8298,r295,2007old<sup>b</sup>,Full-time doctoral students,Total,,2,na
8298,r296,2007old<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
8298,r297,2007old<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
8298,r298,2007new<sup>b</sup>,All full-time graduate students,Total,,2,437365
8298,r299,2007new<sup>b</sup>,All full-time graduate students,First time,Number,3,122449
8298,r300,2007new<sup>b</sup>,All full-time graduate students,First time,Percent,3,28.0
8298,r301,2007new<sup>b</sup>,Full-time master's students,Total,,2,na
8298,r302,2007new<sup>b</sup>,Full-time master's students,First time,Number,3,na
8298,r303,2007new<sup>b</sup>,Full-time master's students,First time,Percent,3,na
8298,r304,2007new<sup>b</sup>,Full-time doctoral students,Total,,2,na
8298,r305,2007new<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
8298,r306,2007new<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
8298,r307,2008,All full-time graduate students,Total,,2,449613
8298,r308,2008,All full-time graduate students,First time,Number,3,130635
8298,r309,2008,All full-time graduate students,First time,Percent,3,29.1
8298,r310,2008,Full-time master's students,Total,,2,na
8298,r311,2008,Full-time master's students,First time,Number,3,na
8298,r312,2008,Full-time master's students,First time,Percent,3,na
8298,r313,2008,Full-time doctoral students,Total,,2,na
8298,r314,2008,Full-time doctoral students,First time,Number,3,na
8298,r315,2008,Full-time doctoral students,First time,Percent,3,na
8298,r316,2009,All full-time graduate students,Total,,2,456115
8298,r317,2009,All full-time graduate students,First time,Number,3,134756
8298,r318,2009,All full-time graduate students,First time,Percent,3,29.5
8298,r319,2009,Full-time master's students,Total,,2,na
8298,r320,2009,Full-time master's students,First time,Number,3,na
8298,r321,2009,Full-time master's students,First time,Percent,3,na
8298,r322,2009,Full-time doctoral students,Total,,2,na
8298,r323,2009,Full-time doctoral students,First time,Number,3,na
8298,r324,2009,Full-time doctoral students,First time,Percent,3,na
8298,r325,2010,All full-time graduate students,Total,,2,461185
8298,r326,2010,All full-time graduate students,First time,Number,3,136487
8298,r327,2010,All full-time graduate students,First time,Percent,3,29.6
8298,r328,2010,Full-time master's students,Total,,2,na
8298,r329,2010,Full-time master's students,First time,Number,3,na
8298,r330,2010,Full-time master's students,First time,Percent,3,na
8298,r331,2010,Full-time doctoral students,Total,,2,na
8298,r332,2010,Full-time doctoral students,First time,Number,3,na
8298,r333,2010,Full-time doctoral students,First time,Percent,3,na
8298,r334,2011,All full-time graduate students,Total,,2,457292
8298,r335,2011,All full-time graduate students,First time,Number,3,136610
8298,r336,2011,All full-time graduate students,First time,Percent,3,29.9
8298,r337,2011,Full-time master's students,Total,,2,na
8298,r338,2011,Full-time master's students,First time,Number,3,na
8298,r339,2011,Full-time master's students,First time,Percent,3,na
8298,r340,2011,Full-time doctoral students,Total,,2,na
8298,r341,2011,Full-time doctoral students,First time,Number,3,na
8298,r342,2011,Full-time doctoral students,First time,Percent,3,na
8298,r343,2012,All full-time graduate students,Total,,2,459498
8298,r344,2012,All full-time graduate students,First time,Number,3,137767
8298,r345,2012,All full-time graduate students,First time,Percent,3,30.0
8298,r346,2012,Full-time master's students,Total,,2,na
8298,r347,2012,Full-time master's students,First time,Number,3,na
8298,r348,2012,Full-time master's students,First time,Percent,3,na
8298,r349,2012,Full-time doctoral students,Total,,2,na
8298,r350,2012,Full-time doctoral students,First time,Number,3,na
8298,r351,2012,Full-time doctoral students,First time,Percent,3,na
8298,r352,2013,All full-time graduate students,Total,,2,468953
8298,r353,2013,All full-time graduate students,First time,Number,3,143326
8298,r354,2013,All full-time graduate students,First time,Percent,3,30.6
8298,r355,2013,Full-time master's students,Total,,2,na
8298,r356,2013,Full-time master's students,First time,Number,3,na
8298,r357,2013,Full-time master's students,First time,Percent,3,na
8298,r358,2013,Full-time doctoral students,Total,,2,na
8298,r359,2013,Full-time doctoral students,First time,Number,3,na
8298,r360,2013,Full-time doctoral students,First time,Percent,3,na
8298,r361,2014old<sup>c</sup>,All full-time graduate students,Total,,2,484880
8298,r362,2014old<sup>c</sup>,All full-time graduate students,First time,Number,3,150653
8298,r363,2014old<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.1
8298,r364,2014old<sup>c</sup>,Full-time master's students,Total,,2,na
8298,r365,2014old<sup>c</sup>,Full-time master's students,First time,Number,3,na
8298,r366,2014old<sup>c</sup>,Full-time master's students,First time,Percent,3,na
8298,r367,2014old<sup>c</sup>,Full-time doctoral students,Total,,2,na
8298,r368,2014old<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
8298,r369,2014old<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
8298,r370,2014new<sup>c</sup>,All full-time graduate students,Total,,2,492170
8298,r371,2014new<sup>c</sup>,All full-time graduate students,First time,Number,3,154219
8298,r372,2014new<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.3
8298,r373,2014new<sup>c</sup>,Full-time master's students,Total,,2,na
8298,r374,2014new<sup>c</sup>,Full-time master's students,First time,Number,3,na
8298,r375,2014new<sup>c</sup>,Full-time master's students,First time,Percent,3,na
8298,r376,2014new<sup>c</sup>,Full-time doctoral students,Total,,2,na
8298,r377,2014new<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
8298,r378,2014new<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
8298,r379,2015,All full-time graduate students,Total,,2,506262
8298,r380,2015,All full-time graduate students,First time,Number,3,161640
8298,r381,2015,All full-time graduate students,First time,Percent,3,31.9
8298,r382,2015,Full-time master's students,Total,,2,na
8298,r383,2015,Full-time master's students,First time,Number,3,na
8298,r384,2015,Full-time master's students,First time,Percent,3,na
8298,r385,2015,Full-time doctoral students,Total,,2,na
8298,r386,2015,Full-time doctoral students,First time,Number,3,na
8298,r387,2015,Full-time doctoral students,First time,Percent,3,na
8298,r388,2016,All full-time graduate students,Total,,2,508773
8298,r389,2016,All full-time graduate students,First time,Number,3,161824
8298,r390,2016,All full-time graduate students,First time,Percent,3,31.8
8298,r391,2016,Full-time master's students,Total,,2,na
8298,r392,2016,Full-time master's students,First time,Number,3,na
8298,r393,2016,Full-time master's students,First time,Percent,3,na
8298,r394,2016,Full-time doctoral students,Total,,2,na
8298,r395,2016,Full-time doctoral students,First time,Number,3,na
8298,r396,2016,Full-time doctoral students,First time,Percent,3,na
8298,r397,2017old<sup>d</sup>,All full-time graduate students,Total,,2,498619
8298,r398,2017old<sup>d</sup>,All full-time graduate students,First time,Number,3,162805
8298,r399,2017old<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.7
8298,r400,2017old<sup>d</sup>,Full-time master's students,Total,,2,na
8298,r401,2017old<sup>d</sup>,Full-time master's students,First time,Number,3,na
8298,r402,2017old<sup>d</sup>,Full-time master's students,First time,Percent,3,na
8298,r403,2017old<sup>d</sup>,Full-time doctoral students,Total,,2,na
8298,r404,2017old<sup>d</sup>,Full-time doctoral students,First time,Number,3,na
8298,r405,2017old<sup>d</sup>,Full-time doctoral students,First time,Percent,3,na
8298,r406,2017new<sup>d</sup>,All full-time graduate students,Total,,2,480788
8298,r407,2017new<sup>d</sup>,All full-time graduate students,First time,Number,3,156157
8298,r408,2017new<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.5
8298,r409,2017new<sup>d</sup>,Full-time master's students,Total,,2,245010
8298,r410,2017new<sup>d</sup>,Full-time master's students,First time,Number,3,110980
8298,r411,2017new<sup>d</sup>,Full-time master's students,First time,Percent,3,45.3
8298,r412,2017new<sup>d</sup>,Full-time doctoral students,Total,,2,235778
8298,r413,2017new<sup>d</sup>,Full-time doctoral students,First time,Number,3,45177
8298,r414,2017new<sup>d</sup>,Full-time doctoral students,First time,Percent,3,19.2
8298,r415,2018,All full-time graduate students,Total,,2,491449
8298,r416,2018,All full-time graduate students,First time,Number,3,159724
8298,r417,2018,All full-time graduate students,First time,Percent,3,32.5
8298,r418,2018,Full-time master's students,Total,,2,248552
8298,r419,2018,Full-time master's students,First time,Number,3,114214
8298,r420,2018,Full-time master's students,First time,Percent,3,46.0
8298,r421,2018,Full-time doctoral students,Total,,2,242897
8298,r422,2018,Full-time doctoral students,First time,Number,3,45510
8298,r423,2018,Full-time doctoral students,First time,Percent,3,18.7
8298,r424,2019,All full-time graduate students,Total,,2,502442
8298,r425,2019,All full-time graduate students,First time,Number,3,163032
8298,r426,2019,All full-time graduate students,First time,Percent,3,32.4
8298,r427,2019,Full-time master's students,Total,,2,254532
8298,r428,2019,Full-time master's students,First time,Number,3,116507
8298,r429,2019,Full-time master's students,First time,Percent,3,45.8
8298,r430,2019,Full-time doctoral students,Total,,2,247910
8298,r431,2019,Full-time doctoral students,First time,Number,3,46525
8298,r432,2019,Full-time doctoral students,First time,Percent,3,18.8
8298,r433,2020,All full-time graduate students,Total,,2,491515
8298,r434,2020,All full-time graduate students,First time,Number,3,143269
8298,r435,2020,All full-time graduate students,First time,Percent,3,29.1
8298,r436,2020,Full-time master's students,Total,,2,243859
8298,r437,2020,Full-time master's students,First time,Number,3,102096
8298,r438,2020,Full-time master's students,First time,Percent,3,41.9
8298,r439,2020,Full-time doctoral students,Total,,2,247656
8298,r440,2020,Full-time doctoral students,First time,Number,3,41173
8298,r441,2020,Full-time doctoral students,First time,Percent,3,16.6
8298,r442,2021,All full-time graduate students,Total,,2,543823
8298,r443,2021,All full-time graduate students,First time,Number,3,193936
8298,r444,2021,All full-time graduate students,First time,Percent,3,35.7
8298,r445,2021,Full-time master's students,Total,,2,286954
8298,r446,2021,Full-time master's students,First time,Number,3,147266
8298,r447,2021,Full-time master's students,First time,Percent,3,51.3
8298,r448,2021,Full-time doctoral students,Total,,2,256869
8298,r449,2021,Full-time doctoral students,First time,Number,3,46670
8298,r450,2021,Full-time doctoral students,First time,Percent,3,18.2
