table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3039,r053,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['1,877', '']","['1,400', '']","['1,516', '']","['1,400', '']","['0', '']","['6,060', '']","['1,050', '']","['7,518', '']","['0', '']","['0', '']"
3039,r054,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['NA', '']","['3,210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r055,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['1,500', '']","['14,035', '']","['500', '']","['1,476', '']","['0', '']","['1,400', '']","['0', '']","['0', '']"
3039,r056,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['20,055', '']","['19,534', '']","['72,051', '']","['20,100', '']","['34,860', '']","['35,450', '']","['44,000', '']","['88,500', '']","['130,000', '']","['199,000', '']"
3039,r057,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['110,181', '']","['57,272', '']","['41,200', '']","['22,443', '']","['2,395', '']","['67,069', '']","['68,454', '']","['22,256', '']","['310,054', '']","['0', '']"
3039,r058,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['10,265', '']","['8,999', '']","['39,102', '']","['17,453', '']","['4,900', '']","['26,910', '']","['23,703', '']","['67,035', '']","['79,234', '']","['9,139', '']"
3039,r059,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['5,790', '']","['9,524', '']","['48,619', '']","['179,184', '']","['202,438', '']","['116,150', '']","['14,998', '']","['94,070', '']","['0', '']","['0', '']"
3039,r060,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['1,225', '']","['7,447', '']","['0', '']","['0', '']","['0', '']","['524', '']","['8,974', '']","['0', '']","['0', '']","['0', '']"
3039,r061,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['4,102', '']","['15,535', '']","['15,173', '']","['15,341', '']","['0', '']","['10,000', '']","['114,678', '']","['36,746', '']","['73,442', '']","['0', '']"
3039,r062,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['18,353', '']","['16,121', '']","['8,305', '']","['40,894', '']","['44,218', '']","['21,739', '']","['158,364', '']","['44,302', '']","['0', '']","['103,123', '']"
3039,r063,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['68,852', '']","['7,631', '']","['47,452', '']","['88,318', '']","['37,000', '']","['135,000', '']","['162,600', '']","['229,600', '']","['200,000', '']","['0', '']"
3039,r064,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['11,850', '']","['11,770', '']","['12,478', '']","['3,817', '']","['12,282', '']","['11,499', '']","['16,700', '']","['0', '']","['444,625', '']","['0', '']"
3039,r065,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['14,078', '']","['3,721', '']","['10,369', '']","['1,512', '']","['15,821', '']","['40,191', '']","['2,698', '']","['6,288', '']","['0', '']","['0', '']"
3039,r066,California -> Private,California,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r067,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r068,California -> Private -> Biola U.,California,Private,Biola U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['500', '']","['0', '']","['0', '']"
3039,r069,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['10,212', '']","['24,993', '']","['9,668', '']","['48,840', '']","['26,887', '']","['42,614', '']","['34,617', '']","['13,722', '']","['0', '']","['13,000', '']"
3039,r070,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['ne', '']","['ne', '']","['0', '']","['3,060', '']","['0', 'i']","['8,296', '']","['7,280', '']","['2,475', '']","['0', '']","['0', '']"
3039,r071,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r072,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r073,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['ne', '']","['ne', '']","['1,750', '']","['0', '']","['375', '']","['745', '']","['1,750', '']","['500', '']","['5,000', '']","['5,000', '']"
3039,r074,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['0', '']","['0', '']","['0', '']","['300', '']","['500', '']","['0', '']","['314', '']","['0', '']","['15,000', '']","['0', '']"
3039,r075,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['1,500', '']","['0', '']","['22,255', '']"
3039,r076,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['600', '']","['0', '']","['250', '']","['9,500', '']","['1,734', '']","['2,666', '']","['3,344', '']","['0', '']","['0', '']","['0', '']"
3039,r077,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['250', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['825', '']","['0', '']","['438', '']","['0', '']","['0', '']"
3039,r078,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r079,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['277', '']","['0', '']","['600', '']","['0', '']","['0', '']","['6,258', '']","['14,415', '']","['590', '']","['14,739', '']","['0', '']"
3039,r080,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['14,336', '']","['0', '']","['510', '']","['250', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']"
3039,r081,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['962', '']","['3,485', '']","['700', '']","['0', '']","['3,000', '']","['500', '']","['23,360', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r082,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['ne', '']","['ne', '']","['14,586', '']","['8,350', '']","['10,967', '']","['9,511', '']","['25,173', '']","['17,700', '']","['0', '']","['0', '']"
3039,r083,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['52,542', '']","['51,436', '']","['19,156', '']","['58,278', '']","['77,952', '']","['43,823', '']","['7,862', '']","['35,255', '']","['0', '']","['0', '']"
3039,r084,California -> Private -> Touro U.,California,Private,Touro U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r085,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['2,877', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r086,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['4,500', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r087,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']"
3039,r088,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['9,784', '']","['10,151', '']","['6,242', '']","['118,709', '']","['70,470', 'i']","['28,596', '']","['71,880', '']","['6,525', '']","['985', '']","['0', '']"
3039,r089,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['315', '']","['0', '']","['0', '']","['800', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r090,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r091,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r092,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['956', '']","['1,900', '']","['2,946', '']","['2,265', '']","['1,703', '']","['1,713', '']","['872', '']","['280', '']","['0', '']","['0', '']"
3039,r093,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['500', '']","['4,896', '']","['1,050', '']","['6,471', '']","['8,718', '']","['252', '']","['3,498', '']","['974', '']","['0', '']","['0', '']"
3039,r094,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r095,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r096,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['0', '']","['0', '']","['8,767', '']","['19,692', '']","['59,666', '']","['31,527', '']","['13,492', '']","['7,505', '']","['175,427', '']","['0', '']"
3039,r097,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['0', '']","['0', '']","['17,085', '']","['0', '']","['0', '']","['570', '']","['1,471', '']","['965', '']","['0', '']","['0', '']"
3039,r098,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['6,552', '']","['25,424', '']","['3,551', '']","['271', '']","['6,388', '']","['1,947', '']","['6,249', '']","['41,326', '']","['16,000', '']","['0', '']"
3039,r099,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r100,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r101,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['280', '']","['0', '']","['0', '']","['0', '']"
3039,r102,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['450', '']","['0', '']","['1,171', '']","['3,270', '']","['1,521', '']","['394', '']","['0', '']","['0', '']","['0', '']"
3039,r103,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r104,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r105,Connecticut -> Public -> Central Connecticut State U.,Connecticut,Public,Central Connecticut State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r106,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['NA', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r107,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['314', '']","['52,515', '']","['4,752', '']","['98,344', '']","['22,397', '']","['43,190', '']","['73,762', '']","['8,520', '']","['68,500', '']","['0', '']"
3039,r108,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r109,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['NA', '']","['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r110,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,3,"['NA', '']","['NA', '']","['NA', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r111,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['ne', '']","['ne', '']","['2,000', '']","['1,225', '']","['0', '']","['430', '']","['400', '']","['500', '']","['0', '']","['0', '']"
3039,r112,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['9,835', '']","['9,672', '']","['3,700', '']","['0', '']","['0', '']"
3039,r113,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['580', '']","['1,050', '']","['3,257', '']","['2,745', '']","['4,097', '']","['3,006', '']","['2,201', '']","['685', '']","['5,100', '']","['10,005', '']"
3039,r114,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['187,441', '']","['141,291', '']","['113,456', '']","['201,349', '']","['265,364', '']","['102,058', '']","['114,062', '']","['547,296', '']","['298,179', '']","['0', '']"
3039,r115,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r116,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r117,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['1,763', '']","['0', '']","['500', '']","['600', '']","['1,590', '']","['350', '']","['426', '']","['5,550', '']","['0', '']","['0', '']"
3039,r118,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['32,183', '']","['7,968', '']","['0', '']","['6,817', '']","['14,103', '']","['10,939', '']","['4,856', '']","['12,416', '']","['32,545', '']","['2,819', '']"
3039,r119,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r120,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r121,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['260', '']","['4,500', '']","['10,500', '']","['800', '']","['2,000', '']","['4,000', '']","['250', '']","['0', '']"
3039,r122,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r123,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['0', '']","['3,100', '']","['0', '']","['1,400', 'i']","['0', '']","['1,155', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r124,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['0', '']","['NA', '']","['NA', '']","['0', '']","['2,430', '']","['1,001', '']","['800', '']","['550', '']","['0', '']","['0', '']"
