table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_other_fieldsa,field_business_management_and_administration,field_communication,field_non_s_e_fields_nec
1798,r011,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,,4,76.2,79.4,84.0,62.5
1798,r012,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,,4,5.0,3.3,2.3,11.1
1798,r013,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,,4,11.2,12.1,9.4,10.6
1798,r014,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,,4,4.0,2.2,2.0,9.7
1798,r015,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,,4,3.6,3.0,2.3,6.0
1798,r016,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,,4,,,,
1798,r017,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,,5,37.9,48.1,22.8,26.3
1798,r018,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,,5,44.4,38.2,63.5,43.3
1798,r019,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,,5,9.7,8.3,6.5,15.7
1798,r020,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,,5,7.9,5.5,6.8,14.7
1798,r021,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,,5,0.1,0.0,0.3,0.0
1798,r022,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,,4,,,,
1798,r023,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,,5,40.2,35.5,52.8,40.5
1798,r024,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,,5,35.1,45.8,19.0,22.8
1798,r025,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,,5,4.7,3.0,4.2,9.1
1798,r026,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,,5,3.6,2.5,2.4,7.1
1798,r027,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,,5,0.2,0.1,0.6,0.3
1798,r028,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,,5,16.3,12.9,21.1,20.3
1798,r029,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,,4,5.6,4.9,3.7,8.6
1798,r030,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,,3,,,,
1798,r031,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,,4,85.4,81.6,91.9,88.4
1798,r032,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,,5,6.4,6.3,6.1,7.0
1798,r033,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,,5,13.0,12.4,11.1,15.8
1798,r034,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,,5,13.7,12.8,16.7,13.2
1798,r035,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,,5,6.0,5.4,8.9,5.2
1798,r036,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,,5,15.8,15.1,15.4,17.6
1798,r037,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,,5,4.5,3.6,7.3,4.2
1798,r038,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,,5,9.0,9.8,9.6,6.8
1798,r039,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,,5,5.5,4.6,7.1,6.2
1798,r040,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,,5,10.5,10.6,9.4,11.0
1798,r041,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,,4,14.6,18.3,8.1,11.6
1798,r042,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,,4,0.1,0.1,0.0,0.0
1798,r043,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),,,,,2,1452,869,234,349
1798,r044,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,,,,3,,,,
1798,r045,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study,,,4,85,39,16,30
1798,r046,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment,,,4,908,608,124,176
1798,r047,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Seeking employment or study,,,4,241,114,58,69
1798,r048,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Other<sup>d</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Other<sup>d</sup>,,,4,26,18,2,6
1798,r049,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,,,4,,,,
1798,r050,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Postdoc fellowship or research associateship,,5,92.9,89.7,93.8,96.7
1798,r051,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Other or unknown<sup>f</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Other or unknown<sup>f</sup>,,5,7.1,10.3,6.3,3.3
1798,r052,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,,,4,,,,
1798,r053,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,5,76.0,78.9,81.5,61.9
1798,r054,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,5,5.4,,,13.1
1798,r055,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,5,12.9,13.8,9.7,11.9
1798,r056,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,5,2.6,,,6.8
1798,r057,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,5,3.1,2.3,2.4,6.3
1798,r058,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,5,,,,
1798,r059,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,6,41.2,49.5,22.4,25.0
1798,r060,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,6,43.6,37.4,67.2,48.8
1798,r061,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,6,7.8,7.1,6.0,11.9
1798,r062,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,6,7.4,6.1,4.3,14.4
1798,r063,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,6,0.0,0.0,0.0,0.0
1798,r064,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,5,,,,
1798,r065,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,6,38.9,34.3,54.3,44.4
1798,r066,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,6,38.2,46.5,17.2,23.1
1798,r067,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,6,4.7,3.8,5.2,7.5
1798,r068,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,6,3.3,,,6.3
1798,r069,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,6,0.1,0.0,0.9,0.0
1798,r070,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,6,14.9,,,18.8
1798,r071,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,5,5.9,4.9,6.5,9.1
1798,r072,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,4,,,,
1798,r073,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,5,82.2,80.1,87.9,85.0
1798,r074,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,6,5.8,5.7,7.9,4.9
1798,r075,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,6,12.4,12.1,9.3,15.5
1798,r076,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,6,12.9,13.0,12.9,12.6
1798,r077,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,6,6.2,5.1,13.6,4.9
