table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_engineering,field_2023_aerospace_aeronautical_and_astronautical_engineering,field_2023_bioengineering_and_biomedical_engineering,field_2023_chemical_engineering,field_2023_civil_engineering,field_2023_electrical_electronic_and_communications_engineering,field_2023_industrial_and_manufacturing_engineering,field_2023_mechanical_engineering,field_2023_metallurgical_and_materials_engineering,field_2023_engineering_nec_
12703,r016,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,15,"['163,509', '']","['219,388', '']","['242,745', '']","['1,365', '']","['6,447', '']","['12,511', '']","['14,397', '']","['35,576', '']","['21,017', '']","['98,566', '']","['22,674', '']","['30,192', '']"
12703,r017,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,16,"['199,711', '']","['206,541', '']","['209,311', '']","['0', '']","['160', '']","['8,524', '']","['32,095', '']","['122,840', '']","['44', '']","['312', '']","['0', '']","['45,336', '']"
12703,r018,All institutions -> U. Dayton,All institutions,U. Dayton,2,17,"['180,158', '']","['195,856', '']","['198,049', '']","['21,210', '']","['520', '']","['4,477', '']","['90', '']","['7,328', '']","['56,775', '']","['26,803', '']","['75,257', '']","['5,589', '']"
12703,r019,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,18,"['172,900', '']","['171,162', '']","['196,594', '']","['3,565', '']","['18,177', '']","['44,413', '']","['20,197', '']","['35,280', '']","['11,223', '']","['15,037', '']","['25,577', '']","['23,125', '']"
12703,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['154,163', '']","['164,304', '']","['183,899', '']","['15,082', '']","['25,680', '']","['13,236', '']","['44,082', '']","['10,832', '']","['477', '']","['24,536', '']","['12,001', '']","['37,973', '']"
12703,r021,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,20,"['157,622', '']","['172,004', '']","['180,277', '']","['10,606', '']","['35,227', '']","['8,833', '']","['17,592', '']","['42,715', '']","['2,452', '']","['20,960', '']","['7,154', '']","['34,738', '']"
12703,r022,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,21,"['177,564', '']","['212,583', '']","['176,720', '']","['0', '']","['26,273', '']","['0', '']","['9,627', '']","['80,563', '']","['0', '']","['23,530', '']","['28,094', '']","['8,633', '']"
12703,r023,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,22,"['177,604', '']","['191,531', '']","['175,118', '']","['90,146', '']","['13,254', '']","['11,811', '']","['18,504', '']","['15,903', '']","['0', '']","['16,876', '']","['2,156', '']","['6,468', '']"
12703,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['131,709', '']","['148,673', '']","['171,445', '']","['0', '']","['16,300', '']","['18,535', '']","['16,818', '']","['24,312', '']","['6,560', '']","['23,196', '']","['13,459', '']","['52,265', '']"
12703,r025,All institutions -> U. Delaware,All institutions,U. Delaware,2,24,"['90,327', '']","['123,997', '']","['161,894', '']","['0', '']","['11,485', '']","['91,873', '']","['18,223', '']","['17,655', '']","['0', '']","['14,089', '']","['0', '']","['8,569', '']"
12703,r026,All institutions -> Stanford U.,All institutions,Stanford U.,2,25,"['136,251', '']","['142,213', '']","['158,868', '']","['17,318', '']","['36,591', '']","['18,629', '']","['13,823', '']","['25,789', '']","['7,259', '']","['26,550', '']","['11,489', '']","['1,420', '']"
12703,r027,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,26,"['112,597', '']","['138,117', '']","['155,436', '']","['1,641', '']","['21,985', '']","['11,084', '']","['9,056', '']","['34,323', '']","['7,881', '']","['41,348', '']","['10,841', '']","['17,277', '']"
12703,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['122,704', '']","['134,339', '']","['150,126', '']","['4,865', '']","['30,527', '']","['7,371', '']","['35,567', '']","['37,538', '']","['2,636', '']","['18,297', '']","['10,375', '']","['2,950', '']"
12703,r029,All institutions -> Cornell U.,All institutions,Cornell U.,2,28,"['118,621', '']","['125,320', '']","['149,807', '']","['3,760', '']","['24,099', '']","['20,122', '']","['11,875', '']","['31,490', '']","['5,070', '']","['20,194', '']","['23,686', '']","['9,511', '']"
12703,r030,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,29,"['121,637', '']","['131,042', '']","['145,670', '']","['10,609', '']","['41,585', '']","['22,038', '']","['16,899', '']","['19,941', '']","['919', '']","['26,896', '']","['6,783', '']","['0', '']"
12703,r031,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,30,"['123,428', '']","['132,475', '']","['140,782', '']","['8,468', '']","['16,261', '']","['10,826', '']","['26,330', '']","['10,967', '']","['0', '']","['7,433', '']","['9,806', '']","['50,691', '']"
12703,r032,All institutions -> New York U.,All institutions,New York U.,2,31,"['99,307', '']","['119,160', '']","['132,311', '']","['0', '']","['123', '']","['3,530', '']","['1,272', '']","['18,588', '']","['0', '']","['2,192', '']","['0', '']","['106,606', '']"
12703,r033,All institutions -> Rice U.,All institutions,Rice U.,2,32,"['100,872', '']","['110,648', '']","['129,719', '']","['10', '']","['53,640', '']","['12,796', '']","['13,484', '']","['31,905', '']","['1', '']","['6,666', '']","['8,076', '']","['3,141', '']"
12703,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,"['102,370', '']","['114,118', '']","['124,470', '']","['0', '']","['31,521', '']","['102', '']","['52,033', '']","['16,563', '']","['0', '']","['15,415', '']","['0', '']","['8,836', '']"
12703,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['100,194', '']","['109,870', '']","['123,383', '']","['11,091', '']","['18,601', '']","['17,346', '']","['11,452', '']","['4,789', '']","['9,439', '']","['31,671', '']","['5,009', '']","['13,985', '']"
12703,r036,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,35,"['92,723', '']","['92,855', '']","['119,529', '']","['0', '']","['9,620', '']","['6,195', '']","['14,016', '']","['46,466', '']","['10,440', '']","['27,037', '']","['0', '']","['5,755', '']"
12703,r037,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,36,"['128,579', '']","['115,464', '']","['116,222', '']","['28,899', '']","['1,720', '']","['7,406', '']","['12,896', '']","['19,337', '']","['5,183', '']","['0', '']","['10,699', '']","['30,082', '']"
12703,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['93,906', '']","['98,403', '']","['113,969', '']","['0', '']","['8,500', '']","['8,876', '']","['11,538', '']","['33,792', '']","['0', '']","['18,645', '']","['7,454', '']","['25,164', '']"
12703,r039,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,38,"['90,572', '']","['103,773', '']","['113,853', '']","['49,774', '']","['0', '']","['20,386', '']","['17,933', '']","['24,428', '']","['0', '']","['0', '']","['24', '']","['1,308', '']"
12703,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['48,225', 'i']","['111,749', '']","['113,129', '']","['0', '']","['5,103', '']","['6,491', '']","['43,039', '']","['38,983', '']","['0', '']","['13,090', '']","['4,744', '']","['1,679', '']"
12703,r041,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,40,"['88,937', '']","['106,282', '']","['112,740', '']","['0', '']","['34,022', '']","['11,657', '']","['15', '']","['25,931', '']","['0', '']","['19,885', '']","['0', '']","['21,230', '']"
12703,r042,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,41,"['62,271', '']","['65,604', '']","['112,702', '']","['0', '']","['27,189', '']","['8,245', '']","['1,500', '']","['13,485', '']","['377', '']","['11,231', '']","['13,897', '']","['36,778', '']"
12703,r043,All institutions -> Boston U.,All institutions,Boston U.,2,42,"['79,757', '']","['91,643', '']","['111,856', '']","['2,425', '']","['47,983', '']","['8', '']","['0', '']","['20,187', '']","['8,685', '']","['14,764', '']","['1,371', '']","['16,433', '']"
12703,r044,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,43,"['86,303', '']","['97,329', '']","['111,017', '']","['0', '']","['19,371', '']","['8,094', '']","['2,346', '']","['55,175', '']","['0', '']","['7,850', '']","['17,588', '']","['593', '']"
12703,r045,All institutions -> Duke U.,All institutions,Duke U.,2,44,"['94,483', '']","['102,748', '']","['109,885', '']","['0', '']","['49,428', '']","['0', '']","['10,221', '']","['36,043', '']","['0', '']","['12,099', '']","['1,972', '']","['122', '']"
12703,r046,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,45,"['78,720', '']","['93,219', '']","['108,344', '']","['5,318', '']","['6,766', '']","['8,194', '']","['19,353', '']","['9,922', '']","['12,639', '']","['19,611', '']","['1,579', '']","['24,962', '']"
12703,r047,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,46,"['86,578', '']","['84,614', '']","['105,141', '']","['0', '']","['0', '']","['2,391', '']","['63,086', '']","['4,742', '']","['0', '']","['2,990', '']","['1,095', '']","['30,837', '']"
12703,r048,All institutions -> U. Arizona,All institutions,U. Arizona,2,47,"['72,158', '']","['84,682', '']","['103,771', '']","['3,375', '']","['11,669', '']","['6,213', '']","['5,774', '']","['48,129', '']","['6,558', '']","['4,071', '']","['10,373', '']","['7,609', '']"
12703,r049,All institutions -> Clemson U.,All institutions,Clemson U.,2,48,"['90,038', '']","['98,733', '']","['103,188', '']","['0', '']","['14,120', '']","['4,482', '']","['14,650', '']","['13,148', '']","['5,156', '']","['32,064', '']","['12,960', '']","['6,608', '']"
12703,r050,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,49,"['75,457', '']","['87,884', '']","['100,161', '']","['2,176', '']","['29,963', '']","['12,909', '']","['3,113', '']","['8,862', '']","['1,516', '']","['3,398', '']","['0', '']","['38,224', '']"
12703,r051,All institutions -> Harvard U.,All institutions,Harvard U.,2,50,"['92,782', '']","['96,920', '']","['99,830', '']","['18,072', '']","['47,731', '']","['1,410', '']","['7,420', '']","['5,245', '']","['0', '']","['538', '']","['17,947', '']","['1,467', '']"
12703,r052,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,51,"['80,735', '']","['88,008', '']","['93,785', '']","['0', '']","['20,128', '']","['12,688', '']","['7,457', '']","['8,452', '']","['3,127', '']","['8,038', '']","['18,076', '']","['15,819', '']"
12703,r053,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,52,"['101,989', '']","['88,997', 'i']","['93,312', '']","['9,402', 'i']","['0', 'i']","['0', 'i']","['11,228', 'i']","['47,578', 'i']","['0', 'i']","['25,104', 'i']","['0', 'i']","['0', 'i']"
12703,r054,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,53,"['82,240', '']","['83,738', '']","['90,849', '']","['0', '']","['9,313', '']","['10,493', '']","['43,312', '']","['5,438', '']","['0', '']","['4,236', '']","['36', '']","['18,021', '']"
12703,r055,All institutions -> Princeton U.,All institutions,Princeton U.,2,54,"['67,231', '']","['78,831', '']","['87,035', '']","['5,518', '']","['9,028', '']","['7,873', '']","['8,067', '']","['33,261', '']","['4,672', '']","['6,763', '']","['0', '']","['11,853', '']"
12703,r056,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,55,"['79,360', '']","['81,143', '']","['86,949', '']","['0', '']","['20,130', '']","['11,789', '']","['12,213', '']","['19,086', '']","['0', '']","['11,332', '']","['0', '']","['12,399', '']"
12703,r057,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,56,"['65,454', '']","['75,898', '']","['84,902', '']","['0', '']","['16,739', '']","['7,564', '']","['11,092', '']","['15,240', '']","['0', '']","['19,186', '']","['12,257', '']","['2,824', '']"
12703,r058,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,57,"['60,065', '']","['67,776', '']","['82,841', '']","['0', '']","['6,661', '']","['25,274', '']","['22,301', '']","['17,521', '']","['0', '']","['9,260', '']","['0', '']","['1,824', '']"
12703,r059,All institutions -> U. Southern California,All institutions,U. Southern California,2,58,"['78,179', '']","['63,694', '']","['82,633', '']","['5,907', '']","['12,259', '']","['9,113', '']","['4,712', '']","['41,441', '']","['3,154', '']","['0', '']","['0', '']","['6,047', '']"
12703,r060,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,59,"['86,541', '']","['78,534', '']","['82,313', '']","['0', '']","['22,112', '']","['11,463', '']","['14,894', '']","['21,386', '']","['0', '']","['10,189', '']","['0', '']","['2,269', '']"
12703,r061,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,60,"['56,681', '']","['65,936', '']","['82,238', '']","['0', '']","['26,133', '']","['11,107', '']","['6,891', '']","['11,750', '']","['3,126', '']","['19,172', '']","['0', '']","['4,059', '']"
12703,r062,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,61,"['67,472', '']","['73,980', '']","['78,080', '']","['16,991', '']","['1,359', '']","['6,346', '']","['3,340', '']","['10,045', '']","['6,398', '']","['7,474', '']","['1,355', '']","['24,772', '']"
12703,r063,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,62,"['na', '']","['na', '']","['76,802', '']","['0', '']","['14,931', '']","['3,547', '']","['21,043', '']","['21,855', '']","['302', '']","['4,775', '']","['5,320', '']","['5,029', '']"
12703,r064,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,63,"['13,002', '']","['53,897', '']","['76,286', '']","['519', '']","['2,809', '']","['494', '']","['0', '']","['338', '']","['0', '']","['2,236', '']","['768', '']","['69,122', '']"
12703,r065,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,64,"['51,630', 'i']","['51,975', '']","['73,871', 'i']","['7,631', 'i']","['6,287', 'i']","['6,982', 'i']","['8,777', 'i']","['6,180', 'i']","['0', 'i']","['3,291', 'i']","['26,713', 'i']","['8,010', 'i']"
12703,r066,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,65,"['54,185', '']","['68,902', '']","['72,672', '']","['0', '']","['8,183', '']","['8,655', '']","['20,006', '']","['9,486', '']","['0', '']","['9,826', '']","['15,821', '']","['695', '']"
12703,r067,All institutions -> U. Maine,All institutions,U. Maine,2,66,"['46,986', '']","['68,261', '']","['72,340', '']","['18', '']","['214', '']","['9,425', '']","['2,150', '']","['3,397', '']","['1,522', '']","['1,916', '']","['52,147', '']","['1,551', '']"
12703,r068,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,67,"['52,731', '']","['58,552', '']","['71,532', '']","['0', '']","['2,758', '']","['3,477', '']","['16,996', '']","['19,058', '']","['6,277', '']","['7,066', '']","['959', '']","['14,941', '']"
12703,r069,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,68,"['57,620', '']","['59,060', '']","['68,340', '']","['15,473', '']","['115', '']","['0', '']","['9,617', '']","['9,468', '']","['2,939', '']","['15,156', '']","['3,254', '']","['12,318', '']"
12703,r070,All institutions -> U. Houston,All institutions,U. Houston,2,69,"['56,555', '']","['64,026', '']","['67,684', '']","['1,387', '']","['13,035', '']","['14,593', '']","['9,358', '']","['12,308', '']","['621', '']","['7,815', '']","['1,669', '']","['6,898', '']"
12703,r071,All institutions -> Florida State U.,All institutions,Florida State U.,2,70,"['52,153', '']","['58,212', '']","['67,635', '']","['3,205', '']","['1,015', '']","['3,805', '']","['7,567', '']","['18,969', '']","['6,107', '']","['23,584', '']","['2,047', '']","['1,336', '']"
12703,r072,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,71,"['51,785', '']","['54,188', '']","['67,024', '']","['0', '']","['8,077', '']","['1,985', '']","['6,256', '']","['5,800', '']","['86', '']","['9,559', '']","['0', '']","['35,261', '']"
12703,r073,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,72,"['67,810', '']","['63,146', '']","['66,158', '']","['0', '']","['10,734', '']","['11,281', '']","['2,688', '']","['14,000', '']","['394', '']","['17,833', '']","['6,286', '']","['2,942', '']"
12703,r074,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,73,"['58,154', '']","['61,467', '']","['64,548', '']","['6,018', '']","['5,150', '']","['0', '']","['15,294', '']","['6,992', '']","['13,192', '']","['6,018', '']","['0', '']","['11,884', '']"
12703,r075,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,74,"['39,104', '']","['53,974', '']","['63,779', '']","['0', '']","['0', '']","['10,943', '']","['16,332', '']","['7,152', '']","['3,682', '']","['6,670', '']","['5,127', '']","['13,873', '']"
12703,r076,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,75,"['52,361', '']","['61,287', '']","['62,529', '']","['0', '']","['2,820', '']","['2,943', '']","['13,599', '']","['3,093', '']","['1,805', '']","['6,512', '']","['3,136', '']","['28,621', '']"
12703,r077,All institutions -> U. South Florida,All institutions,U. South Florida,2,76,"['50,547', '']","['50,859', '']","['62,025', '']","['663', '']","['8,426', '']","['2,820', '']","['22,563', '']","['15,247', '']","['2,027', '']","['5,021', '']","['0', '']","['5,258', '']"
12703,r078,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,77,"['51,289', '']","['57,490', '']","['61,910', '']","['0', '']","['4,636', '']","['6,408', '']","['3,586', '']","['6,505', '']","['986', '']","['6,697', '']","['3,294', '']","['29,798', '']"
12703,r079,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,78,"['54,062', '']","['60,371', '']","['61,175', '']","['1,994', '']","['2,332', '']","['3,795', '']","['8,848', '']","['849', '']","['2,701', '']","['5,568', '']","['15,259', '']","['19,829', '']"
12703,r080,All institutions -> George Mason U.,All institutions,George Mason U.,2,79,"['49,826', '']","['57,196', '']","['61,036', '']","['0', '']","['7,510', '']","['0', '']","['5,318', '']","['23,457', '']","['21,568', '']","['2,135', '']","['769', '']","['279', '']"
12703,r081,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,80,"['39,079', '']","['41,783', '']","['59,900', '']","['0', '']","['22,609', '']","['6,554', '']","['1,379', '']","['4,190', '']","['0', '']","['8,055', '']","['10,069', '']","['7,044', '']"
12703,r082,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,81,"['39,785', '']","['44,727', '']","['58,746', '']","['9,461', '']","['5,412', '']","['6,805', '']","['8,683', '']","['19,470', '']","['2,116', '']","['0', '']","['0', '']","['6,799', '']"
12703,r083,All institutions -> U. Iowa,All institutions,U. Iowa,2,82,"['47,722', '']","['49,233', '']","['57,579', '']","['0', '']","['2,706', '']","['1,359', '']","['26,022', '']","['2,085', '']","['617', '']","['1,607', '']","['0', '']","['23,183', '']"
12703,r084,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,83,"['49,576', '']","['55,542', '']","['57,256', '']","['0', '']","['1,148', '']","['0', '']","['0', '']","['7,606', '']","['0', '']","['0', '']","['0', '']","['48,502', '']"
12703,r085,All institutions -> Florida International U.,All institutions,Florida International U.,2,84,"['41,740', '']","['48,549', '']","['56,199', '']","['0', '']","['5,887', '']","['0', '']","['17,998', '']","['15,955', '']","['869', '']","['10,213', '']","['525', '']","['4,752', '']"
12703,r086,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,85,"['50,646', '']","['51,310', '']","['55,368', '']","['0', '']","['13,817', '']","['0', '']","['0', '']","['14,774', '']","['1,049', '']","['10,802', '']","['7,853', '']","['7,073', '']"
12703,r087,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,86,"['55,510', '']","['53,958', '']","['55,164', '']","['32,825', '']","['294', '']","['1,969', '']","['3,124', '']","['6,790', '']","['4,833', '']","['3,772', '']","['670', '']","['887', '']"
12703,r088,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,87,"['42,434', '']","['46,955', '']","['54,548', '']","['8,080', '']","['5,463', '']","['5,381', '']","['9,401', '']","['9,003', '']","['0', '']","['12,304', '']","['0', '']","['4,916', '']"
12703,r089,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,88,"['46,733', '']","['48,400', '']","['54,177', '']","['0', '']","['3,692', '']","['5,117', '']","['5,331', '']","['7,297', '']","['0', '']","['23,542', '']","['3,576', '']","['5,622', '']"
12703,r090,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,89,"['41,962', '']","['46,952', '']","['53,564', '']","['0', '']","['0', '']","['14,469', '']","['9,353', '']","['11,402', '']","['3,189', '']","['8,879', '']","['0', '']","['6,272', '']"
12703,r091,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,90,"['41,575', '']","['47,833', '']","['52,539', '']","['0', '']","['650', '']","['3,983', '']","['17,022', '']","['11,300', '']","['1,292', '']","['14,127', '']","['0', '']","['4,165', '']"
12703,r092,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,91,"['36,339', '']","['44,358', '']","['51,877', '']","['0', '']","['4,712', '']","['15,907', '']","['3,016', '']","['7,516', '']","['0', '']","['11,665', '']","['0', '']","['9,061', '']"
12703,r093,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,92,"['43,470', '']","['43,119', '']","['51,351', '']","['1,851', '']","['112', '']","['1,656', '']","['8,073', '']","['7,964', '']","['2,507', '']","['5,443', '']","['22,501', '']","['1,244', '']"
12703,r094,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,93,"['41,317', '']","['45,191', '']","['51,318', '']","['8,544', '']","['649', '']","['4,246', '']","['12,731', '']","['12,775', '']","['911', '']","['1,819', '']","['319', '']","['9,324', '']"
12703,r095,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,94,"['43,941', '']","['49,885', '']","['51,029', '']","['4,665', '']","['0', '']","['6,647', '']","['15,198', '']","['10,299', '']","['0', '']","['7,056', '']","['6,473', '']","['691', '']"
12703,r096,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,95,"['33,983', '']","['43,702', '']","['50,295', '']","['0', '']","['2,408', '']","['1,335', '']","['6,971', '']","['6,055', '']","['20,987', '']","['4,764', '']","['0', '']","['7,775', '']"
12703,r097,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,96,"['39,855', '']","['43,972', '']","['50,052', '']","['2,721', '']","['0', '']","['8,506', '']","['6,496', '']","['8,838', '']","['3,914', '']","['6,791', '']","['8,109', '']","['4,677', '']"
