table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_level_5,occupation_hierarchy_depth,field_bls_national_employment_matrix_2016_estimate,field_blsprojected_2026_employment,field_occupational_openings_2016_26_annual_average,field_10_yeargrowth_in_totalemployment_
1618,r043,"Total, all occupations -> All S&E -> Life scientists -> Biological scientists","Total, all occupations",All S&E,Life scientists,Biological scientists,,4,112.8,122.9,11.0,8.9
1618,r044,"Total, all occupations -> All S&E -> Life scientists -> Biological scientists -> Biochemists and biophysicists","Total, all occupations",All S&E,Life scientists,Biological scientists,Biochemists and biophysicists,5,31.5,35.1,3.2,11.5
1618,r045,"Total, all occupations -> All S&E -> Life scientists -> Biological scientists -> Microbiologists","Total, all occupations",All S&E,Life scientists,Biological scientists,Microbiologists,5,23.2,25.1,2.2,8.2
1618,r046,"Total, all occupations -> All S&E -> Life scientists -> Biological scientists -> Zoologists and wildlife biologists","Total, all occupations",All S&E,Life scientists,Biological scientists,Zoologists and wildlife biologists,5,19.4,20.9,1.9,7.6
1618,r047,"Total, all occupations -> All S&E -> Life scientists -> Biological scientists -> Biological scientists, all other","Total, all occupations",All S&E,Life scientists,Biological scientists,"Biological scientists, all other",5,38.7,41.8,3.7,8.0
1618,r048,"Total, all occupations -> All S&E -> Life scientists -> Conservation scientists and foresters","Total, all occupations",All S&E,Life scientists,Conservation scientists and foresters,,4,34.6,36.6,3.1,5.8
1618,r049,"Total, all occupations -> All S&E -> Life scientists -> Conservation scientists and foresters -> Conservation scientists","Total, all occupations",All S&E,Life scientists,Conservation scientists and foresters,Conservation scientists,5,22.3,23.7,2.0,6.3
1618,r050,"Total, all occupations -> All S&E -> Life scientists -> Conservation scientists and foresters -> Foresters","Total, all occupations",All S&E,Life scientists,Conservation scientists and foresters,Foresters,5,12.3,12.9,1.1,5.0
1618,r051,"Total, all occupations -> All S&E -> Life scientists -> Medical scientists","Total, all occupations",All S&E,Life scientists,Medical scientists,,4,126.1,142.7,12.7,13.2
1618,r052,"Total, all occupations -> All S&E -> Life scientists -> Medical scientists -> Epidemiologists","Total, all occupations",All S&E,Life scientists,Medical scientists,Epidemiologists,5,6.1,6.6,0.6,8.8
1618,r053,"Total, all occupations -> All S&E -> Life scientists -> Medical scientists -> Medical scientists, except epidemiologists","Total, all occupations",All S&E,Life scientists,Medical scientists,"Medical scientists, except epidemiologists",5,120.0,136.1,12.1,13.4
1618,r054,"Total, all occupations -> All S&E -> Life scientists -> Life scientists, all other","Total, all occupations",All S&E,Life scientists,"Life scientists, all other",,4,8.9,9.7,0.8,9.2
1618,r055,"Total, all occupations -> All S&E -> Physical scientists","Total, all occupations",All S&E,Physical scientists,,,3,278.2,305.3,28.0,9.7
1618,r056,"Total, all occupations -> All S&E -> Physical scientists -> Astronomers and physicists","Total, all occupations",All S&E,Physical scientists,Astronomers and physicists,,4,19.9,22.7,1.9,14.0
1618,r057,"Total, all occupations -> All S&E -> Physical scientists -> Astronomers and physicists -> Astronomers","Total, all occupations",All S&E,Physical scientists,Astronomers and physicists,Astronomers,5,2.0,2.2,0.2,10.0
1618,r058,"Total, all occupations -> All S&E -> Physical scientists -> Astronomers and physicists -> Physicists","Total, all occupations",All S&E,Physical scientists,Astronomers and physicists,Physicists,5,17.9,20.5,1.7,14.5
1618,r059,"Total, all occupations -> All S&E -> Physical scientists -> Atmospheric and space scientists","Total, all occupations",All S&E,Physical scientists,Atmospheric and space scientists,,4,10.4,11.7,0.9,12.0
1618,r060,"Total, all occupations -> All S&E -> Physical scientists -> Chemists and materials scientists","Total, all occupations",All S&E,Physical scientists,Chemists and materials scientists,,4,96.2,102.5,9.4,6.5
1618,r061,"Total, all occupations -> All S&E -> Physical scientists -> Chemists and materials scientists -> Chemists","Total, all occupations",All S&E,Physical scientists,Chemists and materials scientists,Chemists,5,88.3,94.0,8.6,6.5
1618,r062,"Total, all occupations -> All S&E -> Physical scientists -> Chemists and materials scientists -> Materials scientists","Total, all occupations",All S&E,Physical scientists,Chemists and materials scientists,Materials scientists,5,7.9,8.5,0.8,7.1
1618,r063,"Total, all occupations -> All S&E -> Physical scientists -> Environmental scientists and geoscientists","Total, all occupations",All S&E,Physical scientists,Environmental scientists and geoscientists,,4,128.2,143.3,13.8,11.8
1618,r064,"Total, all occupations -> All S&E -> Physical scientists -> Environmental scientists and geoscientists -> Environmental scientists and specialists, including health","Total, all occupations",All S&E,Physical scientists,Environmental scientists and geoscientists,"Environmental scientists and specialists, including health",5,89.5,99.4,9.5,11.1
1618,r065,"Total, all occupations -> All S&E -> Physical scientists -> Environmental scientists and geoscientists -> Geoscientists, except hydrologists and geographers","Total, all occupations",All S&E,Physical scientists,Environmental scientists and geoscientists,"Geoscientists, except hydrologists and geographers",5,32.0,36.5,3.5,14.0
1618,r066,"Total, all occupations -> All S&E -> Physical scientists -> Environmental scientists and geoscientists -> Hydrologists","Total, all occupations",All S&E,Physical scientists,Environmental scientists and geoscientists,Hydrologists,5,6.7,7.4,0.7,9.9
1618,r067,"Total, all occupations -> All S&E -> Physical scientists -> Physical scientists, all other","Total, all occupations",All S&E,Physical scientists,"Physical scientists, all other",,4,23.5,25.1,2.0,7.2
1618,r068,"Total, all occupations -> All S&E -> Social and related scientists","Total, all occupations",All S&E,Social and related scientists,,,3,334.5,368.7,30.3,10.2
1618,r069,"Total, all occupations -> All S&E -> Social and related scientists -> Economists","Total, all occupations",All S&E,Social and related scientists,Economists,,4,21.3,22.6,1.6,6.3
1618,r070,"Total, all occupations -> All S&E -> Social and related scientists -> Survey researchers","Total, all occupations",All S&E,Social and related scientists,Survey researchers,,4,14.6,14.9,1.4,2.5
1618,r071,"Total, all occupations -> All S&E -> Social and related scientists -> Psychologists","Total, all occupations",All S&E,Social and related scientists,Psychologists,,4,166.6,189.6,13.6,13.8
1618,r072,"Total, all occupations -> All S&E -> Social and related scientists -> Psychologists -> Clinical, counseling, and school psychologists","Total, all occupations",All S&E,Social and related scientists,Psychologists,"Clinical, counseling, and school psychologists",5,147.5,168.5,12.1,14.3
1618,r073,"Total, all occupations -> All S&E -> Social and related scientists -> Psychologists -> Industrial-organizational psychologists","Total, all occupations",All S&E,Social and related scientists,Psychologists,Industrial-organizational psychologists,5,1.7,1.8,0.1,8.4
1618,r074,"Total, all occupations -> All S&E -> Social and related scientists -> Psychologists -> Psychologists, all other","Total, all occupations",All S&E,Social and related scientists,Psychologists,"Psychologists, all other",5,17.4,19.2,1.3,10.5
1618,r075,"Total, all occupations -> All S&E -> Social and related scientists -> Sociologists","Total, all occupations",All S&E,Social and related scientists,Sociologists,,4,3.5,3.5,0.3,1.3
1618,r076,"Total, all occupations -> All S&E -> Social and related scientists -> Urban and regional planners","Total, all occupations",All S&E,Social and related scientists,Urban and regional planners,,4,36.0,40.6,3.5,12.8
1618,r077,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians",,4,92.5,97.5,9.9,5.4
1618,r078,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians -> Anthropologists and archaeologists","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians",Anthropologists and archaeologists,5,7.6,7.9,0.7,4.5
1618,r079,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians -> Geographers","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians",Geographers,5,1.5,1.7,0.2,6.7
1618,r080,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians -> Political scientists","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians",Political scientists,5,7.3,7.5,0.7,2.8
1618,r081,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians -> Social science research assistants ","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians",Social science research assistants ,5,34.0,35.5,4.1,4.3
1618,r082,"Total, all occupations -> All S&E -> Social and related scientists -> Miscellaneous social scientists and related workers, research assistants, excluding historians -> Social scientists and related workers, all other","Total, all occupations",All S&E,Social and related scientists,"Miscellaneous social scientists and related workers, research assistants, excluding historians","Social scientists and related workers, all other",5,42.1,44.9,4.2,6.5
1618,r083,"Total, all occupations -> Selected other occupations","Total, all occupations",Selected other occupations,,,,2,2081.8,14175.0,13722.5,580.9
1618,r084,"Total, all occupations -> Selected other occupations -> S&E managers","Total, all occupations",Selected other occupations,S&E managers,,,3,956.6,1088.4,88.0,13.8
1618,r085,"Total, all occupations -> Selected other occupations -> S&E managers -> Computer and information systems managers","Total, all occupations",Selected other occupations,S&E managers,Computer and information systems managers,,4,367.6,411.8,32.5,12.0
1618,r086,"Total, all occupations -> Selected other occupations -> S&E managers -> Architectural and engineering managers","Total, all occupations",Selected other occupations,S&E managers,Architectural and engineering managers,,4,180.1,190.0,13.6,5.5
1618,r087,"Total, all occupations -> Selected other occupations -> S&E managers -> Medical and health services managers","Total, all occupations",Selected other occupations,S&E managers,Medical and health services managers,,4,352.2,424.3,36.7,20.5
1618,r088,"Total, all occupations -> Selected other occupations -> S&E managers -> Natural sciences managers","Total, all occupations",Selected other occupations,S&E managers,Natural sciences managers,,4,56.7,62.3,5.2,9.9
1618,r089,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",,,3,1125.2,1203.7,113.5,7.0
1618,r090,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Agricultural and food science technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Agricultural and food science technicians,,4,27.5,29.2,3.0,6.3
1618,r091,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Biological technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Biological technicians,,4,82.1,90.4,8.9,10.2
1618,r092,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Chemical technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Chemical technicians,,4,67.3,70.0,6.6,4.0
1618,r093,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Geological and petroleum technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Geological and petroleum technicians,,4,15.0,17.4,1.9,16.4
1618,r094,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Nuclear technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Nuclear technicians,,4,6.9,6.9,0.8,0.8
1618,r095,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Miscellaneous life, physical, and social science technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers","Miscellaneous life, physical, and social science technicians",,4,159.3,174.8,20.7,9.7
1618,r096,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Drafters","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Drafters,,4,207.7,222.3,19.4,7.0
1618,r097,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Surveying and mapping technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Surveying and mapping technicians,,4,60.2,66.6,7.2,10.6
1618,r098,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Aerospace engineering and operations technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Aerospace engineering and operations technicians,,4,12.1,12.9,1.1,6.6
1618,r099,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Civil engineering technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Civil engineering technicians,,4,74.5,81.1,7.2,8.8
1618,r100,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Electrical and electronics engineering technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Electrical and electronics engineering technicians,,4,137.0,139.8,12.0,2.0
1618,r101,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Electro-mechanical technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Electro-mechanical technicians,,4,13.8,14.3,1.2,3.5
1618,r102,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Environmental engineering technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Environmental engineering technicians,,4,17.0,19.1,1.7,12.9
1618,r103,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Industrial engineering technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Industrial engineering technicians,,4,63.9,64.3,5.5,0.6
1618,r104,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Mechanical engineering technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Mechanical engineering technicians,,4,46.1,48.4,4.2,5.0
1618,r105,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Engineering technicians, except drafters, all other","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers","Engineering technicians, except drafters, all other",,4,76.8,80.8,7.1,5.2
1618,r106,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Mathematical technicians","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers",Mathematical technicians,,4,0.6,0.6,0.0,7.8
1618,r107,"Total, all occupations -> Selected other occupations -> S&E technicians and technologists, except computer programmers -> Surveyors, cartographers, and photogrammetrists","Total, all occupations",Selected other occupations,"S&E technicians and technologists, except computer programmers","Surveyors, cartographers, and photogrammetrists",,4,57.4,64.8,5.0,13.0
1618,r108,"Total, all occupations -> Selected other occupations -> Computer programmers","Total, all occupations",Selected other occupations,Computer programmers,,,3,294.9,273.6,15.5,-7.2
1618,r109,"Total, all occupations -> Health care practitioners and technicians","Total, all occupations",Health care practitioners and technicians,,,,2,8751.5,10088.1,625.1,15.3
1618,r110,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,,,3,5485.4,6380.0,355.8,16.3
1618,r111,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Audiologists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Audiologists,,4,14.8,17.8,1.0,20.7
1618,r112,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Chiropractors","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Chiropractors,,4,47.4,53.3,1.8,12.5
1618,r113,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Dentists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Dentists,,4,153.5,182.8,7.3,19.1
1618,r114,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Dietitians and nutritionists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Dietitians and nutritionists,,4,68.0,77.9,5.4,14.6
1618,r115,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Nurse anesthetists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Nurse anesthetists,,4,41.8,48.6,2.8,16.2
1618,r116,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Nurse midwives","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Nurse midwives,,4,6.5,7.8,0.5,20.7
1618,r117,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Nurse practitioners","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Nurse practitioners,,4,155.5,211.6,14.4,36.1
1618,r118,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Optometrists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Optometrists,,4,40.2,47.4,2.0,17.9
1618,r119,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Pharmacists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Pharmacists,,4,312.5,329.9,15.3,5.6
1618,r120,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Physician assistants","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Physician assistants,,4,106.2,145.9,10.6,37.3
1618,r121,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Physicians and surgeons","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Physicians and surgeons,,4,713.8,805.2,28.6,12.8
1618,r122,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Podiatrists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Podiatrists,,4,11.0,12.2,0.7,10.3
1618,r123,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Registered nurses","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Registered nurses,,4,2955.2,3393.2,203.7,14.8
