table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_artificial_intelligence_r_d_total_companiesa_number_,field_artificial_intelligence_r_d_total_amount,field_artificial_intelligence_r_d_paid_for_by_the_company_companiesa_number_,field_artificial_intelligence_r_d_paid_for_by_the_company_amount,field_artificial_intelligence_r_d_paid_for_by_others_companiesa_number_,field_artificial_intelligence_r_d_paid_for_by_others_amount
8813,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['370', '&nbsp;']","['2,665', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['400', '&nbsp;']","['1,643 - 1,649', '&nbsp;']","['10', '&nbsp;']","['11', '&nbsp;']","['10', '&nbsp;']","['10', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']"
8813,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,040', '&nbsp;']","['2,634', '&nbsp;']","['20', '&nbsp;']","['12', 'i']","['20', '&nbsp;']","['12', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['240', '&nbsp;']","['1,717', 'i']","['20', 'i']","['28', 'i']","['20', 'i']","['28', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['270', '&nbsp;']","['815', '&nbsp;']","['10', 'i']","['*', 'i']","['10', 'i']","['*', '&nbsp;']","['10', 'i']","['*', 'i']"
8813,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,270', '&nbsp;']","['3,396', '&nbsp;']","['30', '&nbsp;']","['23', 'i']","['30', '&nbsp;']","['23', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['2,120', '&nbsp;']","['16,223', '&nbsp;']","['210', 'i']","['374', 'i']","['200', 'i']","['371', 'i']","['10', '&nbsp;']","['3', 'i']"
8813,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['160', '&nbsp;']","['1,769 - 1,811', '&nbsp;']","['20', 'i']","['58', 'i']","['20', 'i']","['58', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['60', '&nbsp;']","['4,807', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']"
8813,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['90', '&nbsp;']","['1,645', '&nbsp;']","['10', 'i']","['3', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['10', 'i']","['3', 'i']"
8813,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,830', '&nbsp;']","['7,959 - 8,001', '&nbsp;']","['180', 'i']","['312', '&nbsp;']","['180', 'i']","['312', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']"
8813,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,220', '&nbsp;']","['99,535', '&nbsp;']","['340', 'i']","['3,497', 'i']","['320', 'i']","['3,384', '&nbsp;']","['40', 'i']","['113', 'i']"
8813,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['400', '&nbsp;']","['12,103', '&nbsp;']","['50', 'i']","['80', '&nbsp;']","['50', 'i']","['80', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']"
8813,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['570', '&nbsp;']","['43,181', '&nbsp;']","['100', 'i']","['1,433', 'i']","['90', 'i']","['1,403', 'i']","['10', '&nbsp;']","['31', 'i']"
8813,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,060', '&nbsp;']","['18,505', '&nbsp;']","['160', 'i']","['606', 'i']","['150', 'i']","['527', '&nbsp;']","['30', 'i']","['79', 'i']"
8813,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['190', '&nbsp;']","['2,858', '&nbsp;']","['40', 'i']","['256', 'i']","['30', 'i']","['254', 'i']","['10', 'i']","['2', '&nbsp;']"
8813,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['130', '&nbsp;']","['10,586', '&nbsp;']","['20', 'i']","['190', 'i']","['20', 'i']","['115', '&nbsp;']","['10', '&nbsp;']","['75', 'i']"
8813,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['740', '&nbsp;']","['5,061', '&nbsp;']","['110', 'i']","['160', '&nbsp;']","['110', 'i']","['158', '&nbsp;']","['20', 'i']","['2', '&nbsp;']"
8813,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['210', '&nbsp;']","['25,747', '&nbsp;']","['30', 'i']","['1,377', '&nbsp;']","['30', 'i']","['1,374', '&nbsp;']","['10', '&nbsp;']","['3', '&nbsp;']"
8813,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['680', '&nbsp;']","['4,998', '&nbsp;']","['200', 'i']","['406', 'i']","['190', 'i']","['364', 'i']","['10', 'i']","['42', 'i']"
8813,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['980', '&nbsp;']","['48,796', '&nbsp;']","['60', '&nbsp;']","['1,212', '&nbsp;']","['50', '&nbsp;']","['1,090', '&nbsp;']","['20', '&nbsp;']","['122', '&nbsp;']"
8813,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['490', '&nbsp;']","['23,121', '&nbsp;']","['30', '&nbsp;']","['753', '&nbsp;']","['20', '&nbsp;']","['725', '&nbsp;']","['10', '&nbsp;']","['28', '&nbsp;']"
8813,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['340', '&nbsp;']","['22,914', 'i']","['30', 'i']","['446', 'i']","['30', 'i']","['353', 'i']","['10', '&nbsp;']","['93', '&nbsp;']"
8813,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['310', '&nbsp;']","['21,291', 'i']","['30', 'i']","['446', 'i']","['20', 'i']","['353', 'i']","['10', '&nbsp;']","['93', '&nbsp;']"
8813,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['40', '&nbsp;']","['1,623', '&nbsp;']","['10', 'i']","['*', 'i']","['10', '&nbsp;']","['*', '&nbsp;']","['10', 'i']","['*', 'i']"
8813,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['10', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['140', '&nbsp;']","['2,750', '&nbsp;']","['10', '&nbsp;']","['13', '&nbsp;']","['10', '&nbsp;']","['12', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']"
8813,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['240', '&nbsp;']","['496', '&nbsp;']","['10', '&nbsp;']","['2', 'i']","['10', '&nbsp;']","['2', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,430', '&nbsp;']","['18,791 - 18,809', '&nbsp;']","['190', 'i']","['610', '&nbsp;']","['180', 'i']","['607', '&nbsp;']","['20', 'i']","['4', '&nbsp;']"
8813,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['840', '&nbsp;']","['16,116', '&nbsp;']","['160', 'i']","['594', '&nbsp;']","['160', 'i']","['590', '&nbsp;']","['20', 'i']","['4', '&nbsp;']"
8813,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['600', '&nbsp;']","['2,674 - 2,692', '&nbsp;']","['30', '&nbsp;']","['16', '&nbsp;']","['30', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['14,460', '&nbsp;']","['229,174', '&nbsp;']","['2,490', 'i']","['14,008', 'i']","['2,210', 'i']","['12,268', 'i']","['410', 'i']","['1,739', 'i']"
8813,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['300', '&nbsp;']","['1,165', '&nbsp;']","['10', 'i']","['4', 'i']","['10', 'i']","['4', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['50', '&nbsp;']","['264', '&nbsp;']","['10', '&nbsp;']","['3', '&nbsp;']","['10', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,160', '&nbsp;']","['1,058', '&nbsp;']","['20', 'i']","['4', 'i']","['10', 'i']","['0 - 5', 'i']","['10', 'i']","['0 - 5', 'i']"
8813,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['90', '&nbsp;']","['3,840 - 19,390', 'i']","['10', '&nbsp;']","['0 - 1,264', 'i']","['10', 'i']","['0 - 1,263', 'i']","['10', '&nbsp;']","['0 - 6', '&nbsp;']"
8813,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['60', '&nbsp;']","['4,957', 'i']","['10', '&nbsp;']","['7', '&nbsp;']","['10', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,810', '&nbsp;']","['129,463', '&nbsp;']","['810', 'i']","['5,789', '&nbsp;']","['790', 'i']","['5,729', '&nbsp;']","['30', 'i']","['60', '&nbsp;']"
8813,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,680', '&nbsp;']","['35,025', '&nbsp;']","['350', 'i']","['1,641', '&nbsp;']","['340', 'i']","['1,631', '&nbsp;']","['10', 'i']","['10', '&nbsp;']"
8813,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['30', '&nbsp;']","['60', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,650', '&nbsp;']","['34,965', '&nbsp;']","['350', 'i']","['1,641', '&nbsp;']","['340', 'i']","['1,631', '&nbsp;']","['10', 'i']","['10', '&nbsp;']"
8813,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['140', '&nbsp;']","['3,425 - 3,437', '&nbsp;']","['20', '&nbsp;']","['137', '&nbsp;']","['20', '&nbsp;']","['93 - 138', '&nbsp;']","['10', '&nbsp;']","['0 - 44', '&nbsp;']"
8813,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,660', '&nbsp;']","['41,551', '&nbsp;']","['410', '&nbsp;']","['2,355', '&nbsp;']","['410', '&nbsp;']","['2,348', '&nbsp;']","['10', 'i']","['8', '&nbsp;']"
8813,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['350', '&nbsp;']","['49,449 - 49,463', '&nbsp;']","['40', 'i']","['1,655', 'i']","['40', 'i']","['1,611 - 1,656', 'i']","['10', '&nbsp;']","['0 - 44', '&nbsp;']"
8813,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['220', '&nbsp;']","['12,296', '&nbsp;']","['30', '&nbsp;']","['407', '&nbsp;']","['30', '&nbsp;']","['407', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['60', '&nbsp;']","['3,249', '&nbsp;']","['10', '&nbsp;']","['0 - 1,263', '&nbsp;']","['10', '&nbsp;']","['0 - 1,263', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['20', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['40', '&nbsp;']","['3,242', '&nbsp;']","['10', '&nbsp;']","['0 - 1,263', '&nbsp;']","['10', '&nbsp;']","['0 - 1,263', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['6,980', '&nbsp;']","['54,367', '&nbsp;']","['1,580', 'i']","['6,471', 'i']","['1,320', 'i']","['4,797', 'i']","['390', 'i']","['1,675', 'i']"
8813,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,390', '&nbsp;']","['4,214', '&nbsp;']","['170', 'i']","['150', 'i']","['90', 'i']","['60', '&nbsp;']","['100', 'i']","['91', 'i']"
8813,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,780', '&nbsp;']","['17,935', '&nbsp;']","['880', 'i']","['1,635', 'i']","['830', 'i']","['1,291', '&nbsp;']","['110', 'i']","['344', 'i']"
8813,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,710', '&nbsp;']","['25,600', '&nbsp;']","['310', 'i']","['3,736', 'i']","['190', 'i']","['2,546', 'i']","['170', 'i']","['1,190', 'i']"
8813,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['110', 'i']","['179', 'i']","['10', 'i']","['9', 'i']","['10', 'i']","['9', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['350', '&nbsp;']","['6,191', '&nbsp;']","['30', 'i']","['10 - 1,202', 'i']","['20', 'i']","['11', 'i']","['10', 'i']","['0 - 1,191', 'i']"
8813,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['1,250', '&nbsp;']","['18,539', 'i']","['280', 'i']","['2,525 - 3,717', 'i']","['170', 'i']","['2,526', 'i']","['160', 'i']","['0 - 1,191', 'i']"
8813,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['20', '&nbsp;']","['691', '&nbsp;']","['10', '&nbsp;']","['0 - 654', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['10', '&nbsp;']","['0 - 654', '&nbsp;']"
8813,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,110', '&nbsp;']","['6,618', '&nbsp;']","['230', 'i']","['950', '&nbsp;']","['220', 'i']","['900', '&nbsp;']","['20', '&nbsp;']","['50', '&nbsp;']"
8813,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['620', '&nbsp;']","['1,477', '&nbsp;']","['20', 'i']","['37', '&nbsp;']","['20', 'i']","['37', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,160', '&nbsp;']","['1,491 - 17,041', '&nbsp;']","['30', '&nbsp;']","['26', '&nbsp;']","['30', '&nbsp;']","['26', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8813,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['30,360', '&nbsp;']","['537,619', '&nbsp;']","['3,580', 'i']","['20,644', 'i']","['3,270', 'i']","['18,613', 'i']","['490', 'i']","['2,030', 'i']"
8813,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8813,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['5,110', '&nbsp;']","['5,047', '&nbsp;']","['830', 'i']","['462', 'i']","['710', 'i']","['414', 'i']","['180', 'i']","['48', 'i']"
8813,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['9,510', '&nbsp;']","['12,994', '&nbsp;']","['1,230', 'i']","['778', 'i']","['1,170', 'i']","['672', '&nbsp;']","['130', 'i']","['106', 'i']"
