table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
12342,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['28,427', '&nbsp;']","['26,838', '&nbsp;']","['26,957', '&nbsp;']","['28,411', '&nbsp;']","['29,067', '&nbsp;']","['34,365', '&nbsp;']","['36,621', '&nbsp;']","['33,348', '&nbsp;']","['33,459', '  ']","['33,868', '  ']","['32,716', '&nbsp;']","['32,973', '&nbsp;']","['34,994 - 35,027', '  ']","['38,935', '  ']","['50,367', '  ']"
12342,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['NA', '&nbsp;']","['NA', '&nbsp;']","['770', '&nbsp;']","['372', '&nbsp;']","['219', 'i']","['342', 'i']","['88', 'i']","['98', 'i']","['79', 'i ']","['66', '  ']","['131', '&nbsp;']","['61', '&nbsp;']","['30 - 63', '  ']","['100', '  ']","['72', '  ']"
12342,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['NA', '&nbsp;']","['NA', '&nbsp;']","['26,187', '&nbsp;']","['28,039', '&nbsp;']","['28,848', '&nbsp;']","['34,023', '&nbsp;']","['36,533', '&nbsp;']","['33,250', '&nbsp;']","['33,379', '  ']","['33,802', '  ']","['32,585', '&nbsp;']","['32,912', '&nbsp;']","['34,964', '  ']","['38,835', '  ']","['50,295', '  ']"
12342,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['1,684', '&nbsp;']","['1,523', '&nbsp;']","['1,912', '&nbsp;']","['2,169', '&nbsp;']","['2,729', 'i']","['3,049', '&nbsp;']","['3,768', '&nbsp;']","['3,607', '&nbsp;']","['3,568 - 3,611', 'i ']","['3,733', '  ']","['3,696', '&nbsp;']","['0 - 46,548', '&nbsp;']","['3,411 - 3,444', '  ']","['3,835', '  ']","['3,690', '  ']"
12342,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['6,567', '&nbsp;']","['2,741', '&nbsp;']","['2,753', '&nbsp;']","['5,111', '&nbsp;']","['4,914', '&nbsp;']","['7,156', '&nbsp;']","['9,062', '&nbsp;']","['9,355', '&nbsp;']","['9,344 - 14,099', '  ']","['16,623', '  ']","['23,472', '&nbsp;']","['31,146', '&nbsp;']","['41,468', '  ']","['45,623', '  ']","['49,407', '  ']"
12342,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['1,016', '&nbsp;']","['4,850', '&nbsp;']","['5,466', '&nbsp;']","['7,006', '&nbsp;']","['10,190', '&nbsp;']","['12,039', '&nbsp;']","['14,826', '&nbsp;']","['19,147', '&nbsp;']","['19,820 - 24,532', '  ']","['25,896', '  ']","['34,623', '&nbsp;']","['0 - 46,548', '&nbsp;']","['49,473', '  ']","['59,676', '  ']","['78,876', '  ']"
12342,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['NA', '&nbsp;']","['NA', '&nbsp;']","['2,101', '&nbsp;']","['3,447', '&nbsp;']","['3,530', '&nbsp;']","['4,412', '&nbsp;']","['4,122', '&nbsp;']","['5,409', '&nbsp;']","['7,331', '  ']","['7,611', '  ']","['7,425', '&nbsp;']","['8,906', '&nbsp;']","['12,280', '  ']","['20,415', '  ']","['17,222', '  ']"
12342,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['NA', '&nbsp;']","['NA', '&nbsp;']","['330', '&nbsp;']","['343', '&nbsp;']","['363', '&nbsp;']","['191', '&nbsp;']","['262', '&nbsp;']","['300', '&nbsp;']","['475', '  ']","['772 - 852', '  ']","['1,021', '&nbsp;']","['1,368', '&nbsp;']","['3,249', '  ']","['2,096', '  ']","['2,398', 'i ']"
12342,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['324', '&nbsp;']","['342', '&nbsp;']","['58', 'i']","['55', '&nbsp;']","['68', '&nbsp;']","['27', '  ']","['0 - 79', '  ']","['6', '&nbsp;']","['45', '&nbsp;']","['7', '  ']","['D', '  ']","['5', 'i ']"
12342,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['19', '&nbsp;']","['21', 'i']","['133', '&nbsp;']","['207', '&nbsp;']","['232', '&nbsp;']","['448', '  ']","['773', '  ']","['1,015', '&nbsp;']","['1,323', '&nbsp;']","['3,242', '  ']","['D', '  ']","['2,393', 'i ']"
12342,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['37,954', '&nbsp;']","['42,380', '&nbsp;']","['31,798', '&nbsp;']","['33,307', '&nbsp;']","['34,121', '&nbsp;']","['30,926', '&nbsp;']","['31,461', 'i']","['38,601', '&nbsp;']","['33,839 - 43,338', '  ']","['36,024', '  ']","['45,575', '&nbsp;']","['52,318', '&nbsp;']","['53,937', '  ']","['65,668', '  ']","['74,773', '  ']"
12342,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,422', '&nbsp;']","['3,258', '&nbsp;']","['4,008', '&nbsp;']","['3,114', '&nbsp;']","['2,483', 'i']","['3,132', '&nbsp;']","['3,309', '&nbsp;']","['4,100', 'i']","['0 - 9,499', '  ']","['2,525', '  ']","['3,463 - 4,007', '&nbsp;']","['4,154', '&nbsp;']","['4,202', '  ']","['4,471', '  ']","['3,883', '  ']"
12342,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['12,146', '&nbsp;']","['13,351', '&nbsp;']","['10,359', '&nbsp;']","['10,938', '&nbsp;']","['11,006', 'i']","['9,241', 'i']","['11,053', 'i']","['14,334', '&nbsp;']","['15,484', '  ']","['13,702', '  ']","['16,553', '&nbsp;']","['20,988', '&nbsp;']","['17,932', '  ']","['20,295', '  ']","['22,534', '  ']"
12342,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['17,913', '&nbsp;']","['16,402', '&nbsp;']","['13,712', '&nbsp;']","['15,713', '&nbsp;']","['16,415', '&nbsp;']","['14,219', '&nbsp;']","['13,324', '&nbsp;']","['16,249', '&nbsp;']","['14,778', '  ']","['16,029', '  ']","['20,225', '&nbsp;']","['21,218', '&nbsp;']","['25,164', '  ']","['33,520', 'i ']","['39,625', 'i ']"
12342,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['175 - 180', 'i ']","['228', '  ']","['282', '  ']"
12342,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['NA', '&nbsp;']","['7,809', '&nbsp;']","['5,537', '&nbsp;']","['7,043', '&nbsp;']","['7,387', '&nbsp;']","['4,492', '&nbsp;']","['3,459', '&nbsp;']","['5,594', 'i']","['4,445', '  ']","['4,207', '  ']","['5,848', '&nbsp;']","['6,119', '&nbsp;']","['5,868 - 6,356', '  ']","['8,473', '  ']","['10,226', '  ']"
12342,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['NA', '&nbsp;']","['7,916', '&nbsp;']","['7,628', '&nbsp;']","['8,058', '&nbsp;']","['8,431', '&nbsp;']","['8,935', '&nbsp;']","['9,187', '&nbsp;']","['9,950', '&nbsp;']","['9,613', '  ']","['10,946', '  ']","['13,707', '&nbsp;']","['14,333', 'i']","['18,445', 'i ']","['24,255', 'i ']","['28,420', 'i ']"
12342,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['NA', '&nbsp;']","['676', '&nbsp;']","['547', '&nbsp;']","['612', '&nbsp;']","['598', '&nbsp;']","['792', '&nbsp;']","['678', '&nbsp;']","['705', '&nbsp;']","['719', '  ']","['876', '  ']","['671', '&nbsp;']","['766', '&nbsp;']","['184 - 676', '  ']","['564', '  ']","['698', '  ']"
12342,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,474', '&nbsp;']","['9,370', '&nbsp;']","['3,720', '&nbsp;']","['3,542', '&nbsp;']","['4,216', '&nbsp;']","['4,334', '&nbsp;']","['3,775', '&nbsp;']","['3,918', '&nbsp;']","['3,579', '  ']","['3,770', '  ']","['4,788 - 5,332', '&nbsp;']","['5,958', '&nbsp;']","['6,639', '  ']","['7,382', '  ']","['8,730', '  ']"
12342,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['NA', '&nbsp;']","['NA', '&nbsp;']","['1,049', '&nbsp;']","['542', '&nbsp;']","['672', 'i']","['528', 'i']","['501', 'i']","['758', 'i']","['848', '  ']","['921', '  ']","['1,475', '&nbsp;']","['2,266', '&nbsp;']","['1,456 - 1,475', '  ']","['D', '  ']","['2,855', '  ']"
12342,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['2,181', '&nbsp;']","['1,635', '&nbsp;']","['D', '&nbsp;']","['857', 'i']","['D', '&nbsp;']","['1,055', 'i ']","['1,503', '  ']","['2,163', '&nbsp;']","['0 - 17,176', '&nbsp;']","['0 - 6,356', '  ']","['D', '  ']","['3,394', '  ']"
12342,r074,All companies (number of domestic employees)<sup>a</sup>,All companies (number of domestic employees)<sup>a</sup>,,,,,1,–,"['290,680', '&nbsp;']","['282,505', '&nbsp;']","['279,289', '&nbsp;']","['290,240', '&nbsp;']","['302,759', '&nbsp;']","['323,107', '&nbsp;']","['340,539', '&nbsp;']","['355,671', '&nbsp;']","['378,590', '  ']","['396,979', '  ']","['443,633', '&nbsp;']","['491,434', '&nbsp;']","['538,870', '  ']","['608,429', '  ']","['691,547', '  ']"
12342,r075,All companies (number of domestic employees)<sup>a</sup> -> Micro companies,All companies (number of domestic employees)<sup>a</sup>,Micro companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12342,r076,All companies (number of domestic employees)<sup>a</sup> -> Micro companies -> 5&#8211;9,All companies (number of domestic employees)<sup>a</sup>,Micro companies,5&#8211;9,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['3,614', '&nbsp;']","['4,060', '&nbsp;']","['2,926', 'i']","['3,390', 'i']","['3,314', 'i']","['2,983', 'i']","['1,583', 'i ']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '  ']","['NA', '  ']","['NA', '  ']"
12342,r077,All companies (number of domestic employees)<sup>a</sup> -> Small companies,All companies (number of domestic employees)<sup>a</sup>,Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12342,r078,All companies (number of domestic employees)<sup>a</sup> -> Small companies -> 10&#8211;19,All companies (number of domestic employees)<sup>a</sup>,Small companies,10&#8211;19,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['5,674', 'i']","['4,930', 'i ']","['3,390', '  ']","['4,383', '&nbsp;']","['5,509', '']","['5,064', '  ']","['5,272', '  ']","['5,277', '  ']"
12342,r079,All companies (number of domestic employees)<sup>a</sup> -> Small companies -> 20&#8211;49,All companies (number of domestic employees)<sup>a</sup>,Small companies,20&#8211;49,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['10,281', 'i']","['9,635', 'i ']","['9,084', '  ']","['11,255', '&nbsp;']","['12,301', '']","['12,938', '  ']","['14,892', '  ']","['14,695', '  ']"
12342,r080,All companies (number of domestic employees)<sup>a</sup> -> Medium companies,All companies (number of domestic employees)<sup>a</sup>,Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12342,r081,All companies (number of domestic employees)<sup>a</sup> -> Medium companies -> 50&#8211;99,All companies (number of domestic employees)<sup>a</sup>,Medium companies,50&#8211;99,,,3,–,"['9,351', '&nbsp;']","['13,277', '&nbsp;']","['8,781', '&nbsp;']","['9,295', '&nbsp;']","['9,100', 'i']","['8,939', '&nbsp;']","['10,130', 'i']","['11,538', '&nbsp;']","['9,275', '  ']","['10,164', '  ']","['12,412', '&nbsp;']","['13,829', '']","['13,014', '  ']","['14,368', '  ']","['15,265', '  ']"
12342,r082,All companies (number of domestic employees)<sup>a</sup> -> Medium companies -> 100&#8211;249,All companies (number of domestic employees)<sup>a</sup>,Medium companies,100&#8211;249,,,3,–,"['14,662', '&nbsp;']","['12,791', '&nbsp;']","['11,631', '&nbsp;']","['12,303', '&nbsp;']","['12,454', '&nbsp;']","['13,704', '&nbsp;']","['13,606', '&nbsp;']","['13,586', '&nbsp;']","['14,860', '  ']","['17,205', '  ']","['18,611', '&nbsp;']","['19,667', '']","['25,331', '  ']","['23,580', '  ']","['27,847', '  ']"
12342,r083,All companies (number of domestic employees)<sup>a</sup> -> Large companies,All companies (number of domestic employees)<sup>a</sup>,Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12342,r084,All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 250&#8211;499,All companies (number of domestic employees)<sup>a</sup>,Large companies,250&#8211;499,,,3,–,"['10,219', '&nbsp;']","['11,330', '&nbsp;']","['10,194', '&nbsp;']","['13,013', '&nbsp;']","['11,387', '&nbsp;']","['12,021', '&nbsp;']","['12,228', '&nbsp;']","['13,686', '&nbsp;']","['12,978', '  ']","['14,312', '  ']","['19,775', '&nbsp;']","['18,799', '']","['20,977', '  ']","['24,611', '  ']","['29,549', '  ']"
12342,r085,All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 500&#8211;999,All companies (number of domestic employees)<sup>a</sup>,Large companies,500&#8211;999,,,3,–,"['11,886', '&nbsp;']","['10,131', '&nbsp;']","['10,053', '&nbsp;']","['9,993', '&nbsp;']","['11,499', '&nbsp;']","['12,013', '&nbsp;']","['13,129', '&nbsp;']","['15,005', '&nbsp;']","['14,441', '  ']","['17,736', '  ']","['17,753', '&nbsp;']","['24,062', '']","['21,273', '  ']","['29,914', '  ']","['31,802', '  ']"
12342,r086,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"1,000&#8211;4,999",,,3,–,"['46,336', '&nbsp;']","['44,197', '&nbsp;']","['49,108', '&nbsp;']","['51,110', '&nbsp;']","['50,311', '&nbsp;']","['55,974', '&nbsp;']","['57,336', '&nbsp;']","['57,998', '&nbsp;']","['63,431', '  ']","['64,838', '  ']","['68,764', '&nbsp;']","['75,990', '']","['88,584', '  ']","['95,324', '  ']","['104,505', '  ']"
12342,r087,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"5,000&#8211;9,999",,,3,–,"['24,764', '&nbsp;']","['21,769', '&nbsp;']","['27,546', '&nbsp;']","['24,452', '&nbsp;']","['30,708', '&nbsp;']","['31,657', '&nbsp;']","['38,327', '&nbsp;']","['38,858', '&nbsp;']","['40,530', '  ']","['40,340', '  ']","['45,509', '&nbsp;']","['50,852', '']","['49,376', '  ']","['62,303', '  ']","['58,709', '  ']"
12342,r088,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"10,000&#8211;24,999",,,3,–,"['48,737', '&nbsp;']","['51,239', '&nbsp;']","['41,853', '&nbsp;']","['49,107', '&nbsp;']","['50,226', '&nbsp;']","['51,103', '&nbsp;']","['54,452', '&nbsp;']","['59,330', '&nbsp;']","['66,032', '  ']","['73,540', '  ']","['86,463', '&nbsp;']","['88,144', '']","['88,512', '  ']","['104,406', '  ']","['121,142', '  ']"
12342,r089,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 25,000 or more",All companies (number of domestic employees)<sup>a</sup>,Large companies,"25,000 or more",,,3,–,"['100,820', '&nbsp;']","['97,056', '&nbsp;']","['99,291', '&nbsp;']","['102,222', '&nbsp;']","['110,042', '&nbsp;']","['119,493', '&nbsp;']","['122,533', '&nbsp;']","['126,732', '&nbsp;']","['140,895', '  ']","['146,369', '  ']","['158,707', '&nbsp;']","['182,282', '']","['213,801', '  ']","['233,760', '  ']","['282,756', '  ']"
