table_id,row_id,_b_department_b_full_path,_b_department_b_level_1,_b_department_b_level_2,_b_department_b_level_3,_b_department_b_hierarchy_depth,field_explanatory_information
10794,r033,,,,,1,"Beginning with FY 2016, the totals reported for development outlays represent a refinement to this category by more narrowly defining it to be “experimental development.” Most notably, totals for development do not include the DOD Budget Activity 7 (Operational System Development) outlays. Those funds, previously included in DOD’s development outlay totals, support the development efforts to upgrade systems that have been fielded or have received approval for full rate production and anticipate production funding in the current or subsequent fiscal year. Therefore, the data are not directly comparable with totals reported in previous years."
10794,r034,,,,,1,"As of volume 66 (FYs 2016–17), the definition of major systems development was changed to represent DOD Budget Activities 4 through 6 instead of Budget Activities 4 through 7."
10794,r035,,,,,1,Funding for DOD's Operational System Development (Budget Activity 7) was first reported as a separate category for volume 66 (FYs 2016–17).
10794,r036,Defense Agencies,Defense Agencies,,,1,
10794,r037,Defense Agencies -> Chemical and Biological Defense,Defense Agencies,Chemical and Biological Defense,,2,"Before FY 2000, R&D of Chemical and Biological Defense was reported with the Washington Headquarters Services."
10794,r038,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r039,Defense Agencies -> Defense Advanced Research Projects Agency,Defense Agencies,Defense Advanced Research Projects Agency,,2,"This agency's name changed to the Advanced Research Projects Agency on 13 July 1993, and it was changed back to Defense Advanced Research Projects Agency in February 1996."
10794,r040,Defense Agencies -> Defense Business Transformation Agency,Defense Agencies,Defense Business Transformation Agency,,2,The Defense Business Transformation Agency was established on 7 October 2005.
10794,r041,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r042,Defense Agencies -> Defense Contract Management Agency,Defense Agencies,Defense Contract Management Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r043,Defense Agencies -> Defense Health Agency,Defense Agencies,Defense Health Agency,,2,"Beginning with volume 70 (FYs 2020–21), Defense Health Agency began reporting as a separate agency under the Department of Defense."
10794,r044,Defense Agencies -> Defense Information Systems Agency,Defense Agencies,Defense Information Systems Agency,,2,"Data reported for the Defense Information Systems Agency included data for the Defense Technical Information Center (DTIC) until FY 2006, when DTIC became a separate field activity."
10794,r045,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r046,Defense Agencies -> Defense Logistics Agency,Defense Agencies,Defense Logistics Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r047,Defense Agencies -> Defense Security Cooperation Agency,Defense Agencies,Defense Security Cooperation Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r048,Defense Agencies -> Defense Special Weapons Agency,Defense Agencies,Defense Special Weapons Agency,,2,The Defense Nuclear Agency was renamed the Defense Special Weapons Agency (DSWA) in 1996 as a result of a new charter and an expanded mission.
10794,r049,Defense Agencies -> ,Defense Agencies,,,2,"The Defense Threat Reduction Agency (DTRA) was established on 1 October 1998. DTRA was formed through a merger of elements of the Office of the Secretary of Defense staff, the Defense Technology Security Administration, DSWA, and the On-Site Inspection Agency."
10794,r050,Defense Agencies -> Defense Technical Information Center,Defense Agencies,Defense Technical Information Center,,2,"In FY 2006, the Defense Technical Information Center became a separate field activity; in prior years, these data were reported as part of the Defense Information Systems Agency."
10794,r051,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r052,Defense Agencies -> Defense Threat Reduction Agency,Defense Agencies,Defense Threat Reduction Agency,,2,"The Defense Threat Reduction Agency (DTRA) was established on 1 October 1998. DTRA was formed through a merger of elements of the Office of the Secretary of Defense staff, the Defense Technology Security Administration, the Defense Special Weapons Agency, and the On-Site Inspection Agency."
10794,r053,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r054,Defense Agencies -> Joint Staff,Defense Agencies,Joint Staff,,2,The name of this agency changed from Joint Chiefs of Staff to Joint Staff in FY 1986.
10794,r055,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r056,Defense Agencies -> Missile Defense Agency,Defense Agencies,Missile Defense Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r057,Defense Agencies -> National Imagery and Mapping Agency,Defense Agencies,National Imagery and Mapping Agency,,2,The Defense Mapping Agency merged with the newly created National Imagery and Mapping Agency on 1 October 1996.
10794,r058,Defense Agencies -> Office of the Secretary of Defense,Defense Agencies,Office of the Secretary of Defense,,2,"In FY 2006, the Washington Headquarters Service was renamed the Office of the Secretary of Defense (OSD)."
10794,r059,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), excepting the Defense Advanced Research Projects Agency, OSD began reporting for the agencies that had been presented under Department of Defense agencies and activities and Operational Test and Evaluation, Director. These are now reported under Other defense agencies."
10794,r060,Defense Agencies -> Other  defense agencies,Defense Agencies,Other  defense agencies,,2,"Beginning in FY 2011, Other defense agencies displays aggregated data of Department of Defense subagencies engaged in classified R&D projects."
10794,r061,Defense Agencies -> Special Operations Command,Defense Agencies,Special Operations Command,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10794,r062,Defense Agencies -> Uniformed Services University of the Health Sciences,Defense Agencies,Uniformed Services University of the Health Sciences,,2,Data for the Uniformed Services University of the Health Sciences are included with the Washington Headquarters Services' submission as of volume 45 (FYs 1995–97).
10794,r063,Defense Agencies -> Washington Headquarters Services,Defense Agencies,Washington Headquarters Services,,2,Data for the Uniformed Services University of the Health Sciences are included with the Washington Headquarters Services' (WHS's) submission as of volume 45 (FYs 1995–97).
10794,r064,Defense Agencies -> ,Defense Agencies,,,2,"Public Law No. 103-160, Section 1703, made the Office of the Secretary of Defense (OSD) responsible for the Chemical and Biological Defense Program (CBDP). Section 1701 required the creation of CBDP research, development, test, and evaluation program elements be established in the President's Budget for FYs 1996–97. Data for these new program elements are included in the Survey of Federal Funds for Research and Development as of volume 46 (FYs 1996–98). Since FY 2000, R&D of Chemical and Biological Defense has been reported separately from the WHS."
10794,r065,Defense Agencies -> ,Defense Agencies,,,2,WHS's basic research data were revised in volume 47 (FYs 1997–99) to reflect changes that were not incorporated in volume 46 (FYs 1996–98).
10794,r066,Defense Agencies -> ,Defense Agencies,,,2,"In FY 2006, WHS was renamed OSD."
10794,r067,Defense Agencies -> Defense Civil Preparedness Agency,Defense Agencies,Defense Civil Preparedness Agency,,2,Functions for the Defense Civil Preparedness Agency transferred from the Department of Defense to the Federal Emergency Management Agency on 20 July 1979.
10794,r068,Defense Agencies -> Department of the Air Force,Defense Agencies,Department of the Air Force,,2,"Beginning in FY 2000, Air Force did not report Budget Activity 6.7 Operational System Development data because the agency misunderstood the reporting requirements. During the volume 57 data collection cycle, Air Force edited prior-year data for FYs 2000–07 to include Budget Activity 6.7 Operational System Development data. These data revisions were derived from FY 2007 distribution percentages that were then applied backward to revise data for FYs 2000–06."
10794,r069,Defense Agencies -> ,Defense Agencies,,,2,"Beginning in FY 2011, the Air Force stopped reporting classified R&D projects by location and started reporting them as undistributed."
10794,r070,Defense Agencies -> ,Defense Agencies,,,2,"Space Command stopped reporting as part of the Air Force after volume 69 (FYs 2019–20); it was replaced by the Space Force, which is now an independent service within the Department of Defense."
10794,r071,Defense Agencies -> Department of the Army,Defense Agencies,Department of the Army,,2,
10794,r072,Defense Agencies -> Department of the Army -> Civil Functions,Defense Agencies,Department of the Army,Civil Functions,3,"The Department of the Army (DA), Civil Functions (Corps of Engineers), development activities are appropriated by the Energy and Water Development and Related Agencies Appropriations Act and therefore cannot be categorized according to the advanced technology and major systems development breakdown. For accounting purposes, the funds are shown in the advanced technology total for DA."
10794,r073,"Defense Agencies -> Operational Test and Evaluation, Director",Defense Agencies,"Operational Test and Evaluation, Director",,2,"On 7 June 1999, the Secretary of Defense approved the disestablishment of the Office of the Director, Test, Systems Engineering and Evaluation. As a result of the restructure, the Director, Operational Test and Evaluation, assumed management responsibility for the Central Test and Evaluation Investment Program and the Test and Evaluation Program, excluding the Joint Test and Evaluation Program."
10794,r074,Defense Agencies -> Other defense agencies,Defense Agencies,Other defense agencies,,2,"Beginning with volume 61 (FYs 2011–13), Other defense agencies displays aggregated data of Department of Defense (DOD) subagencies engaged in classified R&D projects. DOD does not report the location of performance for these projects; rather they report these obligations as undistributed."
10794,r075,Defense Agencies -> Space Force,Defense Agencies,Space Force,,2,"Founded 20 December 2019 as an independent service, the Space Force began reporting for volume 70 (FYs 2020–21)."
10794,r076,"Defense Agencies -> Test and Evaluation, Deputy under Secretary of Defense",Defense Agencies,"Test and Evaluation, Deputy under Secretary of Defense",,2,"On 7 June 1999, the Secretary of Defense approved the disestablishment of the Office of the Director, Test, Systems Engineering and Evaluation. As a result of the restructure, the Director, Operational Test and Evaluation, assumed management responsibility for the Central Test and Evaluation Investment Program and the Test and Evaluation Program, excluding the Joint Test and Evaluation Program."
10794,r077,Defense Agencies -> ,Defense Agencies,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in Other defense agencies."
10794,r078,Department of Education,Department of Education,,,1,"Several programs that serve older adults and people with disabilities were transferred from other agencies to the Department of Health and Human Services' Administration for Community Living, including a number of programs from the Department of Education due to the 2014 Workforce Innovation and Opportunities Act."
10794,r079,Department of Energy,Department of Energy,,,1,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the Geological Survey, and the Department of Energy."
10794,r080,Department of Energy -> Advanced Research Projects Agency-Energy,Department of Energy,Advanced Research Projects Agency-Energy,,2,"In FY 2007, the president signed the America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act (America COMPETES), which authorized the creation of the Advanced Research Projects Agency-Energy. In FY 2009, Congress appropriated $400 million to fund the agency's first projects."
10794,r081,Department of Energy -> Bonneville Power Administration,Department of Energy,Bonneville Power Administration,,2,"In FY 1982, the Bonneville Power Administration (BPA) became part of the Department of Energy."
10794,r082,Department of Energy -> ,Department of Energy,,,2,BPA ceased to be a respondent as of the volume 68 (FYs 2018–19) data collection cycle.
10794,r083,Department of Energy -> Energy Delivery and Energy Reliability,Department of Energy,Energy Delivery and Energy Reliability,,2,"In March 2003, the Department of Energy (DOE) created the Office of Electric Transmission and Distribution and the Office of Energy Assurance. In 2005, both offices and elements of the DOE Office of Fossil Energy were merged into the new Office of Electricity Delivery and Energy Reliability."
10794,r084,"Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,2,"In March 2018, the Department of Energy (DOE) created the Office of Cybersecurity, Energy Security, and Emergency Response. Data were first collected on vol. 68 with estimated R&D obligations for FY 2019."
10794,r085,Department of Health and Human Services,Department of Health and Human Services,,,1,
10794,r086,Department of Health and Human Services -> Administration on Aging,Department of Health and Human Services,Administration on Aging,,2,"In FY 1991, Human Development Services was replaced by the Administration for Children and Families (ACF) and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10794,r087,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"In FY 2012, AOA was transferred to the Administration for Community Living."
10794,r088,Department of Health and Human Services -> Administration for Children and Families,Department of Health and Human Services,Administration for Children and Families,,2,Obligations reported for the Administration for Children and Families (ACF) may be incomplete for FY 1992 due to unavailability of data.
10794,r089,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"In FY 1991, Human Development Services was replaced by ACF and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10794,r090,Department of Health and Human Services -> Administration for Community Living,Department of Health and Human Services,Administration for Community Living,,2,"The Administration for Community Living (ACL) began reporting in FY 2015, replacing the Administration on Aging, which was transferred to ACL when ACL was established on 18 April 2012. Several programs that serve older adults and people with disabilities were transferred from other agencies to ACL, including a number of programs from the Department of Education due to the 2014 Workforce Innovation and Opportunities Act. "
10794,r091,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"Prior to FY 2012, data reported for the ACL was for the Administration on Aging."
10794,r092,Department of Health and Human Services -> Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,,2,"In FY 1991, the Agency for Health Care Policy and Research (AHCPR) became separate from the Office of the Assistant Secretary for Health."
10794,r093,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"AHCPR was renamed the Agency for Healthcare Research and Quality as stated in the Healthcare Research and Quality Act of 1999, signed by the president on 6 December 1999."
10794,r094,Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,2,"Prior to FY 2000, data reported for the Environmental Protection Agency include R&D data for the Agency for Toxic Substances and Disease Registry."
10794,r095,"Department of Health and Human Services -> Alcohol, Drug Abuse, and Mental Health Administration",Department of Health and Human Services,"Alcohol, Drug Abuse, and Mental Health Administration",,2,"Due to reorganization within the Department of Health and Human Services, the Alcohol, Drug Abuse, and Mental Health Administration ceased to exist as of October 1992, and its R&D functions are reported with National Institutes of Health data beginning with FY 1992. However, research support for some fields (such as psychology) in FY 1992 seems to be underreported."
10794,r096,Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,2,"The Biomedical Advanced Research and Development Authority began reporting for volume 69 (FYs 2019–20). It could not submit any geographical data for FY 2019, so its data were reported as undistributed on the state tables."
10794,r097,Department of Health and Human Services -> Centers for Medicare and Medicaid Services,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,2,The Health Care Financing Administration became the Centers for Medicare and Medicaid Services (CMS) as of 1 July 2001.
10794,r098,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"Starting with volume 68 (FYs 2018–19), CMS funding was reported by the CMS Office of Financial Management at an agency-wide level instead of by the CMS Center for Medicare and Medicaid Innovation and its R&D group, the Office of Research, Development, and Information, which used to report at a component level."
10794,r099,Department of Health and Human Services -> Health Care Financing Administration,Department of Health and Human Services,Health Care Financing Administration,,2,The Health Care Financing Administration became the Centers for Medicare and Medicaid Services as of 1 July 2001.
10794,r100,Department of Health and Human Services -> Human Development Services,Department of Health and Human Services,Human Development Services,,2,"In FY 1991, Human Development Services was replaced by the Administration for Children and Families (ACF) and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10794,r101,Department of Health and Human Services -> National Institutes of Health,Department of Health and Human Services,National Institutes of Health,,2,"Due to reorganization within the Department of Health and Human Services, the Alcohol, Drug Abuse, and Mental Health Administration ceased to exist as of October 1992, and its R&D functions have been reported with National Institutes of Health (NIH) data since FY 1992. However, research support for some fields (such as psychology) in FY 1992 seems to be underreported."
10794,r102,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"In FY 2000, NIH reclassified as research the activities that it had previously classified as development; NIH data for FY 2000 forward reflect this change. For more information on the classification changes at the National Aeronautics and Space Administration and NIH, refer to Classification Revisions Reduce Reported Federal Development Obligations (InfoBrief NSF 02-309), February 2002, available at https://www.nsf.gov/statistics/nsf02309/."
10794,r103,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"NIH revised its financial database; beginning with FY 2004, NIH records no longer contain information on the field of science and engineering. Data for FY 2004 and later years are not directly comparable with data for FY 2003 and earlier years."
10794,r104,Department of Health and Human Services -> Office of the Assistant Secretary for Health,Department of Health and Human Services,Office of the Assistant Secretary for Health,,2,"In FY 1991, the Agency for Health Care Policy and Research became separate from the Office of the Assistant Secretary for Health (ASH)."
10794,r105,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,"ASH merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10794,r106,Department of Health and Human Services -> Office of the Secretary of Health and Human Services,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,2,"The Office of the Assistant Secretary for Health merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10794,r107,Department of Health and Human Services -> Office of Public Health and Science,Department of Health and Human Services,Office of Public Health and Science,,2,"The Office of the Assistant Secretary for Health merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10794,r108,Department of Health and Human Services -> Social Security Administration,Department of Health and Human Services,Social Security Administration,,2,"Effective 31 March 1995, the Social Security Administration became an independent agency; it is no longer part of the Department of Health and Human Services."
10794,r109,Department of Health and Human Services -> Substance Abuse and Mental Health Services Administration,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,,2,"In FY 2003, the Substance Abuse and Mental Health Services Administration (SAMHSA) reclassified some of its funding categories as non-R&D that were considered R&D in prior years."
10794,r110,Department of Health and Human Services -> ,Department of Health and Human Services,,,2,Data for FYs 2003–06 from SAMHSA are estimates based on SAMHSA's obligations by program activity budget and previously reported funding for development.
10794,r111,Department of Homeland Security,Department of Homeland Security,,,1,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Coast Guard, the Federal Emergency Management Agency, the Science and Technology Directorate, the Secret Service, and the Transportation Security Administration."
10794,r112,Department of Homeland Security -> Countering Weapons of Mass Destruction Office,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,2,"The Countering Weapons of Mass Destruction (CWMD) Office was established on 7 December 2017. CWMD consolidated primarily the Domestic Nuclear Detection Office (DNDO) and a majority of the Office of Health Affairs, as well as other DHS elements. Prior to FY 2018, data reported for the CWMD would have been under the DNDO."
10794,r113,Department of Homeland Security -> Domestic Nuclear Detection Office,Department of Homeland Security,Domestic Nuclear Detection Office,,2,The Domestic Nuclear Detection Office (DNDO) began reporting for FY 2014. It was consolidated under the Countering Weapons of Mass Destruction (CWMD) Office in December 2017. All of its funding is reported under the CWMD.
10794,r114,Department of Homeland Security -> Science and Technology Directorate,Department of Homeland Security,Science and Technology Directorate,,2,"The Transportation Security Laboratory (TSL) initially existed under the Transportation Security Administration (TSA) of the Department of Homeland Security (DHS), but in the 2005 DHS reorganization, TSL was moved from TSA to the Science and Technology Directorate."
10794,r115,Department of Homeland Security -> ,Department of Homeland Security,,,2,"During the volume 67 (FYs 2017–18) data collection, the Science and Technology Directorate revised its FY 2016 data."
10794,r116,Department of Homeland Security -> Secret Service,Department of Homeland Security,Secret Service,,2,"The Secret Service, which did not report data between FY 2009 and FY 2017, resumed reporting for volume 68 (FYs 2018–19)."
10794,r117,Department of Homeland Security -> Transportation Security Administration,Department of Homeland Security,Transportation Security Administration,,2,"The Transportation Security Administration, which did not report data between FY 2010 and FY 2017, resumed reporting for volume 68 (FYs 2018–19)."
10794,r118,Department of the Interior,Department of the Interior,,,1,
10794,r119,Department of the Interior -> Bonneville Power Administration,Department of the Interior,Bonneville Power Administration,,2,"In FY 1982, the Bonneville Power Administration became part of the Department of Energy."
10794,r120,Department of the Interior -> Bureau of Land Management,Department of the Interior,Bureau of Land Management,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management (BLM), the Geological Survey, and the Department of Energy."
10794,r121,Department of the Interior -> ,Department of the Interior,,,2,"BLM, which did not report data between FY 1999 and FY 2014, resumed reporting for volume 65 (FYs 2015–17)."
10794,r122,Department of the Interior -> Bureau of Mines,Department of the Interior,Bureau of Mines,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the Geological Survey, and the Department of Energy."
10794,r123,Department of the Interior -> Bureau of Ocean Energy Management,Department of the Interior,Bureau of Ocean Energy Management,,2,"The Bureau of Ocean Energy Management, Regulation and Enforcement was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012."
