table_id,row_id,time_period,major_field_e_g_ndgmemg_level_1,major_field_e_g_ndgmemg_level_2,major_field_e_g_ndgmemg_hierarchy_depth,value
6858,r017_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Botany
6858,r018_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226340
6858,r018_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Cell and molecular biology
6858,r019_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226350
6858,r019_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Ecology
6858,r020_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226360
6858,r020_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Genetics, animal and plant"
6858,r021_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226370
6858,r021_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Microbiological sciences and immunology
6858,r022_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226380
6858,r022_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Nutritional sciences
6858,r023_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226390
6858,r023_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Pharmacology, human and animal"
6858,r024_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226400
6858,r024_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Physiology and pathology, human and animal"
6858,r025_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226410
6858,r025_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Zoology, general"
6858,r026_5,,"Detailed field (e.g., N2DGRMED)",Code,2,226420
6858,r026_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other biological sciences
6858,r027_3,,"Minor field (e.g., NDGMENG)",Code,2,23
6858,r027_4,,"Minor field (e.g., NDGMENG)",Label,2,Environmental life sciences
6858,r027_5,,"Detailed field (e.g., N2DGRMED)",Code,2,236800
6858,r027_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Environmental science or studies
6858,r028_5,,"Detailed field (e.g., N2DGRMED)",Code,2,236810
6858,r028_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Forestry sciences
6858,r029_1,,"Major field (e.g., NDGMEMG)",Code,2,3
6858,r029_2,,"Major field (e.g., NDGMEMG)",Label,2,Physical and related sciences
6858,r029_3,,"Minor field (e.g., NDGMENG)",Code,2,31
6858,r029_4,,"Minor field (e.g., NDGMENG)",Label,2,"Chemistry, except biochemistry"
6858,r029_5,,"Detailed field (e.g., N2DGRMED)",Code,2,318730
6858,r029_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Chemistry, except biochemistry"
6858,r030_3,,"Minor field (e.g., NDGMENG)",Code,2,32
6858,r030_4,,"Minor field (e.g., NDGMENG)",Label,2,"Earth, atmospheric, and ocean sciences"
6858,r030_5,,"Detailed field (e.g., N2DGRMED)",Code,2,328720
6858,r030_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Atmospheric sciences and meteorology
6858,r031_5,,"Detailed field (e.g., N2DGRMED)",Code,2,328740
6858,r031_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Earth sciences
6858,r032_5,,"Detailed field (e.g., N2DGRMED)",Code,2,328750
6858,r032_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Geology
6858,r033_5,,"Detailed field (e.g., N2DGRMED)",Code,2,328760
6858,r033_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Geological sciences, other"
6858,r034_5,,"Detailed field (e.g., N2DGRMED)",Code,2,328770
6858,r034_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Oceanography
6858,r035_3,,"Minor field (e.g., NDGMENG)",Code,2,33
6858,r035_4,,"Minor field (e.g., NDGMENG)",Label,2,Physics and astronomy
6858,r035_5,,"Detailed field (e.g., N2DGRMED)",Code,2,338710
6858,r035_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Astronomy and astrophysics
6858,r036_5,,"Detailed field (e.g., N2DGRMED)",Code,2,338780
6858,r036_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Physics
6858,r037_3,,"Minor field (e.g., NDGMENG)",Code,2,34
6858,r037_4,,"Minor field (e.g., NDGMENG)",Label,2,Other physical sciences
6858,r037_5,,"Detailed field (e.g., N2DGRMED)",Code,2,348790
6858,r037_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other physical sciences
6858,r038_1,,"Major field (e.g., NDGMEMG)",Code,2,4
6858,r038_2,,"Major field (e.g., NDGMEMG)",Label,2,Social and related sciences
6858,r038_3,,"Minor field (e.g., NDGMENG)",Code,2,41
6858,r038_4,,"Minor field (e.g., NDGMENG)",Label,2,Economics
6858,r038_5,,"Detailed field (e.g., N2DGRMED)",Code,2,416010
6858,r038_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Agricultural economics
6858,r039_5,,"Detailed field (e.g., N2DGRMED)",Code,2,419230
6858,r039_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Economics
6858,r040_3,,"Minor field (e.g., NDGMENG)",Code,2,42
6858,r040_4,,"Minor field (e.g., NDGMENG)",Label,2,Political and related sciences
6858,r040_5,,"Detailed field (e.g., N2DGRMED)",Code,2,429020
6858,r040_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Public policy studies
6858,r041_5,,"Detailed field (e.g., N2DGRMED)",Code,2,429270
6858,r041_6,,"Detailed field (e.g., N2DGRMED)",Label,2,International relations
6858,r042_5,,"Detailed field (e.g., N2DGRMED)",Code,2,429280
6858,r042_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Political science and government
6858,r043_3,,"Minor field (e.g., NDGMENG)",Code,2,43
6858,r043_4,,"Minor field (e.g., NDGMENG)",Label,2,Psychology
6858,r043_5,,"Detailed field (e.g., N2DGRMED)",Code,2,437040
6858,r043_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Educational psychology
6858,r044_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438910
6858,r044_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Clinical psychology
6858,r045_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438920
6858,r045_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Counseling psychology
6858,r046_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438930
6858,r046_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Experimental psychology
6858,r047_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438940
6858,r047_6,,"Detailed field (e.g., N2DGRMED)",Label,2,General psychology
6858,r048_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438950
6858,r048_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Industrial/ organizational psychology
6858,r049_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438960
6858,r049_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Social psychology
6858,r050_5,,"Detailed field (e.g., N2DGRMED)",Code,2,438970
6858,r050_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other psychology
6858,r051_3,,"Minor field (e.g., NDGMENG)",Code,2,44
6858,r051_4,,"Minor field (e.g., NDGMENG)",Label,2,Sociology and anthropology
6858,r051_5,,"Detailed field (e.g., N2DGRMED)",Code,2,449210
6858,r051_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Anthropology and archaeology
6858,r052_5,,"Detailed field (e.g., N2DGRMED)",Code,2,449220
6858,r052_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Criminology
6858,r053_5,,"Detailed field (e.g., N2DGRMED)",Code,2,449290
6858,r053_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Sociology
6858,r054_3,,"Minor field (e.g., NDGMENG)",Code,2,45
6858,r054_4,,"Minor field (e.g., NDGMENG)",Label,2,Other social sciences
6858,r054_5,,"Detailed field (e.g., N2DGRMED)",Code,2,456200
6858,r054_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Area and ethnic studies
6858,r055_5,,"Detailed field (e.g., N2DGRMED)",Code,2,457710
6858,r055_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Linguistics
6858,r056_5,,"Detailed field (e.g., N2DGRMED)",Code,2,458610
6858,r056_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Philosophy of science
6858,r057_5,,"Detailed field (e.g., N2DGRMED)",Code,2,459240
6858,r057_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Geography
6858,r058_5,,"Detailed field (e.g., N2DGRMED)",Code,2,459250
6858,r058_6,,"Detailed field (e.g., N2DGRMED)",Label,2,History of science
6858,r059_5,,"Detailed field (e.g., N2DGRMED)",Code,2,459300
6858,r059_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other social sciences
6858,r060_1,,"Major field (e.g., NDGMEMG)",Code,2,5
6858,r060_2,,"Major field (e.g., NDGMEMG)",Label,2,Engineering
6858,r060_3,,"Minor field (e.g., NDGMENG)",Code,2,51
6858,r060_4,,"Minor field (e.g., NDGMENG)",Label,2,"Aerospace, aeronautical, and astronautical engineering"
6858,r060_5,,"Detailed field (e.g., N2DGRMED)",Code,2,517210
6858,r060_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Aerospace, aeronautical, and astronautical/ space engineering"
6858,r061_3,,"Minor field (e.g., NDGMENG)",Code,2,52
6858,r061_4,,"Minor field (e.g., NDGMENG)",Label,2,Chemical engineering
6858,r061_5,,"Detailed field (e.g., N2DGRMED)",Code,2,527250
6858,r061_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Chemical engineering
6858,r062_3,,"Minor field (e.g., NDGMENG)",Code,2,53
6858,r062_4,,"Minor field (e.g., NDGMENG)",Label,2,Civil and architectural engineering
6858,r062_5,,"Detailed field (e.g., N2DGRMED)",Code,2,537230
6858,r062_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Architectural engineering
6858,r063_5,,"Detailed field (e.g., N2DGRMED)",Code,2,537260
6858,r063_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Civil engineering
6858,r064_3,,"Minor field (e.g., NDGMENG)",Code,2,54
6858,r064_4,,"Minor field (e.g., NDGMENG)",Label,2,Electrical and computer engineering
6858,r064_5,,"Detailed field (e.g., N2DGRMED)",Code,2,547270
6858,r064_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Computer and systems engineering
6858,r065_5,,"Detailed field (e.g., N2DGRMED)",Code,2,547280
6858,r065_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Electrical, electronics, and communications engineering"
6858,r066_3,,"Minor field (e.g., NDGMENG)",Code,2,55
6858,r066_4,,"Minor field (e.g., NDGMENG)",Label,2,Industrial engineering
6858,r066_5,,"Detailed field (e.g., N2DGRMED)",Code,2,557330
6858,r066_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Industrial and manufacturing engineering
6858,r067_3,,"Minor field (e.g., NDGMENG)",Code,2,56
6858,r067_4,,"Minor field (e.g., NDGMENG)",Label,2,Mechanical engineering
6858,r067_5,,"Detailed field (e.g., N2DGRMED)",Code,2,567350
6858,r067_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Mechanical engineering
6858,r068_3,,"Minor field (e.g., NDGMENG)",Code,2,57
6858,r068_4,,"Minor field (e.g., NDGMENG)",Label,2,Other engineering
6858,r068_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577220
6858,r068_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Agricultural engineering
6858,r069_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577240
6858,r069_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Bioengineering and biomedical engineering
6858,r070_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577290
6858,r070_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Engineering sciences, mechanics and physics"
6858,r071_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577300
6858,r071_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Environmental engineering
6858,r072_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577310
6858,r072_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Engineering, general"
6858,r073_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577320
6858,r073_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Geophysical and geological engineering
6858,r074_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577340
6858,r074_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Materials engineering, including ceramics and textiles"
6858,r075_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577360
6858,r075_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Metallurgical engineering
6858,r076_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577370
6858,r076_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Mining and minerals engineering
6858,r077_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577380
6858,r077_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Naval architecture and marine engineering
6858,r078_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577390
6858,r078_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Nuclear engineering
6858,r079_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577400
6858,r079_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Petroleum engineering
6858,r080_5,,"Detailed field (e.g., N2DGRMED)",Code,2,577410
6858,r080_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other engineering
6858,r081_1,S&E-related fields,"Major field (e.g., NDGMEMG)",Code,2,6
6858,r081_2,S&E-related fields,"Major field (e.g., NDGMEMG)",Label,2,S&E-related fields
6858,r081_3,S&E-related fields,"Minor field (e.g., NDGMENG)",Code,2,61
6858,r081_4,S&E-related fields,"Minor field (e.g., NDGMENG)",Label,2,Health
6858,r081_5,S&E-related fields,"Detailed field (e.g., N2DGRMED)",Code,2,617810
6858,r081_6,S&E-related fields,"Detailed field (e.g., N2DGRMED)",Label,2,Audiology and speech pathology
6858,r082_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617820
6858,r082_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Health services administration
6858,r083_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617830
6858,r083_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Health/ medical assistants
6858,r084_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617840
6858,r084_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Health/ medical technologies
6858,r085_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617850
6858,r085_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Medical preparatory programs (e.g., pre-dentistry, medical, veterinary)"
6858,r086_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617860
6858,r086_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Medicine (e.g., dentistry, optometry, osteopathic, podiatry, veterinary)"
6858,r087_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617870
6858,r087_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Nursing (4 years or longer program)
6858,r088_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617880
6858,r088_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Pharmacy
6858,r089_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617890
6858,r089_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Physical therapy and other rehabilitation/ therapeutic services
6858,r090_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617900
6858,r090_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Public health (including environmental health and epidemiology)
6858,r091_5,,"Detailed field (e.g., N2DGRMED)",Code,2,617910
6858,r091_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other health/ medical sciences
6858,r092_3,,"Minor field (e.g., NDGMENG)",Code,2,62
6858,r092_4,,"Minor field (e.g., NDGMENG)",Label,2,Science and mathematics teacher education
6858,r092_5,,"Detailed field (e.g., N2DGRMED)",Code,2,627020
6858,r092_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Computer teacher education
6858,r093_5,,"Detailed field (e.g., N2DGRMED)",Code,2,627060
6858,r093_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Mathematics teacher education
6858,r094_5,,"Detailed field (e.g., N2DGRMED)",Code,2,627090
6858,r094_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Science teacher education
6858,r095_5,,"Detailed field (e.g., N2DGRMED)",Code,2,627120
6858,r095_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Social science teacher education
6858,r096_3,,"Minor field (e.g., NDGMENG)",Code,2,63
6858,r096_4,,"Minor field (e.g., NDGMENG)",Label,2,Technology and technical fields
6858,r096_5,,"Detailed field (e.g., N2DGRMED)",Code,2,636720
6858,r096_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Computer programming
6858,r097_5,,"Detailed field (e.g., N2DGRMED)",Code,2,636750
6858,r097_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Data processing
6858,r098_5,,"Detailed field (e.g., N2DGRMED)",Code,2,637510
6858,r098_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Electrical and electronic technologies
6858,r099_5,,"Detailed field (e.g., N2DGRMED)",Code,2,637520
6858,r099_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Industrial production technologies
6858,r100_5,,"Detailed field (e.g., N2DGRMED)",Code,2,637530
6858,r100_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Mechanical engineering-related technologies
6858,r101_5,,"Detailed field (e.g., N2DGRMED)",Code,2,637540
6858,r101_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other engineering-related technologies
6858,r102_3,,"Minor field (e.g., NDGMENG)",Code,2,64
6858,r102_4,,"Minor field (e.g., NDGMENG)",Label,2,Other science and engineering-related fields
6858,r102_5,,"Detailed field (e.g., N2DGRMED)",Code,2,646100
6858,r102_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Architecture/ environmental design
6858,r103_5,,"Detailed field (e.g., N2DGRMED)",Code,2,646520
6858,r103_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Actuarial science
6858,r104_1,Non-S&E fields,"Major field (e.g., NDGMEMG)",Code,2,7
6858,r104_2,Non-S&E fields,"Major field (e.g., NDGMEMG)",Label,2,Non-S&E fields
6858,r104_3,Non-S&E fields,"Minor field (e.g., NDGMENG)",Code,2,71
6858,r104_4,Non-S&E fields,"Minor field (e.g., NDGMENG)",Label,2,Management and administration fields
6858,r104_5,Non-S&E fields,"Detailed field (e.g., N2DGRMED)",Code,2,716020
6858,r104_6,Non-S&E fields,"Detailed field (e.g., N2DGRMED)",Label,2,Other agricultural business and production
6858,r105_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716510
6858,r105_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Accounting
6858,r106_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716530
6858,r106_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Business administration and management
6858,r107_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716540
6858,r107_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Business, general"
6858,r108_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716550
6858,r108_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Business and managerial economics
6858,r109_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716570
6858,r109_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Financial management
6858,r110_5,,"Detailed field (e.g., N2DGRMED)",Code,2,716590
6858,r110_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other business management/ administrative services
6858,r111_3,,"Minor field (e.g., NDGMENG)",Code,2,72
6858,r111_4,,"Minor field (e.g., NDGMENG)",Label,2,"Education, except science and math teacher education"
6858,r111_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727010
6858,r111_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Education administration
6858,r112_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727030
6858,r112_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Counselor education and guidance services
6858,r113_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727050
6858,r113_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Elementary teacher education
6858,r114_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727070
6858,r114_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Physical education and coaching
6858,r115_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727080
6858,r115_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Pre-school/ kindergarten/ early childhood teacher education
6858,r116_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727100
6858,r116_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Secondary teacher education
6858,r117_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727110
6858,r117_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Special education
6858,r118_5,,"Detailed field (e.g., N2DGRMED)",Code,2,727130
6858,r118_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other education
6858,r119_3,,"Minor field (e.g., NDGMENG)",Code,2,73
6858,r119_4,,"Minor field (e.g., NDGMENG)",Label,2,Social service and related fields
6858,r119_5,,"Detailed field (e.g., N2DGRMED)",Code,2,738620
6858,r119_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Other philosophy, religion, theology"
6858,r120_5,,"Detailed field (e.g., N2DGRMED)",Code,2,739100
6858,r120_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Social work
6858,r121_3,,"Minor field (e.g., NDGMENG)",Code,2,74
6858,r121_4,,"Minor field (e.g., NDGMENG)",Label,2,Sales and marketing fields
6858,r121_5,,"Detailed field (e.g., N2DGRMED)",Code,2,746560
6858,r121_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Business marketing/ marketing management
6858,r122_5,,"Detailed field (e.g., N2DGRMED)",Code,2,746580
6858,r122_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Marketing research
6858,r123_3,,"Minor field (e.g., NDGMENG)",Code,2,75
6858,r123_4,,"Minor field (e.g., NDGMENG)",Label,2,Art and humanities fields
6858,r123_5,,"Detailed field (e.g., N2DGRMED)",Code,2,757600
6858,r123_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"English language, literature and letters"
6858,r124_5,,"Detailed field (e.g., N2DGRMED)",Code,2,757720
6858,r124_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other foreign languages and literature
6858,r125_5,,"Detailed field (e.g., N2DGRMED)",Code,2,758200
6858,r125_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Liberal arts/ general studies
6858,r126_5,,"Detailed field (e.g., N2DGRMED)",Code,2,759260
6858,r126_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"History, other"
6858,r127_5,,"Detailed field (e.g., N2DGRMED)",Code,2,759410
6858,r127_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Dramatic arts
6858,r128_5,,"Detailed field (e.g., N2DGRMED)",Code,2,759420
6858,r128_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Fine arts, all fields"
6858,r129_5,,"Detailed field (e.g., N2DGRMED)",Code,2,759430
6858,r129_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Music, all fields"
6858,r130_5,,"Detailed field (e.g., N2DGRMED)",Code,2,759440
6858,r130_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other visual and performing arts
6858,r131_3,,"Minor field (e.g., NDGMENG)",Code,2,76
6858,r131_4,,"Minor field (e.g., NDGMENG)",Label,2,Other non-S&E fields
6858,r131_5,,"Detailed field (e.g., N2DGRMED)",Code,2,766610
6858,r131_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Communications, general"
6858,r132_5,,"Detailed field (e.g., N2DGRMED)",Code,2,766620
6858,r132_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Journalism
6858,r133_5,,"Detailed field (e.g., N2DGRMED)",Code,2,766630
6858,r133_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other communications
6858,r134_5,,"Detailed field (e.g., N2DGRMED)",Code,2,766820
6858,r134_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other natural resources and conservation
6858,r135_5,,"Detailed field (e.g., N2DGRMED)",Code,2,766900
