table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_other_non_science_and_engineering_fields,field_communications_and_journalism,field_multidisciplinary_interdisciplinary_studies,field_public_administration_and_social_services,field_non_science_and_engineering_other
7615,r026,Doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Professional services and other,,4,9.1,3.9,14.3,9.5,11.0
7615,r027,Doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> No secondary activity,Doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,No secondary activity,,4,25.7,26.4,32.8,20.3,26.5
7615,r028,Doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Activity unknown,Doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Activity unknown,,,3,4.4,4.5,4.8,3.8,4.6
7615,r029,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup>,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,,,,2,,,,,
7615,r030,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup>,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,,,3,87.9,88.8,89.9,91.0,84.0
7615,r031,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Midwest,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Midwest,,4,18.5,15.9,14.5,22.9,18.7
7615,r032,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Northeast,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Northeast,,4,17.7,14.6,24.5,18.1,16.8
7615,r033,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> South,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,South,,4,33.1,38.3,31.4,34.7,28.3
7615,r034,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> West,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,West,,4,18.0,19.3,18.2,14.6,19.5
7615,r035,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Outside the United States,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Outside the United States,,,3,11.9,10.5,10.1,9.0,16.0
7615,r036,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Location unknown,Doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Location unknown,,,3,0.2,0.7,0.0,0.0,0.0
7615,r037,Doctorate recipients reporting postgraduation status (number) -> Postgraduation location in same state as doctorate institution (%),Doctorate recipients reporting postgraduation status (number),Postgraduation location in same state as doctorate institution (%),,,,2,35.8,30.5,44.0,35.4,36.6
7615,r038,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number),Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),,,,2,735,191,124,145,275
7615,r039,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans,,,3,13.6,9.9,12.9,15.2,15.6
7615,r040,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans,,,3,52.0,55.0,46.0,53.8,51.6
7615,r041,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Seeking employment or study,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Seeking employment or study,,,3,30.2,31.4,37.1,26.9,28.0
7615,r042,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Other status<sup>a</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Other status<sup>a</sup>,,,3,4.1,3.7,4.0,4.1,4.4
7615,r043,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,,,3,,,,,
7615,r044,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup> -> Postdoc fellowship or research associateship,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,Postdoc fellowship or research associateship,,4,99.0,100.0,100.0,100.0,97.7
7615,r045,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup> -> Other training or unknown<sup>c</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,Other training or unknown<sup>c</sup>,,4,1.0,0.0,0.0,0.0,2.3
7615,r046,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,,,3,,,,,
7615,r047,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,,4,59.7,,56.1,44.9,
7615,r048,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> In tenure track faculty position (%),Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,In tenure track faculty position (%),5,52.2,,21.9,62.9,
7615,r049,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> Not in tenure track position (%),Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,Not in tenure track position (%),5,43.4,47.6,65.6,28.6,36.7
7615,r050,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Government,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Government,,4,10.7,,,30.8,
7615,r051,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Industry or business<sup>e</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Industry or business<sup>e</sup>,,4,18.6,13.3,22.8,6.4,27.5
7615,r052,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Nonprofit organization,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Nonprofit organization,,4,7.3,,,11.5,7.7
7615,r053,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Other or unknown<sup>f</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Other or unknown<sup>f</sup>,,4,3.7,3.8,7.0,6.4,0.7
7615,r054,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,,4,,,,,
7615,r055,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Research and development,5,25.2,22.2,11.1,33.8,28.1
7615,r056,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Teaching,5,41.9,58.6,46.3,26.0,37.0
7615,r057,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Management or administration,5,14.5,7.1,20.4,23.4,12.6
7615,r058,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Professional services and other,5,18.4,12.1,22.2,16.9,22.2
7615,r059,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,,4,,,,,
7615,r060,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Research and development,5,33.2,40.4,25.9,27.3,34.1
7615,r061,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Teaching,5,18.6,20.2,18.5,26.0,13.3
7615,r062,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Management or administration,5,11.5,,,15.6,14.1
7615,r063,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Professional services and other,5,11.2,,,14.3,13.3
7615,r064,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> No secondary activity,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,No secondary activity,5,25.5,27.3,35.2,16.9,25.2
7615,r065,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Activity unknown,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Activity unknown,,4,4.5,5.7,5.3,1.3,4.9
7615,r066,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,,,3,,,,,
7615,r067,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup>,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,,4,81.5,84.7,,84.0,
7615,r068,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Midwest,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Midwest,5,17.8,16.9,9.6,24.0,18.4
7615,r069,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Northeast,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Northeast,5,17.0,11.3,28.8,17.0,16.2
7615,r070,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> South,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,South,5,30.7,42.7,24.7,33.0,23.8
7615,r071,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> West,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,West,5,16.0,13.7,,10.0,
7615,r072,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Outside the United States,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Outside the United States,,4,18.5,15.3,,16.0,
7615,r073,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Location unknown,Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Location unknown,,4,0.0,0.0,0.0,0.0,0.0
7615,r074,Doctorate recipients reporting postgraduation status (number) -> Male doctorate recipients reporting postgraduation status (number) -> Postgraduation location in same state as doctorate institution (%),Doctorate recipients reporting postgraduation status (number),Male doctorate recipients reporting postgraduation status (number),Postgraduation location in same state as doctorate institution (%),,,3,36.3,32.3,46.6,38.0,34.1
7615,r075,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),,,,2,1005,265,150,288,302
7615,r076,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans,,,3,12.3,12.8,12.0,9.0,15.2
7615,r077,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans,,,3,50.7,51.7,45.3,56.3,47.4
7615,r078,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Seeking employment or study,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Seeking employment or study,,,3,33.5,32.5,39.3,30.9,34.1
7615,r079,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Other status<sup>a</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Other status<sup>a</sup>,,,3,3.4,3.0,3.3,3.8,3.3
7615,r080,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,,,3,,,,,
7615,r081,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup> -> Postdoc fellowship or research associateship,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,Postdoc fellowship or research associateship,,4,95.2,97.1,88.9,96.2,95.7
7615,r082,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite postdoctoral training plans (%)<sup>b</sup> -> Other training or unknown<sup>c</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite postdoctoral training plans (%)<sup>b</sup>,Other training or unknown<sup>c</sup>,,4,4.8,2.9,11.1,3.8,4.3
7615,r083,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,,,3,,,,,
7615,r084,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,,4,64.7,,64.7,59.9,
7615,r085,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> In tenure track faculty position (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,In tenure track faculty position (%),5,52.4,,36.4,56.7,
7615,r086,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Academe -> Not in tenure track position (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Academe,Not in tenure track position (%),5,45.8,38.5,61.4,41.2,52.5
7615,r087,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Government,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Government,,4,9.0,,,11.7,
7615,r088,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Industry or business<sup>e</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Industry or business<sup>e</sup>,,4,12.5,10.2,10.3,7.4,21.7
