table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_dod_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5441,r011,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,10,"['100,321', '']","['14,259', '']","['94', '']","['23,735', '']","['280', '']","['11,697', '']","['1,028', '']","['8,309', '']","['5,185', '']","['33,603', '']","['2,131', '']"
5441,r012,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,11,"['96,624', '']","['1,336', '']","['11,358', '']","['75,557', '']","['779', '']","['876', '']","['81', '']","['2,311', '']","['9', '']","['4,317', '']","['0', '']"
5441,r013,All institutions -> U. Dayton,All institutions,U. Dayton,2,12,"['90,417', '']","['5,964', '']","['0', '']","['83', '']","['0', '']","['508', '']","['0', '']","['0', '']","['0', '']","['83,614', '']","['248', '']"
5441,r014,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,13,"['90,117', '']","['67,001', '']","['0', '']","['0', '']","['133', '']","['212', '']","['1,306', '']","['2,114', '']","['340', '']","['18,967', '']","['44', '']"
5441,r015,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,14,"['89,508', '']","['6,276', '']","['22,620', '']","['22,429', '']","['1,746', '']","['2,314', '']","['693', '']","['328', '']","['0', '']","['32,525', '']","['577', '']"
5441,r016,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,15,"['77,782', '']","['104', '']","['49', '']","['17,125', '']","['658', '']","['3,601', '']","['225', '']","['1,983', '']","['0', '']","['54,037', '']","['0', '']"
5441,r017,All institutions -> Stanford U.,All institutions,Stanford U.,2,16,"['69,428', '']","['8,920', '']","['808', '']","['18,553', '']","['1,383', '']","['15,862', '']","['502', '']","['374', '']","['0', '']","['23,012', '']","['14', '']"
5441,r018,All institutions -> Duke U.,All institutions,Duke U.,2,17,"['65,776', '']","['546', '']","['2,345', '']","['36,686', '']","['942', '']","['1,409', '']","['190', '']","['101', '']","['0', '']","['23,413', '']","['144', '']"
5441,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,"['63,252', '']","['3,037', '']","['1,337', '']","['20,973', '']","['252', '']","['15,410', '']","['0', '']","['3,802', '']","['0', '']","['18,441', '']","['0', '']"
5441,r020,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,19,"['61,157', '']","['30,747', '']","['90', '']","['9', '']","['0', '']","['253', '']","['0', '']","['1,439', '']","['0', '']","['28,580', '']","['39', '']"
5441,r021,All institutions -> George Mason U.,All institutions,George Mason U.,2,20,"['60,459', '']","['15,066', '']","['189', '']","['4,188', '']","['340', '']","['2,441', '']","['175', '']","['885', '']","['0', '']","['37,167', '']","['8', '']"
5441,r022,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,21,"['57,517', '']","['10,855', '']","['38', '']","['9,170', '']","['226', '']","['5,797', '']","['3,277', '']","['6,671', '']","['0', '']","['19,662', '']","['1,821', '']"
5441,r023,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,22,"['55,879', '']","['0', '']","['30,854', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,025', '']","['0', '']"
5441,r024,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,23,"['52,163', '']","['8,589', '']","['159', '']","['4,619', '']","['66', '']","['4,159', '']","['327', '']","['82', '']","['126', '']","['33,380', '']","['656', '']"
5441,r025,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,24,"['49,615', '']","['2,155', '']","['1,225', '']","['18,401', '']","['5,974', '']","['3,004', '']","['823', '']","['492', '']","['727', '']","['16,296', '']","['518', '']"
5441,r026,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,25,"['49,263', '']","['5,139', '']","['0', '']","['3,903', '']","['221', '']","['2,277', '']","['0', '']","['34', '']","['125', '']","['37,560', '']","['4', '']"
5441,r027,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,26,"['48,018', '']","['1,590', '']","['347', '']","['35,071', '']","['375', '']","['5,096', '']","['0', '']","['28', '']","['261', '']","['5,248', '']","['2', '']"
5441,r028,All institutions -> Cornell U.,All institutions,Cornell U.,2,27,"['47,799', '']","['5,661', '']","['327', '']","['11,541', '']","['0', '']","['13,459', '']","['220', '']","['790', '']","['0', '']","['15,801', '']","['0', '']"
5441,r029,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,28,"['47,328', '']","['11,501', '']","['1,241', '']","['12,375', '']","['455', '']","['4,364', '']","['321', '']","['1,137', '']","['0', '']","['15,278', '']","['656', '']"
5441,r030,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,29,"['46,777', '']","['4,560', '']","['4,584', '']","['1,655', '']","['1,788', '']","['7,121', '']","['0', '']","['3,790', '']","['771', '']","['19,509', '']","['2,999', '']"
5441,r031,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,30,"['45,400', '']","['8,359', '']","['186', '']","['7,039', '']","['459', '']","['1,853', '']","['820', '']","['1,061', '']","['1,691', '']","['22,217', '']","['1,715', '']"
5441,r032,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,31,"['45,016', '']","['5,743', '']","['35', '']","['1,912', '']","['431', '']","['2,934', '']","['94', '']","['1,448', '']","['80', '']","['32,034', '']","['305', '']"
5441,r033,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,32,"['43,595', '']","['1,058', '']","['0', '']","['14,386', '']","['0', '']","['11,050', '']","['440', '']","['17', '']","['1,955', '']","['13,355', '']","['1,334', '']"
5441,r034,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,33,"['41,234', '']","['10,507', '']","['15', '']","['11,534', '']","['16', '']","['2,793', '']","['52', '']","['196', '']","['0', '']","['16,058', '']","['63', '']"
5441,r035,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,34,"['40,468', '']","['3,144', '']","['2,550', '']","['2,776', '']","['0', '']","['14,322', '']","['524', '']","['0', '']","['0', '']","['17,152', '']","['0', '']"
5441,r036,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,35,"['40,392', '']","['2,355', '']","['403', '']","['10,805', '']","['252', '']","['243', '']","['22', '']","['647', '']","['96', '']","['25,222', '']","['347', '']"
5441,r037,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,36,"['39,226', '']","['0', '']","['0', '']","['3,675', '']","['417', '']","['6,923', '']","['545', '']","['167', '']","['2,176', '']","['24,695', '']","['628', '']"
5441,r038,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,37,"['38,504', '']","['1,238', '']","['508', '']","['11,633', '']","['552', '']","['4,272', '']","['158', '']","['182', '']","['146', '']","['19,617', '']","['198', '']"
5441,r039,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,38,"['37,862', '']","['0', '']","['43', '']","['3,505', '']","['0', '']","['836', '']","['0', '']","['0', '']","['0', '']","['33,478', '']","['0', '']"
5441,r040,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,39,"['37,336', '']","['2,989', '']","['1,280', '']","['9,763', '']","['612', '']","['7,360', '']","['120', '']","['11', '']","['820', '']","['14,359', '']","['22', '']"
5441,r041,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,40,"['37,281', '']","['0', '']","['0', '']","['13,931', '']","['0', '']","['589', '']","['66', '']","['0', '']","['0', '']","['22,695', '']","['0', '']"
5441,r042,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,41,"['36,517', '']","['0', '']","['0', '']","['32,465', '']","['0', '']","['4,052', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5441,r043,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,42,"['35,966', '']","['12,649', '']","['0', '']","['874', '']","['0', '']","['11,065', '']","['3,803', '']","['68', '']","['0', '']","['7,496', '']","['11', '']"
5441,r044,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,43,"['35,757', '']","['734', '']","['0', '']","['341', '']","['0', '']","['157', '']","['232', '']","['3,977', '']","['0', '']","['30,311', '']","['5', '']"
5441,r045,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,44,"['35,434', '']","['2,133', '']","['792', '']","['5,862', '']","['2,333', '']","['1,228', '']","['0', '']","['330', '']","['7,675', '']","['15,049', '']","['32', '']"
5441,r046,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,45,"['34,900', '']","['3,677', '']","['645', '']","['337', '']","['0', '']","['8,535', '']","['71', '']","['54', '']","['0', '']","['21,581', '']","['0', '']"
5441,r047,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,46,"['34,756', '']","['7,737', '']","['1,173', '']","['2,176', '']","['0', '']","['12,726', '']","['0', '']","['0', '']","['0', '']","['10,590', '']","['354', '']"
5441,r048,All institutions -> U. Florida,All institutions,U. Florida,2,47,"['33,813', '']","['1,876', '']","['0', '']","['13,696', '']","['210', '']","['425', '']","['17', '']","['944', '']","['0', '']","['16,623', '']","['22', '']"
5441,r049,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,48,"['33,686', '']","['813', '']","['0', '']","['13,777', '']","['356', '']","['1,018', '']","['25', '']","['7', '']","['0', '']","['16,238', '']","['1,452', '']"
5441,r050,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,49,"['33,115', '']","['490', '']","['0', '']","['0', '']","['0', '']","['2,636', '']","['0', '']","['227', '']","['0', '']","['29,762', '']","['0', '']"
5441,r051,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,50,"['32,845', '']","['6,362', '']","['0', '']","['1,094', '']","['0', '']","['1,316', '']","['483', '']","['1,596', '']","['0', '']","['21,742', '']","['252', '']"
5441,r052,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,51,"['31,004', '']","['0', '']","['25', '']","['17,114', '']","['0', '']","['175', '']","['0', '']","['0', '']","['0', '']","['13,690', '']","['0', '']"
5441,r053,All institutions -> U. Utah,All institutions,U. Utah,2,52,"['30,944', '']","['4,576', '']","['19', '']","['10,977', '']","['70', '']","['3,127', '']","['2,433', '']","['1,655', '']","['0', '']","['8,087', '']","['0', '']"
5441,r054,All institutions -> Princeton U.,All institutions,Princeton U.,2,53,"['30,324', '']","['3,423', '']","['444', '']","['2,169', '']","['1,140', '']","['5,938', '']","['241', '']","['540', '']","['0', '']","['16,321', '']","['108', '']"
5441,r055,All institutions -> Mercer U.,All institutions,Mercer U.,2,54,"['29,687', '']","['0', '']","['0', '']","['91', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,596', '']","['0', '']"
5441,r056,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,55,"['29,458', '']","['8,649', '']","['1,980', '']","['1,127', '']","['124', '']","['7,476', '']","['0', '']","['0', '']","['0', '']","['10,102', '']","['0', '']"
5441,r057,All institutions -> U. Arizona,All institutions,U. Arizona,2,56,"['29,232', '']","['3,961', '']","['67', '']","['8,990', '']","['118', '']","['2,309', '']","['184', '']","['534', '']","['333', '']","['12,679', '']","['57', '']"
5441,r058,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,57,"['28,685', '']","['264', '']","['0', '']","['3,102', '']","['136', '']","['1,420', '']","['0', '']","['0', '']","['36', '']","['17,153', '']","['6,574', '']"
5441,r059,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,58,"['27,216', '']","['0', '']","['0', '']","['27,216', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5441,r060,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,59,"['26,047', '']","['1,451', '']","['0', '']","['944', '']","['179', '']","['1,583', '']","['213', '']","['0', '']","['371', '']","['21,306', '']","['0', '']"
5441,r061,All institutions -> Wright State U.,All institutions,Wright State U.,2,60,"['25,512', '']","['517', '']","['0', '']","['1,173', '']","['0', '']","['524', '']","['1,074', '']","['0', '']","['0', '']","['22,173', '']","['51', '']"
5441,r062,All institutions -> Yale U.,All institutions,Yale U.,2,61,"['25,104', '']","['833', '']","['103', '']","['8,528', '']","['430', '']","['8,389', '']","['105', '']","['52', '']","['0', '']","['6,664', '']","['0', '']"
5441,r063,All institutions -> U. Chicago,All institutions,U. Chicago,2,62,"['24,834', '']","['1,691', '']","['0', '']","['4,539', '']","['389', '']","['8,033', '']","['882', '']","['1,835', '']","['0', '']","['7,465', '']","['0', '']"
5441,r064,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,63,"['23,795', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['23,733', '']","['21', '']"
5441,r065,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,64,"['22,879', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22,879', '']","['0', '']"
5441,r066,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,65,"['21,663', '']","['1,973', '']","['2,462', '']","['0', '']","['0', '']","['811', '']","['0', '']","['0', '']","['0', '']","['15,445', '']","['972', '']"
5441,r067,All institutions -> New York U.,All institutions,New York U.,2,66,"['21,608', '']","['1,974', '']","['0', '']","['11,106', '']","['1,912', '']","['2,745', '']","['784', '']","['0', '']","['0', '']","['2,606', '']","['481', '']"
5441,r068,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,67,"['21,467', '']","['1,656', '']","['490', '']","['0', '']","['497', '']","['4,515', '']","['0', '']","['0', '']","['0', '']","['14,309', '']","['0', '']"
5441,r069,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,68,"['21,430', '']","['1,385', '']","['0', '']","['10,847', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,340', '']","['858', '']"
5441,r070,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,69,"['20,760', '']","['1,315', '']","['0', '']","['212', '']","['435', '']","['1,122', '']","['0', '']","['283', '']","['2', '']","['16,329', '']","['1,062', '']"
5441,r071,All institutions -> Boston U.,All institutions,Boston U.,2,70,"['20,249', '']","['1,260', '']","['164', '']","['6,366', '']","['313', '']","['1,533', '']","['282', '']","['0', '']","['0', '']","['9,513', '']","['818', '']"
5441,r072,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,71,"['20,057', '']","['615', '']","['98', '']","['3,121', '']","['0', '']","['2,282', '']","['226', '']","['388', '']","['645', '']","['12,482', '']","['200', '']"
5441,r073,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,72,"['19,757', '']","['809', '']","['144', '']","['11,480', '']","['185', '']","['837', '']","['0', '']","['220', '']","['0', '']","['5,941', '']","['141', '']"
5441,r074,All institutions -> Rice U.,All institutions,Rice U.,2,73,"['19,702', '']","['2,745', '']","['363', '']","['1,444', '']","['240', '']","['2,713', '']","['676', '']","['0', '']","['0', '']","['11,521', '']","['0', '']"
5441,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,"['19,546', '']","['5,029', '']","['192', '']","['3,051', '']","['2,170', '']","['1,497', '']","['8', '']","['181', '']","['54', '']","['7,364', '']","['0', '']"
5441,r076,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,75,"['19,336', '']","['0', '']","['11', '']","['3,227', '']","['0', '']","['11,394', '']","['0', '']","['0', '']","['0', '']","['4,704', '']","['0', '']"
5441,r077,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,76,"['19,056', '']","['2,875', '']","['513', '']","['10,698', '']","['359', '']","['4,057', '']","['0', '']","['118', '']","['0', '']","['376', '']","['60', '']"
5441,r078,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,77,"['18,278', '']","['2,047', '']","['4,549', '']","['2,562', '']","['67', '']","['267', '']","['69', '']","['0', '']","['630', '']","['7,525', '']","['562', '']"
5441,r079,All institutions -> U. Delaware,All institutions,U. Delaware,2,78,"['18,040', '']","['366', '']","['816', '']","['2,059', '']","['674', '']","['2,809', '']","['0', '']","['51', '']","['0', '']","['11,117', '']","['148', '']"
5441,r080,All institutions -> Florida State U.,All institutions,Florida State U.,2,79,"['17,546', '']","['528', '']","['875', '']","['352', '']","['127', '']","['763', '']","['3,734', '']","['0', '']","['0', '']","['11,167', '']","['0', '']"
5441,r081,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,80,"['17,161', '']","['1,867', '']","['259', '']","['3,957', '']","['0', '']","['3,364', '']","['429', '']","['0', '']","['0', '']","['7,252', '']","['33', '']"
5441,r082,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,81,"['17,086', '']","['889', '']","['650', '']","['157', '']","['0', '']","['7,010', '']","['0', '']","['422', '']","['0', '']","['7,629', '']","['329', '']"
5441,r083,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,82,"['16,361', '']","['5,782', '']","['0', '']","['928', '']","['300', '']","['2,563', '']","['1', '']","['0', '']","['0', '']","['6,787', '']","['0', '']"
5441,r084,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,83,"['16,115', '']","['0', '']","['0', '']","['16,089', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5441,r085,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,84,"['15,890', '']","['0', '']","['0', '']","['15,890', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5441,r086,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,85,"['15,787', '']","['1,243', '']","['0', '']","['12,267', '']","['0', '']","['434', '']","['329', '']","['0', '']","['0', '']","['1,502', '']","['12', '']"
5441,r087,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,86,"['15,237', '']","['2,406', '']","['106', '']","['2,601', '']","['568', '']","['878', '']","['308', '']","['40', '']","['68', '']","['7,639', '']","['623', '']"
5441,r088,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,87,"['15,214', '']","['2,254', '']","['120', '']","['11,996', '']","['18', '']","['538', '']","['132', '']","['22', '']","['11', '']","['82', '']","['41', '']"
5441,r089,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,88,"['14,648', '']","['0', '']","['0', '']","['7,378', '']","['30', '']","['1,907', '']","['0', '']","['122', '']","['0', '']","['5,211', '']","['0', '']"
5441,r090,All institutions -> U. Miami,All institutions,U. Miami,2,89,"['14,610', '']","['0', '']","['6,180', '']","['6,966', '']","['0', '']","['435', '']","['528', '']","['0', '']","['0', '']","['501', '']","['0', '']"
5441,r091,All institutions -> U. Iowa,All institutions,U. Iowa,2,90,"['14,506', '']","['1,127', '']","['0', '']","['5,004', '']","['95', '']","['2,082', '']","['0', '']","['19', '']","['0', '']","['6,107', '']","['72', '']"
5441,r092,All institutions -> Emory U.,All institutions,Emory U.,2,91,"['14,235', '']","['52', '']","['191', '']","['10,056', '']","['256', '']","['2,900', '']","['0', '']","['33', '']","['0', '']","['703', '']","['44', '']"
5441,r093,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,92,"['14,181', '']","['1,925', '']","['0', '']","['6,184', '']","['516', '']","['582', '']","['44', '']","['0', '']","['0', '']","['4,891', '']","['39', '']"
5441,r094,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,93,"['14,023', '']","['0', '']","['347', '']","['3,689', '']","['685', '']","['1,367', '']","['21', '']","['7', '']","['0', '']","['7,889', '']","['18', '']"
5441,r095,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,94,"['13,929', '']","['0', '']","['0', '']","['10,178', '']","['46', '']","['355', '']","['20', '']","['25', '']","['0', '']","['3,194', '']","['111', '']"
5441,r096,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,95,"['13,702', '']","['628', '']","['69', '']","['3,008', '']","['192', '']","['279', '']","['0', '']","['108', '']","['378', '']","['8,951', '']","['89', '']"
5441,r097,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,96,"['13,660', '']","['142', '']","['445', '']","['1,704', '']","['23', '']","['1,528', '']","['0', '']","['0', '']","['0', '']","['9,818', '']","['0', '']"
5441,r098,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,97,"['13,592', '']","['2,514', '']","['0', '']","['2,293', '']","['0', '']","['3,167', '']","['0', '']","['72', '']","['13', '']","['5,533', '']","['0', '']"
5441,r099,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,98,"['13,220', '']","['0', '']","['11', '']","['9,270', '']","['159', '']","['128', '']","['0', '']","['112', '']","['0', '']","['3,365', '']","['175', '']"
5441,r100,All institutions -> U. Rochester,All institutions,U. Rochester,2,99,"['13,201', '']","['878', '']","['42', '']","['5,394', '']","['0', '']","['5,067', '']","['27', '']","['31', '']","['0', '']","['1,762', '']","['0', '']"
5441,r101,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,100,"['13,163', '']","['0', '']","['0', '']","['13,118', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45', '']","['0', '']"
5441,r102,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,101,"['12,993', '']","['0', '']","['0', '']","['12,148', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['568', '']","['252', '']"
5441,r103,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,102,"['12,666', '']","['1,200', '']","['0', '']","['2,171', '']","['0', '']","['545', '']","['0', '']","['0', '']","['0', '']","['8,657', '']","['93', '']"
5441,r104,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,103,"['12,512', '']","['3', '']","['896', '']","['0', '']","['152', '']","['275', '']","['0', '']","['0', '']","['0', '']","['11,001', '']","['185', '']"
5441,r105,All institutions -> U. Maine,All institutions,U. Maine,2,104,"['12,392', '']","['0', '']","['91', '']","['21', '']","['0', '']","['263', '']","['0', '']","['0', '']","['13', '']","['12,004', '']","['0', '']"
5441,r106,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,105,"['11,673', '']","['0', '']","['11,673', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5441,r107,All institutions -> Tufts U.,All institutions,Tufts U.,2,106,"['11,639', '']","['2,908', '']","['0', '']","['3,677', '']","['90', '']","['39', '']","['420', '']","['0', '']","['253', '']","['4,252', '']","['0', '']"
5441,r108,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,107,"['11,379', '']","['1,213', '']","['619', '']","['0', '']","['736', '']","['1,629', '']","['0', '']","['0', '']","['0', '']","['6,886', '']","['296', '']"
5441,r109,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,108,"['11,057', '']","['4', '']","['2,782', '']","['183', '']","['187', '']","['4,869', '']","['0', '']","['2,570', '']","['0', '']","['456', '']","['6', '']"
5441,r110,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,109,"['10,945', '']","['773', '']","['0', '']","['947', '']","['0', '']","['811', '']","['220', '']","['0', '']","['50', '']","['8,132', '']","['12', '']"
5441,r111,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,110,"['10,747', '']","['84', '']","['1,593', '']","['197', '']","['0', '']","['4,401', '']","['0', '']","['1', '']","['302', '']","['4,117', '']","['52', '']"
5441,r112,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,111,"['10,406', '']","['1,581', '']","['0', '']","['5,678', '']","['0', '']","['166', '']","['0', '']","['0', '']","['0', '']","['2,502', '']","['479', '']"
