table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_medical_school_r_d_expenditures
8016,r024,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['955,565', '']","['526,791', '']"
8016,r025,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['6,688', '']","['1,128', '']"
8016,r026,Colorado,Colorado,,,1,"['', '']","['', '']"
8016,r027,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']"
8016,r028,Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>b</sup>,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>b</sup>,3,"['562,855', '']","['396,106', '']"
8016,r029,Connecticut,Connecticut,,,1,"['', '']","['', '']"
8016,r030,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']"
8016,r031,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['302,329', '']","['112,221', '']"
8016,r032,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']"
8016,r033,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['1,165,148', '']","['964,412', '']"
8016,r034,District of Columbia,District of Columbia,,,1,"['', '']","['', '']"
8016,r035,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']"
8016,r036,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['266,108', '']","['61,311', '']"
8016,r037,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['279,932', '']","['175,749', '']"
8016,r038,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['52,412', '']","['18,340', '']"
8016,r039,Florida,Florida,,,1,"['', '']","['', '']"
8016,r040,Florida -> Public,Florida,Public,,2,"['', '']","['', '']"
8016,r041,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['58,471', '']","['7,629', '']"
8016,r042,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['246,075', '']","['15,978', '']"
8016,r043,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['328,604', '']","['25,944', '']"
8016,r044,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['218,596', '']","['6,331', '']"
8016,r045,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['959,965', '']","['413,416', '']"
8016,r046,Florida -> Public -> U. South Florida<sup>c</sup>,Florida,Public,U. South Florida<sup>c</sup>,3,"['405,088', '']","['156,108', '']"
8016,r047,Florida -> Private,Florida,Private,,2,"['', '']","['', '']"
8016,r048,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['24,513', '']","['11,537', '']"
8016,r049,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['375,841', '']","['295,865', '']"
8016,r050,Georgia,Georgia,,,1,"['', '']","['', '']"
8016,r051,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']"
8016,r052,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['116,480', '']","['108,454', '']"
8016,r053,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']"
8016,r054,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['852,922', '']","['542,947', '']"
8016,r055,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['51,989', '']","['5,639', '']"
8016,r056,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['32,637', '']","['32,637', '']"
8016,r057,Hawaii,Hawaii,,,1,"['', '']","['', '']"
8016,r058,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']"
8016,r059,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['271,768', '']","['30,580', '']"
8016,r060,Illinois,Illinois,,,1,"['', '']","['', '']"
8016,r061,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']"
8016,r062,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['47,210', '']","['18,340', '']"
8016,r063,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['429,585', '']","['208,133', '']"
8016,r064,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['731,268', '']","['291', '']"
8016,r065,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']"
8016,r066,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['44,036', '']","['36,453', '']"
8016,r067,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['10,961', '']","['5,966', '']"
8016,r068,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['913,178', '']","['688,103', '']"
8016,r069,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['13,805', '']","['12,119', '']"
8016,r070,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['107,398', '']","['103,591', '']"
8016,r071,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['497,651', '']","['337,673', '']"
8016,r072,Indiana,Indiana,,,1,"['', '']","['', '']"
8016,r073,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']"
8016,r074,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['695,258', '']","['458,446', '']"
8016,r075,Iowa,Iowa,,,1,"['', '']","['', '']"
8016,r076,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']"
8016,r077,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['553,876', '']","['316,951', '']"
8016,r078,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']"
8016,r079,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['5,258', 'i']","['756', 'i']"
8016,r080,Kansas,Kansas,,,1,"['', '']","['', '']"
8016,r081,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']"
8016,r082,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['385,637', '']","['159,256', '']"
8016,r083,Kentucky,Kentucky,,,1,"['', '']","['', '']"
8016,r084,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']"
8016,r085,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['429,241', '']","['168,976', '']"
8016,r086,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['200,362', '']","['135,711', '']"
8016,r087,Louisiana,Louisiana,,,1,"['', '']","['', '']"
8016,r088,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']"
8016,r089,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['44,370', '']","['39,299', '']"
8016,r090,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['24,600', '']","['24,600', '']"
8016,r091,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']"
8016,r092,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['205,206', '']","['78,702', '']"
8016,r093,Maine,Maine,,,1,"['', '']","['', '']"
8016,r094,Maine -> Private,Maine,Private,,2,"['', '']","['', '']"
8016,r095,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['6,234', '']","['1,246', '']"
8016,r096,Maryland,Maryland,,,1,"['', '']","['', '']"
8016,r097,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']"
8016,r098,Maryland -> Public -> U. Maryland<sup>d</sup>,Maryland,Public,U. Maryland<sup>d</sup>,3,"['1,142,264', '']","['471,849', '']"
8016,r099,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,3,"['384,490', '']","['293,540', '']"
8016,r100,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']"
8016,r101,Maryland -> Private -> Johns Hopkins U.<sup>e</sup>,Maryland,Private,Johns Hopkins U.<sup>e</sup>,3,"['3,181,385', '']","['754,413', '']"
8016,r102,Massachusetts,Massachusetts,,,1,"['', '']","['', '']"
8016,r103,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']"
8016,r104,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['347,337', '']","['347,337', '']"
8016,r105,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']"
8016,r106,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['652,096', '']","['193,605', '']"
8016,r107,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,254,008', '']","['399,656', '']"
8016,r108,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['224,956', '']","['49,379', '']"
8016,r109,Michigan,Michigan,,,1,"['', '']","['', '']"
8016,r110,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']"
8016,r111,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['21,726', '']","['10,493', '']"
8016,r112,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['710,178', '']","['85,501', '']"
8016,r113,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['20,261', '']","['47', '']"
8016,r114,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,639,645', '']","['660,061', '']"
8016,r115,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['235,519', '']","['158,775', '']"
8016,r116,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['25,314', '']","['5,375', '']"
8016,r117,Minnesota,Minnesota,,,1,"['', '']","['', '']"
8016,r118,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']"
8016,r119,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,072,961', '']","['344,702', '']"
8016,r120,Mississippi,Mississippi,,,1,"['', '']","['', '']"
8016,r121,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']"
8016,r122,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['116,175', '']","['51,429', '']"
8016,r123,Missouri,Missouri,,,1,"['', '']","['', '']"
8016,r124,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']"
8016,r125,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['388,779', '']","['60,196', '']"
8016,r126,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['33,855', '']","['7,334', '']"
8016,r127,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']"
8016,r128,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['79,005', '']","['38,745', '']"
8016,r129,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['989,214', '']","['878,809', '']"
8016,r130,Nebraska,Nebraska,,,1,"['', '']","['', '']"
8016,r131,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']"
8016,r132,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['200,974', '']","['121,542', '']"
8016,r133,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']"
8016,r134,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['23,251', '']","['15,709', 'i']"
8016,r135,Nevada,Nevada,,,1,"['', '']","['', '']"
8016,r136,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']"
8016,r137,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['101,009', '']","['7,516', '']"
8016,r138,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['175,386', '']","['36,445', '']"
8016,r139,New Hampshire,New Hampshire,,,1,"['', '']","['', '']"
8016,r140,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']"
8016,r141,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['330,226', '']","['149,441', '']"
8016,r142,New Jersey,New Jersey,,,1,"['', '']","['', '']"
8016,r143,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']"
8016,r144,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['26,458', '']","['10,809', '']"
8016,r145,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['643,955', '']","['315,754', '']"
8016,r146,New Mexico,New Mexico,,,1,"['', '']","['', '']"
8016,r147,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']"
8016,r148,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['332,566', '']","['189,939', '']"
8016,r149,New York,New York,,,1,"['', '']","['', '']"
8016,r150,New York -> Public,New York,Public,,2,"['', '']","['', '']"
8016,r151,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['57,361', '']","['3,870', '']"
8016,r152,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['34,459', '']","['33,555', '']"
8016,r153,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['274,516', '']","['125,081', '']"
8016,r154,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['425,349', '']","['173,934', '']"
8016,r155,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['44,870', '']","['35,677', '']"
8016,r156,New York -> Private,New York,Private,,2,"['', '']","['', '']"
8016,r157,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['22,443', '']","['22,443', '']"
8016,r158,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['301,715', '']","['301,714', '']"
8016,r159,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['1,098,570', '']","['588,930', '']"
8016,r160,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['1,183,524', '']","['512,076', '']"
8016,r161,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['5,545', '']","['268', '']"
8016,r162,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['820,260', '']","['820,260', '']"
8016,r163,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['4,465', '']","['2,858', '']"
8016,r164,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['18,872', '']","['17,098', '']"
8016,r165,New York -> Private -> New York U.,New York,Private,New York U.,3,"['1,063,704', '']","['703,546', '']"
8016,r166,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['409,255', '']","['255,944', '']"
8016,r167,North Carolina,North Carolina,,,1,"['', '']","['', '']"
8016,r168,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']"
8016,r169,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['51,662', '']","['16,284', '']"
8016,r170,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['1,205,883', '']","['700,242', '']"
8016,r171,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']"
8016,r172,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['1,237,686', '']","['1,001,689', '']"
8016,r173,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['264,216', '']","['250,219', '']"
8016,r174,North Dakota,North Dakota,,,1,"['', '']","['', '']"
8016,r175,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']"
8016,r176,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['143,506', '']","['26,108', '']"
8016,r177,Ohio,Ohio,,,1,"['', '']","['', '']"
8016,r178,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']"
8016,r179,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['13,853', '']","['12,612', '']"
8016,r180,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['1,236,111', '']","['715,150', '']"
8016,r181,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['49,764', '']","['10,228', '']"
8016,r182,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['551,826', '']","['443,667', '']"
8016,r183,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['53,169', '']","['18,512', '']"
8016,r184,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['26,259', '']","['9,192', '']"
8016,r185,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']"
8016,r186,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['421,868', '']","['347,262', '']"
8016,r187,Oklahoma,Oklahoma,,,1,"['', '']","['', '']"
8016,r188,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']"
8016,r189,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['7,758', '']","['7,758', '']"
8016,r190,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['380,048', '']","['125,288', '']"
8016,r191,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['7,185', '']","['2,095', '']"
8016,r192,Oregon,Oregon,,,1,"['', '']","['', '']"
8016,r193,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']"
8016,r194,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['452,812', '']","['266,062', '']"
8016,r195,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']"
8016,r196,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']"
8016,r197,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['970,544', '']","['127,567', '']"
8016,r198,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['299,778', '']","['107,003', '']"
8016,r199,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['1,135,416', '']","['833,234', '']"
8016,r200,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']"
8016,r201,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['152,752', '']","['48,776', '']"
8016,r202,Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,3,"['6,186', '']","['3,349', '']"
8016,r203,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['200,393', '']","['182,868', '']"
8016,r204,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['1,631,950', '']","['1,101,897', '']"
8016,r205,Rhode Island,Rhode Island,,,1,"['', '']","['', '']"
8016,r206,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']"
8016,r207,Rhode Island -> Private -> Brown U.,Rhode Island,Private,Brown U.,3,"['276,331', '']","['146,373', '']"
8016,r208,South Carolina,South Carolina,,,1,"['', '']","['', '']"
8016,r209,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']"
8016,r210,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['277,761', '']","['230,972', '']"
8016,r211,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['215,374', '']","['20,076', '']"
8016,r212,South Dakota,South Dakota,,,1,"['', '']","['', '']"
8016,r213,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']"
8016,r214,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['27,537', '']","['8,732', '']"
8016,r215,Tennessee,Tennessee,,,1,"['', '']","['', '']"
8016,r216,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']"
8016,r217,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['18,449', '']","['9,231', '']"
8016,r218,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['109,562', '']","['109,562', '']"
8016,r219,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']"
8016,r220,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['15,840', '']","['13,870', '']"
8016,r221,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['1,019,273', '']","['527,414', '']"
8016,r222,Texas,Texas,,,1,"['', '']","['', '']"
8016,r223,Texas -> Public,Texas,Public,,2,"['', '']","['', '']"
8016,r224,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['13,315', '']","['369', '']"
8016,r225,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['1,147,720', '']","['43,498', '']"
8016,r226,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['41,583', '']","['26,239', '']"
8016,r227,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['11,360', '']","['9,238', '']"
8016,r228,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['202,536', '']","['715', '']"
8016,r229,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['50,698', '']","['3,809', '']"
8016,r230,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['308,823', '']","['175,096', '']"
8016,r231,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['219,734', '']","['174,351', '']"
8016,r232,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['185,759', '']","['178,201', '']"
8016,r233,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['58,187', '']","['22,814', '']"
8016,r234,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['632,134', '']","['626,614', '']"
8016,r235,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['779,348', '']","['36,493', '']"
8016,r236,Texas -> Private,Texas,Private,,2,"['', '']","['', '']"
8016,r237,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['716,976', '']","['716,976', '']"
8016,r238,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['15,336', '']","['51', '']"
8016,r239,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['1,982', '']","['585', '']"
8016,r240,Utah,Utah,,,1,"['', '']","['', '']"
8016,r241,Utah -> Public,Utah,Public,,2,"['', '']","['', '']"
8016,r242,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['624,737', '']","['217,758', '']"
8016,r243,Vermont,Vermont,,,1,"['', '']","['', '']"
8016,r244,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']"
8016,r245,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['195,320', '']","['103,813', '']"
8016,r246,Virginia,Virginia,,,1,"['', '']","['', '']"
8016,r247,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']"
8016,r248,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['19,415', '']","['19,219', '']"
8016,r249,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['611,313', '']","['312,818', '']"
