table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_dod_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10152,r011,All institutions -> U. Southern California,All institutions,U. Southern California,2,10,"['122,075', '']","['80,573', '']","['0', '']","['8,095', '']","['112', '']","['3,992', '']","['340', '']","['813', '']","['0', '']","['27,750', '']","['400', '']"
10152,r012,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,11,"['111,193', '']","['67,332', '']","['0', '']","['223', '']","['1,632', '']","['742', '']","['1,313', '']","['986', '']","['55', '']","['38,859', '']","['51', '']"
10152,r013,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,12,"['108,842', '']","['5,585', '']","['31,288', '']","['31,493', '']","['1,024', '']","['4,582', '']","['813', '']","['292', '']","['0', '']","['33,072', '']","['693', '']"
10152,r014,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,13,"['104,632', '']","['460', '']","['44,711', '']","['19,683', '']","['78', '']","['8,260', '']","['1,916', '']","['931', '']","['15', '']","['28,309', '']","['269', '']"
10152,r015,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,14,"['100,464', '']","['1,031', '']","['2,818', '']","['87,083', '']","['385', '']","['570', '']","['144', '']","['3,358', '']","['282', '']","['4,793', '']","['0', '']"
10152,r016,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,15,"['82,277', '']","['432', '']","['161', '']","['17,107', '']","['521', '']","['4,319', '']","['189', '']","['3,238', '']","['0', '']","['56,310', '']","['0', '']"
10152,r017,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,16,"['80,980', '']","['49,554', '']","['405', '']","['47', '']","['6', '']","['581', '']","['68', '']","['837', '']","['0', '']","['29,464', '']","['18', '']"
10152,r018,All institutions -> Stanford U.,All institutions,Stanford U.,2,17,"['75,608', '']","['7,877', '']","['1,790', '']","['18,720', '']","['986', '']","['17,463', '']","['563', '']","['1,059', '']","['0', '']","['26,766', '']","['384', '']"
10152,r019,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,18,"['70,926', '']","['5,628', '']","['0', '']","['2,134', '']","['192', '']","['4,005', '']","['58', '']","['0', '']","['14', '']","['56,207', '']","['2,688', '']"
10152,r020,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,19,"['68,495', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['67,276', '']","['1,219', '']"
10152,r021,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,20,"['62,791', '']","['14,836', '']","['191', '']","['4,072', '']","['82', '']","['6,924', '']","['271', '']","['318', '']","['123', '']","['35,122', '']","['852', '']"
10152,r022,All institutions -> Duke U.,All institutions,Duke U.,2,21,"['62,529', '']","['1,032', '']","['2,524', '']","['34,764', '']","['718', '']","['888', '']","['44', '']","['281', '']","['0', '']","['22,263', '']","['15', '']"
10152,r023,All institutions -> George Mason U.,All institutions,George Mason U.,2,22,"['59,544', '']","['11,559', '']","['1,637', '']","['2,780', '']","['1,461', '']","['1,467', '']","['259', '']","['386', '']","['0', '']","['37,922', '']","['2,073', '']"
10152,r024,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,23,"['58,347', '']","['2,560', '']","['26', '']","['43,415', '']","['583', '']","['4,197', '']","['0', '']","['109', '']","['246', '']","['7,113', '']","['98', '']"
10152,r025,All institutions -> Harvard U.,All institutions,Harvard U.,2,24,"['57,929', '']","['3,375', '']","['365', '']","['15,766', '']","['213', '']","['20,862', '']","['197', '']","['4,445', '']","['0', '']","['12,706', '']","['0', '']"
10152,r026,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,25,"['57,657', '']","['11,346', '']","['132', '']","['13,631', '']","['593', '']","['5,608', '']","['2,115', '']","['4,326', '']","['0', '']","['18,686', '']","['1,220', '']"
10152,r027,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,26,"['56,414', '']","['2,393', '']","['0', '']","['2,298', '']","['3,677', '']","['1,781', '']","['0', '']","['0', '']","['58', '']","['38,927', '']","['7,280', '']"
10152,r028,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,27,"['55,336', '']","['3,391', '']","['1,542', '']","['19,236', '']","['3,096', '']","['2,843', '']","['66', '']","['1,170', '']","['477', '']","['23,163', '']","['352', '']"
10152,r029,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,28,"['53,738', '']","['12,887', '']","['1,213', '']","['17,683', '']","['30', '']","['3,958', '']","['213', '']","['410', '']","['0', '']","['17,326', '']","['18', '']"
10152,r030,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,29,"['52,870', '']","['3,660', '']","['785', '']","['11,471', '']","['220', '']","['356', '']","['0', '']","['1,552', '']","['5', '']","['34,287', '']","['534', '']"
10152,r031,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,30,"['50,435', '']","['2,117', '']","['0', '']","['27,058', '']","['0', '']","['8,540', '']","['156', '']","['89', '']","['44', '']","['11,256', '']","['1,175', '']"
10152,r032,All institutions -> Cornell U.,All institutions,Cornell U.,2,31,"['49,918', '']","['6,804', '']","['81', '']","['11,410', '']","['0', '']","['13,722', '']","['184', '']","['367', '']","['0', '']","['17,350', '']","['0', '']"
10152,r033,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,32,"['49,573', '']","['0', '']","['0', '']","['44,582', '']","['0', '']","['4,991', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10152,r034,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,33,"['48,175', '']","['0', '']","['0', '']","['3,842', '']","['645', '']","['11,592', '']","['699', '']","['298', '']","['2,008', '']","['29,084', '']","['7', '']"
10152,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['47,799', '']","['791', '']","['0', '']","['5,222', '']","['30', '']","['1,325', '']","['0', '']","['0', '']","['0', '']","['40,431', '']","['0', '']"
10152,r036,All institutions -> U. Florida,All institutions,U. Florida,2,35,"['47,390', '']","['2,391', '']","['66', '']","['18,003', '']","['181', '']","['333', '']","['103', '']","['1,743', '']","['0', '']","['24,570', '']","['0', '']"
10152,r037,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,36,"['45,916', '']","['945', '']","['561', '']","['16,253', '']","['175', '']","['2,781', '']","['164', '']","['183', '']","['568', '']","['23,516', '']","['770', '']"
10152,r038,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,37,"['44,908', 'i']","['0', 'i']","['12,771', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,137', 'i']","['0', '']"
10152,r039,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,38,"['44,132', '']","['0', '']","['36,261', '']","['441', '']","['0', '']","['2,035', '']","['0', '']","['0', '']","['1,923', '']","['3,409', '']","['63', '']"
10152,r040,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,39,"['43,855', '']","['8,631', '']","['235', '']","['2,115', '']","['343', '']","['2,045', '']","['938', '']","['1,314', '']","['6,113', '']","['21,288', '']","['833', '']"
10152,r041,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,40,"['42,985', '']","['2,942', '']","['750', '']","['247', '']","['330', '']","['9,515', '']","['415', '']","['140', '']","['0', '']","['28,396', '']","['250', '']"
10152,r042,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,41,"['42,875', '']","['4,702', '']","['3,825', '']","['704', '']","['2,056', '']","['4,668', '']","['40', '']","['4,261', '']","['5,020', '']","['13,346', '']","['4,253', '']"
10152,r043,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,42,"['42,075', '']","['2,127', '']","['1,902', '']","['8,856', '']","['691', '']","['5,314', '']","['83', '']","['0', '']","['1,513', '']","['21,509', '']","['80', '']"
10152,r044,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,43,"['38,946', '']","['3,510', '']","['1,773', '']","['1,158', '']","['77', '']","['15,059', '']","['130', '']","['0', '']","['0', '']","['17,239', '']","['0', '']"
10152,r045,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,44,"['38,791', '']","['550', '']","['122', '']","['2,577', '']","['80', '']","['3,267', '']","['0', '']","['0', '']","['0', '']","['25,246', '']","['6,949', '']"
10152,r046,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,45,"['37,196', '']","['5,803', '']","['24', '']","['17,911', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,456', '']","['0', '']"
10152,r047,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,46,"['36,190', '']","['700', '']","['0', '']","['14,940', '']","['832', '']","['807', '']","['246', '']","['303', '']","['0', '']","['18,216', '']","['146', '']"
10152,r048,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,47,"['36,141', '']","['10,408', '']","['43', '']","['9,480', '']","['55', '']","['1,371', '']","['132', '']","['465', '']","['85', '']","['13,702', '']","['400', '']"
10152,r049,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,48,"['35,803', '']","['14,804', '']","['5,263', '']","['1,319', '']","['0', '']","['2,823', '']","['0', '']","['0', '']","['0', '']","['11,594', '']","['0', '']"
10152,r050,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,49,"['35,311', '']","['150', '']","['97', '']","['244', '']","['423', '']","['2,175', '']","['0', '']","['0', '']","['0', '']","['32,222', '']","['0', '']"
10152,r051,All institutions -> U. Arizona,All institutions,U. Arizona,2,50,"['34,437', '']","['5,119', '']","['365', '']","['7,646', '']","['78', '']","['3,265', '']","['335', '']","['498', '']","['0', '']","['17,131', '']","['0', '']"
10152,r052,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,51,"['34,222', '']","['1,951', '']","['0', '']","['3,864', '']","['175', '']","['790', '']","['43', '']","['0', '']","['2,164', '']","['25,235', '']","['0', '']"
10152,r053,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,52,"['33,878', '']","['10,222', '']","['0', '']","['1,064', '']","['0', '']","['12,455', '']","['2,503', '']","['286', '']","['0', '']","['7,140', '']","['208', '']"
10152,r054,All institutions -> Yale U.,All institutions,Yale U.,2,53,"['33,555', '']","['1,840', '']","['97', '']","['14,413', '']","['232', '']","['10,764', '']","['431', '']","['40', '']","['0', '']","['5,738', '']","['0', '']"
10152,r055,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,54,"['33,169', '']","['3,230', '']","['0', '']","['481', '']","['0', '']","['93', '']","['198', '']","['1,729', '']","['0', '']","['27,418', '']","['20', '']"
10152,r056,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,55,"['32,063', '']","['2,525', '']","['325', '']","['3,293', '']","['1,229', '']","['1,871', '']","['0', '']","['308', '']","['7,288', '']","['15,218', '']","['6', '']"
10152,r057,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,56,"['30,725', '']","['3,715', '']","['0', '']","['615', '']","['0', '']","['1,127', '']","['302', '']","['1,009', '']","['0', '']","['23,264', '']","['693', '']"
10152,r058,All institutions -> Mercer U.,All institutions,Mercer U.,2,57,"['30,267', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['333', '']","['29,934', '']","['0', '']"
10152,r059,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,58,"['29,403', '']","['1,794', '']","['735', '']","['0', '']","['149', '']","['7,538', '']","['0', '']","['0', '']","['0', '']","['19,187', '']","['0', '']"
10152,r060,All institutions -> Princeton U.,All institutions,Princeton U.,2,59,"['29,379', '']","['2,811', '']","['75', '']","['1,375', '']","['869', '']","['4,431', '']","['474', '']","['576', '']","['0', '']","['18,768', '']","['0', '']"
10152,r061,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,60,"['28,973', '']","['4,140', '']","['825', '']","['2,938', '']","['0', '']","['12,713', '']","['0', '']","['0', '']","['0', '']","['8,145', '']","['212', '']"
10152,r062,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,61,"['28,280', '']","['1,654', '']","['0', '']","['168', '']","['313', '']","['200', '']","['0', '']","['0', '']","['0', '']","['25,941', '']","['4', '']"
10152,r063,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,62,"['27,848', '']","['530', '']","['150', '']","['6,724', '']","['139', '']","['1,046', '']","['0', '']","['136', '']","['1,519', '']","['17,341', '']","['263', '']"
10152,r064,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,63,"['27,617', '']","['516', '']","['117', '']","['12,659', '']","['259', '']","['827', '']","['0', '']","['887', '']","['0', '']","['12,188', '']","['164', '']"
10152,r065,All institutions -> U. Maine,All institutions,U. Maine,2,64,"['26,804', '']","['0', '']","['32', '']","['13', '']","['0', '']","['75', '']","['0', '']","['0', '']","['0', '']","['26,656', '']","['28', '']"
10152,r066,All institutions -> U. Miami,All institutions,U. Miami,2,65,"['26,703', '']","['0', '']","['13,353', '']","['11,007', '']","['0', '']","['407', '']","['1,199', '']","['0', '']","['0', '']","['737', '']","['0', '']"
10152,r067,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,66,"['26,622', '']","['1,946', '']","['818', '']","['19,578', '']","['209', '']","['2,668', '']","['0', '']","['326', '']","['0', '']","['852', '']","['225', '']"
10152,r068,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,67,"['26,605', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,605', '']","['0', '']"
10152,r069,All institutions -> U. Utah,All institutions,U. Utah,2,68,"['26,133', '']","['2,934', '']","['374', '']","['9,627', '']","['0', '']","['2,853', '']","['2,513', '']","['1,916', '']","['0', '']","['5,869', '']","['47', '']"
10152,r070,All institutions -> U. Chicago,All institutions,U. Chicago,2,69,"['26,106', '']","['1,857', '']","['0', '']","['3,725', '']","['844', '']","['9,187', '']","['350', '']","['398', '']","['0', '']","['9,745', '']","['0', '']"
10152,r071,All institutions -> U. Delaware,All institutions,U. Delaware,2,70,"['25,879', '']","['674', '']","['3,276', '']","['1,660', '']","['331', '']","['2,660', '']","['469', '']","['0', '']","['0', '']","['16,761', '']","['48', '']"
10152,r072,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,71,"['25,843', '']","['12,269', '']","['13', '']","['0', '']","['0', '']","['567', '']","['0', '']","['0', '']","['0', '']","['12,971', '']","['23', '']"
10152,r073,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,72,"['24,820', '']","['930', '']","['58', '']","['20,453', '']","['102', '']","['1,165', '']","['353', '']","['13', '']","['0', '']","['1,746', '']","['0', '']"
10152,r074,All institutions -> Florida International U.,All institutions,Florida International U.,2,73,"['24,093', '']","['1,606', '']","['623', '']","['1,863', '']","['39', '']","['9,460', '']","['0', '']","['1,447', '']","['0', '']","['9,055', '']","['0', '']"
10152,r075,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,74,"['24,013', '']","['142', '']","['0', '']","['11,439', '']","['0', '']","['83', '']","['114', '']","['0', '']","['0', '']","['12,235', '']","['0', '']"
10152,r076,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,75,"['23,720', '']","['2,706', '']","['494', '']","['921', '']","['0', '']","['6,944', '']","['0', '']","['119', '']","['0', '']","['11,691', '']","['845', '']"
10152,r077,All institutions -> Rice U.,All institutions,Rice U.,2,76,"['23,480', '']","['1,381', '']","['66', '']","['820', '']","['562', '']","['2,929', '']","['1,131', '']","['0', '']","['0', '']","['16,475', '']","['116', '']"
10152,r078,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,77,"['22,576', '']","['428', '']","['266', '']","['5,182', '']","['0', '']","['1,990', '']","['62', '']","['241', '']","['270', '']","['14,137', '']","['0', '']"
10152,r079,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,78,"['22,079', '']","['243', '']","['432', '']","['3,039', '']","['245', '']","['875', '']","['0', '']","['0', '']","['0', '']","['17,245', '']","['0', '']"
10152,r080,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,79,"['22,026', '']","['55', '']","['0', '']","['5,051', '']","['95', '']","['1,368', '']","['0', '']","['0', '']","['0', '']","['15,457', '']","['0', '']"
10152,r081,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,80,"['21,977', '']","['0', '']","['0', '']","['21,977', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10152,r082,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,81,"['21,934', '']","['4,916', '']","['238', '']","['12,849', '']","['76', '']","['610', '']","['718', '']","['76', '']","['208', '']","['989', '']","['1,254', '']"
10152,r083,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,82,"['21,851', '']","['654', '']","['0', '']","['1,940', '']","['4', '']","['367', '']","['220', '']","['0', '']","['75', '']","['18,466', '']","['125', '']"
10152,r084,All institutions -> Florida State U.,All institutions,Florida State U.,2,83,"['21,806', '']","['467', '']","['1,686', '']","['548', '']","['179', '']","['450', '']","['3,578', '']","['1', '']","['0', '']","['14,897', '']","['0', '']"
10152,r085,All institutions -> Boston U.,All institutions,Boston U.,2,84,"['20,741', '']","['2,160', '']","['280', '']","['7,601', '']","['293', '']","['1,170', '']","['223', '']","['0', '']","['0', '']","['9,014', '']","['0', '']"
10152,r086,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,85,"['20,345', '']","['3,905', '']","['2,828', '']","['0', '']","['7', '']","['191', '']","['0', '']","['0', '']","['37', '']","['13,271', '']","['106', '']"
10152,r087,All institutions -> Brown U.,All institutions,Brown U.,2,86,"['19,511', '']","['4,882', '']","['159', '']","['3,075', '']","['2,933', '']","['415', '']","['0', '']","['179', '']","['48', '']","['7,820', '']","['0', '']"
10152,r088,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,87,"['19,432', '']","['332', '']","['0', '']","['12,430', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,846', '']","['824', '']"
10152,r089,All institutions -> New York U.,All institutions,New York U.,2,88,"['19,381', '']","['3,532', '']","['0', '']","['6,806', '']","['2,124', '']","['2,422', '']","['572', '']","['0', '']","['0', '']","['3,683', '']","['242', '']"
10152,r090,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,89,"['19,376', '']","['3,003', '']","['0', '']","['7,952', '']","['551', '']","['1,044', '']","['319', '']","['74', '']","['0', '']","['6,406', '']","['27', '']"
10152,r091,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,90,"['19,239', '']","['0', '']","['0', '']","['19,239', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10152,r092,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,91,"['19,072', '']","['6,444', '']","['0', '']","['130', '']","['837', '']","['178', '']","['774', '']","['4,427', '']","['0', '']","['6,086', '']","['196', '']"
10152,r093,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,92,"['19,049', '']","['760', '']","['4,346', '']","['2,215', '']","['72', '']","['298', '']","['71', '']","['40', '']","['279', '']","['10,883', '']","['85', '']"
10152,r094,All institutions -> U. Colorado Anschutz Medical Campus<sup>c</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>c</sup>,2,93,"['18,448', '']","['0', '']","['0', '']","['18,448', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10152,r095,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,94,"['18,086', '']","['6,256', '']","['0', '']","['1,057', '']","['268', '']","['330', '']","['0', '']","['0', '']","['0', '']","['10,075', '']","['100', '']"
10152,r096,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,95,"['17,384', '']","['12,851', '']","['931', '']","['1,473', '']","['293', '']","['389', '']","['4', '']","['0', '']","['0', '']","['1,411', '']","['32', '']"
10152,r097,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,96,"['17,244', '']","['0', '']","['0', '']","['7,771', '']","['0', '']","['1,075', '']","['0', '']","['37', '']","['0', '']","['8,361', '']","['0', '']"
10152,r098,All institutions -> U. Iowa,All institutions,U. Iowa,2,97,"['16,617', '']","['248', '']","['0', '']","['6,659', '']","['11', '']","['2,238', '']","['0', '']","['171', '']","['0', '']","['6,859', '']","['431', '']"
10152,r099,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,98,"['16,363', '']","['405', '']","['736', '']","['4,872', '']","['368', '']","['1,432', '']","['0', '']","['130', '']","['63', '']","['8,357', '']","['0', '']"
10152,r100,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,99,"['16,019', '']","['1,951', '']","['260', '']","['2,248', '']","['720', '']","['3,497', '']","['346', '']","['39', '']","['43', '']","['6,180', '']","['735', '']"
10152,r101,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,100,"['14,075', '']","['181', '']","['1,073', '']","['2,075', '']","['0', '']","['1,388', '']","['0', '']","['443', '']","['0', '']","['8,905', '']","['10', '']"
10152,r102,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,101,"['13,541', '']","['85', '']","['0', '']","['9,965', '']","['108', '']","['0', '']","['0', '']","['222', '']","['0', '']","['2,990', '']","['171', '']"
10152,r103,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,102,"['13,469', '']","['92', '']","['3,707', '']","['297', '']","['119', '']","['7,687', '']","['0', '']","['525', '']","['0', '']","['123', '']","['919', '']"
10152,r104,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,103,"['13,272', '']","['3,145', '']","['149', '']","['1,442', '']","['336', '']","['1,413', '']","['33', '']","['73', '']","['187', '']","['6,494', '']","['0', '']"
10152,r105,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,104,"['12,998', '']","['2,387', '']","['295', '']","['1,593', '']","['167', '']","['43', '']","['84', '']","['67', '']","['0', '']","['7,745', '']","['617', '']"
10152,r106,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,105,"['12,797', '']","['1,701', '']","['274', '']","['2,588', '']","['131', '']","['2,384', '']","['122', '']","['5', '']","['0', '']","['5,592', '']","['0', '']"
10152,r107,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,106,"['12,604', '']","['348', '']","['76', '']","['299', '']","['63', '']","['104', '']","['0', '']","['0', '']","['0', '']","['11,714', '']","['0', '']"
10152,r108,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,107,"['12,573', '']","['21', '']","['0', '']","['131', '']","['0', '']","['1,341', '']","['168', '']","['0', '']","['0', '']","['10,912', '']","['0', '']"
10152,r109,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,108,"['12,378', '']","['1,604', '']","['0', '']","['5,493', '']","['0', '']","['497', '']","['0', '']","['529', '']","['0', '']","['3,538', '']","['717', '']"
10152,r110,All institutions -> U. Rochester,All institutions,U. Rochester,2,109,"['12,329', '']","['411', '']","['0', '']","['3,207', '']","['0', '']","['6,010', '']","['0', '']","['44', '']","['111', '']","['2,546', '']","['0', '']"
10152,r111,All institutions -> Tufts U.,All institutions,Tufts U.,2,110,"['12,255', '']","['685', '']","['0', '']","['1,517', '']","['3,620', '']","['733', '']","['2,572', '']","['0', '']","['367', '']","['2,761', '']","['0', '']"
