table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
7965,r024,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,23,"['572,975', '']","['45,744', '']","['28,064', '']","['432,853', '']","['3,213', '']","['53,359', '']","['307', '']","['9,435', '']"
7965,r025,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,24,"['570,946', '']","['35,239', '']","['22,531', '']","['390,774', '']","['7,611', '']","['68,332', '']","['33,840', '']","['12,619', '']"
7965,r026,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,25,"['559,797', '']","['42,934', '']","['26,674', '']","['331,043', '']","['8,438', '']","['48,648', '']","['37,042', '']","['65,018', '']"
7965,r027,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,26,"['554,582', '']","['26,220', '']","['0', '']","['525,054', '']","['601', '']","['1,293', '']","['115', '']","['1,299', '']"
7965,r028,All institutions -> New York U.,All institutions,New York U.,2,27,"['547,027', '']","['20,716', '']","['4,065', '']","['466,971', '']","['1,050', '']","['42,854', '']","['905', '']","['10,466', '']"
7965,r029,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,28,"['528,057', '']","['59,476', '']","['37,592', '']","['205,735', '']","['9,126', '']","['111,581', '']","['39,429', '']","['65,118', '']"
7965,r030,All institutions -> Emory U.,All institutions,Emory U.,2,29,"['515,940', '']","['9,227', '']","['3,028', '']","['484,428', '']","['1,135', '']","['13,948', '']","['215', '']","['3,959', '']"
7965,r031,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,30,"['489,827', '']","['191,082', '']","['52,059', '']","['110,282', '']","['13,954', '']","['97,303', '']","['533', '']","['24,614', '']"
7965,r032,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,31,"['483,526', '']","['128,158', '']","['71,739', '']","['138,517', '']","['36,195', '']","['93,738', '']","['0', '']","['15,179', '']"
7965,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['459,816', '']","['41,850', '']","['27,891', '']","['59,581', '']","['148,496', '']","['87,115', '']","['2,059', '']","['92,824', '']"
7965,r034,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,33,"['423,290', '']","['37,913', '']","['3,487', '']","['360,322', '']","['9,847', '']","['6,607', '']","['260', '']","['4,854', '']"
7965,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['423,154', '']","['39,140', '']","['16,708', '']","['230,824', '']","['8,687', '']","['49,024', '']","['41,970', '']","['36,801', '']"
7965,r036,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,35,"['406,612', '']","['58,649', '']","['84,115', '']","['85,578', '']","['10,081', '']","['120,001', '']","['19,849', '']","['28,339', '']"
7965,r037,All institutions -> Boston U.,All institutions,Boston U.,2,36,"['402,443', '']","['17,764', '']","['6,138', '']","['327,940', '']","['8,154', '']","['33,284', '']","['389', '']","['8,774', '']"
7965,r038,All institutions -> U. Chicago,All institutions,U. Chicago,2,37,"['394,275', '']","['21,814', '']","['11,983', '']","['291,465', '']","['6,313', '']","['58,602', '']","['108', '']","['3,990', '']"
7965,r039,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,38,"['373,719', '']","['23,219', '']","['16,347', '']","['236,989', '']","['5,568', '']","['34,803', '']","['34,370', '']","['22,423', '']"
7965,r040,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,39,"['365,472', '']","['14,865', '']","['0', '']","['310,596', '']","['19,759', '']","['2,184', '']","['14,129', '']","['3,939', '']"
7965,r041,All institutions -> U. Colorado Anschutz Medical Campus<sup>d</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>d</sup>,2,40,"['363,999', '']","['16,740', '']","['0', '']","['334,018', '']","['0', '']","['3,108', '']","['49', '']","['10,084', '']"
7965,r042,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,41,"['354,478', '']","['42,813', '']","['42,232', '']","['137,347', '']","['41,499', '']","['63,624', '']","['3,468', '']","['23,495', '']"
7965,r043,All institutions -> U. Arizona,All institutions,U. Arizona,2,42,"['353,117', '']","['30,845', '']","['10,312', '']","['176,003', '']","['57,082', '']","['48,592', '']","['14,356', '']","['15,927', '']"
7965,r044,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,43,"['349,889', '']","['14,834', '']","['108,509', '']","['84,853', '']","['3,963', '']","['71,392', '']","['32,154', '']","['34,184', '']"
7965,r045,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,44,"['340,438', '']","['17,288', '']","['5,500', '']","['303,061', '']","['3,948', '']","['9,028', '']","['292', '']","['1,321', '']"
7965,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['340,434', '']","['27,748', '']","['40,128', '']","['223,690', '']","['3,666', '']","['38,298', '']","['879', '']","['6,025', '']"
7965,r047,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,46,"['339,015', '']","['14,435', '']","['10,601', '']","['214,876', '']","['3,426', '']","['41,762', '']","['31,334', '']","['22,581', '']"
7965,r048,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,47,"['329,016', '']","['10,623', '']","['10', '']","['316,461', '']","['99', '']","['1,150', '']","['26', '']","['647', '']"
7965,r049,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,48,"['326,326', '']","['15,118', '']","['6,110', '']","['252,908', '']","['1,108', '']","['39,460', '']","['267', '']","['11,355', '']"
7965,r050,All institutions -> U. Rochester,All institutions,U. Rochester,2,49,"['309,647', '']","['13,268', '']","['83,975', '']","['193,162', '']","['1,394', '']","['17,335', '']","['138', '']","['375', '']"
7965,r051,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,50,"['309,097', '']","['13,647', '']","['3,057', '']","['273,764', '']","['717', '']","['8,595', '']","['81', '']","['9,236', '']"
7965,r052,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,51,"['303,901', '']","['98,372', '']","['17,255', '']","['55,483', '']","['7,984', '']","['27,501', '']","['46,659', '']","['50,647', '']"
7965,r053,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,52,"['297,273', '']","['35,252', '']","['13,594', '']","['189,567', '']","['4,060', '']","['35,864', '']","['1,236', '']","['17,700', '']"
7965,r054,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,53,"['295,278', '']","['52,673', '']","['29,314', '']","['73,697', '']","['12,115', '']","['70,105', '']","['24,457', '']","['32,917', '']"
7965,r055,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,54,"['293,197', '']","['30,794', '']","['22,422', '']","['88,419', '']","['57,283', '']","['88,858', '']","['0', '']","['5,421', '']"
7965,r056,All institutions -> U. Iowa,All institutions,U. Iowa,2,55,"['283,763', '']","['15,123', '']","['3,135', '']","['218,208', '']","['20,876', '']","['10,635', '']","['740', '']","['15,046', '']"
7965,r057,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,56,"['275,573', '']","['263,812', '']","['0', '']","['10,751', '']","['0', '']","['0', '']","['0', '']","['1,010', '']"
7965,r058,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,57,"['274,541', '']","['38,834', '']","['20,543', '']","['62,883', '']","['52,725', '']","['69,074', '']","['2,102', '']","['28,380', '']"
7965,r059,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,58,"['272,181', '']","['2,871', '']","['127', '']","['264,863', '']","['741', '']","['3,365', '']","['0', '']","['214', '']"
7965,r060,All institutions -> Utah State U.,All institutions,Utah State U.,2,59,"['264,575', '']","['129,190', '']","['4,773', '']","['9,357', '']","['40,570', '']","['9,915', '']","['9,611', '']","['61,159', '']"
7965,r061,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,60,"['257,611', '']","['7,868', '']","['235', '']","['245,041', '']","['2,003', '']","['1,384', '']","['10', '']","['1,070', '']"
7965,r062,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,61,"['255,010', '']","['13,820', '']","['16,481', '']","['161,431', '']","['6,740', '']","['47,367', '']","['217', '']","['8,954', '']"
7965,r063,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,62,"['248,873', '']","['5,195', '']","['233', '']","['240,425', '']","['0', '']","['1,118', '']","['409', '']","['1,493', '']"
7965,r064,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,63,"['242,212', '']","['20,121', '']","['12,927', '']","['175,996', '']","['2,639', '']","['23,926', '']","['757', '']","['5,846', '']"
7965,r065,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,64,"['239,115', '']","['33,180', '']","['36,753', '']","['42,874', '']","['2,234', '']","['55,951', '']","['42,046', '']","['26,077', '']"
7965,r066,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,65,"['237,949', '']","['11,082', '']","['8,289', '']","['185,421', '']","['655', '']","['21,630', '']","['209', '']","['10,663', '']"
7965,r067,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,66,"['234,993', '']","['90,404', '']","['17,358', '']","['38,510', '']","['3,942', '']","['70,532', '']","['1,009', '']","['13,238', '']"
7965,r068,All institutions -> U. Miami,All institutions,U. Miami,2,67,"['231,001', '']","['21,486', '']","['918', '']","['166,311', '']","['2,812', '']","['9,921', '']","['86', '']","['29,467', '']"
7965,r069,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,68,"['222,351', '']","['65,558', '']","['2,625', '']","['1,859', '']","['7,249', '']","['120,859', '']","['41', '']","['24,160', '']"
7965,r070,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,69,"['220,703', '']","['8,186', '']","['13,008', '']","['158,314', '']","['2,327', '']","['16,540', '']","['12,511', '']","['9,817', '']"
7965,r071,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,70,"['217,073', '']","['10,454', '']","['0', '']","['201,426', '']","['752', '']","['669', '']","['17', '']","['3,755', '']"
7965,r072,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,71,"['216,733', '']","['47,432', '']","['24,072', '']","['40,865', '']","['4,581', '']","['48,740', '']","['20,941', '']","['30,102', '']"
7965,r073,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,72,"['214,619', '']","['5,391', '']","['0', '']","['209,219', '']","['0', '']","['9', '']","['0', '']","['0', '']"
7965,r074,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,73,"['210,257', '']","['46,847', '']","['5,514', '']","['116,929', '']","['1,095', '']","['29,583', '']","['289', '']","['10,000', '']"
7965,r075,All institutions -> Princeton U.,All institutions,Princeton U.,2,74,"['205,000', '']","['30,518', '']","['22,575', '']","['56,755', '']","['14,005', '']","['66,663', '']","['752', '']","['13,732', '']"
7965,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['198,574', '']","['18,197', '']","['6,729', '']","['138,141', '']","['3,692', '']","['26,053', '']","['0', '']","['5,762', '']"
7965,r077,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,76,"['193,639', '']","['9,113', '']","['7,286', '']","['79,772', '']","['37,080', '']","['13,514', '']","['1,222', '']","['45,652', '']"
7965,r078,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,77,"['188,887', '']","['13,142', '']","['416', '']","['164,756', '']","['858', '']","['2,607', '']","['147', '']","['6,961', '']"
7965,r079,All institutions -> U. Georgia,All institutions,U. Georgia,2,78,"['188,451', '']","['4,879', '']","['13,002', '']","['91,326', '']","['1,269', '']","['30,420', '']","['33,772', '']","['13,783', '']"
7965,r080,All institutions -> U. Kansas,All institutions,U. Kansas,2,79,"['187,249', '']","['7,043', '']","['4,326', '']","['129,732', '']","['2,395', '']","['19,377', '']","['377', '']","['23,999', '']"
7965,r081,All institutions -> U. South Florida<sup>e</sup>,All institutions,U. South Florida<sup>e</sup>,2,80,"['185,364', '']","['9,933', '']","['2,054', '']","['106,347', '']","['2,721', '']","['13,081', '']","['786', '']","['50,442', '']"
7965,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['183,362', '']","['18,901', '']","['6,529', '']","['106,354', '']","['2,866', '']","['22,779', '']","['5,251', '']","['20,682', '']"
7965,r083,All institutions -> U. Dayton,All institutions,U. Dayton,2,82,"['181,445', '']","['104,393', '']","['3,748', '']","['260', '']","['804', '']","['838', '']","['2', '']","['71,400', '']"
7965,r084,All institutions -> Washington State U.,All institutions,Washington State U.,2,83,"['179,536', '']","['8,013', '']","['24,402', '']","['62,084', '']","['1,403', '']","['18,295', '']","['44,992', '']","['20,347', '']"
7965,r085,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,84,"['179,180', '']","['17,806', '']","['15,532', '']","['30,530', '']","['6,056', '']","['50,582', '']","['32,602', '']","['26,072', '']"
7965,r086,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,85,"['169,177', '']","['11,182', '']","['33,990', '']","['23,135', '']","['2,027', '']","['30,813', '']","['38,170', '']","['29,860', '']"
7965,r087,All institutions -> Tufts U.,All institutions,Tufts U.,2,86,"['166,809', '']","['8,350', '']","['2,692', '']","['86,649', '']","['928', '']","['13,665', '']","['13,500', '']","['41,025', '']"
7965,r088,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,87,"['165,139', '']","['9,075', '']","['0', '']","['149,561', '']","['424', '']","['773', '']","['1,962', '']","['3,344', '']"
7965,r089,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,88,"['163,576', '']","['13,439', '']","['7,295', '']","['80,698', '']","['409', '']","['14,915', '']","['22,400', '']","['24,420', '']"
7965,r090,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,89,"['162,972', '']","['8,461', '']","['21,913', '']","['81,821', '']","['3,707', '']","['40,234', '']","['12', '']","['6,824', '']"
7965,r091,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,90,"['162,394', '']","['2,091', '']","['0', '']","['149,024', '']","['0', '']","['351', '']","['0', '']","['10,928', '']"
7965,r092,All institutions -> George Washington U.,All institutions,George Washington U.,2,91,"['161,349', '']","['9,612', '']","['3,772', '']","['121,841', '']","['1,354', '']","['13,487', '']","['141', '']","['11,142', '']"
7965,r093,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,92,"['160,995', '']","['10,229', '']","['2,032', '']","['125,394', '']","['720', '']","['7,003', '']","['554', '']","['15,063', '']"
7965,r094,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,93,"['157,772', '']","['29,477', '']","['5,551', '']","['47,305', '']","['11,971', '']","['29,782', '']","['9,056', '']","['24,630', '']"
7965,r095,All institutions -> U. Delaware,All institutions,U. Delaware,2,94,"['157,725', '']","['21,335', '']","['14,132', '']","['46,023', '']","['4,314', '']","['32,207', '']","['4,394', '']","['35,320', '']"
7965,r096,All institutions -> Temple U.,All institutions,Temple U.,2,95,"['153,316', '']","['6,587', '']","['3,864', '']","['123,600', '']","['845', '']","['10,764', '']","['1,463', '']","['6,193', '']"
7965,r097,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,96,"['152,335', '']","['9,831', '']","['3,534', '']","['114,245', '']","['4,560', '']","['18,918', '']","['253', '']","['994', '']"
7965,r098,All institutions -> Florida State U.,All institutions,Florida State U.,2,97,"['150,108', '']","['19,797', '']","['10,098', '']","['39,153', '']","['3,188', '']","['53,176', '']","['840', '']","['23,856', '']"
7965,r099,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,98,"['143,421', '']","['32,776', '']","['4,453', '']","['45,318', '']","['1,171', '']","['47,090', '']","['0', '']","['12,613', '']"
7965,r100,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,99,"['136,385', '']","['5,700', '']","['0', '']","['127,031', '']","['478', '']","['485', '']","['143', '']","['2,548', '']"
7965,r101,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,100,"['135,202', '']","['17,970', '']","['56,425', '']","['9,647', '']","['3,469', '']","['22,000', '']","['16,954', '']","['8,737', '']"
7965,r102,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,101,"['130,419', '']","['9,589', '']","['0', '']","['98,623', '']","['2,743', '']","['6,029', '']","['0', '']","['13,435', '']"
7965,r103,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,102,"['128,229', '']","['29,220', '']","['8,845', '']","['7,990', '']","['21,739', '']","['36,484', '']","['2,554', '']","['21,397', '']"
7965,r104,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,103,"['122,168', '']","['32,274', '']","['12,311', '']","['16,720', '']","['5,881', '']","['47,941', '']","['412', '']","['6,629', '']"
7965,r105,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,104,"['117,976', '']","['4,757', '']","['2,072', '']","['95,588', '']","['110', '']","['10,172', '']","['489', '']","['4,788', '']"
7965,r106,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,105,"['117,915', '']","['6,352', '']","['0', '']","['109,569', '']","['973', '']","['792', '']","['51', '']","['178', '']"
7965,r107,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,106,"['116,971', '']","['73,021', '']","['816', '']","['324', '']","['28,939', '']","['7,400', '']","['143', '']","['6,328', '']"
7965,r108,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,107,"['116,713', '']","['31,014', '']","['5,816', '']","['9,107', '']","['1,351', '']","['9,215', '']","['31,679', '']","['28,531', '']"
7965,r109,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,108,"['116,349', '']","['16,646', '']","['6,227', '']","['38,102', '']","['3,206', '']","['34,549', '']","['7,605', '']","['10,014', '']"
7965,r110,All institutions -> Tulane U.,All institutions,Tulane U.,2,109,"['113,819', '']","['5,196', '']","['509', '']","['95,521', '']","['170', '']","['5,047', '']","['63', '']","['7,313', '']"
7965,r111,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,110,"['113,257', '']","['35,768', '']","['3,941', '']","['23,707', '']","['7,188', '']","['16,102', '']","['12,722', '']","['13,829', '']"
7965,r112,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,111,"['111,042', '']","['6,314', '']","['36', '']","['100,663', '']","['54', '']","['830', '']","['194', '']","['2,951', '']"
7965,r113,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,112,"['109,891', '']","['28,768', '']","['13,369', '']","['27,114', '']","['1,265', '']","['28,682', '']","['429', '']","['10,264', '']"
7965,r114,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,113,"['109,448', '']","['3,110', '']","['0', '']","['106,020', '']","['259', '']","['12', '']","['0', '']","['47', '']"
7965,r115,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,114,"['109,310', '']","['39,374', '']","['6,503', '']","['18,835', '']","['9,402', '']","['23,480', '']","['669', '']","['11,047', '']"
7965,r116,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,115,"['106,824', '']","['7,457', '']","['0', '']","['94,870', '']","['372', '']","['337', '']","['0', '']","['3,788', '']"
7965,r117,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,116,"['106,564', '']","['6,907', '']","['9,512', '']","['27,311', '']","['698', '']","['27,251', '']","['20,979', '']","['13,906', '']"
7965,r118,All institutions -> Florida International U.,All institutions,Florida International U.,2,117,"['105,309', '']","['14,133', '']","['6,963', '']","['36,876', '']","['2,012', '']","['22,802', '']","['1,034', '']","['21,489', '']"
7965,r119,All institutions -> George Mason U.,All institutions,George Mason U.,2,118,"['103,712', '']","['51,849', '']","['1,002', '']","['15,039', '']","['7,646', '']","['12,345', '']","['160', '']","['15,671', '']"
7965,r120,All institutions -> U. Vermont,All institutions,U. Vermont,2,119,"['103,554', '']","['2,653', '']","['1,429', '']","['71,695', '']","['1,688', '']","['9,574', '']","['12,829', '']","['3,686', '']"
7965,r121,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,120,"['103,178', '']","['18,045', '']","['6,240', '']","['37,089', '']","['3,625', '']","['17,191', '']","['10,062', '']","['10,926', '']"
7965,r122,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,121,"['99,323', '']","['4,042', '']","['3,234', '']","['23,219', '']","['24,077', '']","['14,761', '']","['7,980', '']","['22,010', '']"
7965,r123,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,122,"['97,193', '']","['6,963', '']","['9,760', '']","['55,385', '']","['3,040', '']","['14,409', '']","['275', '']","['7,361', '']"
7965,r124,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,123,"['97,182', '']","['7,006', '']","['6,803', '']","['37,048', '']","['1,939', '']","['26,166', '']","['12,071', '']","['6,149', '']"
7965,r125,All institutions -> U. Louisville,All institutions,U. Louisville,2,124,"['97,179', '']","['4,112', '']","['1,752', '']","['78,321', '']","['777', '']","['7,312', '']","['7', '']","['4,898', '']"
7965,r126,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,125,"['96,318', '']","['3,185', '']","['0', '']","['91,791', '']","['18', '']","['1,318', '']","['0', '']","['6', '']"
7965,r127,All institutions -> Rice U.,All institutions,Rice U.,2,126,"['95,648', '']","['18,504', '']","['8,951', '']","['22,430', '']","['3,817', '']","['35,401', '']","['123', '']","['6,422', '']"
