table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_r_d_performance_total,field_worldwide_r_d_performance_paid_for_by_the_company,field_worldwide_r_d_performance_paid_for_by_others,field_domestic_r_d_performance_total,field_domestic_r_d_performance_paid_for_by_the_company,field_domestic_r_d_performance_paid_for_by_others,field_foreign_r_d_performance_total,field_foreign_r_d_performance_paid_for_by_the_company,field_foreign_r_d_performance_paid_for_by_others
9641,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['3,710', '  ']","['3,553', '  ']","['157', '  ']","['2,713', '  ']","['2,559', '  ']","['154', '  ']","['997', '  ']","['994', '  ']","['4', '  ']"
9641,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,969', 'i ']","['1,844 - 1,889', 'i ']","['81 - 125', 'i ']","['1,389', 'i ']","['1,291 - 1,320', 'i ']","['69 - 98', 'i ']","['580', 'i ']","['550 - 581', 'i ']","['0 - 29', '  ']"
9641,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,279', '  ']","['1,025 - 1,069', '  ']","['211 - 254', 'i ']","['1,157', '  ']","['915 - 946', '  ']","['211 - 241', 'i ']","['123', '  ']","['94 - 123', '  ']","['0 - 29', '  ']"
9641,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['121,157', '  ']","['109,180', '  ']","['11,976', '  ']","['100,220', '  ']","['88,524', '  ']","['11,697', '  ']","['20,936', '  ']","['20,656', '  ']","['280', '  ']"
9641,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['3,611', '  ']","['3,392', '  ']","['219', '  ']","['2,740', '  ']","['2,531', '  ']","['209', '  ']","['871', '  ']","['861', '  ']","['10', '  ']"
9641,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,505', '  ']","['1,477', '  ']","['28', '  ']","['1,271', '  ']","['1,242 - 1,252', '  ']","['19 - 28', '  ']","['234', '  ']","['224 - 234', '  ']","['0 - 9', '  ']"
9641,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,752', '  ']","['3,564', '  ']","['188', '  ']","['3,144', '  ']","['2,961', '  ']","['183', '  ']","['607', '  ']","['603', '  ']","['5', '  ']"
9641,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,731', '  ']","['1,700', '  ']","['31', '  ']","['1,533', '  ']","['1,503', '  ']","['31', '  ']","['198', '  ']","['198', '  ']","['0', '  ']"
9641,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['963', '  ']","['936', '  ']","['27', 'i ']","['912', '  ']","['887 - 890', '  ']","['22 - 26', 'i ']","['50', 'i ']","['46 - 49', 'i ']","['2 - 5', '  ']"
9641,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['4,669', '  ']","['4,225', '  ']","['444', '  ']","['4,291', '  ']","['3,879', '  ']","['412', '  ']","['378', '  ']","['346', '  ']","['32', '  ']"
9641,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['23,073', '  ']","['21,951', '  ']","['1,121', '  ']","['17,730', '  ']","['16,726', '  ']","['1,003', '  ']","['5,343', '  ']","['5,225', '  ']","['118', '  ']"
9641,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['2,774', '  ']","['2,707', '  ']","['67', '  ']","['1,867', '  ']","['1,799 - 1,807', '  ']","['60 - 68', '  ']","['907', '  ']","['899 - 907', '  ']","['0 - 8', '  ']"
9641,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['6,648', '  ']","['6,460', '  ']","['189', '  ']","['5,349', '  ']","['5,182', '  ']","['167', '  ']","['1,299', '  ']","['1,278', '  ']","['21', '  ']"
9641,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,920', '  ']","['1,772', '  ']","['147', '  ']","['1,374', '  ']","['1,239 - 1,246', '  ']","['128 - 134', '  ']","['546', '  ']","['526 - 533', '  ']","['13 - 19', 'i ']"
9641,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['11,731', '  ']","['11,012', '  ']","['718', '  ']","['9,140', '  ']","['8,499', '  ']","['641', '  ']","['2,591', '  ']","['2,513', '  ']","['77', '  ']"
9641,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['132,597', '  ']","['125,475', '  ']","['7,123', '  ']","['101,063', '  ']","['94,211', '  ']","['6,852', '  ']","['31,535', '  ']","['31,264', '  ']","['271', '  ']"
9641,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['15,968', '  ']","['14,731', '  ']","['1,237', 'i ']","['12,557', '  ']","['11,339', '  ']","['1,218', 'i ']","['3,411', '  ']","['3,392', '  ']","['19', '  ']"
9641,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['63,917', '  ']","['61,900', '  ']","['2,018', '  ']","['47,396', '  ']","['45,516', '  ']","['1,880', '  ']","['16,521', '  ']","['16,384', '  ']","['137', '  ']"
9641,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['17,220', '  ']","['13,480', '  ']","['3,740', '  ']","['13,644', '  ']","['10,014', '  ']","['3,630', '  ']","['3,576', '  ']","['3,466', '  ']","['110', '  ']"
9641,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,554', '  ']","['3,291', '  ']","['263', '  ']","['3,087', '  ']","['2,837', '  ']","['250', '  ']","['467', '  ']","['454', '  ']","['12', '  ']"
9641,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['5,895', '  ']","['2,628', '  ']","['3,267', '  ']","['5,301', '  ']","['2,109', '  ']","['3,193', '  ']","['594', '  ']","['519', '  ']","['75', '  ']"
9641,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['7,771', '  ']","['7,561', '  ']","['210', '  ']","['5,256', '  ']","['5,068', '  ']","['187', '  ']","['2,516', '  ']","['2,493', '  ']","['23', '  ']"
9641,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['35,492', '  ']","['35,364', '  ']","['128', '  ']","['27,465', '  ']","['27,342', '  ']","['123', '  ']","['8,027', '  ']","['8,022', '  ']","['5', '  ']"
9641,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['7,374', '  ']","['6,847', '  ']","['527', '  ']","['5,494', '  ']","['5,007', '  ']","['486', '  ']","['1,880', '  ']","['1,840', '  ']","['41', '  ']"
9641,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['58,423', '  ']","['41,228', '  ']","['17,195', '  ']","['50,760', '  ']","['34,405', '  ']","['16,356', '  ']","['7,663', '  ']","['6,824', '  ']","['839', '  ']"
9641,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['33,111', '  ']","['28,824', '  ']","['4,287', '  ']","['26,391', '  ']","['22,754', '  ']","['3,637', '  ']","['6,720', '  ']","['6,070', '  ']","['650', 'i ']"
9641,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['22,180', 'i ']","['10,448', '  ']","['11,731', 'i ']","['21,468', 'i ']","['9,900', '  ']","['11,568', 'i ']","['711', '  ']","['548', '  ']","['164', '  ']"
9641,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['20,538', 'i ']","['9,822', '  ']","['10,716', 'i ']","['19,845', 'i ']","['9,293', '  ']","['10,552', 'i ']","['693', '  ']","['529', '  ']","['164', '  ']"
9641,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,642', '  ']","['626', '  ']","['1,016', '  ']","['1,623', '  ']","['608', '  ']","['1,016', '  ']","['18', '  ']","['18', '  ']","['0', '  ']"
9641,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['24', '  ']","['23', '  ']","['1', '  ']","['21 - 25', '  ']","['20 - 24', '  ']","['1', '  ']","['0 - 3', '  ']","['0 - 3', '  ']","['0', '  ']"
9641,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3,109', '  ']","['1,934', '  ']","['1,175', '  ']","['2,875 - 2,880', '  ']","['1,726 - 1,731', '  ']","['1,149', '  ']","['228 - 233', '  ']","['202 - 207', '  ']","['26', '  ']"
9641,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['464', '  ']","['460', '  ']","['3', '  ']","['426', '  ']","['423', '  ']","['3', '  ']","['37', '  ']","['37', '  ']","['*', 'i ']"
9641,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['25,564', '  ']","['25,181', '  ']","['383', '  ']","['21,133', '  ']","['20,822', '  ']","['311', '  ']","['4,431', '  ']","['4,359', '  ']","['72', '  ']"
9641,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['22,444', '  ']","['22,146', '  ']","['298', '  ']","['18,438', '  ']","['18,204', '  ']","['233', '  ']","['4,007', '  ']","['3,942', '  ']","['65', '  ']"
9641,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['3,120', '  ']","['3,035', '  ']","['85', '  ']","['2,695', '  ']","['2,618', '  ']","['78', '  ']","['424', '  ']","['418', '  ']","['7', 'i ']"
9641,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['333,462', '  ']","['283,726', '  ']","['49,736', 'i ']","['276,439', '  ']","['240,138', '  ']","['36,300', 'i ']","['57,024', '  ']","['43,588', '  ']","['13,436', 'i ']"
9641,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,339', 'i ']","['1,150', '  ']","['189', 'i ']","['1,260 - 1,334', '  ']","['1,077 - 1,151', '  ']","['183', 'i ']","['5 - 79', '  ']","['0 - 73', '  ']","['6', '  ']"
9641,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 19,125', '  ']","['134 - 19,090', '  ']","['35', 'i ']","['168 - 17,997', '  ']","['133 - 17,961', '  ']","['35', 'i ']","['0 - 1,129', '  ']","['0 - 1,129', '  ']","['0', '  ']"
9641,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,855', 'i ']","['1,770', 'i ']","['84', '  ']","['1,745 - 1,855', 'i ']","['1,661 - 1,770', 'i ']","['84', '  ']","['0 - 109', 'i ']","['0 - 109', 'i ']","['0', '  ']"
9641,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['10,538 - 29,503', 'i ']","['10,533 - 29,498', 'i ']","['4 - 8', '  ']","['5,936 - 24,040', 'i ']","['5,931 - 24,034', 'i ']","['4 - 8', '  ']","['4,330 - 6,357', 'i ']","['4,330 - 6,357', 'i ']","['0', '  ']"
9641,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,282', '  ']","['7,272', '  ']","['9', '  ']","['7,208', '  ']","['7,198 - 7,200', '  ']","['8 - 10', '  ']","['73', '  ']","['72 - 74', '  ']","['0 - 1', '  ']"
9641,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['177,113', '  ']","['175,699', '  ']","['1,414', '  ']","['147,855', '  ']","['146,488', '  ']","['1,366', '  ']","['29,258', '  ']","['29,210', '  ']","['48', '  ']"
9641,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['49,085', '  ']","['48,429', '  ']","['656', '  ']","['39,152', '  ']","['38,521', '  ']","['631', '  ']","['9,933', '  ']","['9,908', '  ']","['25', '  ']"
9641,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['81', '  ']","['23', 'r ']","['103', '  ']","['81', '  ']","['23', 'r ']","['*', 'i ']","['*', 'i ']","['0', '  ']"
9641,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['48,981', '  ']","['48,349', '  ']","['633', '  ']","['39,049', '  ']","['38,441', '  ']","['608', '  ']","['9,933', '  ']","['9,908', '  ']","['25', '  ']"
9641,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,912', '  ']","['3,813 - 3,883', '  ']","['30 - 98', '  ']","['3,835', '  ']","['3,736 - 3,805', '  ']","['30 - 98', '  ']","['77', 'i ']","['77', 'i ']","['0', '  ']"
9641,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['55,072', '  ']","['54,442', '  ']","['630', '  ']","['45,192', '  ']","['44,585', '  ']","['607', '  ']","['9,881', '  ']","['9,858', '  ']","['23', '  ']"
9641,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['69,044', '  ']","['68,944 - 69,014', '  ']","['29 - 99', '  ']","['59,676', '  ']","['59,577 - 59,647', '  ']","['29 - 99', '  ']","['9,367', 'i ']","['9,367', 'i ']","['*', 'r ']"
9641,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['23,409', '  ']","['23,323', '  ']","['86', '  ']","['20,947', '  ']","['20,902', '  ']","['45', '  ']","['2,461', '  ']","['2,421', '  ']","['40', '  ']"
9641,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,199', '  ']","['2,197 - 2,200', '  ']","['0 - 1', '  ']","['2,096', '  ']","['2,095 - 2,097', '  ']","['0 - 1', '  ']","['103', '  ']","['103', '  ']","['0', '  ']"
9641,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '  ']","['7', '  ']","['0', '  ']","['5 - 8', '  ']","['5 - 8', '  ']","['0', '  ']","['0 - 2', '  ']","['0 - 2', '  ']","['0', '  ']"
9641,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,192', '  ']","['2,190 - 2,193', '  ']","['0 - 1', '  ']","['2,088 - 2,091', '  ']","['2,087 - 2,091', '  ']","['0 - 1', '  ']","['100 - 104', '  ']","['100 - 104', '  ']","['0', '  ']"
9641,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['85,259', '  ']","['37,506', '  ']","['47,753', 'i ']","['66,496', '  ']","['32,083', '  ']","['34,413', 'i ']","['18,763', 'i ']","['5,423', '  ']","['13,340', 'i ']"
9641,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,598', '  ']","['2,590', '  ']","['2,008', '  ']","['4,560', '  ']","['2,553', '  ']","['2,007', '  ']","['39', 'r ']","['38', 'r ']","['1', '  ']"
9641,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['25,041', '  ']","['21,779', '  ']","['3,262', '  ']","['20,409', '  ']","['17,188', '  ']","['3,221', '  ']","['4,632', '  ']","['4,591', '  ']","['42', '  ']"
9641,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['47,772', 'i ']","['6,476', '  ']","['41,296', 'i ']","['34,142', 'i ']","['6,123', '  ']","['28,019', 'i ']","['13,630', 'i ']","['353', '  ']","['13,277', 'i ']"
9641,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['244', '  ']","['170', '  ']","['73', 'i ']","['228', '  ']","['154', '  ']","['73', 'i ']","['16', '  ']","['16', '  ']","['0', '  ']"
9641,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['13,441', '  ']","['1,800', '  ']","['11,641', '  ']","['9,039', '  ']","['1,664', '  ']","['7,374', '  ']","['4,402', '  ']","['136', '  ']","['4,267', '  ']"
9641,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['33,519', 'i ']","['4,467', '  ']","['29,052', 'i ']","['24,312', 'i ']","['4,266', '  ']","['20,046', 'i ']","['9,207', 'i ']","['201', '  ']","['9,005', 'i ']"
9641,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['568', '  ']","['38', '  ']","['530', '  ']","['563', '  ']","['38', '  ']","['525', '  ']","['5', '  ']","['0', '  ']","['5', '  ']"
9641,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,847', '  ']","['6,660', '  ']","['1,187', '  ']","['7,385', '  ']","['6,218', '  ']","['1,166', '  ']","['463', '  ']","['442', '  ']","['21', '  ']"
9641,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,140', '  ']","['2,045', '  ']","['95', '  ']","['2,060 - 2,138', '  ']","['1,965 - 2,043', '  ']","['95', '  ']","['2 - 81', '  ']","['2 - 80', '  ']","['*', 'i ']"
9641,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,200', '  ']","['3,135', '  ']","['65', '  ']","['2,564 - 3,199', '  ']","['2,501 - 3,136', '  ']","['62 - 66', '  ']","['1 - 637', '  ']","['0 - 634', '  ']","['0 - 3', '  ']"
9641,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['737,911', '  ']","['648,075', '  ']","['89,837', '  ']","['602,499', '  ']","['527,804', '  ']","['74,695', '  ']","['135,412', '  ']","['120,270', '  ']","['15,142', 'i ']"
9641,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9641,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,836', '  ']","['4,611', '  ']","['1,226', '  ']","['5,477', '  ']","['4,258', '  ']","['1,219', '  ']","['359', '  ']","['353', '  ']","['6', '  ']"
9641,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,969', '  ']","['13,501', '  ']","['2,468', '  ']","['15,061', '  ']","['12,626', '  ']","['2,434', '  ']","['909', '  ']","['875', '  ']","['34', '  ']"
