table_id,row_id,time_period,gdp_level_1,gdp_level_2,gdp_level_3,gdp_hierarchy_depth,value
5930,r077,1958,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.45
5930,r078,1958,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.05
5930,r079,1959,GDP,Current $billions,,2,521.7
5930,r080,1959,GDP,Constant 2012 $billions,,2,3178.2
5930,r081,1959,GDP,Deflatora (2012 = 1.00000),,2,0.16415
5930,r082,1959,Total R&D,Current $billions,,2,12.5
5930,r083,1959,Total R&D,Constant 2012 $billions,,2,76.1
5930,r084,1959,R&D/ GDP (%),Total,,2,2.39
5930,r085,1959,R&D/ GDP (%),"R&D, by performer",Business,3,1.76
5930,r086,1959,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.47
5930,r087,1959,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.11
5930,r088,1959,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.04
5930,r089,1959,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.78
5930,r090,1959,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.57
5930,r091,1959,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.05
5930,r092,1960,GDP,Current $billions,,2,542.4
5930,r093,1960,GDP,Constant 2012 $billions,,2,3260.0
5930,r094,1960,GDP,Deflatora (2012 = 1.00000),,2,0.16638
5930,r095,1960,Total R&D,Current $billions,,2,13.7
5930,r096,1960,Total R&D,Constant 2012 $billions,,2,82.4
5930,r097,1960,R&D/ GDP (%),Total,,2,2.53
5930,r098,1960,R&D/ GDP (%),"R&D, by performer",Business,3,1.85
5930,r099,1960,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.5
5930,r100,1960,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.13
5930,r101,1960,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.05
5930,r102,1960,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.83
5930,r103,1960,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.64
5930,r104,1960,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.05
5930,r105,1961,GDP,Current $billions,,2,562.2
5930,r106,1961,GDP,Constant 2012 $billions,,2,3343.5
5930,r107,1961,GDP,Deflatora (2012 = 1.00000),,2,0.16815
5930,r108,1961,Total R&D,Current $billions,,2,14.6
5930,r109,1961,Total R&D,Constant 2012 $billions,,2,86.6
5930,r110,1961,R&D/ GDP (%),Total,,2,2.59
5930,r111,1961,R&D/ GDP (%),"R&D, by performer",Business,3,1.84
5930,r112,1961,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.55
5930,r113,1961,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.15
5930,r114,1961,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.05
5930,r115,1961,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.85
5930,r116,1961,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.69
5930,r117,1961,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.06
5930,r118,1962,GDP,Current $billions,,2,603.9
5930,r119,1962,GDP,Constant 2012 $billions,,2,3548.4
5930,r120,1962,GDP,Deflatora (2012 = 1.00000),,2,0.17019
5930,r121,1962,Total R&D,Current $billions,,2,15.6
5930,r122,1962,Total R&D,Constant 2012 $billions,,2,91.9
5930,r123,1962,R&D/ GDP (%),Total,,2,2.59
5930,r124,1962,R&D/ GDP (%),"R&D, by performer",Business,3,1.83
5930,r125,1962,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.54
5930,r126,1962,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.16
5930,r127,1962,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r128,1962,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.85
5930,r129,1962,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.68
5930,r130,1962,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.06
5930,r131,1963,GDP,Current $billions,,2,637.5
5930,r132,1963,GDP,Constant 2012 $billions,,2,3702.9
5930,r133,1963,GDP,Deflatora (2012 = 1.00000),,2,0.17216
5930,r134,1963,Total R&D,Current $billions,,2,17.5
5930,r135,1963,Total R&D,Constant 2012 $billions,,2,101.8
5930,r136,1963,R&D/ GDP (%),Total,,2,2.75
5930,r137,1963,R&D/ GDP (%),"R&D, by performer",Business,3,1.92
5930,r138,1963,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.58
5930,r139,1963,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.18
5930,r140,1963,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r141,1963,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.86
5930,r142,1963,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.83
5930,r143,1963,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r144,1964,GDP,Current $billions,,2,684.5
5930,r145,1964,GDP,Constant 2012 $billions,,2,3916.3
5930,r146,1964,GDP,Deflatora (2012 = 1.00000),,2,0.17478
5930,r147,1964,Total R&D,Current $billions,,2,19.1
5930,r148,1964,Total R&D,Constant 2012 $billions,,2,109.3
5930,r149,1964,R&D/ GDP (%),Total,,2,2.79
5930,r150,1964,R&D/ GDP (%),"R&D, by performer",Business,3,1.91
5930,r151,1964,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.62
5930,r152,1964,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.2
5930,r153,1964,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r154,1964,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.86
5930,r155,1964,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.86
5930,r156,1964,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r157,1965,GDP,Current $billions,,2,742.3
5930,r158,1965,GDP,Constant 2012 $billions,,2,4170.8
5930,r159,1965,GDP,Deflatora (2012 = 1.00000),,2,0.17798
5930,r160,1965,Total R&D,Current $billions,,2,20.3
5930,r161,1965,Total R&D,Constant 2012 $billions,,2,113.8
5930,r162,1965,R&D/ GDP (%),Total,,2,2.73
5930,r163,1965,R&D/ GDP (%),"R&D, by performer",Business,3,1.86
5930,r164,1965,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.59
5930,r165,1965,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r166,1965,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r167,1965,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.88
5930,r168,1965,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.78
5930,r169,1965,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r170,1966,GDP,Current $billions,,2,813.4
5930,r171,1966,GDP,Constant 2012 $billions,,2,4445.9
5930,r172,1966,GDP,Deflatora (2012 = 1.00000),,2,0.18296
5930,r173,1966,Total R&D,Current $billions,,2,22.1
5930,r174,1966,Total R&D,Constant 2012 $billions,,2,120.6
5930,r175,1966,R&D/ GDP (%),Total,,2,2.71
5930,r176,1966,R&D/ GDP (%),"R&D, by performer",Business,3,1.87
5930,r177,1966,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.56
5930,r178,1966,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r179,1966,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.07
5930,r180,1966,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.9
5930,r181,1966,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.74
5930,r182,1966,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r183,1967,GDP,Current $billions,,2,860.0
5930,r184,1967,GDP,Constant 2012 $billions,,2,4567.8
5930,r185,1967,GDP,Deflatora (2012 = 1.00000),,2,0.18827
5930,r186,1967,Total R&D,Current $billions,,2,23.3
5930,r187,1967,Total R&D,Constant 2012 $billions,,2,124.0
5930,r188,1967,R&D/ GDP (%),Total,,2,2.71
5930,r189,1967,R&D/ GDP (%),"R&D, by performer",Business,3,1.86
5930,r190,1967,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.56
5930,r191,1967,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.24
5930,r192,1967,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.07
5930,r193,1967,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.95
5930,r194,1967,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.69
5930,r195,1967,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r196,1968,GDP,Current $billions,,2,940.7
5930,r197,1968,GDP,Constant 2012 $billions,,2,4792.3
5930,r198,1968,GDP,Deflatora (2012 = 1.00000),,2,0.19629
5930,r199,1968,Total R&D,Current $billions,,2,24.7
5930,r200,1968,Total R&D,Constant 2012 $billions,,2,125.7
5930,r201,1968,R&D/ GDP (%),Total,,2,2.62
5930,r202,1968,R&D/ GDP (%),"R&D, by performer",Business,3,1.81
5930,r203,1968,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.52
5930,r204,1968,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.23
5930,r205,1968,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r206,1968,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.96
5930,r207,1968,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.59
5930,r208,1968,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r209,1969,GDP,Current $billions,,2,1017.6
5930,r210,1969,GDP,Constant 2012 $billions,,2,4942.1
5930,r211,1969,GDP,Deflatora (2012 = 1.00000),,2,0.2059
5930,r212,1969,Total R&D,Current $billions,,2,26.0
5930,r213,1969,Total R&D,Constant 2012 $billions,,2,126.3
5930,r214,1969,R&D/ GDP (%),Total,,2,2.55
5930,r215,1969,R&D/ GDP (%),"R&D, by performer",Business,3,1.75
5930,r216,1969,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.51
5930,r217,1969,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r218,1969,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r219,1969,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.98
5930,r220,1969,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.5
5930,r221,1969,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r222,1970,GDP,Current $billions,,2,1073.3
5930,r223,1970,GDP,Constant 2012 $billions,,2,4951.3
5930,r224,1970,GDP,Deflatora (2012 = 1.00000),,2,0.21677
5930,r225,1970,Total R&D,Current $billions,,2,26.3
5930,r226,1970,Total R&D,Constant 2012 $billions,,2,121.2
5930,r227,1970,R&D/ GDP (%),Total,,2,2.45
5930,r228,1970,R&D/ GDP (%),"R&D, by performer",Business,3,1.64
5930,r229,1970,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.52
5930,r230,1970,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.23
5930,r231,1970,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r232,1970,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.97
5930,r233,1970,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.4
5930,r234,1970,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r235,1971,GDP,Current $billions,,2,1164.9
5930,r236,1971,GDP,Constant 2012 $billions,,2,5114.3
5930,r237,1971,GDP,Deflatora (2012 = 1.00000),,2,0.22777
5930,r238,1971,Total R&D,Current $billions,,2,27.0
5930,r239,1971,Total R&D,Constant 2012 $billions,,2,118.3
5930,r240,1971,R&D/ GDP (%),Total,,2,2.31
5930,r241,1971,R&D/ GDP (%),"R&D, by performer",Business,3,1.53
5930,r242,1971,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.5
5930,r243,1971,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r244,1971,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r245,1971,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.93
5930,r246,1971,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.31
5930,r247,1971,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r248,1972,GDP,Current $billions,,2,1279.1
5930,r249,1972,GDP,Constant 2012 $billions,,2,5383.3
5930,r250,1972,GDP,Deflatora (2012 = 1.00000),,2,0.23761
5930,r251,1972,Total R&D,Current $billions,,2,28.7
5930,r252,1972,Total R&D,Constant 2012 $billions,,2,121.0
5930,r253,1972,R&D/ GDP (%),Total,,2,2.25
5930,r254,1972,R&D/ GDP (%),"R&D, by performer",Business,3,1.49
5930,r255,1972,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.49
5930,r256,1972,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r257,1972,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r258,1972,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.92
5930,r259,1972,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.25
5930,r260,1972,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r261,1973,GDP,Current $billions,,2,1425.4
5930,r262,1973,GDP,Constant 2012 $billions,,2,5687.2
5930,r263,1973,GDP,Deflatora (2012 = 1.00000),,2,0.25063
5930,r264,1973,Total R&D,Current $billions,,2,31.0
5930,r265,1973,Total R&D,Constant 2012 $billions,,2,123.5
5930,r266,1973,R&D/ GDP (%),Total,,2,2.17
5930,r267,1973,R&D/ GDP (%),"R&D, by performer",Business,3,1.45
5930,r268,1973,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.45
5930,r269,1973,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r270,1973,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r271,1973,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.93
5930,r272,1973,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.16
5930,r273,1973,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.07
5930,r274,1974,GDP,Current $billions,,2,1545.2
5930,r275,1974,GDP,Constant 2012 $billions,,2,5656.5
5930,r276,1974,GDP,Deflatora (2012 = 1.00000),,2,0.27317
5930,r277,1974,Total R&D,Current $billions,,2,33.4
5930,r278,1974,Total R&D,Constant 2012 $billions,,2,122.1
5930,r279,1974,R&D/ GDP (%),Total,,2,2.16
5930,r280,1974,R&D/ GDP (%),"R&D, by performer",Business,3,1.44
5930,r281,1974,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.45
5930,r282,1974,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r283,1974,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r284,1974,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.96
5930,r285,1974,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.12
5930,r286,1974,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r287,1975,GDP,Current $billions,,2,1684.9
5930,r288,1975,GDP,Constant 2012 $billions,,2,5644.8
5930,r289,1975,GDP,Deflatora (2012 = 1.00000),,2,0.29849
5930,r290,1975,Total R&D,Current $billions,,2,35.7
5930,r291,1975,Total R&D,Constant 2012 $billions,,2,119.5
5930,r292,1975,R&D/ GDP (%),Total,,2,2.12
5930,r293,1975,R&D/ GDP (%),"R&D, by performer",Business,3,1.39
5930,r294,1975,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.45
5930,r295,1975,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r296,1975,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r297,1975,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.94
5930,r298,1975,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.1
5930,r299,1975,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r300,1976,GDP,Current $billions,,2,1873.4
5930,r301,1976,GDP,Constant 2012 $billions,,2,5949.0
5930,r302,1976,GDP,Deflatora (2012 = 1.00000),,2,0.31491
5930,r303,1976,Total R&D,Current $billions,,2,39.4
5930,r304,1976,Total R&D,Constant 2012 $billions,,2,125.2
5930,r305,1976,R&D/ GDP (%),Total,,2,2.1
5930,r306,1976,R&D/ GDP (%),"R&D, by performer",Business,3,1.39
5930,r307,1976,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.44
5930,r308,1976,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r309,1976,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r310,1976,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.94
5930,r311,1976,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.08
5930,r312,1976,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r313,1977,GDP,Current $billions,,2,2081.8
5930,r314,1977,GDP,Constant 2012 $billions,,2,6224.1
5930,r315,1977,GDP,Deflatora (2012 = 1.00000),,2,0.33447
5930,r316,1977,Total R&D,Current $billions,,2,43.3
5930,r317,1977,Total R&D,Constant 2012 $billions,,2,129.6
5930,r318,1977,R&D/ GDP (%),Total,,2,2.08
5930,r319,1977,R&D/ GDP (%),"R&D, by performer",Business,3,1.39
5930,r320,1977,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.43
5930,r321,1977,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r322,1977,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r323,1977,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.94
5930,r324,1977,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.06
5930,r325,1977,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r326,1978,GDP,Current $billions,,2,2351.6
5930,r327,1978,GDP,Constant 2012 $billions,,2,6568.6
5930,r328,1978,GDP,Deflatora (2012 = 1.00000),,2,0.35801
5930,r329,1978,Total R&D,Current $billions,,2,48.7
5930,r330,1978,Total R&D,Constant 2012 $billions,,2,136.1
5930,r331,1978,R&D/ GDP (%),Total,,2,2.07
5930,r332,1978,R&D/ GDP (%),"R&D, by performer",Business,3,1.37
5930,r333,1978,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.43
5930,r334,1978,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.21
5930,r335,1978,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r336,1978,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.95
5930,r337,1978,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.04
5930,r338,1978,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r339,1979,GDP,Current $billions,,2,2627.3
5930,r340,1979,GDP,Constant 2012 $billions,,2,6776.6
5930,r341,1979,GDP,Deflatora (2012 = 1.00000),,2,0.3877
5930,r342,1979,Total R&D,Current $billions,,2,55.4
5930,r343,1979,Total R&D,Constant 2012 $billions,,2,142.8
5930,r344,1979,R&D/ GDP (%),Total,,2,2.11
5930,r345,1979,R&D/ GDP (%),"R&D, by performer",Business,3,1.41
5930,r346,1979,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.42
5930,r347,1979,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r348,1979,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r349,1979,R&D/ GDP (%),"R&D, by source of funding",Business,3,0.99
5930,r350,1979,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.04
5930,r351,1979,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r352,1980,GDP,Current $billions,,2,2857.3
5930,r353,1980,GDP,Constant 2012 $billions,,2,6759.2
5930,r354,1980,GDP,Deflatora (2012 = 1.00000),,2,0.42273
5930,r355,1980,Total R&D,Current $billions,,2,63.2
5930,r356,1980,Total R&D,Constant 2012 $billions,,2,149.6
5930,r357,1980,R&D/ GDP (%),Total,,2,2.21
5930,r358,1980,R&D/ GDP (%),"R&D, by performer",Business,3,1.51
5930,r359,1980,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.42
5930,r360,1980,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.23
5930,r361,1980,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r362,1980,R&D/ GDP (%),"R&D, by source of funding",Business,3,1.08
5930,r363,1980,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.05
5930,r364,1980,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r365,1981,GDP,Current $billions,,2,3207.0
5930,r366,1981,GDP,Constant 2012 $billions,,2,6930.7
5930,r367,1981,GDP,Deflatora (2012 = 1.00000),,2,0.46272
5930,r368,1981,Total R&D,Current $billions,,2,72.3
5930,r369,1981,Total R&D,Constant 2012 $billions,,2,156.2
5930,r370,1981,R&D/ GDP (%),Total,,2,2.25
5930,r371,1981,R&D/ GDP (%),"R&D, by performer",Business,3,1.57
5930,r372,1981,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.41
5930,r373,1981,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.22
5930,r374,1981,R&D/ GDP (%),"R&D, by performer",Otherc,3,0.06
5930,r375,1981,R&D/ GDP (%),"R&D, by source of funding",Business,3,1.12
5930,r376,1981,R&D/ GDP (%),"R&D, by source of funding",Federal,3,1.05
5930,r377,1981,R&D/ GDP (%),"R&D, by source of funding",Otherd,3,0.08
5930,r378,1982,GDP,Current $billions,,2,3343.8
5930,r379,1982,GDP,Constant 2012 $billions,,2,6805.8
5930,r380,1982,GDP,Deflatora (2012 = 1.00000),,2,0.49132
5930,r381,1982,Total R&D,Current $billions,,2,80.7
5930,r382,1982,Total R&D,Constant 2012 $billions,,2,164.4
5930,r383,1982,R&D/ GDP (%),Total,,2,2.41
5930,r384,1982,R&D/ GDP (%),"R&D, by performer",Business,3,1.71
5930,r385,1982,R&D/ GDP (%),"R&D, by performer",Federalb,3,0.42
5930,r386,1982,R&D/ GDP (%),"R&D, by performer",Higher education,3,0.23
