table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022,field_2023_all_physical_sciences,field_2023_astronomy_and_astrophysics,field_2023_chemistry,field_2023_materials_science,field_2023_physics,field_2023_physical_sciences_nec
12696,r011,All institutions -> U. Arizona,All institutions,U. Arizona,2,10,"['77,135', '']","['73,148', '']","['75,484', '']","['87,271', '']","['72,986', '']","['6,796', '']","['1,996', '']","['5,493', '']","['0', '']"
12696,r012,All institutions -> Stanford U.,All institutions,Stanford U.,2,11,"['68,199', '']","['72,190', '']","['74,962', '']","['78,192', '']","['3,437', '']","['26,366', '']","['8,903', '']","['37,003', '']","['2,483', '']"
12696,r013,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,12,"['56,570', '']","['59,786', '']","['65,599', '']","['76,105', '']","['8,056', '']","['9,496', '']","['42,153', '']","['16,400', '']","['0', '']"
12696,r014,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,13,"['58,512', '']","['60,580', '']","['65,819', '']","['73,094', '']","['2,731', '']","['23,545', '']","['0', '']","['27,280', '']","['19,538', '']"
12696,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['49,002', '']","['54,485', '']","['67,979', '']","['70,946', '']","['4,935', '']","['30,706', '']","['0', '']","['22,834', '']","['12,471', '']"
12696,r016,All institutions -> Harvard U.,All institutions,Harvard U.,2,15,"['55,363', '']","['59,262', '']","['66,072', '']","['65,331', '']","['5,981', '']","['19,797', '']","['3,711', '']","['34,387', '']","['1,455', '']"
12696,r017,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,16,"['52,913', '']","['52,053', '']","['56,218', '']","['63,604', '']","['7,508', '']","['26,560', '']","['1,424', '']","['23,796', '']","['4,316', '']"
12696,r018,All institutions -> U. Chicago,All institutions,U. Chicago,2,17,"['43,904', '']","['47,425', '']","['59,248', '']","['61,355', '']","['12,850', '']","['29,008', '']","['4,930', '']","['14,173', '']","['394', '']"
12696,r019,All institutions -> Princeton U.,All institutions,Princeton U.,2,18,"['60,336', '']","['56,283', '']","['58,459', '']","['59,526', '']","['26,983', '']","['13,834', '']","['0', '']","['18,686', '']","['23', '']"
12696,r020,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,19,"['54,776', '']","['53,869', '']","['53,722', '']","['58,927', '']","['9,966', '']","['11,765', '']","['15,174', '']","['22,022', '']","['0', '']"
12696,r021,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,20,"['49,164', '']","['49,944', '']","['51,602', '']","['57,753', '']","['4,961', '']","['21,096', '']","['0', '']","['31,688', '']","['8', '']"
12696,r022,All institutions -> U. Iowa,All institutions,U. Iowa,2,21,"['18,913', '']","['28,692', '']","['50,134', '']","['57,100', '']","['1,055', '']","['4,319', '']","['0', '']","['51,726', '']","['0', '']"
12696,r023,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,22,"['46,669', '']","['49,661', '']","['50,617', '']","['53,306', '']","['2,037', '']","['23,314', '']","['15,370', '']","['10,597', '']","['1,988', '']"
12696,r024,All institutions -> Florida State U.,All institutions,Florida State U.,2,23,"['42,211', '']","['37,224', '']","['40,242', '']","['52,655', '']","['209', '']","['12,918', '']","['4,095', '']","['35,433', '']","['0', '']"
12696,r025,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,24,"['38,206', '']","['39,630', '']","['46,353', '']","['49,316', '']","['3', '']","['18,079', '']","['13,059', '']","['18,175', '']","['0', '']"
12696,r026,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,25,"['36,695', '']","['34,841', '']","['48,512', '']","['47,290', '']","['2,454', '']","['6,841', '']","['11,309', '']","['18,547', '']","['8,139', '']"
12696,r027,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,26,"['37,430', '']","['36,246', '']","['42,141', '']","['44,032', '']","['0', '']","['19,114', '']","['0', '']","['24,918', '']","['0', '']"
12696,r028,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,27,"['35,572', '']","['38,670', '']","['39,773', '']","['42,501', '']","['3,789', '']","['20,730', '']","['0', '']","['17,982', '']","['0', '']"
12696,r029,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,28,"['31,519', '']","['40,994', '']","['43,442', '']","['41,677', '']","['10,301', '']","['12,365', '']","['2,394', '']","['16,617', '']","['0', '']"
12696,r030,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,29,"['41,413', '']","['37,312', '']","['42,570', '']","['41,585', '']","['0', '']","['41,585', '']","['0', '']","['0', '']","['0', '']"
12696,r031,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,30,"['30,902', '']","['33,285', '']","['34,829', '']","['38,023', '']","['2,170', '']","['11,308', '']","['0', '']","['24,545', '']","['0', '']"
12696,r032,All institutions -> Yale U.,All institutions,Yale U.,2,31,"['28,840', '']","['29,641', '']","['33,421', '']","['37,212', '']","['831', '']","['19,638', '']","['0', '']","['16,743', '']","['0', '']"
12696,r033,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,32,"['28,853', '']","['29,976', '']","['29,426', '']","['37,066', '']","['0', '']","['22,306', '']","['0', '']","['14,760', '']","['0', '']"
12696,r034,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,33,"['32,576', '']","['32,702', '']","['32,029', '']","['33,927', '']","['1,977', '']","['13,527', '']","['0', '']","['18,423', '']","['0', '']"
12696,r035,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,34,"['21,579', '']","['24,204', '']","['27,908', '']","['32,897', '']","['0', '']","['18,651', '']","['0', '']","['14,246', '']","['0', '']"
12696,r036,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,35,"['27,083', '']","['25,924', '']","['34,295', '']","['32,265', '']","['888', '']","['20,298', '']","['0', '']","['8,245', '']","['2,834', '']"
12696,r037,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,36,"['21,208', '']","['22,946', '']","['27,656', '']","['31,816', '']","['1,151', '']","['11,935', '']","['4,438', '']","['13,326', '']","['966', '']"
12696,r038,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,37,"['17,261', '']","['18,569', '']","['23,076', '']","['30,887', '']","['0', '']","['3', '']","['0', '']","['27,081', '']","['3,803', '']"
12696,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['26,725', '']","['24,451', '']","['28,779', '']","['30,228', '']","['0', '']","['17,070', '']","['0', '']","['13,158', '']","['0', '']"
12696,r040,All institutions -> U. Florida,All institutions,U. Florida,2,39,"['16,445', '']","['17,471', '']","['21,896', '']","['28,674', '']","['1,457', '']","['16,093', '']","['0', '']","['11,124', '']","['0', '']"
12696,r041,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,40,"['18,837', '']","['20,915', '']","['22,509', '']","['28,344', '']","['0', '']","['2,608', '']","['0', '']","['25,736', '']","['0', '']"
12696,r042,All institutions -> U. Delaware,All institutions,U. Delaware,2,41,"['19,931', '']","['21,099', '']","['26,652', '']","['28,042', '']","['1,397', '']","['8,964', '']","['11,988', '']","['5,693', '']","['0', '']"
12696,r043,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,42,"['12,385', '']","['14,065', '']","['14,612', '']","['27,453', '']","['0', '']","['5,406', '']","['0', '']","['9,450', '']","['12,597', '']"
12696,r044,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,43,"['44,079', '']","['30,584', '']","['27,702', '']","['27,100', '']","['2,203', '']","['6,686', '']","['100', '']","['18,111', '']","['0', '']"
12696,r045,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,44,"['na', '']","['na', '']","['na', '']","['26,970', '']","['0', '']","['8,922', '']","['0', '']","['18,048', '']","['0', '']"
12696,r046,All institutions -> Boston U.,All institutions,Boston U.,2,45,"['20,726', '']","['23,002', '']","['24,802', '']","['26,252', '']","['1,621', '']","['11,916', '']","['0', '']","['12,715', '']","['0', '']"
12696,r047,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,46,"['18,393', '']","['20,017', '']","['21,448', '']","['25,365', '']","['0', '']","['9,328', '']","['7,184', '']","['8,853', '']","['0', '']"
12696,r048,All institutions -> Duke U.,All institutions,Duke U.,2,47,"['19,178', '']","['19,826', '']","['20,898', '']","['25,284', '']","['0', '']","['13,439', '']","['0', '']","['11,845', '']","['0', '']"
12696,r049,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,48,"['22,417', '']","['22,213', '']","['22,817', '']","['24,326', '']","['0', '']","['16,390', '']","['0', '']","['7,936', '']","['0', '']"
12696,r050,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,49,"['17,230', '']","['17,078', '']","['23,183', '']","['23,211', '']","['0', '']","['11,408', '']","['0', '']","['8,183', '']","['3,620', '']"
12696,r051,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,50,"['17,815', '']","['20,463', '']","['23,640', '']","['23,112', '']","['0', '']","['12,091', '']","['0', '']","['11,021', '']","['0', '']"
12696,r052,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,51,"['13,194', '']","['16,081', '']","['17,077', '']","['23,066', '']","['0', '']","['10,150', '']","['0', '']","['12,916', '']","['0', '']"
12696,r053,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,52,"['17,723', '']","['16,115', '']","['19,002', '']","['22,072', '']","['5,244', '']","['10,702', '']","['0', '']","['6,051', '']","['75', '']"
12696,r054,All institutions -> Rice U.,All institutions,Rice U.,2,53,"['16,313', '']","['17,271', '']","['18,067', '']","['21,939', '']","['1,003', '']","['8,899', '']","['93', '']","['11,944', '']","['0', '']"
12696,r055,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,54,"['10,794', '']","['16,551', '']","['13,784', '']","['21,673', '']","['0', '']","['5,006', '']","['0', '']","['16,667', '']","['0', '']"
12696,r056,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,55,"['17,092', '']","['17,339', '']","['17,591', '']","['21,603', '']","['15,027', '']","['3,075', '']","['152', '']","['3,349', '']","['0', '']"
12696,r057,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,56,"['17,786', '']","['16,509', '']","['19,723', '']","['21,533', '']","['1,374', '']","['10,990', '']","['0', '']","['9,169', '']","['0', '']"
12696,r058,All institutions -> U. Utah,All institutions,U. Utah,2,57,"['19,006', '']","['19,543', '']","['17,611', '']","['20,854', '']","['0', '']","['14,811', '']","['0', '']","['6,043', '']","['0', '']"
12696,r059,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,58,"['10,533', '']","['12,875', '']","['15,452', '']","['20,200', '']","['0', '']","['7,331', '']","['0', '']","['12,869', '']","['0', '']"
12696,r060,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,59,"['19,333', '']","['20,408', '']","['20,481', '']","['19,880', '']","['2,860', '']","['8,202', '']","['0', '']","['8,818', '']","['0', '']"
12696,r061,All institutions -> Florida International U.,All institutions,Florida International U.,2,60,"['11,642', '']","['14,476', '']","['18,951', '']","['19,452', '']","['0', '']","['16,789', '']","['0', '']","['2,657', '']","['6', '']"
12696,r062,All institutions -> New York U.,All institutions,New York U.,2,61,"['18,606', '']","['19,664', '']","['17,913', '']","['18,882', '']","['0', '']","['10,116', '']","['0', '']","['8,766', '']","['0', '']"
12696,r063,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,62,"['18,261', '']","['15,054', '']","['16,202', '']","['18,832', '']","['4,406', '']","['8,193', '']","['0', '']","['6,233', '']","['0', '']"
12696,r064,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,63,"['21,233', '']","['19,340', '']","['19,586', '']","['18,516', '']","['488', '']","['11,063', '']","['0', '']","['6,965', '']","['0', '']"
12696,r065,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,64,"['13,657', '']","['15,032', '']","['16,847', '']","['16,937', '']","['0', '']","['8,771', '']","['0', '']","['8,108', '']","['58', '']"
12696,r066,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,65,"['15,195', '']","['15,636', '']","['16,621', '']","['16,670', '']","['0', '']","['9,763', '']","['0', '']","['6,907', '']","['0', '']"
12696,r067,All institutions -> Emory U.,All institutions,Emory U.,2,66,"['15,380', '']","['18,181', '']","['17,121', '']","['16,167', '']","['0', '']","['12,978', '']","['0', '']","['3,189', '']","['0', '']"
12696,r068,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,67,"['7,884', '']","['10,355', '']","['12,006', '']","['16,078', '']","['0', '']","['9,720', '']","['1,010', '']","['4,966', '']","['382', '']"
12696,r069,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,68,"['12,121', '']","['11,804', '']","['13,906', '']","['15,806', '']","['0', '']","['5,308', '']","['0', '']","['10,498', '']","['0', '']"
12696,r070,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,69,"['19,021', '']","['16,519', '']","['14,059', '']","['15,748', '']","['9,642', '']","['2,033', '']","['0', '']","['4,068', '']","['5', '']"
12696,r071,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,70,"['13,854', '']","['13,944', '']","['14,686', '']","['15,624', '']","['310', '']","['9,822', '']","['360', '']","['5,006', '']","['126', '']"
12696,r072,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,71,"['14,276', '']","['14,667', '']","['15,648', '']","['15,451', '']","['0', '']","['8,960', '']","['0', '']","['6,491', '']","['0', '']"
12696,r073,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,72,"['9,353', '']","['9,963', '']","['11,243', '']","['15,408', '']","['345', '']","['3,534', '']","['5,405', '']","['5,660', '']","['464', '']"
12696,r074,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,73,"['11,165', '']","['11,139', '']","['13,327', '']","['15,023', '']","['1,103', '']","['5,469', '']","['1,838', '']","['6,558', '']","['55', '']"
12696,r075,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,74,"['9,595', '']","['10,716', '']","['13,902', '']","['14,689', '']","['13,290', '']","['28', '']","['0', '']","['1,360', '']","['11', '']"
12696,r076,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,75,"['13,295', '']","['13,940', '']","['12,932', '']","['14,676', '']","['0', '']","['5,919', '']","['0', '']","['8,594', '']","['163', '']"
12696,r077,All institutions -> U. Oregon,All institutions,U. Oregon,2,76,"['9,034', '']","['9,747', '']","['10,590', '']","['14,369', '']","['0', '']","['8,287', '']","['359', '']","['3,093', '']","['2,630', '']"
12696,r078,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,77,"['9,101', '']","['12,051', '']","['12,936', '']","['14,149', '']","['0', '']","['8,923', '']","['0', '']","['2,895', '']","['2,331', '']"
12696,r079,All institutions -> Washington State U.,All institutions,Washington State U.,2,78,"['14,813', '']","['16,946', '']","['14,433', '']","['13,980', '']","['317', '']","['4,277', '']","['1,914', '']","['7,374', '']","['98', '']"
12696,r080,All institutions -> U. Kansas,All institutions,U. Kansas,2,79,"['6,488', '']","['12,448', '']","['12,742', '']","['13,648', '']","['679', '']","['9,418', '']","['0', '']","['3,551', '']","['0', '']"
12696,r081,All institutions -> U. Southern California,All institutions,U. Southern California,2,80,"['13,605', '']","['13,175', '']","['13,210', '']","['13,375', '']","['4,854', '']","['8,521', '']","['0', '']","['0', '']","['0', '']"
12696,r082,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,81,"['12,991', '']","['13,160', '']","['13,707', '']","['13,191', '']","['924', '']","['3,310', '']","['588', '']","['8,320', '']","['49', '']"
12696,r083,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,82,"['4,452', '']","['4,371', '']","['6,309', '']","['13,005', '']","['0', '']","['2,635', '']","['11', '']","['9,144', '']","['1,215', '']"
12696,r084,All institutions -> Brown U.,All institutions,Brown U.,2,83,"['11,133', '']","['11,410', '']","['11,868', '']","['12,798', '']","['0', '']","['4,037', '']","['0', '']","['7,048', '']","['1,713', '']"
12696,r085,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,84,"['11,202', '']","['11,048', '']","['11,112', '']","['12,222', '']","['0', '']","['1,278', '']","['0', '']","['10,944', '']","['0', '']"
12696,r086,All institutions -> Temple U.,All institutions,Temple U.,2,85,"['10,820', '']","['10,707', '']","['10,386', '']","['12,195', '']","['0', '']","['5,601', '']","['0', '']","['3,180', '']","['3,414', '']"
12696,r087,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,86,"['8,114', '']","['8,179', '']","['8,306', '']","['11,861', '']","['0', '']","['0', '']","['0', '']","['11,861', '']","['0', '']"
12696,r088,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,87,"['8,124', '']","['7,346', '']","['8,473', '']","['11,828', '']","['0', '']","['6,103', '']","['0', '']","['5,725', '']","['0', '']"
12696,r089,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,88,"['11,446', '']","['8,751', '']","['11,218', '']","['11,345', '']","['0', '']","['7,361', '']","['0', '']","['3,984', '']","['0', '']"
12696,r090,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,89,"['8,805', '']","['8,900', '']","['8,912', '']","['11,286', '']","['2,327', '']","['3,148', '']","['0', '']","['5,811', '']","['0', '']"
12696,r091,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,90,"['7,140', '']","['8,073', '']","['8,255', '']","['11,176', '']","['0', '']","['3,413', '']","['0', '']","['7,763', '']","['0', '']"
12696,r092,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,91,"['9,295', '']","['9,314', '']","['9,735', '']","['11,068', '']","['4,176', '']","['3,019', '']","['0', '']","['3,867', '']","['6', '']"
12696,r093,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,92,"['13,754', '']","['10,035', '']","['10,406', '']","['10,931', '']","['2,689', '']","['4,782', '']","['0', '']","['3,460', '']","['0', '']"
12696,r094,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,93,"['8,422', '']","['8,778', '']","['11,568', '']","['10,808', '']","['0', '']","['2,466', '']","['0', '']","['8,342', '']","['0', '']"
12696,r095,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,94,"['7,218', '']","['6,779', '']","['9,444', '']","['10,317', '']","['4,325', '']","['3,148', '']","['533', '']","['2,311', '']","['0', '']"
12696,r096,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,95,"['7,146', '']","['6,179', '']","['8,996', '']","['10,132', '']","['1,176', '']","['2,707', '']","['0', '']","['6,249', '']","['0', '']"
12696,r097,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,96,"['7,195', '']","['8,075', '']","['8,088', '']","['9,997', '']","['0', '']","['7,601', '']","['0', '']","['2,396', '']","['0', '']"
12696,r098,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,97,"['8,527', '']","['11,564', '']","['11,417', '']","['9,823', '']","['0', '']","['9,325', '']","['0', '']","['0', '']","['498', '']"
12696,r099,All institutions -> Boston C.,All institutions,Boston C.,2,98,"['7,098', '']","['8,597', '']","['9,471', '']","['9,802', '']","['0', '']","['6,854', '']","['0', '']","['2,948', '']","['0', '']"
12696,r100,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,99,"['7,751', '']","['9,181', '']","['10,411', '']","['9,680', '']","['0', '']","['4,589', '']","['0', '']","['5,091', '']","['0', '']"
12696,r101,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,100,"['9,919', '']","['11,116', '']","['9,045', '']","['9,443', '']","['8,834', '']","['73', '']","['0', '']","['244', '']","['292', '']"
12696,r102,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,101,"['7,787', '']","['8,426', '']","['9,087', '']","['9,434', '']","['0', '']","['560', '']","['0', '']","['3,363', '']","['5,511', '']"
12696,r103,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,102,"['6,866', '']","['6,649', '']","['7,721', '']","['9,293', '']","['772', '']","['2,635', '']","['205', '']","['5,600', '']","['81', '']"
12696,r104,All institutions -> U. Houston,All institutions,U. Houston,2,103,"['6,336', '']","['6,931', '']","['8,607', '']","['9,287', '']","['293', '']","['4,355', '']","['531', '']","['3,424', '']","['684', '']"
12696,r105,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,104,"['7,007', '']","['7,213', '']","['9,999', '']","['9,283', '']","['0', '']","['5,331', '']","['0', '']","['3,952', '']","['0', '']"
12696,r106,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,105,"['8,746', '']","['9,082', '']","['9,933', '']","['9,127', '']","['0', '']","['1,805', '']","['0', '']","['7,322', '']","['0', '']"
12696,r107,All institutions -> U. Toledo,All institutions,U. Toledo,2,106,"['5,136', '']","['7,627', '']","['9,009', '']","['8,941', '']","['905', '']","['2,384', '']","['0', '']","['5,644', '']","['8', '']"
12696,r108,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,107,"['7,993', '']","['7,712', '']","['7,655', '']","['8,722', '']","['0', '']","['1,997', '']","['0', '']","['6,725', '']","['0', '']"
12696,r109,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,108,"['8,354', '']","['8,145', '']","['8,524', '']","['8,613', '']","['6,369', '']","['1,039', '']","['0', '']","['1,205', '']","['0', '']"
12696,r110,All institutions -> Tufts U.,All institutions,Tufts U.,2,109,"['6,118', '']","['8,268', '']","['9,794', '']","['8,160', '']","['524', '']","['5,982', '']","['859', '']","['560', '']","['235', '']"
12696,r111,All institutions -> Clemson U.,All institutions,Clemson U.,2,110,"['6,157', '']","['6,037', '']","['7,828', '']","['8,075', '']","['0', '']","['2,897', '']","['0', '']","['5,178', '']","['0', '']"
12696,r112,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,111,"['4,720', '']","['4,913', '']","['5,722', '']","['7,960', '']","['271', '']","['5,109', '']","['0', '']","['2,580', '']","['0', '']"
12696,r113,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,112,"['2,853', '']","['6,937', '']","['6,438', '']","['7,949', '']","['0', '']","['2,365', '']","['5,450', '']","['134', '']","['0', '']"
12696,r114,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,113,"['7,424', '']","['8,304', '']","['10,109', '']","['7,924', '']","['0', '']","['2,355', '']","['0', '']","['5,503', '']","['66', '']"
12696,r115,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,114,"['7,654', '']","['6,710', '']","['6,664', '']","['7,860', '']","['0', '']","['5,281', '']","['0', '']","['2,579', '']","['0', '']"
12696,r116,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,115,"['4,702', '']","['4,912', '']","['5,829', '']","['7,666', '']","['0', '']","['3,850', '']","['434', '']","['3,382', '']","['0', '']"
12696,r117,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,116,"['7,077', '']","['8,325', '']","['7,504', '']","['7,608', '']","['0', '']","['7,608', '']","['0', '']","['0', '']","['0', '']"
12696,r118,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,117,"['18,373', '']","['14,524', '']","['7,819', '']","['7,413', '']","['4,224', '']","['848', '']","['0', '']","['1,541', '']","['800', '']"
12696,r119,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,118,"['4,750', '']","['6,665', '']","['6,308', '']","['7,252', '']","['415', '']","['1,056', '']","['0', '']","['1,348', '']","['4,433', '']"
12696,r120,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,119,"['6,785', '']","['7,061', '']","['7,897', '']","['7,162', '']","['0', '']","['4,205', '']","['0', '']","['2,957', '']","['0', '']"
12696,r121,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,120,"['4,973', '']","['8,037', '']","['8,136', '']","['7,070', '']","['0', '']","['0', '']","['0', '']","['7,070', '']","['0', '']"
