table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12711,r056,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,55,"['5,753', '']","['1,652', '']","['750', '']","['0', '']","['0', '']","['506', '']","['0', '']","['0', '']","['0', '']","['2,845', '']","['0', '']"
12711,r057,All institutions -> Brown U.,All institutions,Brown U.,2,56,"['5,747', '']","['35', '']","['3,829', '']","['0', '']","['0', '']","['1,143', '']","['0', '']","['0', '']","['145', '']","['595', '']","['0', '']"
12711,r058,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,57,"['5,735', '']","['53', '']","['2,108', '']","['5', '']","['0', '']","['39', '']","['0', '']","['8', '']","['0', '']","['3,522', '']","['0', '']"
12711,r059,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,58,"['5,617', '']","['0', '']","['1,051', '']","['101', '']","['0', '']","['4,346', '']","['0', '']","['0', '']","['0', '']","['119', '']","['0', '']"
12711,r060,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,59,"['5,564', '']","['0', '']","['2,541', '']","['913', '']","['0', '']","['1,103', '']","['0', '']","['0', '']","['0', '']","['1,007', '']","['0', '']"
12711,r061,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,60,"['5,500', '']","['0', '']","['159', '']","['195', '']","['0', '']","['2,065', '']","['0', '']","['0', '']","['0', '']","['3,081', '']","['0', '']"
12711,r062,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,61,"['5,263', '']","['132', '']","['99', '']","['245', '']","['0', '']","['1,469', '']","['0', '']","['0', '']","['0', '']","['3,318', '']","['0', '']"
12711,r063,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,62,"['5,096', '']","['0', '']","['1,370', '']","['1,047', '']","['0', '']","['2,679', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12711,r064,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,63,"['5,073', '']","['0', '']","['505', '']","['70', '']","['0', '']","['3,043', '']","['0', '']","['0', '']","['139', '']","['1,267', '']","['49', '']"
12711,r065,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,64,"['4,779', '']","['319', '']","['501', '']","['442', '']","['0', '']","['2,085', '']","['0', '']","['0', '']","['0', '']","['1,408', '']","['24', '']"
12711,r066,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,65,"['4,760', '']","['98', '']","['653', '']","['570', '']","['0', '']","['2,257', '']","['0', '']","['101', '']","['11', '']","['1,070', '']","['0', '']"
12711,r067,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,66,"['4,743', '']","['79', '']","['3,070', '']","['577', '']","['0', '']","['651', '']","['0', '']","['0', '']","['258', '']","['42', '']","['66', '']"
12711,r068,All institutions -> U. Utah,All institutions,U. Utah,2,67,"['4,649', '']","['0', '']","['1,661', '']","['1,133', '']","['0', '']","['489', '']","['0', '']","['0', '']","['0', '']","['1,366', '']","['0', '']"
12711,r069,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,68,"['4,612', '']","['35', '']","['136', '']","['163', '']","['4', '']","['233', '']","['0', '']","['3', '']","['0', '']","['4,034', '']","['4', '']"
12711,r070,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,69,"['4,448', '']","['260', '']","['0', '']","['180', '']","['0', '']","['758', '']","['0', '']","['0', '']","['0', '']","['3,250', '']","['0', '']"
12711,r071,All institutions -> U. Miami,All institutions,U. Miami,2,70,"['4,350', '']","['0', '']","['3,111', '']","['116', '']","['0', '']","['1,045', '']","['0', '']","['0', '']","['0', '']","['78', '']","['0', '']"
12711,r072,All institutions -> Rice U.,All institutions,Rice U.,2,71,"['4,323', '']","['0', '']","['1,234', '']","['52', '']","['17', '']","['1,994', '']","['111', '']","['0', '']","['0', '']","['915', '']","['0', '']"
12711,r073,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,72,"['4,304', '']","['116', '']","['24', '']","['359', '']","['0', '']","['190', '']","['0', '']","['86', '']","['0', '']","['3,529', '']","['0', '']"
12711,r074,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,73,"['4,278', '']","['0', '']","['0', '']","['34', '']","['0', '']","['89', '']","['0', '']","['0', '']","['0', '']","['4,155', '']","['0', '']"
12711,r075,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,74,"['4,253', '']","['0', '']","['160', '']","['276', '']","['0', '']","['2,074', '']","['0', '']","['0', '']","['0', '']","['1,516', '']","['227', '']"
12711,r076,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,75,"['4,150', '']","['0', '']","['1,667', '']","['445', '']","['0', '']","['1,547', '']","['0', '']","['0', '']","['0', '']","['491', '']","['0', '']"
12711,r077,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,76,"['4,094', '']","['0', '']","['84', '']","['579', '']","['92', '']","['670', '']","['0', '']","['1,394', '']","['0', '']","['1,247', '']","['28', '']"
12711,r078,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,77,"['3,975', '']","['134', '']","['867', '']","['54', '']","['0', '']","['967', '']","['0', '']","['0', '']","['0', '']","['1,953', '']","['0', '']"
12711,r079,All institutions -> U. Houston,All institutions,U. Houston,2,78,"['3,862', '']","['244', '']","['719', '']","['335', '']","['0', '']","['296', '']","['0', '']","['0', '']","['0', '']","['2,268', '']","['0', '']"
12711,r080,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,79,"['3,836', '']","['0', '']","['431', '']","['0', '']","['0', '']","['330', '']","['0', '']","['0', '']","['0', '']","['3,075', '']","['0', '']"
12711,r081,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,80,"['3,823', '']","['0', '']","['0', '']","['1', '']","['0', '']","['129', '']","['0', '']","['165', '']","['0', '']","['3,178', '']","['350', '']"
12711,r082,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,81,"['3,815', '']","['404', '']","['345', '']","['251', '']","['0', '']","['358', '']","['0', '']","['0', '']","['0', '']","['2,457', '']","['0', '']"
12711,r083,All institutions -> Florida State U.,All institutions,Florida State U.,2,82,"['3,808', '']","['53', '']","['1,500', '']","['72', '']","['0', '']","['137', '']","['0', '']","['46', '']","['0', '']","['2,000', '']","['0', '']"
12711,r084,All institutions -> U. Toledo,All institutions,U. Toledo,2,83,"['3,682', '']","['0', '']","['0', '']","['0', '']","['0', '']","['759', '']","['0', '']","['0', '']","['0', '']","['1,551', '']","['1,372', '']"
12711,r085,All institutions -> U. Southern California,All institutions,U. Southern California,2,84,"['3,560', '']","['185', '']","['255', '']","['82', '']","['0', '']","['297', '']","['0', '']","['0', '']","['0', '']","['2,741', '']","['0', '']"
12711,r086,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,85,"['3,546', '']","['80', '']","['826', '']","['691', '']","['0', '']","['740', '']","['0', '']","['0', '']","['0', '']","['1,141', '']","['68', '']"
12711,r087,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,86,"['3,516', '']","['0', '']","['0', '']","['0', '']","['7', '']","['3,357', '']","['0', '']","['0', '']","['0', '']","['152', '']","['0', '']"
12711,r088,All institutions -> Hampton U.,All institutions,Hampton U.,2,87,"['3,496', '']","['0', '']","['828', '']","['0', '']","['0', '']","['2,668', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12711,r089,All institutions -> U. Idaho,All institutions,U. Idaho,2,88,"['3,494', '']","['33', '']","['517', '']","['484', '']","['0', '']","['662', '']","['0', '']","['214', '']","['0', '']","['1,584', '']","['0', '']"
12711,r090,All institutions -> Texas State U.,All institutions,Texas State U.,2,89,"['3,376', '']","['0', '']","['311', '']","['394', '']","['0', '']","['228', '']","['0', '']","['0', '']","['0', '']","['665', '']","['1,778', '']"
12711,r091,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,90,"['3,343', '']","['10', '']","['575', '']","['690', '']","['0', '']","['513', '']","['0', '']","['102', '']","['240', '']","['1,213', '']","['0', '']"
12711,r092,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,91,"['3,233', '']","['0', '']","['0', '']","['17', '']","['0', '']","['458', '']","['0', '']","['0', '']","['0', '']","['2,747', '']","['11', '']"
12711,r093,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,92,"['3,210', '']","['0', '']","['0', '']","['5', '']","['423', '']","['2,713', '']","['0', '']","['0', '']","['0', '']","['69', '']","['0', '']"
12711,r094,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,93,"['3,008', '']","['0', '']","['1,976', '']","['0', '']","['0', '']","['805', '']","['0', '']","['0', '']","['0', '']","['227', '']","['0', '']"
12711,r095,All institutions -> American U.,All institutions,American U.,2,94,"['2,965', '']","['58', '']","['118', '']","['0', '']","['0', '']","['2,789', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12711,r096,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,95,"['2,951', '']","['0', '']","['0', '']","['0', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['2,907', '']","['0', '']"
12711,r097,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,96,"['2,941', '']","['0', '']","['145', '']","['1,321', '']","['0', '']","['1,009', '']","['0', '']","['0', '']","['0', '']","['466', '']","['0', '']"
12711,r098,All institutions -> Florida International U.,All institutions,Florida International U.,2,97,"['2,929', '']","['55', '']","['580', '']","['44', '']","['0', '']","['0', '']","['0', '']","['187', '']","['0', '']","['2,063', '']","['0', '']"
12711,r099,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,98,"['2,861', '']","['0', '']","['1', '']","['0', '']","['86', '']","['2,745', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']"
12711,r100,All institutions -> U. Maine,All institutions,U. Maine,2,99,"['2,837', '']","['19', '']","['1,285', '']","['666', '']","['0', '']","['0', '']","['0', '']","['0', '']","['77', '']","['321', '']","['469', '']"
12711,r101,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,100,"['2,770', '']","['0', '']","['103', '']","['0', '']","['8', '']","['1,765', '']","['0', '']","['0', '']","['0', '']","['894', '']","['0', '']"
12711,r102,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,101,"['2,751', '']","['0', '']","['275', '']","['13', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['2,421', '']","['0', '']"
12711,r103,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,102,"['2,743', '']","['0', '']","['519', '']","['660', '']","['178', '']","['85', '']","['40', '']","['0', '']","['0', '']","['1,261', '']","['0', '']"
12711,r104,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,103,"['2,738', '']","['0', '']","['1,190', '']","['167', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['1,329', '']","['0', '']"
12711,r105,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,104,"['2,729', '']","['83', '']","['1,405', '']","['5', '']","['0', '']","['683', '']","['0', '']","['0', '']","['0', '']","['553', '']","['0', '']"
12711,r106,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,105,"['2,719', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['2,718', '']","['0', '']"
12711,r107,All institutions -> U. South Florida,All institutions,U. South Florida,2,106,"['2,697', '']","['0', '']","['1,959', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['738', '']","['0', '']"
12711,r108,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,107,"['2,686', '']","['0', '']","['1,486', '']","['0', '']","['0', '']","['532', '']","['0', '']","['0', '']","['0', '']","['668', '']","['0', '']"
12711,r109,All institutions -> George Washington U.,All institutions,George Washington U.,2,108,"['2,659', '']","['0', '']","['0', '']","['1,143', '']","['0', '']","['752', '']","['0', '']","['6', '']","['0', '']","['753', '']","['5', '']"
12711,r110,All institutions -> Yale U.,All institutions,Yale U.,2,109,"['2,624', '']","['0', '']","['979', '']","['339', '']","['0', '']","['912', '']","['0', '']","['0', '']","['0', '']","['394', '']","['0', '']"
12711,r111,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,110,"['2,622', '']","['364', '']","['138', '']","['155', '']","['0', '']","['87', '']","['0', '']","['0', '']","['0', '']","['1,878', '']","['0', '']"
12711,r112,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,111,"['2,619', '']","['0', '']","['935', '']","['0', '']","['0', '']","['559', '']","['0', '']","['0', '']","['0', '']","['1,125', '']","['0', '']"
12711,r113,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,112,"['2,597', '']","['3', '']","['20', '']","['45', '']","['0', '']","['363', '']","['0', '']","['0', '']","['0', '']","['2,166', '']","['0', '']"
12711,r114,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,113,"['2,462', '']","['0', '']","['0', '']","['2,365', '']","['0', '']","['97', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12711,r115,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,114,"['2,455', '']","['0', '']","['1,238', '']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,131', '']","['0', '']"
12711,r116,All institutions -> U. Kansas,All institutions,U. Kansas,2,115,"['2,357', '']","['0', '']","['853', '']","['86', '']","['0', '']","['782', '']","['0', '']","['0', '']","['0', '']","['636', '']","['0', '']"
