table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020_all_non_s_e_fields,field_2020_business_management_and_business_administration,field_2020_communication_and_communications_technologies,field_2020_education,field_2020_humanities,field_2020_law,field_2020_social_work,field_2020_visual_and_performing_arts,field_2020_other
5439,r014,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,13,"['60,859', '']","['66,759', '']","['67,324', '']","['6,512', '']","['0', '']","['35,808', '']","['7,195', '']","['1,454', '']","['0', '']","['548', '']","['15,807', '']"
5439,r015,All institutions -> U. Georgia,All institutions,U. Georgia,2,14,"['62,476', '']","['62,627', '']","['63,130', '']","['19,776', '']","['4,040', '']","['9,560', '']","['9,408', '']","['4,404', '']","['2,061', '']","['5,771', '']","['8,110', '']"
5439,r016,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,15,"['70,828', '']","['69,387', '']","['61,915', '']","['7', '']","['41', '']","['46,996', '']","['5,859', '']","['482', '']","['174', '']","['659', '']","['7,697', '']"
5439,r017,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,16,"['17,316', '']","['15,976', '']","['56,769', '']","['2,246', '']","['607', '']","['3,168', '']","['7,528', '']","['0', '']","['0', '']","['2,317', '']","['40,903', '']"
5439,r018,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,17,"['na', '']","['49,324', '']","['55,151', '']","['1,103', '']","['517', '']","['3,540', '']","['5,322', '']","['4,477', '']","['21,864', '']","['445', '']","['17,883', '']"
5439,r019,All institutions -> Clemson U.,All institutions,Clemson U.,2,18,"['53,097', '']","['53,533', '']","['54,255', '']","['1,272', '']","['52', '']","['4,071', '']","['205', '']","['0', '']","['0', '']","['15', '']","['48,640', '']"
5439,r020,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,19,"['75,491', '']","['56,841', '']","['54,234', '']","['13,019', '']","['4,400', '']","['24,926', '']","['6,443', '']","['3,303', '']","['0', '']","['1,965', '']","['178', '']"
5439,r021,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,20,"['56,586', '']","['52,848', '']","['54,061', '']","['1,090', '']","['466', '']","['20,898', '']","['2,339', '']","['761', '']","['5,341', '']","['1,788', '']","['21,378', '']"
5439,r022,All institutions -> U. Florida,All institutions,U. Florida,2,21,"['33,731', '']","['47,868', '']","['52,546', '']","['4,848', '']","['3,419', '']","['18,990', '']","['6,181', '']","['121', '']","['8', '']","['1,366', '']","['17,613', '']"
5439,r023,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,22,"['46,242', '']","['46,606', '']","['52,481', '']","['14,030', '']","['3,378', '']","['21,878', '']","['4,021', '']","['2,458', '']","['0', '']","['3,419', '']","['3,297', '']"
5439,r024,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,23,"['39,238', '']","['39,212', '']","['51,555', '']","['10,344', '']","['3,644', '']","['13,171', '']","['2,488', '']","['209', '']","['1,855', '']","['1,756', '']","['18,088', '']"
5439,r025,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,24,"['38,733', '']","['37,919', '']","['51,003', '']","['3,460', '']","['2,107', '']","['5,335', '']","['10,222', '']","['5,096', '']","['19,152', '']","['319', '']","['5,312', '']"
5439,r026,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,25,"['36,492', '']","['46,559', '']","['50,086', '']","['63', '']","['0', '']","['47,100', '']","['1,466', '']","['444', '']","['0', '']","['0', '']","['1,013', '']"
5439,r027,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,26,"['95,748', '']","['65,516', '']","['48,429', '']","['10,976', '']","['1,607', '']","['10,039', '']","['3,433', '']","['0', '']","['0', '']","['250', '']","['22,124', '']"
5439,r028,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,27,"['6,490', '']","['8,607', '']","['46,980', '']","['7,081', '']","['964', '']","['6,649', '']","['3,166', '']","['0', '']","['588', '']","['640', '']","['27,892', '']"
5439,r029,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,28,"['50,742', '']","['60,357', '']","['46,005', '']","['6,675', '']","['2,240', '']","['23,240', '']","['5,466', '']","['0', '']","['1,281', '']","['2,922', '']","['4,181', '']"
5439,r030,All institutions -> Stanford U.,All institutions,Stanford U.,2,29,"['51,283', '']","['45,427', '']","['44,141', '']","['432', '']","['890', '']","['41,378', '']","['957', '']","['433', '']","['2', '']","['0', '']","['49', '']"
5439,r031,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,30,"['42,095', '']","['40,119', '']","['43,949', '']","['2,554', '']","['1,998', '']","['12,874', '']","['2,943', '']","['302', '']","['13,796', '']","['1,700', '']","['7,782', '']"
5439,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['48,815', '']","['51,347', '']","['43,697', '']","['12,957', '']","['5,834', '']","['7,287', '']","['3,425', '']","['13,449', '']","['0', '']","['745', '']","['0', '']"
5439,r033,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,32,"['38,885', '']","['42,900', '']","['43,068', '']","['16,907', '']","['713', '']","['15,212', '']","['3,385', '']","['1,728', '']","['1,436', '']","['252', '']","['3,435', '']"
5439,r034,All institutions -> Cornell U.,All institutions,Cornell U.,2,33,"['37,881', '']","['40,724', '']","['42,944', '']","['5,459', '']","['4,985', '']","['399', '']","['2,145', '']","['654', '']","['0', '']","['2,843', '']","['26,459', '']"
5439,r035,All institutions -> U. Southern California,All institutions,U. Southern California,2,34,"['36,952', '']","['40,541', '']","['41,691', '']","['1,947', '']","['6,699', '']","['9,021', '']","['2,804', '']","['1,129', '']","['8,761', '']","['4,004', '']","['7,326', '']"
5439,r036,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,35,"['39,987', '']","['40,781', '']","['40,859', '']","['10,234', '']","['426', '']","['26,397', '']","['1,543', '']","['791', '']","['248', '']","['212', '']","['1,008', '']"
5439,r037,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,36,"['35,976', '']","['38,177', '']","['40,798', '']","['16,848', '']","['0', '']","['115', '']","['18,104', '']","['0', '']","['0', '']","['1,752', '']","['3,979', '']"
5439,r038,All institutions -> Washington State U.,All institutions,Washington State U.,2,37,"['42,098', '']","['42,688', '']","['40,370', '']","['5,411', '']","['3,611', '']","['23,605', '']","['1,037', '']","['295', '']","['133', '']","['83', '']","['6,195', '']"
5439,r039,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,38,"['41,331', '']","['43,690', '']","['38,813', '']","['5,991', '']","['3,630', '']","['16,078', '']","['2,912', '']","['0', '']","['1,291', '']","['446', '']","['8,465', '']"
5439,r040,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,39,"['32,096', '']","['37,708', '']","['35,808', '']","['7,235', '']","['533', '']","['4,401', '']","['2,098', '']","['1,531', '']","['0', '']","['3,850', '']","['16,160', '']"
5439,r041,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,40,"['32,892', '']","['32,276', '']","['35,528', '']","['11,151', '']","['1,247', '']","['3,209', '']","['6,924', '']","['3,339', '']","['0', '']","['2,608', '']","['7,050', '']"
5439,r042,All institutions -> American U.,All institutions,American U.,2,41,"['29,835', '']","['31,522', '']","['34,334', '']","['5,403', '']","['6,801', '']","['1,130', '']","['2,955', '']","['12,393', '']","['0', '']","['798', '']","['4,854', '']"
5439,r043,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,42,"['27,315', '']","['26,186', '']","['34,144', '']","['5,039', '']","['31', '']","['20,942', '']","['7,246', '']","['641', '']","['0', '']","['244', '']","['1', '']"
5439,r044,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,43,"['28,275', '']","['31,768', '']","['33,778', '']","['14,782', '']","['1,018', '']","['4,190', '']","['7,030', '']","['1', '']","['205', '']","['0', '']","['6,552', '']"
5439,r045,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,44,"['34,338', '']","['34,255', '']","['33,474', '']","['17,027', '']","['1,693', '']","['2,946', '']","['5,139', '']","['0', '']","['0', '']","['1,269', '']","['5,400', '']"
5439,r046,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,45,"['29,289', '']","['30,064', '']","['33,155', '']","['13,641', '']","['371', '']","['1,235', '']","['4,704', '']","['12,122', '']","['0', '']","['0', '']","['1,082', '']"
5439,r047,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,46,"['60,616', '']","['69,507', '']","['31,555', '']","['1,845', '']","['179', '']","['2,284', '']","['762', '']","['304', '']","['7,509', '']","['556', '']","['18,116', '']"
5439,r048,All institutions -> Texas State U.,All institutions,Texas State U.,2,47,"['34,878', '']","['29,114', '']","['31,472', '']","['965', '']","['0', '']","['7,833', '']","['786', '']","['19,399', '']","['0', '']","['0', '']","['2,489', '']"
5439,r049,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,48,"['32,719', '']","['29,091', '']","['31,180', '']","['3,564', '']","['1,291', '']","['3,690', '']","['601', '']","['0', '']","['0', '']","['6,239', '']","['15,795', '']"
5439,r050,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,49,"['27,996', '']","['24,373', '']","['30,954', '']","['0', '']","['91', '']","['0', '']","['10,411', '']","['0', '']","['0', '']","['0', '']","['20,452', '']"
5439,r051,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,50,"['42,725', '']","['36,643', '']","['30,615', '']","['1,950', '']","['236', '']","['6,631', '']","['3,699', '']","['1,166', '']","['3,813', '']","['798', '']","['12,322', '']"
5439,r052,All institutions -> U. Utah,All institutions,U. Utah,2,51,"['18,098', 'i']","['52,419', 'i']","['29,823', 'i']","['924', 'i']","['2,771', 'i']","['472', 'i']","['269', 'i']","['16', 'i']","['1,685', 'i']","['1,127', 'i']","['22,559', 'i']"
5439,r053,All institutions -> U. West Florida,All institutions,U. West Florida,2,52,"['25,325', '']","['29,802', '']","['29,555', '']","['20,282', '']","['302', '']","['6,381', '']","['400', '']","['24', '']","['116', '']","['9', '']","['2,041', '']"
5439,r054,All institutions -> Boston U.,All institutions,Boston U.,2,53,"['48,341', '']","['25,392', '']","['29,183', '']","['7,766', '']","['628', '']","['9,023', '']","['2,736', '']","['3,992', '']","['4,354', '']","['123', '']","['561', '']"
5439,r055,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,54,"['25,690', '']","['27,749', '']","['29,125', '']","['2,008', '']","['210', '']","['24,361', '']","['903', '']","['1,397', '']","['1', '']","['0', '']","['245', '']"
5439,r056,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,55,"['23,433', '']","['24,766', '']","['28,285', '']","['0', '']","['18', '']","['22,720', '']","['1,290', '']","['0', '']","['1,454', '']","['462', '']","['2,341', '']"
5439,r057,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,56,"['19,273', '']","['21,920', '']","['28,274', '']","['3', '']","['2,455', '']","['18,319', '']","['270', '']","['50', '']","['968', '']","['57', '']","['6,152', '']"
5439,r058,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,57,"['21,089', '']","['25,668', '']","['28,266', '']","['6,387', '']","['1,067', '']","['4,710', '']","['3,673', '']","['3,411', '']","['578', '']","['3,149', '']","['5,291', '']"
5439,r059,All institutions -> Emory U.,All institutions,Emory U.,2,58,"['19,245', '']","['21,085', '']","['28,099', '']","['877', '']","['260', '']","['2,548', '']","['2,959', '']","['710', '']","['0', '']","['2,341', '']","['18,404', '']"
5439,r060,"All institutions -> U. Tennessee, Knoxville<sup>b</sup>",All institutions,"U. Tennessee, Knoxville<sup>b</sup>",2,59,"['25,902', '']","['25,967', '']","['28,093', '']","['8,215', '']","['1,913', '']","['2,810', '']","['5,775', '']","['3,026', '']","['1,760', '']","['2,108', '']","['2,486', '']"
5439,r061,All institutions -> U. Iowa,All institutions,U. Iowa,2,60,"['27,720', '']","['24,544', '']","['27,790', '']","['5,337', '']","['347', '']","['11,774', '']","['2,441', '']","['829', '']","['1,405', '']","['184', '']","['5,473', '']"
5439,r062,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,61,"['27,608', '']","['23,020', '']","['27,392', '']","['990', '']","['6', '']","['24,700', '']","['1,179', '']","['0', '']","['176', '']","['227', '']","['114', '']"
5439,r063,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,62,"['29,214', '']","['29,462', '']","['26,992', '']","['11,847', '']","['3,298', '']","['6,237', '']","['3,986', '']","['993', '']","['0', '']","['631', '']","['0', '']"
5439,r064,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,63,"['18,431', '']","['23,124', '']","['26,776', '']","['4,463', '']","['87', '']","['1,278', '']","['1,303', '']","['0', '']","['9,201', '']","['431', '']","['10,013', '']"
5439,r065,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,64,"['29,524', '']","['28,384', '']","['26,720', '']","['6,139', '']","['0', '']","['53', '']","['6,020', '']","['586', '']","['0', '']","['476', '']","['13,446', '']"
5439,r066,All institutions -> Florida International U.,All institutions,Florida International U.,2,65,"['30,432', '']","['34,110', '']","['26,584', '']","['7,964', '']","['892', '']","['10,002', '']","['2,982', '']","['1,153', '']","['142', '']","['1,691', '']","['1,758', '']"
5439,r067,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,66,"['6,294', '']","['24,168', '']","['26,475', '']","['9,588', '']","['1,588', '']","['4,938', '']","['2,725', '']","['0', '']","['166', '']","['6,971', '']","['499', '']"
5439,r068,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,67,"['39,914', '']","['36,055', '']","['26,421', '']","['1,837', '']","['1,236', '']","['5,752', '']","['4,723', '']","['0', '']","['3,067', '']","['1,024', '']","['8,782', '']"
5439,r069,All institutions -> U. Houston,All institutions,U. Houston,2,68,"['18,941', '']","['26,489', '']","['25,846', '']","['1,644', '']","['37', '']","['3,404', '']","['1,371', '']","['409', '']","['6,006', '']","['19', '']","['12,956', '']"
5439,r070,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,69,"['21,901', '']","['12,586', '']","['25,845', '']","['6,428', '']","['1,468', '']","['8,750', '']","['6,185', '']","['0', '']","['1', '']","['1,492', '']","['1,521', '']"
5439,r071,All institutions -> U. Oregon,All institutions,U. Oregon,2,70,"['28,764', '']","['28,433', '']","['25,661', '']","['1,413', '']","['1,335', '']","['13,375', '']","['1,137', '']","['93', '']","['0', '']","['77', '']","['8,231', '']"
5439,r072,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,71,"['18,872', '']","['20,610', '']","['25,534', '']","['187', '']","['5', '']","['577', '']","['836', '']","['0', '']","['23,729', '']","['160', '']","['40', '']"
5439,r073,All institutions -> Temple U.,All institutions,Temple U.,2,72,"['22,463', '']","['21,084', '']","['25,449', '']","['2,515', '']","['885', '']","['10,668', '']","['3,979', '']","['2,345', '']","['1,282', '']","['1,018', '']","['2,757', '']"
5439,r074,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,73,"['15,898', '']","['20,498', '']","['25,054', '']","['3', '']","['1', '']","['21,992', '']","['5', '']","['0', '']","['30', '']","['162', '']","['2,861', '']"
5439,r075,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,74,"['29,469', '']","['31,265', '']","['24,604', '']","['3,862', '']","['152', '']","['14,355', '']","['455', '']","['1,415', '']","['206', '']","['77', '']","['4,082', '']"
5439,r076,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,75,"['20,775', '']","['19,304', '']","['24,585', '']","['543', '']","['1,636', '']","['1,469', '']","['131', '']","['53', '']","['415', '']","['606', '']","['19,732', '']"
5439,r077,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,76,"['18,004', '']","['16,225', '']","['23,258', '']","['446', '']","['816', '']","['2,435', '']","['587', '']","['118', '']","['176', '']","['46', '']","['18,634', '']"
5439,r078,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,77,"['12,081', '']","['15,285', '']","['22,940', '']","['8,544', '']","['901', '']","['6,622', '']","['555', '']","['474', '']","['3,819', '']","['783', '']","['1,242', '']"
5439,r079,All institutions -> George Mason U.,All institutions,George Mason U.,2,78,"['23,722', '']","['22,214', '']","['22,083', '']","['881', '']","['3,225', '']","['4,940', '']","['1,084', '']","['10,736', '']","['0', '']","['126', '']","['1,091', '']"
5439,r080,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,79,"['23,047', '']","['25,648', '']","['21,466', '']","['3,480', '']","['504', '']","['10,890', '']","['5,592', '']","['279', '']","['0', '']","['721', '']","['0', '']"
5439,r081,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,80,"['10,208', '']","['14,604', '']","['21,191', '']","['6,679', '']","['1,167', '']","['2,554', '']","['3,280', '']","['0', '']","['1,636', '']","['2,001', '']","['3,874', '']"
5439,r082,All institutions -> George Washington U.,All institutions,George Washington U.,2,81,"['18,627', '']","['20,601', '']","['20,624', '']","['4,689', '']","['25', '']","['9,338', '']","['1,667', '']","['1,451', '']","['0', '']","['270', '']","['3,184', '']"
5439,r083,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,82,"['16,979', '']","['19,538', '']","['20,398', '']","['3,913', '']","['161', '']","['14,352', '']","['457', '']","['524', '']","['0', '']","['217', '']","['774', '']"
5439,r084,All institutions -> Boston C.,All institutions,Boston C.,2,83,"['14,229', '']","['17,188', '']","['19,895', '']","['36', '']","['58', '']","['11,563', '']","['806', '']","['543', '']","['6,369', '']","['50', '']","['470', '']"
5439,r085,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,84,"['15,806', '']","['16,399', '']","['18,886', '']","['2,707', '']","['80', '']","['6,264', '']","['3,037', '']","['0', '']","['0', '']","['187', '']","['6,611', '']"
5439,r086,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,85,"['18,319', '']","['18,231', '']","['18,845', '']","['3,968', '']","['904', '']","['3,532', '']","['5,813', '']","['0', '']","['1,230', '']","['1,586', '']","['1,812', '']"
5439,r087,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,86,"['10,633', '']","['14,452', '']","['18,842', '']","['441', '']","['246', '']","['2,645', '']","['1,786', '']","['0', '']","['12', '']","['1,975', '']","['11,737', '']"
5439,r088,All institutions -> U. Denver,All institutions,U. Denver,2,87,"['5,652', '']","['14,909', '']","['18,737', '']","['29', '']","['110', '']","['7,724', '']","['14', '']","['148', '']","['10,613', '']","['99', '']","['0', '']"
5439,r089,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,88,"['11,990', '']","['17,976', '']","['18,201', '']","['395', '']","['0', '']","['13,618', '']","['4,188', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5439,r090,All institutions -> U. Arizona,All institutions,U. Arizona,2,89,"['15,028', '']","['18,980', '']","['17,742', '']","['2,633', '']","['71', '']","['2,823', '']","['4,499', '']","['890', '']","['0', '']","['5,690', '']","['1,136', '']"
5439,r091,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,90,"['21,728', '']","['19,918', '']","['17,604', '']","['4,205', '']","['816', '']","['5,311', '']","['3,486', '']","['0', '']","['1,991', '']","['702', '']","['1,093', '']"
5439,r092,All institutions -> Duke U.,All institutions,Duke U.,2,91,"['13,664', '']","['13,589', '']","['16,429', '']","['13,537', '']","['0', '']","['96', '']","['1,622', '']","['741', '']","['0', '']","['47', '']","['386', '']"
5439,r093,All institutions -> Kent State U.,All institutions,Kent State U.,2,92,"['16,089', '']","['14,321', '']","['16,378', '']","['4,112', '']","['1,516', '']","['4,823', '']","['2,894', '']","['0', '']","['34', '']","['1,472', '']","['1,527', '']"
5439,r094,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,93,"['9,635', '']","['15,059', '']","['16,199', '']","['3,110', '']","['0', '']","['7,161', '']","['2,907', '']","['1,745', '']","['0', '']","['38', '']","['1,238', '']"
5439,r095,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,94,"['8,521', '']","['8,852', '']","['16,118', '']","['5,929', '']","['622', '']","['4,733', '']","['2,196', '']","['12', '']","['30', '']","['637', '']","['1,959', '']"
5439,r096,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,95,"['18,436', '']","['17,540', '']","['16,086', '']","['845', '']","['274', '']","['5,777', '']","['4,347', '']","['3', '']","['1,684', '']","['195', '']","['2,961', '']"
5439,r097,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,96,"['37,784', '']","['24,431', '']","['15,662', '']","['1,868', '']","['0', '']","['7,306', '']","['304', '']","['0', '']","['0', '']","['0', '']","['6,184', '']"
5439,r098,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,97,"['5,732', '']","['8,997', '']","['15,651', '']","['1,247', '']","['252', '']","['12,661', '']","['939', '']","['0', '']","['0', '']","['307', '']","['245', '']"
5439,r099,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,98,"['17,377', '']","['15,421', '']","['15,463', '']","['4,012', '']","['39', '']","['3,981', '']","['1,837', '']","['3,961', '']","['1,037', '']","['339', '']","['257', '']"
5439,r100,All institutions -> U. Memphis,All institutions,U. Memphis,2,99,"['13,478', '']","['11,475', '']","['15,270', '']","['4,474', '']","['440', '']","['3,263', '']","['1,995', '']","['1,099', '']","['857', '']","['1,989', '']","['1,153', '']"
5439,r101,All institutions -> Fordham U.,All institutions,Fordham U.,2,100,"['13,308', '']","['13,664', '']","['14,984', '']","['2,950', '']","['232', '']","['1,131', '']","['3,589', '']","['5,321', '']","['880', '']","['0', '']","['881', '']"
5439,r102,All institutions -> Yale U.,All institutions,Yale U.,2,101,"['17,543', '']","['15,669', '']","['14,439', '']","['3,514', '']","['0', '']","['124', '']","['5,846', '']","['553', '']","['0', '']","['385', '']","['4,017', '']"
5439,r103,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,102,"['17,645', '']","['19,292', '']","['14,391', '']","['1,550', '']","['124', '']","['4,079', '']","['2,507', '']","['95', '']","['542', '']","['117', '']","['5,377', '']"
5439,r104,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,103,"['16,433', '']","['16,378', '']","['14,161', '']","['2,219', '']","['407', '']","['3,683', '']","['1,688', '']","['0', '']","['0', '']","['1,347', '']","['4,817', '']"
5439,r105,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,104,"['14,221', '']","['15,177', '']","['14,146', '']","['28', '']","['15', '']","['43', '']","['126', '']","['82', '']","['554', '']","['0', '']","['13,298', '']"
5439,r106,All institutions -> Princeton U.,All institutions,Princeton U.,2,105,"['13,710', '']","['15,039', '']","['14,088', '']","['0', '']","['0', '']","['746', '']","['8,544', '']","['0', '']","['44', '']","['3,451', '']","['1,303', '']"
5439,r107,All institutions -> U. Louisville,All institutions,U. Louisville,2,106,"['8,222', '']","['11,740', '']","['13,949', '']","['2,986', '']","['263', '']","['2,805', '']","['872', '']","['856', '']","['4,308', '']","['766', '']","['1,093', '']"
