table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_health_or_medical_companiesb_number_,field_health_or_medical_amount,field_defense_companiesb_number_,field_defense_amount,field_agriculture_companiesb_number_,field_agriculture_amount
1408,r011,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,239,"['886', '&nbsp;']","['4', '&nbsp;']","['2', '&nbsp;']","['8', '&nbsp;']","['98', '&nbsp;']","['8', '&nbsp;']","['15', '&nbsp;']"
1408,r012,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,12,"['12', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']","['12', '&nbsp;']"
1408,r013,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,10,"['383', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['2', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r014,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,8,"['58', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['5', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r015,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,209,"['432', '&nbsp;']","['4', '&nbsp;']","['2', '&nbsp;']","['4', '&nbsp;']","['91', '&nbsp;']","['D', '&nbsp;']","['3', '&nbsp;']"
1408,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,540,"['8,869', '&nbsp;']","['176', 'i']","['164', '&nbsp;']","['218', 'i']","['2,785', '&nbsp;']","['27', 'i']","['39', '&nbsp;']"
1408,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,185,"['2,215', '&nbsp;']","['106', 'i']","['56', '&nbsp;']","['103', 'i']","['301', '&nbsp;']","['4', '&nbsp;']","['13', '&nbsp;']"
1408,r018,All industries -> Manufacturing industries -> Computer and electronic products -> Other electronic products,All industries,Manufacturing industries,Computer and electronic products,Other electronic products,,4,other 334,355,"['6,654', '&nbsp;']","['70', 'i']","['108', '&nbsp;']","['115', 'i']","['2,484', '&nbsp;']","['23', 'i']","['25', '&nbsp;']"
1408,r019,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,66,"['469', 'i']","['26', 'i']","['19', 'i']","['22', 'i']","['70', 'i']","['6', 'i']","['14', 'i']"
1408,r020,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,189,"['18,371', '&nbsp;']","['7', '&nbsp;']","['51', '&nbsp;']","['34', '&nbsp;']","['10,782', '&nbsp;']","['5', '&nbsp;']","['4', '&nbsp;']"
1408,r021,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,116,"['2,749', '&nbsp;']","['3', '&nbsp;']","['7', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['4', '&nbsp;']"
1408,r022,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,73,"['15,622', '&nbsp;']","['4', '&nbsp;']","['45', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r023,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,,"['D', '&nbsp;']","['134', 'i']","['167', '&nbsp;']","['23', 'i']","['21', 'i']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r024,All industries -> Manufacturing industries -> Other manufacturing,All industries,Manufacturing industries,Other manufacturing,,,3,"312–16, 321–24, 331, 337",,"['D', '&nbsp;']","['D', '&nbsp;']","['1', 'i']","['6', '&nbsp;']","['6', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r025,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81",2246,"['18,061', '&nbsp;']","['845', 'i']","['9,191', 'i']","['918', 'i']","['3,737', 'i']","['105', 'i']","['61', '&nbsp;']"
1408,r026,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,11,"['400', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['*', 'i']"
1408,r027,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,6,"['26', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r028,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,30,"['10', 'i']","['D', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']"
1408,r029,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,103,"['674', '&nbsp;']","['7', '&nbsp;']","['3', '&nbsp;']","['D', '&nbsp;']","['14', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']"
1408,r030,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,61,"['400', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r031,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,,"['D', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r032,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,32,"['138', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['9', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r033,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,,"['D', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,2017,"['16,750', '&nbsp;']","['817', 'i']","['9,135', 'i']","['910', 'i']","['3,720', 'i']","['100', 'i']","['58', '&nbsp;']"
1408,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,464,"['1,596', '&nbsp;']","['50', 'i']","['31', 'i']","['142', 'i']","['394', 'i']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,982,"['12,031', '&nbsp;']","['660', 'i']","['8,835', 'i']","['441', 'i']","['2,535', '&nbsp;']","['96', 'i']","['57', '&nbsp;']"
1408,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,205,"['3,714', '&nbsp;']","['180', 'i']","['3,317', 'i']","['30', 'i']","['61', 'i']","['6', '&nbsp;']","['6', '&nbsp;']"
1408,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Other scientific research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Other scientific research and development,5,other 5417,777,"['8,317', '&nbsp;']","['480', 'i']","['5,518', 'i']","['410', 'i']","['2,474', '&nbsp;']","['90', 'i']","['52', '&nbsp;']"
1408,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,571,"['3,124', 'i']","['108', 'i']","['270', 'i']","['328', 'i']","['791', 'i']","['D', '&nbsp;']","['*', '&nbsp;']"
1408,r040,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,63,"['66', '&nbsp;']","['D', '&nbsp;']","['47', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r041,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45, 48–49, 52–53, 55–56, 624, 71–72, 81",15,"['135', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
1408,r042,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,4790,"['56,954', '&nbsp;']","['1,526', 'i']","['17,989', 'i']","['1,316', 'i']","['17,680', '&nbsp;']","['376', 'i']","['686', '&nbsp;']"
1408,r043,All companies (number of domestic employees) -> Micro companies<sup>c</sup>,All companies (number of domestic employees),Micro companies<sup>c</sup>,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1408,r044,All companies (number of domestic employees) -> Micro companies<sup>c</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>c</sup>,5&#8211;9,,,3,–,964,"['536', 'i']","['371', 'i']","['263', 'i']","['306', 'i']","['163', 'i']","['D', '&nbsp;']","['D', '&nbsp;']"
1408,r045,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1408,r046,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,1085,"['1,071', 'i']","['368', 'i']","['419', 'i']","['347', 'i']","['340', 'i']","['93', 'i']","['23', '&nbsp;']"
1408,r047,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,1239,"['2,189', '&nbsp;']","['395', '&nbsp;']","['628', '&nbsp;']","['337', 'i']","['830', '&nbsp;']","['72', 'i']","['30', '&nbsp;']"
1408,r048,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1408,r049,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,439,"['1,570', '&nbsp;']","['121', '&nbsp;']","['588', '&nbsp;']","['102', 'i']","['394', '&nbsp;']","['81', '&nbsp;']","['95', '&nbsp;']"
1408,r050,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,505,"['3,153', '&nbsp;']","['110', '&nbsp;']","['943', '&nbsp;']","['86', 'i']","['987', 'i']","['44', 'i']","['44', '&nbsp;']"
1408,r051,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1408,r052,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,184,"['1,654', '&nbsp;']","['53', 'i']","['517', 'i']","['48', 'i']","['355', '&nbsp;']","['13', '&nbsp;']","['14', 'i']"
1408,r053,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,100,"['924', '&nbsp;']","['27', '&nbsp;']","['278', '&nbsp;']","['23', '&nbsp;']","['203', '&nbsp;']","['5', 'i']","['6', '&nbsp;']"
1408,r054,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,144,"['10,666', '&nbsp;']","['46', '&nbsp;']","['6,110', '&nbsp;']","['34', '&nbsp;']","['631', '&nbsp;']","['20', '&nbsp;']","['289', '&nbsp;']"
1408,r055,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,42,"['4,746', '&nbsp;']","['12', '&nbsp;']","['2,001', '&nbsp;']","['9', '&nbsp;']","['843', 'i']","['9', '&nbsp;']","['89', 'i']"
1408,r056,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,54,"['12,210', '&nbsp;']","['12', '&nbsp;']","['4,737', 'i']","['14', '&nbsp;']","['2,032', '&nbsp;']","['4', '&nbsp;']","['71', 'i']"
1408,r057,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,34,"['18,232', '&nbsp;']","['12', '&nbsp;']","['1,506', 'i']","['10', '&nbsp;']","['10,901', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
