table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5451,r011,"United States -> Alabama -> Public -> U. Alabama, Birmingham",United States,Alabama,Public,"U. Alabama, Birmingham",4,"['618,226', '']","['400,110', '']","['8,209', '']","['116,242', '']","['58,758', '']","['33,706', '']","['1,201', '']"
5451,r012,"United States -> Alabama -> Public -> U. Alabama, Huntsville",United States,Alabama,Public,"U. Alabama, Huntsville",4,"['131,648', '']","['104,288', '']","['3,407', '']","['22,569', '']","['970', '']","['282', '']","['132', '']"
5451,r013,"United States -> Alabama -> Public -> U. Alabama, Tuscaloosa",United States,Alabama,Public,"U. Alabama, Tuscaloosa",4,"['95,200', '']","['43,017', '']","['16,018', '']","['32,141', '']","['2,525', '']","['1,071', '']","['428', '']"
5451,r014,United States -> Alabama -> Public -> U. South Alabama,United States,Alabama,Public,U. South Alabama,4,"['51,102', '']","['21,825', '']","['239', '']","['24,879', '']","['1,511', '']","['100', '']","['2,548', '']"
5451,r015,United States -> Alabama -> Private,United States,Alabama,Private,,3,"['20,973', '']","['15,122', '']","['2,624', '']","['2,706', '']","['0', '']","['0', '']","['521', '']"
5451,r016,United States -> Alabama -> Private -> Tuskegee U.,United States,Alabama,Private,Tuskegee U.,4,"['20,973', '']","['15,122', '']","['2,624', '']","['2,706', '']","['0', '']","['0', '']","['521', '']"
5451,r017,United States -> Alaska,United States,Alaska,,,2,"['177,537', '']","['117,950', '']","['4,792', '']","['45,529', '']","['4,320', '']","['2,182', '']","['2,764', '']"
5451,r018,United States -> Alaska -> Public,United States,Alaska,Public,,3,"['176,276', '']","['117,802', '']","['4,792', '']","['45,529', '']","['3,220', '']","['2,172', '']","['2,761', '']"
5451,r019,"United States -> Alaska -> Public -> U. Alaska, Anchorage",United States,Alaska,Public,"U. Alaska, Anchorage",4,"['22,713', '']","['15,290', '']","['2,385', '']","['4,030', '']","['446', '']","['368', '']","['194', '']"
5451,r020,"United States -> Alaska -> Public -> U. Alaska, Fairbanks",United States,Alaska,Public,"U. Alaska, Fairbanks",4,"['152,299', '']","['101,414', '']","['2,342', '']","['41,423', '']","['2,774', '']","['1,779', '']","['2,567', '']"
5451,r021,"United States -> Alaska -> Public -> U. Alaska, Southeast",United States,Alaska,Public,"U. Alaska, Southeast",4,"['1,264', '']","['1,098', '']","['65', '']","['76', '']","['0', '']","['25', '']","['0', '']"
5451,r022,United States -> Alaska -> Private,United States,Alaska,Private,,3,"['1,261', '']","['148', '']","['0', '']","['0', '']","['1,100', '']","['10', '']","['3', '']"
5451,r023,United States -> Alaska -> Private -> Alaska Pacific U.,United States,Alaska,Private,Alaska Pacific U.,4,"['1,261', '']","['148', '']","['0', '']","['0', '']","['1,100', '']","['10', '']","['3', '']"
5451,r024,United States -> Arizona,United States,Arizona,,,2,"['1,499,135', '']","['646,691', '']","['81,387', '']","['495,474', '']","['41,711', '']","['98,767', '']","['135,105', '']"
5451,r025,United States -> Arizona -> Public,United States,Arizona,Public,,3,"['1,499,135', '']","['646,691', '']","['81,387', '']","['495,474', '']","['41,711', '']","['98,767', '']","['135,105', '']"
5451,r026,United States -> Arizona -> Public -> Arizona State U.,United States,Arizona,Public,Arizona State U.,4,"['673,357', '']","['278,150', '']","['40,835', '']","['248,659', '']","['18,148', '']","['62,702', '']","['24,863', '']"
5451,r027,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['347', '']","['347', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5451,r028,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['64,456', '']","['39,387', '']","['7,342', '']","['15,645', '']","['523', '']","['1,358', '']","['201', '']"
5451,r029,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['760,975', '']","['328,807', '']","['33,210', '']","['231,170', '']","['23,040', '']","['34,707', '']","['110,041', '']"
5451,r030,United States -> Arkansas,United States,Arkansas,,,2,"['370,782', '']","['135,777', '']","['71,649', '']","['127,066', '']","['19,742', '']","['11,605', '']","['4,943', '']"
5451,r031,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['370,782', '']","['135,777', '']","['71,649', '']","['127,066', '']","['19,742', '']","['11,605', '']","['4,943', '']"
5451,r032,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['8,640', '']","['4,712', '']","['2,987', '']","['746', '']","['187', '']","['1', '']","['7', '']"
5451,r033,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['174,549', '']","['70,508', '']","['11,085', '']","['69,885', '']","['12,826', '']","['5,537', '']","['4,708', '']"
5451,r034,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['165,887', '']","['47,454', '']","['54,705', '']","['51,260', '']","['6,648', '']","['5,592', '']","['228', '']"
5451,r035,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['9,711', '']","['7,289', '']","['259', '']","['1,812', '']","['31', '']","['320', '']","['0', '']"
5451,r036,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['8,540', '']","['4,393', '']","['1,748', '']","['2,309', '']","['0', '']","['90', '']","['0', '']"
5451,r037,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['3,455', '']","['1,421', '']","['865', '']","['1,054', '']","['50', '']","['65', '']","['0', '']"
5451,r038,United States -> California,United States,California,,,2,"['10,910,956', '']","['5,523,808', '']","['437,639', '']","['2,389,545', '']","['732,534', '']","['1,126,663', '']","['700,767', '']"
5451,r039,United States -> California -> Public,United States,California,Public,,3,"['7,729,399', '']","['3,591,324', '']","['386,442', '']","['1,823,836', '']","['528,372', '']","['812,469', '']","['586,956', '']"
5451,r040,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['26,605', '']","['10,178', '']","['2,897', '']","['9,932', '']","['1,280', '']","['2,267', '']","['51', '']"
5451,r041,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['7,396', '']","['5,514', '']","['821', '']","['509', '']","['344', '']","['208', '']","['0', '']"
5451,r042,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['7,053', '']","['4,486', '']","['150', '']","['2,306', '']","['38', '']","['22', '']","['51', '']"
5451,r043,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['1,497', '']","['553', '']","['574', '']","['339', '']","['31', '']","['0', '']","['0', '']"
5451,r044,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['4,305', '']","['2,520', '']","['747', '']","['491', '']","['16', '']","['148', '']","['383', '']"
5451,r045,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['2,065', '']","['1,433', '']","['32', '']","['600', '']","['0', '']","['0', '']","['0', '']"
5451,r046,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['9,072', '']","['2,348', '']","['992', '']","['5,434', '']","['77', '']","['221', '']","['0', '']"
5451,r047,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['8,856', '']","['3,117', '']","['2,431', '']","['1,949', '']","['455', '']","['904', '']","['0', '']"
5451,r048,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['5,929', '']","['4,121', '']","['262', '']","['1,163', '']","['49', '']","['334', '']","['0', '']"
5451,r049,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['16,684', '']","['12,014', '']","['1,908', '']","['1,235', '']","['617', '']","['698', '']","['212', '']"
5451,r050,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['10,590', '']","['8,380', '']","['72', '']","['1,817', '']","['0', '']","['321', '']","['0', '']"
5451,r051,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['3,202', '']","['621', '']","['151', '']","['85', '']","['2,345', '']","['0', '']","['0', '']"
5451,r052,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['5,874', '']","['3,889', '']","['1,042', '']","['683', '']","['8', '']","['252', '']","['0', '']"
5451,r053,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['21,228', '']","['17,261', '']","['1,422', '']","['1,515', '']","['35', '']","['995', '']","['0', '']"
5451,r054,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['24,939', '']","['5,693', '']","['13,108', '']","['5,520', '']","['143', '']","['433', '']","['42', '']"
5451,r055,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['10,819', '']","['5,886', '']","['2,750', '']","['2,093', '']","['0', '']","['90', '']","['0', '']"
5451,r056,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['13,250', '']","['11,547', '']","['1,308', '']","['272', '']","['0', '']","['123', '']","['0', '']"
5451,r057,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['1,843', '']","['1,284', '']","['73', '']","['79', '']","['399', '']","['8', '']","['0', '']"
5451,r058,United States -> California -> Public -> Humboldt State U.,United States,California,Public,Humboldt State U.,4,"['14,236', '']","['2,399', '']","['4,147', '']","['2,964', '']","['212', '']","['2,259', '']","['2,255', '']"
5451,r059,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['62,903', '']","['51,870', '']","['0', '']","['10,059', '']","['485', '']","['108', '']","['381', '']"
5451,r060,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['97,710', '']","['41,117', '']","['3,073', '']","['48,934', '']","['836', '']","['2,043', '']","['1,707', '']"
5451,r061,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['33,078', 'i']","['16,331', 'i']","['2,243', 'i']","['13,222', 'i']","['67', 'i']","['1,200', 'i']","['15', 'i']"
5451,r062,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['47,301', '']","['34,102', '']","['6,297', '']","['4,100', '']","['914', '']","['1,345', '']","['543', '']"
5451,r063,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['1,545', '']","['936', '']","['310', '']","['247', '']","['16', '']","['36', '']","['0', '']"
5451,r064,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['840,000', '']","['349,989', '']","['32,598', '']","['181,355', '']","['81,265', '']","['135,100', '']","['59,693', '']"
5451,r065,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['816,693', '']","['380,965', '']","['74,086', '']","['208,842', '']","['54,246', '']","['42,970', '']","['55,584', '']"
5451,r066,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['490,597', '']","['241,734', '']","['15,947', '']","['123,966', '']","['33,033', '']","['28,381', '']","['47,536', '']"
5451,r067,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['1,392,941', '']","['655,030', '']","['81,216', '']","['302,597', '']","['82,905', '']","['194,946', '']","['76,247', '']"
5451,r068,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['45,966', '']","['20,000', '']","['5,108', '']","['16,274', '']","['558', '']","['1,870', '']","['2,156', '']"
5451,r069,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['60,686', '']","['217', '']","['31,777', '']","['28,666', '']","['0', '']","['20', '']","['6', '']"
5451,r070,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['184,894', '']","['92,503', '']","['10,827', '']","['51,440', '']","['6,288', '']","['7,826', '']","['16,010', '']"
5451,r071,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['1,403,735', '']","['727,289', '']","['45,233', '']","['290,347', '']","['109,943', '']","['110,299', '']","['120,624', '']"
5451,r072,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['1,651,073', '']","['676,331', '']","['32,635', '']","['418,048', '']","['120,488', '']","['231,371', '']","['172,200', '']"
5451,r073,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['254,434', '']","['123,198', '']","['4,335', '']","['54,929', '']","['22,578', '']","['29,986', '']","['19,408', '']"
5451,r074,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['150,400', '']","['76,468', '']","['5,870', '']","['31,824', '']","['8,701', '']","['15,685', '']","['11,852', '']"
5451,r075,United States -> California -> Private,United States,California,Private,,3,"['3,181,557', '']","['1,932,484', '']","['51,197', '']","['565,709', '']","['204,162', '']","['314,194', '']","['113,811', '']"
5451,r076,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['7,068', '']","['128', '']","['95', '']","['6,704', '']","['2', '']","['139', '']","['0', '']"
5451,r077,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['1,187', 'i']","['662', 'i']","['18', 'i']","['300', 'i']","['79', 'i']","['97', 'i']","['31', 'i']"
5451,r078,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['449,651', '']","['316,519', '']","['1,394', '']","['48,754', '']","['18,366', '']","['36,500', '']","['28,118', '']"
5451,r079,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['630', '']","['271', '']","['0', '']","['359', '']","['0', '']","['0', '']","['0', '']"
5451,r080,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['26,660', '']","['7,850', '']","['1,168', '']","['11,717', '']","['616', '']","['5,301', '']","['8', '']"
5451,r081,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['13,682', '']","['9,863', '']","['311', '']","['3,202', '']","['0', '']","['306', '']","['0', '']"
5451,r082,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['9,403', '']","['809', '']","['408', '']","['3,440', '']","['657', '']","['4,046', '']","['43', '']"
5451,r083,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['5,846', '']","['771', '']","['52', '']","['4,512', '']","['0', '']","['511', '']","['0', '']"
5451,r084,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['2,916', '']","['1,748', '']","['0', '']","['926', '']","['26', '']","['93', '']","['123', '']"
5451,r085,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['3,304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,304', '']","['0', '']"
5451,r086,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['2,152', 'i']","['1,113', 'i']","['0', 'i']","['687', 'i']","['142', 'i']","['35', 'i']","['175', 'i']"
5451,r087,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['1,647', '']","['618', '']","['0', '']","['531', '']","['0', '']","['498', '']","['0', '']"
5451,r088,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['25,077', 'i']","['17,457', 'i']","['754', 'i']","['3,382', 'i']","['1,857', 'i']","['1,526', 'i']","['101', 'i']"
5451,r089,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['7,193', '']","['1,105', '']","['921', '']","['4,593', '']","['3', '']","['571', '']","['0', '']"
5451,r090,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['1,357', 'i']","['323', 'i']","['0', 'i']","['685', 'i']","['349', 'i']","['0', 'i']","['0', 'i']"
5451,r091,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['1,541', '']","['1,341', '']","['24', '']","['70', '']","['0', '']","['90', '']","['16', '']"
5451,r092,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['2,657', '']","['1,567', '']","['279', '']","['NA', '']","['303', '']","['508', '']","['0', '']"
5451,r093,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['2,006', '']","['693', '']","['31', '']","['623', '']","['0', '']","['634', '']","['25', '']"
5451,r094,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['2,855', '']","['1,123', '']","['12', '']","['1,564', '']","['0', '']","['156', '']","['0', '']"
5451,r095,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['2,682', '']","['1,522', '']","['311', '']","['NA', '']","['283', '']","['566', '']","['0', '']"
5451,r096,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['444,964', '']","['243,502', '']","['4,503', '']","['135,483', '']","['22,386', '']","['39,090', '']","['0', '']"
5451,r097,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['1,203,950', '']","['751,414', '']","['26,257', '']","['132,235', '']","['114,967', '']","['168,843', '']","['10,234', '']"
5451,r098,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['3,551', '']","['1,558', '']","['63', '']","['1,876', '']","['53', '']","['1', '']","['0', '']"
5451,r099,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['1,713', '']","['1,375', '']","['96', '']","['NA', '']","['13', '']","['229', '']","['0', '']"
5451,r100,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['8,607', '']","['2,398', '']","['169', '']","['5,418', '']","['0', '']","['436', '']","['186', '']"
5451,r101,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['2,161', '']","['148', '']","['118', '']","['1,372', '']","['0', '']","['523', '']","['0', '']"
5451,r102,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['941,198', '']","['562,120', '']","['13,691', '']","['197,247', '']","['43,425', '']","['50,026', '']","['74,689', '']"
5451,r103,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['5,899', '']","['4,486', '']","['522', '']","['29', '']","['635', '']","['165', '']","['62', '']"
5451,r104,United States -> Colorado,United States,Colorado,,,2,"['1,665,742', '']","['1,185,506', '']","['52,888', '']","['189,942', '']","['87,134', '']","['94,207', '']","['56,065', '']"
5451,r105,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,622,102', '']","['1,160,557', '']","['51,634', '']","['181,880', '']","['85,613', '']","['87,049', '']","['55,369', '']"
5451,r106,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['78,517', '']","['55,560', '']","['2,131', '']","['4,255', '']","['10,072', '']","['1,822', '']","['4,677', '']"
5451,r107,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['407,302', '']","['287,100', '']","['17,707', '']","['61,093', '']","['13,406', '']","['19,938', '']","['8,058', '']"
5451,r108,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['3,104', '']","['1,161', '']","['1,791', '']","['152', '']","['0', '']","['0', '']","['0', '']"
5451,r109,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['1,370', '']","['1,228', '']","['51', '']","['79', '']","['12', '']","['0', '']","['0', '']"
5451,r110,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['525,674', '']","['427,869', '']","['4,435', '']","['35,695', '']","['9,942', '']","['15,348', '']","['32,385', '']"
5451,r111,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['5,557', '']","['3,508', '']","['694', '']","['486', '']","['744', '']","['114', '']","['11', '']"
5451,r112,United States -> Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,United States,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,4,"['554,643', '']","['348,724', '']","['24,563', '']","['71,012', '']","['50,627', '']","['49,479', '']","['10,238', '']"
5451,r113,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['3,738', '']","['1,853', '']","['262', '']","['1,267', '']","['8', '']","['348', '']","['0', '']"
5451,r114,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['42,197', '']","['33,554', '']","['0', '']","['7,841', '']","['802', '']","['0', '']","['0', '']"
5451,r115,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['43,640', '']","['24,949', '']","['1,254', '']","['8,062', '']","['1,521', '']","['7,158', '']","['696', '']"
5451,r116,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['2,291', '']","['196', '']","['290', '']","['917', '']","['0', '']","['888', '']","['0', '']"
5451,r117,United States -> Colorado -> Private -> U. Denver,United States,Colorado,Private,U. Denver,4,"['41,349', '']","['24,753', '']","['964', '']","['7,145', '']","['1,521', '']","['6,270', '']","['696', '']"
5451,r118,United States -> Connecticut,United States,Connecticut,,,2,"['1,400,865', '']","['760,588', '']","['11,807', '']","['430,411', '']","['84,679', '']","['102,139', '']","['11,241', '']"
5451,r119,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['288,915', '']","['166,952', '']","['6,201', '']","['84,969', '']","['11,462', '']","['13,082', '']","['6,249', '']"
5451,r120,United States -> Connecticut -> Public -> Central Connecticut State U.,United States,Connecticut,Public,Central Connecticut State U.,4,"['1,572', '']","['901', '']","['264', '']","['407', '']","['0', '']","['0', '']","['0', '']"
5451,r121,United States -> Connecticut -> Public -> Eastern Connecticut State U.,United States,Connecticut,Public,Eastern Connecticut State U.,4,"['1,799', '']","['177', '']","['1', '']","['1,621', '']","['0', '']","['0', '']","['0', '']"
5451,r122,United States -> Connecticut -> Public -> Southern Connecticut State U.,United States,Connecticut,Public,Southern Connecticut State U.,4,"['5,413', '']","['1,026', '']","['305', '']","['3,649', '']","['53', '']","['188', '']","['192', '']"
5451,r123,United States -> Connecticut -> Public -> U. Connecticut,United States,Connecticut,Public,U. Connecticut,4,"['280,131', '']","['164,848', '']","['5,631', '']","['79,292', '']","['11,409', '']","['12,894', '']","['6,057', '']"
5451,r124,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['1,111,950', '']","['593,636', '']","['5,606', '']","['345,442', '']","['73,217', '']","['89,057', '']","['4,992', '']"
5451,r125,United States -> Connecticut -> Private -> Connecticut C.,United States,Connecticut,Private,Connecticut C.,4,"['1,598', '']","['483', '']","['0', '']","['1,071', '']","['0', '']","['44', '']","['0', '']"
5451,r126,United States -> Connecticut -> Private -> Fairfield U.,United States,Connecticut,Private,Fairfield U.,4,"['1,210', '']","['365', '']","['0', '']","['255', '']","['0', '']","['590', '']","['0', '']"
5451,r127,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['1,428', '']","['1,019', '']","['0', '']","['353', '']","['2', '']","['54', '']","['0', '']"
5451,r128,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['1,436', '']","['854', '']","['0', '']","['568', '']","['14', '']","['0', '']","['0', '']"
5451,r129,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['3,843', '']","['1,440', '']","['473', '']","['363', '']","['390', '']","['1,170', '']","['7', '']"
5451,r130,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['8,300', '']","['4,305', '']","['31', '']","['3,137', '']","['97', '']","['651', '']","['79', '']"
5451,r131,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['1,094,135', '']","['585,170', '']","['5,102', '']","['339,695', '']","['72,714', '']","['86,548', '']","['4,906', '']"
5451,r132,United States -> Delaware,United States,Delaware,,,2,"['244,321', '']","['156,831', '']","['11,295', '']","['59,559', '']","['6,766', '']","['4,812', '']","['5,058', '']"
5451,r133,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['244,321', '']","['156,831', '']","['11,295', '']","['59,559', '']","['6,766', '']","['4,812', '']","['5,058', '']"
