table_id,row_id,position_race_or_ethnicity_and_field_full_path,position_race_or_ethnicity_and_field_level_1,position_race_or_ethnicity_and_field_level_2,position_race_or_ethnicity_and_field_level_3,position_race_or_ethnicity_and_field_level_4,position_race_or_ethnicity_and_field_hierarchy_depth,field_1973,field_1977,field_1981,field_1983,field_1985,field_1987,field_1989,field_1991,field_1993,field_1995,field_1997,field_1999,field_2001,field_2003,field_2006,field_2008,field_2010,field_2013,field_2015,field_2017,field_2019
4411,r011,"All positions -> All races or ethnicities, all fields -> White, all fields -> Physical sciences",All positions,"All races or ethnicities, all fields","White, all fields",Physical sciences,4,23.0,26.1,26.6,26.4,28.3,28.5,29.2,29.5,29.3,29.5,31.0,32.3,32.0,32.1,31.4,31.5,33.5,33.8,35.6,33.6,36.2
4411,r012,"All positions -> All races or ethnicities, all fields -> White, all fields -> Mathematics and statistics",All positions,"All races or ethnicities, all fields","White, all fields",Mathematics and statistics,4,8.8,10.6,11.0,11.5,11.9,12.2,12.6,13.0,12.9,12.0,12.6,12.3,12.1,13.0,13.1,13.6,13.7,13.6,15.1,14.3,13.8
4411,r013,"All positions -> All races or ethnicities, all fields -> White, all fields -> Computer and information sciences",All positions,"All races or ethnicities, all fields","White, all fields",Computer and information sciences,4,NA,NA,0.2,0.4,0.6,0.9,1.1,1.4,1.6,2.1,2.2,2.7,2.7,3.4,3.7,4.0,4.1,4.8,5.4,5.4,6.2
4411,r014,"All positions -> All races or ethnicities, all fields -> White, all fields -> Life sciences",All positions,"All races or ethnicities, all fields","White, all fields",Life sciences,4,32.1,38.8,46.1,49.3,52.7,54.6,57.6,59.2,59.1,61.3,64.9,67.2,68.4,70.4,74.2,72.5,76.9,81.1,81.6,80.1,83.6
4411,r015,"All positions -> All races or ethnicities, all fields -> White, all fields -> Psychology",All positions,"All races or ethnicities, all fields","White, all fields",Psychology,4,11.6,15.2,18.8,19.6,21.3,22.0,23.2,23.2,22.9,23.6,24.4,25.5,26.6,27.1,29.5,28.7,28.6,28.9,30.6,29.2,30.9
4411,r016,"All positions -> All races or ethnicities, all fields -> White, all fields -> Social sciences",All positions,"All races or ethnicities, all fields","White, all fields",Social sciences,4,21.4,28.2,33.1,34.7,37.2,37.5,39.4,39.1,38.6,36.5,38.0,38.9,39.0,39.1,40.7,41.7,43.0,42.6,45.8,44.5,47.8
4411,r017,"All positions -> All races or ethnicities, all fields -> White, all fields -> Engineering",All positions,"All races or ethnicities, all fields","White, all fields",Engineering,4,10.8,12.6,14.0,15.2,16.4,17.2,18.1,18.2,17.5,17.6,20.2,19.4,20.2,19.2,19.5,19.7,20.0,21.1,22.9,22.9,25.1
4411,r018,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",,3,5.0,6.7,10.8,11.8,14.0,15.0,16.3,16.8,20.9,22.4,25.4,26.3,27.6,34.7,37.4,39.7,46.9,52.1,59.0,61.7,70.0
4411,r019,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Physical sciences",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Physical sciences,4,1.2,1.5,2.1,2.4,2.9,3.1,3.1,2.8,4.2,4.6,4.6,4.6,4.5,5.5,5.6,5.7,7.0,7.6,9.3,9.5,9.9
4411,r020,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Mathematics and statistics",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Mathematics and statistics,4,0.4,0.5,0.9,1.0,1.1,1.1,1.3,1.6,1.9,1.8,2.2,2.1,2.0,2.8,3.0,3.2,3.7,4.0,4.4,4.7,5.1
4411,r021,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Computer and information sciences",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Computer and information sciences,4,NA,NA,0.1,0.1,0.1,0.1,0.3,0.5,0.7,0.9,0.9,0.9,0.9,1.5,1.7,2.5,2.7,3.0,3.0,2.8,3.8
4411,r022,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Life sciences",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Life sciences,4,1.3,2.0,3.6,3.6,4.0,4.4,4.7,5.1,6.3,6.8,8.5,9.9,11.0,13.3,14.0,13.9,16.2,18.4,20.6,21.4,24.0
4411,r023,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Psychology",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Psychology,4,0.1,0.2,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.4,1.6,2.0,2.2,2.8,3.4,3.4
4411,r024,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Social sciences",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Social sciences,4,1.0,1.2,2.0,2.0,2.5,2.2,2.4,2.6,2.7,2.8,3.2,3.5,3.6,4.1,3.9,4.5,5.2,6.1,6.1,6.7,7.6
4411,r025,"All positions -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Engineering",All positions,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Engineering,4,1.1,1.3,1.8,2.4,3.0,3.5,4.1,3.7,4.7,4.9,5.2,4.6,4.8,6.4,7.8,8.2,10.1,10.7,12.9,13.4,16.1
4411,r026,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup>",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",,3,2.4,3.7,5.8,6.5,7.2,7.8,9.0,9.9,10.7,12.4,13.7,15.6,16.8,20.4,20.4,21.8,24.4,27.2,29.4,30.4,32.4
4411,r027,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Physical sciences",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Physical sciences,4,0.5,0.6,1.0,1.0,1.0,1.1,1.2,1.3,1.5,1.6,1.9,1.8,2.0,2.3,2.2,2.3,2.7,3.0,2.9,3.3,3.3
4411,r028,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Mathematics and statistics",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Mathematics and statistics,4,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.5,0.7,0.8,0.7,0.8,0.8,1.0,1.0,1.1,1.2,1.4,1.4,1.5,1.5
4411,r029,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Computer and information sciences",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.6
4411,r030,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Life sciences",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Life sciences,4,0.8,1.2,1.5,1.7,1.8,2.1,2.4,2.6,2.7,3.5,3.9,4.7,4.9,6.2,6.4,6.6,7.6,8.7,9.4,9.8,10.5
4411,r031,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Psychology",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Psychology,4,0.3,0.6,0.8,1.0,1.2,1.2,1.3,1.5,1.6,2.0,2.3,2.7,2.9,3.6,3.6,3.7,4.3,4.5,4.6,4.6,4.7
4411,r032,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Social sciences",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Social sciences,4,0.5,0.8,1.8,2.0,2.1,2.3,2.8,3.0,3.1,3.2,3.6,3.9,4.3,4.9,4.9,5.6,5.8,6.5,7.0,7.5,8.4
4411,r033,"All positions -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Engineering",All positions,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Engineering,4,0.2,0.3,0.3,0.5,0.5,0.5,0.7,0.9,0.9,1.2,1.2,1.5,1.6,2.1,2.0,2.1,2.4,2.6,3.6,3.2,3.5
4411,r034,Full-time faculty<sup>b</sup>,Full-time faculty<sup>b</sup>,,,,1,,,,,,,,,,,,,,,,,,,,,
4411,r035,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",,,2,103.3,125.6,141.9,148.4,156.9,164.4,169.8,173.1,172.4,171.4,172.9,178.2,180.9,190.6,193.1,199.1,206.9,214.4,227.7,223.4,246.9
4411,r036,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Physical sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Physical sciences,,3,20.8,23.6,24.3,24.2,25.4,26.4,26.2,26.2,25.8,25.6,25.5,26.3,26.1,27.7,26.9,27.5,29.3,29.5,31.1,29.7,33.0
4411,r037,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Mathematics and statistics",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Mathematics and statistics,,3,9.3,10.9,11.7,12.3,12.7,12.9,13.5,14.2,14.7,13.0,13.6,12.9,12.4,14.0,14.0,14.8,15.1,15.5,16.8,16.3,16.3
4411,r038,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Computer and information sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Computer and information sciences,,3,NA,NA,0.3,0.4,0.7,0.9,1.3,1.8,2.3,2.8,2.9,3.2,3.3,4.2,4.9,5.6,5.7,6.4,7.1,7.1,8.6
4411,r039,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Life sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Life sciences,,3,29.5,34.9,40.9,43.5,45.6,48.1,49.3,51.1,50.8,52.8,53.6,56.1,58.3,61.7,62.8,63.5,66.7,70.6,70.8,70.0,77.2
4411,r040,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Psychology",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Psychology,,3,10.8,13.9,16.4,17.3,18.5,19.2,20.2,20.7,19.5,20.1,19.4,20.6,21.2,21.5,23.2,23.0,23.4,24.1,26.0,26.3,28.0
4411,r041,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Social sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Social sciences,,3,21.6,28.8,33.7,34.4,36.1,37.6,39.0,39.0,39.2,37.1,36.9,38.2,38.3,39.6,39.2,42.0,43.2,43.5,46.7,46.0,50.5
4411,r042,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Engineering",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields",Engineering,,3,11.3,13.5,14.7,16.4,17.9,19.3,20.2,20.1,20.1,20.0,21.2,20.7,21.5,21.9,22.1,22.7,23.4,25.0,29.2,28.2,33.4
4411,r043,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",,3,94.9,114.3,128.1,133.4,139.7,146.2,149.8,151.8,148.7,147.1,146.8,150.8,151.1,153.5,155.3,156.5,158.7,161.5,168.9,163.0,177.5
4411,r044,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Physical sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Physical sciences,4,19.0,21.5,22.1,21.6,22.8,23.4,23.3,23.2,22.2,22.1,21.8,22.5,22.0,23.2,22.6,22.4,23.4,23.1,24.2,22.5,25.3
4411,r045,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Mathematics and statistics",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Mathematics and statistics,4,8.5,9.9,10.3,10.9,11.1,11.4,11.7,12.2,12.3,10.7,11.0,10.6,10.0,10.9,10.8,11.3,11.4,11.3,12.2,11.6,11.1
4411,r046,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Computer and information sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Computer and information sciences,4,NA,NA,0.2,0.3,0.5,0.7,1.0,1.3,1.5,1.9,2.0,2.3,2.2,2.6,2.9,3.2,3.2,3.5,4.3,4.3,5.1
4411,r047,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Life sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Life sciences,4,27.5,32.1,37.2,39.7,41.3,43.3,44.4,46.0,45.1,46.7,47.1,48.8,49.9,50.5,51.5,51.0,52.6,54.7,54.5,53.3,57.2
4411,r048,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Psychology",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Psychology,4,10.3,13.0,15.4,16.2,17.1,17.9,18.8,19.2,18.0,18.4,17.6,18.4,18.8,18.6,19.9,19.5,19.2,19.7,20.8,20.5,22.2
4411,r049,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Social sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Social sciences,4,19.7,26.1,30.1,30.7,32.2,33.5,34.4,33.8,34.1,31.9,31.1,32.2,32.0,32.3,32.3,33.5,33.8,33.4,36.2,34.4,37.6
4411,r050,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> White, all fields -> Engineering",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","White, all fields",Engineering,4,10.0,11.6,12.7,14.0,14.8,15.9,16.2,16.2,15.6,15.3,16.4,15.8,16.2,15.2,15.3,15.4,15.0,15.8,16.7,16.5,19.0
4411,r051,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",,3,4.0,5.0,8.4,9.1,10.9,11.7,12.3,12.6,14.8,14.5,15.8,16.3,17.7,21.4,21.8,25.0,28.5,32.4,36.8,37.6,44.8
4411,r052,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Physical sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Physical sciences,4,0.7,1.0,1.3,1.6,1.7,2.0,1.9,1.8,2.4,2.3,2.2,2.4,2.5,2.7,2.7,3.1,3.8,4.1,4.6,4.7,5.3
4411,r053,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Mathematics and statistics",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Mathematics and statistics,4,0.4,0.5,0.9,1.0,1.1,1.1,1.3,1.5,1.7,1.6,1.9,1.7,1.7,2.2,2.3,2.5,2.6,2.9,3.5,3.6,3.9
4411,r054,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Computer and information sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Computer and information sciences,4,NA,NA,0.0,0.1,0.1,0.1,0.3,0.5,0.7,0.8,0.8,0.7,0.8,1.3,1.5,2.0,2.2,2.3,2.4,2.3,3.0
4411,r055,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Life sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Life sciences,4,0.9,1.2,2.3,2.4,2.8,3.1,3.0,3.0,3.7,3.5,3.7,4.4,5.3,6.5,6.5,7.3,8.4,9.6,10.0,10.3,12.7
4411,r056,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Psychology",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Psychology,4,0.1,0.1,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.7,0.8,1.0,1.2,1.4,1.9,2.3,2.3
4411,r057,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Social sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Social sciences,4,0.9,1.1,1.9,1.9,2.1,2.1,2.1,2.4,2.3,2.4,2.8,2.8,3.0,3.1,2.9,3.6,4.0,4.8,4.8,5.2,6.1
4411,r058,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Engineering",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Engineering,4,0.9,1.1,1.7,1.9,2.7,3.0,3.4,3.1,3.7,3.6,3.8,3.7,3.9,4.9,5.0,5.5,6.4,7.2,9.5,9.2,11.6
4411,r059,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup>",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",,3,2.0,3.2,5.0,5.4,5.8,6.3,7.4,8.4,8.6,9.8,10.3,11.1,12.0,13.4,13.9,15.3,17.2,17.9,19.6,20.0,21.9
4411,r060,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Physical sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Physical sciences,4,0.4,0.4,0.9,0.9,0.8,0.9,0.9,1.1,1.2,1.1,1.4,1.4,1.6,1.5,1.5,1.7,2.0,2.0,1.9,2.2,2.1
4411,r061,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Mathematics and statistics",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Mathematics and statistics,4,0.2,0.2,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.0,1.0,1.2
4411,r062,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Computer and information sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5
4411,r063,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Life sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Life sciences,4,0.7,1.0,1.3,1.3,1.4,1.6,1.8,2.0,2.0,2.6,2.8,2.9,3.2,3.9,4.0,4.3,5.0,5.2,5.6,5.8,6.4
4411,r064,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Psychology",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Psychology,4,0.2,0.5,0.6,0.7,0.9,0.9,1.0,1.1,1.1,1.3,1.3,1.7,1.8,1.8,2.1,2.2,2.5,2.6,2.8,2.9,3.1
4411,r065,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Social sciences",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Social sciences,4,0.4,0.8,1.6,1.7,1.8,2.0,2.5,2.8,2.8,2.8,3.0,3.1,3.2,3.6,3.6,4.3,4.7,4.9,5.1,5.5,6.1
4411,r066,"Full-time faculty<sup>b</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Engineering",Full-time faculty<sup>b</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Engineering,4,0.1,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.8,1.1,1.1,1.2,1.4,1.6,1.6,1.5,1.7,1.7,2.8,2.3,2.6
4411,r067,Postdoctorates,Postdoctorates,,,,1,,,,,,,,,,,,,,,,,,,,,
4411,r068,"Postdoctorates -> All races or ethnicities, all fields",Postdoctorates,"All races or ethnicities, all fields",,,2,4.2,7.6,8.5,8.3,8.7,9.3,11.5,9.9,13.3,16.8,18.9,18.5,17.5,15.7,23.3,17.8,22.8,20.2,19.2,18.4,18.6
4411,r069,"Postdoctorates -> All races or ethnicities, all fields -> Physical sciences",Postdoctorates,"All races or ethnicities, all fields",Physical sciences,,3,1.8,2.4,2.1,1.6,2.1,2.3,2.7,2.2,3.5,4.4,3.8,3.4,3.0,2.6,3.9,3.3,4.6,4.0,3.3,3.4,3.6
4411,r070,"Postdoctorates -> All races or ethnicities, all fields -> Mathematics and statistics",Postdoctorates,"All races or ethnicities, all fields",Mathematics and statistics,,3,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.0,0.5,0.5,0.6,0.8,0.5,1.0,0.5,0.7,0.4,0.5,0.5,0.7
4411,r071,"Postdoctorates -> All races or ethnicities, all fields -> Computer and information sciences",Postdoctorates,"All races or ethnicities, all fields",Computer and information sciences,,3,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.3,0.2,0.3,0.2,0.2
4411,r072,"Postdoctorates -> All races or ethnicities, all fields -> Life sciences",Postdoctorates,"All races or ethnicities, all fields",Life sciences,,3,1.9,4.0,5.2,5.1,5.2,5.6,6.8,6.4,8.2,9.2,10.8,11.7,11.0,10.0,12.8,10.3,12.2,11.9,11.7,10.6,10.5
4411,r073,"Postdoctorates -> All races or ethnicities, all fields -> Psychology",Postdoctorates,"All races or ethnicities, all fields",Psychology,,3,0.2,0.5,0.6,0.6,0.7,0.7,0.8,0.5,0.4,1.1,1.3,1.2,1.2,0.9,1.7,1.0,1.1,1.0,0.8,0.7,0.8
4411,r074,"Postdoctorates -> All races or ethnicities, all fields -> Social sciences",Postdoctorates,"All races or ethnicities, all fields",Social sciences,,3,0.1,0.3,0.3,0.6,0.3,0.1,0.4,0.3,0.2,0.4,0.7,0.5,0.6,0.5,0.9,0.3,0.8,0.4,0.4,0.6,0.5
4411,r075,"Postdoctorates -> All races or ethnicities, all fields -> Engineering",Postdoctorates,"All races or ethnicities, all fields",Engineering,,3,0.2,0.4,0.2,0.3,0.2,0.5,0.6,0.5,1.0,1.2,1.7,1.1,0.9,1.1,3.0,2.1,3.1,2.4,2.2,2.6,2.3
4411,r076,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields",Postdoctorates,"All races or ethnicities, all fields","White, all fields",,3,3.6,6.2,6.9,6.8,7.1,7.4,9.0,7.1,9.1,11.2,12.5,11.9,11.4,9.9,13.4,10.3,12.5,10.6,10.1,9.3,8.5
4411,r077,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Physical sciences",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Physical sciences,4,1.5,1.8,1.5,1.4,1.4,1.5,1.8,1.4,2.4,2.6,2.5,2.3,2.2,1.5,2.4,1.9,2.7,2.2,1.7,1.6,1.6
4411,r078,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Mathematics and statistics",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Mathematics and statistics,4,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.3,0.3,0.5,0.7,0.4,0.6,0.4,0.3,0.2,0.3,0.4,0.3
4411,r079,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Computer and information sciences",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,s,s,0.1,s,0.1,0.1,0.1
