table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
8310,r066,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,1176,40.2,923,39.2,253,43.9,64,21.9,na,na
8310,r067,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,577,38.3,409,36.4,168,42.9,8,50.0,na,na
8310,r068,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,17,35.3,12,33.3,5,40.0,2,0.0,na,na
8310,r069,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,6213,38.3,4604,36.3,1609,44.2,194,38.7,na,na
8310,r070,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,367,42.8,267,39.7,100,51.0,9,44.4,na,na
8310,r071,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,375,36.3,253,34.4,122,40.2,40,35.0,na,na
8310,r072,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Temporary visa holders",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Temporary visa holders,,,4,9328,30.7,4025,30.8,5303,30.5,625,28.0,na,na
8310,r073,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,45265,22.8,27695,24.0,17570,20.7,1275,18.7,755,14.2
8310,r074,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,17581,18.4,12263,18.2,5318,19.1,392,23.7,na,na
8310,r075,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,2192,16.8,1707,16.9,485,16.7,20,15.0,na,na
8310,r076,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8310,r077,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,52,42.3,45,46.7,7,14.3,2,50.0,na,na
8310,r078,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,3619,26.1,2643,27.2,976,23.4,121,14.9,na,na
8310,r079,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,990,20.9,691,19.1,299,25.1,10,50.0,na,na
8310,r080,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,12,33.3,10,30.0,2,50.0,0,-,na,na
8310,r081,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,9273,14.8,6209,14.1,3064,16.3,180,23.3,na,na
8310,r082,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,652,23.2,464,20.5,188,29.8,10,30.0,na,na
