table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10163,r026,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['2,091', '']","['0', '']","['0', '']","['2,091', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r027,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['66,729', '']","['2,492', '']","['5,396', '']","['43,147', '']","['5', '']","['7,427', '']","['178', '']","['345', '']","['1,148', '']","['4,194', '']","['2,397', '']"
10163,r028,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['824,340', '']","['18,270', '']","['33,859', '']","['471,046', '']","['4,105', '']","['142,519', '']","['6,573', '']","['22,491', '']","['10,723', '']","['84,682', '']","['30,072', '']"
10163,r029,United States -> Arizona -> Private,United States,Arizona,Private,,3,"['520', '']","['0', '']","['0', '']","['520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r030,United States -> Arizona -> Private -> Sonoran U. Health Sciences,United States,Arizona,Private,Sonoran U. Health Sciences,4,"['520', '']","['0', 'i']","['0', 'i']","['520', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10163,r031,United States -> Arkansas,United States,Arkansas,,,2,"['416,507', '']","['10,932', '']","['5,334', '']","['312,679', '']","['70', '']","['12,895', '']","['1,418', '']","['7,565', '']","['856', '']","['42,770', '']","['21,988', '']"
10163,r032,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['416,507', '']","['10,932', '']","['5,334', '']","['312,679', '']","['70', '']","['12,895', '']","['1,418', '']","['7,565', '']","['856', '']","['42,770', '']","['21,988', '']"
10163,r033,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['8,214', '']","['299', '']","['0', '']","['5,942', '']","['0', '']","['886', '']","['43', '']","['187', '']","['276', '']","['508', '']","['73', '']"
10163,r034,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['205,493', '']","['0', '']","['0', '']","['205,493', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r035,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['184,080', '']","['6,819', '']","['5,333', '']","['92,217', '']","['59', '']","['10,739', '']","['1,294', '']","['6,866', '']","['0', '']","['40,691', '']","['20,062', '']"
10163,r036,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['7,530', '']","['3,204', '']","['1', '']","['1,519', '']","['1', '']","['292', '']","['0', '']","['146', '']","['0', '']","['1,571', '']","['796', '']"
10163,r037,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['7,506', '']","['0', '']","['0', '']","['6,299', '']","['0', '']","['513', '']","['0', '']","['114', '']","['580', '']","['0', '']","['0', '']"
10163,r038,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['3,684', '']","['610', '']","['0', '']","['1,209', '']","['10', '']","['465', '']","['81', '']","['252', '']","['0', '']","['0', '']","['1,057', '']"
10163,r039,United States -> California,United States,California,,,2,"['12,107,605', '']","['288,264', '']","['535,533', '']","['7,639,018', '']","['74,172', '']","['1,050,483', '']","['152,296', '']","['390,272', '']","['213,860', '']","['1,251,330', '']","['512,377', '']"
10163,r040,United States -> California -> Public,United States,California,Public,,3,"['8,558,137', '']","['136,791', '']","['422,601', '']","['5,302,878', '']","['62,605', '']","['696,437', '']","['122,240', '']","['282,147', '']","['212,832', '']","['989,533', '']","['330,073', '']"
10163,r041,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['33,155', '']","['359', '']","['2,006', '']","['9,048', '']","['2,826', '']","['5,294', '']","['183', '']","['738', '']","['74', '']","['8,472', '']","['4,155', '']"
10163,r042,"United States -> California -> Public -> California State Polytechnic U., Humboldt",United States,California,Public,"California State Polytechnic U., Humboldt",4,"['15,612', '']","['76', '']","['863', '']","['4,020', '']","['1', '']","['899', '']","['0', '']","['2,088', '']","['259', '']","['6,779', '']","['627', '']"
10163,r043,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['7,909', '']","['304', '']","['13', '']","['3,501', '']","['80', '']","['1,301', '']","['20', '']","['22', '']","['0', '']","['1,759', '']","['909', '']"
10163,r044,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['4,815', '']","['0', '']","['69', '']","['75', '']","['1,457', '']","['322', '']","['72', '']","['261', '']","['0', '']","['440', '']","['2,119', '']"
10163,r045,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['3,377', '']","['69', '']","['0', '']","['1,401', '']","['568', '']","['406', '']","['8', '']","['140', '']","['696', '']","['4', '']","['85', '']"
10163,r046,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['4,177', '']","['0', '']","['624', '']","['1,445', '']","['42', '']","['166', '']","['0', '']","['102', '']","['0', '']","['1,192', '']","['606', '']"
10163,r047,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['4,230', '']","['413', '']","['15', '']","['335', '']","['72', '']","['1,464', '']","['435', '']","['197', '']","['0', '']","['0', '']","['1,299', '']"
10163,r048,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['19,035', '']","['287', '']","['816', '']","['2,587', '']","['377', '']","['895', '']","['207', '']","['2,148', '']","['0', '']","['133', '']","['11,585', '']"
10163,r049,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['12,603', '']","['234', '']","['7', '']","['4,894', '']","['1,626', '']","['2,668', '']","['11', '']","['652', '']","['0', '']","['1,970', '']","['541', '']"
10163,r050,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['16,642', '']","['1,047', '']","['414', '']","['4,038', '']","['1,234', '']","['1,615', '']","['404', '']","['1,163', '']","['1,423', '']","['1,062', '']","['4,242', '']"
10163,r051,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['17,807', '']","['390', '']","['399', '']","['4,858', '']","['369', '']","['3,494', '']","['1,974', '']","['574', '']","['52', '']","['3,671', '']","['2,026', '']"
10163,r052,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['9,839', '']","['241', '']","['202', '']","['1,229', '']","['0', '']","['5,776', '']","['58', '']","['391', '']","['0', '']","['1,423', '']","['519', '']"
10163,r053,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['526', '']","['0', '']","['70', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['388', '']","['68', '']"
10163,r054,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['8,975', '']","['1,517', '']","['2,702', '']","['3,977', '']","['175', '']","['446', '']","['8', '']","['89', '']","['0', '']","['0', '']","['61', '']"
10163,r055,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['19,638', '']","['173', '']","['1,181', '']","['5,528', '']","['435', '']","['7,084', '']","['308', '']","['312', '']","['82', '']","['2,621', '']","['1,914', '']"
10163,r056,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['23,795', '']","['221', '']","['808', '']","['1,154', '']","['131', '']","['403', '']","['319', '']","['3,830', '']","['5,269', '']","['8,253', '']","['3,407', '']"
10163,r057,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['11,929', '']","['672', '']","['75', '']","['1,251', '']","['311', '']","['2,161', '']","['2,206', '']","['278', '']","['235', '']","['658', '']","['4,082', '']"
10163,r058,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['9,238', '']","['450', '']","['123', '']","['1,456', '']","['9', '']","['981', '']","['987', '']","['121', '']","['3,730', '']","['527', '']","['854', '']"
10163,r059,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['1,966', '']","['215', '']","['2', '']","['1,094', '']","['218', '']","['117', '']","['114', '']","['123', '']","['0', '']","['0', '']","['83', '']"
10163,r060,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['64,055', '']","['11,304', '']","['5,148', '']","['872', '']","['2,859', '']","['4,745', '']","['257', '']","['6,114', '']","['6,039', '']","['21,556', '']","['5,161', '']"
10163,r061,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['123,856', '']","['2,321', '']","['2,684', '']","['36,057', '']","['3,896', '']","['7,435', '']","['18,073', '']","['5,482', '']","['7,315', '']","['14,048', '']","['26,545', '']"
10163,r062,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['36,617', '']","['1,878', '']","['4,988', '']","['13,356', '']","['1,288', '']","['3,626', '']","['1,917', '']","['3,159', '']","['1,424', '']","['2,423', '']","['2,558', '']"
10163,r063,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['71,695', '']","['151', '']","['16,303', '']","['5,838', '']","['1,157', '']","['4,464', '']","['17,046', '']","['3,260', '']","['0', '']","['6,968', '']","['16,508', '']"
10163,r064,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['3,774', '']","['5', '']","['1,938', '']","['748', '']","['511', '']","['62', '']","['73', '']","['72', '']","['30', '']","['17', '']","['318', '']"
10163,r065,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['981,035', '']","['12,736', '']","['8,644', '']","['275,739', '']","['9,474', '']","['196,281', '']","['16,945', '']","['73,560', '']","['106,357', '']","['206,541', '']","['74,758', '']"
10163,r066,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['883,807', '']","['5,764', '']","['32,940', '']","['626,320', '']","['4,392', '']","['35,319', '']","['3,509', '']","['38,078', '']","['10,220', '']","['114,118', '']","['13,147', '']"
10163,r067,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['534,947', '']","['24,680', '']","['11,555', '']","['318,016', '']","['7,424', '']","['40,171', '']","['11,147', '']","['13,324', '']","['987', '']","['75,898', '']","['31,745', '']"
10163,r068,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['1,536,197', '']","['14,755', '']","['45,869', '']","['1,110,788', '']","['9,537', '']","['55,159', '']","['17,022', '']","['68,872', '']","['50,149', '']","['98,403', '']","['65,643', '']"
10163,r069,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['48,147', '']","['1,387', '']","['4,454', '']","['10,814', '']","['1,863', '']","['6,863', '']","['493', '']","['2,936', '']","['2,638', '']","['11,997', '']","['4,702', '']"
10163,r070,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['54,640', '']","['0', '']","['0', '']","['45,843', '']","['0', '']","['8,725', '']","['0', '']","['0', '']","['0', '']","['0', '']","['72', '']"
10163,r071,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['199,135', '']","['7,468', '']","['11,310', '']","['107,118', '']","['2,207', '']","['17,938', '']","['5,411', '']","['6,764', '']","['2,261', '']","['32,758', '']","['5,900', '']"
10163,r072,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['1,533,357', '']","['28,879', '']","['187,175', '']","['915,619', '']","['6,383', '']","['97,804', '']","['19,075', '']","['31,031', '']","['8,417', '']","['212,583', '']","['26,391', '']"
10163,r073,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['1,805,950', '']","['0', '']","['0', '']","['1,734,339', '']","['0', '']","['71,611', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r074,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['278,897', '']","['13,354', '']","['43,416', '']","['19,387', '']","['1,335', '']","['72,934', '']","['3,276', '']","['10,473', '']","['4,939', '']","['97,329', '']","['12,454', '']"
10163,r075,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['176,760', '']","['5,441', '']","['35,788', '']","['30,133', '']","['348', '']","['37,808', '']","['682', '']","['5,793', '']","['236', '']","['55,542', '']","['4,989', '']"
10163,r076,United States -> California -> Private,United States,California,Private,,3,"['3,549,468', '']","['151,473', '']","['112,932', '']","['2,336,140', '']","['11,567', '']","['354,046', '']","['30,056', '']","['108,125', '']","['1,028', '']","['261,797', '']","['182,304', '']"
10163,r077,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['3,389', '']","['29', '']","['0', '']","['691', '']","['30', '']","['176', '']","['868', '']","['87', '']","['0', '']","['10', '']","['1,498', '']"
10163,r078,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['3,260', '']","['0', '']","['0', '']","['170', '']","['0', '']","['0', '']","['2,469', '']","['0', '']","['0', '']","['2', '']","['619', '']"
10163,r079,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['478,142', '']","['11,363', '']","['57,033', '']","['98,580', '']","['1,063', '']","['227,465', '']","['0', '']","['0', '']","['0', '']","['51,975', '']","['30,663', '']"
10163,r080,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['627', '']","['0', '']","['3', '']","['171', '']","['0', '']","['42', '']","['0', '']","['178', '']","['233', '']","['0', '']","['0', '']"
10163,r081,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['34,212', '']","['708', '']","['324', '']","['13,148', '']","['29', '']","['1,814', '']","['1,329', '']","['3,609', '']","['0', '']","['539', '']","['12,712', '']"
10163,r082,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['14,581', '']","['0', '']","['0', '']","['14,581', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r083,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['8,382', '']","['76', '']","['0', '']","['0', '']","['74', '']","['0', '']","['595', '']","['2,075', '']","['0', '']","['0', '']","['5,562', '']"
10163,r084,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['5,893', '']","['24', '']","['4', '']","['272', '']","['163', '']","['385', '']","['478', '']","['4,189', '']","['30', '']","['0', '']","['348', '']"
10163,r085,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['3,350', '']","['711', '']","['0', '']","['605', '']","['378', '']","['744', '']","['0', '']","['0', '']","['249', '']","['608', '']","['55', '']"
10163,r086,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['6,203', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,203', '']"
10163,r087,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['1,282', '']","['0', '']","['0', '']","['1,282', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r088,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['2,246', '']","['0', '']","['0', '']","['7', '']","['0', '']","['1', '']","['73', '']","['0', '']","['0', '']","['0', '']","['2,165', '']"
10163,r089,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['15,517', '']","['0', '']","['0', '']","['14,632', '']","['0', '']","['0', '']","['866', '']","['0', '']","['0', '']","['0', '']","['19', '']"
10163,r090,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['12,773', '']","['303', '']","['13', '']","['2,308', '']","['14', '']","['383', '']","['1,713', '']","['1,072', '']","['165', '']","['57', '']","['6,745', '']"
10163,r091,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['1,559', 'i']","['0', 'i']","['0', 'i']","['1,559', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10163,r092,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['4,139', 'i']","['313', 'i']","['1,416', 'i']","['577', 'i']","['108', 'i']","['877', 'i']","['443', 'i']","['334', 'i']","['0', 'i']","['0', 'i']","['71', 'i']"
10163,r093,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['3,775', '']","['0', '']","['0', '']","['2,022', '']","['29', '']","['89', '']","['174', '']","['248', '']","['131', '']","['0', '']","['1,082', '']"
10163,r094,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['2,589', '']","['120', '']","['272', '']","['338', '']","['301', '']","['695', '']","['86', '']","['515', '']","['0', '']","['0', '']","['262', '']"
10163,r095,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['4,225', '']","['0', '']","['0', '']","['543', '']","['41', '']","['589', '']","['140', '']","['512', '']","['0', '']","['1,741', '']","['659', '']"
10163,r096,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['492,639', '']","['0', '']","['0', '']","['492,639', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10163,r097,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['1,384,555', '']","['25,448', '']","['30,947', '']","['999,214', '']","['6,408', '']","['101,529', '']","['15,648', '']","['18,390', '']","['161', '']","['142,213', '']","['44,597', '']"
10163,r098,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['2,561', '']","['0', '']","['0', '']","['2,290', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['271', '']"
10163,r099,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['1,835', '']","['70', '']","['53', '']","['1,392', '']","['0', '']","['152', '']","['0', '']","['0', '']","['30', '']","['135', '']","['3', '']"
10163,r100,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['10,143', '']","['0', '']","['185', '']","['233', '']","['1,524', '']","['1,237', '']","['29', '']","['1,086', '']","['0', '']","['820', '']","['5,029', '']"
10163,r101,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['2,657', '']","['204', '']","['374', '']","['970', '']","['13', '']","['172', '']","['42', '']","['272', '']","['29', '']","['3', '']","['578', '']"
10163,r102,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['1,039,905', '']","['112,104', '']","['22,308', '']","['680,873', '']","['1,392', '']","['17,696', '']","['5,103', '']","['75,558', '']","['0', '']","['63,694', '']","['61,177', '']"
10163,r103,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['9,029', '']","['0', '']","['0', '']","['7,043', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,986', '']"
10163,r104,United States -> Colorado,United States,Colorado,,,2,"['1,898,797', '']","['31,032', '']","['195,084', '']","['967,377', '']","['9,465', '']","['181,929', '']","['27,194', '']","['37,201', '']","['16,117', '']","['343,905', '']","['89,493', '']"
10163,r105,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,849,590', '']","['30,954', '']","['194,182', '']","['961,827', '']","['9,178', '']","['177,193', '']","['19,836', '']","['33,523', '']","['16,117', '']","['340,273', '']","['66,507', '']"
