table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3173,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,"['544,763', '']","['233', '']","['161', '']","['494,202', '']","['880', '']","['18,805', '']","['8,949', '']","['206', '']","['0', '']","['21,305', '']","['22', '']"
3173,r012,All institutions -> Yale U.,All institutions,Yale U.,2,11,"['495,232', '']","['0', '']","['0', '']","['470,920', '']","['523', '']","['8,065', '']","['5,525', '']","['325', '']","['0', '']","['9,410', '']","['464', '']"
3173,r013,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,12,"['488,527', '']","['591', '']","['5', '']","['456,440', '']","['70', '']","['8,063', '']","['4,620', '']","['87', '']","['0', '']","['7,745', '']","['10,906', '']"
3173,r014,All institutions -> Harvard U.,All institutions,Harvard U.,2,13,"['475,795', '']","['6,506', '']","['14,745', '']","['391,836', '']","['15,806', '']","['13,025', '']","['2,229', '']","['16,601', '']","['240', '']","['14,427', '']","['380', '']"
3173,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['435,980', '']","['770', '']","['1,943', '']","['379,841', '']","['0', '']","['14,559', '']","['8,428', '']","['12', '']","['67', '']","['30,149', '']","['211', '']"
3173,r016,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,15,"['429,104', '']","['0', '']","['0', '']","['429,104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r017,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,16,"['423,638', '']","['1,786', '']","['0', '']","['384,751', '']","['595', '']","['11,648', '']","['8,413', '']","['3,880', '']","['3,569', '']","['6,401', '']","['2,595', '']"
3173,r018,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,17,"['402,645', '']","['0', '']","['0', '']","['367,417', '']","['6', '']","['7,243', '']","['5,766', '']","['0', '']","['0', '']","['15,914', '']","['6,299', '']"
3173,r019,All institutions -> Emory U.,All institutions,Emory U.,2,18,"['387,530', '']","['0', '']","['192', '']","['372,985', '']","['630', '']","['4,567', '']","['3,272', '']","['103', '']","['0', '']","['5,171', '']","['610', '']"
3173,r020,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,19,"['374,302', '']","['0', '']","['0', '']","['348,646', '']","['0', '']","['6,033', '']","['765', '']","['4,255', '']","['3,202', '']","['10,200', '']","['1,201', '']"
3173,r021,All institutions -> New York U.,All institutions,New York U.,2,20,"['353,281', '']","['377', '']","['0', '']","['313,189', '']","['410', '']","['6,704', '']","['19,406', '']","['42', '']","['0', '']","['789', '']","['12,364', '']"
3173,r022,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,21,"['349,950', '']","['2,610', '']","['405', '']","['310,221', '']","['45', '']","['2,024', '']","['5,240', '']","['7,498', '']","['5', '']","['13,657', '']","['8,245', '']"
3173,r023,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,22,"['347,705', '']","['0', '']","['5', '']","['284,124', '']","['66', '']","['6,055', '']","['5,216', '']","['15,711', '']","['22,567', '']","['13,416', '']","['545', '']"
3173,r024,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,23,"['337,055', '']","['0', '']","['0', '']","['325,571', '']","['0', '']","['767', '']","['3,766', '']","['0', '']","['0', '']","['5,758', '']","['1,193', '']"
3173,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['328,895', '']","['7,128', '']","['0', '']","['281,952', '']","['17', '']","['2,085', '']","['3,999', '']","['18,923', '']","['0', '']","['9,248', '']","['5,543', '']"
3173,r026,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,25,"['322,277', '']","['19', '']","['2,005', '']","['316,220', '']","['65', '']","['302', '']","['1,537', '']","['55', '']","['0', '']","['1,911', '']","['163', '']"
3173,r027,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,26,"['321,105', '']","['0', '']","['0', '']","['306,065', '']","['86', '']","['1,297', '']","['613', '']","['988', '']","['0', '']","['11,990', '']","['66', '']"
3173,r028,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,27,"['315,135', '']","['882', '']","['250', '']","['261,277', '']","['714', '']","['5,464', '']","['17,437', '']","['9,229', '']","['130', '']","['14,654', '']","['5,098', '']"
3173,r029,All institutions -> Cornell U.,All institutions,Cornell U.,2,28,"['282,465', '']","['162', '']","['0', '']","['245,984', '']","['75', '']","['16,818', '']","['2,977', '']","['2,862', '']","['0', '']","['13,254', '']","['333', '']"
3173,r030,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,29,"['279,218', '']","['0', '']","['0', '']","['270,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,892', '']","['0', '']"
3173,r031,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,30,"['277,710', '']","['838', '']","['475', '']","['239,432', '']","['527', '']","['9,973', '']","['4,234', '']","['1,778', '']","['4,217', '']","['7,373', '']","['8,863', '']"
3173,r032,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,31,"['260,814', '']","['0', '']","['0', '']","['260,814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r033,All institutions -> Boston U.,All institutions,Boston U.,2,32,"['245,176', '']","['288', '']","['0', '']","['203,075', '']","['1,539', '']","['6,350', '']","['13,253', '']","['291', '']","['160', '']","['18,295', '']","['1,925', '']"
3173,r034,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,33,"['240,749', '']","['0', '']","['0', '']","['240,749', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r035,All institutions -> U. Chicago,All institutions,U. Chicago,2,34,"['236,745', '']","['9,304', '']","['0', '']","['204,507', '']","['508', '']","['10,098', '']","['2,776', '']","['3,799', '']","['0', '']","['3,244', '']","['2,509', '']"
3173,r036,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,35,"['236,336', '']","['1,303', '']","['0', '']","['218,124', '']","['42', '']","['6,765', '']","['5,505', '']","['2,172', '']","['719', '']","['1,484', '']","['222', '']"
3173,r037,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,36,"['221,849', '']","['0', '']","['0', '']","['217,745', '']","['54', '']","['607', '']","['939', '']","['707', '']","['0', '']","['973', '']","['824', '']"
3173,r038,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,37,"['215,535', '']","['0', '']","['95', '']","['192,252', '']","['220', '']","['5,233', '']","['1,513', '']","['4,476', '']","['0', '']","['11,572', '']","['174', '']"
3173,r039,All institutions -> U. Florida,All institutions,U. Florida,2,38,"['213,038', '']","['878', '']","['26', '']","['189,596', '']","['480', '']","['2,168', '']","['5,525', '']","['1,370', '']","['0', '']","['10,502', '']","['2,493', '']"
3173,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['204,671', '']","['5,682', '']","['51', '']","['148,857', '']","['219', '']","['16,479', '']","['6,116', '']","['731', '']","['0', '']","['9,062', '']","['17,474', '']"
3173,r041,All institutions -> U. Iowa,All institutions,U. Iowa,2,40,"['198,962', '']","['696', '']","['18', '']","['182,061', '']","['0', '']","['896', '']","['5,766', '']","['1,255', '']","['0', '']","['6,646', '']","['1,624', '']"
3173,r042,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,41,"['196,923', '']","['0', '']","['0', '']","['196,923', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r043,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,42,"['193,286', '']","['0', '']","['0', '']","['193,286', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r044,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,43,"['189,993', '']","['0', '']","['0', '']","['189,993', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r045,All institutions -> U. Rochester,All institutions,U. Rochester,2,44,"['180,234', '']","['0', '']","['0', '']","['165,810', '']","['0', '']","['1,772', '']","['3,651', '']","['0', '']","['3,443', '']","['5,551', '']","['7', '']"
3173,r046,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,45,"['174,207', '']","['328', '']","['0', '']","['157,695', '']","['0', '']","['3,564', '']","['2,952', '']","['0', '']","['0', '']","['6,957', '']","['2,711', '']"
3173,r047,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,46,"['173,721', '']","['71', '']","['458', '']","['163,193', '']","['338', '']","['2,152', '']","['2,259', '']","['176', '']","['86', '']","['3,895', '']","['1,093', '']"
3173,r048,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,47,"['168,105', '']","['0', '']","['0', '']","['147,410', '']","['7,187', '']","['7,555', '']","['3,601', '']","['2,352', '']","['0', '']","['0', '']","['0', '']"
3173,r049,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,48,"['162,454', '']","['945', '']","['0', '']","['151,873', '']","['0', '']","['2,431', '']","['1,328', '']","['57', '']","['398', '']","['4,390', '']","['1,032', '']"
3173,r050,All institutions -> U. Miami,All institutions,U. Miami,2,49,"['156,134', '']","['184', '']","['542', '']","['148,400', '']","['0', '']","['22', '']","['5,684', '']","['186', '']","['0', '']","['1,116', '']","['0', '']"
3173,r051,All institutions -> U. Arizona,All institutions,U. Arizona,2,50,"['145,350', '']","['794', '']","['0', '']","['133,005', '']","['285', '']","['4,851', '']","['1,180', '']","['830', '']","['850', '']","['3,225', '']","['330', '']"
3173,r052,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,51,"['137,998', '']","['0', '']","['0', '']","['137,812', '']","['19', '']","['145', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r053,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,52,"['137,077', '']","['0', '']","['0', '']","['137,077', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r054,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,53,"['136,305', '']","['8,187', '']","['465', '']","['65,240', '']","['0', '']","['9,751', '']","['129', '']","['561', '']","['154', '']","['51,818', '']","['0', '']"
3173,r055,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,54,"['135,877', '']","['95', '']","['139', '']","['127,564', '']","['899', '']","['1,603', '']","['1,832', '']","['71', '']","['82', '']","['2,757', '']","['835', '']"
3173,r056,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,55,"['132,733', '']","['395', '']","['1,419', '']","['90,948', '']","['1,322', '']","['4,783', '']","['17,794', '']","['7,029', '']","['0', '']","['8,271', '']","['772', '']"
3173,r057,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,56,"['130,420', '']","['1,182', '']","['0', '']","['111,201', '']","['347', '']","['5,465', '']","['1,363', '']","['278', '']","['0', '']","['6,745', '']","['3,839', '']"
3173,r058,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,57,"['124,119', '']","['0', '']","['681', '']","['81,234', '']","['172', '']","['6,273', '']","['6,415', '']","['2,772', '']","['20,930', '']","['5,570', '']","['72', '']"
3173,r059,All institutions -> Temple U.,All institutions,Temple U.,2,58,"['121,229', '']","['216', '']","['0', '']","['111,775', '']","['182', '']","['1,520', '']","['4,150', '']","['249', '']","['61', '']","['1,034', '']","['2,042', '']"
3173,r060,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,59,"['120,373', '']","['703', '']","['315', '']","['105,329', '']","['0', '']","['1,445', '']","['3,824', '']","['39', '']","['0', '']","['8,670', '']","['48', '']"
3173,r061,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,60,"['118,544', '']","['0', '']","['0', '']","['118,544', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r062,All institutions -> Brown U.,All institutions,Brown U.,2,61,"['117,046', '']","['1,557', '']","['91', '']","['86,275', '']","['704', '']","['648', '']","['6,562', '']","['11,871', '']","['6,582', '']","['1,988', '']","['768', '']"
3173,r063,All institutions -> George Washington U.,All institutions,George Washington U.,2,62,"['116,414', '']","['471', '']","['0', '']","['109,773', '']","['441', '']","['705', '']","['1,361', '']","['809', '']","['0', '']","['2,749', '']","['105', '']"
3173,r064,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,63,"['115,498', '']","['53', '']","['0', '']","['101,634', '']","['272', '']","['2,238', '']","['659', '']","['7,996', '']","['0', '']","['2,063', '']","['583', '']"
3173,r065,All institutions -> U. Kansas,All institutions,U. Kansas,2,64,"['113,725', '']","['84', '']","['0', '']","['91,523', '']","['0', '']","['2,850', '']","['4,542', '']","['1,800', '']","['167', '']","['3,967', '']","['8,792', '']"
3173,r066,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,65,"['111,965', '']","['4', '']","['26', '']","['92,025', '']","['0', '']","['1,757', '']","['2,964', '']","['1,108', '']","['0', '']","['13,243', '']","['838', '']"
3173,r067,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,66,"['109,049', '']","['0', '']","['0', '']","['106,144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,905', '']","['0', '']"
3173,r068,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,67,"['108,040', '']","['312', '']","['0', '']","['87,901', '']","['68', '']","['533', '']","['8,202', '']","['60', '']","['0', '']","['3,559', '']","['7,405', '']"
3173,r069,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,68,"['101,079', '']","['0', '']","['0', '']","['100,668', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['411', '']","['0', '']"
3173,r070,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,69,"['95,693', '']","['0', '']","['0', '']","['95,693', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r071,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,70,"['93,144', '']","['0', '']","['0', '']","['83,454', '']","['78', '']","['5,287', '']","['761', '']","['0', '']","['0', '']","['1,110', '']","['2,454', '']"
3173,r072,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,71,"['92,365', '']","['377', '']","['186', '']","['78,104', '']","['168', '']","['908', '']","['7,903', '']","['2,023', '']","['0', '']","['1,931', '']","['765', '']"
3173,r073,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,72,"['89,949', '']","['1', '']","['0', '']","['83,058', '']","['93', '']","['498', '']","['4,474', '']","['966', '']","['0', '']","['583', '']","['276', '']"
3173,r074,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,73,"['89,062', '']","['496', '']","['1', '']","['54,450', '']","['517', '']","['4,074', '']","['7,444', '']","['5,774', '']","['224', '']","['11,954', '']","['4,128', '']"
3173,r075,All institutions -> Tulane U.,All institutions,Tulane U.,2,74,"['87,609', '']","['57', '']","['0', '']","['83,870', '']","['147', '']","['479', '']","['635', '']","['61', '']","['0', '']","['2,360', '']","['0', '']"
3173,r076,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,75,"['84,060', '']","['0', '']","['0', '']","['84,060', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r077,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,76,"['82,965', '']","['578', '']","['2,076', '']","['61,565', '']","['1,174', '']","['3,454', '']","['1,199', '']","['4,522', '']","['408', '']","['7,287', '']","['702', '']"
3173,r078,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,77,"['80,546', '']","['184', '']","['0', '']","['60,340', '']","['707', '']","['3,163', '']","['7,454', '']","['430', '']","['117', '']","['6,063', '']","['2,088', '']"
3173,r079,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,78,"['78,685', '']","['0', '']","['0', '']","['76,104', '']","['54', '']","['2,527', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r080,All institutions -> Tufts U.,All institutions,Tufts U.,2,79,"['78,249', '']","['170', '']","['2', '']","['54,107', '']","['0', '']","['42', '']","['955', '']","['399', '']","['10,800', '']","['11,293', '']","['481', '']"
3173,r081,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,80,"['78,102', '']","['561', '']","['0', '']","['55,783', '']","['0', '']","['11,814', '']","['0', '']","['0', '']","['0', '']","['5,130', '']","['4,814', '']"
3173,r082,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,81,"['73,370', '']","['0', '']","['0', '']","['67,637', '']","['0', '']","['1,587', '']","['811', '']","['2,624', '']","['0', '']","['28', '']","['683', '']"
3173,r083,All institutions -> U. Georgia,All institutions,U. Georgia,2,82,"['73,320', '']","['567', '']","['0', '']","['55,262', '']","['579', '']","['3,093', '']","['11,364', '']","['741', '']","['0', '']","['937', '']","['777', '']"
3173,r084,All institutions -> U. Louisville,All institutions,U. Louisville,2,83,"['72,903', '']","['112', '']","['0', '']","['67,277', '']","['0', '']","['966', '']","['523', '']","['83', '']","['0', '']","['1,086', '']","['2,856', '']"
3173,r085,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,84,"['71,108', '']","['0', '']","['0', '']","['71,108', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r086,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,85,"['70,474', '']","['545', '']","['72', '']","['58,211', '']","['1,324', '']","['3,297', '']","['2,389', '']","['75', '']","['45', '']","['3,782', '']","['734', '']"
3173,r087,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,86,"['70,271', '']","['107', '']","['90', '']","['58,346', '']","['0', '']","['7,917', '']","['347', '']","['2,163', '']","['0', '']","['1,092', '']","['209', '']"
3173,r088,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,87,"['69,420', '']","['601', '']","['93', '']","['30,321', '']","['58', '']","['13,823', '']","['3,723', '']","['98', '']","['0', '']","['16,486', '']","['4,217', '']"
3173,r089,All institutions -> Rush U.,All institutions,Rush U.,2,88,"['68,365', '']","['0', '']","['0', '']","['65,951', '']","['0', '']","['0', '']","['2,414', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r090,All institutions -> U. Vermont,All institutions,U. Vermont,2,89,"['66,169', '']","['0', '']","['0', '']","['64,041', '']","['0', '']","['473', '']","['1,280', '']","['0', '']","['0', '']","['348', '']","['27', '']"
3173,r091,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,90,"['62,767', '']","['0', '']","['0', '']","['56,978', '']","['2', '']","['809', '']","['832', '']","['4,051', '']","['0', '']","['0', '']","['95', '']"
3173,r092,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,91,"['61,289', '']","['0', '']","['0', '']","['61,289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r093,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,92,"['61,083', '']","['0', '']","['0', '']","['61,083', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r094,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,93,"['59,233', '']","['428', '']","['0', '']","['31,248', '']","['811', '']","['3,322', '']","['8,041', '']","['2,677', '']","['182', '']","['8,725', '']","['3,799', '']"
3173,r095,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,94,"['58,699', '']","['939', '']","['0', '']","['35,576', '']","['728', '']","['5,012', '']","['3,441', '']","['595', '']","['0', '']","['8,591', '']","['3,817', '']"
3173,r096,All institutions -> Princeton U.,All institutions,Princeton U.,2,95,"['58,592', '']","['783', '']","['0', '']","['44,254', '']","['82', '']","['5,386', '']","['2,342', '']","['2,720', '']","['0', '']","['3,025', '']","['0', '']"
3173,r097,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,96,"['58,464', '']","['784', '']","['0', '']","['51,862', '']","['24', '']","['1,004', '']","['3,497', '']","['0', '']","['0', '']","['1,089', '']","['204', '']"
3173,r098,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,97,"['56,794', '']","['137', '']","['40', '']","['32,527', '']","['530', '']","['1,622', '']","['9,506', '']","['5,433', '']","['718', '']","['5,940', '']","['341', '']"
3173,r099,All institutions -> Drexel U.,All institutions,Drexel U.,2,98,"['53,332', '']","['74', '']","['0', '']","['46,627', '']","['0', '']","['0', '']","['1,935', '']","['0', '']","['15', '']","['3,598', '']","['1,083', '']"
3173,r100,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,99,"['52,076', '']","['421', '']","['56', '']","['38,223', '']","['16', '']","['0', '']","['4,527', '']","['3,985', '']","['0', '']","['230', '']","['4,618', '']"
3173,r101,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,100,"['50,545', '']","['0', '']","['156', '']","['49,913', '']","['0', '']","['50', '']","['79', '']","['166', '']","['143', '']","['38', '']","['0', '']"
3173,r102,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,101,"['49,643', '']","['0', '']","['0', '']","['49,554', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']","['0', '']","['42', '']"
3173,r103,All institutions -> Washington State U.,All institutions,Washington State U.,2,102,"['48,792', '']","['1,018', '']","['0', '']","['40,945', '']","['0', '']","['1,450', '']","['622', '']","['1,074', '']","['71', '']","['1,008', '']","['2,604', '']"
3173,r104,All institutions -> Augusta U.,All institutions,Augusta U.,2,103,"['45,629', '']","['13', '']","['0', '']","['45,616', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3173,r105,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,104,"['45,335', '']","['0', '']","['512', '']","['32,409', '']","['633', '']","['2,326', '']","['2,405', '']","['2,331', '']","['1,944', '']","['2,714', '']","['61', '']"
3173,r106,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,105,"['44,940', '']","['0', '']","['0', '']","['37,060', '']","['72', '']","['211', '']","['54', '']","['27', '']","['0', '']","['7,447', '']","['69', '']"
3173,r107,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,106,"['44,011', '']","['150', '']","['0', '']","['31,217', '']","['625', '']","['3,647', '']","['2,220', '']","['2,086', '']","['0', '']","['0', '']","['4,066', '']"
3173,r108,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,107,"['41,700', '']","['2,041', '']","['65', '']","['16,106', '']","['0', '']","['4,128', '']","['5,235', '']","['1,099', '']","['0', '']","['12,917', '']","['109', '']"
3173,r109,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,108,"['41,448', '']","['2,135', '']","['0', '']","['9,167', '']","['135', '']","['3,796', '']","['432', '']","['1,295', '']","['0', '']","['24,455', '']","['33', '']"
3173,r110,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,109,"['39,291', '']","['0', '']","['2,267', '']","['8,927', '']","['0', '']","['7,123', '']","['126', '']","['0', '']","['0', '']","['20,848', '']","['0', '']"
3173,r111,All institutions -> Florida State U.,All institutions,Florida State U.,2,110,"['39,161', '']","['32', '']","['0', '']","['25,781', '']","['320', '']","['2,263', '']","['5,081', '']","['178', '']","['444', '']","['2,851', '']","['2,211', '']"
