table_id,row_id,time_period,_b_all_science_engineering_and_health_graduate_students_b_level_1,_b_all_science_engineering_and_health_graduate_students_b_level_2,_b_all_science_engineering_and_health_graduate_students_b_level_3,_b_all_science_engineering_and_health_graduate_students_b_hierarchy_depth,value
3479,r054,1977,All engineering graduate students,Part time,Number,3,31530
3479,r055,1977,All engineering graduate students,Part time,Percent,3,45.9
3479,r056,1977,All health graduate students,Total,,2,33685
3479,r057,1977,All health graduate students,Full time,Number,3,20327
3479,r058,1977,All health graduate students,Full time,Percent,3,60.3
3479,r059,1977,All health graduate students,Part time,Number,3,13358
3479,r060,1977,All health graduate students,Part time,Percent,3,39.7
3479,r061,1978<sup>a</sup>,"All science, engineering, and health graduate students",Total,,2,339912
3479,r062,1978<sup>a</sup>,"All science, engineering, and health graduate students",Full time,Number,3,223030
3479,r063,1978<sup>a</sup>,"All science, engineering, and health graduate students",Full time,Percent,3,65.6
3479,r064,1978<sup>a</sup>,"All science, engineering, and health graduate students",Part time,Number,3,116882
3479,r065,1978<sup>a</sup>,"All science, engineering, and health graduate students",Part time,Percent,3,34.4
3479,r066,1978<sup>a</sup>,All science graduate students,Total,,2,236465
3479,r067,1978<sup>a</sup>,All science graduate students,Full time,Number,3,164151
3479,r068,1978<sup>a</sup>,All science graduate students,Full time,Percent,3,69.4
3479,r069,1978<sup>a</sup>,All science graduate students,Part time,Number,3,72314
3479,r070,1978<sup>a</sup>,All science graduate students,Part time,Percent,3,30.6
3479,r071,1978<sup>a</sup>,All engineering graduate students,Total,,2,67787
3479,r072,1978<sup>a</sup>,All engineering graduate students,Full time,Number,3,37586
3479,r073,1978<sup>a</sup>,All engineering graduate students,Full time,Percent,3,55.4
3479,r074,1978<sup>a</sup>,All engineering graduate students,Part time,Number,3,30201
3479,r075,1978<sup>a</sup>,All engineering graduate students,Part time,Percent,3,44.6
3479,r076,1978<sup>a</sup>,All health graduate students,Total,,2,35660
3479,r077,1978<sup>a</sup>,All health graduate students,Full time,Number,3,21293
3479,r078,1978<sup>a</sup>,All health graduate students,Full time,Percent,3,59.7
3479,r079,1978<sup>a</sup>,All health graduate students,Part time,Number,3,14367
3479,r080,1978<sup>a</sup>,All health graduate students,Part time,Percent,3,40.3
3479,r081,1979,"All science, engineering, and health graduate students",Total,,2,357578
3479,r082,1979,"All science, engineering, and health graduate students",Full time,Number,3,231760
3479,r083,1979,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
3479,r084,1979,"All science, engineering, and health graduate students",Part time,Number,3,125818
3479,r085,1979,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
3479,r086,1979,All science graduate students,Total,,2,247235
3479,r087,1979,All science graduate students,Full time,Number,3,168959
3479,r088,1979,All science graduate students,Full time,Percent,3,68.3
3479,r089,1979,All science graduate students,Part time,Number,3,78276
3479,r090,1979,All science graduate students,Part time,Percent,3,31.7
3479,r091,1979,All engineering graduate students,Total,,2,71808
3479,r092,1979,All engineering graduate students,Full time,Number,3,40041
3479,r093,1979,All engineering graduate students,Full time,Percent,3,55.8
3479,r094,1979,All engineering graduate students,Part time,Number,3,31767
3479,r095,1979,All engineering graduate students,Part time,Percent,3,44.2
3479,r096,1979,All health graduate students,Total,,2,38535
3479,r097,1979,All health graduate students,Full time,Number,3,22760
3479,r098,1979,All health graduate students,Full time,Percent,3,59.1
3479,r099,1979,All health graduate students,Part time,Number,3,15775
3479,r100,1979,All health graduate students,Part time,Percent,3,40.9
3479,r101,1980,"All science, engineering, and health graduate students",Total,,2,367078
3479,r102,1980,"All science, engineering, and health graduate students",Full time,Number,3,238416
3479,r103,1980,"All science, engineering, and health graduate students",Full time,Percent,3,64.9
3479,r104,1980,"All science, engineering, and health graduate students",Part time,Number,3,128662
3479,r105,1980,"All science, engineering, and health graduate students",Part time,Percent,3,35.1
3479,r106,1980,All science graduate students,Total,,2,251265
3479,r107,1980,All science graduate students,Full time,Number,3,171767
3479,r108,1980,All science graduate students,Full time,Percent,3,68.4
3479,r109,1980,All science graduate students,Part time,Number,3,79498
3479,r110,1980,All science graduate students,Part time,Percent,3,31.6
3479,r111,1980,All engineering graduate students,Total,,2,74335
3479,r112,1980,All engineering graduate students,Full time,Number,3,42650
3479,r113,1980,All engineering graduate students,Full time,Percent,3,57.4
3479,r114,1980,All engineering graduate students,Part time,Number,3,31685
3479,r115,1980,All engineering graduate students,Part time,Percent,3,42.6
3479,r116,1980,All health graduate students,Total,,2,41478
3479,r117,1980,All health graduate students,Full time,Number,3,23999
3479,r118,1980,All health graduate students,Full time,Percent,3,57.9
3479,r119,1980,All health graduate students,Part time,Number,3,17479
3479,r120,1980,All health graduate students,Part time,Percent,3,42.1
3479,r121,1981,"All science, engineering, and health graduate students",Total,,2,375130
3479,r122,1981,"All science, engineering, and health graduate students",Full time,Number,3,242049
3479,r123,1981,"All science, engineering, and health graduate students",Full time,Percent,3,64.5
3479,r124,1981,"All science, engineering, and health graduate students",Part time,Number,3,133081
3479,r125,1981,"All science, engineering, and health graduate students",Part time,Percent,3,35.5
3479,r126,1981,All science graduate students,Total,,2,252404
3479,r127,1981,All science graduate students,Full time,Number,3,172200
3479,r128,1981,All science graduate students,Full time,Percent,3,68.2
3479,r129,1981,All science graduate students,Part time,Number,3,80204
3479,r130,1981,All science graduate students,Part time,Percent,3,31.8
3479,r131,1981,All engineering graduate students,Total,,2,79585
3479,r132,1981,All engineering graduate students,Full time,Number,3,45752
3479,r133,1981,All engineering graduate students,Full time,Percent,3,57.5
3479,r134,1981,All engineering graduate students,Part time,Number,3,33833
3479,r135,1981,All engineering graduate students,Part time,Percent,3,42.5
3479,r136,1981,All health graduate students,Total,,2,43141
3479,r137,1981,All health graduate students,Full time,Number,3,24097
3479,r138,1981,All health graduate students,Full time,Percent,3,55.9
3479,r139,1981,All health graduate students,Part time,Number,3,19044
3479,r140,1981,All health graduate students,Part time,Percent,3,44.1
3479,r141,1982,"All science, engineering, and health graduate students",Total,,2,382291
3479,r142,1982,"All science, engineering, and health graduate students",Full time,Number,3,244757
3479,r143,1982,"All science, engineering, and health graduate students",Full time,Percent,3,64.0
3479,r144,1982,"All science, engineering, and health graduate students",Part time,Number,3,137534
3479,r145,1982,"All science, engineering, and health graduate students",Part time,Percent,3,36.0
3479,r146,1982,All science graduate students,Total,,2,255146
3479,r147,1982,All science graduate students,Full time,Number,3,172090
3479,r148,1982,All science graduate students,Full time,Percent,3,67.4
3479,r149,1982,All science graduate students,Part time,Number,3,83056
3479,r150,1982,All science graduate students,Part time,Percent,3,32.6
3479,r151,1982,All engineering graduate students,Total,,2,83720
3479,r152,1982,All engineering graduate students,Full time,Number,3,49784
3479,r153,1982,All engineering graduate students,Full time,Percent,3,59.5
3479,r154,1982,All engineering graduate students,Part time,Number,3,33936
3479,r155,1982,All engineering graduate students,Part time,Percent,3,40.5
3479,r156,1982,All health graduate students,Total,,2,43425
3479,r157,1982,All health graduate students,Full time,Number,3,22883
3479,r158,1982,All health graduate students,Full time,Percent,3,52.7
3479,r159,1982,All health graduate students,Part time,Number,3,20542
3479,r160,1982,All health graduate students,Part time,Percent,3,47.3
3479,r161,1983,"All science, engineering, and health graduate students",Total,,2,390432
3479,r162,1983,"All science, engineering, and health graduate students",Full time,Number,3,252017
3479,r163,1983,"All science, engineering, and health graduate students",Full time,Percent,3,64.5
3479,r164,1983,"All science, engineering, and health graduate students",Part time,Number,3,138415
3479,r165,1983,"All science, engineering, and health graduate students",Part time,Percent,3,35.5
3479,r166,1983,All science graduate students,Total,,2,255820
3479,r167,1983,All science graduate students,Full time,Number,3,175472
3479,r168,1983,All science graduate students,Full time,Percent,3,68.6
3479,r169,1983,All science graduate students,Part time,Number,3,80348
3479,r170,1983,All science graduate students,Part time,Percent,3,31.4
3479,r171,1983,All engineering graduate students,Total,,2,91146
3479,r172,1983,All engineering graduate students,Full time,Number,3,53932
3479,r173,1983,All engineering graduate students,Full time,Percent,3,59.2
3479,r174,1983,All engineering graduate students,Part time,Number,3,37214
3479,r175,1983,All engineering graduate students,Part time,Percent,3,40.8
3479,r176,1983,All health graduate students,Total,,2,43466
3479,r177,1983,All health graduate students,Full time,Number,3,22613
3479,r178,1983,All health graduate students,Full time,Percent,3,52.0
3479,r179,1983,All health graduate students,Part time,Number,3,20853
3479,r180,1983,All health graduate students,Part time,Percent,3,48.0
3479,r181,1984,"All science, engineering, and health graduate students",Total,,2,394670
3479,r182,1984,"All science, engineering, and health graduate students",Full time,Number,3,253922
3479,r183,1984,"All science, engineering, and health graduate students",Full time,Percent,3,64.3
3479,r184,1984,"All science, engineering, and health graduate students",Part time,Number,3,140748
3479,r185,1984,"All science, engineering, and health graduate students",Part time,Percent,3,35.7
3479,r186,1984,All science graduate students,Total,,2,256903
3479,r187,1984,All science graduate students,Full time,Number,3,175766
3479,r188,1984,All science graduate students,Full time,Percent,3,68.4
3479,r189,1984,All science graduate students,Part time,Number,3,81137
3479,r190,1984,All science graduate students,Part time,Percent,3,31.6
3479,r191,1984,All engineering graduate students,Total,,2,92739
3479,r192,1984,All engineering graduate students,Full time,Number,3,55191
3479,r193,1984,All engineering graduate students,Full time,Percent,3,59.5
3479,r194,1984,All engineering graduate students,Part time,Number,3,37548
3479,r195,1984,All engineering graduate students,Part time,Percent,3,40.5
3479,r196,1984,All health graduate students,Total,,2,45028
3479,r197,1984,All health graduate students,Full time,Number,3,22965
3479,r198,1984,All health graduate students,Full time,Percent,3,51.0
3479,r199,1984,All health graduate students,Part time,Number,3,22063
3479,r200,1984,All health graduate students,Part time,Percent,3,49.0
3479,r201,1985,"All science, engineering, and health graduate students",Total,,2,404021
3479,r202,1985,"All science, engineering, and health graduate students",Full time,Number,3,257287
3479,r203,1985,"All science, engineering, and health graduate students",Full time,Percent,3,63.7
3479,r204,1985,"All science, engineering, and health graduate students",Part time,Number,3,146734
3479,r205,1985,"All science, engineering, and health graduate students",Part time,Percent,3,36.3
3479,r206,1985,All science graduate students,Total,,2,261973
3479,r207,1985,All science graduate students,Full time,Number,3,178020
3479,r208,1985,All science graduate students,Full time,Percent,3,68.0
3479,r209,1985,All science graduate students,Part time,Number,3,83953
3479,r210,1985,All science graduate students,Part time,Percent,3,32.0
3479,r211,1985,All engineering graduate students,Total,,2,96018
3479,r212,1985,All engineering graduate students,Full time,Number,3,55918
3479,r213,1985,All engineering graduate students,Full time,Percent,3,58.2
3479,r214,1985,All engineering graduate students,Part time,Number,3,40100
3479,r215,1985,All engineering graduate students,Part time,Percent,3,41.8
3479,r216,1985,All health graduate students,Total,,2,46030
3479,r217,1985,All health graduate students,Full time,Number,3,23349
3479,r218,1985,All health graduate students,Full time,Percent,3,50.7
3479,r219,1985,All health graduate students,Part time,Number,3,22681
3479,r220,1985,All health graduate students,Part time,Percent,3,49.3
3479,r221,1986,"All science, engineering, and health graduate students",Total,,2,415520
3479,r222,1986,"All science, engineering, and health graduate students",Full time,Number,3,266168
3479,r223,1986,"All science, engineering, and health graduate students",Full time,Percent,3,64.1
3479,r224,1986,"All science, engineering, and health graduate students",Part time,Number,3,149352
3479,r225,1986,"All science, engineering, and health graduate students",Part time,Percent,3,35.9
3479,r226,1986,All science graduate students,Total,,2,266077
3479,r227,1986,All science graduate students,Full time,Number,3,182532
3479,r228,1986,All science graduate students,Full time,Percent,3,68.6
3479,r229,1986,All science graduate students,Part time,Number,3,83545
3479,r230,1986,All science graduate students,Part time,Percent,3,31.4
3479,r231,1986,All engineering graduate students,Total,,2,101905
3479,r232,1986,All engineering graduate students,Full time,Number,3,60197
3479,r233,1986,All engineering graduate students,Full time,Percent,3,59.1
3479,r234,1986,All engineering graduate students,Part time,Number,3,41708
3479,r235,1986,All engineering graduate students,Part time,Percent,3,40.9
3479,r236,1986,All health graduate students,Total,,2,47538
3479,r237,1986,All health graduate students,Full time,Number,3,23439
3479,r238,1986,All health graduate students,Full time,Percent,3,49.3
3479,r239,1986,All health graduate students,Part time,Number,3,24099
3479,r240,1986,All health graduate students,Part time,Percent,3,50.7
3479,r241,1987,"All science, engineering, and health graduate students",Total,,2,421497
3479,r242,1987,"All science, engineering, and health graduate students",Full time,Number,3,271056
3479,r243,1987,"All science, engineering, and health graduate students",Full time,Percent,3,64.3
3479,r244,1987,"All science, engineering, and health graduate students",Part time,Number,3,150441
3479,r245,1987,"All science, engineering, and health graduate students",Part time,Percent,3,35.7
3479,r246,1987,All science graduate students,Total,,2,269256
3479,r247,1987,All science graduate students,Full time,Number,3,185143
3479,r248,1987,All science graduate students,Full time,Percent,3,68.8
3479,r249,1987,All science graduate students,Part time,Number,3,84113
3479,r250,1987,All science graduate students,Part time,Percent,3,31.2
3479,r251,1987,All engineering graduate students,Total,,2,103983
3479,r252,1987,All engineering graduate students,Full time,Number,3,61962
3479,r253,1987,All engineering graduate students,Full time,Percent,3,59.6
3479,r254,1987,All engineering graduate students,Part time,Number,3,42021
3479,r255,1987,All engineering graduate students,Part time,Percent,3,40.4
3479,r256,1987,All health graduate students,Total,,2,48258
3479,r257,1987,All health graduate students,Full time,Number,3,23951
3479,r258,1987,All health graduate students,Full time,Percent,3,49.6
3479,r259,1987,All health graduate students,Part time,Number,3,24307
3479,r260,1987,All health graduate students,Part time,Percent,3,50.4
3479,r261,1988,"All science, engineering, and health graduate students",Total,,2,424523
3479,r262,1988,"All science, engineering, and health graduate students",Full time,Number,3,275127
3479,r263,1988,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
3479,r264,1988,"All science, engineering, and health graduate students",Part time,Number,3,149396
3479,r265,1988,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
3479,r266,1988,All science graduate students,Total,,2,272309
3479,r267,1988,All science graduate students,Full time,Number,3,187525
3479,r268,1988,All science graduate students,Full time,Percent,3,68.9
3479,r269,1988,All science graduate students,Part time,Number,3,84784
3479,r270,1988,All science graduate students,Part time,Percent,3,31.1
3479,r271,1988,All engineering graduate students,Total,,2,102854
3479,r272,1988,All engineering graduate students,Full time,Number,3,63032
3479,r273,1988,All engineering graduate students,Full time,Percent,3,61.3
3479,r274,1988,All engineering graduate students,Part time,Number,3,39822
3479,r275,1988,All engineering graduate students,Part time,Percent,3,38.7
3479,r276,1988,All health graduate students,Total,,2,49360
3479,r277,1988,All health graduate students,Full time,Number,3,24570
3479,r278,1988,All health graduate students,Full time,Percent,3,49.8
3479,r279,1988,All health graduate students,Part time,Number,3,24790
3479,r280,1988,All health graduate students,Part time,Percent,3,50.2
3479,r281,1989,"All science, engineering, and health graduate students",Total,,2,434478
3479,r282,1989,"All science, engineering, and health graduate students",Full time,Number,3,282648
3479,r283,1989,"All science, engineering, and health graduate students",Full time,Percent,3,65.1
3479,r284,1989,"All science, engineering, and health graduate students",Part time,Number,3,151830
3479,r285,1989,"All science, engineering, and health graduate students",Part time,Percent,3,34.9
3479,r286,1989,All science graduate students,Total,,2,278577
3479,r287,1989,All science graduate students,Full time,Number,3,192424
3479,r288,1989,All science graduate students,Full time,Percent,3,69.1
3479,r289,1989,All science graduate students,Part time,Number,3,86153
3479,r290,1989,All science graduate students,Part time,Percent,3,30.9
3479,r291,1989,All engineering graduate students,Total,,2,104065
3479,r292,1989,All engineering graduate students,Full time,Number,3,64396
3479,r293,1989,All engineering graduate students,Full time,Percent,3,61.9
3479,r294,1989,All engineering graduate students,Part time,Number,3,39669
3479,r295,1989,All engineering graduate students,Part time,Percent,3,38.1
3479,r296,1989,All health graduate students,Total,,2,51836
3479,r297,1989,All health graduate students,Full time,Number,3,25828
3479,r298,1989,All health graduate students,Full time,Percent,3,49.8
3479,r299,1989,All health graduate students,Part time,Number,3,26008
3479,r300,1989,All health graduate students,Part time,Percent,3,50.2
3479,r301,1990,"All science, engineering, and health graduate students",Total,,2,452113
3479,r302,1990,"All science, engineering, and health graduate students",Full time,Number,3,292782
3479,r303,1990,"All science, engineering, and health graduate students",Full time,Percent,3,64.8
3479,r304,1990,"All science, engineering, and health graduate students",Part time,Number,3,159331
3479,r305,1990,"All science, engineering, and health graduate students",Part time,Percent,3,35.2
3479,r306,1990,All science graduate students,Total,,2,289383
3479,r307,1990,All science graduate students,Full time,Number,3,199313
3479,r308,1990,All science graduate students,Full time,Percent,3,68.9
3479,r309,1990,All science graduate students,Part time,Number,3,90070
3479,r310,1990,All science graduate students,Part time,Percent,3,31.1
3479,r311,1990,All engineering graduate students,Total,,2,107658
3479,r312,1990,All engineering graduate students,Full time,Number,3,66010
3479,r313,1990,All engineering graduate students,Full time,Percent,3,61.3
3479,r314,1990,All engineering graduate students,Part time,Number,3,41648
3479,r315,1990,All engineering graduate students,Part time,Percent,3,38.7
3479,r316,1990,All health graduate students,Total,,2,55072
3479,r317,1990,All health graduate students,Full time,Number,3,27459
3479,r318,1990,All health graduate students,Full time,Percent,3,49.9
3479,r319,1990,All health graduate students,Part time,Number,3,27613
3479,r320,1990,All health graduate students,Part time,Percent,3,50.1
3479,r321,1991,"All science, engineering, and health graduate students",Total,,2,471212
3479,r322,1991,"All science, engineering, and health graduate students",Full time,Number,3,307010
3479,r323,1991,"All science, engineering, and health graduate students",Full time,Percent,3,65.2
3479,r324,1991,"All science, engineering, and health graduate students",Part time,Number,3,164202
3479,r325,1991,"All science, engineering, and health graduate students",Part time,Percent,3,34.8
3479,r326,1991,All science graduate students,Total,,2,299057
3479,r327,1991,All science graduate students,Full time,Number,3,206036
3479,r328,1991,All science graduate students,Full time,Percent,3,68.9
3479,r329,1991,All science graduate students,Part time,Number,3,93021
3479,r330,1991,All science graduate students,Part time,Percent,3,31.1
3479,r331,1991,All engineering graduate students,Total,,2,113535
3479,r332,1991,All engineering graduate students,Full time,Number,3,71034
3479,r333,1991,All engineering graduate students,Full time,Percent,3,62.6
3479,r334,1991,All engineering graduate students,Part time,Number,3,42501
3479,r335,1991,All engineering graduate students,Part time,Percent,3,37.4
3479,r336,1991,All health graduate students,Total,,2,58620
3479,r337,1991,All health graduate students,Full time,Number,3,29940
3479,r338,1991,All health graduate students,Full time,Percent,3,51.1
3479,r339,1991,All health graduate students,Part time,Number,3,28680
3479,r340,1991,All health graduate students,Part time,Percent,3,48.9
3479,r341,1992,"All science, engineering, and health graduate students",Total,,2,493522
3479,r342,1992,"All science, engineering, and health graduate students",Full time,Number,3,322555
3479,r343,1992,"All science, engineering, and health graduate students",Full time,Percent,3,65.4
3479,r344,1992,"All science, engineering, and health graduate students",Part time,Number,3,170967
3479,r345,1992,"All science, engineering, and health graduate students",Part time,Percent,3,34.6
3479,r346,1992,All science graduate students,Total,,2,312478
3479,r347,1992,All science graduate students,Full time,Number,3,215965
3479,r348,1992,All science graduate students,Full time,Percent,3,69.1
3479,r349,1992,All science graduate students,Part time,Number,3,96513
3479,r350,1992,All science graduate students,Part time,Percent,3,30.9
3479,r351,1992,All engineering graduate students,Total,,2,118039
3479,r352,1992,All engineering graduate students,Full time,Number,3,74443
3479,r353,1992,All engineering graduate students,Full time,Percent,3,63.1
3479,r354,1992,All engineering graduate students,Part time,Number,3,43596
3479,r355,1992,All engineering graduate students,Part time,Percent,3,36.9
3479,r356,1992,All health graduate students,Total,,2,63005
3479,r357,1992,All health graduate students,Full time,Number,3,32147
3479,r358,1992,All health graduate students,Full time,Percent,3,51.0
3479,r359,1992,All health graduate students,Part time,Number,3,30858
3479,r360,1992,All health graduate students,Part time,Percent,3,49.0
3479,r361,1993,"All science, engineering, and health graduate students",Total,,2,504304
3479,r362,1993,"All science, engineering, and health graduate students",Full time,Number,3,329644
3479,r363,1993,"All science, engineering, and health graduate students",Full time,Percent,3,65.4
3479,r364,1993,"All science, engineering, and health graduate students",Part time,Number,3,174660
3479,r365,1993,"All science, engineering, and health graduate students",Part time,Percent,3,34.6
3479,r366,1993,All science graduate students,Total,,2,318851
3479,r367,1993,All science graduate students,Full time,Number,3,220097
3479,r368,1993,All science graduate students,Full time,Percent,3,69.0
3479,r369,1993,All science graduate students,Part time,Number,3,98754
3479,r370,1993,All science graduate students,Part time,Percent,3,31.0
3479,r371,1993,All engineering graduate students,Total,,2,116872
3479,r372,1993,All engineering graduate students,Full time,Number,3,73808
3479,r373,1993,All engineering graduate students,Full time,Percent,3,63.2
3479,r374,1993,All engineering graduate students,Part time,Number,3,43064
3479,r375,1993,All engineering graduate students,Part time,Percent,3,36.8
3479,r376,1993,All health graduate students,Total,,2,68581
3479,r377,1993,All health graduate students,Full time,Number,3,35739
3479,r378,1993,All health graduate students,Full time,Percent,3,52.1
3479,r379,1993,All health graduate students,Part time,Number,3,32842
3479,r380,1993,All health graduate students,Part time,Percent,3,47.9
3479,r381,1994,"All science, engineering, and health graduate students",Total,,2,504399
3479,r382,1994,"All science, engineering, and health graduate students",Full time,Number,3,332088
3479,r383,1994,"All science, engineering, and health graduate students",Full time,Percent,3,65.8
3479,r384,1994,"All science, engineering, and health graduate students",Part time,Number,3,172311
3479,r385,1994,"All science, engineering, and health graduate students",Part time,Percent,3,34.2
3479,r386,1994,All science graduate students,Total,,2,318118
3479,r387,1994,All science graduate students,Full time,Number,3,221409
3479,r388,1994,All science graduate students,Full time,Percent,3,69.6
3479,r389,1994,All science graduate students,Part time,Number,3,96709
3479,r390,1994,All science graduate students,Part time,Percent,3,30.4
3479,r391,1994,All engineering graduate students,Total,,2,113024
3479,r392,1994,All engineering graduate students,Full time,Number,3,71570
3479,r393,1994,All engineering graduate students,Full time,Percent,3,63.3
3479,r394,1994,All engineering graduate students,Part time,Number,3,41454
3479,r395,1994,All engineering graduate students,Part time,Percent,3,36.7
3479,r396,1994,All health graduate students,Total,,2,73257
3479,r397,1994,All health graduate students,Full time,Number,3,39109
3479,r398,1994,All health graduate students,Full time,Percent,3,53.4
3479,r399,1994,All health graduate students,Part time,Number,3,34148
3479,r400,1994,All health graduate students,Part time,Percent,3,46.6
3479,r401,1995,"All science, engineering, and health graduate students",Total,,2,499640
3479,r402,1995,"All science, engineering, and health graduate students",Full time,Number,3,329283
3479,r403,1995,"All science, engineering, and health graduate students",Full time,Percent,3,65.9
3479,r404,1995,"All science, engineering, and health graduate students",Part time,Number,3,170357
3479,r405,1995,"All science, engineering, and health graduate students",Part time,Percent,3,34.1
3479,r406,1995,All science graduate students,Total,,2,315265
3479,r407,1995,All science graduate students,Full time,Number,3,219389
3479,r408,1995,All science graduate students,Full time,Percent,3,69.6
3479,r409,1995,All science graduate students,Part time,Number,3,95876
3479,r410,1995,All science graduate students,Part time,Percent,3,30.4
3479,r411,1995,All engineering graduate students,Total,,2,107201
3479,r412,1995,All engineering graduate students,Full time,Number,3,67782
3479,r413,1995,All engineering graduate students,Full time,Percent,3,63.2
3479,r414,1995,All engineering graduate students,Part time,Number,3,39419
3479,r415,1995,All engineering graduate students,Part time,Percent,3,36.8
3479,r416,1995,All health graduate students,Total,,2,77174
3479,r417,1995,All health graduate students,Full time,Number,3,42112
3479,r418,1995,All health graduate students,Full time,Percent,3,54.6
3479,r419,1995,All health graduate students,Part time,Number,3,35062
3479,r420,1995,All health graduate students,Part time,Percent,3,45.4
3479,r421,1996,"All science, engineering, and health graduate students",Total,,2,494079
3479,r422,1996,"All science, engineering, and health graduate students",Full time,Number,3,328536
3479,r423,1996,"All science, engineering, and health graduate students",Full time,Percent,3,66.5
3479,r424,1996,"All science, engineering, and health graduate students",Part time,Number,3,165543
3479,r425,1996,"All science, engineering, and health graduate students",Part time,Percent,3,33.5
3479,r426,1996,All science graduate students,Total,,2,311957
3479,r427,1996,All science graduate students,Full time,Number,3,218180
3479,r428,1996,All science graduate students,Full time,Percent,3,69.9
3479,r429,1996,All science graduate students,Part time,Number,3,93777
3479,r430,1996,All science graduate students,Part time,Percent,3,30.1
3479,r431,1996,All engineering graduate students,Total,,2,103224
3479,r432,1996,All engineering graduate students,Full time,Number,3,65859
3479,r433,1996,All engineering graduate students,Full time,Percent,3,63.8
3479,r434,1996,All engineering graduate students,Part time,Number,3,37365
3479,r435,1996,All engineering graduate students,Part time,Percent,3,36.2
3479,r436,1996,All health graduate students,Total,,2,78898
3479,r437,1996,All health graduate students,Full time,Number,3,44497
3479,r438,1996,All health graduate students,Full time,Percent,3,56.4
3479,r439,1996,All health graduate students,Part time,Number,3,34401
3479,r440,1996,All health graduate students,Part time,Percent,3,43.6
3479,r441,1997,"All science, engineering, and health graduate students",Total,,2,487208
