table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2019_atmospheric_science_and_meteorology,field_2019_geological_and_earth_sciences,field_2019_ocean_sciences_and_marine_sciences,field_2019_geosciences_atmospheric_sciences_and_ocean_sciences_nec
3157,r025,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,24,"['9,761', '']","['8,841', '']","['9,366', '']","['21,324', '']","['0', '']","['3,739', '']","['6,199', '']","['11,386', '']"
3157,r026,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,25,"['22,562', '']","['28,732', '']","['23,228', '']","['19,745', '']","['0', '']","['14,737', '']","['3,515', '']","['1,493', '']"
3157,r027,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,26,"['18,735', '']","['18,607', '']","['17,665', '']","['16,557', '']","['3,217', '']","['13,340', '']","['0', '']","['0', '']"
3157,r028,All institutions -> Princeton U.,All institutions,Princeton U.,2,27,"['17,790', '']","['16,845', '']","['17,747', '']","['15,933', '']","['7,182', '']","['3,013', '']","['4,866', '']","['872', '']"
3157,r029,All institutions -> U. Utah,All institutions,U. Utah,2,28,"['7,483', '']","['5,696', '']","['7,255', '']","['15,150', '']","['4,137', '']","['11,013', '']","['0', '']","['0', '']"
3157,r030,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,29,"['13,722', '']","['12,659', '']","['13,504', '']","['14,799', '']","['0', '']","['6,263', '']","['8,536', '']","['0', '']"
3157,r031,All institutions -> William & Mary,All institutions,William & Mary,2,30,"['13,937', '']","['14,248', '']","['14,448', '']","['14,272', '']","['0', '']","['455', '']","['13,817', '']","['0', '']"
3157,r032,All institutions -> U. Arizona,All institutions,U. Arizona,2,31,"['15,085', '']","['13,967', '']","['13,117', '']","['13,372', '']","['2,799', '']","['9,399', '']","['913', '']","['261', '']"
3157,r033,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,32,"['15,323', '']","['14,270', '']","['12,401', '']","['12,946', '']","['5,839', '']","['0', '']","['836', '']","['6,271', '']"
3157,r034,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,33,"['9,752', '']","['9,957', '']","['10,004', '']","['12,920', '']","['12,583', '']","['249', '']","['88', '']","['0', '']"
3157,r035,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,34,"['10,700', '']","['11,115', '']","['11,487', '']","['12,725', '']","['0', '']","['2,408', '']","['6,628', '']","['3,689', '']"
3157,r036,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,35,"['12,594', '']","['13,576', '']","['11,179', '']","['11,996', '']","['0', '']","['4,132', '']","['7,839', '']","['25', '']"
3157,r037,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,36,"['23,175', '']","['11,804', '']","['14,353', '']","['11,993', '']","['1,688', '']","['214', '']","['9,702', '']","['389', '']"
3157,r038,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,37,"['10,565', '']","['12,952', '']","['11,903', '']","['11,158', '']","['0', '']","['4,391', '']","['3,427', '']","['3,340', '']"
3157,r039,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,38,"['9,541', '']","['11,313', '']","['10,896', '']","['10,880', '']","['0', '']","['2,054', '']","['8,826', '']","['0', '']"
3157,r040,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,39,"['13,538', '']","['15,821', '']","['14,629', '']","['10,807', '']","['1,313', '']","['8,343', '']","['665', '']","['486', '']"
3157,r041,All institutions -> U. Southern California,All institutions,U. Southern California,2,40,"['14,939', '']","['12,250', '']","['10,908', '']","['10,664', '']","['0', '']","['9,128', '']","['1,536', '']","['0', '']"
3157,r042,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,41,"['ne', '']","['ne', '']","['11,020', '']","['10,531', '']","['10,531', '']","['0', '']","['0', '']","['0', '']"
3157,r043,All institutions -> U. Delaware,All institutions,U. Delaware,2,42,"['11,976', '']","['13,435', '']","['12,351', '']","['10,066', '']","['0', '']","['2,183', '']","['4,998', '']","['2,885', '']"
3157,r044,All institutions -> George Mason U.,All institutions,George Mason U.,2,43,"['10,495', '']","['10,192', '']","['10,804', '']","['9,912', '']","['4,038', '']","['5,269', '']","['395', '']","['210', '']"
3157,r045,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,44,"['6,220', '']","['8,557', '']","['8,857', '']","['9,510', '']","['0', '']","['9,510', '']","['0', '']","['0', '']"
3157,r046,All institutions -> U. Florida,All institutions,U. Florida,2,45,"['9,264', '']","['8,741', '']","['10,165', '']","['9,497', '']","['0', '']","['7,315', '']","['1,688', '']","['494', '']"
3157,r047,All institutions -> U. Maine,All institutions,U. Maine,2,46,"['10,457', '']","['10,917', '']","['10,472', '']","['9,385', '']","['0', '']","['2,065', '']","['7,303', '']","['17', '']"
3157,r048,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,47,"['7,860', '']","['7,868', '']","['8,473', '']","['8,715', '']","['1,397', '']","['20', '']","['2,484', '']","['4,814', '']"
3157,r049,All institutions -> U. Chicago,All institutions,U. Chicago,2,48,"['6,561', '']","['7,125', '']","['8,644', '']","['8,639', '']","['0', '']","['8,639', '']","['0', '']","['0', '']"
3157,r050,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,49,"['8,687', '']","['8,697', '']","['10,336', '']","['8,618', '']","['1,509', '']","['179', '']","['6,930', '']","['0', '']"
3157,r051,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,50,"['9,080', '']","['9,002', '']","['8,521', '']","['8,568', '']","['0', '']","['1,578', '']","['0', '']","['6,990', '']"
3157,r052,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,51,"['9,791', '']","['9,805', '']","['7,064', '']","['8,301', '']","['0', '']","['189', '']","['7,051', '']","['1,061', '']"
3157,r053,All institutions -> Florida State U.,All institutions,Florida State U.,2,52,"['8,169', '']","['9,068', '']","['8,332', '']","['8,123', '']","['1,638', '']","['842', '']","['4,524', '']","['1,119', '']"
3157,r054,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,53,"['7,192', '']","['7,018', '']","['7,281', '']","['8,070', '']","['0', '']","['8,070', '']","['0', '']","['0', '']"
3157,r055,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,54,"['7,227', '']","['7,797', '']","['7,622', '']","['8,058', '']","['0', '']","['8,058', '']","['0', '']","['0', '']"
3157,r056,All institutions -> Florida International U.,All institutions,Florida International U.,2,55,"['2,828', '']","['3,502', '']","['8,001', '']","['7,987', '']","['1,560', '']","['1,066', '']","['5,361', '']","['0', '']"
3157,r057,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,56,"['7,948', '']","['6,967', '']","['7,956', '']","['7,883', '']","['0', '']","['1,536', '']","['5,574', '']","['773', '']"
3157,r058,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,57,"['7,076', '']","['8,038', '']","['8,340', '']","['7,822', '']","['0', '']","['7,533', '']","['289', '']","['0', '']"
3157,r059,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,58,"['1,031', '']","['5,184', '']","['5,817', '']","['7,793', '']","['182', '']","['6,347', '']","['1,175', '']","['89', '']"
3157,r060,All institutions -> Stanford U.,All institutions,Stanford U.,2,59,"['8,194', '']","['7,247', '']","['8,710', '']","['7,690', '']","['0', '']","['5,849', '']","['1,414', '']","['427', '']"
3157,r061,All institutions -> Duke U.,All institutions,Duke U.,2,60,"['7,572', '']","['7,792', '']","['6,987', '']","['7,079', '']","['0', '']","['2,743', '']","['4,336', '']","['0', '']"
3157,r062,All institutions -> U. Georgia,All institutions,U. Georgia,2,61,"['7,461', '']","['8,053', '']","['6,109', '']","['6,855', '']","['0', '']","['243', '']","['6,612', '']","['0', '']"
3157,r063,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,62,"['6,896', '']","['3,673', '']","['7,751', '']","['6,805', '']","['9', '']","['4,249', '']","['0', '']","['2,547', '']"
3157,r064,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,63,"['12,673', '']","['20,856', '']","['8,969', '']","['6,728', '']","['6,077', '']","['651', '']","['0', '']","['0', '']"
3157,r065,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,64,"['5,879', '']","['5,272', '']","['5,866', '']","['6,674', '']","['0', '']","['874', '']","['5,800', '']","['0', '']"
3157,r066,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,64,"['5,068', '']","['7,393', '']","['6,957', '']","['6,674', '']","['280', '']","['6,394', '']","['0', '']","['0', '']"
3157,r067,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,66,"['8,177', '']","['7,610', '']","['6,596', '']","['6,459', '']","['1,125', '']","['1,662', '']","['472', '']","['3,200', '']"
3157,r068,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,67,"['7,709', '']","['6,677', '']","['6,940', '']","['6,263', '']","['288', '']","['5,359', '']","['465', '']","['151', '']"
3157,r069,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,68,"['7,986', '']","['4,172', '']","['3,992', '']","['6,255', '']","['0', '']","['4,562', '']","['0', '']","['1,693', '']"
3157,r070,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,69,"['2,622', '']","['5,012', '']","['5,010', '']","['6,235', '']","['0', '']","['6,235', '']","['0', '']","['0', '']"
3157,r071,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,70,"['7,126', '']","['5,966', '']","['6,182', '']","['6,216', '']","['0', '']","['6,216', '']","['0', '']","['0', '']"
3157,r072,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,71,"['6,266', '']","['5,591', '']","['6,121', '']","['5,967', '']","['3,609', '']","['2,358', '']","['0', '']","['0', '']"
3157,r073,All institutions -> Boston U.,All institutions,Boston U.,2,72,"['5,258', '']","['4,460', '']","['5,287', '']","['5,898', '']","['0', '']","['5,898', '']","['0', '']","['0', '']"
3157,r074,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,73,"['6,757', '']","['6,627', '']","['6,670', '']","['5,638', '']","['0', '']","['5,638', '']","['0', '']","['0', '']"
3157,r075,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,74,"['11,513', '']","['10,112', '']","['5,959', '']","['5,473', '']","['4,009', '']","['1,441', '']","['0', '']","['23', '']"
3157,r076,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,75,"['6,386', '']","['6,176', '']","['5,993', '']","['5,268', '']","['2,803', '']","['138', '']","['2,131', '']","['196', '']"
3157,r077,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,76,"['5,174', '']","['6,269', '']","['4,750', '']","['5,192', '']","['0', '']","['5,192', '']","['0', '']","['0', '']"
3157,r078,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,77,"['2,997', '']","['4,075', '']","['4,025', '']","['4,981', '']","['123', '']","['4,423', '']","['0', '']","['435', '']"
3157,r079,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,78,"['2,874', '']","['2,766', '']","['3,458', '']","['4,945', '']","['0', '']","['0', '']","['4,213', '']","['732', '']"
3157,r080,All institutions -> Cornell U.,All institutions,Cornell U.,2,79,"['3,767', '']","['4,297', '']","['5,072', '']","['4,796', '']","['701', '']","['4,050', '']","['45', '']","['0', '']"
3157,r081,All institutions -> Washington State U.,All institutions,Washington State U.,2,80,"['4,351', '']","['5,318', '']","['4,276', '']","['4,767', '']","['347', '']","['1,528', '']","['0', '']","['2,892', '']"
3157,r082,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,81,"['2,287', '']","['2,666', '']","['4,355', '']","['4,476', '']","['49', '']","['3,310', '']","['589', '']","['528', '']"
3157,r083,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,82,"['3,190', '']","['5,266', '']","['2,775', '']","['4,369', '']","['296', '']","['0', '']","['4,073', '']","['0', '']"
3157,r084,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,83,"['4,515', '']","['5,153', '']","['5,216', '']","['4,273', '']","['685', '']","['509', '']","['1,309', '']","['1,770', '']"
3157,r085,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,84,"['4,295', '']","['5,160', '']","['4,555', '']","['4,237', '']","['0', '']","['2,430', '']","['0', '']","['1,807', '']"
3157,r086,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,85,"['4,499', '']","['4,188', '']","['4,787', '']","['4,215', '']","['0', '']","['2,080', '']","['0', '']","['2,135', '']"
3157,r087,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,86,"['4,665', '']","['3,627', '']","['3,324', '']","['4,100', '']","['0', '']","['4,100', '']","['0', '']","['0', '']"
3157,r088,All institutions -> U. Oregon,All institutions,U. Oregon,2,87,"['2,671', '']","['2,460', '']","['3,286', '']","['4,038', '']","['0', '']","['3,527', '']","['511', '']","['0', '']"
3157,r089,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,88,"['2,643', '']","['2,568', '']","['2,936', '']","['4,021', '']","['0', '']","['4,021', '']","['0', '']","['0', '']"
3157,r090,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,89,"['3,710', '']","['4,339', '']","['4,246', '']","['3,975', '']","['0', '']","['505', '']","['3,470', '']","['0', '']"
3157,r091,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,90,"['4,578', '']","['4,984', '']","['4,372', '']","['3,955', '']","['0', '']","['3,955', '']","['0', '']","['0', '']"
3157,r092,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,91,"['3,060', '']","['3,264', '']","['2,870', '']","['3,896', '']","['0', '']","['0', '']","['0', '']","['3,896', '']"
3157,r093,All institutions -> U. Kansas,All institutions,U. Kansas,2,92,"['9,947', '']","['7,205', '']","['4,879', '']","['3,873', '']","['298', '']","['2,743', '']","['199', '']","['633', '']"
3157,r094,All institutions -> Hampton U.,All institutions,Hampton U.,2,93,"['3,537', '']","['4,080', '']","['4,022', '']","['3,779', '']","['3,159', '']","['0', '']","['435', '']","['185', '']"
3157,r095,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,94,"['3,559', '']","['3,394', '']","['3,210', '']","['3,515', '']","['0', '']","['0', '']","['3,515', '']","['0', '']"
3157,r096,All institutions -> U. Toledo,All institutions,U. Toledo,2,95,"['2,124', '']","['3,154', '']","['2,773', '']","['3,474', '']","['0', '']","['3,474', '']","['0', '']","['0', '']"
3157,r097,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,96,"['3,831', '']","['3,720', '']","['3,590', '']","['3,290', '']","['0', '']","['0', '']","['3,290', '']","['0', '']"
3157,r098,All institutions -> Boston C.,All institutions,Boston C.,2,97,"['4,268', '']","['4,494', '']","['4,067', '']","['3,209', '']","['2,895', '']","['314', '']","['0', '']","['0', '']"
3157,r099,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,98,"['5,719', '']","['5,006', '']","['3,756', '']","['3,202', '']","['852', '']","['3', '']","['94', '']","['2,253', '']"
3157,r100,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,99,"['1,773', '']","['2,260', '']","['2,665', '']","['3,174', '']","['0', '']","['398', '']","['2,776', '']","['0', '']"
3157,r101,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,100,"['3,087', '']","['2,489', '']","['2,611', '']","['3,160', '']","['0', '']","['2,730', '']","['0', '']","['430', '']"
3157,r102,All institutions -> Texas State U.,All institutions,Texas State U.,2,101,"['773', '']","['844', '']","['2,932', '']","['3,137', '']","['0', '']","['2,463', '']","['0', '']","['674', '']"
3157,r103,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,102,"['6,208', '']","['3,947', '']","['1,958', '']","['3,056', '']","['2,272', '']","['784', '']","['0', '']","['0', '']"
3157,r104,All institutions -> Yale U.,All institutions,Yale U.,2,103,"['4,005', '']","['3,727', '']","['3,142', '']","['3,053', '']","['0', '']","['3,053', '']","['0', '']","['0', '']"
3157,r105,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,104,"['3,082', '']","['3,128', '']","['3,140', '']","['3,042', '']","['3,042', '']","['0', '']","['0', '']","['0', '']"
3157,r106,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,105,"['1,640', '']","['2,352', '']","['2,464', '']","['3,009', '']","['0', '']","['3,009', '']","['0', '']","['0', '']"
3157,r107,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,106,"['1,434', '']","['1,663', '']","['2,386', '']","['2,983', '']","['0', '']","['2,983', '']","['0', '']","['0', '']"
3157,r108,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,107,"['1,577', '']","['1,610', '']","['2,393', '']","['2,967', '']","['0', '']","['1,724', '']","['1,243', '']","['0', '']"
3157,r109,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,108,"['1,085', '']","['1,876', '']","['2,295', '']","['2,921', '']","['0', '']","['2,921', '']","['0', '']","['0', '']"
3157,r110,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,109,"['3,414', '']","['2,537', '']","['2,326', '']","['2,843', '']","['358', '']","['2,293', '']","['0', '']","['192', '']"
3157,r111,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,110,"['1,787', '']","['2,465', '']","['3,752', '']","['2,797', '']","['14', '']","['1,107', '']","['0', '']","['1,676', '']"
3157,r112,All institutions -> U. Guam,All institutions,U. Guam,2,111,"['2,407', '']","['2,442', '']","['2,382', '']","['2,620', '']","['20', '']","['270', '']","['2,103', '']","['227', '']"
3157,r113,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,112,"['3,609', '']","['3,692', '']","['3,753', '']","['2,573', '']","['0', '']","['1,194', '']","['1,379', '']","['0', '']"
3157,r114,All institutions -> Boise State U.,All institutions,Boise State U.,2,113,"['4,944', '']","['3,600', '']","['4,272', '']","['2,556', '']","['203', '']","['2,050', '']","['7', '']","['296', '']"
3157,r115,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,114,"['1,293', '']","['2,788', '']","['2,578', '']","['2,543', '']","['35', '']","['2,459', '']","['0', '']","['49', '']"
3157,r116,All institutions -> Brown U.,All institutions,Brown U.,2,115,"['2,804', '']","['2,192', '']","['2,166', '']","['2,488', '']","['219', '']","['1,108', '']","['110', '']","['1,051', '']"
3157,r117,All institutions -> U. Idaho,All institutions,U. Idaho,2,116,"['2,887', '']","['2,604', '']","['2,588', '']","['2,451', '']","['221', '']","['2,230', '']","['0', '']","['0', '']"
3157,r118,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,117,"['2,826', '']","['3,068', '']","['2,393', '']","['2,297', '']","['0', '']","['0', '']","['2,297', '']","['0', '']"
3157,r119,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,118,"['2,130', '']","['2,682', '']","['2,925', '']","['2,286', '']","['0', '']","['2,286', '']","['0', '']","['0', '']"
3157,r120,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,119,"['2,663', '']","['2,302', '']","['2,218', '']","['2,251', '']","['0', '']","['2,248', '']","['3', '']","['0', '']"
3157,r121,All institutions -> U. Houston,All institutions,U. Houston,2,120,"['993', '']","['1,808', '']","['2,588', '']","['2,213', '']","['392', '']","['1,520', '']","['238', '']","['63', '']"
3157,r122,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,121,"['192', '']","['208', '']","['2,807', '']","['2,178', '']","['2,070', '']","['19', '']","['0', '']","['89', '']"
3157,r123,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,122,"['1,809', '']","['2,469', '']","['2,305', '']","['2,140', '']","['0', '']","['2,140', '']","['0', '']","['0', '']"
3157,r124,All institutions -> U. Rochester,All institutions,U. Rochester,2,123,"['1,900', '']","['2,257', '']","['2,082', '']","['2,112', '']","['0', '']","['2,112', '']","['0', '']","['0', '']"
3157,r125,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,124,"['1,303', '']","['1,249', '']","['1,902', '']","['2,103', '']","['0', '']","['2,103', '']","['0', '']","['0', '']"
3157,r126,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,125,"['2,702', '']","['886', '']","['979', '']","['1,993', '']","['0', '']","['1,993', '']","['0', '']","['0', '']"
3157,r127,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,126,"['2,674', '']","['2,091', '']","['1,664', '']","['1,932', '']","['0', '']","['494', '']","['0', '']","['1,438', '']"
3157,r128,All institutions -> Rice U.,All institutions,Rice U.,2,127,"['2,756', '']","['2,916', '']","['1,995', '']","['1,929', '']","['0', '']","['1,929', '']","['0', '']","['0', '']"
3157,r129,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,128,"['2,992', '']","['2,424', '']","['2,142', '']","['1,903', '']","['0', '']","['0', '']","['1,903', '']","['0', '']"
