table_id,row_id,time_period,2017_satisfaction_class_level_1,2017_satisfaction_class_level_2,2017_satisfaction_class_hierarchy_depth,value
9171,r012_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.079
9171,r012_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.759
9171,r012_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.112
9171,r012_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.014
9171,r012_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.036
9171,r012_6,,2015 race and ethnicity,,1,Entire sample
9171,r013_1,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.044
9171,r013_2,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.176
9171,r013_3,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.606
9171,r013_4,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.059
9171,r013_5,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.115
9171,r013_6,Very Satisfied with Benefits (Class 3),2015 race and ethnicity,,1,Asian
9171,r014_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.029
9171,r014_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.197
9171,r014_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.653
9171,r014_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.08
9171,r014_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.042
9171,r014_6,,2015 race and ethnicity,,1,Black
9171,r015_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.067
9171,r015_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.196
9171,r015_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.617
9171,r015_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.063
9171,r015_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.057
9171,r015_6,,2015 race and ethnicity,,1,Hispanic
9171,r016_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.016
9171,r016_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.173
9171,r016_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.721
9171,r016_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.048
9171,r016_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.041
9171,r016_6,,2015 race and ethnicity,,1,White
9171,r017_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.078
9171,r017_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.2
9171,r017_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.589
9171,r017_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.048
9171,r017_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.086
9171,r017_6,,2015 race and ethnicity,,1,Other
9171,r018_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.033
9171,r018_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.166
9171,r018_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.694
9171,r018_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.053
9171,r018_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.054
9171,r018_6,,2015 race and ethnicity,,1,Entire sample
9171,r019_1,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.097
9171,r019_2,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.027
9171,r019_3,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.062
9171,r019_4,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.603
9171,r019_5,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.211
9171,r019_6,Dissatisfied with Advancement (Class 4),2015 race and ethnicity,,1,Asian
9171,r020_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.15
9171,r020_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.05
9171,r020_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.081
9171,r020_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.6
9171,r020_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.119
9171,r020_6,,2015 race and ethnicity,,1,Black
9171,r021_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.163
9171,r021_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.059
9171,r021_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.091
9171,r021_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.605
9171,r021_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.082
9171,r021_6,,2015 race and ethnicity,,1,Hispanic
9171,r022_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.145
9171,r022_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.051
9171,r022_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.084
9171,r022_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.617
9171,r022_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.104
9171,r022_6,,2015 race and ethnicity,,1,White
9171,r023_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.205
9171,r023_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.048
9171,r023_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.057
9171,r023_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.556
9171,r023_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.135
9171,r023_6,,2015 race and ethnicity,,1,Other
9171,r024_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.134
9171,r024_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.042
9171,r024_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.082
9171,r024_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.617
9171,r024_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.126
9171,r024_6,,2015 race and ethnicity,,1,Entire sample
9171,r025_1,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.135
9171,r025_2,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.048
9171,r025_3,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.051
9171,r025_4,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.12
9171,r025_5,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.646
9171,r025_6,Somewhat Satisfied with Everything (Class 5),2015 race and ethnicity,,1,Asian
9171,r026_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.186
9171,r026_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.064
9171,r026_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.067
9171,r026_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.113
9171,r026_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.569
9171,r026_6,,2015 race and ethnicity,,1,Black
9171,r027_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.253
9171,r027_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.078
9171,r027_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.064
9171,r027_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.094
9171,r027_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.51
9171,r027_6,,2015 race and ethnicity,,1,Hispanic
9171,r028_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.207
9171,r028_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.056
9171,r028_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.08
9171,r028_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.103
9171,r028_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.553
9171,r028_6,,2015 race and ethnicity,,1,White
9171,r029_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.182
9171,r029_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.037
9171,r029_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.193
9171,r029_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.21
9171,r029_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.378
9171,r029_6,,2015 race and ethnicity,,1,Other
9171,r030_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.17
9171,r030_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.052
9171,r030_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.068
9171,r030_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.113
9171,r030_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.597
9171,r030_6,,2015 race and ethnicity,,1,Entire sample
