table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_full_time_employed_median_salary,field_all_full_time_employed_se,field__5_median_salary,field__5_se,field_6_10_median_salary,field_6_10_se,field_11_15_median_salary,field_11_15_se,field_16_20_median_salary,field_16_20_se,field_21_25_median_salary,field_21_25_se,field__25_median_salary,field__25_se
3739,r013,All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Computer and information scientist,All occupations,Science occupations&#160;,Computer and information scientist&#160;,Computer and information scientist,4,153000,2500,148000,4000,154000,5500,164000,7500,157000,5000,149000,1000,158000,5000
3739,r014,"All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Postsecondary teachers, computer science",All occupations,Science occupations&#160;,Computer and information scientist&#160;,"Postsecondary teachers, computer science",4,101000,3500,85000,3000,94000,3000,99000,3500,103000,5000,124000,7000,127000,5000
3739,r015,All occupations -> Science occupations&#160; -> Mathematical scientist&#160;,All occupations,Science occupations&#160;,Mathematical scientist&#160;,,3,114000,2500,103000,4000,105000,5500,114000,6000,110000,5500,119000,5500,130000,5000
3739,r016,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Mathematical scientist,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Mathematical scientist,4,140000,3500,125000,5000,137000,4500,149000,7500,160000,9000,158000,11000,162000,6500
3739,r017,"All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Postsecondary teachers, mathematics, statistics",All occupations,Science occupations&#160;,Mathematical scientist&#160;,"Postsecondary teachers, mathematics, statistics",4,87000,2000,65000,2500,74000,2500,83000,3500,91000,3500,90000,6500,112000,4500
3739,r018,All occupations -> Science occupations&#160; -> Physical scientist&#160;,All occupations,Science occupations&#160;,Physical scientist&#160;,,3,102000,2500,75000,2000,92000,2000,100000,3000,115000,5000,119000,6000,133000,4000
3739,r019,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Chemists, except biochemist",All occupations,Science occupations&#160;,Physical scientist&#160;,"Chemists, except biochemist",4,120000,1500,85000,3500,111000,2500,128000,4500,135000,7500,139000,3500,142000,4000
3739,r020,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Earth, atmospheric, ocean scientist",All occupations,Science occupations&#160;,Physical scientist&#160;,"Earth, atmospheric, ocean scientist",4,110000,1500,74000,2500,96000,3000,110000,7500,129000,5500,121000,14000,150000,5500
3739,r021,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Physicists, astronomers",All occupations,Science occupations&#160;,Physical scientist&#160;,"Physicists, astronomers",4,130000,1500,70000,3000,119000,5500,135000,9000,139000,5000,157000,7000,165000,1500
3739,r022,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, chemistry",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, chemistry",4,80000,2000,61000,2000,67000,3000,75000,5500,80000,2500,84000,3500,99000,5500
3739,r023,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, physics",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, physics",4,92000,3000,75000,6500,77000,4000,80000,6500,99000,8500,98000,11500,110000,4500
3739,r024,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, other physical science",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, other physical science",4,90000,1500,71000,3000,76000,2000,85000,7500,95000,7500,100000,6000,115000,8500
3739,r025,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Other physical scientist,All occupations,Science occupations&#160;,Physical scientist&#160;,Other physical scientist,4,125000,4000,81000,7500,106000,8500,119000,3000,125000,12500,137000,5000,161000,8000
3739,r026,All occupations -> Science occupations&#160; -> Psychologist&#160;,All occupations,Science occupations&#160;,Psychologist&#160;,,3,100000,500,85000,2500,88000,3500,100000,1000,103000,4000,102000,4500,117000,4500
3739,r027,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Psychologist,All occupations,Science occupations&#160;,Psychologist&#160;,Psychologist,4,103000,1500,91000,2000,99000,1500,105000,1500,110000,3000,110000,5500,119000,1500
3739,r028,"All occupations -> Science occupations&#160; -> Psychologist&#160; -> Postsecondary teachers, psychology",All occupations,Science occupations&#160;,Psychologist&#160;,"Postsecondary teachers, psychology",4,85000,1000,67000,2500,76000,2500,85000,4000,89000,2500,92000,7000,106000,5500
3739,r029,All occupations -> Science occupations&#160; -> Social scientist&#160;,All occupations,Science occupations&#160;,Social scientist&#160;,,3,99000,1500,80000,1500,84000,2000,94000,3000,103000,2000,109000,4000,120000,2000
3739,r030,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Economist,All occupations,Science occupations&#160;,Social scientist&#160;,Economist,4,149000,4000,120000,7500,144000,4000,152000,8000,158000,8000,153000,18500,173000,13000
3739,r031,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Political scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Political scientist,4,134000,10500,93000,12000,131000,14500,133000,9000,142000,41500,,,140000,10000
3739,r032,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, economics",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, economics",4,110000,3500,103000,7000,103000,6500,105000,7000,108000,3500,109000,4500,124000,8000
3739,r033,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, political science",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, political science",4,88000,4500,70000,2500,71000,4000,79000,3500,100000,4500,105000,7500,105000,8500
3739,r034,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, sociology",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, sociology",4,83000,2500,64000,3000,70000,2500,80000,5500,86000,3000,99000,11500,118000,12000
3739,r035,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, other social sciences",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, other social sciences",4,84000,2000,70000,1500,74000,1500,88000,4000,94000,3500,100000,6000,105000,5500
3739,r036,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Sociologist, anthropologist",All occupations,Science occupations&#160;,Social scientist&#160;,"Sociologist, anthropologist",4,89000,6000,70000,2500,71000,8500,110000,12500,116000,10500,96000,27000,91000,8000
3739,r037,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Other social scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Other social scientist,4,106000,4500,86000,5000,99000,4500,103000,4500,143000,8500,129000,15000,155000,14500
3739,r038,All occupations -> Engineering occupations&#160;&#160;,All occupations,Engineering occupations&#160;&#160;,,,2,130000,500,105000,2000,120000,1000,134000,5500,150000,2000,149000,3000,151000,3500
3739,r039,"All occupations -> Engineering occupations&#160;&#160; -> Aerospace, aeronautical, astronautical engineer",All occupations,Engineering occupations&#160;&#160;,"Aerospace, aeronautical, astronautical engineer",,3,149000,1500,110000,1500,129000,7500,150000,7000,151000,6000,155000,4500,165000,6500
3739,r040,All occupations -> Engineering occupations&#160;&#160; -> Chemical engineer,All occupations,Engineering occupations&#160;&#160;,Chemical engineer,,3,137000,4500,115000,5500,111000,6500,132000,4500,159000,9000,180000,9500,160000,9500
3739,r041,"All occupations -> Engineering occupations&#160;&#160; -> Civil, architectural, sanitary engineer",All occupations,Engineering occupations&#160;&#160;,"Civil, architectural, sanitary engineer",,3,109000,5000,84000,3500,106000,6000,107000,11000,129000,4500,133000,15000,156000,12000
3739,r042,All occupations -> Engineering occupations&#160;&#160; -> Electrical engineer,All occupations,Engineering occupations&#160;&#160;,Electrical engineer,,3,149000,1000,125000,4000,140000,2000,165000,7500,173000,5500,174000,9500,161000,5000
3739,r043,All occupations -> Engineering occupations&#160;&#160; -> Industrial engineers,All occupations,Engineering occupations&#160;&#160;,Industrial engineers,,3,119000,3500,112000,9500,114000,14500,133000,30500,121000,25000,S,S,119000,19000
3739,r044,All occupations -> Engineering occupations&#160;&#160; -> Mechanical engineer,All occupations,Engineering occupations&#160;&#160;,Mechanical engineer,,3,129000,3500,100000,2500,120000,4500,130000,6500,150000,16000,150000,17500,150000,5500
3739,r045,"All occupations -> Engineering occupations&#160;&#160; -> Postsecondary teacher, engineering",All occupations,Engineering occupations&#160;&#160;,"Postsecondary teacher, engineering",,3,108000,2500,81000,2000,95000,1500,105000,4000,119000,8500,114000,6500,139000,8000
3739,r046,All occupations -> Engineering occupations&#160;&#160; -> Other engineer,All occupations,Engineering occupations&#160;&#160;,Other engineer,,3,130000,500,100000,3000,125000,2500,130000,7000,148000,5000,153000,6500,151000,4500
3739,r047,All occupations -> S&E-related occupations&#160;,All occupations,S&E-related occupations&#160;,,,2,130000,500,81000,3000,104000,3000,135000,5500,143000,5500,160000,7500,180000,7000
3739,r048,"All occupations -> S&E-related occupations&#160; -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations&#160;,"Health occupations, except postsecondary teachers and managers",,3,139000,3500,74000,2000,99000,4000,152000,12000,174000,16000,199000,8000,217000,13500
3739,r049,"All occupations -> S&E-related occupations&#160; -> Postsecondary teacher, health and related science",All occupations,S&E-related occupations&#160;,"Postsecondary teacher, health and related science",,3,105000,2500,80000,3500,90000,3000,109000,3000,110000,7000,116000,5000,154000,8500
3739,r050,"All occupations -> S&E-related occupations&#160; -> S&E managers, including health",All occupations,S&E-related occupations&#160;,"S&E managers, including health",,3,164000,4000,119000,5500,130000,2000,150000,1500,170000,6500,178000,3500,200000,500
3739,r051,All occupations -> S&E-related occupations&#160; -> S&E precollege teachers,All occupations,S&E-related occupations&#160;,S&E precollege teachers,,3,63000,2500,54000,4500,60000,6000,66000,8000,67000,8500,69000,5500,68000,7500
3739,r052,All occupations -> S&E-related occupations&#160; -> S&E technicians/ technologists,All occupations,S&E-related occupations&#160;,S&E technicians/ technologists,,3,129000,3500,100000,9000,131000,7500,131000,13500,133000,8500,137000,14500,168000,25000
3739,r053,All occupations -> S&E-related occupations&#160; -> Other S&E-related occupation,All occupations,S&E-related occupations&#160;,Other S&E-related occupation,,3,132000,8500,S,S,126000,30000,,,S,S,113000,25500,155000,6000
3739,r054,All occupations -> Non-S&E occupations&#160;,All occupations,Non-S&E occupations&#160;,,,2,138000,3500,91000,2000,110000,4500,126000,3500,150000,2000,167000,5000,170000,4000
3739,r055,"All occupations -> Non-S&E occupations&#160; -> Arts, humanities-related occupation",All occupations,Non-S&E occupations&#160;,"Arts, humanities-related occupation",,3,93000,3500,85000,7000,100000,5500,100000,13000,98000,5500,99000,12500,91000,17500
3739,r056,All occupations -> Non-S&E occupations&#160; -> Management-related occupation,All occupations,Non-S&E occupations&#160;,Management-related occupation,,3,140000,5500,109000,6000,125000,7000,130000,8000,152000,3500,167000,9500,156000,8000
3739,r057,All occupations -> Non-S&E occupations&#160; -> Non-S&E managers,All occupations,Non-S&E occupations&#160;,Non-S&E managers,,3,179000,3500,111000,11500,130000,4500,143000,6000,180000,7000,200000,2500,200000,7000
3739,r058,All occupations -> Non-S&E occupations&#160; -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations&#160;,Non-S&E postsecondary teachers,,3,100000,2000,78000,3500,82000,2500,90000,2000,103000,6000,112000,9000,144000,12000
3739,r059,All occupations -> Non-S&E occupations&#160; -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations&#160;,Non-S&E precollege/ other teachers,,3,68000,4000,72000,6000,66000,9500,72000,5000,86000,15000,50000,24000,50000,15000
3739,r060,"All occupations -> Non-S&E occupations&#160; -> Sales, marketing occupation",All occupations,Non-S&E occupations&#160;,"Sales, marketing occupation",,3,120000,5000,95000,6000,116000,13500,127000,7000,156000,11500,146000,8500,99000,11000
3739,r061,All occupations -> Non-S&E occupations&#160; -> Social service-related occupation,All occupations,Non-S&E occupations&#160;,Social service-related occupation,,3,74000,5000,62000,4500,59000,10500,70000,5000,77000,12500,62000,15500,92000,5500
3739,r062,All occupations -> Non-S&E occupations&#160; -> Other non-S&E occupation,All occupations,Non-S&E occupations&#160;,Other non-S&E occupation,,3,125000,6000,79000,7000,98000,14500,138000,8500,163000,43000,125000,20000,145000,13500
