table_id,row_id,time_period,percent_of_postdocs_who_are_br_underrepresented_minorities_level_1,percent_of_postdocs_who_are_br_underrepresented_minorities_level_2,percent_of_postdocs_who_are_br_underrepresented_minorities_hierarchy_depth,value
3797,r011_9,Requires mentorship for professional development? ,Percent of postdocs who are on temporary visas,50% or more,2,76.8
3797,r012_1,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are underrepresented minorities,None,2,86.5
3797,r012_2,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are underrepresented minorities,Under 10%,2,95.7
3797,r012_3,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are underrepresented minorities,10% or more,2,94.1
3797,r012_4,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are women,Under 25%,2,79.4
3797,r012_5,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are women,25%–49%,2,94.7
3797,r012_6,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are women,50% or more,2,91.3
3797,r012_7,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are on temporary visas,None,2,88.6
3797,r012_8,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are on temporary visas,Under 50%,2,93.2
3797,r012_9,Is intended to prepare the postdoc for an independent career in research? ,Percent of postdocs who are on temporary visas,50% or more,2,92.6
3797,r013_1,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are underrepresented minorities,None,2,41.2
3797,r013_2,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are underrepresented minorities,Under 10%,2,73.5
3797,r013_3,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are underrepresented minorities,10% or more,2,51.5
3797,r013_4,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are women,Under 25%,2,26.7
3797,r013_5,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are women,25%–49%,2,67.8
3797,r013_6,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are women,50% or more,2,50.5
3797,r013_7,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are on temporary visas,None,2,38.6
3797,r013_8,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are on temporary visas,Under 50%,2,61.5
3797,r013_9,Does your institution have a formal definition of a postdoc position that is used by all units at your school?,Percent of postdocs who are on temporary visas,50% or more,2,61.8
