table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3183,r023,United States -> Arizona,United States,Arizona,,,2,"['1,434,177', '']","['631,218', '']","['70,113', '']","['467,635', '']","['40,518', '']","['96,806', '']","['127,887', '']"
3183,r024,United States -> Arizona -> Public,United States,Arizona,Public,,3,"['1,433,947', '']","['631,218', '']","['70,113', '']","['467,605', '']","['40,518', '']","['96,606', '']","['127,887', '']"
3183,r025,United States -> Arizona -> Public -> Arizona State U.,United States,Arizona,Public,Arizona State U.,4,"['639,637', '']","['267,087', '']","['36,266', '']","['233,959', '']","['17,112', '']","['61,749', '']","['23,464', '']"
3183,r026,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['1,126', '']","['1,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3183,r027,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['58,914', '']","['35,980', '']","['7,776', '']","['13,052', '']","['552', '']","['1,434', '']","['120', '']"
3183,r028,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['734,270', '']","['327,025', '']","['26,071', '']","['220,594', '']","['22,854', '']","['33,423', '']","['104,303', '']"
3183,r029,United States -> Arizona -> Private,United States,Arizona,Private,,3,"['230', '']","['0', '']","['0', '']","['30', '']","['0', '']","['200', '']","['0', '']"
3183,r030,United States -> Arizona -> Private -> Southwest C. of Naturopathic Medicine and Health Sciences,United States,Arizona,Private,Southwest C. of Naturopathic Medicine and Health Sciences,4,"['230', '']","['0', '']","['0', '']","['30', '']","['0', '']","['200', '']","['0', '']"
3183,r031,United States -> Arkansas,United States,Arkansas,,,2,"['364,781', '']","['131,698', '']","['68,779', '']","['131,301', '']","['14,552', '']","['9,450', '']","['9,001', '']"
3183,r032,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['364,781', '']","['131,698', '']","['68,779', '']","['131,301', '']","['14,552', '']","['9,450', '']","['9,001', '']"
3183,r033,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['8,945', '']","['4,876', '']","['3,010', '']","['781', '']","['209', '']","['6', '']","['63', '']"
3183,r034,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['153,135', '']","['63,498', '']","['8,991', '']","['62,472', '']","['6,877', '']","['2,756', '']","['8,541', '']"
3183,r035,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['180,225', '']","['50,875', '']","['53,643', '']","['61,913', '']","['7,274', '']","['6,123', '']","['397', '']"
3183,r036,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['9,975', '']","['6,688', '']","['673', '']","['2,089', '']","['162', '']","['363', '']","['0', '']"
3183,r037,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['9,024', '']","['4,299', '']","['2,103', '']","['2,562', '']","['0', '']","['60', '']","['0', '']"
3183,r038,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['3,477', '']","['1,462', '']","['359', '']","['1,484', '']","['30', '']","['142', '']","['0', '']"
3183,r039,United States -> California,United States,California,,,2,"['10,490,076', '']","['5,339,095', '']","['428,106', '']","['2,253,750', '']","['704,160', '']","['1,096,389', '']","['668,576', '']"
3183,r040,United States -> California -> Public,United States,California,Public,,3,"['7,420,422', '']","['3,445,623', '']","['366,400', '']","['1,774,596', '']","['461,106', '']","['802,219', '']","['570,478', '']"
3183,r041,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['30,923', '']","['9,720', '']","['2,682', '']","['14,717', '']","['1,485', '']","['2,319', '']","['0', '']"
3183,r042,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['6,099', '']","['3,555', '']","['994', '']","['1,094', '']","['447', '']","['9', '']","['0', '']"
3183,r043,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['7,591', '']","['4,376', '']","['90', '']","['2,753', '']","['60', '']","['0', '']","['312', '']"
3183,r044,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['1,572', '']","['500', '']","['704', '']","['337', '']","['21', '']","['0', '']","['10', '']"
3183,r045,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['3,232', '']","['1,864', '']","['523', '']","['456', '']","['36', '']","['100', '']","['253', '']"
3183,r046,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['1,957', '']","['1,261', '']","['27', '']","['653', '']","['7', '']","['0', '']","['9', '']"
3183,r047,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['8,599', '']","['2,900', '']","['2,612', '']","['2,486', '']","['195', '']","['341', '']","['65', '']"
3183,r048,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['7,173', '']","['4,340', '']","['298', '']","['1,872', '']","['198', '']","['465', '']","['0', '']"
3183,r049,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['18,664', '']","['13,579', '']","['1,114', '']","['1,457', '']","['678', '']","['465', '']","['1,371', '']"
3183,r050,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['12,476', '']","['9,288', '']","['103', '']","['2,624', '']","['0', '']","['461', '']","['0', '']"
3183,r051,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['2,959', '']","['617', '']","['155', '']","['71', '']","['2,116', '']","['0', '']","['0', '']"
3183,r052,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['6,444', '']","['3,746', '']","['1,397', '']","['849', '']","['42', '']","['410', '']","['0', '']"
3183,r053,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['21,095', '']","['16,939', '']","['1,606', '']","['1,863', '']","['49', '']","['587', '']","['51', '']"
3183,r054,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['23,544', '']","['5,801', '']","['10,720', '']","['5,746', '']","['386', '']","['888', '']","['3', '']"
3183,r055,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['16,062', '']","['8,651', '']","['4,458', '']","['2,903', '']","['30', '']","['20', '']","['0', '']"
3183,r056,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['10,595', '']","['9,134', '']","['1,394', '']","['48', '']","['0', '']","['19', '']","['0', '']"
3183,r057,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['1,477', '']","['964', '']","['78', '']","['96', '']","['277', '']","['62', '']","['0', '']"
3183,r058,United States -> California -> Public -> Humboldt State U.,United States,California,Public,Humboldt State U.,4,"['15,076', '']","['2,103', '']","['5,377', '']","['3,410', '']","['313', '']","['1,899', '']","['1,974', '']"
3183,r059,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['67,323', '']","['54,358', '']","['0', '']","['12,007', '']","['522', '']","['48', '']","['388', '']"
3183,r060,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['92,964', '']","['39,515', '']","['1,911', '']","['47,338', '']","['808', '']","['1,631', '']","['1,761', '']"
3183,r061,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['31,888', '']","['15,675', '']","['2,171', '']","['12,800', '']","['65', '']","['1,162', '']","['15', '']"
3183,r062,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['44,309', '']","['35,143', '']","['2,202', '']","['3,106', '']","['746', '']","['1,111', '']","['2,001', '']"
3183,r063,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['802,931', '']","['347,601', '']","['35,002', '']","['166,865', '']","['75,009', '']","['128,481', '']","['49,973', '']"
3183,r064,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['804,282', '']","['374,707', '']","['66,894', '']","['206,406', '']","['51,284', '']","['47,250', '']","['57,741', '']"
3183,r065,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['448,967', '']","['217,094', '']","['16,787', '']","['119,130', '']","['26,292', '']","['28,066', '']","['41,598', '']"
3183,r066,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['1,306,376', '']","['600,714', '']","['70,016', '']","['285,010', '']","['76,217', '']","['197,337', '']","['77,082', '']"
3183,r067,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['44,890', '']","['16,850', '']","['3,137', '']","['20,887', '']","['474', '']","['1,937', '']","['1,605', '']"
3183,r068,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['67,702', '']","['319', '']","['38,703', '']","['28,574', '']","['0', '']","['80', '']","['26', '']"
3183,r069,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['177,655', '']","['81,151', '']","['9,195', '']","['52,805', '']","['8,305', '']","['8,609', '']","['17,590', '']"
3183,r070,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['1,353,763', '']","['698,925', '']","['44,786', '']","['301,297', '']","['86,865', '']","['99,338', '']","['122,552', '']"
3183,r071,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['1,595,098', '']","['671,047', '']","['30,392', '']","['394,740', '']","['103,463', '']","['232,094', '']","['163,362', '']"
3183,r072,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['243,778', '']","['118,517', '']","['4,592', '']","['49,052', '']","['19,264', '']","['32,192', '']","['20,161', '']"
3183,r073,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['142,958', '']","['74,669', '']","['6,280', '']","['31,144', '']","['5,452', '']","['14,838', '']","['10,575', '']"
3183,r074,United States -> California -> Private,United States,California,Private,,3,"['3,069,654', '']","['1,893,472', '']","['61,706', '']","['479,154', '']","['243,054', '']","['294,170', '']","['98,098', '']"
3183,r075,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['5,598', '']","['137', '']","['0', '']","['5,461', '']","['0', '']","['0', '']","['0', '']"
3183,r076,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['1,155', 'i']","['641', 'i']","['18', 'i']","['294', 'i']","['77', 'i']","['95', 'i']","['30', 'i']"
3183,r077,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['399,931', '']","['287,198', '']","['1,367', '']","['42,683', '']","['15,052', '']","['29,267', '']","['24,364', '']"
3183,r078,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['1,143', '']","['256', '']","['5', '']","['880', '']","['0', '']","['2', '']","['0', '']"
3183,r079,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['19,592', '']","['5,738', '']","['525', '']","['8,835', '']","['448', '']","['3,996', '']","['50', '']"
3183,r080,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['13,739', '']","['10,427', '']","['455', '']","['2,622', '']","['0', '']","['235', '']","['0', '']"
3183,r081,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['8,715', '']","['1,886', '']","['321', '']","['2,809', '']","['1,056', '']","['2,527', '']","['116', '']"
3183,r082,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['6,214', '']","['730', '']","['38', '']","['4,915', '']","['0', '']","['531', '']","['0', '']"
3183,r083,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['3,353', '']","['1,619', '']","['0', '']","['1,208', '']","['201', '']","['191', '']","['134', '']"
3183,r084,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['2,095', 'i']","['1,078', 'i']","['0', 'i']","['673', 'i']","['139', 'i']","['34', 'i']","['171', 'i']"
3183,r085,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['1,581', '']","['640', '']","['0', '']","['403', '']","['0', '']","['538', '']","['0', '']"
3183,r086,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['24,408', 'i']","['16,909', 'i']","['742', 'i']","['3,328', 'i']","['1,828', 'i']","['1,502', 'i']","['99', 'i']"
3183,r087,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['7,272', '']","['1,185', '']","['591', '']","['4,924', '']","['0', '']","['571', '']","['1', '']"
3183,r088,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['1,430', 'i']","['336', 'i']","['0', 'i']","['725', 'i']","['369', 'i']","['0', 'i']","['0', 'i']"
3183,r089,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['1,643', '']","['840', '']","['61', '']","['49', '']","['0', '']","['693', '']","['0', '']"
3183,r090,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['2,458', '']","['1,614', '']","['164', '']","['NA', '']","['291', '']","['389', '']","['0', '']"
3183,r091,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['2,170', '']","['914', '']","['54', '']","['1,059', '']","['0', '']","['143', '']","['0', '']"
3183,r092,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['2,985', '']","['863', '']","['8', '']","['1,468', '']","['0', '']","['646', '']","['0', '']"
3183,r093,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['2,319', '']","['1,333', '']","['210', '']","['NA', '']","['250', '']","['526', '']","['0', '']"
3183,r094,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['427,734', '']","['267,122', '']","['4,347', '']","['76,306', '']","['39,161', '']","['40,798', '']","['0', '']"
3183,r095,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['1,204,116', '']","['738,957', '']","['38,011', '']","['124,706', '']","['136,065', '']","['159,040', '']","['7,337', '']"
3183,r096,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['3,543', '']","['1,540', '']","['37', '']","['1,917', '']","['4', '']","['45', '']","['0', '']"
3183,r097,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['3,078', '']","['2,158', '']","['404', '']","['NA', '']","['33', '']","['483', '']","['0', '']"
3183,r098,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['6,036', '']","['2,511', '']","['135', '']","['2,823', '']","['0', '']","['273', '']","['294', '']"
3183,r099,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['2,712', '']","['198', '']","['257', '']","['1,723', '']","['0', '']","['534', '']","['0', '']"
3183,r100,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['909,683', '']","['543,607', '']","['13,301', '']","['189,168', '']","['47,241', '']","['50,917', '']","['65,449', '']"
3183,r101,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['4,951', '']","['3,035', '']","['655', '']","['175', '']","['839', '']","['194', '']","['53', '']"
3183,r102,United States -> Colorado,United States,Colorado,,,2,"['1,622,011', '']","['1,165,031', '']","['54,990', '']","['163,362', '']","['86,322', '']","['93,666', '']","['58,640', '']"
3183,r103,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,583,227', '']","['1,142,695', '']","['53,794', '']","['155,898', '']","['84,869', '']","['87,957', '']","['58,014', '']"
3183,r104,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['70,397', '']","['49,603', '']","['2,540', '']","['4,343', '']","['10,556', '']","['1,273', '']","['2,082', '']"
3183,r105,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['398,477', '']","['284,482', '']","['18,401', '']","['57,160', '']","['13,089', '']","['17,821', '']","['7,524', '']"
3183,r106,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['3,107', '']","['1,282', '']","['1,725', '']","['89', '']","['0', '']","['0', '']","['11', '']"
3183,r107,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['1,460', '']","['1,284', '']","['61', '']","['85', '']","['7', '']","['23', '']","['0', '']"
3183,r108,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['513,822', '']","['412,691', '']","['5,171', '']","['30,502', '']","['9,389', '']","['16,767', '']","['39,302', '']"
3183,r109,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['4,720', '']","['3,072', '']","['682', '']","['424', '']","['471', '']","['71', '']","['0', '']"
3183,r110,United States -> Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,United States,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,4,"['542,732', '']","['353,021', '']","['24,979', '']","['53,541', '']","['50,510', '']","['51,586', '']","['9,095', '']"
3183,r111,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['4,571', '']","['1,966', '']","['235', '']","['1,940', '']","['14', '']","['416', '']","['0', '']"
3183,r112,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['43,941', '']","['35,294', '']","['0', '']","['7,814', '']","['833', '']","['0', '']","['0', '']"
3183,r113,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['38,784', '']","['22,336', '']","['1,196', '']","['7,464', '']","['1,453', '']","['5,709', '']","['626', '']"
3183,r114,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['2,233', '']","['324', '']","['303', '']","['1,039', '']","['0', '']","['567', '']","['0', '']"
3183,r115,United States -> Colorado -> Private -> U. Denver,United States,Colorado,Private,U. Denver,4,"['36,551', '']","['22,012', '']","['893', '']","['6,425', '']","['1,453', '']","['5,142', '']","['626', '']"
3183,r116,United States -> Connecticut,United States,Connecticut,,,2,"['1,387,319', '']","['748,541', '']","['16,862', '']","['415,568', '']","['86,945', '']","['104,752', '']","['14,651', '']"
3183,r117,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['293,431', '']","['160,744', '']","['8,120', '']","['90,583', '']","['11,808', '']","['15,900', '']","['6,276', '']"
3183,r118,United States -> Connecticut -> Public -> Central Connecticut State U.,United States,Connecticut,Public,Central Connecticut State U.,4,"['1,381', '']","['540', '']","['339', '']","['463', '']","['0', '']","['39', '']","['0', '']"
3183,r119,United States -> Connecticut -> Public -> Eastern Connecticut State U.,United States,Connecticut,Public,Eastern Connecticut State U.,4,"['1,659', '']","['181', '']","['12', '']","['1,466', '']","['0', '']","['0', '']","['0', '']"
3183,r120,United States -> Connecticut -> Public -> Southern Connecticut State U.,United States,Connecticut,Public,Southern Connecticut State U.,4,"['4,627', '']","['803', '']","['160', '']","['3,471', '']","['6', '']","['108', '']","['79', '']"
3183,r121,United States -> Connecticut -> Public -> U. Connecticut,United States,Connecticut,Public,U. Connecticut,4,"['285,764', '']","['159,220', '']","['7,609', '']","['85,183', '']","['11,802', '']","['15,753', '']","['6,197', '']"
3183,r122,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['1,093,888', '']","['587,797', '']","['8,742', '']","['324,985', '']","['75,137', '']","['88,852', '']","['8,375', '']"
3183,r123,United States -> Connecticut -> Private -> Connecticut C.,United States,Connecticut,Private,Connecticut C.,4,"['1,894', '']","['752', '']","['0', '']","['1,089', '']","['0', '']","['53', '']","['0', '']"
3183,r124,United States -> Connecticut -> Private -> Fairfield U.,United States,Connecticut,Private,Fairfield U.,4,"['1,279', '']","['594', '']","['0', '']","['164', '']","['0', '']","['521', '']","['0', '']"
3183,r125,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['1,858', '']","['1,077', '']","['0', '']","['582', '']","['4', '']","['195', '']","['0', '']"
3183,r126,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['1,528', '']","['1,019', '']","['0', '']","['486', '']","['23', '']","['0', '']","['0', '']"
3183,r127,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['5,062', '']","['2,786', '']","['559', '']","['542', '']","['490', '']","['685', '']","['0', '']"
3183,r128,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['9,958', '']","['4,793', '']","['145', '']","['3,921', '']","['37', '']","['903', '']","['159', '']"
3183,r129,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['1,072,309', '']","['576,776', '']","['8,038', '']","['318,201', '']","['74,583', '']","['86,495', '']","['8,216', '']"
3183,r130,United States -> Delaware,United States,Delaware,,,2,"['229,287', '']","['145,199', '']","['12,877', '']","['55,805', '']","['5,969', '']","['4,556', '']","['4,881', '']"
3183,r131,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['229,287', '']","['145,199', '']","['12,877', '']","['55,805', '']","['5,969', '']","['4,556', '']","['4,881', '']"
3183,r132,United States -> Delaware -> Public -> Delaware State U.,United States,Delaware,Public,Delaware State U.,4,"['23,017', '']","['12,179', '']","['498', '']","['10,315', '']","['25', '']","['0', '']","['0', '']"
3183,r133,United States -> Delaware -> Public -> U. Delaware,United States,Delaware,Public,U. Delaware,4,"['206,270', '']","['133,020', '']","['12,379', '']","['45,490', '']","['5,944', '']","['4,556', '']","['4,881', '']"
