table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1966,r050,United States -> Total -> Commercial banks,United States,Total,Commercial banks,3,13.2,26.23,44.49,54.23,42.92,28.72
1966,r051,United States -> Total -> Commercial products,United States,Total,Commercial products,3,1161.68,1143.28,2454.45,1790.65,3360.39,3670.36
1966,r052,United States -> Total -> Commercial services,United States,Total,Commercial services,3,3892.36,4715.27,5404.54,4503.43,4961.12,5819.62
1966,r053,United States -> Total -> Commercial transportation,United States,Total,Commercial transportation,3,87.5,154.66,252.02,241.03,865.56,749.16
1966,r054,United States -> Total -> Communications and networking,United States,Total,Communications and networking,3,1021.11,617.93,1482.84,847.81,950.88,750.07
1966,r055,United States -> Total -> Computer hardware,United States,Total,Computer hardware,3,1054.4,905.14,985.53,718.11,1416.38,1334.07
1966,r056,United States -> Total -> Construction (nonwood),United States,Total,Construction (nonwood),3,0.02,0.03,0.04,0.0,0.1,0.14
1966,r057,United States -> Total -> Consumer durables,United States,Total,Consumer durables,3,897.95,2594.5,1481.61,2622.46,2947.67,4555.17
1966,r058,United States -> Total -> Consumer nondurables,United States,Total,Consumer nondurables,3,556.5,1377.48,1729.85,1221.69,1794.38,2634.67
1966,r059,United States -> Total -> Containers and packaging,United States,Total,Containers and packaging,3,6.26,31.72,13.85,17.07,30.75,54.7
1966,r060,United States -> Total -> Energy equipment,United States,Total,Energy equipment,3,948.62,949.91,582.85,450.99,718.35,625.27
1966,r061,United States -> Total -> Energy services,United States,Total,Energy services,3,542.85,916.12,436.89,507.11,636.98,1122.02
1966,r062,"United States -> Total -> Exploration, production, and refining",United States,Total,"Exploration, production, and refining",3,495.81,436.17,456.43,663.53,51.33,97.84
1966,r063,United States -> Total -> Forestry,United States,Total,Forestry,3,0.0,0.0,0.4,2.32,5.07,3.7
1966,r064,United States -> Total -> Health care devices and supplies,United States,Total,Health care devices and supplies,3,4917.16,4730.86,4232.71,3585.56,4926.43,5723.19
1966,r065,United States -> Total -> Health care services,United States,Total,Health care services,3,1136.8,1203.9,1597.63,1682.67,1627.45,2509.64
1966,r066,United States -> Total -> Health care technology systems,United States,Total,Health care technology systems,3,1239.3,2299.21,2039.91,2754.19,2869.29,4855.16
1966,r067,United States -> Total -> Insurance,United States,Total,Insurance,3,169.5,333.36,260.16,814.8,489.1,1537.34
1966,r068,United States -> Total -> Information technology services,United States,Total,Information technology services,3,568.12,939.06,1041.99,570.62,647.58,799.74
1966,r069,United States -> Total -> Media,United States,Total,Media,3,1495.48,2475.93,1906.66,1346.35,1519.94,2197.59
1966,r070,"United States -> Total -> Metals, minerals, and mining",United States,Total,"Metals, minerals, and mining",3,31.85,15.33,53.24,92.84,37.78,11.41
1966,r071,United States -> Total -> Other business products and services,United States,Total,Other business products and services,3,89.86,227.82,205.0,184.12,249.3,618.67
1966,r072,United States -> Total -> Other consumer products and services,United States,Total,Other consumer products and services,3,12.46,50.7,29.72,21.55,66.7,94.68
1966,r073,United States -> Total -> Other energy,United States,Total,Other energy,3,33.6,57.47,35.17,13.18,11.18,7.61
1966,r074,United States -> Total -> Other financial services,United States,Total,Other financial services,3,462.31,1231.69,3924.34,2139.71,2096.14,1713.58
1966,r075,United States -> Total -> Other health care,United States,Total,Other health care,3,24.69,59.66,304.69,15.37,28.97,35.24
1966,r076,United States -> Total -> Other information technology,United States,Total,Other information technology,3,8.65,61.35,5.06,53.63,102.96,133.26
1966,r077,United States -> Total -> Other materials,United States,Total,Other materials,3,37.28,8.38,5.73,11.46,71.37,20.78
1966,r078,United States -> Total -> Pharmaceuticals and biotechnology,United States,Total,Pharmaceuticals and biotechnology,3,5953.03,7471.1,10922.03,9096.43,12564.77,18662.21
1966,r079,"United States -> Total -> Restaurants, hotels, and leisure",United States,Total,"Restaurants, hotels, and leisure",3,175.94,709.87,1987.83,471.47,1388.45,1983.69
1966,r080,United States -> Total -> Retail,United States,Total,Retail,3,1166.66,1861.08,2233.24,1454.65,3551.76,3532.34
1966,r081,United States -> Total -> Semiconductors,United States,Total,Semiconductors,3,473.15,670.37,667.81,465.78,681.71,718.93
1966,r082,United States -> Total -> Services (nonfinancial),United States,Total,Services (nonfinancial),3,959.46,1190.26,1523.16,1214.01,2197.81,3103.11
1966,r083,United States -> Total -> Software,United States,Total,Software,3,16081.93,26215.09,28434.39,27039.07,27598.82,39763.74
1966,r084,United States -> Total -> Textiles,United States,Total,Textiles,3,33.59,0.14,32.3,59.61,36.77,131.12
1966,r085,United States -> Total -> Transportation,United States,Total,Transportation,3,648.49,3247.67,4019.42,7174.35,1914.56,6644.85
1966,r086,United States -> Total -> Utilities,United States,Total,Utilities,3,71.62,235.05,67.46,69.32,25.12,23.96
