table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022,field_2023_all_life_sciences,field_2023_agricultural_sciences,field_2023_biological_and_biomedical_sciences,field_2023_health_sciences,field_2023_natural_resources_and_conservation,field_2023_life_sciences_nec
12691,r021,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,20,"['334,529', '']","['388,235', '']","['460,220', '']","['493,390', '']","['34,200', '']","['88,199', '']","['350,374', '']","['16,292', '']","['4,325', '']"
12691,r022,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,21,"['373,989', '']","['385,530', '']","['451,388', '']","['484,792', '']","['55,114', '']","['206,133', '']","['223,386', '']","['86', '']","['73', '']"
12691,r023,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,22,"['na', '']","['361,493', '']","['427,999', '']","['471,749', '']","['827', '']","['3,402', '']","['467,520', '']","['0', '']","['0', '']"
12691,r024,All institutions -> Cornell U.,All institutions,Cornell U.,2,23,"['352,059', '']","['385,534', '']","['426,964', '']","['470,625', '']","['39,031', '']","['184,382', '']","['240,972', '']","['3,504', '']","['2,736', '']"
12691,r025,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,24,"['321,704', '']","['350,221', '']","['405,677', '']","['458,697', '']","['33,382', '']","['85,462', '']","['330,184', '']","['6,117', '']","['3,552', '']"
12691,r026,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,25,"['315,101', '']","['365,472', '']","['420,054', '']","['440,345', '']","['0', '']","['230,234', '']","['210,111', '']","['0', '']","['0', '']"
12691,r027,All institutions -> Harvard U.,All institutions,Harvard U.,2,26,"['401,466', '']","['411,239', '']","['410,122', '']","['425,411', '']","['0', '']","['346,008', '']","['77,144', '']","['2,259', '']","['0', '']"
12691,r028,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,27,"['341,725', '']","['366,366', '']","['385,457', '']","['421,115', '']","['0', '']","['112,166', '']","['308,949', '']","['0', '']","['0', '']"
12691,r029,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,28,"['360,827', '']","['362,219', '']","['368,394', '']","['390,312', '']","['35,211', '']","['122,259', '']","['228,444', '']","['1,284', '']","['3,114', '']"
12691,r030,All institutions -> U. Southern California,All institutions,U. Southern California,2,29,"['321,802', '']","['328,186', '']","['335,673', '']","['381,729', '']","['0', '']","['200,990', '']","['171,335', '']","['0', '']","['9,404', '']"
12691,r031,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,30,"['316,948', '']","['294,556', '']","['334,605', '']","['368,182', '']","['0', '']","['83,222', '']","['267,490', '']","['0', '']","['17,470', '']"
12691,r032,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,31,"['229,498', '']","['262,204', '']","['180,078', '']","['364,294', '']","['0', '']","['3,420', '']","['360,874', '']","['0', '']","['0', '']"
12691,r033,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,32,"['293,608', '']","['279,849', '']","['344,180', '']","['363,804', '']","['47,884', '']","['145,722', '']","['170,198', '']","['0', '']","['0', '']"
12691,r034,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,33,"['312,023', '']","['318,175', '']","['336,077', '']","['361,933', '']","['0', '']","['22,693', '']","['210,171', '']","['195', '']","['128,874', '']"
12691,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['265,894', '']","['281,503', '']","['306,946', '']","['352,391', '']","['59,450', '']","['105,491', '']","['179,454', '']","['7,996', '']","['0', '']"
12691,r036,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,35,"['263,035', '']","['282,277', '']","['313,607', '']","['347,406', '']","['0', '']","['37,987', '']","['299,440', '']","['0', '']","['9,979', '']"
12691,r037,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,36,"['242,679', '']","['257,611', '']","['298,154', '']","['336,126', '']","['0', '']","['112,594', '']","['223,532', '']","['0', '']","['0', '']"
12691,r038,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,37,"['243,023', '']","['251,142', '']","['275,712', '']","['325,897', '']","['0', '']","['96,490', '']","['228,551', '']","['0', '']","['856', '']"
12691,r039,All institutions -> U. Chicago,All institutions,U. Chicago,2,38,"['231,277', '']","['260,911', '']","['294,797', '']","['304,483', '']","['0', '']","['76,637', '']","['227,846', '']","['0', '']","['0', '']"
12691,r040,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,39,"['218,451', '']","['254,944', '']","['262,424', '']","['298,495', '']","['21,851', '']","['150,612', '']","['120,934', '']","['1,850', '']","['3,248', '']"
12691,r041,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,40,"['243,502', '']","['272,181', '']","['242,135', '']","['278,099', '']","['0', '']","['278,099', '']","['0', '']","['0', '']","['0', '']"
12691,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['228,882', '']","['293,731', '']","['291,846', '']","['274,668', '']","['0', '']","['132,253', '']","['142,415', '']","['0', '']","['0', '']"
12691,r043,All institutions -> U. Utah,All institutions,U. Utah,2,42,"['202,404', '']","['218,204', '']","['216,826', '']","['260,698', '']","['0', '']","['24,267', '']","['223,879', '']","['0', '']","['12,552', '']"
12691,r044,All institutions -> U. Arizona,All institutions,U. Arizona,2,43,"['179,457', '']","['206,315', '']","['212,681', '']","['244,172', '']","['22,126', '']","['128,309', '']","['86,387', '']","['7,350', '']","['0', '']"
12691,r045,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,44,"['204,635', '']","['214,619', '']","['220,780', '']","['230,151', '']","['0', '']","['0', '']","['230,151', '']","['0', '']","['0', '']"
12691,r046,All institutions -> U. Iowa,All institutions,U. Iowa,2,45,"['202,824', '']","['212,393', '']","['219,128', '']","['228,930', '']","['0', '']","['91,907', '']","['136,737', '']","['0', '']","['286', '']"
12691,r047,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,46,"['163,540', '']","['194,972', '']","['197,412', '']","['225,450', '']","['9,626', '']","['78,004', '']","['137,820', '']","['0', '']","['0', '']"
12691,r048,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,47,"['192,938', '']","['248,873', '']","['258,147', '']","['223,490', '']","['0', '']","['107,760', '']","['76,478', '']","['0', '']","['39,252', '']"
12691,r049,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,48,"['160,153', '']","['187,839', '']","['194,216', '']","['215,670', '']","['23,990', '']","['51,583', '']","['17,710', '']","['119,827', '']","['2,560', '']"
12691,r050,All institutions -> U. Miami,All institutions,U. Miami,2,49,"['167,153', '']","['167,201', '']","['189,491', '']","['210,172', '']","['0', '']","['77,988', '']","['126,966', '']","['1,215', '']","['4,003', '']"
12691,r051,All institutions -> U. Rochester,All institutions,U. Rochester,2,50,"['173,198', '']","['185,919', '']","['194,048', '']","['210,132', '']","['0', '']","['59,741', '']","['150,391', '']","['0', '']","['0', '']"
12691,r052,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,51,"['142,756', '']","['154,668', '']","['174,170', '']","['208,512', '']","['0', '']","['103,161', '']","['105,351', '']","['0', '']","['0', '']"
12691,r053,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,52,"['173,236', '']","['182,440', '']","['189,578', '']","['202,299', '']","['0', '']","['50,162', '']","['152,005', '']","['132', '']","['0', '']"
12691,r054,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,53,"['154,842', '']","['166,751', '']","['187,315', '']","['201,680', '']","['16,117', '']","['116,212', '']","['69,351', '']","['0', '']","['0', '']"
12691,r055,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,54,"['164,482', '']","['186,487', '']","['177,957', '']","['200,949', '']","['0', '']","['3,597', '']","['197,338', '']","['14', '']","['0', '']"
12691,r056,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,55,"['133,624', '']","['165,139', '']","['184,205', '']","['197,759', '']","['0', '']","['45,197', '']","['90,275', '']","['0', '']","['62,287', '']"
12691,r057,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,56,"['186,706', '']","['190,160', '']","['204,298', '']","['194,206', '']","['0', '']","['88,123', '']","['106,083', '']","['0', '']","['0', '']"
12691,r058,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>d</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>d</sup>",2,57,"['na', '']","['na', '']","['na', '']","['188,452', '']","['28,261', '']","['96,565', '']","['54,879', '']","['8,623', '']","['124', '']"
12691,r059,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,58,"['146,249', '']","['142,063', '']","['163,120', '']","['178,800', '']","['27,765', '']","['80,726', '']","['67,315', '']","['2,994', '']","['0', '']"
12691,r060,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,59,"['136,029', '']","['141,436', '']","['157,980', '']","['176,867', '']","['52,018', '']","['69,665', '']","['43,065', '']","['3,780', '']","['8,339', '']"
12691,r061,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,60,"['275,643', '']","['250,689', '']","['179,326', '']","['172,838', '']","['55,376', '']","['70,479', '']","['33,989', '']","['11,172', '']","['1,822', '']"
12691,r062,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,61,"['153,802', '']","['162,394', '']","['163,395', '']","['168,957', 'i']","['0', 'i']","['55,135', 'i']","['49,156', 'i']","['0', 'i']","['64,666', 'i']"
12691,r063,All institutions -> U. Georgia,All institutions,U. Georgia,2,62,"['124,753', '']","['135,261', '']","['155,393', '']","['151,231', '']","['39,657', '']","['99,203', '']","['11,262', '']","['0', '']","['1,109', '']"
12691,r064,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,63,"['113,827', '']","['117,490', '']","['122,912', '']","['149,765', '']","['0', '']","['117,577', '']","['32,188', '']","['0', '']","['0', '']"
12691,r065,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,64,"['122,394', '']","['131,164', '']","['147,255', '']","['149,668', '']","['0', '']","['58,524', '']","['91,144', '']","['0', '']","['0', '']"
12691,r066,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,65,"['99,475', '']","['109,626', '']","['125,007', '']","['148,119', '']","['57,022', '']","['29,006', '']","['53,565', '']","['8,526', '']","['0', '']"
12691,r067,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,66,"['102,959', '']","['106,824', '']","['119,071', '']","['143,730', '']","['0', '']","['62,364', '']","['81,366', '']","['0', '']","['0', '']"
12691,r068,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,67,"['119,018', '']","['119,251', '']","['139,051', '']","['141,785', '']","['678', '']","['77,537', '']","['33,409', '']","['30,161', '']","['0', '']"
12691,r069,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,68,"['93,227', '']","['105,940', '']","['144,287', '']","['139,444', '']","['7,028', '']","['66,369', '']","['63,473', '']","['2,574', '']","['0', '']"
12691,r070,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,69,"['108,867', '']","['117,761', '']","['123,575', '']","['139,106', '']","['0', '']","['45,485', '']","['81,161', '']","['0', '']","['12,460', '']"
12691,r071,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,70,"['108,496', '']","['115,162', '']","['121,956', '']","['136,241', '']","['563', '']","['64,626', '']","['70,487', '']","['0', '']","['565', '']"
12691,r072,All institutions -> U. South Florida<sup>e</sup>,All institutions,U. South Florida<sup>e</sup>,2,71,"['89,644', '']","['98,950', '']","['119,772', '']","['132,859', '']","['0', '']","['77,152', '']","['55,214', '']","['53', '']","['440', '']"
12691,r073,All institutions -> Tulane U.,All institutions,Tulane U.,2,72,"['92,019', '']","['98,650', '']","['110,696', '']","['131,852', '']","['0', '']","['39,398', '']","['22,352', '']","['368', '']","['69,734', '']"
12691,r074,All institutions -> Brown U.,All institutions,Brown U.,2,73,"['99,779', '']","['108,063', '']","['115,907', '']","['128,698', '']","['0', '']","['51,567', '']","['44,711', '']","['0', '']","['32,420', '']"
12691,r075,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,74,"['94,977', '']","['180,991', '']","['162,667', '']","['127,253', '']","['13', '']","['27,081', '']","['98,966', '']","['1,025', '']","['168', '']"
12691,r076,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,75,"['110,331', '']","['121,883', '']","['133,116', '']","['123,278', '']","['33,560', '']","['68,102', '']","['2,304', '']","['19,312', '']","['0', '']"
12691,r077,All institutions -> U. Kansas,All institutions,U. Kansas,2,76,"['113,305', '']","['115,370', '']","['118,264', '']","['121,051', '']","['0', '']","['30,775', '']","['88,016', '']","['2,260', '']","['0', '']"
12691,r078,All institutions -> Washington State U.,All institutions,Washington State U.,2,77,"['84,222', '']","['101,065', '']","['107,093', '']","['120,447', '']","['43,232', '']","['26,810', '']","['45,863', '']","['1,527', '']","['3,015', '']"
12691,r079,All institutions -> George Washington U.,All institutions,George Washington U.,2,78,"['117,325', '']","['122,600', '']","['121,121', '']","['114,971', '']","['0', '']","['63,920', '']","['51,051', '']","['0', '']","['0', '']"
12691,r080,All institutions -> Temple U.,All institutions,Temple U.,2,79,"['118,429', '']","['117,907', '']","['108,014', '']","['114,411', '']","['0', '']","['27,243', '']","['59,669', '']","['0', '']","['27,499', '']"
12691,r081,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,80,"['74,594', '']","['109,364', '']","['114,369', '']","['110,312', '']","['0', '']","['56,560', '']","['53,752', '']","['0', '']","['0', '']"
12691,r082,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,81,"['76,677', '']","['84,604', '']","['95,465', '']","['109,823', '']","['51,892', '']","['14,838', '']","['43,093', '']","['0', '']","['0', '']"
12691,r083,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,82,"['77,133', '']","['109,131', '']","['107,661', '']","['109,818', '']","['0', '']","['8,583', '']","['100,439', '']","['0', '']","['796', '']"
12691,r084,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,83,"['94,419', '']","['98,639', '']","['96,688', '']","['105,853', '']","['0', '']","['56,400', '']","['48,425', '']","['1,028', '']","['0', '']"
12691,r085,All institutions -> U. Vermont,All institutions,U. Vermont,2,84,"['81,752', '']","['87,438', '']","['98,902', '']","['105,516', '']","['21,073', '']","['39,614', '']","['42,798', '']","['2,031', '']","['0', '']"
12691,r086,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,85,"['82,626', '']","['92,292', '']","['91,825', '']","['98,597', '']","['0', '']","['93,816', '']","['4,781', '']","['0', '']","['0', '']"
12691,r087,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,86,"['70,386', '']","['84,849', '']","['89,915', '']","['97,447', '']","['3', '']","['47,192', '']","['44,339', '']","['1,927', '']","['3,986', '']"
12691,r088,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,87,"['68,962', '']","['75,648', '']","['85,984', '']","['96,838', '']","['42,459', '']","['50,486', '']","['0', '']","['0', '']","['3,893', '']"
12691,r089,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,88,"['89,306', '']","['88,791', '']","['97,488', '']","['96,256', '']","['0', '']","['19,925', '']","['76,321', '']","['0', '']","['10', '']"
12691,r090,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,89,"['70,508', '']","['83,387', '']","['95,080', '']","['94,483', '']","['0', '']","['37,966', '']","['55,768', '']","['0', '']","['749', '']"
12691,r091,All institutions -> Tufts U.,All institutions,Tufts U.,2,90,"['102,746', '']","['115,629', '']","['91,344', '']","['92,307', '']","['2,540', '']","['73,998', '']","['8,952', '']","['5,010', '']","['1,807', '']"
12691,r092,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,91,"['70,516', '']","['78,583', '']","['83,704', '']","['90,340', '']","['37,523', '']","['29,013', '']","['6,902', '']","['16,884', '']","['18', '']"
12691,r093,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,92,"['64,084', '']","['72,611', '']","['76,478', '']","['89,893', '']","['25,457', '']","['25,110', '']","['25,649', '']","['12,255', '']","['1,422', '']"
12691,r094,All institutions -> Rush U.,All institutions,Rush U.,2,93,"['63,438', '']","['70,912', '']","['75,962', '']","['88,996', '']","['0', '']","['12,751', '']","['76,245', '']","['0', '']","['0', '']"
12691,r095,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,94,"['76,829', '']","['75,204', '']","['78,923', '']","['86,466', '']","['0', '']","['29,243', '']","['27,519', '']","['202', '']","['29,502', '']"
12691,r096,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,95,"['72,245', '']","['79,517', '']","['83,142', '']","['85,141', '']","['0', '']","['25,405', '']","['59,736', '']","['0', '']","['0', '']"
12691,r097,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,96,"['66,263', '']","['72,683', '']","['81,202', '']","['80,051', '']","['0', '']","['40,388', '']","['39,663', '']","['0', '']","['0', '']"
12691,r098,All institutions -> U. Louisville,All institutions,U. Louisville,2,97,"['71,342', '']","['77,090', '']","['96,682', '']","['79,218', '']","['119', '']","['43,985', '']","['33,557', '']","['35', '']","['1,522', '']"
12691,r099,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,98,"['25,461', '']","['32,464', '']","['54,410', 'i']","['76,741', '']","['0', '']","['2,808', '']","['73,933', '']","['0', '']","['0', '']"
12691,r100,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,99,"['51,775', '']","['56,184', '']","['69,108', '']","['76,676', '']","['93', '']","['56,270', '']","['19,340', '']","['665', '']","['308', '']"
12691,r101,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,100,"['60,272', '']","['56,344', '']","['66,732', '']","['73,394', '']","['31,715', '']","['21,655', '']","['0', '']","['0', '']","['20,024', '']"
12691,r102,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,101,"['48,264', '']","['56,021', '']","['60,221', '']","['70,356', '']","['0', '']","['30,367', '']","['39,905', '']","['0', '']","['84', '']"
12691,r103,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,102,"['62,548', '']","['62,074', '']","['67,072', '']","['70,252', '']","['10,772', '']","['33,467', '']","['21,980', '']","['1,205', '']","['2,828', '']"
12691,r104,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,103,"['52,350', '']","['51,029', '']","['61,828', '']","['69,522', '']","['0', '']","['13,896', '']","['55,626', '']","['0', '']","['0', '']"
12691,r105,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,104,"['41,367', '']","['51,717', '']","['56,203', '']","['69,272', '']","['6,409', '']","['21,154', '']","['34,303', '']","['6,159', '']","['1,247', '']"
12691,r106,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,105,"['59,546', '']","['60,201', '']","['67,593', '']","['66,052', '']","['401', '']","['15,898', '']","['48,999', '']","['0', '']","['754', '']"
12691,r107,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,106,"['65,063', '']","['67,899', '']","['71,848', '']","['64,984', '']","['0', '']","['64,984', '']","['0', '']","['0', '']","['0', '']"
12691,r108,All institutions -> Augusta U.,All institutions,Augusta U.,2,107,"['55,685', '']","['61,727', '']","['64,015', '']","['63,267', '']","['0', '']","['28,154', '']","['33,719', '']","['0', '']","['1,394', '']"
12691,r109,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,108,"['45,823', '']","['51,067', '']","['56,162', '']","['62,288', '']","['20,707', '']","['37,324', '']","['577', '']","['3,680', '']","['0', '']"
12691,r110,All institutions -> Drexel U.,All institutions,Drexel U.,2,109,"['49,999', '']","['58,129', '']","['55,083', '']","['58,903', '']","['0', '']","['29,508', '']","['29,140', '']","['255', '']","['0', '']"
12691,r111,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,110,"['45,895', '']","['51,926', '']","['55,741', '']","['58,193', '']","['0', '']","['18,046', '']","['30,289', '']","['9,858', '']","['0', '']"
12691,r112,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,111,"['41,696', '']","['45,420', '']","['56,290', '']","['57,145', '']","['10,875', '']","['30,925', '']","['15,345', '']","['0', '']","['0', '']"
12691,r113,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,112,"['29,821', '']","['35,103', '']","['40,300', '']","['54,282', '']","['29,320', '']","['14,191', '']","['1,883', '']","['974', '']","['7,914', '']"
12691,r114,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,113,"['62,068', '']","['56,889', '']","['59,163', '']","['54,123', '']","['2,934', '']","['51,189', '']","['0', '']","['0', '']","['0', '']"
12691,r115,All institutions -> Princeton U.,All institutions,Princeton U.,2,114,"['53,867', '']","['54,327', '']","['54,350', '']","['53,629', '']","['0', '']","['50,130', '']","['0', '']","['3,499', '']","['0', '']"
12691,r116,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,115,"['42,667', '']","['43,726', '']","['45,590', '']","['51,966', '']","['635', '']","['45,839', '']","['4,109', '']","['895', '']","['488', '']"
12691,r117,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,116,"['37,520', '']","['42,435', '']","['49,785', '']","['51,611', '']","['34,361', '']","['5,345', '']","['830', '']","['9,022', '']","['2,053', '']"
12691,r118,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,117,"['26,897', '']","['32,997', '']","['34,786', '']","['46,539', '']","['0', '']","['0', '']","['46,539', '']","['0', '']","['0', '']"
12691,r119,All institutions -> U. Idaho,All institutions,U. Idaho,2,118,"['33,427', '']","['35,296', '']","['36,580', '']","['44,964', '']","['21,761', '']","['17,049', '']","['12', '']","['6,137', '']","['5', '']"
