table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3051,r015,"Alaska -> Public -> U. Alaska, Fairbanks",Alaska,Public,"U. Alaska, Fairbanks",3,"['801', '']","['124', '']","['146', '']","['46', '']","['140', '']","['155', '']","['23', '']","['9', '']","['76', '']","['21', '']","['6', '']","['37', '']","['18', '']"
3051,r016,"Alaska -> Public -> U. Alaska, Southeast",Alaska,Public,"U. Alaska, Southeast",3,"['12', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']"
3051,r017,Alaska -> Private,Alaska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r018,Alaska -> Private -> Alaska Pacific U.,Alaska,Private,Alaska Pacific U.,3,"['6', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r019,Arizona,Arizona,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r020,Arizona -> Public,Arizona,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r021,Arizona -> Public -> Arizona State U.,Arizona,Public,Arizona State U.,3,"['1,189', '']","['0', '']","['325', '']","['10', '']","['394', '']","['76', '']","['14', '']","['*', '']","['0', '']","['187', '']","['59', '']","['75', '']","['49', '']"
3051,r022,Arizona -> Public -> Dine C.,Arizona,Public,Dine C.,3,"['98', 'i']","['0', 'i']","['17', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3051,r023,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['237', '']","['0', '']","['102', '']","['12', '']","['15', '']","['20', '']","['17', '']","['2', '']","['23', '']","['30', '']","['7', '']","['10', '']","['0', '']"
3051,r024,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['1,621', '']","['308', '']","['275', '']","['12', '']","['125', '']","['194', '']","['151', '']","['3', '']","['40', '']","['396', '']","['14', '']","['32', '']","['70', '']"
3051,r025,Arkansas,Arkansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r026,Arkansas -> Public,Arkansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r027,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['101', '']","['7', '']","['60', '']","['1', '']","['4', '']","['1', '']","['2', '']","['1', '']","['4', '']","['19', '']","['*', '']","['2', '']","['0', '']"
3051,r028,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['233', '']","['0', '']","['137', '']","['0', '']","['0', '']","['0', '']","['96', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r029,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['815', '']","['390', '']","['74', '']","['5', '']","['199', '']","['24', '']","['9', '']","['2', '']","['2', '']","['88', '']","['9', '']","['11', '']","['3', '']"
3051,r030,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['101', '']","['0', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
3051,r031,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['45', '']","['24', '']","['3', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['9', '']","['5', '']","['1', '']","['1', '']","['0', '']"
3051,r032,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['88', '']","['0', '']","['37', '']","['4', '']","['3', '']","['2', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
3051,r033,California,California,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r034,California -> Public,California,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r035,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['228', '']","['27', '']","['40', '']","['16', '']","['68', '']","['14', '']","['10', '']","['5', '']","['4', '']","['24', '']","['2', '']","['2', '']","['17', '']"
3051,r036,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['12', '']","['2', '']","['5', '']","['3', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3051,r037,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['14', '']","['0', '']","['3', '']","['1', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
3051,r038,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
3051,r039,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['28', '']","['1', '']","['10', '']","['1', '']","['3', '']","['1', '']","['1', '']","['1', '']","['1', '']","['4', '']","['1', '']","['5', '']","['*', '']"
3051,r040,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['10', '']","['0', '']","['4', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']"
3051,r041,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['105', '']","['50', '']","['17', '']","['*', '']","['11', '']","['2', '']","['5', '']","['0', '']","['0', '']","['12', '']","['5', '']","['2', '']","['0', '']"
3051,r042,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
3051,r043,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['162', '']","['0', '']","['44', '']","['3', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
3051,r044,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
3051,r045,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['15', '']","['1', '']","['2', '']","['1', '']","['5', '']","['2', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
3051,r046,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['15', '']","['2', '']","['3', '']","['2', '']","['0', '']","['3', '']","['*', '']","['*', '']","['2', '']","['1', '']","['1', '']","['*', '']","['0', '']"
3051,r047,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['121', '']","['0', '']","['29', '']","['2', '']","['29', '']","['6', '']","['17', '']","['0', '']","['0', '']","['28', '']","['8', '']","['3', '']","['0', '']"
3051,r048,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['89', '']","['0', '']","['5', '']","['9', '']","['50', '']","['1', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['1', '']","['4', '']"
3051,r049,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
3051,r050,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['5', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']"
3051,r051,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['8', '']","['0', '']","['3', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['3', '']","['0', '']","['1', '']","['0', '']"
3051,r052,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['101', '']","['23', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['5', '']","['7', '']","['4', '']","['4', '']","['0', '']"
3051,r053,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['240', '']","['0', '']","['51', '']","['10', '']","['45', '']","['8', '']","['27', '']","['3', '']","['5', '']","['32', '']","['45', '']","['14', '']","['0', '']"
3051,r054,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['133', '']","['0', '']","['44', '']","['2', '']","['8', '']","['41', '']","['0', '']","['1', '']","['0', '']","['25', '']","['9', '']","['4', '']","['0', '']"
3051,r055,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['177', '']","['13', '']","['32', '']","['4', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['33', '']","['3', '']","['4', '']","['0', '']"
3051,r056,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['2,408', '']","['0', '']","['724', '']","['22', '']","['572', '']","['72', '']","['92', '']","['39', '']","['209', '']","['378', '']","['44', '']","['217', '']","['38', '']"
3051,r057,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['3,089', '']","['758', '']","['927', '']","['26', '']","['327', '']","['84', '']","['510', '']","['14', '']","['26', '']","['182', '']","['40', '']","['80', '']","['114', '']"
3051,r058,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['1,568', '']","['0', '']","['454', '']","['59', '']","['262', '']","['40', '']","['376', '']","['17', '']","['0', '']","['222', '']","['51', '']","['88', '']","['0', '']"
3051,r059,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['2,918', '']","['1', '']","['429', '']","['42', '']","['261', '']","['134', '']","['1,221', '']","['38', '']","['0', '']","['328', '']","['79', '']","['159', '']","['226', '']"
3051,r060,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['267', '']","['0', '']","['42', '']","['8', '']","['52', '']","['1', '']","['10', '']","['11', '']","['5', '']","['69', '']","['23', '']","['41', '']","['5', '']"
3051,r061,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['1,045', '']","['335', '']","['190', '']","['23', '']","['160', '']","['37', '']","['41', '']","['17', '']","['2', '']","['149', '']","['42', '']","['23', '']","['26', '']"
3051,r062,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['2,951', '']","['0', '']","['301', '']","['0', '']","['674', '']","['332', '']","['858', '']","['17', '']","['0', '']","['285', '']","['59', '']","['133', '']","['292', '']"
3051,r063,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['1,898', '']","['0', '']","['315', '']","['0', '']","['0', '']","['0', '']","['1,374', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16', '']","['194', '']"
3051,r064,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['878', '']","['0', '']","['156', '']","['22', '']","['227', '']","['75', '']","['1', '']","['9', '']","['32', '']","['171', '']","['40', '']","['95', '']","['48', '']"
3051,r065,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['642', '']","['0', '']","['111', '']","['7', '']","['104', '']","['125', '']","['0', '']","['12', '']","['0', '']","['178', '']","['25', '']","['52', '']","['28', '']"
3051,r066,California -> Private,California,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r067,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
3051,r068,California -> Private -> Biola U.,California,Private,Biola U.,3,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
3051,r069,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['743', '']","['0', '']","['216', '']","['8', '']","['169', '']","['61', '']","['0', '']","['0', '']","['0', '']","['281', '']","['0', '']","['7', '']","['0', '']"
3051,r070,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['97', '']","['3', '']","['6', '']","['5', '']","['*', '']","['4', '']","['31', '']","['1', '']","['0', '']","['7', '']","['19', '']","['20', '']","['0', '']"
3051,r071,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['74', '']","['0', '']","['50', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r072,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
3051,r073,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['39', '']","['1', '']","['8', '']","['*', '']","['0', '']","['0', '']","['0', '']","['4', '']","['2', '']","['6', '']","['8', '']","['10', '']","['0', '']"
3051,r074,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['56', '']","['0', '']","['8', '']","['10', '']","['16', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
3051,r075,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['20', '']","['0', '']","['10', '']","['0', '']","['1', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r076,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r077,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['52', '']","['0', '']","['13', '']","['1', '']","['11', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['5', '']","['7', '']","['0', '']"
3051,r078,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['5', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['4', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3051,r079,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
3051,r080,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['111', '']","['2', '']","['31', '']","['5', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
3051,r081,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['135', 'i']","['0', 'i']","['19', 'i']","['2', 'i']","['67', 'i']","['0', 'i']","['*', 'i']","['5', 'i']","['0', 'i']","['31', 'i']","['5', 'i']","['7', 'i']","['0', 'i']"
3051,r082,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['748', '']","['0', '']","['748', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r083,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['1,731', '']","['0', '']","['541', '']","['26', '']","['257', '']","['50', '']","['508', '']","['5', '']","['7', '']","['272', '']","['22', '']","['30', '']","['13', '']"
3051,r084,California -> Private -> Touro U.,California,Private,Touro U.,3,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r085,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['63', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['4', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
3051,r086,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['40', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
3051,r087,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['29', '']","['2', '']","['7', '']","['2', '']","['0', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['8', '']","['0', '']","['0', '']"
3051,r088,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['1,052', '']","['0', '']","['238', '']","['188', '']","['147', '']","['78', '']","['237', '']","['1', '']","['0', '']","['72', '']","['23', '']","['46', '']","['23', '']"
3051,r089,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['39', '']","['0', '']","['23', '']","['*', '']","['0', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3051,r090,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r091,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r092,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['187', '']","['0', '']","['15', '']","['3', '']","['109', '']","['11', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['15', '']"
3051,r093,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['1,242', '']","['157', '']","['195', '']","['6', '']","['229', '']","['64', '']","['250', '']","['5', '']","['168', '']","['99', '']","['13', '']","['7', '']","['49', '']"
3051,r094,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['102', 'i']","['0', 'i']","['21', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3051,r095,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3051,r096,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['988', '']","['0', '']","['176', '']","['23', '']","['282', '']","['135', '']","['8', '']","['3', '']","['40', '']","['252', '']","['58', '']","['10', '']","['0', '']"
3051,r097,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['131', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['17', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
3051,r098,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['909', '']","['0', '']","['180', '']","['0', '']","['18', '']","['0', '']","['703', '']","['1', '']","['0', '']","['2', '']","['1', '']","['4', '']","['0', '']"
3051,r099,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['53', '']","['0', '']","['16', '']","['*', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
3051,r100,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r101,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['52', '']","['6', '']","['6', '']","['2', '']","['0', '']","['4', '']","['2', '']","['2', '']","['5', '']","['14', '']","['6', '']","['6', '']","['0', '']"
3051,r102,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
3051,r103,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r104,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r105,Connecticut -> Public -> Central Connecticut State U.,Connecticut,Public,Central Connecticut State U.,3,"['100', '']","['0', '']","['17', '']","['7', '']","['20', '']","['8', '']","['9', '']","['8', '']","['0', '']","['8', '']","['8', '']","['16', '']","['0', '']"
3051,r106,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['106', '']","['0', '']","['12', '']","['5', '']","['5', '']","['10', '']","['34', '']","['1', '']","['5', '']","['20', '']","['6', '']","['5', '']","['2', '']"
3051,r107,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['945', '']","['99', '']","['276', '']","['7', '']","['108', '']","['33', '']","['272', '']","['2', '']","['8', '']","['89', '']","['48', '']","['3', '']","['0', '']"
3051,r108,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3051,r109,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['138', '']","['0', '']","['6', '']","['1', '']","['0', '']","['2', '']","['0', '']","['6', '']","['4', '']","['77', '']","['20', '']","['20', '']","['0', '']"
3051,r110,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,3,"['31', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['9', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
3051,r111,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['35', '']","['0', '']","['8', '']","['1', '']","['3', '']","['0', '']","['0', '']","['2', '']","['1', '']","['8', '']","['3', '']","['9', '']","['2', '']"
3051,r112,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['24', '']","['0', '']","['6', '']","['1', '']","['6', '']","['*', '']","['*', '']","['*', '']","['1', '']","['7', '']","['1', '']","['1', '']","['0', '']"
