table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021_all_non_s_e_fields,field_2021_business_management_and_business_administration,field_2021_communication_and_communications_technologies,field_2021_education,field_2021_humanities,field_2021_law,field_2021_social_work,field_2021_visual_and_performing_arts,field_2021_other
8004,r022,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,21,"['49,324', '']","['55,151', '']","['54,635', '']","['739', '']","['231', '']","['6,468', '']","['4,417', '']","['4,165', '']","['22,506', '']","['311', '']","['15,798', '']"
8004,r023,All institutions -> Clemson U.,All institutions,Clemson U.,2,22,"['53,533', '']","['54,255', '']","['53,989', '']","['1,708', '']","['139', '']","['3,649', '']","['346', '']","['0', '']","['0', '']","['16', '']","['48,131', '']"
8004,r024,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,23,"['69,387', '']","['61,915', '']","['52,737', '']","['2,324', '']","['129', '']","['35,776', '']","['3,823', '']","['175', '']","['182', '']","['613', '']","['9,715', '']"
8004,r025,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,24,"['51,347', '']","['43,697', '']","['52,025', '']","['17,030', '']","['5,223', '']","['9,931', '']","['3,266', '']","['16,105', '']","['0', '']","['470', '']","['0', '']"
8004,r026,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,25,"['46,559', '']","['50,086', '']","['50,702', '']","['45', '']","['0', '']","['47,108', '']","['1,686', '']","['354', '']","['0', '']","['1', '']","['1,508', '']"
8004,r027,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,26,"['8,607', '']","['46,980', '']","['47,330', '']","['7,414', '']","['1,086', '']","['5,615', '']","['3,465', '']","['0', '']","['1,331', '']","['786', '']","['27,633', '']"
8004,r028,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,27,"['69,507', '']","['31,555', '']","['46,932', '']","['12,546', '']","['109', '']","['5,275', '']","['6,482', '']","['584', '']","['5,480', '']","['3,264', '']","['13,192', '']"
8004,r029,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,28,"['34,255', '']","['33,474', '']","['46,863', '']","['17,208', '']","['1,846', '']","['14,570', '']","['4,732', '']","['0', '']","['0', '']","['1,160', '']","['7,347', '']"
8004,r030,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,29,"['46,606', '']","['52,481', '']","['46,832', '']","['14,010', '']","['3,300', '']","['17,004', '']","['4,161', '']","['1,689', '']","['0', '']","['3,350', '']","['3,318', '']"
8004,r031,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,30,"['19,304', '']","['24,585', '']","['45,990', '']","['11,021', '']","['1,242', '']","['17,156', '']","['395', '']","['49', '']","['1,076', '']","['702', '']","['14,349', '']"
8004,r032,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,31,"['40,119', '']","['43,949', '']","['45,359', '']","['1,919', '']","['1,600', '']","['12,734', '']","['3,055', '']","['351', '']","['15,476', '']","['1,336', '']","['8,888', '']"
8004,r033,All institutions -> Stanford U.,All institutions,Stanford U.,2,32,"['45,427', '']","['44,141', '']","['44,474', '']","['384', '']","['1,595', '']","['40,020', '']","['351', '']","['1,602', '']","['0', '']","['163', '']","['359', '']"
8004,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,"['47,868', '']","['52,546', '']","['40,461', '']","['3,489', '']","['3,384', '']","['19,998', '']","['4,203', '']","['142', '']","['2', '']","['1,832', '']","['7,411', '']"
8004,r035,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,34,"['9,578', '']","['8,387', '']","['40,402', '']","['576', '']","['406', '']","['6,065', '']","['1,920', '']","['0', '']","['0', '']","['1,668', '']","['29,767', '']"
8004,r036,All institutions -> Cornell U.,All institutions,Cornell U.,2,35,"['40,724', '']","['42,944', '']","['40,205', '']","['3,961', '']","['5,709', '']","['218', '']","['1,626', '']","['612', '']","['0', '']","['2,830', '']","['25,249', '']"
8004,r037,All institutions -> U. Southern California,All institutions,U. Southern California,2,36,"['40,541', '']","['41,691', '']","['40,040', '']","['1,665', '']","['8,701', '']","['9,202', '']","['3,022', '']","['919', '']","['9,814', '']","['2,357', '']","['4,360', '']"
8004,r038,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,37,"['40,781', '']","['40,859', '']","['39,523', '']","['9,688', '']","['403', '']","['24,044', '']","['1,062', '']","['756', '']","['431', '']","['114', '']","['3,025', '']"
8004,r039,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,38,"['42,900', '']","['43,068', '']","['38,218', '']","['17,600', '']","['463', '']","['10,490', '']","['3,074', '']","['2,264', '']","['1,204', '']","['172', '']","['2,951', '']"
8004,r040,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,39,"['43,690', '']","['38,813', '']","['37,274', '']","['6,161', '']","['3,290', '']","['13,528', '']","['3,312', '']","['0', '']","['1,539', '']","['303', '']","['9,141', '']"
8004,r041,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,40,"['38,177', '']","['40,798', '']","['37,247', '']","['15,555', '']","['0', '']","['80', '']","['16,847', '']","['0', '']","['0', '']","['1,120', '']","['3,645', '']"
8004,r042,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,41,"['31,768', '']","['33,778', '']","['36,980', '']","['15,167', '']","['992', '']","['3,968', '']","['6,812', '']","['0', '']","['423', '']","['1', '']","['9,617', '']"
8004,r043,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,42,"['39,212', '']","['34,995', '']","['36,435', '']","['8,799', '']","['870', '']","['15,735', '']","['1,802', '']","['234', '']","['1,343', '']","['1,593', '']","['6,059', '']"
8004,r044,All institutions -> American U.,All institutions,American U.,2,43,"['31,522', '']","['34,334', '']","['36,404', '']","['5,834', '']","['6,415', '']","['1,637', '']","['2,573', '']","['11,579', '']","['0', '']","['748', '']","['7,618', '']"
8004,r045,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,44,"['26,186', '']","['34,144', '']","['36,272', '']","['4,428', '']","['1', '']","['24,032', '']","['6,392', '']","['878', '']","['0', '']","['540', '']","['1', '']"
8004,r046,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,45,"['37,708', '']","['34,734', '']","['36,185', '']","['5,212', '']","['1,325', '']","['4,206', '']","['2,044', '']","['755', '']","['0', '']","['3,528', '']","['19,115', '']"
8004,r047,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,46,"['36,643', '']","['30,615', '']","['35,349', '']","['2,368', '']","['226', '']","['5,172', '']","['3,719', '']","['1,418', '']","['7,957', '']","['1,173', '']","['13,316', '']"
8004,r048,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,47,"['25,648', '']","['21,466', '']","['34,537', '']","['8,760', '']","['1,561', '']","['16,457', '']","['5,333', '']","['359', '']","['1,012', '']","['1,055', '']","['0', '']"
8004,r049,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,48,"['32,276', '']","['35,528', '']","['34,340', '']","['10,810', '']","['1,952', '']","['3,905', '']","['6,545', '']","['2,718', '']","['0', '']","['2,464', '']","['5,946', '']"
8004,r050,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,49,"['21,920', '']","['28,274', '']","['34,279', '']","['825', '']","['3,556', '']","['19,809', '']","['676', '']","['155', '']","['839', '']","['204', '']","['8,215', '']"
8004,r051,All institutions -> Washington State U.,All institutions,Washington State U.,2,50,"['42,688', '']","['40,370', '']","['33,017', '']","['7,632', '']","['2,043', '']","['17,427', '']","['1,009', '']","['121', '']","['152', '']","['117', '']","['4,516', '']"
8004,r052,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,51,"['12,586', '']","['25,845', '']","['32,651', '']","['9,662', '']","['1,180', '']","['7,713', '']","['8,951', '']","['2', '']","['0', '']","['4,370', '']","['773', '']"
8004,r053,All institutions -> Texas State U.,All institutions,Texas State U.,2,52,"['29,114', '']","['31,472', '']","['31,997', '']","['724', '']","['0', '']","['6,766', '']","['538', '']","['21,622', '']","['0', '']","['127', '']","['2,220', '']"
8004,r054,All institutions -> U. Iowa,All institutions,U. Iowa,2,53,"['24,544', '']","['27,790', '']","['31,735', '']","['6,482', '']","['655', '']","['12,265', '']","['4,320', '']","['656', '']","['1,007', '']","['337', '']","['6,013', '']"
8004,r055,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,54,"['30,064', '']","['33,155', '']","['30,603', '']","['10,351', '']","['274', '']","['1,041', '']","['2,221', '']","['14,906', '']","['0', '']","['0', '']","['1,810', '']"
8004,r056,All institutions -> U. Oregon,All institutions,U. Oregon,2,55,"['28,433', '']","['25,661', '']","['30,203', '']","['2,854', '']","['1,549', '']","['13,391', '']","['772', '']","['1,250', '']","['0', '']","['248', '']","['10,139', '']"
8004,r057,All institutions -> Florida International U.,All institutions,Florida International U.,2,56,"['34,110', '']","['26,584', '']","['30,202', '']","['8,537', '']","['1,100', '']","['10,578', '']","['5,229', '']","['1,241', '']","['130', '']","['1,751', '']","['1,636', '']"
8004,r058,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,57,"['15,285', '']","['22,940', '']","['29,799', '']","['7,702', '']","['1,117', '']","['8,337', '']","['3,783', '']","['2,333', '']","['4,084', '']","['1,309', '']","['1,134', '']"
8004,r059,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,58,"['25,967', '']","['28,093', '']","['28,899', '']","['9,470', '']","['2,466', '']","['2,905', '']","['5,922', '']","['2,832', '']","['1,736', '']","['1,994', '']","['1,574', '']"
8004,r060,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,59,"['27,749', '']","['29,125', '']","['28,679', '']","['1,704', '']","['296', '']","['24,388', '']","['889', '']","['1,189', '']","['0', '']","['0', '']","['213', '']"
8004,r061,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,60,"['36,055', '']","['26,421', '']","['28,675', '']","['2,405', '']","['1,411', '']","['5,909', '']","['2,217', '']","['0', '']","['2,076', '']","['56', '']","['14,601', '']"
8004,r062,All institutions -> U. Arizona,All institutions,U. Arizona,2,61,"['18,980', '']","['17,742', '']","['28,655', '']","['7,943', '']","['123', '']","['5,944', '']","['4,603', '']","['3,529', '']","['0', '']","['5,041', '']","['1,472', '']"
8004,r063,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,62,"['20,610', '']","['25,534', '']","['28,558', '']","['79', '']","['1', '']","['305', '']","['359', '']","['14', '']","['27,800', '']","['0', '']","['0', '']"
8004,r064,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,63,"['29,091', '']","['31,180', '']","['28,320', '']","['1,226', '']","['824', '']","['10,757', '']","['573', '']","['0', '']","['0', '']","['1,205', '']","['13,735', '']"
8004,r065,All institutions -> U. Utah,All institutions,U. Utah,2,64,"['52,419', 'i']","['29,823', 'i']","['27,419', 'i']","['2,296', 'i']","['2,628', 'i']","['2,609', 'i']","['308', 'i']","['48', 'i']","['2,805', 'i']","['1,568', 'i']","['15,157', 'i']"
8004,r066,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,65,"['25,668', '']","['28,266', '']","['26,894', '']","['6,388', '']","['907', '']","['4,818', '']","['3,722', '']","['3,143', '']","['377', '']","['3,111', '']","['4,428', '']"
8004,r067,All institutions -> Boston U.,All institutions,Boston U.,2,66,"['25,392', '']","['29,183', '']","['26,605', '']","['6,056', '']","['559', '']","['8,378', '']","['3,697', '']","['4,204', '']","['3,456', '']","['80', '']","['175', '']"
8004,r068,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,67,"['23,020', '']","['27,392', '']","['26,602', '']","['670', '']","['10', '']","['24,425', '']","['1,005', '']","['0', '']","['168', '']","['256', '']","['68', '']"
8004,r069,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,68,"['28,384', '']","['26,720', '']","['25,936', '']","['4,604', '']","['0', '']","['56', '']","['4,403', '']","['215', '']","['0', '']","['266', '']","['16,392', '']"
8004,r070,All institutions -> U. West Florida,All institutions,U. West Florida,2,69,"['26,382', '']","['26,275', '']","['25,768', '']","['22,012', '']","['64', '']","['2,755', '']","['2', '']","['25', '']","['142', '']","['6', '']","['762', '']"
8004,r071,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,70,"['15,976', '']","['56,769', '']","['25,604', '']","['9,087', '']","['918', '']","['3,024', '']","['6,993', '']","['0', '']","['0', '']","['1,138', '']","['4,444', '']"
8004,r072,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,71,"['29,462', '']","['26,992', '']","['25,077', '']","['10,181', '']","['3,019', '']","['7,353', '']","['2,970', '']","['1,108', '']","['0', '']","['446', '']","['0', '']"
8004,r073,All institutions -> U. Houston,All institutions,U. Houston,2,72,"['26,489', '']","['25,846', '']","['24,693', '']","['1,459', '']","['172', '']","['5,093', '']","['1,546', '']","['943', '']","['3,885', '']","['109', '']","['11,486', '']"
8004,r074,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,73,"['24,168', '']","['26,475', '']","['24,514', '']","['8,973', '']","['885', '']","['3,972', '']","['3,519', '']","['348', '']","['165', '']","['5,809', '']","['843', '']"
8004,r075,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,74,"['24,431', '']","['16,812', '']","['23,397', '']","['1,966', '']","['0', '']","['12,540', '']","['828', '']","['0', '']","['0', '']","['0', '']","['8,063', '']"
8004,r076,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,75,"['14,604', '']","['21,191', '']","['22,518', '']","['4,515', '']","['1,568', '']","['5,323', '']","['3,658', '']","['0', '']","['1,212', '']","['1,874', '']","['4,368', '']"
8004,r077,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,76,"['31,265', '']","['24,604', '']","['22,171', '']","['3,078', '']","['84', '']","['14,952', '']","['406', '']","['1,545', '']","['278', '']","['58', '']","['1,770', '']"
8004,r078,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,77,"['18,231', '']","['18,845', '']","['21,399', '']","['5,823', '']","['1,250', '']","['4,502', '']","['5,069', '']","['0', '']","['1,578', '']","['1,314', '']","['1,863', '']"
8004,r079,All institutions -> George Mason U.,All institutions,George Mason U.,2,78,"['22,214', '']","['22,083', '']","['21,002', '']","['1,079', '']","['2,496', '']","['4,500', '']","['1,215', '']","['10,642', '']","['63', '']","['161', '']","['846', '']"
8004,r080,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,79,"['16,399', '']","['18,886', '']","['20,882', '']","['2,523', '']","['42', '']","['6,706', '']","['2,985', '']","['43', '']","['0', '']","['114', '']","['8,469', '']"
8004,r081,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,80,"['23,124', '']","['26,776', '']","['20,484', '']","['3,531', '']","['22', '']","['1,171', '']","['725', '']","['0', '']","['6,150', '']","['272', '']","['8,613', '']"
8004,r082,All institutions -> Temple U.,All institutions,Temple U.,2,81,"['21,084', '']","['25,449', '']","['19,778', '']","['2,271', '']","['775', '']","['7,950', '']","['3,682', '']","['2,401', '']","['744', '']","['708', '']","['1,247', '']"
8004,r083,All institutions -> Boston C.,All institutions,Boston C.,2,82,"['17,188', '']","['19,895', '']","['19,430', '']","['89', '']","['10', '']","['11,664', '']","['564', '']","['586', '']","['5,977', '']","['66', '']","['474', '']"
8004,r084,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,83,"['14,452', '']","['18,842', '']","['18,838', '']","['1,826', '']","['143', '']","['3,136', '']","['1,686', '']","['0', '']","['0', '']","['1,199', '']","['10,848', '']"
8004,r085,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,84,"['19,538', '']","['20,398', '']","['18,083', '']","['2,475', '']","['378', '']","['13,691', '']","['587', '']","['588', '']","['67', '']","['7', '']","['290', '']"
8004,r086,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,85,"['9,825', '']","['13,602', '']","['18,041', '']","['87', '']","['117', '']","['12,899', '']","['421', '']","['0', '']","['1,346', '']","['435', '']","['2,736', '']"
8004,r087,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,86,"['17,976', '']","['18,201', '']","['17,811', '']","['198', '']","['0', '']","['11,833', '']","['5,780', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8004,r088,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,87,"['17,540', '']","['16,086', '']","['17,681', '']","['377', '']","['207', '']","['5,669', '']","['5,307', '']","['7', '']","['2,448', '']","['389', '']","['3,277', '']"
8004,r089,All institutions -> George Washington U.,All institutions,George Washington U.,2,88,"['20,601', '']","['20,624', '']","['17,607', '']","['4,634', '']","['4', '']","['6,985', '']","['1,052', '']","['735', '']","['0', '']","['74', '']","['4,123', '']"
8004,r090,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,89,"['15,177', '']","['14,146', '']","['17,381', '']","['654', '']","['11', '']","['315', '']","['377', '']","['68', '']","['4', '']","['0', '']","['15,952', '']"
8004,r091,All institutions -> U. Denver,All institutions,U. Denver,2,90,"['14,909', '']","['18,737', '']","['17,378', '']","['95', '']","['77', '']","['7,217', '']","['0', '']","['234', '']","['9,755', '']","['0', '']","['0', '']"
8004,r092,All institutions -> Yale U.,All institutions,Yale U.,2,91,"['15,669', '']","['14,439', '']","['17,371', '']","['3,663', '']","['0', '']","['3,693', '']","['4,329', '']","['1,046', '']","['0', '']","['743', '']","['3,897', '']"
8004,r093,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,92,"['8,852', '']","['16,118', '']","['17,231', '']","['7,804', '']","['465', '']","['4,601', '']","['1,729', '']","['93', '']","['29', '']","['908', '']","['1,602', '']"
8004,r094,All institutions -> U. Memphis,All institutions,U. Memphis,2,93,"['11,475', '']","['15,270', '']","['16,971', '']","['4,923', '']","['380', '']","['3,656', '']","['1,929', '']","['1,066', '']","['1,224', '']","['1,694', '']","['2,099', '']"
8004,r095,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,94,"['15,421', '']","['15,463', '']","['16,820', '']","['3,570', '']","['22', '']","['4,442', '']","['1,795', '']","['3,808', '']","['906', '']","['337', '']","['1,940', '']"
8004,r096,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,95,"['4,087', '']","['13,443', '']","['16,617', '']","['216', '']","['0', '']","['237', '']","['1,339', '']","['0', '']","['0', '']","['2,408', '']","['12,417', '']"
8004,r097,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,96,"['20,498', '']","['24,411', '']","['16,488', '']","['178', '']","['0', '']","['14,417', '']","['20', '']","['0', '']","['65', '']","['76', '']","['1,732', '']"
8004,r098,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,97,"['13,681', '']","['12,911', '']","['16,161', '']","['11,467', '']","['370', '']","['2,718', '']","['1,513', '']","['0', '']","['0', '']","['91', '']","['2', '']"
8004,r099,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,98,"['24,373', '']","['30,954', '']","['16,133', 'i']","['0', 'i']","['179', 'i']","['0', 'i']","['7,641', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['8,313', 'i']"
8004,r100,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,99,"['15,059', '']","['16,199', '']","['15,962', '']","['3,684', '']","['0', '']","['7,241', '']","['847', '']","['2,579', '']","['0', '']","['1,199', '']","['412', '']"
8004,r101,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,100,"['13,364', '']","['13,865', '']","['15,836', '']","['8,363', '']","['0', '']","['34', '']","['4,782', '']","['0', '']","['0', '']","['2,562', '']","['95', '']"
8004,r102,All institutions -> Duke U.,All institutions,Duke U.,2,101,"['13,589', '']","['16,429', '']","['15,403', '']","['11,834', '']","['0', '']","['61', '']","['1,503', '']","['705', '']","['0', '']","['211', '']","['1,089', '']"
8004,r103,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,102,"['16,225', '']","['23,258', '']","['15,066', '']","['39', '']","['170', '']","['732', '']","['2,466', '']","['642', '']","['47', '']","['399', '']","['10,571', '']"
8004,r104,All institutions -> Princeton U.,All institutions,Princeton U.,2,103,"['15,039', '']","['14,088', '']","['14,796', '']","['0', '']","['103', '']","['1,381', '']","['8,403', '']","['0', '']","['8', '']","['2,955', '']","['1,946', '']"
8004,r105,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,104,"['11,354', '']","['11,057', '']","['14,573', '']","['2,191', '']","['634', '']","['5,061', '']","['3,875', '']","['688', '']","['1,347', '']","['459', '']","['318', '']"
8004,r106,All institutions -> Kent State U.,All institutions,Kent State U.,2,105,"['14,321', '']","['16,378', '']","['14,368', '']","['4,320', '']","['1,374', '']","['4,182', '']","['2,033', '']","['0', '']","['6', '']","['926', '']","['1,527', '']"
8004,r107,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,106,"['19,918', '']","['17,604', '']","['14,148', '']","['3,129', '']","['459', '']","['4,248', '']","['2,915', '']","['0', '']","['1,772', '']","['592', '']","['1,033', '']"
