table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9594,r011,Female doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,U.S. citizen or permanent resident,4,63,63,54,73,71,61,72,63,58,62,59
9594,r012,Female doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Temporary visa holder<sup>a</sup>,Female doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Temporary visa holder<sup>a</sup>,4,,,,,,,0,,,,
9594,r013,Female doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Unknown citizenship,4,,,,,,,0,,,,
9594,r014,Female doctorate recipients -> Not Hispanic or Latino -> Asian,Female doctorate recipients,Not Hispanic or Latino,Asian,,3,5117,5392,5465,5598,5513,5588,5899,5999,5899,5692,6606
9594,r015,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1631,1628,1638,1713,1652,1842,1740,1792,1680,1587,1867
9594,r016,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,3481,3753,3820,3874,3849,3732,4149,4186,4206,4097,4732
9594,r017,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,5,11,7,11,12,14,10,21,13,8,7
9594,r018,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American,Female doctorate recipients,Not Hispanic or Latino,Black or African American,,3,1481,1554,1503,1660,1661,1747,1726,1831,1773,1823,1967
9594,r019,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,1314,1371,1351,1468,1495,1550,1526,1619,1536,1576,1697
9594,r020,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,166,182,148,187,161,183,197,205,229,237,269
9594,r021,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,1,1,4,5,5,14,3,7,8,10,1
9594,r022,Female doctorate recipients -> Not Hispanic or Latino -> White,Female doctorate recipients,Not Hispanic or Latino,White,,3,12941,13263,13323,13518,13611,13397,13571,13191,13204,11900,13207
9594,r023,Female doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11842,12167,12239,12397,12469,12177,12316,11847,11844,10719,11888
9594,r024,Female doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1072,1065,1065,1079,1121,1182,1235,1293,1336,1159,1312
9594,r025,Female doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,27,31,19,42,21,38,20,51,24,22,7
9594,r026,Female doctorate recipients -> Not Hispanic or Latino -> More than one race,Female doctorate recipients,Not Hispanic or Latino,More than one race,,3,484,497,488,535,605,593,655,678,644,653,707
9594,r027,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,460,470,468,509,578,553,615,626,604,604,651
9594,r028,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,24,27,20,25,27,,40,,,,
9594,r029,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,0,0,1,0,,0,,,,
9594,r030,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,202,204,162,167,192,312,333,373,353,367,389
9594,r031,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,145,131,110,97,123,202,156,174,178,174,197
9594,r032,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,,,,,,88,171,177,161,166,189
9594,r033,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,,,,,,22,6,22,14,27,3
9594,r034,Female doctorate recipients -> Ethnicity not reported,Female doctorate recipients,Ethnicity not reported,,,2,1721,1841,2258,2128,1761,1624,1326,1361,1361,1605,1804
9594,r035,Female doctorate recipients -> Ethnicity not reported -> U.S. citizen or permanent resident,Female doctorate recipients,Ethnicity not reported,U.S. citizen or permanent resident,,3,258,354,292,266,345,401,236,300,208,267,312
9594,r036,Female doctorate recipients -> Ethnicity not reported -> Temporary visa holder,Female doctorate recipients,Ethnicity not reported,Temporary visa holder,,3,111,175,172,183,203,99,132,200,155,158,217
9594,r037,Female doctorate recipients -> Ethnicity not reported -> Unknown citizenship,Female doctorate recipients,Ethnicity not reported,Unknown citizenship,,3,1352,1312,1794,1679,1213,1124,958,861,998,1180,1275
