table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6337,r117,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,In United States in 2017,Number,3,2850
6337,r118,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,In United States in 2017,SE,3,325
6337,r119,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Out of United States in 2017,Number,3,54300
6337,r120,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Out of United States in 2017,SE,3,950
6337,r121,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,In United States in 2019,Number,3,3800
6337,r122,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,In United States in 2019,SE,3,350
6337,r123,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Out of United States in 2019,Number,3,53300
6337,r124,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Out of United States in 2019,SE,3,1000
6337,r125,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All doctoral scientists and engineers,Total,,2,29050
6337,r126,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All doctoral scientists and engineers,SE,,2,400
6337,r127,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Total,Number,3,26200
6337,r128,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Total,SE,3,450
6337,r129,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,In United States in 2017,Number,3,25950
6337,r130,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,In United States in 2017,SE,3,450
6337,r131,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Out of United States in 2017,Number,3,250
6337,r132,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Out of United States in 2017,SE,3,50
6337,r133,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,In United States in 2019,Number,3,25900
6337,r134,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,In United States in 2019,SE,3,450
6337,r135,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Out of United States in 2019,Number,3,300
6337,r136,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,In United States in 2015,Out of United States in 2019,SE,3,75
6337,r137,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Total,Number,3,2900
6337,r138,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Total,SE,3,250
6337,r139,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,In United States in 2017,Number,3,200
6337,r140,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,In United States in 2017,SE,3,75
6337,r141,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Out of United States in 2017,Number,3,2700
6337,r142,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Out of United States in 2017,SE,3,250
6337,r143,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,In United States in 2019,Number,3,300
6337,r144,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,In United States in 2019,SE,3,75
6337,r145,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Out of United States in 2019,Number,3,2550
6337,r146,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Out of United States in 2015,Out of United States in 2019,SE,3,225
6337,r147,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,All doctoral scientists and engineers,Total,,2,534100
6337,r148,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,All doctoral scientists and engineers,SE,,2,1650
6337,r149,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Total,Number,3,493000
6337,r150,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Total,SE,3,1850
6337,r151,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,In United States in 2017,Number,3,489300
6337,r152,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,In United States in 2017,SE,3,1900
6337,r153,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Out of United States in 2017,Number,3,3700
6337,r154,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Out of United States in 2017,SE,3,325
6337,r155,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,In United States in 2019,Number,3,488750
6337,r156,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,In United States in 2019,SE,3,1900
6337,r157,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Out of United States in 2019,Number,3,4250
6337,r158,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,In United States in 2015,Out of United States in 2019,SE,3,325
6337,r159,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Total,Number,3,41100
6337,r160,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Total,SE,3,950
6337,r161,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,In United States in 2017,Number,3,4450
6337,r162,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,In United States in 2017,SE,3,375
6337,r163,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Out of United States in 2017,Number,3,36650
6337,r164,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Out of United States in 2017,SE,3,900
6337,r165,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,In United States in 2019,Number,3,5600
6337,r166,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,In United States in 2019,SE,3,400
6337,r167,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Out of United States in 2019,Number,3,35550
6337,r168,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Out of United States in 2015,Out of United States in 2019,SE,3,925
6337,r169,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,All doctoral scientists and engineers,Total,,2,10150
6337,r170,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,All doctoral scientists and engineers,SE,,2,450
6337,r171,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Total,Number,3,9200
6337,r172,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Total,SE,3,425
6337,r173,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,In United States in 2017,Number,3,9100
6337,r174,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,In United States in 2017,SE,3,425
6337,r175,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Out of United States in 2017,Number,3,100
6337,r176,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Out of United States in 2017,SE,3,50
6337,r177,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,In United States in 2019,Number,3,9150
6337,r178,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,In United States in 2019,SE,3,425
6337,r179,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Out of United States in 2019,Number,3,50
6337,r180,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,In United States in 2015,Out of United States in 2019,SE,3,50
6337,r181,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Total,Number,3,950
6337,r182,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Total,SE,3,200
6337,r183,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Out of United States in 2017,Number,3,900
6337,r184,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Out of United States in 2017,SE,3,200
6337,r185,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,In United States in 2019,Number,3,100
6337,r186,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,In United States in 2019,SE,3,25
6337,r187,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Out of United States in 2019,Number,3,850
6337,r188,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Out of United States in 2015,Out of United States in 2019,SE,3,175
6337,r189,Total -> Degree field -> Science,All doctoral scientists and engineers,Total,,2,640450
6337,r190,Total -> Degree field -> Science,All doctoral scientists and engineers,SE,,2,1350
6337,r191,Total -> Degree field -> Science,In United States in 2015,Total,Number,3,560200
6337,r192,Total -> Degree field -> Science,In United States in 2015,Total,SE,3,1725
6337,r193,Total -> Degree field -> Science,In United States in 2015,In United States in 2017,Number,3,553550
6337,r194,Total -> Degree field -> Science,In United States in 2015,In United States in 2017,SE,3,1725
6337,r195,Total -> Degree field -> Science,In United States in 2015,Out of United States in 2017,Number,3,6650
6337,r196,Total -> Degree field -> Science,In United States in 2015,Out of United States in 2017,SE,3,450
6337,r197,Total -> Degree field -> Science,In United States in 2015,In United States in 2019,Number,3,552900
6337,r198,Total -> Degree field -> Science,In United States in 2015,In United States in 2019,SE,3,1750
6337,r199,Total -> Degree field -> Science,In United States in 2015,Out of United States in 2019,Number,3,7300
6337,r200,Total -> Degree field -> Science,In United States in 2015,Out of United States in 2019,SE,3,450
6337,r201,Total -> Degree field -> Science,Out of United States in 2015,Total,Number,3,80250
6337,r202,Total -> Degree field -> Science,Out of United States in 2015,Total,SE,3,1075
6337,r203,Total -> Degree field -> Science,Out of United States in 2015,In United States in 2017,Number,3,5900
6337,r204,Total -> Degree field -> Science,Out of United States in 2015,In United States in 2017,SE,3,425
6337,r205,Total -> Degree field -> Science,Out of United States in 2015,Out of United States in 2017,Number,3,74300
6337,r206,Total -> Degree field -> Science,Out of United States in 2015,Out of United States in 2017,SE,3,1050
6337,r207,Total -> Degree field -> Science,Out of United States in 2015,In United States in 2019,Number,3,7500
6337,r208,Total -> Degree field -> Science,Out of United States in 2015,In United States in 2019,SE,3,450
6337,r209,Total -> Degree field -> Science,Out of United States in 2015,Out of United States in 2019,Number,3,72750
6337,r210,Total -> Degree field -> Science,Out of United States in 2015,Out of United States in 2019,SE,3,1050
6337,r211,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",All doctoral scientists and engineers,Total,,2,219850
6337,r212,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",All doctoral scientists and engineers,SE,,2,800
6337,r213,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Total,Number,3,196100
6337,r214,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Total,SE,3,1100
6337,r215,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,In United States in 2017,Number,3,194250
6337,r216,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,In United States in 2017,SE,3,1100
6337,r217,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Out of United States in 2017,Number,3,1850
6337,r218,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Out of United States in 2017,SE,3,225
6337,r219,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,In United States in 2019,Number,3,193950
6337,r220,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,In United States in 2019,SE,3,1150
6337,r221,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Out of United States in 2019,Number,3,2100
6337,r222,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",In United States in 2015,Out of United States in 2019,SE,3,250
6337,r223,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Total,Number,3,23750
6337,r224,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Total,SE,3,750
6337,r225,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,In United States in 2017,Number,3,1400
6337,r226,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,In United States in 2017,SE,3,200
6337,r227,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Out of United States in 2017,Number,3,22350
6337,r228,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Out of United States in 2017,SE,3,725
6337,r229,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,In United States in 2019,Number,3,2050
6337,r230,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,In United States in 2019,SE,3,250
6337,r231,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Out of United States in 2019,Number,3,21650
6337,r232,"Total -> Degree field -> Science -> Biological, agricultural, and environmental life sciences",Out of United States in 2015,Out of United States in 2019,SE,3,675
6337,r233,Total -> Degree field -> Science -> Computer and information sciences,All doctoral scientists and engineers,Total,,2,29600
6337,r234,Total -> Degree field -> Science -> Computer and information sciences,All doctoral scientists and engineers,SE,,2,175
6337,r235,Total -> Degree field -> Science -> Computer and information sciences,In United States in 2015,Total,Number,3,25300
